pressure_9_am,min_temp_c,wind_speed_3_pm,humidity_3_pm,wind_gust_speed,wind_dir_3_pm,location,temp_3_pm_c,cloud_3_pm,max_temp_c,pressure_3_pm,sunshine,humidity_9_am,evaporation,rain_tomorrow,rainfall,cloud_9_am,rain_today,temp_9_am_c,wind_gust_dir,wind_dir_9_am,date,wind_speed_9_am
1015.0,22.6,26.0,65.0,44.0,NE,CoffsHarbour,29.7,1.0,30.4,1013.4,12.6,72.0,5.0,No,0.0,2.0,No,28.9,NNE,ESE,2011-02-04,9.0
1015.0,24.0,43.0,66.0,59.0,NE,CoffsHarbour,29.3,1.0,32.5,1012.3,12.7,67.0,7.4,No,0.0,1.0,No,28.5,NE,NNW,2011-02-05,24.0
1015.6,24.3,43.0,66.0,67.0,NE,CoffsHarbour,29.3,1.0,33.7,1012.4,12.4,66.0,6.2,Yes,0.0,1.0,No,29.4,SSW,N,2011-02-06,24.0
1020.9,18.4,22.0,71.0,54.0,SW,CoffsHarbour,21.9,8.0,23.3,1019.2,1.3,81.0,9.2,No,3.4,7.0,Yes,19.6,SW,SW,2011-02-07,30.0
1017.8,18.1,15.0,79.0,35.0,SW,CoffsHarbour,21.7,8.0,22.5,1017.0,0.0,82.0,3.0,No,1.0,8.0,No,19.3,SW,WSW,2011-02-08,17.0
1021.6,18.5,28.0,67.0,44.0,SSW,CoffsHarbour,22.7,6.0,24.8,1021.7,3.3,70.0,2.4,Yes,0.0,7.0,No,21.1,S,SW,2011-02-09,22.0
1022.3,17.5,7.0,71.0,31.0,S,CoffsHarbour,24.1,6.0,25.8,1020.3,,94.0,2.4,Yes,13.0,7.0,Yes,19.4,WSW,WSW,2011-02-10,22.0
1018.6,17.9,31.0,61.0,46.0,NE,CoffsHarbour,27.4,1.0,28.7,1014.9,,69.0,3.8,No,5.2,1.0,Yes,24.9,NE,NNW,2011-02-11,13.0
1014.2,20.3,33.0,61.0,43.0,NE,CoffsHarbour,28.2,1.0,29.8,1012.1,11.4,65.0,7.8,No,0.0,2.0,No,26.0,NE,NE,2011-02-12,9.0
1015.4,23.0,13.0,73.0,33.0,E,CoffsHarbour,26.0,7.0,27.9,1014.6,3.4,78.0,5.4,Yes,0.0,5.0,No,25.2,SSW,SE,2011-02-13,9.0
1018.3,20.6,19.0,92.0,44.0,SSW,CoffsHarbour,20.4,8.0,23.2,1019.1,0.8,96.0,3.0,Yes,48.0,8.0,Yes,20.6,S,WSW,2011-02-14,24.0
1020.2,19.2,24.0,65.0,33.0,S,CoffsHarbour,25.7,7.0,26.4,1019.0,2.1,93.0,0.0,Yes,20.2,7.0,Yes,21.3,S,SW,2011-02-15,19.0
1019.1,18.8,9.0,80.0,35.0,SSE,CoffsHarbour,24.8,7.0,27.2,1016.4,5.0,92.0,3.4,No,3.6,8.0,Yes,21.8,ENE,SSW,2011-02-16,11.0
1015.8,20.5,26.0,68.0,37.0,NE,CoffsHarbour,27.4,1.0,28.0,1013.0,8.6,83.0,4.0,No,0.4,7.0,No,23.3,NE,WNW,2011-02-17,7.0
1014.1,20.3,20.0,65.0,31.0,NE,CoffsHarbour,27.8,1.0,28.6,1012.8,11.8,70.0,4.6,No,0.0,7.0,No,26.2,NE,N,2011-02-18,7.0
1013.8,20.3,35.0,68.0,48.0,NNE,CoffsHarbour,28.1,1.0,29.9,1010.4,9.2,85.0,5.8,No,0.0,6.0,No,24.4,NNE,NE,2011-02-19,13.0
1008.5,22.0,22.0,68.0,35.0,NE,CoffsHarbour,31.2,1.0,32.5,1005.8,11.5,63.0,5.2,Yes,0.0,1.0,No,28.6,NE,SE,2011-02-20,7.0
1009.0,23.4,28.0,76.0,56.0,S,CoffsHarbour,25.8,7.0,26.2,1009.1,1.3,88.0,6.2,Yes,8.8,6.0,Yes,25.2,SSE,WSW,2011-02-21,15.0
1017.9,18.7,41.0,65.0,59.0,SSW,CoffsHarbour,21.9,8.0,23.7,1018.5,1.9,89.0,6.0,Yes,18.8,8.0,Yes,18.9,SSW,SW,2011-02-22,24.0
1019.7,16.4,30.0,64.0,57.0,SW,CoffsHarbour,23.5,6.0,24.3,1018.5,8.0,74.0,3.4,No,1.6,6.0,Yes,19.7,S,SW,2011-02-23,24.0
1018.4,17.9,22.0,57.0,37.0,S,CoffsHarbour,24.9,1.0,25.9,1016.1,10.3,65.0,3.6,No,1.0,7.0,No,20.9,SW,WSW,2011-02-24,19.0
1014.5,16.2,19.0,60.0,28.0,E,CoffsHarbour,25.9,1.0,27.2,1012.9,11.3,70.0,5.2,No,0.0,1.0,No,23.2,NE,ESE,2011-02-25,2.0
1014.1,19.9,28.0,64.0,37.0,NNE,CoffsHarbour,27.1,6.0,29.5,1010.6,5.9,78.0,5.8,No,0.0,8.0,No,22.3,NNE,WSW,2011-02-26,19.0
1011.3,19.8,33.0,65.0,50.0,NE,CoffsHarbour,28.8,2.0,31.7,1008.2,8.7,67.0,3.8,No,0.0,5.0,No,24.9,NNE,NNW,2011-02-27,11.0
1010.6,22.1,22.0,74.0,41.0,NE,CoffsHarbour,27.7,2.0,29.9,1007.8,8.3,77.0,1.8,Yes,0.8,7.0,No,25.1,NW,N,2011-02-28,9.0
1007.6,21.2,30.0,67.0,98.0,NE,CoffsHarbour,30.5,4.0,32.4,1005.0,8.4,79.0,4.2,Yes,4.6,4.0,Yes,24.3,SSW,N,2011-03-01,24.0
1014.0,20.1,20.0,82.0,39.0,SW,CoffsHarbour,24.7,7.0,27.3,1012.5,5.0,82.0,6.2,Yes,9.4,7.0,Yes,24.2,WSW,WSW,2011-03-02,20.0
1010.7,20.4,6.0,85.0,28.0,ENE,CoffsHarbour,24.7,8.0,25.8,1008.4,0.4,88.0,3.8,Yes,3.6,7.0,Yes,22.0,SW,WNW,2011-03-03,7.0
1010.5,20.3,11.0,78.0,30.0,S,CoffsHarbour,25.3,8.0,26.0,1009.0,0.0,90.0,1.6,Yes,2.6,8.0,Yes,22.4,SSW,WSW,2011-03-04,6.0
1016.9,20.4,31.0,80.0,70.0,SSE,CoffsHarbour,21.1,7.0,22.3,1018.7,0.1,95.0,2.6,Yes,24.8,8.0,Yes,20.8,S,SE,2011-03-05,22.0
1023.9,17.3,26.0,54.0,48.0,ESE,CoffsHarbour,21.6,7.0,24.3,1023.5,0.5,75.0,2.0,Yes,63.8,7.0,Yes,18.4,ESE,SW,2011-03-06,20.0
1022.8,16.4,19.0,56.0,31.0,SE,CoffsHarbour,23.8,4.0,24.8,1020.7,6.5,85.0,3.4,Yes,16.2,7.0,Yes,19.1,SW,WSW,2011-03-07,13.0
1019.8,17.9,24.0,68.0,33.0,NE,CoffsHarbour,24.2,7.0,25.2,1018.0,8.4,87.0,2.2,No,9.4,7.0,Yes,21.1,NE,SW,2011-03-08,11.0
1018.0,18.6,24.0,59.0,37.0,NE,CoffsHarbour,25.5,7.0,26.6,1015.3,6.4,68.0,3.8,No,0.0,7.0,No,22.6,NNE,NW,2011-03-09,13.0
1015.1,18.3,31.0,60.0,44.0,NE,CoffsHarbour,27.0,6.0,28.8,1012.5,7.6,69.0,4.6,No,0.0,5.0,No,22.9,NNE,N,2011-03-10,11.0
1015.8,19.1,35.0,65.0,50.0,NNE,CoffsHarbour,26.2,5.0,28.6,1015.1,7.7,73.0,5.4,No,0.0,6.0,No,24.1,NNE,NNE,2011-03-11,22.0
1020.6,19.7,24.0,76.0,41.0,N,CoffsHarbour,23.6,6.0,27.6,1020.5,3.9,80.0,4.0,No,0.8,6.0,No,23.9,NNE,NW,2011-03-12,13.0
1022.8,18.9,17.0,64.0,33.0,E,CoffsHarbour,26.7,2.0,27.5,1020.5,10.4,78.0,2.6,No,0.2,4.0,No,23.0,NNE,SW,2011-03-13,4.0
1020.7,20.0,33.0,67.0,46.0,NNE,CoffsHarbour,26.2,1.0,27.3,1017.6,11.2,69.0,5.0,No,0.0,1.0,No,25.1,NE,N,2011-03-14,13.0
1019.5,19.2,15.0,65.0,22.0,ESE,CoffsHarbour,26.5,4.0,27.0,1017.6,9.7,72.0,5.6,No,0.0,1.0,No,24.3,ESE,,2011-03-15,0.0
1016.9,19.7,13.0,69.0,22.0,ENE,CoffsHarbour,26.8,7.0,27.9,1015.0,7.2,76.0,4.6,No,0.0,6.0,No,23.7,NE,NNW,2011-03-16,11.0
1018.1,20.2,19.0,80.0,46.0,NE,CoffsHarbour,24.9,8.0,27.1,1015.6,5.0,81.0,2.8,Yes,0.0,7.0,No,24.0,ESE,,2011-03-17,0.0
1013.7,19.1,17.0,77.0,24.0,S,CoffsHarbour,25.2,7.0,26.4,1011.5,4.0,87.0,2.6,No,1.6,7.0,Yes,22.1,SSE,WNW,2011-03-18,4.0
1013.0,20.2,9.0,87.0,24.0,WSW,CoffsHarbour,22.7,7.0,23.4,1010.3,0.9,82.0,2.6,Yes,0.8,7.0,No,22.3,WSW,WSW,2011-03-19,15.0
1009.9,19.0,11.0,81.0,26.0,SE,CoffsHarbour,22.9,8.0,25.5,1007.6,1.2,87.0,1.4,Yes,2.6,7.0,Yes,21.6,SSE,SW,2011-03-20,9.0
1006.3,20.4,15.0,82.0,26.0,SSE,CoffsHarbour,25.9,7.0,26.4,1003.4,6.6,86.0,3.0,No,3.2,6.0,Yes,22.7,S,SW,2011-03-21,13.0
1001.4,21.4,11.0,66.0,24.0,ESE,CoffsHarbour,28.2,5.0,29.6,999.8,7.9,79.0,3.4,Yes,0.0,1.0,No,25.8,NNE,,2011-03-22,0.0
1004.1,18.5,13.0,56.0,20.0,ENE,CoffsHarbour,26.9,7.0,29.5,1002.1,5.2,80.0,4.0,No,1.4,7.0,Yes,22.5,WNW,NNW,2011-03-23,7.0
1007.8,15.2,20.0,40.0,30.0,ENE,CoffsHarbour,26.6,1.0,27.3,1005.3,11.2,62.0,3.2,No,0.0,0.0,No,23.4,E,,2011-03-24,0.0
1009.4,13.8,15.0,46.0,30.0,NE,CoffsHarbour,25.4,1.0,26.0,1007.9,11.2,61.0,5.6,No,0.0,0.0,No,21.5,ENE,,2011-03-25,0.0
1015.9,16.8,33.0,53.0,54.0,S,CoffsHarbour,25.8,3.0,26.5,1015.2,11.1,57.0,5.0,No,0.0,1.0,No,21.5,S,SW,2011-03-26,28.0
1022.0,18.5,30.0,57.0,48.0,SSW,CoffsHarbour,22.5,6.0,24.7,1021.4,7.5,61.0,7.8,Yes,0.0,3.0,No,21.2,SW,SW,2011-03-27,28.0
1024.6,17.3,22.0,65.0,33.0,S,CoffsHarbour,24.2,2.0,25.1,1023.0,8.2,86.0,6.0,Yes,2.0,7.0,Yes,18.4,SSW,WSW,2011-03-28,15.0
1024.7,18.2,22.0,63.0,,E,CoffsHarbour,24.0,6.0,25.6,1022.1,6.7,92.0,2.6,Yes,5.6,6.0,Yes,19.9,,SW,2011-03-29,15.0
1021.2,18.0,20.0,62.0,28.0,ENE,CoffsHarbour,25.4,1.0,26.3,1017.7,7.4,89.0,3.0,No,15.6,6.0,Yes,20.4,ENE,W,2011-03-30,6.0
1019.6,15.5,22.0,68.0,43.0,SSE,CoffsHarbour,26.1,3.0,26.5,1019.0,8.7,76.0,4.0,Yes,0.2,1.0,No,20.9,SW,,2011-03-31,0.0
1015.4,15.4,15.0,64.0,48.0,SW,CoffsHarbour,21.3,4.0,23.4,1012.8,8.1,59.0,3.0,No,2.6,1.0,Yes,19.1,SW,SW,2011-05-01,28.0
1014.9,12.8,17.0,60.0,30.0,S,CoffsHarbour,21.4,7.0,22.6,1013.0,6.5,58.0,2.4,No,0.0,7.0,No,20.5,SW,SW,2011-05-02,15.0
1014.1,12.3,9.0,64.0,19.0,SSE,CoffsHarbour,20.5,6.0,22.2,1011.7,7.6,63.0,2.6,Yes,0.0,1.0,No,20.9,SE,NW,2011-05-03,4.0
1013.9,14.7,26.0,57.0,48.0,S,CoffsHarbour,21.6,3.0,23.5,1011.7,9.5,87.0,2.8,No,17.8,3.0,Yes,17.7,SW,WSW,2011-05-04,11.0
1017.3,16.0,39.0,59.0,56.0,SSW,CoffsHarbour,19.8,6.0,22.3,1016.8,9.4,57.0,3.4,No,0.0,1.0,No,19.3,SSW,SW,2011-05-05,30.0
1020.6,14.6,24.0,46.0,50.0,SW,CoffsHarbour,20.4,7.0,22.0,1018.1,8.9,50.0,5.0,No,0.0,1.0,No,18.3,SW,SW,2011-05-06,35.0
1017.9,8.9,15.0,47.0,35.0,SSE,CoffsHarbour,20.6,3.0,21.7,1014.9,9.9,46.0,4.0,No,0.0,1.0,No,18.3,SW,WSW,2011-05-07,15.0
1015.1,11.2,7.0,52.0,35.0,NNW,CoffsHarbour,21.9,6.0,22.6,1010.8,1.8,64.0,2.6,No,0.0,6.0,No,16.5,NNW,NNW,2011-05-08,15.0
1012.4,12.2,24.0,66.0,31.0,S,CoffsHarbour,19.5,7.0,21.2,1009.8,4.7,71.0,1.4,Yes,0.0,4.0,No,15.5,SW,WSW,2011-05-09,7.0
1010.9,12.1,26.0,48.0,59.0,SW,CoffsHarbour,19.1,1.0,19.8,1009.9,7.4,57.0,1.2,No,3.6,1.0,Yes,16.3,SW,SW,2011-05-10,26.0
1012.5,5.2,9.0,31.0,20.0,SE,CoffsHarbour,19.2,1.0,19.3,1007.9,10.1,48.0,3.4,No,0.0,3.0,No,16.0,NW,WNW,2011-05-11,11.0
1011.6,5.9,20.0,28.0,30.0,SW,CoffsHarbour,18.8,1.0,19.6,1009.3,9.9,48.0,2.8,No,0.0,5.0,No,15.6,SW,NNW,2011-05-12,11.0
1014.5,5.1,7.0,46.0,24.0,E,CoffsHarbour,19.7,3.0,21.6,1010.8,9.9,53.0,2.6,No,0.0,1.0,No,16.5,WSW,NW,2011-05-13,11.0
1015.6,6.4,9.0,42.0,33.0,SE,CoffsHarbour,18.5,1.0,19.5,1014.6,10.0,46.0,2.4,No,0.0,1.0,No,15.4,SW,WSW,2011-05-14,20.0
1027.1,9.2,22.0,47.0,39.0,S,CoffsHarbour,19.1,1.0,19.9,1026.3,10.0,43.0,2.8,No,0.0,1.0,No,15.5,SW,SW,2011-05-15,20.0
1029.6,6.5,9.0,45.0,20.0,SE,CoffsHarbour,19.9,0.0,20.2,1026.7,10.1,64.0,2.0,No,0.0,1.0,No,17.0,SE,WNW,2011-05-16,7.0
1028.3,6.2,20.0,48.0,31.0,SSW,CoffsHarbour,19.7,1.0,21.0,1026.3,9.2,53.0,2.4,No,0.0,0.0,No,14.7,S,SW,2011-05-17,13.0
1030.3,11.8,24.0,62.0,39.0,S,CoffsHarbour,19.8,7.0,21.6,1028.1,7.2,58.0,3.0,Yes,0.8,1.0,No,18.0,S,SW,2011-05-18,20.0
1030.6,13.7,11.0,46.0,26.0,SE,CoffsHarbour,21.0,1.0,21.7,1028.3,8.8,77.0,2.0,No,17.8,1.0,Yes,18.2,WSW,SW,2011-05-19,17.0
1028.6,10.4,11.0,70.0,26.0,SE,CoffsHarbour,19.8,7.0,21.1,1025.5,1.6,81.0,2.8,Yes,0.0,7.0,No,16.0,SW,SSW,2011-05-20,6.0
1025.9,11.3,17.0,64.0,24.0,NE,CoffsHarbour,21.5,3.0,22.2,1022.4,8.4,90.0,1.6,No,8.8,3.0,Yes,16.1,NE,W,2011-05-21,6.0
1022.4,11.2,15.0,75.0,35.0,N,CoffsHarbour,19.7,7.0,20.6,1017.9,0.3,90.0,2.0,No,0.0,7.0,No,16.6,N,N,2011-05-22,4.0
1013.5,16.1,19.0,80.0,43.0,NW,CoffsHarbour,17.9,7.0,18.8,1006.9,0.0,91.0,1.4,Yes,0.6,8.0,No,16.8,NW,S,2011-05-23,13.0
1006.8,10.5,17.0,51.0,39.0,ENE,CoffsHarbour,19.9,5.0,21.8,1003.1,8.2,63.0,0.4,No,5.0,1.0,Yes,18.7,SW,NW,2011-05-24,7.0
1005.3,8.8,43.0,53.0,61.0,SW,CoffsHarbour,16.6,5.0,17.8,1005.2,6.2,49.0,2.0,Yes,0.4,5.0,No,17.0,SW,WSW,2011-05-25,19.0
1012.8,12.2,28.0,45.0,56.0,SSW,CoffsHarbour,19.2,1.0,19.7,1012.9,9.3,45.0,3.4,No,1.8,1.0,Yes,16.3,SSW,SW,2011-05-26,30.0
1018.3,8.9,19.0,51.0,31.0,SSE,CoffsHarbour,19.4,1.0,20.6,1015.9,9.5,61.0,2.4,No,0.0,1.0,No,18.3,SW,W,2011-05-27,11.0
1022.6,12.6,13.0,52.0,31.0,S,CoffsHarbour,18.3,7.0,19.5,1021.0,7.3,62.0,3.0,No,0.0,4.0,No,16.7,SSW,SW,2011-05-28,20.0
1024.2,8.5,13.0,71.0,46.0,S,CoffsHarbour,19.0,3.0,19.4,1020.8,8.2,75.0,1.6,Yes,0.0,1.0,No,15.6,ENE,WSW,2011-05-29,13.0
1019.3,11.2,15.0,74.0,48.0,SW,CoffsHarbour,13.5,8.0,14.2,1014.2,0.0,95.0,3.2,Yes,26.2,8.0,Yes,12.4,SW,WSW,2011-05-30,15.0
1015.7,5.8,19.0,66.0,43.0,SSW,CoffsHarbour,17.4,7.0,19.4,1015.0,8.2,78.0,1.4,Yes,6.6,1.0,Yes,14.1,SW,WNW,2011-05-31,6.0
1017.3,13.6,41.0,77.0,76.0,S,CoffsHarbour,19.0,7.0,20.1,1016.3,2.2,81.0,6.8,Yes,36.8,7.0,Yes,16.4,S,ESE,2011-06-01,35.0
1020.1,15.0,39.0,84.0,57.0,S,CoffsHarbour,17.1,7.0,19.1,1018.1,4.3,79.0,2.6,Yes,15.2,4.0,Yes,17.3,SSE,SW,2011-06-02,26.0
1018.4,10.5,15.0,58.0,41.0,S,CoffsHarbour,19.8,2.0,20.9,1015.1,9.5,62.0,2.0,No,5.5,1.0,Yes,17.5,SW,W,2011-06-03,15.0
1017.2,7.5,11.0,51.0,19.0,NE,CoffsHarbour,20.0,2.0,21.5,1015.0,9.6,82.0,1.8,No,0.0,1.0,No,15.2,E,WSW,2011-06-04,6.0
1017.5,8.9,11.0,65.0,19.0,E,CoffsHarbour,19.8,5.0,20.1,1013.7,7.2,82.0,1.6,No,0.0,6.0,No,14.7,WSW,SW,2011-06-05,7.0
1016.7,9.7,19.0,34.0,35.0,S,CoffsHarbour,18.9,1.0,20.1,1015.8,9.9,68.0,1.2,No,0.0,1.0,No,16.7,SSW,SW,2011-06-06,9.0
1019.6,5.3,20.0,58.0,41.0,N,CoffsHarbour,17.3,7.0,19.1,1014.4,3.8,84.0,2.2,No,0.0,4.0,No,11.8,SW,WNW,2011-06-07,9.0
1017.3,8.3,13.0,40.0,33.0,ENE,CoffsHarbour,16.9,4.0,18.2,1013.2,,54.0,1.4,No,0.0,7.0,No,13.3,W,NW,2011-06-08,13.0
1015.9,2.2,9.0,50.0,28.0,NNE,CoffsHarbour,14.1,,16.9,1012.7,,58.0,,No,0.0,,No,8.8,SW,WNW,2011-06-09,9.0
1016.8,3.2,11.0,39.0,26.0,SE,CoffsHarbour,17.1,,17.8,1015.2,,63.0,,No,0.0,,No,12.3,SW,WSW,2011-06-10,9.0
1020.2,7.2,17.0,82.0,41.0,SW,CoffsHarbour,15.1,8.0,16.6,1019.2,0.0,61.0,4.8,Yes,0.0,8.0,No,15.1,SW,SW,2011-06-11,24.0
1019.9,12.6,20.0,96.0,57.0,WSW,CoffsHarbour,13.3,8.0,15.6,1016.5,0.0,91.0,1.8,Yes,25.2,8.0,Yes,12.8,SSE,SW,2011-06-12,22.0
1016.8,12.6,24.0,83.0,48.0,SW,CoffsHarbour,14.9,7.0,18.2,1014.2,0.2,82.0,,Yes,103.4,8.0,Yes,15.0,WSW,SW,2011-06-13,22.0
1010.1,12.9,11.0,72.0,72.0,SSE,CoffsHarbour,19.0,6.0,19.6,1009.1,3.5,80.0,,Yes,127.6,8.0,Yes,17.8,SE,SE,2011-06-14,43.0
1015.3,11.8,15.0,89.0,48.0,WSW,CoffsHarbour,17.3,5.0,19.3,1014.1,4.6,88.0,3.4,Yes,27.4,6.0,Yes,15.3,SSW,WSW,2011-06-15,11.0
1014.8,11.3,28.0,58.0,52.0,SW,CoffsHarbour,18.3,1.0,18.4,1011.9,6.2,93.0,,Yes,63.2,7.0,Yes,14.5,SW,SW,2011-06-16,30.0
1010.9,6.9,13.0,52.0,37.0,ENE,CoffsHarbour,19.0,1.0,20.4,1006.0,9.3,71.0,,No,1.4,1.0,Yes,15.1,WSW,NW,2011-06-17,9.0
1011.8,9.9,13.0,45.0,41.0,SSE,CoffsHarbour,17.1,0.0,18.4,1010.1,9.7,36.0,,No,0.0,1.0,No,14.6,W,WSW,2011-06-18,22.0
1015.7,6.2,9.0,38.0,37.0,SE,CoffsHarbour,18.8,1.0,19.2,1014.5,9.7,58.0,2.0,No,0.0,1.0,No,15.3,WSW,WSW,2011-06-19,13.0
1017.6,4.3,11.0,48.0,26.0,ENE,CoffsHarbour,17.4,1.0,18.1,1014.8,9.5,74.0,1.6,No,0.0,0.0,No,12.6,NW,SW,2011-06-20,4.0
1013.1,5.3,20.0,43.0,35.0,N,CoffsHarbour,20.1,1.0,21.0,1005.5,9.5,58.0,1.6,No,0.0,1.0,No,15.3,NNW,NW,2011-06-21,13.0
1013.9,8.0,17.0,33.0,37.0,WSW,CoffsHarbour,17.1,1.0,17.9,1012.2,9.4,38.0,2.4,No,0.0,0.0,No,12.6,SW,WSW,2011-06-22,26.0
1019.0,2.7,9.0,46.0,19.0,NE,CoffsHarbour,18.5,0.0,19.3,1017.4,9.4,59.0,1.8,No,0.0,0.0,No,13.7,ENE,NW,2011-06-23,7.0
1026.2,5.6,13.0,56.0,22.0,SSE,CoffsHarbour,18.4,3.0,18.7,1024.9,3.4,78.0,1.6,No,0.0,7.0,No,12.9,SSW,WSW,2011-06-24,13.0
1030.0,7.2,11.0,70.0,30.0,SE,CoffsHarbour,17.3,7.0,18.2,1027.8,2.4,91.0,1.0,No,0.0,1.0,No,13.2,S,,2011-06-25,0.0
1028.8,9.4,13.0,52.0,30.0,NNW,CoffsHarbour,20.6,2.0,22.4,1024.8,7.7,72.0,,No,0.0,1.0,No,17.1,N,NNW,2011-06-26,9.0
1027.0,6.8,19.0,48.0,30.0,SSE,CoffsHarbour,19.3,1.0,20.3,1025.4,9.4,75.0,,No,0.0,0.0,No,15.2,S,,2011-06-27,0.0
1031.4,8.5,19.0,86.0,39.0,WSW,CoffsHarbour,15.5,7.0,17.1,1029.6,0.2,91.0,5.0,Yes,0.8,7.0,No,14.0,WSW,WSW,2011-06-28,11.0
1033.5,12.8,22.0,64.0,46.0,S,CoffsHarbour,17.5,7.0,18.4,1032.0,1.7,91.0,0.8,Yes,7.4,7.0,Yes,14.0,SE,WSW,2011-06-29,17.0
1034.0,12.4,26.0,92.0,50.0,SW,CoffsHarbour,14.0,7.0,17.5,1030.7,1.6,78.0,1.8,Yes,5.8,6.0,Yes,14.4,SSW,SW,2011-06-30,24.0
1027.9,12.0,22.0,93.0,39.0,SW,CoffsHarbour,14.5,7.0,16.3,1025.3,1.0,93.0,,Yes,19.6,7.0,Yes,13.1,SSW,WSW,2011-07-01,20.0
1025.2,12.6,19.0,62.0,37.0,SSW,CoffsHarbour,18.1,3.0,18.6,1022.6,9.2,74.0,2.2,Yes,20.2,2.0,Yes,15.9,SSW,WSW,2011-07-02,20.0
1023.5,10.3,19.0,63.0,30.0,NE,CoffsHarbour,19.0,2.0,21.1,1020.3,6.8,91.0,2.0,No,1.6,6.0,Yes,13.9,NE,SW,2011-07-03,9.0
1019.1,8.6,15.0,49.0,31.0,N,CoffsHarbour,22.0,1.0,23.3,1013.9,9.6,63.0,1.6,No,0.0,1.0,No,16.6,NNW,NNW,2011-07-04,15.0
1014.6,11.2,17.0,26.0,41.0,W,CoffsHarbour,20.3,1.0,20.6,1009.7,9.6,46.0,2.0,No,0.0,0.0,No,17.3,WNW,WNW,2011-07-05,9.0
1014.3,3.3,11.0,42.0,33.0,ENE,CoffsHarbour,16.5,1.0,17.0,1010.9,9.6,49.0,3.2,No,0.0,0.0,No,14.1,WNW,NNW,2011-07-06,9.0
1013.7,7.2,24.0,28.0,37.0,WSW,CoffsHarbour,19.2,1.0,20.0,1013.9,9.6,39.0,2.0,No,0.0,1.0,No,16.2,NW,NW,2011-07-07,9.0
1023.9,2.6,15.0,45.0,26.0,NE,CoffsHarbour,16.4,0.0,16.9,1020.3,9.6,67.0,2.2,No,0.0,1.0,No,11.8,E,,2011-07-08,0.0
1018.6,0.6,17.0,31.0,28.0,SSE,CoffsHarbour,18.2,0.0,18.7,1016.1,9.6,67.0,1.8,No,0.0,0.0,No,10.1,S,SW,2011-07-09,7.0
1017.3,0.8,13.0,47.0,20.0,NE,CoffsHarbour,17.2,0.0,17.5,1012.7,9.5,60.0,1.6,No,0.0,0.0,No,10.0,N,WSW,2011-07-10,9.0
1017.4,2.5,13.0,38.0,28.0,NE,CoffsHarbour,18.4,1.0,20.7,1017.5,9.7,64.0,1.2,No,0.0,1.0,No,12.2,SW,NNW,2011-07-11,2.0
1023.5,1.7,7.0,44.0,17.0,E,CoffsHarbour,17.1,1.0,17.9,1019.8,9.7,70.0,1.6,No,0.0,1.0,No,12.0,SSE,NW,2011-07-12,7.0
1020.0,3.5,9.0,73.0,15.0,W,CoffsHarbour,13.7,8.0,16.6,1017.9,0.5,88.0,1.8,Yes,0.0,7.0,No,9.3,SW,W,2011-07-13,4.0
1024.1,9.3,17.0,49.0,31.0,SSW,CoffsHarbour,15.2,7.0,16.1,1024.2,2.4,64.0,0.2,No,1.4,7.0,Yes,13.8,SSW,WSW,2011-07-14,17.0
1032.1,10.1,11.0,84.0,46.0,W,CoffsHarbour,14.3,7.0,16.4,1029.7,2.1,64.0,1.6,Yes,0.0,7.0,No,12.7,SSE,SW,2011-07-15,20.0
1029.9,10.9,19.0,79.0,31.0,SW,CoffsHarbour,13.3,8.0,14.8,1026.2,0.2,78.0,7.6,Yes,5.2,8.0,Yes,12.5,WSW,SW,2011-07-16,15.0
1024.1,9.7,11.0,68.0,28.0,SSE,CoffsHarbour,17.5,4.0,18.2,1020.9,8.2,79.0,1.2,No,4.6,4.0,Yes,14.6,SW,SW,2011-07-17,17.0
1018.6,9.2,7.0,68.0,19.0,SSE,CoffsHarbour,18.2,5.0,19.2,1015.1,8.0,88.0,1.2,No,1.0,1.0,No,14.2,SE,WNW,2011-07-18,6.0
1014.9,5.9,11.0,51.0,39.0,NNE,CoffsHarbour,15.6,5.0,17.9,1011.1,8.9,70.0,1.8,No,0.0,0.0,No,12.5,WSW,WSW,2011-07-19,9.0
1007.9,6.2,30.0,44.0,59.0,SW,CoffsHarbour,20.4,4.0,20.8,1005.9,7.3,55.0,2.0,No,0.2,1.0,No,16.0,SW,SW,2011-07-20,20.0
1010.3,14.3,28.0,40.0,57.0,SW,CoffsHarbour,19.7,2.0,20.5,1007.7,9.8,47.0,4.4,No,0.0,1.0,No,17.2,SSW,SW,2011-07-21,30.0
1012.9,13.1,30.0,63.0,54.0,SSW,CoffsHarbour,16.7,5.0,18.9,1011.4,,65.0,3.8,No,0.4,6.0,No,16.3,S,SW,2011-07-22,30.0
1015.3,13.0,31.0,64.0,56.0,S,CoffsHarbour,15.8,3.0,18.4,1015.1,8.7,52.0,2.8,No,0.0,1.0,No,15.6,SSW,SW,2011-07-23,37.0
1018.9,9.9,15.0,50.0,37.0,SSE,CoffsHarbour,17.0,1.0,17.7,1016.6,8.7,54.0,3.8,No,0.0,1.0,No,14.7,SW,SW,2011-07-24,20.0
1019.9,4.9,11.0,50.0,22.0,NNE,CoffsHarbour,17.0,6.0,19.7,1017.7,8.8,67.0,2.8,No,0.0,1.0,No,13.7,WSW,WNW,2011-07-25,2.0
1021.6,10.0,15.0,45.0,30.0,ESE,CoffsHarbour,19.2,5.0,20.9,1018.7,9.4,47.0,2.2,No,0.0,2.0,No,16.8,NW,NW,2011-07-26,19.0
