RainToday,Evaporation,WindDir3pm,Temp3pmF,MaxTempF,Cloud3pm,WindSpeed9am,Rainfall,Date,Location,Humidity3pm,MinTempF,WindGustDir,RainTomorrow,Sunshine,WindDir9am,Humidity9am,Pressure3pm,WindSpeed3pm,Cloud9am,Temp9amF,WindGustSpeed,Pressure9am
No,12.8,SSE,96.8,99.14,3.0,17.0,0.0,2009-12-03,AliceSprings,3.0,58.28,ESE,No,13.2,ENE,12.0,1011.0,13.0,0.0,83.3,44.0,1014.4
No,15.8,SSE,99.5,102.02,1.0,26.0,0.0,2009-12-04,AliceSprings,1.0,59.36,ESE,No,13.2,ENE,4.0,1011.6,20.0,1.0,89.06,48.0,1014.9
No,15.8,SE,99.68,101.11999999999999,0.0,24.0,0.0,2009-12-05,AliceSprings,5.0,65.3,ESE,No,12.8,E,12.0,1010.9,24.0,0.0,87.8,37.0,1015.7
No,16.0,SE,99.5,100.94,0.0,28.0,0.0,2009-12-06,AliceSprings,4.0,68.54,SE,No,13.1,ENE,8.0,1008.8,19.0,0.0,84.74,43.0,1013.6
No,17.0,E,107.24,108.68,1.0,15.0,0.0,2009-12-07,AliceSprings,5.0,66.2,NE,No,11.8,ENE,5.0,1004.9,9.0,1.0,92.3,35.0,1010.1
No,16.8,SSW,109.4,109.76,1.0,17.0,0.0,2009-12-08,AliceSprings,4.0,83.48,WSW,No,12.3,SW,6.0,1002.6,28.0,1.0,99.68,50.0,1007.6
No,22.8,ESE,97.7,98.6,2.0,28.0,0.0,2009-12-09,AliceSprings,14.0,75.56,E,No,8.3,E,26.0,1003.5,24.0,4.0,80.96,54.0,1007.5
No,12.6,ESE,87.61999999999999,89.24,7.0,11.0,0.0,2009-12-10,AliceSprings,28.0,76.82,NNE,Yes,1.3,SSE,41.0,1008.3,26.0,8.0,82.22,41.0,1010.1
Yes,8.4,ESE,66.92,69.8,8.0,31.0,11.0,2009-12-11,AliceSprings,55.0,66.2,ENE,No,0.0,ENE,50.0,1016.0,20.0,8.0,66.92,54.0,1014.0
No,4.8,SE,84.91999999999999,86.9,6.0,24.0,0.0,2009-12-12,AliceSprings,16.0,57.92,ESE,No,11.0,E,27.0,1012.5,24.0,6.0,69.8,39.0,1016.5
No,11.0,E,86.53999999999999,86.72,2.0,19.0,0.0,2009-12-13,AliceSprings,17.0,66.92,E,No,8.7,SE,12.0,1011.7,22.0,7.0,77.0,41.0,1014.6
No,10.6,SE,91.22,92.66,1.0,11.0,0.0,2009-12-14,AliceSprings,18.0,62.059999999999995,ESE,No,13.0,ESE,31.0,1010.4,15.0,2.0,78.44,52.0,1014.1
No,12.8,ESE,94.46000000000001,96.44,6.0,20.0,0.0,2009-12-15,AliceSprings,13.0,68.72,ESE,No,12.2,ENE,28.0,1008.6,15.0,7.0,85.46000000000001,43.0,1013.3
No,13.4,SSW,100.76,103.1,5.0,15.0,0.0,2009-12-16,AliceSprings,15.0,69.8,NE,No,12.2,NE,30.0,1005.4,11.0,2.0,90.68,41.0,1010.8
No,13.8,SSW,96.26,101.48,7.0,26.0,0.0,2009-12-17,AliceSprings,21.0,81.86,NNW,No,6.6,W,38.0,1007.6,33.0,5.0,88.52,52.0,1010.8
No,16.0,S,78.44,82.94,8.0,24.0,0.0,2009-12-18,AliceSprings,57.0,72.32,SE,No,1.0,SSE,57.0,1013.8,20.0,8.0,73.4,44.0,1015.2
No,8.0,ESE,89.96000000000001,92.66,1.0,30.0,0.0,2009-12-19,AliceSprings,28.0,69.98,ESE,No,10.7,ESE,46.0,1011.1,20.0,5.0,78.08,46.0,1015.2
No,14.0,NE,94.82,97.52,4.0,28.0,0.0,2009-12-20,AliceSprings,17.0,67.82,E,No,11.7,E,12.0,1009.0,13.0,3.0,83.3,39.0,1014.1
No,14.2,SSE,98.78,100.94,4.0,20.0,0.0,2009-12-21,AliceSprings,15.0,73.04,SE,No,11.1,NE,8.0,1006.5,15.0,6.0,88.16,37.0,1011.2
No,14.8,NNW,102.2,104.53999999999999,6.0,17.0,0.0,2009-12-22,AliceSprings,5.0,69.44,ENE,No,9.0,ESE,7.0,1005.7,7.0,6.0,88.34,46.0,1010.1
No,15.2,N,101.3,103.64,7.0,24.0,0.0,2009-12-23,AliceSprings,23.0,81.5,NNW,No,8.1,NNW,36.0,1001.5,33.0,5.0,91.58000000000001,67.0,1007.8
No,18.0,SSW,81.86,86.18,7.0,37.0,0.0,2009-12-24,AliceSprings,47.0,76.82,NNW,No,2.1,W,57.0,1006.4,35.0,7.0,78.25999999999999,74.0,1006.0
No,11.8,SSE,84.74,86.72,1.0,22.0,0.0,2009-12-25,AliceSprings,23.0,63.5,SE,No,11.8,SSE,47.0,1008.8,24.0,5.0,72.5,54.0,1012.1
No,13.0,SE,89.78,92.3,3.0,20.0,0.0,2009-12-26,AliceSprings,11.0,60.26,ESE,No,13.1,SE,23.0,1009.3,20.0,0.0,76.46,52.0,1013.1
No,15.8,S,92.84,95.0,0.0,19.0,0.0,2009-12-27,AliceSprings,9.0,60.980000000000004,SSE,No,13.1,E,17.0,1008.7,17.0,0.0,79.16,43.0,1012.8
No,15.8,SE,96.26,97.34,1.0,20.0,0.0,2009-12-28,AliceSprings,6.0,62.42,SSE,No,12.7,ESE,13.0,1008.3,26.0,1.0,83.3,54.0,1012.5
No,18.8,SSE,97.88000000000001,99.5,1.0,19.0,0.0,2009-12-29,AliceSprings,9.0,68.54,SE,No,12.8,ESE,12.0,1007.1,24.0,1.0,86.72,41.0,1011.3
No,15.0,SSE,102.02,103.64,6.0,13.0,0.0,2009-12-30,AliceSprings,11.0,71.6,SSW,No,12.3,ENE,24.0,1003.2,13.0,2.0,89.78,41.0,1008.5
No,12.4,SE,102.56,104.53999999999999,3.0,9.0,0.0,2009-12-31,AliceSprings,17.0,76.46,SSE,No,13.1,N,33.0,1001.9,15.0,0.0,91.76,37.0,1006.1
No,16.4,SE,104.18,106.34,1.0,17.0,0.0,2010-01-01,AliceSprings,14.0,80.96,SSE,No,13.3,E,25.0,1002.6,20.0,0.0,94.64,59.0,1006.7
No,17.8,SSE,94.46000000000001,96.08000000000001,0.0,30.0,0.0,2010-01-02,AliceSprings,21.0,77.54,SE,No,12.8,SSE,29.0,1008.0,30.0,0.0,85.1,50.0,1010.5
No,19.2,ESE,95.72,95.9,4.0,24.0,0.0,2010-01-03,AliceSprings,18.0,70.34,SSE,No,12.0,ESE,16.0,1008.0,26.0,5.0,78.8,43.0,1012.9
No,18.6,SE,94.28,96.44,5.0,24.0,0.0,2010-01-04,AliceSprings,8.0,67.82,ESE,No,10.6,E,15.0,1005.5,15.0,4.0,80.42,39.0,1010.6
No,16.0,S,92.66,94.28,7.0,19.0,0.0,2010-01-05,AliceSprings,12.0,75.56,S,No,0.9,ESE,11.0,1005.4,19.0,8.0,83.12,37.0,1009.0
No,11.6,E,86.9,88.88000000000001,7.0,20.0,0.4,2010-01-06,AliceSprings,62.0,74.3,ESE,Yes,0.5,E,75.0,1004.4,30.0,8.0,79.16,61.0,1007.9
Yes,10.2,E,72.14,74.12,8.0,31.0,27.0,2010-01-07,AliceSprings,93.0,69.08,E,Yes,0.1,E,94.0,1003.8,24.0,7.0,70.16,67.0,1005.7
Yes,2.2,E,83.3,84.56,6.0,22.0,33.0,2010-01-08,AliceSprings,70.0,69.8,NE,Yes,3.3,E,94.0,1003.2,35.0,7.0,74.12,67.0,1006.0
Yes,7.0,ENE,81.86,84.74,7.0,20.0,58.8,2010-01-09,AliceSprings,67.0,71.06,ENE,Yes,1.5,ENE,96.0,1006.7,17.0,8.0,71.24000000000001,43.0,1009.7
Yes,2.2,N,79.52,86.72,7.0,20.0,4.6,2010-01-10,AliceSprings,80.0,71.24000000000001,E,Yes,2.6,NE,70.0,1007.1,9.0,7.0,81.32,43.0,1010.4
Yes,4.2,ENE,93.2,94.1,4.0,19.0,12.2,2010-01-11,AliceSprings,28.0,72.5,NNE,No,12.6,NE,47.0,1004.3,6.0,5.0,84.56,43.0,1007.8
No,9.4,ESE,95.0,96.61999999999999,7.0,15.0,0.0,2010-01-12,AliceSprings,28.0,72.86,S,No,11.3,NNW,46.0,1004.1,11.0,7.0,85.64,56.0,1006.5
No,11.4,ESE,83.3,87.08000000000001,3.0,24.0,0.0,2010-01-13,AliceSprings,38.0,71.6,SE,No,5.8,SSE,59.0,1010.0,19.0,8.0,73.04,35.0,1012.5
No,8.0,ESE,92.48,94.1,0.0,26.0,0.0,2010-01-14,AliceSprings,24.0,68.36,SE,No,12.4,ESE,44.0,1009.5,17.0,1.0,79.16,37.0,1012.8
No,11.8,S,95.36,96.61999999999999,1.0,20.0,0.0,2010-01-15,AliceSprings,15.0,70.7,ESE,No,12.4,E,22.0,1007.9,13.0,0.0,83.12,39.0,1011.8
No,10.8,SSE,97.88000000000001,99.5,0.0,6.0,0.0,2010-01-16,AliceSprings,8.0,69.25999999999999,SSE,No,12.8,E,28.0,1007.2,22.0,0.0,87.44,44.0,1010.0
No,14.4,SSE,90.14,91.94,0.0,26.0,0.0,2010-01-17,AliceSprings,18.0,67.46,SE,No,13.0,SE,25.0,1010.1,24.0,0.0,82.75999999999999,48.0,1012.9
No,15.4,SE,86.9,87.98,0.0,30.0,0.0,2010-01-18,AliceSprings,17.0,61.519999999999996,SE,No,13.0,SE,25.0,1009.8,24.0,0.0,75.92,41.0,1013.3
No,13.4,SSE,90.14,91.4,0.0,17.0,0.0,2010-01-19,AliceSprings,9.0,61.34,ESE,No,13.1,ESE,24.0,1009.4,26.0,0.0,77.18,50.0,1012.7
No,12.0,ESE,91.94,93.74,0.0,15.0,0.0,2010-01-20,AliceSprings,10.0,60.8,ENE,No,13.0,ENE,19.0,1007.6,11.0,0.0,80.78,28.0,1012.1
No,10.6,SW,99.5,100.03999999999999,1.0,4.0,0.0,2010-01-21,AliceSprings,7.0,63.68,W,No,13.1,ENE,14.0,1004.1,11.0,1.0,87.98,30.0,1008.6
No,12.0,SE,102.74,105.26,4.0,11.0,0.0,2010-01-22,AliceSprings,7.0,71.24000000000001,NW,No,13.0,W,15.0,1003.8,13.0,4.0,89.41999999999999,35.0,1006.6
No,13.8,N,100.76,101.84,1.0,15.0,0.0,2010-01-23,AliceSprings,10.0,70.16,ESE,No,12.8,ESE,26.0,1005.5,13.0,2.0,86.72,37.0,1008.7
No,12.0,ESE,101.3,102.74,1.0,17.0,0.0,2010-01-24,AliceSprings,14.0,72.14,ENE,No,12.2,ESE,25.0,1004.2,15.0,0.0,87.61999999999999,41.0,1008.2
No,13.4,E,102.2,103.46000000000001,1.0,19.0,0.0,2010-01-25,AliceSprings,12.0,72.86,E,No,12.6,ESE,19.0,1003.7,22.0,0.0,89.6,35.0,1007.3
No,13.4,E,104.18,105.08000000000001,5.0,9.0,0.0,2010-01-26,AliceSprings,10.0,70.34,ESE,No,12.8,ESE,17.0,1003.2,26.0,4.0,90.86,43.0,1006.2
No,13.2,E,100.76,103.64,6.0,20.0,0.0,2010-01-27,AliceSprings,22.0,78.25999999999999,SE,No,12.1,ENE,34.0,1003.1,17.0,8.0,93.02,48.0,1006.7
No,13.4,ESE,101.11999999999999,102.56,4.0,11.0,0.0,2010-01-28,AliceSprings,22.0,75.38,S,No,12.1,NE,38.0,1001.1,19.0,1.0,91.4,74.0,1004.5
No,13.0,ESE,92.84,95.72,3.0,17.0,1.0,2010-01-29,AliceSprings,27.0,70.52,SE,No,11.5,ESE,62.0,1002.5,30.0,1.0,79.16,56.0,1005.8
No,14.4,SE,95.18,96.8,4.0,13.0,0.0,2010-01-30,AliceSprings,18.0,70.7,SSE,No,9.8,SSE,43.0,1001.1,24.0,2.0,83.48,50.0,1004.7
No,12.6,SSE,99.5,100.58000000000001,3.0,0.0,0.0,2010-01-31,AliceSprings,10.0,69.25999999999999,SSE,No,11.0,,27.0,1002.8,33.0,0.0,86.36,54.0,1005.4
No,15.0,S,95.72,97.88000000000001,3.0,9.0,0.0,2010-02-01,AliceSprings,15.0,71.42,S,No,11.6,E,34.0,1003.9,26.0,0.0,86.36,52.0,1007.9
No,13.6,SW,97.7,99.14,1.0,9.0,0.0,2010-02-02,AliceSprings,10.0,68.54,S,No,12.6,SW,29.0,1001.3,28.0,1.0,84.56,48.0,1005.4
No,14.8,WSW,97.52,99.86,1.0,6.0,0.0,2010-02-03,AliceSprings,16.0,67.64,SW,No,12.0,NNW,47.0,1000.4,26.0,0.0,77.72,48.0,1004.9
No,12.0,E,96.08000000000001,98.78,6.0,20.0,0.0,2010-02-04,AliceSprings,18.0,72.86,ESE,No,11.3,NE,37.0,1006.1,15.0,5.0,83.84,39.0,1008.3
No,12.2,SSE,97.88000000000001,99.5,5.0,19.0,0.0,2010-02-05,AliceSprings,19.0,73.58,ENE,No,9.4,NE,31.0,1009.1,20.0,4.0,87.08000000000001,35.0,1012.4
No,11.8,SSW,95.9,97.52,2.0,22.0,0.0,2010-02-06,AliceSprings,25.0,74.48,W,No,9.4,ESE,45.0,1010.5,11.0,2.0,83.12,52.0,1014.6
No,11.4,SSE,96.44,97.88000000000001,6.0,17.0,0.0,2010-02-07,AliceSprings,15.0,73.75999999999999,SSE,No,10.2,ESE,21.0,1010.2,19.0,2.0,83.12,41.0,1014.2
No,13.8,E,94.1,96.98,1.0,7.0,0.0,2010-02-08,AliceSprings,19.0,63.68,ESE,No,12.8,ESE,21.0,1009.3,15.0,1.0,82.58,39.0,1013.5
No,12.0,SSE,97.16,98.96000000000001,3.0,15.0,0.0,2010-02-09,AliceSprings,20.0,72.32,SSE,No,12.4,E,36.0,1008.6,15.0,0.0,86.36,39.0,1012.3
No,13.6,SSE,94.28,97.7,4.0,13.0,0.0,2010-02-10,AliceSprings,27.0,72.86,E,No,11.7,SE,42.0,1006.5,15.0,0.0,85.64,54.0,1011.2
No,10.8,WSW,98.6,99.86,3.0,7.0,0.0,2010-02-11,AliceSprings,25.0,76.1,WNW,No,10.8,NNE,45.0,1004.3,20.0,1.0,86.72,39.0,1008.9
No,10.2,WSW,82.58,96.98,7.0,9.0,0.2,2010-02-12,AliceSprings,69.0,78.08,W,Yes,4.5,SSW,57.0,1002.4,13.0,6.0,81.86,52.0,1007.2
Yes,6.2,W,88.34,91.4,6.0,9.0,2.2,2010-02-13,AliceSprings,40.0,70.16,S,No,8.8,WNW,80.0,1003.0,17.0,7.0,73.75999999999999,35.0,1005.9
No,8.6,SSE,93.74,94.82,4.0,9.0,0.0,2010-02-14,AliceSprings,19.0,68.0,SSE,No,12.6,ESE,47.0,1005.7,28.0,1.0,81.68,50.0,1008.1
No,12.6,S,94.28,95.18,3.0,9.0,0.0,2010-02-15,AliceSprings,16.0,67.1,SE,No,12.6,NNE,39.0,1007.7,17.0,0.0,82.22,37.0,1011.1
No,11.4,SE,96.08000000000001,97.52,0.0,9.0,0.0,2010-02-16,AliceSprings,12.0,66.38,S,No,12.6,NNE,31.0,1008.0,17.0,0.0,83.84,52.0,1011.8
No,12.0,ESE,94.64,95.36,0.0,17.0,0.0,2010-02-17,AliceSprings,12.0,66.92,SSE,No,12.6,ENE,29.0,1009.1,24.0,0.0,82.94,48.0,1012.3
No,15.2,SE,94.82,95.9,1.0,6.0,0.0,2010-02-18,AliceSprings,13.0,66.02,ESE,No,12.2,S,32.0,1009.8,31.0,0.0,81.86,59.0,1013.2
No,15.8,SSE,94.1,96.08000000000001,1.0,17.0,0.0,2010-02-19,AliceSprings,17.0,70.16,ESE,No,12.2,E,33.0,1009.2,17.0,0.0,84.2,43.0,1013.2
No,13.2,WSW,96.98,99.68,3.0,13.0,0.0,2010-02-20,AliceSprings,22.0,69.44,ESE,No,12.4,ESE,36.0,1007.1,7.0,1.0,86.0,39.0,1011.2
No,11.4,ESE,97.88000000000001,100.94,3.0,19.0,0.0,2010-02-21,AliceSprings,22.0,73.22,SSE,No,10.6,NE,40.0,1006.2,17.0,1.0,89.6,43.0,1010.6
No,11.4,SE,99.5,101.84,5.0,20.0,0.0,2010-02-22,AliceSprings,17.0,77.0,S,No,10.5,NNE,42.0,1007.1,24.0,5.0,89.41999999999999,67.0,1011.0
No,8.2,SW,78.98,91.4,8.0,15.0,0.0,2010-02-23,AliceSprings,64.0,71.42,SE,Yes,5.8,SE,62.0,1009.2,31.0,6.0,79.88,59.0,1012.9
Yes,13.4,ESE,72.68,75.92,8.0,22.0,57.4,2010-02-24,AliceSprings,96.0,70.52,SE,Yes,0.0,SE,86.0,1009.7,15.0,8.0,73.4,37.0,1012.3
Yes,4.4,ESE,80.06,81.5,8.0,22.0,31.8,2010-02-25,AliceSprings,71.0,69.62,E,Yes,0.2,E,88.0,1009.5,22.0,8.0,71.78,54.0,1012.2
Yes,3.8,SE,77.9,80.6,8.0,13.0,1.2,2010-02-26,AliceSprings,77.0,67.64,SE,Yes,0.2,ESE,85.0,1007.6,28.0,8.0,73.58,52.0,1010.6
Yes,6.0,SSE,73.94,74.84,8.0,15.0,27.6,2010-02-27,AliceSprings,96.0,68.36,SSE,Yes,0.0,SE,98.0,1005.1,20.0,8.0,68.72,46.0,1008.8
Yes,3.4,SE,66.74000000000001,67.64,8.0,30.0,62.0,2010-02-28,AliceSprings,95.0,65.84,SE,Yes,0.0,SE,96.0,1003.2,28.0,8.0,66.02,61.0,1004.8
Yes,2.4,SSE,66.56,68.72,8.0,31.0,28.0,2010-03-01,AliceSprings,93.0,62.059999999999995,SE,Yes,0.0,S,96.0,1007.9,24.0,8.0,62.959999999999994,56.0,1008.0
Yes,1.6,SSE,75.56,77.54,1.0,19.0,1.8,2010-03-02,AliceSprings,49.0,62.959999999999994,S,No,3.5,SSE,53.0,1008.2,24.0,6.0,67.28,39.0,1010.8
No,5.2,SE,77.9,78.44,7.0,13.0,0.0,2010-03-03,AliceSprings,53.0,64.94,SE,Yes,4.5,SE,65.0,1007.1,17.0,7.0,72.32,37.0,1009.9
Yes,5.4,SSW,85.82,87.26,1.0,11.0,1.4,2010-03-04,AliceSprings,23.0,61.519999999999996,S,No,11.8,W,65.0,1006.1,15.0,0.0,73.22,31.0,1008.6
No,6.4,SW,92.48,93.74,1.0,0.0,0.0,2010-03-05,AliceSprings,15.0,62.6,NW,No,11.8,,44.0,1007.2,15.0,0.0,80.42,31.0,1009.5
No,7.8,SE,84.56,85.28,1.0,15.0,0.0,2010-03-06,AliceSprings,36.0,65.12,S,No,11.7,ESE,37.0,1009.8,15.0,0.0,77.0,31.0,1011.8
No,8.2,SSE,80.78,82.04,1.0,19.0,0.0,2010-03-07,AliceSprings,26.0,59.18,ESE,No,11.7,SSE,35.0,1009.9,15.0,0.0,71.24000000000001,31.0,1014.1
No,7.8,E,82.75999999999999,83.84,1.0,13.0,0.0,2010-03-08,AliceSprings,29.0,57.379999999999995,SE,No,11.6,E,42.0,1012.9,13.0,0.0,70.88,28.0,1015.7
No,7.2,SSE,83.12,83.66,1.0,19.0,0.0,2010-03-09,AliceSprings,37.0,59.36,ESE,No,11.7,E,39.0,1016.5,19.0,0.0,72.68,31.0,1018.8
No,8.0,SE,81.32,82.4,1.0,19.0,0.0,2010-03-10,AliceSprings,26.0,56.84,SE,No,11.5,ESE,40.0,1017.9,24.0,2.0,70.52,50.0,1020.8
No,11.8,SSE,77.54,78.62,1.0,30.0,0.0,2010-03-11,AliceSprings,29.0,60.980000000000004,ESE,No,11.5,ESE,36.0,1019.4,26.0,4.0,68.54,46.0,1022.9
No,9.4,SE,80.6,81.32,3.0,17.0,0.0,2010-03-12,AliceSprings,35.0,53.78,ESE,No,8.9,SE,40.0,1019.0,22.0,5.0,66.92,37.0,1023.5
No,6.8,E,83.66,83.66,7.0,9.0,0.0,2010-03-13,AliceSprings,40.0,65.12,E,No,3.0,E,58.0,1016.8,20.0,7.0,71.42,37.0,1020.7
No,5.4,SE,84.91999999999999,86.72,5.0,9.0,0.0,2010-03-14,AliceSprings,46.0,65.48,ESE,No,3.2,SE,84.0,1012.3,15.0,7.0,70.34,35.0,1017.3
No,6.8,E,87.8,88.7,6.0,15.0,0.0,2010-03-15,AliceSprings,31.0,64.94,ENE,No,9.5,E,47.0,1012.0,20.0,7.0,77.54,30.0,1016.0
No,6.6,SE,88.7,88.88000000000001,5.0,13.0,0.0,2010-03-16,AliceSprings,33.0,66.56,ENE,No,5.9,E,56.0,1011.5,13.0,6.0,75.92,31.0,1015.4
No,5.8,SE,89.24,89.96000000000001,1.0,15.0,0.0,2010-03-17,AliceSprings,32.0,65.12,ESE,No,11.4,E,46.0,1014.1,17.0,1.0,79.52,31.0,1016.9
No,8.4,S,87.61999999999999,88.88000000000001,1.0,11.0,0.0,2010-03-18,AliceSprings,28.0,63.14,E,No,11.4,ENE,44.0,1013.7,11.0,0.0,78.08,31.0,1017.7
No,8.4,SE,88.52,89.41999999999999,1.0,15.0,0.0,2010-03-19,AliceSprings,26.0,63.14,ESE,No,11.5,E,44.0,1012.4,20.0,0.0,78.44,35.0,1016.1
No,8.0,ESE,86.53999999999999,88.16,0.0,11.0,0.0,2010-03-20,AliceSprings,25.0,61.34,ESE,No,11.5,ESE,41.0,1012.5,17.0,0.0,77.36,43.0,1015.7
No,9.4,SE,87.44,88.7,0.0,17.0,0.0,2010-03-21,AliceSprings,22.0,59.72,SSE,No,11.5,E,45.0,1011.8,31.0,0.0,75.92,39.0,1016.0
No,10.0,SE,88.7,90.32,1.0,9.0,0.0,2010-03-22,AliceSprings,31.0,58.28,SE,No,11.3,SSE,44.0,1011.7,26.0,1.0,73.94,50.0,1014.9
No,12.0,ESE,87.8,88.7,5.0,30.0,0.0,2010-03-23,AliceSprings,38.0,69.25999999999999,ESE,No,,SE,37.0,1011.8,33.0,3.0,77.18,52.0,1015.9
No,8.0,ESE,87.8,89.6,5.0,20.0,0.0,2010-03-24,AliceSprings,40.0,72.5,E,No,,ESE,67.0,1012.4,26.0,5.0,76.82,41.0,1016.5
No,11.8,ESE,87.61999999999999,88.88000000000001,1.0,15.0,0.0,2010-03-25,AliceSprings,31.0,67.82,ENE,No,,E,39.0,1012.0,22.0,1.0,77.9,37.0,1016.0
No,8.8,ESE,89.41999999999999,89.6,1.0,7.0,0.0,2010-03-26,AliceSprings,25.0,61.88,ENE,No,11.0,ESE,42.0,1011.7,24.0,1.0,77.9,41.0,1015.8
No,8.0,E,88.7,89.41999999999999,3.0,9.0,0.0,2010-03-27,AliceSprings,26.0,63.86,ESE,No,11.2,E,43.0,1010.7,15.0,1.0,79.16,44.0,1014.4
No,5.8,S,91.58000000000001,92.48,1.0,0.0,0.0,2010-03-28,AliceSprings,25.0,63.32,N,No,11.4,,48.0,1007.5,6.0,1.0,78.98,20.0,1012.2
No,7.0,ESE,91.58000000000001,93.38000000000001,3.0,4.0,0.0,2010-03-29,AliceSprings,26.0,71.06,S,No,10.5,ENE,37.0,1010.1,17.0,0.0,83.48,33.0,1012.5
No,9.6,SE,86.9,88.7,2.0,20.0,0.0,2010-03-30,AliceSprings,35.0,67.64,SE,No,11.2,SE,55.0,1012.5,24.0,1.0,74.84,39.0,1016.2
No,8.0,ESE,85.46000000000001,86.9,6.0,17.0,0.0,2010-03-31,AliceSprings,29.0,64.04,E,No,10.0,E,53.0,1011.3,19.0,2.0,75.56,39.0,1014.9
No,9.2,ESE,85.1,86.0,2.0,19.0,0.0,2010-04-01,AliceSprings,20.0,59.540000000000006,ESE,No,10.9,E,48.0,1012.4,26.0,3.0,73.58,48.0,1016.5
No,9.8,E,85.46000000000001,86.0,1.0,11.0,0.0,2010-04-02,AliceSprings,29.0,57.379999999999995,SE,No,10.1,E,50.0,1011.0,28.0,3.0,70.34,48.0,1014.9
No,7.6,SE,86.0,86.9,1.0,13.0,0.0,2010-04-03,AliceSprings,24.0,56.48,E,No,11.4,ESE,32.0,1010.4,13.0,1.0,73.58,35.0,1014.6
No,8.0,NE,86.9,89.41999999999999,2.0,15.0,0.0,2010-04-04,AliceSprings,35.0,61.88,ESE,No,11.4,E,44.0,1008.3,13.0,0.0,76.64,31.0,1012.9
No,6.4,E,90.32,92.66,2.0,15.0,0.0,2010-04-05,AliceSprings,33.0,66.2,WSW,No,9.8,N,55.0,1006.4,15.0,4.0,80.06,50.0,1010.5
No,7.6,SW,94.64,96.8,5.0,24.0,0.6,2010-04-06,AliceSprings,28.0,71.96,WSW,No,10.6,NNW,51.0,1007.5,28.0,2.0,84.74,43.0,1009.7
No,8.4,NNW,94.64,95.72,7.0,26.0,0.4,2010-04-07,AliceSprings,30.0,76.82,NNW,Yes,4.6,NNW,53.0,1009.4,22.0,3.0,83.84,44.0,1012.1
Yes,7.8,S,86.0,88.52,5.0,9.0,7.8,2010-04-08,AliceSprings,54.0,72.32,W,Yes,5.6,SW,84.0,1011.4,9.0,6.0,76.64,46.0,1015.9
Yes,5.8,SSE,86.36,87.44,7.0,17.0,15.4,2010-04-09,AliceSprings,53.0,68.0,SW,No,5.1,NE,93.0,1009.4,9.0,7.0,69.44,54.0,1013.9
No,3.2,S,70.88,77.18,8.0,15.0,0.6,2010-04-10,AliceSprings,91.0,69.44,S,Yes,0.2,E,91.0,1010.9,24.0,7.0,73.22,43.0,1013.4
Yes,2.2,ESE,71.6,72.14,8.0,24.0,14.8,2010-04-11,AliceSprings,75.0,65.3,E,No,0.0,ENE,89.0,1012.7,15.0,7.0,67.28,33.0,1015.1
No,1.8,E,73.4,74.84,6.0,17.0,0.2,2010-04-12,AliceSprings,52.0,62.78,E,No,3.9,ESE,89.0,1014.7,20.0,6.0,65.48,37.0,1017.4
No,4.0,ESE,71.6,72.5,7.0,11.0,0.0,2010-04-13,AliceSprings,60.0,55.58,E,No,5.2,E,72.0,1017.5,17.0,3.0,64.75999999999999,31.0,1020.7
No,4.0,ESE,74.3,75.38,1.0,9.0,0.0,2010-04-14,AliceSprings,34.0,51.44,E,No,10.7,ESE,69.0,1015.9,20.0,1.0,61.7,33.0,1020.3
No,6.0,E,75.56,76.64,1.0,2.0,0.0,2010-04-15,AliceSprings,25.0,47.48,ESE,No,11.0,SW,66.0,1015.5,15.0,6.0,58.64,28.0,1019.5
No,3.6,ESE,80.6,80.96,4.0,7.0,0.0,2010-04-16,AliceSprings,21.0,48.02,ESE,No,11.2,ESE,58.0,1013.2,15.0,2.0,62.24,24.0,1017.5
No,5.6,SE,82.22,82.58,2.0,0.0,0.0,2010-04-17,AliceSprings,18.0,51.8,SSE,No,10.8,,49.0,1013.8,13.0,1.0,66.92,24.0,1017.4
No,5.4,ESE,82.75999999999999,83.66,1.0,6.0,0.0,2010-04-18,AliceSprings,31.0,56.66,E,No,10.5,WSW,56.0,1014.1,13.0,0.0,69.62,30.0,1017.3
No,5.8,S,82.58,83.84,2.0,0.0,0.0,2010-04-19,AliceSprings,27.0,55.4,SSE,No,11.2,,59.0,1012.8,17.0,0.0,70.16,37.0,1016.3
No,6.0,SE,83.66,84.38000000000001,5.0,9.0,0.0,2010-04-20,AliceSprings,32.0,56.120000000000005,SSE,No,11.1,W,57.0,1012.3,22.0,0.0,69.62,39.0,1016.2
No,5.6,SSE,84.91999999999999,85.64,4.0,7.0,0.0,2010-04-21,AliceSprings,25.0,57.2,SSE,No,11.2,W,66.0,1013.0,17.0,1.0,70.16,33.0,1016.0
No,6.8,E,81.86,83.3,3.0,0.0,0.0,2010-04-22,AliceSprings,35.0,56.120000000000005,SE,No,11.0,,66.0,1015.0,22.0,0.0,69.98,30.0,1018.9
No,5.8,S,83.66,84.38000000000001,1.0,6.0,0.0,2010-04-23,AliceSprings,31.0,56.66,ESE,No,11.2,W,59.0,1014.3,11.0,0.0,69.98,26.0,1019.2
No,5.8,SE,87.08000000000001,87.61999999999999,1.0,0.0,0.0,2010-04-24,AliceSprings,20.0,56.84,N,No,11.2,,59.0,1013.1,11.0,1.0,72.5,19.0,1017.3
