Wind Speed 3 pm,Temp 9 am F,Wind Gust Dir,Pressure 9 am,Humidity 3 pm,Humidity 9 am,Wind Dir 3 pm,Rainfall,Rain Tomorrow,Cloud 9 am,Max Temp F,Wind Speed 9 am,Temp 3 pm F,Date,Cloud 3 pm,Rain Today,Location,Pressure 3 pm,Wind Gust Speed,Wind Dir 9 am,Min Temp F,Sunshine,Evaporation
19.0,51.98,S,1014.5,67.0,81.0,SE,9.8,No,8.0,62.6,7.0,62.059999999999995,2010-11-11,7.0,Yes,Hobart,1009.1,39.0,SE,48.92,3.9,5.0
7.0,58.28,NW,1005.8,66.0,81.0,SE,0.0,No,7.0,77.9,7.0,67.64,2010-11-12,7.0,No,Hobart,1001.0,56.0,NE,51.8,1.9,3.0
28.0,54.32,SSW,1016.4,55.0,70.0,SE,0.2,Yes,7.0,56.66,17.0,55.58,2010-11-13,7.0,No,Hobart,1020.1,43.0,SSE,53.6,1.7,3.4
11.0,48.02,SSE,1020.2,91.0,95.0,SE,16.4,Yes,8.0,56.3,11.0,53.24,2010-11-14,8.0,Yes,Hobart,1014.9,31.0,SSE,47.66,0.0,4.4
15.0,56.3,SSE,1011.5,92.0,77.0,S,1.8,Yes,7.0,63.68,9.0,54.14,2010-11-15,8.0,Yes,Hobart,1011.1,35.0,ESE,47.84,2.1,0.4
19.0,55.58,S,1013.7,41.0,57.0,SE,5.2,No,2.0,66.92,9.0,62.78,2010-11-16,3.0,Yes,Hobart,1010.3,39.0,NNW,44.96,10.9,1.6
31.0,60.980000000000004,NW,1007.8,47.0,45.0,NW,0.0,No,6.0,66.2,30.0,64.4,2010-11-17,7.0,No,Hobart,1003.9,65.0,NW,48.74,4.8,5.8
28.0,54.86,NW,1008.6,54.0,68.0,SW,0.2,Yes,6.0,62.42,13.0,55.58,2010-11-18,6.0,No,Hobart,1011.2,56.0,SSW,52.34,5.7,3.8
20.0,54.32,NW,1023.8,35.0,51.0,NNW,2.4,No,3.0,66.2,22.0,63.14,2010-11-19,5.0,Yes,Hobart,1023.2,43.0,NNW,42.44,13.7,5.4
13.0,58.1,ESE,1022.6,39.0,49.0,ESE,0.0,No,1.0,68.54,9.0,66.2,2010-11-20,3.0,No,Hobart,1021.1,35.0,ESE,44.78,10.7,4.2
19.0,52.879999999999995,SSW,1027.6,52.0,57.0,SE,0.0,No,7.0,61.88,9.0,59.540000000000006,2010-11-21,3.0,No,Hobart,1025.8,33.0,SE,48.379999999999995,9.8,7.6
19.0,61.519999999999996,SE,1024.7,54.0,62.0,SE,0.0,No,4.0,75.02,15.0,67.64,2010-11-22,1.0,No,Hobart,1020.7,30.0,ESE,49.28,13.1,2.8
31.0,75.02,NNW,1014.7,21.0,41.0,NW,0.0,Yes,1.0,93.02,26.0,89.6,2010-11-23,7.0,No,Hobart,1010.8,63.0,NNW,57.379999999999995,11.0,7.8
6.0,64.04,N,1016.1,94.0,88.0,NE,11.8,Yes,7.0,66.38,9.0,60.62,2010-11-24,8.0,Yes,Hobart,1015.5,37.0,ESE,58.28,0.0,9.2
15.0,62.24,SE,1013.2,87.0,94.0,SE,7.0,Yes,7.0,65.84,15.0,58.64,2010-11-25,8.0,Yes,Hobart,1013.5,33.0,SE,60.26,0.7,1.0
24.0,60.62,ESE,1016.8,70.0,62.0,ESE,7.0,No,3.0,66.38,13.0,64.75999999999999,2010-11-26,6.0,Yes,Hobart,1015.7,33.0,NNW,52.7,7.1,0.2
19.0,64.94,SSW,1013.3,74.0,67.0,S,0.0,Yes,2.0,71.6,11.0,61.519999999999996,2010-11-27,8.0,No,Hobart,1010.0,46.0,NE,54.32,7.8,3.6
22.0,55.94,SW,1010.7,51.0,73.0,SE,20.8,No,6.0,64.22,20.0,61.519999999999996,2010-11-28,6.0,Yes,Hobart,1011.6,50.0,SSW,52.52,7.5,6.6
19.0,54.86,SW,1022.6,46.0,48.0,SE,0.0,No,5.0,60.62,19.0,59.72,2010-11-29,2.0,No,Hobart,1022.3,41.0,S,48.56,9.9,5.6
20.0,55.22,SE,1025.5,55.0,66.0,SE,0.0,No,7.0,65.3,7.0,63.32,2010-11-30,6.0,No,Hobart,1024.6,30.0,N,45.68,5.7,4.4
20.0,58.1,ENE,1026.0,58.0,61.0,NE,0.0,No,,69.62,13.0,67.46,2010-12-01,,No,Hobart,1023.1,37.0,N,53.42,2.4,4.8
13.0,64.75999999999999,SE,1022.7,81.0,72.0,SE,0.0,No,,69.62,11.0,66.92,2010-12-02,,No,Hobart,1020.0,26.0,NE,58.1,2.3,4.0
2.0,64.75999999999999,SSW,1016.5,89.0,89.0,N,0.8,Yes,,73.4,7.0,67.46,2010-12-03,,No,Hobart,1012.0,28.0,SE,60.440000000000005,0.3,3.4
31.0,73.22,SSW,1007.2,70.0,57.0,SSW,6.0,No,,77.54,20.0,67.46,2010-12-04,,Yes,Hobart,1008.2,59.0,NNW,61.16,7.0,0.4
15.0,54.5,SE,1020.0,53.0,52.0,SE,0.2,No,,59.36,17.0,57.74,2010-12-05,,No,Hobart,1019.7,30.0,SE,51.08,1.5,6.8
28.0,56.48,ENE,1021.8,49.0,53.0,ENE,0.0,No,,67.46,17.0,64.22,2010-12-06,,No,Hobart,1019.6,43.0,NNE,53.42,6.3,4.0
31.0,64.04,NNE,1016.6,61.0,60.0,NNE,0.0,No,,70.34,17.0,68.9,2010-12-07,,No,Hobart,1011.7,50.0,N,56.48,1.4,5.6
26.0,70.16,NNW,1005.3,62.0,77.0,NNW,0.4,Yes,,79.16,9.0,78.62,2010-12-08,,No,Hobart,1000.2,57.0,N,62.78,0.8,3.6
17.0,65.48,NNW,1006.0,61.0,51.0,SE,2.0,No,,72.14,24.0,66.74000000000001,2010-12-09,,Yes,Hobart,1004.2,39.0,NW,59.36,6.0,3.8
26.0,57.92,NNW,999.2,37.0,40.0,NW,1.0,Yes,,62.78,26.0,60.08,2010-12-10,,No,Hobart,999.4,85.0,NW,56.120000000000005,10.2,4.4
24.0,57.02,WNW,993.5,42.0,48.0,NW,3.0,Yes,,66.56,20.0,64.04,2010-12-11,,Yes,Hobart,991.8,72.0,NW,49.46,6.6,8.2
20.0,,NW,993.5,98.0,,NW,4.4,No,,64.75999999999999,22.0,60.08,2010-12-12,,Yes,Hobart,997.9,59.0,NW,50.0,10.8,6.6
13.0,55.58,NW,1009.1,40.0,,WNW,0.2,No,,71.06,24.0,68.36,2010-12-13,,No,Hobart,1009.2,54.0,NNW,47.84,7.9,6.8
22.0,62.78,ESE,1016.0,53.0,50.0,ESE,0.0,No,,68.18,13.0,65.84,2010-12-14,,No,Hobart,1013.8,31.0,E,50.18,11.2,5.0
37.0,67.28,N,1002.7,42.0,62.0,N,0.0,No,,78.44,26.0,76.64,2010-12-15,,No,Hobart,996.3,72.0,NNW,55.76,6.1,5.0
9.0,59.36,N,1005.1,33.0,48.0,N,0.0,No,,72.32,20.0,70.7,2010-12-16,,No,Hobart,1002.2,41.0,NNW,46.76,8.7,5.4
22.0,57.02,NW,999.0,57.0,56.0,NNE,0.6,No,,69.98,15.0,64.75999999999999,2010-12-17,,No,Hobart,993.8,57.0,N,49.64,3.6,4.6
13.0,58.1,NNW,995.4,50.0,51.0,ENE,1.0,No,,64.22,11.0,62.78,2010-12-18,,No,Hobart,995.3,37.0,NNW,51.98,9.3,3.6
20.0,57.2,E,995.6,55.0,59.0,SE,0.0,Yes,,64.75999999999999,11.0,62.959999999999994,2010-12-19,,No,Hobart,994.0,33.0,N,49.28,4.5,4.6
28.0,60.62,SSE,998.7,46.0,59.0,SSE,7.2,No,,65.84,24.0,64.58,2010-12-20,,Yes,Hobart,997.5,52.0,SSW,53.06,7.6,2.8
30.0,52.7,WSW,1002.4,72.0,63.0,WSW,0.2,Yes,,58.82,17.0,50.72,2010-12-21,,No,Hobart,1006.2,57.0,S,49.1,7.0,5.4
26.0,56.48,NNW,1014.0,36.0,49.0,NW,1.8,Yes,,70.34,28.0,67.46,2010-12-22,,Yes,Hobart,1011.4,50.0,NNW,48.74,9.0,4.8
28.0,52.7,SW,1013.1,34.0,54.0,SW,1.6,No,,61.88,28.0,59.9,2010-12-23,,Yes,Hobart,1017.8,65.0,W,47.84,12.1,5.2
19.0,59.9,SSE,1024.3,46.0,49.0,ESE,0.0,No,,68.54,13.0,66.2,2010-12-24,,No,Hobart,1020.0,43.0,NW,47.48,11.9,5.6
9.0,56.120000000000005,ESE,1011.8,54.0,77.0,ESE,0.0,No,,69.44,6.0,64.94,2010-12-25,,No,Hobart,1007.6,35.0,SSE,52.16,1.7,6.0
24.0,56.66,SW,1003.5,44.0,45.0,SW,0.0,No,,60.980000000000004,13.0,55.76,2010-12-26,,No,Hobart,1002.5,48.0,W,51.26,7.7,3.6
33.0,51.44,SW,1005.4,63.0,50.0,SW,0.2,No,,59.36,24.0,51.08,2010-12-27,,No,Hobart,1008.1,57.0,SW,43.519999999999996,11.3,4.4
20.0,53.24,NNW,1015.6,35.0,54.0,NE,0.4,No,,71.42,24.0,69.44,2010-12-28,,No,Hobart,1013.8,46.0,NNW,44.96,9.3,3.6
31.0,60.26,WNW,1008.5,31.0,54.0,NW,0.0,No,,74.3,17.0,71.06,2010-12-29,,No,Hobart,1007.2,61.0,NNW,52.34,10.3,6.4
17.0,59.0,NNW,1015.5,47.0,44.0,SE,0.0,No,,68.0,17.0,62.959999999999994,2010-12-30,,No,Hobart,1015.7,41.0,NNW,53.06,9.1,6.2
17.0,59.72,SE,1013.3,41.0,60.0,SE,0.0,No,,74.3,19.0,73.58,2010-12-31,,No,Hobart,1006.2,35.0,NNW,48.2,13.0,8.8
26.0,64.04,WNW,1003.8,29.0,41.0,NW,0.0,No,,75.38,35.0,72.86,2011-01-01,,No,Hobart,1004.3,63.0,NW,55.94,10.3,5.8
15.0,58.64,NNW,1012.3,34.0,43.0,NW,0.0,No,,67.82,11.0,65.84,2011-01-02,,No,Hobart,1012.1,48.0,NW,55.04,12.1,7.4
22.0,58.28,ESE,1016.6,45.0,48.0,SE,0.0,No,,69.44,11.0,64.58,2011-01-03,,No,Hobart,1016.3,39.0,ESE,48.379999999999995,11.4,10.0
11.0,61.88,NE,1016.3,42.0,57.0,E,0.0,No,,73.94,19.0,69.08,2011-01-04,,No,Hobart,1012.1,39.0,NNW,51.98,8.2,7.6
24.0,56.84,SE,1011.3,62.0,87.0,SE,0.8,No,,64.94,9.0,63.14,2011-01-05,,No,Hobart,1010.7,33.0,E,55.94,5.8,6.0
26.0,61.7,SE,1011.5,55.0,68.0,SE,0.0,No,,67.82,15.0,63.5,2011-01-06,,No,Hobart,1011.4,41.0,ESE,53.42,8.4,4.2
6.0,64.22,NW,1008.4,36.0,64.0,SE,0.0,Yes,,88.16,15.0,84.2,2011-01-07,,No,Hobart,1006.3,56.0,NNW,58.82,2.2,6.6
26.0,73.94,SSE,1005.8,69.0,53.0,SE,6.0,Yes,,92.48,22.0,68.0,2011-01-08,,Yes,Hobart,1008.6,59.0,NNW,62.24,6.6,6.6
26.0,64.58,SE,1021.4,66.0,73.0,SE,11.8,No,,67.28,6.0,64.22,2011-01-09,,Yes,Hobart,1024.4,39.0,ENE,56.3,12.0,4.4
19.0,60.26,E,1027.8,65.0,78.0,ESE,0.0,Yes,,66.2,13.0,64.94,2011-01-10,,No,Hobart,1025.0,31.0,SE,56.3,0.2,7.4
15.0,62.959999999999994,SE,1020.3,83.0,95.0,ESE,2.2,Yes,,67.28,11.0,66.56,2011-01-11,,Yes,Hobart,1018.7,26.0,SE,59.9,0.0,3.8
13.0,63.14,ENE,1019.1,93.0,95.0,E,8.2,Yes,,64.58,20.0,64.4,2011-01-12,,Yes,Hobart,1017.9,43.0,E,61.519999999999996,0.0,0.6
15.0,61.16,,1019.2,80.0,94.0,NE,15.4,Yes,,67.82,7.0,66.02,2011-01-13,,Yes,Hobart,1015.7,,SSE,60.62,0.0,1.2
19.0,67.82,NNW,1002.4,81.0,86.0,N,3.6,Yes,,77.18,15.0,74.48,2011-01-14,,Yes,Hobart,995.7,54.0,N,60.8,1.9,1.4
26.0,71.24000000000001,NNW,996.4,34.0,51.0,NNW,1.2,No,,84.38000000000001,37.0,82.22,2011-01-15,,Yes,Hobart,999.6,76.0,NNW,66.2,12.1,2.6
26.0,68.18,NW,1005.5,62.0,52.0,ESE,0.2,No,,76.82,20.0,68.54,2011-01-16,,No,Hobart,1001.3,41.0,NNW,56.3,13.5,7.0
22.0,59.0,NW,997.2,,56.0,NW,0.0,No,,69.8,13.0,68.54,2011-01-17,,No,Hobart,997.1,61.0,NNW,56.3,5.9,9.8
17.0,60.980000000000004,SW,1006.1,59.0,50.0,ESE,0.2,No,,69.25999999999999,9.0,64.04,2011-01-18,,No,Hobart,1006.5,41.0,NE,55.94,8.5,5.8
22.0,63.14,SE,1009.9,57.0,52.0,SE,0.0,No,,66.38,11.0,62.959999999999994,2011-01-19,,No,Hobart,1011.7,33.0,SE,57.02,4.6,5.0
19.0,64.58,SSE,1014.8,57.0,59.0,SE,0.0,No,,73.04,9.0,69.62,2011-01-20,,No,Hobart,1012.6,37.0,NNE,53.6,11.1,5.6
13.0,63.86,N,1007.8,61.0,70.0,E,0.0,Yes,,73.22,9.0,69.44,2011-01-21,,No,Hobart,1009.3,50.0,NNW,60.440000000000005,6.2,5.6
17.0,58.64,ESE,1022.4,50.0,65.0,SE,4.4,No,,66.74000000000001,11.0,65.3,2011-01-22,,Yes,Hobart,1020.9,31.0,NE,48.2,11.0,2.8
17.0,59.9,NW,1015.4,44.0,63.0,ENE,0.0,Yes,,73.58,17.0,72.5,2011-01-23,,No,Hobart,1009.0,31.0,NNW,50.0,13.2,2.2
17.0,64.58,WSW,992.5,39.0,56.0,WSW,5.2,No,,68.18,28.0,63.32,2011-01-24,,Yes,Hobart,999.7,61.0,NW,59.9,10.7,10.6
13.0,57.379999999999995,NW,1005.4,46.0,56.0,ESE,0.0,No,,70.16,13.0,67.28,2011-01-25,,No,Hobart,1003.6,39.0,NNW,52.879999999999995,4.6,5.0
30.0,63.14,NW,1010.5,59.0,55.0,ESE,0.0,No,,76.1,22.0,66.74000000000001,2011-01-26,,No,Hobart,1012.6,50.0,NNW,57.379999999999995,11.8,4.2
26.0,63.32,W,1011.2,34.0,57.0,NW,0.4,No,,75.38,17.0,73.58,2011-01-27,,No,Hobart,1009.2,74.0,N,51.98,10.4,5.2
17.0,62.42,SW,1018.7,50.0,38.0,ESE,0.0,No,,70.16,13.0,64.94,2011-01-28,,No,Hobart,1019.2,43.0,WSW,54.68,11.5,7.6
19.0,54.68,SE,1018.2,50.0,68.0,ESE,0.0,No,,73.22,20.0,68.0,2011-01-29,,No,Hobart,1015.7,37.0,NW,51.08,5.0,7.4
13.0,73.22,NW,1008.3,34.0,21.0,WNW,0.0,No,,81.5,20.0,73.4,2011-01-30,,No,Hobart,1009.6,67.0,WNW,54.68,1.9,5.0
13.0,60.26,SSW,1015.3,66.0,68.0,ENE,0.2,Yes,,67.46,11.0,66.38,2011-01-31,,No,Hobart,1012.1,30.0,ENE,56.120000000000005,0.6,3.2
15.0,62.78,SW,1000.6,98.0,86.0,ESE,2.8,Yes,,65.12,9.0,59.0,2011-02-01,,Yes,Hobart,1002.5,57.0,ENE,58.82,0.3,3.6
20.0,58.64,SSW,1014.6,59.0,73.0,SE,16.2,No,,71.96,9.0,70.34,2011-02-02,,Yes,Hobart,1010.4,35.0,NE,47.84,8.6,2.0
19.0,62.6,SE,1011.3,43.0,54.0,E,0.0,No,,71.42,17.0,69.44,2011-02-03,,No,Hobart,1012.0,37.0,SSW,57.74,10.4,2.0
22.0,62.24,SSW,1010.4,60.0,77.0,SE,0.0,No,,70.88,11.0,67.46,2011-02-04,,No,Hobart,1006.6,35.0,E,56.3,11.0,5.0
20.0,64.75999999999999,NW,1000.9,40.0,62.0,NW,0.0,No,,75.56,11.0,73.04,2011-02-05,,No,Hobart,999.0,48.0,NNE,58.459999999999994,7.3,6.2
24.0,55.58,WSW,1014.8,,44.0,W,0.2,No,,65.84,19.0,61.88,2011-02-06,,No,Hobart,1018.6,54.0,W,46.58,10.9,8.4
19.0,57.02,NNW,1017.2,45.0,,WNW,0.0,No,,69.8,26.0,67.28,2011-02-07,,No,Hobart,1015.2,69.0,NW,53.78,9.2,5.4
24.0,54.86,SW,1021.7,38.0,56.0,SSW,0.0,No,,65.12,17.0,62.959999999999994,2011-02-08,,No,Hobart,1022.0,43.0,SW,52.7,8.7,3.2
20.0,57.02,SE,1025.5,49.0,64.0,SE,0.0,No,,68.0,7.0,67.82,2011-02-09,,No,Hobart,1023.0,39.0,NNW,48.02,11.6,7.8
13.0,59.9,NNW,1021.2,56.0,78.0,NW,0.0,Yes,,71.24000000000001,15.0,70.34,2011-02-10,,No,Hobart,1015.8,44.0,NNW,56.3,3.0,6.2
15.0,64.22,SSW,1008.1,89.0,87.0,ESE,2.4,Yes,,71.78,9.0,63.5,2011-02-11,,Yes,Hobart,1005.9,48.0,NNW,59.9,0.6,1.6
15.0,52.7,SW,1019.6,41.0,60.0,SE,1.6,No,,64.75999999999999,7.0,62.42,2011-02-12,,Yes,Hobart,1017.4,41.0,NNW,46.94,10.2,3.6
19.0,60.26,NNW,1016.7,43.0,59.0,S,0.4,No,,70.7,19.0,69.62,2011-02-13,,No,Hobart,1018.8,50.0,NNW,52.16,9.4,4.4
22.0,60.08,SE,1026.4,54.0,68.0,SE,0.0,No,,72.5,13.0,70.52,2011-02-14,,No,Hobart,1025.2,31.0,NNW,51.26,11.6,4.6
20.0,65.84,SE,1026.4,53.0,71.0,SE,0.0,No,,76.64,6.0,74.84,2011-02-15,,No,Hobart,1024.0,31.0,NNE,55.94,13.0,5.6
24.0,67.82,NE,1021.2,54.0,64.0,NE,0.0,No,,81.68,15.0,77.72,2011-02-16,,No,Hobart,1015.9,43.0,NNW,59.72,11.3,4.0
24.0,67.64,S,1011.5,83.0,70.0,S,0.0,No,,69.98,13.0,59.18,2011-02-17,,No,Hobart,1015.0,54.0,NNW,61.7,2.8,4.6
20.0,57.02,ESE,1022.7,57.0,57.0,ESE,0.0,Yes,,65.12,7.0,63.5,2011-02-18,,No,Hobart,1020.0,31.0,NNE,53.42,0.4,7.0
9.0,56.84,NNW,1007.2,96.0,94.0,W,4.8,Yes,,67.64,7.0,62.78,2011-02-19,,Yes,Hobart,994.7,67.0,S,56.48,1.5,2.4
26.0,66.2,W,992.3,31.0,52.0,WSW,22.2,Yes,,66.38,41.0,60.8,2011-02-20,,Yes,Hobart,999.6,83.0,NW,56.48,12.2,2.4
19.0,44.96,WSW,1009.8,37.0,80.0,SW,1.6,No,,61.88,19.0,60.8,2011-02-21,,Yes,Hobart,1013.6,54.0,SW,43.519999999999996,10.7,7.4
13.0,58.82,NW,1020.8,54.0,58.0,E,0.8,No,,68.9,9.0,65.84,2011-02-22,,No,Hobart,1021.0,37.0,N,44.42,6.5,6.2
15.0,57.2,ESE,1023.3,47.0,68.0,ESE,0.0,No,,72.5,13.0,69.98,2011-02-23,,No,Hobart,1019.3,30.0,NNW,48.56,12.7,1.2
7.0,58.459999999999994,NNW,1016.2,59.0,64.0,NE,0.0,No,,64.94,11.0,63.68,2011-02-24,,No,Hobart,1014.2,24.0,NW,51.08,1.1,4.6
15.0,55.4,SE,1016.9,71.0,86.0,SE,0.4,No,,63.68,6.0,60.980000000000004,2011-02-25,,No,Hobart,1014.9,24.0,ENE,52.879999999999995,3.3,2.4
15.0,60.440000000000005,W,1009.1,61.0,82.0,N,0.0,No,,71.24000000000001,9.0,65.84,2011-02-26,,No,Hobart,1006.9,43.0,ENE,55.04,4.6,2.4
20.0,59.36,SE,1007.8,67.0,73.0,ESE,1.0,No,,64.75999999999999,9.0,60.08,2011-02-27,,No,Hobart,1010.0,33.0,NNW,52.16,9.7,2.2
24.0,57.74,SE,1009.8,66.0,80.0,SE,0.0,Yes,,66.92,4.0,63.14,2011-02-28,,No,Hobart,1006.0,37.0,SE,54.14,5.7,4.2
28.0,49.46,SW,999.8,54.0,74.0,SW,5.2,Yes,,55.94,11.0,53.06,2011-03-01,,Yes,Hobart,1004.0,69.0,SW,48.74,5.8,4.8
28.0,53.96,NW,1007.5,71.0,61.0,NW,2.8,No,,64.75999999999999,33.0,61.16,2011-03-02,,Yes,Hobart,1003.1,57.0,NW,45.68,7.0,4.6
20.0,46.58,WSW,1002.3,59.0,73.0,SSW,0.8,Yes,,60.440000000000005,20.0,52.34,2011-03-03,,No,Hobart,1003.4,69.0,SSW,46.58,6.2,5.4
28.0,48.2,W,1009.1,42.0,56.0,SW,1.8,No,,56.66,24.0,55.22,2011-03-04,,Yes,Hobart,1013.3,67.0,WSW,43.16,7.9,5.0
19.0,46.76,S,1028.5,43.0,67.0,SE,0.6,No,,59.0,17.0,58.1,2011-03-05,,No,Hobart,1028.6,31.0,NNW,42.620000000000005,11.7,3.6
17.0,49.82,NNW,1029.5,49.0,72.0,SE,0.0,No,,68.72,15.0,65.48,2011-03-06,,No,Hobart,1025.7,28.0,NNW,43.16,11.1,2.4
15.0,55.58,NNW,1020.4,33.0,62.0,NNW,0.0,No,,78.08,30.0,76.28,2011-03-07,,No,Hobart,1016.5,44.0,NW,49.82,5.8,5.8
19.0,63.32,NNW,1009.3,53.0,73.0,NNW,0.4,No,,79.7,20.0,75.38,2011-03-08,,No,Hobart,1005.1,44.0,NNW,55.4,1.2,3.2
20.0,61.7,SE,1011.2,67.0,86.0,SE,0.0,Yes,,69.25999999999999,11.0,66.56,2011-03-09,,No,Hobart,1011.0,31.0,ESE,57.92,6.0,3.2
17.0,56.84,SE,1016.9,75.0,91.0,SE,5.2,No,,62.959999999999994,9.0,61.519999999999996,2011-03-10,,Yes,Hobart,1018.2,28.0,S,55.22,1.3,3.2
20.0,59.72,ESE,1022.0,61.0,84.0,ESE,0.0,No,,68.72,6.0,67.64,2011-03-11,,No,Hobart,1020.5,30.0,SSW,56.48,7.3,4.0
17.0,57.92,NNW,1017.9,30.0,74.0,N,0.0,No,,85.28,22.0,82.04,2011-03-12,,No,Hobart,1014.0,43.0,NNW,52.16,9.7,2.8
26.0,64.75999999999999,NW,1014.2,30.0,84.0,NNW,0.0,No,,83.3,9.0,81.86,2011-03-13,,No,Hobart,1011.2,54.0,E,57.92,10.0,4.6
20.0,57.02,SW,1025.4,45.0,46.0,ESE,0.0,No,,64.04,11.0,61.34,2011-03-14,,No,Hobart,1025.8,48.0,ENE,51.8,11.3,6.4
17.0,53.6,SSW,1022.1,40.0,71.0,SE,0.0,No,,69.98,9.0,68.72,2011-03-15,,No,Hobart,1017.1,33.0,NNW,46.76,10.0,3.4
15.0,51.8,SSW,1020.2,41.0,81.0,ESE,0.2,No,,66.02,19.0,60.08,2011-03-16,,No,Hobart,1018.9,39.0,SW,50.18,8.1,5.6
30.0,57.92,NNW,1019.7,41.0,50.0,NNW,0.2,No,,68.18,17.0,66.38,2011-03-17,,No,Hobart,1017.7,46.0,NNW,47.48,9.1,3.8
22.0,53.06,SE,1017.7,52.0,71.0,ESE,0.0,No,,66.2,6.0,63.86,2011-03-18,,No,Hobart,1017.0,41.0,SSW,46.4,9.3,4.0
13.0,55.04,SE,1022.2,61.0,70.0,ESE,0.0,No,,63.14,6.0,61.34,2011-03-19,,No,Hobart,1020.4,26.0,SW,52.7,3.1,3.6
24.0,58.82,NE,1019.7,58.0,71.0,NE,0.0,No,,69.44,9.0,66.2,2011-03-20,,No,Hobart,1016.0,43.0,NNE,54.68,5.7,2.4
19.0,60.08,NE,1013.5,54.0,81.0,ENE,0.0,No,,77.36,20.0,75.74000000000001,2011-03-21,,No,Hobart,1011.3,35.0,NNW,57.2,8.0,3.2
24.0,64.04,NE,1015.7,64.0,80.0,E,0.0,Yes,,70.52,13.0,65.66,2011-03-22,,No,Hobart,1015.3,54.0,ESE,60.08,1.7,4.0
20.0,59.72,E,1012.1,90.0,79.0,ESE,2.0,Yes,,60.440000000000005,30.0,59.36,2011-03-23,,Yes,Hobart,1007.9,57.0,E,58.64,0.1,3.4
19.0,57.92,SW,994.4,73.0,92.0,WSW,22.4,Yes,,66.2,41.0,65.48,2011-03-24,,Yes,Hobart,991.4,72.0,SSW,57.56,0.0,5.0
19.0,55.4,SSW,1011.5,47.0,53.0,S,3.2,No,,62.959999999999994,43.0,60.980000000000004,2011-03-25,,Yes,Hobart,1015.9,65.0,SSW,54.86,7.8,4.0
6.0,55.04,SW,1022.6,49.0,66.0,SE,0.0,No,,67.28,6.0,65.66,2011-03-26,,No,Hobart,1021.3,43.0,NW,51.8,2.5,5.4
7.0,54.68,SE,1025.1,51.0,73.0,W,0.0,No,,70.16,15.0,68.18,2011-03-27,,No,Hobart,1022.7,31.0,NNW,48.2,10.5,1.8
22.0,58.28,,1023.5,43.0,65.0,NNW,0.0,,,74.66,17.0,72.14,2011-03-28,,No,Hobart,1021.9,,NNW,50.18,10.0,2.2
11.0,56.66,NNW,1019.3,45.0,75.0,NNE,,No,,73.94,17.0,71.06,2011-03-29,,,Hobart,1015.8,41.0,NNW,51.620000000000005,9.4,4.6
22.0,60.980000000000004,WSW,1006.9,40.0,51.0,WNW,0.0,No,,62.6,19.0,59.18,2011-03-30,,No,Hobart,1008.5,81.0,NNW,56.48,6.0,5.0
22.0,51.08,NNW,1023.5,45.0,54.0,NW,0.6,Yes,,61.16,20.0,58.64,2011-03-31,,No,Hobart,1022.1,52.0,NW,46.04,7.3,3.6
11.0,55.22,NNW,1017.4,77.0,93.0,NNW,2.4,No,,59.18,11.0,59.0,2011-05-01,,Yes,Hobart,1015.6,31.0,NNW,53.24,0.6,1.4
7.0,53.06,SSW,1020.0,56.0,73.0,ESE,0.4,No,,56.120000000000005,11.0,55.04,2011-05-02,,No,Hobart,1018.9,19.0,SW,50.72,0.2,0.0
7.0,48.56,,1019.7,44.0,85.0,W,0.0,No,,62.959999999999994,9.0,62.059999999999995,2011-05-03,,No,Hobart,1016.8,,WNW,44.42,7.3,1.2
11.0,56.120000000000005,SW,1010.6,67.0,64.0,ESE,0.2,Yes,,56.66,26.0,48.379999999999995,2011-05-04,,No,Hobart,1015.3,61.0,NNW,46.94,3.7,1.8
19.0,48.56,SW,1023.8,60.0,61.0,SSW,1.2,No,,57.379999999999995,7.0,53.24,2011-05-05,,Yes,Hobart,1022.8,39.0,NW,42.44,6.2,1.0
7.0,48.92,N,1023.2,59.0,70.0,NE,0.0,No,,59.0,11.0,55.58,2011-05-06,,No,Hobart,1020.4,22.0,NNW,39.56,7.5,1.8
11.0,48.2,NW,1018.1,57.0,73.0,NW,0.2,Yes,,58.64,17.0,58.28,2011-05-07,,No,Hobart,1013.5,33.0,NW,42.44,7.4,1.2
13.0,49.1,SW,1012.9,58.0,69.0,SSW,1.6,Yes,,54.68,15.0,50.36,2011-05-08,,Yes,Hobart,1014.2,46.0,SSW,45.86,5.9,1.2
13.0,45.68,SSW,1024.1,69.0,78.0,S,2.2,No,,52.16,13.0,51.08,2011-05-09,,Yes,Hobart,1023.2,35.0,S,41.9,2.9,1.2
17.0,43.7,NNW,1017.1,50.0,78.0,NNW,0.8,No,,54.68,17.0,54.14,2011-05-10,,No,Hobart,1009.4,31.0,NNW,37.76,6.7,1.0
22.0,47.48,SW,1003.1,71.0,60.0,S,0.0,No,,53.42,22.0,48.74,2011-05-11,,No,Hobart,1003.1,48.0,SW,43.34,2.4,0.8
7.0,42.8,NNW,1004.7,74.0,78.0,NW,0.8,No,,54.68,9.0,50.72,2011-05-12,,No,Hobart,1003.2,41.0,NW,37.76,0.9,1.6
33.0,54.68,WSW,996.8,45.0,57.0,WSW,0.8,Yes,,58.1,22.0,50.18,2011-05-13,,No,Hobart,997.4,61.0,WNW,42.620000000000005,4.2,5.0
