humidity_9_am,min_temp_f,wind_speed_9_am,max_temp_f,wind_dir_9_am,cloud_9_am,wind_dir_3_pm,wind_gust_speed,rain_tomorrow,pressure_9_am,pressure_3_pm,rain_today,wind_gust_dir,rainfall,wind_speed_3_pm,location,humidity_3_pm,sunshine,temp_9_am_f,cloud_3_pm,date,temp_3_pm_f,evaporation
80.0,55.4,20.0,76.28,SE,5.0,ESE,41.0,No,1021.8,1019.5,No,ESE,0.4,19.0,Nuriootpa,64.0,9.1,58.1,6.0,2011-03-14,72.86,3.6
77.0,58.1,9.0,84.2,ENE,1.0,W,31.0,No,1018.6,1017.0,No,S,0.0,9.0,Nuriootpa,50.0,10.2,69.98,6.0,2011-03-15,83.48,3.2
81.0,53.06,24.0,72.86,SE,3.0,SE,46.0,No,1021.3,1019.5,No,SE,0.0,19.0,Nuriootpa,43.0,11.1,55.76,2.0,2011-03-16,70.34,4.4
73.0,53.78,17.0,70.52,ESE,6.0,E,39.0,No,1021.6,1019.4,No,SE,0.0,15.0,Nuriootpa,50.0,5.0,56.66,7.0,2011-03-17,68.54,6.4
68.0,56.66,17.0,67.1,ESE,7.0,ESE,37.0,No,1017.5,1014.3,No,SE,0.0,17.0,Nuriootpa,50.0,0.3,56.84,8.0,2011-03-18,66.2,5.2
64.0,55.4,19.0,77.54,E,6.0,ENE,37.0,No,1011.9,1008.9,No,ENE,0.0,17.0,Nuriootpa,30.0,9.4,57.379999999999995,3.0,2011-03-19,75.2,3.6
64.0,57.02,13.0,69.62,ENE,7.0,ENE,26.0,Yes,1006.2,1004.6,No,NE,0.0,11.0,Nuriootpa,94.0,0.0,68.54,8.0,2011-03-20,66.2,6.4
96.0,60.980000000000004,13.0,71.96,WSW,7.0,SW,35.0,No,1004.1,1005.6,Yes,SW,65.0,24.0,Nuriootpa,78.0,1.8,61.519999999999996,7.0,2011-03-21,67.64,
90.0,59.18,15.0,66.56,WSW,7.0,WSW,43.0,No,1009.1,1009.1,No,SW,0.2,24.0,Nuriootpa,84.0,3.9,60.62,7.0,2011-03-22,62.78,3.2
93.0,53.96,22.0,60.26,W,8.0,W,63.0,Yes,1008.2,1006.7,No,WSW,0.4,30.0,Nuriootpa,96.0,0.0,55.22,8.0,2011-03-23,59.18,4.6
93.0,53.78,26.0,63.14,WSW,8.0,WSW,56.0,No,1013.9,1015.3,Yes,W,20.0,31.0,Nuriootpa,61.0,7.6,54.86,7.0,2011-03-24,60.62,1.8
96.0,52.16,7.0,66.74000000000001,WSW,8.0,SW,35.0,No,1021.4,1021.6,No,S,0.2,17.0,Nuriootpa,52.0,6.2,56.3,6.0,2011-03-25,66.2,3.2
70.0,47.3,19.0,63.68,SSE,8.0,S,41.0,No,1026.6,1024.8,No,SE,0.0,19.0,Nuriootpa,55.0,4.9,53.42,6.0,2011-03-26,61.7,3.2
88.0,51.98,13.0,63.14,ESE,8.0,SE,31.0,No,1026.7,1024.2,No,ESE,0.0,15.0,Nuriootpa,66.0,5.7,52.879999999999995,5.0,2011-03-27,61.519999999999996,0.6
77.0,52.7,13.0,73.94,E,0.0,NE,37.0,No,1024.5,1021.7,No,SE,0.0,13.0,Nuriootpa,52.0,11.0,58.82,2.0,2011-03-28,72.5,1.8
71.0,52.16,9.0,81.5,NE,3.0,WNW,30.0,No,1020.5,1017.3,No,NNE,0.0,19.0,Nuriootpa,36.0,9.8,64.04,6.0,2011-03-29,80.6,4.0
88.0,52.52,17.0,68.18,SW,5.0,SW,43.0,No,1022.2,1021.7,No,SSE,0.0,13.0,Nuriootpa,55.0,6.6,57.56,7.0,2011-03-30,66.56,3.6
76.0,41.72,15.0,64.04,E,1.0,ESE,31.0,No,1028.7,1025.9,No,SE,0.0,17.0,Nuriootpa,46.0,10.6,51.620000000000005,0.0,2011-03-31,62.42,3.4
90.0,54.86,9.0,60.8,NNE,8.0,ENE,33.0,No,1019.7,1017.6,No,SSE,0.6,4.0,Nuriootpa,75.0,0.0,57.2,8.0,2011-05-01,60.440000000000005,2.2
83.0,50.54,17.0,64.22,SE,4.0,SE,31.0,No,1019.8,1018.0,No,SSE,0.4,15.0,Nuriootpa,54.0,8.4,56.120000000000005,5.0,2011-05-02,62.6,4.6
81.0,42.08,0.0,64.94,,2.0,WSW,28.0,No,1022.0,1020.7,No,WSW,0.0,11.0,Nuriootpa,54.0,8.4,55.94,6.0,2011-05-03,63.68,1.6
72.0,46.4,7.0,63.32,WSW,2.0,WSW,30.0,No,1025.5,1024.5,No,W,0.0,19.0,Nuriootpa,66.0,4.8,55.58,7.0,2011-05-04,59.9,2.4
79.0,42.260000000000005,11.0,61.16,E,3.0,ESE,26.0,No,1028.7,1025.6,No,E,0.0,9.0,Nuriootpa,48.0,7.3,53.78,6.0,2011-05-05,59.36,2.4
68.0,43.16,11.0,64.94,NE,6.0,SSW,28.0,No,1025.3,1021.4,No,ESE,0.0,9.0,Nuriootpa,42.0,7.3,51.08,2.0,2011-05-06,62.6,2.2
64.0,36.14,4.0,67.28,NNE,2.0,WSW,30.0,Yes,1019.1,1015.9,No,W,0.0,15.0,Nuriootpa,40.0,8.4,53.78,6.0,2011-05-07,64.04,2.0
70.0,49.1,7.0,63.32,ENE,6.0,ESE,44.0,No,1018.6,1017.4,Yes,SSE,1.6,13.0,Nuriootpa,47.0,5.3,52.34,4.0,2011-05-08,62.6,2.8
68.0,42.980000000000004,7.0,57.56,ESE,7.0,S,37.0,No,1025.1,1022.7,No,SE,0.0,20.0,Nuriootpa,41.0,6.0,47.84,5.0,2011-05-09,55.94,2.2
79.0,30.74,0.0,62.6,,7.0,W,46.0,No,1023.7,1019.6,No,WNW,0.0,24.0,Nuriootpa,50.0,4.1,47.48,6.0,2011-05-10,59.0,2.0
90.0,41.72,15.0,57.379999999999995,WSW,7.0,W,48.0,Yes,1020.3,1018.1,No,WSW,1.0,26.0,Nuriootpa,68.0,3.6,50.36,6.0,2011-05-11,56.120000000000005,1.8
97.0,50.0,15.0,58.459999999999994,WSW,8.0,WSW,46.0,Yes,1020.3,1019.0,Yes,W,12.6,31.0,Nuriootpa,75.0,2.7,54.32,7.0,2011-05-12,57.379999999999995,0.4
97.0,51.26,15.0,60.980000000000004,W,8.0,WSW,43.0,No,1020.7,1020.2,Yes,WSW,6.6,26.0,Nuriootpa,84.0,6.3,53.42,6.0,2011-05-13,57.02,1.4
62.0,48.379999999999995,9.0,59.36,W,6.0,SSE,26.0,No,1029.7,1028.8,No,SSW,0.0,11.0,Nuriootpa,52.0,3.0,51.98,6.0,2011-05-14,56.84,2.0
57.0,47.48,7.0,57.92,NE,7.0,SSW,24.0,No,1035.0,1033.1,No,ESE,0.0,11.0,Nuriootpa,45.0,2.2,51.8,6.0,2011-05-15,56.66,1.6
74.0,31.82,0.0,58.1,,1.0,ENE,20.0,No,1034.5,1030.9,No,NE,0.0,13.0,Nuriootpa,45.0,9.9,47.120000000000005,1.0,2011-05-16,57.2,1.6
64.0,34.34,9.0,61.16,NE,1.0,NNE,31.0,No,1031.0,1026.7,No,NE,0.0,11.0,Nuriootpa,38.0,8.9,49.64,3.0,2011-05-17,60.62,1.4
54.0,46.58,0.0,69.98,,7.0,N,26.0,No,1027.7,1024.1,No,NW,0.0,9.0,Nuriootpa,24.0,4.2,53.6,4.0,2011-05-18,69.08,3.0
44.0,48.92,9.0,73.22,NE,6.0,NNW,28.0,No,1025.8,1023.7,No,NNW,0.0,13.0,Nuriootpa,23.0,5.3,57.74,6.0,2011-05-19,71.6,2.8
74.0,41.9,0.0,72.86,,5.0,NW,26.0,No,1023.4,1019.4,No,N,0.0,7.0,Nuriootpa,24.0,6.7,50.9,3.0,2011-05-20,71.78,2.8
45.0,50.9,15.0,73.22,N,7.0,N,46.0,Yes,1016.8,1012.4,No,N,0.0,19.0,Nuriootpa,28.0,0.5,64.58,7.0,2011-05-21,72.14,2.4
76.0,53.42,24.0,57.379999999999995,NNW,6.0,NW,81.0,Yes,1006.3,1000.3,Yes,NW,7.0,37.0,Nuriootpa,84.0,1.5,55.22,8.0,2011-05-22,55.94,4.2
94.0,50.18,24.0,54.32,WSW,7.0,WSW,56.0,Yes,1010.0,1010.6,Yes,WSW,22.0,33.0,Nuriootpa,64.0,3.9,51.08,6.0,2011-05-23,50.72,2.0
86.0,46.4,15.0,55.76,SW,6.0,SSE,46.0,No,1018.6,1018.9,Yes,SSW,17.4,28.0,Nuriootpa,70.0,3.4,48.92,7.0,2011-05-24,52.16,3.8
79.0,43.7,13.0,53.24,S,6.0,S,31.0,No,1025.6,1024.0,No,S,0.4,11.0,Nuriootpa,77.0,2.3,48.2,7.0,2011-05-25,50.9,2.0
72.0,47.120000000000005,7.0,55.22,WSW,7.0,WSW,28.0,No,1026.0,1024.3,No,W,0.2,15.0,Nuriootpa,87.0,1.9,50.54,8.0,2011-05-26,52.52,0.6
94.0,49.28,0.0,54.68,,8.0,W,22.0,No,1025.5,1023.9,No,WNW,0.6,17.0,Nuriootpa,83.0,0.7,50.54,8.0,2011-05-27,53.6,1.0
100.0,40.1,0.0,56.120000000000005,,8.0,W,19.0,No,1026.5,1024.0,No,WNW,0.4,7.0,Nuriootpa,63.0,3.0,45.32,8.0,2011-05-28,55.58,1.0
96.0,45.32,0.0,57.74,,8.0,SW,20.0,No,1027.3,1025.6,No,WSW,0.2,13.0,Nuriootpa,74.0,2.7,50.18,7.0,2011-05-29,55.94,0.8
87.0,38.3,11.0,58.64,ESE,5.0,WNW,24.0,No,1028.4,1025.9,No,ESE,0.2,2.0,Nuriootpa,57.0,7.9,48.56,6.0,2011-05-30,57.74,1.0
87.0,36.32,6.0,57.379999999999995,NNE,7.0,WNW,24.0,No,1025.4,1023.4,No,WNW,0.2,13.0,Nuriootpa,54.0,5.1,45.86,8.0,2011-05-31,55.94,1.6
81.0,32.0,0.0,64.4,,2.0,N,22.0,No,1026.2,1023.9,No,N,0.2,9.0,Nuriootpa,43.0,8.5,47.3,5.0,2011-06-01,63.86,0.8
78.0,35.96,2.0,67.46,NNW,3.0,NNW,28.0,No,1023.6,1019.3,No,NNE,0.2,11.0,Nuriootpa,42.0,7.9,52.16,7.0,2011-06-02,66.38,0.8
65.0,46.04,0.0,62.78,,8.0,NW,39.0,Yes,1018.6,1016.1,No,NNW,0.4,13.0,Nuriootpa,52.0,3.1,54.14,7.0,2011-06-03,62.059999999999995,3.4
95.0,50.18,9.0,59.36,SW,8.0,WSW,37.0,No,1019.8,1018.8,Yes,WNW,5.6,17.0,Nuriootpa,52.0,7.5,51.8,4.0,2011-06-04,57.2,0.2
64.0,36.5,15.0,59.36,NW,2.0,WNW,52.0,Yes,1018.1,1015.7,No,WNW,0.0,30.0,Nuriootpa,57.0,,52.7,6.0,2011-06-05,57.92,0.8
90.0,46.04,7.0,54.68,NNE,7.0,SW,17.0,No,1021.7,1019.8,Yes,WSW,2.0,13.0,Nuriootpa,56.0,0.8,49.28,7.0,2011-06-06,53.6,5.2
95.0,45.32,20.0,56.3,W,8.0,SSW,41.0,No,1022.0,1021.6,No,WSW,0.6,15.0,Nuriootpa,89.0,4.3,48.56,7.0,2011-06-07,50.36,0.2
91.0,31.46,2.0,52.52,NE,3.0,SSW,31.0,No,1028.4,1026.8,No,S,0.6,15.0,Nuriootpa,77.0,5.2,41.36,6.0,2011-06-08,49.46,1.8
85.0,41.36,19.0,53.78,S,6.0,SSW,35.0,No,1028.7,1025.9,No,SSE,0.2,15.0,Nuriootpa,70.0,1.6,46.58,6.0,2011-06-09,53.42,0.6
73.0,42.08,6.0,54.5,ESE,1.0,S,35.0,No,1028.8,1027.6,No,SSE,0.0,13.0,Nuriootpa,56.0,4.6,50.0,7.0,2011-06-10,53.6,1.4
77.0,47.120000000000005,15.0,50.18,SE,7.0,SE,48.0,No,1031.7,1030.2,No,SE,0.0,13.0,Nuriootpa,61.0,0.0,47.84,7.0,2011-06-11,49.46,1.8
93.0,38.660000000000004,13.0,55.58,SE,7.0,SE,33.0,No,1031.9,1029.0,No,SSE,0.0,19.0,Nuriootpa,60.0,1.8,46.4,7.0,2011-06-12,53.24,0.8
85.0,45.5,11.0,53.78,ESE,7.0,SSE,26.0,No,1029.8,1027.1,No,SSE,0.0,13.0,Nuriootpa,55.0,1.4,46.76,6.0,2011-06-13,51.8,1.2
90.0,32.54,0.0,53.6,,2.0,ENE,24.0,No,1029.5,1026.9,No,SSE,0.0,7.0,Nuriootpa,55.0,8.9,44.6,2.0,2011-06-14,52.879999999999995,0.8
93.0,32.0,7.0,58.1,N,1.0,NE,,No,1027.7,1024.0,No,,0.0,15.0,Nuriootpa,45.0,8.6,43.879999999999995,3.0,2011-06-15,57.74,1.2
64.0,34.7,9.0,60.440000000000005,NNE,5.0,NW,67.0,Yes,1020.5,1015.0,No,WNW,0.0,24.0,Nuriootpa,34.0,6.7,47.48,3.0,2011-06-16,59.36,2.2
81.0,46.58,20.0,55.58,W,5.0,W,61.0,Yes,1018.6,1019.5,Yes,WNW,2.0,20.0,Nuriootpa,85.0,2.4,50.36,8.0,2011-06-17,52.16,1.8
99.0,48.02,17.0,58.459999999999994,WNW,8.0,WNW,35.0,No,1021.5,1019.3,Yes,W,2.0,19.0,Nuriootpa,77.0,3.9,50.54,7.0,2011-06-18,57.02,1.0
74.0,49.28,22.0,62.6,NW,7.0,WNW,54.0,No,1015.8,1013.0,No,NW,0.8,35.0,Nuriootpa,52.0,4.7,53.96,7.0,2011-06-19,60.62,1.2
76.0,44.78,24.0,60.440000000000005,NNW,6.0,NW,76.0,Yes,1011.7,1005.6,No,W,0.6,39.0,Nuriootpa,56.0,7.1,54.14,6.0,2011-06-20,60.26,2.6
85.0,42.44,20.0,52.34,W,6.0,W,65.0,Yes,1010.5,1012.7,Yes,WSW,19.4,24.0,Nuriootpa,66.0,5.2,44.42,3.0,2011-06-21,50.18,5.2
87.0,44.42,20.0,55.22,WNW,7.0,W,48.0,Yes,1019.2,1018.6,Yes,W,3.2,24.0,Nuriootpa,95.0,3.2,49.1,7.0,2011-06-22,53.6,1.8
100.0,49.1,17.0,55.94,WNW,8.0,NW,39.0,No,1024.5,1024.1,Yes,WNW,4.0,17.0,Nuriootpa,83.0,0.4,52.7,8.0,2011-06-23,55.22,0.6
87.0,37.94,2.0,61.34,NE,0.0,NNW,26.0,No,1028.1,1026.3,No,NNW,0.4,13.0,Nuriootpa,51.0,9.2,48.02,3.0,2011-06-24,60.440000000000005,4.2
65.0,38.48,9.0,60.8,N,0.0,NNW,33.0,No,1027.2,1023.6,No,NW,0.0,11.0,Nuriootpa,43.0,9.4,50.0,0.0,2011-06-25,60.26,1.0
47.0,37.4,22.0,61.519999999999996,NW,2.0,W,41.0,No,1023.9,1023.6,No,WNW,0.0,19.0,Nuriootpa,59.0,8.2,55.58,3.0,2011-06-26,59.540000000000006,2.2
83.0,34.7,9.0,56.66,E,1.0,ESE,28.0,No,1031.5,1029.8,No,ESE,0.0,17.0,Nuriootpa,56.0,9.3,48.92,2.0,2011-06-27,56.120000000000005,1.4
74.0,40.82,24.0,56.84,ENE,2.0,ENE,37.0,No,1032.5,1030.0,No,ENE,0.0,17.0,Nuriootpa,52.0,9.4,47.66,2.0,2011-06-28,55.76,1.4
68.0,38.3,15.0,60.980000000000004,ENE,1.0,NE,37.0,Yes,1030.3,1028.2,No,NE,0.0,20.0,Nuriootpa,47.0,9.2,47.84,1.0,2011-06-29,60.440000000000005,2.2
81.0,47.66,13.0,64.75999999999999,NE,7.0,NE,31.0,No,1030.5,1026.7,Yes,NNE,1.2,20.0,Nuriootpa,47.0,1.4,53.96,7.0,2011-06-30,64.4,2.8
58.0,50.36,17.0,67.46,NNE,6.0,NNE,37.0,Yes,1025.2,1020.8,No,NNE,0.8,24.0,Nuriootpa,38.0,7.9,56.48,4.0,2011-07-01,65.84,1.4
71.0,51.26,15.0,61.7,NNE,7.0,N,46.0,Yes,1014.6,1011.0,Yes,NNW,4.4,20.0,Nuriootpa,65.0,0.2,56.66,8.0,2011-07-02,61.7,4.8
86.0,46.76,20.0,58.459999999999994,NW,3.0,WNW,50.0,No,1012.4,1010.1,Yes,WNW,12.0,31.0,Nuriootpa,46.0,8.8,52.16,3.0,2011-07-03,57.379999999999995,1.8
77.0,47.3,24.0,53.96,NW,7.0,WSW,57.0,Yes,1012.6,1012.3,No,NW,0.0,30.0,Nuriootpa,82.0,4.5,49.1,7.0,2011-07-04,46.76,3.2
90.0,45.5,31.0,53.6,WNW,7.0,WNW,61.0,Yes,1018.0,1017.1,Yes,W,4.8,35.0,Nuriootpa,86.0,5.2,47.48,7.0,2011-07-05,49.82,3.6
87.0,46.22,35.0,55.22,WNW,5.0,WNW,74.0,Yes,1013.2,1009.7,Yes,WNW,1.4,43.0,Nuriootpa,73.0,5.7,48.74,5.0,2011-07-06,53.42,0.2
97.0,35.6,6.0,52.16,ENE,5.0,WSW,33.0,No,1022.6,1025.8,Yes,SW,6.8,13.0,Nuriootpa,83.0,5.4,42.980000000000004,7.0,2011-07-07,48.74,1.0
97.0,33.98,0.0,52.879999999999995,,8.0,W,44.0,Yes,1029.9,1027.0,No,WNW,0.8,28.0,Nuriootpa,75.0,4.4,41.54,7.0,2011-07-08,50.18,0.6
100.0,41.36,13.0,52.7,WNW,8.0,W,35.0,Yes,1027.1,1025.0,Yes,W,2.2,17.0,Nuriootpa,79.0,2.3,45.86,6.0,2011-07-09,51.8,1.0
75.0,45.68,28.0,52.52,W,6.0,WNW,54.0,Yes,1022.8,1022.6,Yes,WSW,2.2,28.0,Nuriootpa,86.0,3.2,48.02,7.0,2011-07-10,50.0,0.6
87.0,43.519999999999996,4.0,50.54,SW,8.0,WSW,20.0,No,1029.9,1029.2,Yes,S,1.2,7.0,Nuriootpa,62.0,0.1,45.14,7.0,2011-07-11,50.18,1.4
93.0,33.62,7.0,48.02,NE,8.0,W,17.0,No,1029.1,1025.5,No,WSW,0.0,11.0,Nuriootpa,73.0,0.0,38.12,8.0,2011-07-12,47.48,1.4
93.0,38.12,0.0,51.8,,8.0,WSW,31.0,No,1025.3,1024.0,No,SSE,0.0,9.0,Nuriootpa,82.0,0.9,44.42,8.0,2011-07-13,50.54,0.2
64.0,42.44,15.0,53.06,E,4.0,E,35.0,No,1032.0,1031.3,No,E,0.0,19.0,Nuriootpa,56.0,8.7,47.3,3.0,2011-07-14,51.98,0.6
86.0,42.44,13.0,52.16,ENE,5.0,E,35.0,No,1034.0,1029.4,No,ENE,0.0,19.0,Nuriootpa,57.0,7.9,44.239999999999995,5.0,2011-07-15,50.72,1.2
70.0,34.34,9.0,55.58,NE,0.0,NNW,22.0,Yes,1024.9,1020.5,No,N,0.0,11.0,Nuriootpa,46.0,8.8,44.06,3.0,2011-07-16,55.04,1.4
93.0,39.02,0.0,51.98,,8.0,WSW,46.0,Yes,1017.8,1018.2,Yes,NW,1.2,26.0,Nuriootpa,86.0,0.9,46.4,7.0,2011-07-17,51.44,2.2
100.0,35.24,9.0,54.5,WSW,8.0,W,33.0,No,1025.2,1024.2,Yes,W,3.6,24.0,Nuriootpa,56.0,4.6,45.14,5.0,2011-07-18,53.6,0.4
97.0,32.36,0.0,53.78,,7.0,SSE,26.0,No,1028.5,1026.2,No,SSE,0.4,13.0,Nuriootpa,62.0,3.3,41.72,5.0,2011-07-19,52.16,0.8
75.0,41.54,13.0,53.24,ESE,4.0,ESE,20.0,No,1028.2,1025.7,No,ENE,0.0,7.0,Nuriootpa,65.0,6.5,46.94,6.0,2011-07-20,51.98,0.8
83.0,35.06,13.0,54.5,SE,1.0,ESE,20.0,No,1027.7,1025.0,No,ESE,0.0,9.0,Nuriootpa,57.0,9.5,43.34,3.0,2011-07-21,52.7,1.2
84.0,26.240000000000002,6.0,57.02,NE,1.0,NNE,24.0,No,1025.4,1022.8,No,E,0.0,7.0,Nuriootpa,38.0,8.6,37.4,1.0,2011-07-22,55.58,0.6
63.0,33.62,7.0,61.519999999999996,NE,6.0,WNW,35.0,No,1023.0,1020.5,No,W,0.0,13.0,Nuriootpa,52.0,4.6,47.66,7.0,2011-07-23,58.459999999999994,2.0
91.0,44.239999999999995,24.0,55.4,WNW,7.0,W,48.0,Yes,1018.4,1017.3,No,NW,0.4,24.0,Nuriootpa,96.0,1.4,51.620000000000005,8.0,2011-07-24,51.620000000000005,1.6
92.0,47.3,15.0,57.74,W,6.0,W,33.0,No,1022.2,1021.0,Yes,WSW,4.2,17.0,Nuriootpa,61.0,6.1,49.64,6.0,2011-07-25,55.04,0.4
84.0,40.46,6.0,58.28,NE,6.0,NNW,15.0,No,1026.8,1025.8,No,N,0.4,2.0,Nuriootpa,51.0,6.9,47.84,6.0,2011-07-26,56.3,1.4
63.0,39.2,13.0,60.08,NNE,2.0,NW,37.0,No,1027.9,1025.2,No,NNE,0.0,13.0,Nuriootpa,45.0,9.7,50.36,6.0,2011-07-27,59.18,1.0
68.0,38.48,9.0,65.48,NE,1.0,NNW,26.0,No,1025.1,1021.3,No,N,0.0,15.0,Nuriootpa,39.0,9.5,53.24,2.0,2011-07-28,64.58,2.0
55.0,46.04,13.0,62.959999999999994,ENE,7.0,NE,41.0,Yes,1018.9,1015.7,No,NE,0.0,13.0,Nuriootpa,42.0,1.4,52.7,7.0,2011-07-29,62.42,4.0
92.0,45.5,0.0,62.059999999999995,,7.0,WNW,35.0,No,1017.0,1015.4,Yes,W,3.2,19.0,Nuriootpa,60.0,8.1,50.18,4.0,2011-07-30,61.519999999999996,1.4
69.0,35.06,7.0,67.1,NE,0.0,NNW,30.0,No,1018.9,1016.3,No,N,0.0,17.0,Nuriootpa,32.0,9.8,53.78,1.0,2011-07-31,66.38,1.4
35.0,53.78,22.0,68.9,NNW,3.0,W,59.0,No,1015.9,1014.8,No,NW,0.0,26.0,Nuriootpa,39.0,9.2,64.4,2.0,2011-08-01,67.82,4.6
72.0,42.44,9.0,71.78,NE,5.0,W,52.0,No,1017.4,1015.1,No,WNW,0.0,28.0,Nuriootpa,35.0,8.6,55.76,7.0,2011-08-02,71.06,3.6
63.0,42.620000000000005,9.0,76.28,NE,2.0,NNW,48.0,No,1015.2,1012.1,No,N,0.0,26.0,Nuriootpa,24.0,9.4,60.08,6.0,2011-08-03,75.02,2.6
86.0,49.64,7.0,59.72,W,5.0,WSW,31.0,Yes,1018.5,1015.8,No,W,0.6,13.0,Nuriootpa,74.0,1.4,52.52,7.0,2011-08-04,57.56,4.6
89.0,46.04,11.0,57.379999999999995,NNW,6.0,WNW,43.0,No,1017.6,1015.3,Yes,WNW,8.8,24.0,Nuriootpa,48.0,7.0,48.2,3.0,2011-08-05,56.66,1.4
81.0,39.92,11.0,55.4,N,6.0,NW,39.0,Yes,1016.3,1013.6,No,NW,0.4,17.0,Nuriootpa,69.0,5.1,48.74,6.0,2011-08-06,52.34,1.8
96.0,46.04,19.0,54.32,W,8.0,WSW,37.0,Yes,1015.5,1014.3,Yes,WSW,3.0,26.0,Nuriootpa,80.0,2.9,48.92,6.0,2011-08-07,51.8,2.0
97.0,46.4,20.0,53.78,WSW,8.0,W,52.0,Yes,1015.8,1014.5,Yes,WSW,19.2,33.0,Nuriootpa,89.0,6.3,49.1,5.0,2011-08-08,49.64,1.8
99.0,46.04,19.0,52.16,WNW,8.0,WNW,33.0,Yes,1014.3,1011.1,Yes,W,7.8,15.0,Nuriootpa,80.0,0.2,46.94,7.0,2011-08-09,51.44,4.2
95.0,41.72,11.0,55.4,W,7.0,W,33.0,Yes,1010.2,1008.7,Yes,W,1.2,15.0,Nuriootpa,93.0,1.1,46.04,7.0,2011-08-10,53.24,0.0
87.0,42.260000000000005,17.0,59.9,SSE,5.0,S,28.0,No,1018.3,1017.1,Yes,SE,7.0,13.0,Nuriootpa,60.0,7.9,50.54,2.0,2011-08-11,59.540000000000006,0.2
93.0,38.3,6.0,58.82,NE,7.0,WSW,20.0,No,1022.1,1020.3,No,WSW,0.0,13.0,Nuriootpa,65.0,2.6,46.94,8.0,2011-08-12,56.84,1.8
80.0,46.4,11.0,60.62,ENE,8.0,NE,22.0,No,1023.0,1021.0,No,NNE,0.0,13.0,Nuriootpa,66.0,3.2,50.9,6.0,2011-08-13,59.36,1.4
80.0,37.4,9.0,64.58,NE,0.0,N,24.0,No,1025.0,1021.4,No,NNE,0.0,15.0,Nuriootpa,50.0,9.8,53.24,6.0,2011-08-14,63.5,0.8
46.0,48.74,26.0,60.26,NNW,7.0,NNW,48.0,Yes,1018.9,1016.8,No,NNW,0.0,19.0,Nuriootpa,58.0,0.8,59.9,8.0,2011-08-15,59.0,2.8
87.0,50.18,13.0,56.84,ENE,8.0,ENE,39.0,Yes,1012.7,1004.9,Yes,NNW,4.8,19.0,Nuriootpa,81.0,0.0,53.06,7.0,2011-08-16,54.86,1.4
86.0,46.04,30.0,55.04,WNW,4.0,WSW,61.0,Yes,1006.4,1009.6,Yes,WNW,14.2,28.0,Nuriootpa,53.0,6.4,50.0,4.0,2011-08-17,53.06,1.4
96.0,43.34,31.0,55.76,W,7.0,WSW,57.0,Yes,1018.7,1019.0,Yes,W,2.8,33.0,Nuriootpa,85.0,4.9,49.64,7.0,2011-08-18,53.42,1.2
83.0,47.84,11.0,59.9,SSW,6.0,W,30.0,No,1027.3,1026.5,Yes,WSW,1.8,15.0,Nuriootpa,67.0,5.8,51.26,8.0,2011-08-19,57.379999999999995,1.2
83.0,50.36,9.0,63.14,SE,2.0,NNE,,No,1031.3,1029.5,No,,0.0,9.0,Nuriootpa,74.0,,55.04,6.0,2011-08-20,59.0,1.4
85.0,43.34,17.0,65.12,NNE,1.0,NNE,33.0,No,,,No,NNE,0.0,13.0,Nuriootpa,47.0,,55.04,5.0,2011-08-21,64.4,1.8
62.0,37.22,9.0,64.75999999999999,NE,,N,,No,1036.7,1032.9,No,,0.0,13.0,Nuriootpa,33.0,10.4,53.96,0.0,2011-08-22,63.86,4.2
55.0,40.82,9.0,67.64,NNE,0.0,W,30.0,No,1033.7,1029.7,No,NNW,0.0,13.0,Nuriootpa,35.0,10.5,56.120000000000005,0.0,2011-08-23,66.92,3.4
57.0,38.12,9.0,68.18,NNE,0.0,WNW,31.0,No,1028.1,1023.7,No,NW,0.0,20.0,Nuriootpa,35.0,10.9,57.2,0.0,2011-08-24,66.74000000000001,3.2
80.0,47.84,28.0,60.08,WNW,7.0,W,50.0,No,1021.9,1023.7,No,WNW,0.0,20.0,Nuriootpa,49.0,7.5,55.58,3.0,2011-08-25,59.36,2.8
82.0,34.34,9.0,60.08,N,3.0,WNW,35.0,No,1027.2,1023.5,No,WNW,0.0,19.0,Nuriootpa,38.0,10.2,49.46,3.0,2011-08-26,57.2,3.2
95.0,30.92,0.0,58.1,,8.0,WSW,24.0,No,1024.9,1022.3,No,WSW,0.0,15.0,Nuriootpa,68.0,8.2,43.7,6.0,2011-08-27,54.14,2.2
73.0,32.36,9.0,61.16,NNE,1.0,NW,,No,1022.2,1017.9,No,,0.0,20.0,Nuriootpa,48.0,10.8,49.1,5.0,2011-08-28,60.440000000000005,1.4
95.0,43.16,6.0,57.74,SSW,7.0,WSW,39.0,No,1022.7,1022.5,No,WSW,0.0,20.0,Nuriootpa,43.0,6.5,50.18,5.0,2011-08-29,56.66,2.6
67.0,34.16,13.0,59.36,ENE,0.0,,,No,1027.8,1025.4,No,,0.0,0.0,Nuriootpa,46.0,9.3,48.56,6.0,2011-08-30,57.74,2.4
71.0,41.9,19.0,62.78,ENE,7.0,NNE,31.0,No,1027.3,1024.1,No,ENE,0.0,7.0,Nuriootpa,52.0,10.2,49.1,5.0,2011-08-31,60.62,2.0
63.0,42.980000000000004,13.0,64.58,NE,0.0,ENE,30.0,No,1026.1,1023.0,No,ENE,0.0,7.0,Nuriootpa,58.0,10.8,53.42,1.0,2011-09-01,64.22,2.0
