wind gust dir,temp 9 am c,wind speed 9 am,rain tomorrow,wind dir 9 am,date,temp 3 pm c,wind speed 3 pm,location,wind dir 3 pm,pressure 9 am,cloud 3 pm,min temp c,max temp c,pressure 3 pm,wind gust speed,rain today,humidity 3 pm,rainfall,humidity 9 am,cloud 9 am
ESE,15.3,19.0,No,E,2013-08-24,24.2,9.0,Uluru,ENE,1025.8,,8.0,24.6,1021.2,33.0,No,19.0,0.0,40.0,
ENE,15.0,9.0,No,E,2013-08-25,24.4,11.0,Uluru,N,1024.7,,5.2,25.4,1020.1,31.0,No,15.0,0.0,40.0,
NNW,16.1,7.0,No,E,2013-08-26,27.8,17.0,Uluru,NNW,1021.8,,3.8,29.1,1016.9,43.0,No,10.0,0.0,34.0,
NNE,18.5,0.0,No,,2013-08-27,30.4,20.0,Uluru,NW,1019.9,,5.6,31.1,1016.0,39.0,No,11.0,0.0,23.0,
NNW,19.2,0.0,No,,2013-08-28,31.6,37.0,Uluru,NW,1016.5,,6.2,32.7,1010.8,63.0,No,9.0,0.0,26.0,
NW,18.3,11.0,No,SSE,2013-08-29,28.5,24.0,Uluru,NW,1017.3,,9.4,29.3,1013.2,37.0,No,15.0,0.0,32.0,
NW,19.9,6.0,No,NE,2013-08-30,33.7,37.0,Uluru,NW,1014.5,,8.2,34.6,1009.6,65.0,No,13.0,0.0,29.0,
NNW,22.3,2.0,No,SE,2013-08-31,31.6,19.0,Uluru,NNW,1017.7,,11.2,32.7,1014.7,39.0,No,18.0,0.0,29.0,
WNW,22.9,13.0,No,SE,2013-09-01,34.8,17.0,Uluru,N,1020.6,,13.0,35.4,1016.6,39.0,No,17.0,0.0,28.0,
W,26.4,11.0,No,S,2013-09-02,32.8,28.0,Uluru,WNW,1022.2,,14.9,34.2,1019.2,43.0,No,17.0,0.6,33.0,
N,22.9,6.0,No,E,2013-09-03,33.3,6.0,Uluru,ESE,1022.0,,16.0,35.0,1017.3,35.0,No,12.0,0.0,36.0,
N,23.8,7.0,No,ESE,2013-09-04,34.2,15.0,Uluru,N,1021.1,,12.9,34.9,1017.0,43.0,No,10.0,0.0,20.0,
NNE,24.1,15.0,No,ESE,2013-09-05,32.7,15.0,Uluru,ENE,1021.9,,13.7,33.7,1018.3,35.0,No,11.0,0.0,29.0,
NNE,21.8,13.0,No,S,2013-09-06,32.0,7.0,Uluru,WNW,1022.2,,11.3,33.5,1017.8,24.0,No,9.0,0.0,25.0,
NE,22.3,7.0,No,ESE,2013-09-07,32.0,20.0,Uluru,NE,1020.4,,13.4,32.9,1015.9,35.0,No,8.0,0.0,20.0,
N,21.4,7.0,No,NE,2013-09-08,32.0,19.0,Uluru,NNE,1018.4,,9.3,33.1,1013.4,43.0,No,9.0,0.0,19.0,
WNW,21.7,7.0,No,SSE,2013-09-09,32.3,24.0,Uluru,NW,1015.8,,11.6,33.4,1011.0,48.0,No,11.0,0.0,30.0,
NE,19.6,24.0,No,E,2013-09-10,29.7,13.0,Uluru,W,1015.7,,11.7,31.5,1011.3,41.0,No,17.0,0.0,31.0,
NW,22.9,15.0,No,ENE,2013-09-11,34.1,33.0,Uluru,NW,1013.2,,11.8,35.4,1008.3,50.0,No,11.0,0.0,28.0,
WSW,25.6,22.0,No,W,2013-09-12,31.2,33.0,Uluru,W,1011.9,,16.7,32.7,1009.6,57.0,No,15.0,0.0,23.0,
NE,20.2,17.0,No,SE,2013-09-13,28.8,15.0,Uluru,WNW,1017.0,,10.2,30.0,1011.7,39.0,No,13.0,0.0,27.0,
NW,21.3,4.0,No,ESE,2013-09-14,33.0,37.0,Uluru,NW,1011.8,,7.6,34.2,1005.9,61.0,No,11.0,0.0,22.0,
W,21.5,17.0,No,SSW,2013-09-15,31.6,37.0,Uluru,WNW,1009.0,,13.4,32.1,1005.6,69.0,No,10.0,0.0,23.0,
S,17.3,17.0,No,S,2013-09-16,25.6,11.0,Uluru,S,1015.9,,9.4,26.9,1012.2,33.0,No,22.0,0.0,37.0,
WNW,20.0,15.0,No,ENE,2013-09-17,30.2,28.0,Uluru,WNW,1013.2,,6.9,31.6,1007.8,54.0,No,10.0,0.0,30.0,
S,17.0,15.0,No,SE,2013-09-18,24.5,9.0,Uluru,N,1015.2,,9.6,26.8,1010.4,52.0,No,15.0,0.0,27.0,
SSW,18.6,15.0,No,ESE,2013-09-19,27.3,17.0,Uluru,S,1015.0,,6.6,28.4,1011.6,31.0,No,8.0,0.0,24.0,
NE,19.8,11.0,No,ESE,2013-09-20,30.2,20.0,Uluru,NW,1016.6,,3.7,31.9,1011.4,37.0,No,6.0,0.0,14.0,
WNW,21.8,7.0,No,SSE,2013-09-21,34.6,17.0,Uluru,WSW,1014.1,,8.4,35.2,1009.9,43.0,No,7.0,0.0,14.0,
NW,25.6,7.0,No,E,2013-09-22,36.6,31.0,Uluru,NNW,1011.4,,10.9,37.3,1006.1,63.0,No,7.0,0.0,11.0,
NW,27.6,19.0,No,SW,2013-09-23,34.9,22.0,Uluru,WNW,1009.2,,14.3,36.0,1005.7,59.0,No,7.0,0.0,11.0,
NW,24.7,17.0,No,SSW,2013-09-24,34.0,28.0,Uluru,NNW,1011.8,,10.4,35.5,1008.0,44.0,No,7.0,0.0,16.0,
W,23.7,7.0,No,NNE,2013-09-25,35.0,26.0,Uluru,W,1013.4,,10.9,36.3,1009.6,69.0,No,8.0,0.0,20.0,
S,19.7,26.0,No,ESE,2013-09-26,27.6,24.0,Uluru,ENE,1019.0,,15.0,30.2,1013.5,50.0,No,15.0,0.0,30.0,
WSW,24.0,11.0,No,SE,2013-09-27,32.4,11.0,Uluru,SE,1016.4,,12.4,33.7,1012.6,35.0,No,8.0,0.0,17.0,
E,22.2,35.0,No,E,2013-09-28,32.2,11.0,Uluru,E,1018.3,,13.4,33.4,1012.8,50.0,No,10.0,0.0,24.0,
NNW,24.5,13.0,No,NE,2013-09-29,34.8,24.0,Uluru,NNW,1014.7,,13.7,35.9,1008.7,35.0,No,12.0,0.0,35.0,
NNW,29.0,24.0,No,N,2013-09-30,35.3,43.0,Uluru,NNW,1010.6,,15.0,36.8,1005.8,70.0,No,15.0,0.0,25.0,
S,17.1,26.0,No,SSE,2013-10-01,27.9,7.0,Uluru,E,1018.9,,14.8,29.7,1014.4,59.0,No,21.0,0.0,47.0,
S,22.0,17.0,No,ESE,2013-10-02,30.4,11.0,Uluru,SSE,1020.2,,10.7,31.7,1016.7,39.0,No,9.0,0.0,20.0,
ESE,19.7,24.0,No,ESE,2013-10-03,28.6,19.0,Uluru,E,1022.8,,13.6,30.1,1018.2,39.0,No,11.0,0.0,34.0,
NE,20.1,24.0,No,E,2013-10-04,29.7,13.0,Uluru,NNE,1020.3,,10.3,31.7,1013.9,41.0,No,6.0,0.0,20.0,
E,23.2,2.0,No,ESE,2013-10-05,33.7,9.0,Uluru,S,1014.8,,9.1,35.3,1010.1,26.0,No,5.0,0.0,11.0,
NNW,21.8,7.0,No,E,2013-10-06,37.5,11.0,Uluru,NW,1011.1,,11.0,38.5,1008.2,35.0,No,6.0,0.0,12.0,
SW,25.4,6.0,No,SSW,2013-10-07,38.2,15.0,Uluru,NNW,1010.6,,12.8,41.1,1008.6,44.0,No,5.0,0.0,12.0,
NW,26.4,24.0,No,E,2013-10-08,38.8,22.0,Uluru,N,1013.6,,21.1,41.2,1009.9,43.0,No,4.0,0.0,13.0,
NNW,24.1,7.0,No,SSE,2013-10-09,39.7,24.0,Uluru,NW,1012.3,,15.8,41.4,1008.5,50.0,No,4.0,0.0,15.0,
S,28.8,30.0,No,SSW,2013-10-10,31.7,30.0,Uluru,S,1012.3,,17.9,33.6,1012.0,50.0,No,19.0,0.0,20.0,
ESE,19.2,31.0,No,E,2013-10-11,27.9,24.0,Uluru,NE,1017.7,,15.7,29.7,1012.2,54.0,No,19.0,0.0,47.0,
W,23.7,9.0,No,SSE,2013-10-12,36.6,28.0,Uluru,W,1011.8,,15.9,37.8,1006.5,59.0,No,8.0,0.0,24.0,
SSE,17.3,28.0,No,SSE,2013-10-13,25.9,24.0,Uluru,SSE,1019.2,,15.4,27.1,1016.0,54.0,No,17.0,0.0,46.0,
E,17.1,37.0,No,E,2013-10-14,24.4,26.0,Uluru,SE,1023.0,,11.2,26.3,1017.9,59.0,No,14.0,0.0,26.0,
E,18.6,20.0,No,ENE,2013-10-15,29.0,7.0,Uluru,N,1021.0,,10.5,30.9,1015.6,30.0,No,10.0,0.0,20.0,
W,25.3,9.0,No,N,2013-10-16,37.1,31.0,Uluru,W,1015.3,,9.5,38.1,1009.1,57.0,No,9.0,0.0,15.0,
SSE,21.0,26.0,No,SE,2013-10-17,31.1,15.0,Uluru,SE,1018.8,,18.0,32.0,1014.5,44.0,No,18.0,0.0,46.0,
ENE,21.7,28.0,No,E,2013-10-18,32.5,17.0,Uluru,E,1019.5,,15.8,33.4,1014.2,46.0,No,10.0,0.0,20.0,
NW,26.0,7.0,No,ESE,2013-10-19,38.1,13.0,Uluru,SW,1015.1,,15.3,39.9,1009.2,43.0,No,6.0,0.0,8.0,
NNE,33.4,19.0,No,N,2013-10-20,38.7,26.0,Uluru,NNW,1010.5,,20.1,40.4,1005.7,63.0,No,8.0,0.0,8.0,
SSW,29.0,2.0,No,NNE,2013-10-21,34.0,15.0,Uluru,W,1010.1,,23.8,35.1,1007.5,52.0,No,19.0,0.0,30.0,
S,19.5,28.0,No,SSE,2013-10-22,27.7,15.0,Uluru,SE,1017.3,,16.0,30.2,1013.6,43.0,No,18.0,0.0,42.0,
ESE,19.9,28.0,No,ESE,2013-10-23,27.8,19.0,Uluru,E,1018.8,,16.6,29.6,1015.2,41.0,No,23.0,0.0,42.0,
E,19.5,33.0,No,ESE,2013-10-24,27.0,20.0,Uluru,SE,1021.7,,12.4,28.4,1017.3,54.0,No,16.0,0.0,28.0,
ESE,21.5,33.0,No,ENE,2013-10-25,30.4,15.0,Uluru,ESE,1022.4,,11.9,31.9,1017.2,48.0,No,9.0,0.0,22.0,
ENE,24.2,26.0,No,ENE,2013-10-26,33.7,15.0,Uluru,ENE,1022.0,,13.8,35.0,1016.4,35.0,No,6.0,0.0,9.0,
S,27.1,15.0,No,NE,2013-10-27,36.7,11.0,Uluru,E,1018.0,,14.2,37.9,1012.8,33.0,No,6.0,0.0,6.0,
SSE,29.0,24.0,No,SE,2013-10-28,35.0,22.0,Uluru,SSE,1015.9,,18.8,36.6,1012.6,46.0,No,11.0,0.0,23.0,
E,22.3,31.0,No,ESE,2013-10-29,30.9,13.0,Uluru,ESE,1019.6,,18.3,32.3,1014.4,48.0,No,14.0,0.0,27.0,
E,23.2,26.0,No,E,2013-10-30,31.1,11.0,Uluru,NE,1019.0,,16.6,33.1,1014.3,41.0,No,13.0,0.0,22.0,
E,25.6,28.0,No,E,2013-10-31,33.1,19.0,Uluru,ENE,1019.2,,15.8,35.1,1014.6,39.0,No,10.0,0.0,12.0,
ESE,26.6,20.0,No,ENE,2013-11-01,35.4,22.0,Uluru,SE,1018.0,,16.9,36.6,1013.1,35.0,No,7.0,0.0,10.0,
SSE,28.3,28.0,No,ENE,2013-11-02,35.4,15.0,Uluru,SE,1017.2,,15.7,36.8,1012.6,39.0,No,5.0,0.0,7.0,
E,30.1,22.0,No,E,2013-11-03,37.0,28.0,Uluru,ESE,1017.2,,14.9,38.2,1013.1,46.0,No,5.0,0.0,8.0,
ENE,28.8,41.0,No,E,2013-11-04,36.9,30.0,Uluru,ENE,1018.4,,21.3,38.3,1013.9,57.0,No,9.0,0.0,15.0,
E,28.5,24.0,No,E,2013-11-05,37.2,11.0,Uluru,NE,1017.0,,20.7,38.9,1011.6,39.0,No,7.0,0.0,9.0,
NW,31.1,11.0,No,NNE,2013-11-06,40.0,24.0,Uluru,NNW,1012.8,,18.7,41.4,1007.5,56.0,No,6.0,0.0,9.0,
NNW,34.4,24.0,No,N,2013-11-07,40.5,37.0,Uluru,NW,1007.7,,22.6,42.4,1003.5,59.0,No,6.0,0.0,10.0,
SE,20.7,28.0,No,SE,2013-11-08,29.9,22.0,Uluru,SSE,1013.1,,18.7,31.7,1009.8,41.0,No,31.0,0.0,62.0,
ESE,22.4,30.0,No,ESE,2013-11-09,29.6,20.0,Uluru,ENE,1015.3,,18.5,31.6,1011.5,48.0,No,20.0,0.0,29.0,
ESE,21.5,31.0,No,ESE,2013-11-10,29.2,15.0,Uluru,ESE,1016.4,,16.5,31.1,1011.4,48.0,No,15.0,0.0,22.0,
E,21.5,31.0,No,E,2013-11-11,29.4,9.0,Uluru,NNE,1016.3,,15.7,30.2,1011.1,52.0,No,11.0,0.0,18.0,
S,22.6,33.0,No,ENE,2013-11-12,31.0,13.0,Uluru,SE,1014.8,,13.3,31.7,1010.3,61.0,No,8.0,0.0,14.0,
ENE,24.8,30.0,No,ENE,2013-11-13,33.7,13.0,Uluru,ENE,1014.1,,14.7,35.9,1009.4,46.0,No,7.0,0.0,9.0,
W,27.0,9.0,No,NE,2013-11-14,36.6,24.0,Uluru,W,1013.9,,17.4,38.2,1009.0,37.0,No,8.0,0.0,9.0,
WSW,32.7,26.0,No,NW,2013-11-15,37.5,19.0,Uluru,NW,1009.9,,21.1,38.8,1006.8,70.0,No,9.0,0.0,13.0,
SSE,26.3,24.0,No,S,2013-11-16,32.3,20.0,Uluru,SSW,1010.2,,21.1,34.6,1007.4,35.0,No,17.0,0.0,29.0,
ENE,26.7,26.0,No,ESE,2013-11-17,33.1,24.0,Uluru,E,1011.1,,16.6,34.6,1007.2,48.0,No,8.0,0.0,20.0,
ENE,27.2,33.0,No,ENE,2013-11-18,33.0,19.0,Uluru,N,1009.3,,21.7,34.2,1005.2,50.0,No,10.0,0.0,12.0,
SSW,28.9,20.0,Yes,NNW,2013-11-19,34.0,11.0,Uluru,NE,1008.1,,20.0,35.8,1002.9,54.0,No,18.0,0.0,26.0,
S,21.0,6.0,No,SSW,2013-11-20,31.6,11.0,Uluru,NW,1009.5,,17.9,33.9,1005.2,54.0,Yes,27.0,2.6,78.0,
S,19.8,19.0,No,S,2013-11-21,27.5,17.0,Uluru,SE,1011.4,,18.3,29.3,1007.5,41.0,No,37.0,1.0,84.0,
SE,21.6,13.0,No,S,2013-11-22,34.4,6.0,Uluru,NW,1011.2,,18.0,36.3,1005.1,48.0,No,24.0,0.4,53.0,
NE,28.9,19.0,Yes,ENE,2013-11-23,32.2,13.0,Uluru,SE,1008.0,,20.1,34.0,1004.4,59.0,No,31.0,0.2,29.0,
NE,25.5,9.0,No,E,2013-11-24,34.8,11.0,Uluru,NNW,1007.9,,17.9,36.0,1003.0,44.0,Yes,24.0,23.2,58.0,
SSW,26.3,26.0,No,ESE,2013-11-25,32.8,24.0,Uluru,SW,1005.7,,20.8,35.8,1003.0,76.0,No,30.0,0.0,37.0,
SE,27.1,9.0,No,NW,2013-11-26,28.1,13.0,Uluru,NNW,1007.9,,23.3,30.4,1006.5,57.0,No,48.0,0.0,43.0,
N,30.3,20.0,Yes,ENE,2013-11-27,38.3,22.0,Uluru,NNE,1009.1,,19.4,39.6,1004.0,44.0,No,14.0,0.0,36.0,
SW,17.1,19.0,Yes,SSW,2013-11-28,28.6,13.0,Uluru,NNE,1011.0,,16.5,32.0,1005.7,61.0,Yes,58.0,11.4,98.0,
ESE,26.9,22.0,No,E,2013-11-29,34.6,6.0,Uluru,SE,1009.4,,17.0,36.8,1005.5,35.0,Yes,30.0,7.8,45.0,
W,29.7,28.0,Yes,ENE,2013-11-30,37.0,19.0,Uluru,NE,1008.5,,26.1,39.1,1004.1,65.0,No,22.0,0.0,33.0,
NNW,29.7,13.0,No,NNE,2013-12-01,37.8,20.0,Uluru,N,1010.3,,22.7,39.4,1006.8,44.0,Yes,25.0,2.4,52.0,
SW,32.7,28.0,No,ENE,2013-12-02,39.3,11.0,Uluru,N,1010.4,,25.7,41.4,1005.9,46.0,No,17.0,0.2,27.0,
WNW,34.4,20.0,No,NW,2013-12-03,39.4,22.0,Uluru,NW,1006.9,,29.3,41.7,1003.2,57.0,No,21.0,0.0,32.0,
SSW,23.4,19.0,No,SSW,2013-12-04,31.2,20.0,Uluru,SSW,1010.4,,20.9,33.1,1007.8,50.0,No,31.0,0.0,46.0,
SSE,20.0,24.0,No,ESE,2013-12-05,30.4,17.0,Uluru,ESE,1015.8,,16.6,31.5,1012.0,46.0,No,9.0,0.0,33.0,
E,24.5,28.0,No,ENE,2013-12-06,31.2,17.0,Uluru,NNE,1015.8,,14.9,33.6,1011.1,54.0,No,9.0,0.0,20.0,
E,27.7,24.0,No,NE,2013-12-07,36.2,13.0,Uluru,NNW,1013.5,,16.2,37.6,1009.0,37.0,No,8.0,0.0,15.0,
SSW,29.5,4.0,Yes,NW,2013-12-08,37.8,11.0,Uluru,WSW,1010.8,,21.4,39.8,1006.1,52.0,No,16.0,0.0,19.0,
S,23.9,9.0,No,SE,2013-12-09,33.7,11.0,Uluru,SSW,1010.0,,23.3,35.1,1006.9,44.0,Yes,38.0,2.4,85.0,
S,23.3,24.0,No,SE,2013-12-10,31.4,20.0,Uluru,E,1012.8,,21.3,33.2,1008.4,43.0,No,24.0,0.0,48.0,
SE,25.3,28.0,No,ESE,2013-12-11,24.6,26.0,Uluru,NE,1012.2,,22.0,26.1,1012.3,44.0,No,35.0,0.0,22.0,
ESE,24.0,17.0,No,ESE,2013-12-12,31.9,13.0,Uluru,ENE,1013.4,,14.1,33.6,1009.3,37.0,No,14.0,0.6,35.0,
E,28.4,17.0,No,E,2013-12-13,34.9,19.0,Uluru,ESE,1013.9,,16.0,36.0,1010.0,31.0,No,9.0,0.0,14.0,
ESE,28.5,28.0,No,ESE,2013-12-14,34.7,17.0,Uluru,E,1015.2,,20.7,36.4,1010.4,43.0,No,9.0,0.0,17.0,
ESE,30.4,30.0,No,E,2013-12-15,36.0,9.0,Uluru,ESE,1014.1,,20.6,37.3,1010.1,46.0,No,9.0,0.0,13.0,
ENE,29.9,26.0,No,E,2013-12-16,37.7,22.0,Uluru,E,1013.5,,22.2,39.1,1009.0,41.0,No,8.0,0.0,14.0,
ESE,32.3,0.0,No,,2013-12-17,37.8,19.0,Uluru,SE,1012.5,,19.7,40.1,1008.3,44.0,No,8.0,0.0,27.0,
NNW,32.9,7.0,No,NE,2013-12-18,39.4,11.0,Uluru,ESE,1011.7,,24.4,40.2,1008.4,56.0,No,7.0,0.0,8.0,
WSW,33.8,7.0,No,SSE,2013-12-19,41.0,20.0,Uluru,N,1010.6,,23.3,42.7,1006.3,44.0,No,6.0,0.0,15.0,
SW,34.9,24.0,Yes,NW,2013-12-20,41.2,22.0,Uluru,NNW,1007.9,,25.5,43.0,1003.1,74.0,No,13.0,0.0,26.0,
SSW,23.3,13.0,No,ENE,2013-12-21,26.6,11.0,Uluru,WNW,1009.3,,21.2,27.7,1009.6,39.0,Yes,65.0,2.6,72.0,
SSW,23.8,11.0,Yes,NE,2013-12-22,17.7,26.0,Uluru,SE,1010.6,,21.4,24.8,1010.4,50.0,No,97.0,0.4,72.0,
SSE,19.3,20.0,No,SE,2013-12-23,24.9,22.0,Uluru,E,1014.2,,16.6,26.4,1012.6,41.0,Yes,50.0,6.6,74.0,
NE,22.5,24.0,No,E,2013-12-24,27.1,22.0,Uluru,NE,1014.1,,18.0,28.6,1010.6,39.0,No,41.0,0.0,48.0,
S,26.0,7.0,No,NNW,2013-12-25,34.3,15.0,Uluru,ESE,1012.0,,15.9,35.7,1008.2,33.0,No,18.0,0.0,57.0,
S,29.3,17.0,No,NW,2013-12-26,38.1,13.0,Uluru,E,1012.2,,18.7,39.1,1007.7,39.0,No,15.0,0.0,47.0,
NE,30.9,15.0,No,NNW,2013-12-27,39.3,24.0,Uluru,ESE,1009.9,,19.5,40.5,1005.0,35.0,No,12.0,0.0,28.0,
SSE,34.3,11.0,No,NNW,2013-12-28,41.5,9.0,Uluru,SE,1008.4,,19.5,43.8,1004.7,43.0,No,8.0,0.0,13.0,
NE,31.6,33.0,No,E,2013-12-29,41.1,24.0,Uluru,NNE,1010.4,,24.5,43.1,1006.2,46.0,No,8.0,0.0,21.0,
NNW,32.0,11.0,No,N,2013-12-30,38.6,37.0,Uluru,NW,1010.3,,23.8,43.1,1007.0,69.0,No,17.0,0.0,35.0,
W,34.1,9.0,No,W,2013-12-31,40.9,17.0,Uluru,N,1010.1,,22.1,43.0,1006.3,56.0,No,14.0,0.0,29.0,
W,36.0,4.0,No,ENE,2014-01-01,42.0,24.0,Uluru,NW,1007.5,,24.7,44.4,1003.8,54.0,No,15.0,0.0,26.0,
WSW,34.4,26.0,No,SSW,2014-01-02,41.2,26.0,Uluru,WSW,1008.1,,31.0,42.7,1005.6,54.0,No,16.0,0.0,34.0,
SSE,25.5,26.0,No,S,2014-01-03,35.6,26.0,Uluru,SSW,1012.0,,23.1,37.4,1008.2,50.0,No,12.0,0.0,48.0,
SE,26.3,22.0,No,SE,2014-01-04,33.8,13.0,Uluru,E,1013.3,,21.5,35.9,1008.2,37.0,No,15.0,0.0,31.0,
SSE,28.5,24.0,No,E,2014-01-05,35.2,13.0,Uluru,SE,1012.7,,20.0,36.5,1009.3,44.0,No,10.0,0.0,13.0,
SE,26.4,28.0,No,E,2014-01-06,34.2,17.0,Uluru,ESE,1016.0,,18.3,36.0,1011.7,57.0,No,11.0,0.0,29.0,
E,25.1,33.0,No,E,2014-01-07,32.8,24.0,Uluru,SE,1016.4,,16.0,35.0,1010.7,44.0,No,8.0,0.0,19.0,
E,26.4,24.0,No,ENE,2014-01-08,35.5,26.0,Uluru,S,1012.8,,17.2,36.3,1007.6,46.0,No,7.0,0.0,14.0,
SE,28.1,26.0,No,ENE,2014-01-09,36.1,20.0,Uluru,ESE,1011.3,,18.4,37.6,1006.9,37.0,No,6.0,0.0,11.0,
SE,30.9,20.0,No,E,2014-01-10,38.3,13.0,Uluru,SE,1011.6,,16.5,39.7,1008.7,44.0,No,6.0,0.0,9.0,
SE,33.6,30.0,No,SE,2014-01-11,39.7,20.0,Uluru,ESE,1013.2,,22.5,41.4,1009.3,52.0,No,7.0,0.0,8.0,
ESE,34.6,37.0,No,ENE,2014-01-12,40.3,26.0,Uluru,E,1011.0,,26.2,41.6,1006.4,63.0,No,10.0,0.0,18.0,
E,32.8,26.0,No,E,2014-01-13,34.3,28.0,Uluru,NW,1007.2,,24.9,39.5,1003.9,57.0,No,25.0,0.0,22.0,
E,32.8,6.0,No,N,2014-01-14,37.2,26.0,Uluru,ESE,1006.7,,24.4,40.5,1003.7,46.0,No,21.0,0.2,30.0,
ENE,32.9,13.0,No,NE,2014-01-15,38.8,9.0,Uluru,ENE,1007.2,,23.3,40.0,1002.5,56.0,No,16.0,1.0,31.0,
NE,25.4,20.0,Yes,ENE,2014-01-16,,,Uluru,,1006.4,,24.0,30.4,,50.0,No,,0.4,74.0,
ENE,23.5,20.0,Yes,ESE,2014-01-17,27.0,26.0,Uluru,E,1005.5,,22.3,29.7,1003.3,48.0,Yes,72.0,18.4,94.0,
E,22.6,24.0,Yes,E,2014-01-18,23.7,26.0,Uluru,E,1006.4,,21.9,25.3,1005.2,50.0,Yes,90.0,7.0,97.0,
ENE,23.5,11.0,No,E,2014-01-19,28.1,24.0,Uluru,ENE,1007.7,,21.1,28.5,1005.9,39.0,Yes,62.0,4.4,80.0,
E,25.0,7.0,No,E,2014-01-20,27.4,17.0,Uluru,ESE,1007.1,,21.5,29.0,1005.4,37.0,No,57.0,0.0,69.0,
N,26.1,11.0,No,N,2014-01-21,34.2,24.0,Uluru,E,1007.3,,23.0,35.3,1003.5,52.0,No,28.0,0.8,66.0,
ENE,31.6,19.0,No,NE,2014-01-22,35.8,20.0,Uluru,N,1006.9,,26.0,38.6,1004.0,50.0,No,30.0,0.0,40.0,
E,31.8,30.0,No,ENE,2014-01-23,37.8,17.0,Uluru,NNW,1007.6,,26.4,39.1,1004.2,43.0,No,30.0,0.0,13.0,
WSW,34.5,20.0,Yes,SW,2014-01-24,39.7,15.0,Uluru,NNW,1005.7,,29.3,42.3,1002.5,56.0,No,24.0,0.0,37.0,
ESE,22.0,13.0,No,ESE,2014-01-25,26.7,17.0,Uluru,SE,1012.6,,20.7,28.8,1010.3,44.0,Yes,61.0,5.4,87.0,
E,28.7,30.0,No,E,2014-01-26,34.8,15.0,Uluru,NE,1010.7,,21.6,36.3,1007.2,41.0,No,25.0,0.0,32.0,
SE,32.4,30.0,No,ENE,2014-01-27,39.3,20.0,Uluru,E,1007.9,,24.3,40.2,1003.8,57.0,No,20.0,0.0,19.0,
E,32.0,13.0,No,N,2014-01-28,37.1,13.0,Uluru,SE,1007.9,,24.3,37.8,1003.7,104.0,No,27.0,0.4,46.0,
E,31.5,9.0,No,S,2014-01-29,40.1,24.0,Uluru,NE,1007.9,,23.3,41.2,1003.8,44.0,No,14.0,0.0,45.0,
E,33.8,20.0,No,E,2014-01-30,40.5,11.0,Uluru,SE,1006.4,,25.0,41.9,1002.8,43.0,No,11.0,0.0,19.0,
E,33.5,26.0,No,E,2014-01-31,39.6,24.0,Uluru,E,1005.5,,25.3,41.4,1002.2,54.0,No,8.0,0.0,15.0,
E,32.5,22.0,No,ESE,2014-02-01,38.6,17.0,Uluru,E,1002.7,,19.9,40.7,999.0,43.0,No,7.0,0.0,11.0,
SE,31.0,26.0,No,E,2014-02-02,37.9,11.0,Uluru,ESE,1002.3,,27.5,40.4,997.9,46.0,No,14.0,0.0,32.0,
S,30.8,22.0,Yes,ESE,2014-02-03,28.8,13.0,Uluru,W,1003.6,,26.1,35.0,1001.5,65.0,No,69.0,0.0,54.0,
E,27.7,26.0,Yes,SE,2014-02-04,27.0,15.0,Uluru,SSW,1005.7,,20.9,31.7,1003.0,61.0,Yes,89.0,20.8,53.0,
ENE,28.7,20.0,No,ESE,2014-02-05,35.8,26.0,Uluru,ESE,1006.7,,21.3,37.6,1003.4,50.0,Yes,21.0,26.4,50.0,
E,31.4,28.0,No,E,2014-02-06,37.7,33.0,Uluru,SE,1007.1,,23.0,39.2,1003.3,56.0,No,16.0,0.0,29.0,
E,32.1,20.0,No,E,2014-02-07,38.2,31.0,Uluru,ESE,1007.1,,24.1,39.5,1003.1,59.0,No,16.0,0.0,28.0,
NE,32.7,22.0,No,ENE,2014-02-08,37.3,26.0,Uluru,ENE,1006.3,,23.5,38.9,1002.4,46.0,No,16.0,0.0,27.0,
ESE,32.0,13.0,No,E,2014-02-09,39.5,19.0,Uluru,ESE,1007.8,,21.8,41.0,1004.5,59.0,No,15.0,0.0,29.0,
NW,33.0,22.0,Yes,ENE,2014-02-10,39.8,30.0,Uluru,ENE,1007.0,,24.9,40.8,1002.4,65.0,No,16.0,0.0,24.0,
ENE,31.3,19.0,No,N,2014-02-11,36.7,17.0,Uluru,N,1005.3,,26.2,38.2,1001.2,59.0,Yes,34.0,1.8,54.0,
NE,30.9,30.0,Yes,NE,2014-02-12,35.1,22.0,Uluru,ENE,1003.6,,27.3,37.2,999.9,76.0,No,37.0,0.0,47.0,
NNW,25.8,24.0,No,N,2014-02-13,32.4,31.0,Uluru,NNW,1006.0,,23.3,33.3,1002.6,56.0,Yes,53.0,8.6,79.0,
W,29.1,31.0,No,NW,2014-02-14,30.2,33.0,Uluru,WSW,1001.8,,24.9,35.0,998.9,61.0,No,62.0,0.0,67.0,
SSW,24.7,20.0,No,SSW,2014-02-15,28.6,26.0,Uluru,S,1004.7,,22.0,30.3,1002.8,41.0,No,47.0,0.0,70.0,
ENE,22.6,22.0,No,ESE,2014-02-16,31.3,19.0,Uluru,S,1010.0,,16.6,34.0,1006.4,48.0,No,21.0,0.0,55.0,
SE,25.9,22.0,No,E,2014-02-17,34.1,15.0,Uluru,SE,1010.5,,17.3,35.7,1006.7,35.0,No,12.0,0.0,32.0,
