Wind.Speed.3.pm,Rainfall,Rain.Tomorrow,Wind.Speed.9.am,Location,Date,Pressure.9.am,Humidity.3.pm,Evaporation,Cloud.3.pm,Wind.Dir.9.am,Temp.3.pm.C,Wind.Dir.3.pm,Humidity.9.am,Cloud.9.am,Min.Temp.C,Pressure.3.pm,Wind.Gust.Speed,Rain.Today,Temp.9.am.C,Sunshine,Wind.Gust.Dir,Max.Temp.C
20.0,0.4,No,17.0,Portland,2010-11-19,1026.7,54.0,4.0,2.0,SE,14.7,SE,56.0,5.0,9.2,1025.9,39.0,No,11.9,12.3,E,15.5
19.0,0.0,No,19.0,Portland,2010-11-20,1025.8,64.0,4.6,,ENE,16.3,SE,63.0,1.0,7.9,1024.4,37.0,No,13.6,13.6,SE,17.1
20.0,0.0,No,22.0,Portland,2010-11-21,1024.2,65.0,5.6,0.0,E,17.1,E,76.0,7.0,10.6,1022.2,37.0,No,14.1,13.6,ESE,17.5
15.0,0.0,No,13.0,Portland,2010-11-22,1019.6,56.0,6.2,0.0,ENE,27.0,E,93.0,2.0,10.6,1016.1,28.0,No,16.5,13.2,E,27.3
22.0,0.2,No,20.0,Portland,2010-11-23,1015.1,42.0,8.8,7.0,N,27.7,W,49.0,3.0,16.4,1014.2,44.0,No,25.3,8.1,NNW,31.2
28.0,0.0,Yes,22.0,Portland,2010-11-24,1013.3,62.0,10.4,8.0,N,23.5,WNW,71.0,8.0,18.6,1014.0,50.0,No,22.5,0.7,NW,27.2
15.0,6.2,No,9.0,Portland,2010-11-25,1018.2,85.0,2.2,8.0,SSW,15.2,SW,,8.0,13.0,1018.8,24.0,Yes,,1.3,WSW,15.7
17.0,0.0,Yes,11.0,Portland,2010-11-26,1016.8,77.0,1.4,7.0,ENE,17.1,ESE,83.0,5.0,10.1,1014.2,28.0,No,15.2,8.3,ESE,19.4
15.0,9.2,Yes,13.0,Portland,2010-11-27,1011.2,91.0,5.0,8.0,S,14.5,SSW,,8.0,13.1,1010.8,50.0,Yes,,3.9,SSW,16.4
24.0,11.0,No,22.0,Portland,2010-11-28,1018.6,67.0,3.6,8.0,S,13.4,S,54.0,7.0,10.6,1019.6,46.0,Yes,11.7,6.6,S,15.0
26.0,0.4,No,19.0,Portland,2010-11-29,1022.1,62.0,3.6,8.0,SE,14.3,SE,64.0,8.0,11.1,1020.7,44.0,No,12.2,5.6,SE,15.8
30.0,0.0,No,31.0,Portland,2010-11-30,1019.7,72.0,3.6,7.0,ESE,16.4,ESE,69.0,7.0,12.2,1018.1,56.0,No,14.5,3.1,ESE,17.5
24.0,0.0,No,20.0,Portland,2010-12-01,1016.0,73.0,3.8,5.0,ESE,21.3,E,94.0,8.0,14.3,1013.4,41.0,No,15.9,1.2,E,22.1
17.0,0.4,No,11.0,Portland,2010-12-02,1012.7,60.0,3.0,6.0,E,24.3,E,87.0,5.0,15.6,1010.6,39.0,No,20.3,10.6,E,25.6
28.0,0.6,Yes,11.0,Portland,2010-12-03,1010.7,77.0,5.8,6.0,NNW,18.5,NNW,72.0,2.0,14.7,1009.6,44.0,No,20.7,12.2,NNW,25.1
20.0,13.2,No,6.0,Portland,2010-12-04,1010.1,63.0,6.8,,N,23.9,E,79.0,3.0,10.9,1009.2,37.0,Yes,22.0,9.6,E,25.0
17.0,0.0,No,20.0,Portland,2010-12-05,1012.0,74.0,6.0,5.0,ENE,23.9,E,,8.0,14.7,1009.4,37.0,No,,8.6,NNW,25.1
24.0,0.8,Yes,9.0,Portland,2010-12-06,1011.4,85.0,6.8,5.0,NE,20.8,ENE,98.0,8.0,15.2,1007.4,39.0,No,17.4,6.8,E,24.3
4.0,18.4,Yes,13.0,Portland,2010-12-07,1001.8,95.0,5.2,8.0,NE,21.2,N,,8.0,16.7,1001.2,46.0,Yes,,4.9,N,24.4
26.0,13.2,Yes,28.0,Portland,2010-12-08,996.5,92.0,6.2,7.0,N,18.4,W,89.0,7.0,18.2,1004.0,69.0,Yes,19.5,6.3,WNW,20.2
33.0,3.6,Yes,20.0,Portland,2010-12-09,1009.6,64.0,4.0,6.0,WNW,19.5,W,93.0,7.0,12.8,1007.6,57.0,Yes,15.9,8.4,W,20.0
43.0,3.4,Yes,28.0,Portland,2010-12-10,1010.7,46.0,5.2,4.0,W,15.4,W,59.0,7.0,9.4,1008.8,70.0,Yes,12.0,10.0,WNW,16.4
28.0,4.4,Yes,33.0,Portland,2010-12-11,1003.3,88.0,4.8,8.0,WNW,15.6,WNW,71.0,6.0,10.8,999.2,74.0,Yes,15.4,5.1,NW,18.6
28.0,17.4,No,13.0,Portland,2010-12-12,1005.6,64.0,3.6,5.0,SW,15.0,WSW,100.0,8.0,10.2,1008.1,69.0,Yes,11.9,6.9,W,16.7
30.0,0.8,No,17.0,Portland,2010-12-13,1014.6,72.0,3.6,6.0,NW,17.8,W,88.0,7.0,10.9,1014.7,44.0,No,14.1,6.3,W,18.8
20.0,0.0,No,17.0,Portland,2010-12-14,1013.8,42.0,3.4,3.0,NE,25.9,NNE,80.0,1.0,10.5,1008.4,35.0,No,17.0,12.0,NNE,27.2
37.0,0.4,No,31.0,Portland,2010-12-15,1003.6,54.0,9.8,1.0,WSW,17.1,W,80.0,8.0,14.1,1006.7,59.0,No,14.4,9.6,N,17.8
31.0,0.2,Yes,20.0,Portland,2010-12-16,1008.8,61.0,7.0,5.0,WSW,17.0,W,60.0,6.0,7.9,1007.9,46.0,No,14.2,8.7,W,17.9
39.0,1.6,Yes,26.0,Portland,2010-12-17,1000.7,63.0,4.2,6.0,NNW,16.9,W,93.0,8.0,11.1,1001.4,57.0,Yes,14.6,7.6,W,17.6
31.0,19.6,Yes,20.0,Portland,2010-12-18,1002.9,58.0,3.0,8.0,W,16.0,W,76.0,5.0,9.6,1003.1,46.0,Yes,13.6,7.4,WNW,17.0
28.0,17.8,Yes,15.0,Portland,2010-12-19,995.5,62.0,5.6,7.0,SW,12.5,SW,87.0,5.0,9.3,997.2,50.0,Yes,11.2,5.0,WSW,14.7
22.0,4.2,Yes,22.0,Portland,2010-12-20,1008.2,91.0,2.0,8.0,SW,12.7,SW,61.0,6.0,8.2,1008.9,46.0,Yes,14.0,4.3,WSW,15.7
17.0,4.4,No,20.0,Portland,2010-12-21,1013.4,51.0,1.8,6.0,SSW,14.0,SSW,65.0,6.0,11.0,1016.3,39.0,Yes,12.0,6.2,SSW,15.2
19.0,0.0,No,9.0,Portland,2010-12-22,1019.1,61.0,3.8,3.0,NNE,16.1,WSW,58.0,2.0,5.0,1017.9,35.0,No,13.4,13.3,SW,17.2
19.0,0.0,No,20.0,Portland,2010-12-23,1023.9,54.0,4.0,2.0,S,15.2,S,70.0,7.0,7.3,1026.4,33.0,No,14.0,11.9,SSW,16.6
15.0,0.0,No,17.0,Portland,2010-12-24,1025.2,61.0,6.6,5.0,E,18.9,E,78.0,7.0,7.9,1020.3,33.0,No,13.7,12.1,E,19.6
17.0,0.0,No,6.0,Portland,2010-12-25,1012.5,59.0,3.6,,SSE,18.8,S,95.0,,13.0,1010.7,30.0,No,16.7,9.7,WSW,21.9
20.0,0.2,No,20.0,Portland,2010-12-26,1011.4,53.0,5.4,6.0,S,14.7,SSW,87.0,8.0,12.6,1010.7,39.0,No,13.5,2.4,SSW,16.1
17.0,0.4,No,20.0,Portland,2010-12-27,1015.0,56.0,3.6,6.0,SW,14.5,SSW,53.0,7.0,10.0,1017.1,43.0,No,12.4,4.6,SSW,15.0
17.0,0.0,No,13.0,Portland,2010-12-28,1018.3,57.0,3.2,,SSE,16.3,S,62.0,2.0,9.9,1015.8,28.0,No,13.3,13.6,SSW,17.9
20.0,0.0,No,11.0,Portland,2010-12-29,1014.1,55.0,5.4,5.0,NE,18.5,W,86.0,2.0,7.9,1015.8,31.0,No,15.8,11.3,WSW,19.2
17.0,0.0,No,11.0,Portland,2010-12-30,1018.4,62.0,4.6,0.0,E,18.3,SE,83.0,7.0,8.5,1017.7,33.0,No,15.5,14.0,SE,20.1
37.0,0.0,No,15.0,Portland,2010-12-31,1005.2,52.0,6.6,1.0,NE,24.1,W,75.0,1.0,13.5,1005.4,63.0,No,20.1,13.0,NW,34.4
22.0,0.0,No,19.0,Portland,2011-01-01,1013.1,63.0,11.6,1.0,WSW,18.6,WNW,68.0,2.0,13.9,1014.3,37.0,No,15.8,12.5,W,19.3
17.0,0.0,No,11.0,Portland,2011-01-02,1018.3,56.0,5.6,6.0,S,15.6,S,59.0,8.0,8.1,1018.5,31.0,No,14.9,10.0,SSE,17.3
19.0,0.0,No,15.0,Portland,2011-01-03,1019.6,50.0,4.0,6.0,SE,16.0,S,54.0,8.0,12.0,1019.2,33.0,No,13.6,10.9,SSE,17.0
15.0,0.0,No,13.0,Portland,2011-01-04,1015.3,57.0,6.0,6.0,SE,16.1,SE,61.0,7.0,11.0,1013.2,,No,14.2,11.4,,17.7
15.0,0.0,No,15.0,Portland,2011-01-05,1012.4,56.0,4.4,4.0,SE,17.4,ESE,63.0,8.0,9.4,1012.5,35.0,No,14.8,11.7,SE,18.3
17.0,0.0,No,19.0,Portland,2011-01-06,1010.2,53.0,4.8,4.0,NE,25.0,E,92.0,2.0,9.8,1006.0,35.0,No,14.2,9.3,ENE,25.6
17.0,0.0,No,17.0,Portland,2011-01-07,1005.4,26.0,9.4,2.0,N,31.6,WSW,40.0,6.0,14.2,1003.9,43.0,No,23.9,9.8,NNW,35.4
11.0,0.0,Yes,9.0,Portland,2011-01-08,1008.4,,11.4,8.0,SSW,,E,,8.0,15.9,1011.7,28.0,No,,0.3,SSW,18.4
30.0,3.8,No,22.0,Portland,2011-01-09,1019.8,71.0,0.6,7.0,ESE,18.1,SE,83.0,7.0,12.6,1019.9,46.0,Yes,17.5,13.2,SE,18.7
24.0,0.0,No,17.0,Portland,2011-01-10,1017.1,95.0,6.8,8.0,E,17.5,ESE,91.0,8.0,15.6,1014.1,44.0,No,17.4,0.7,ESE,17.7
17.0,0.8,Yes,7.0,Portland,2011-01-11,1011.3,77.0,2.6,8.0,SE,23.2,E,100.0,8.0,15.9,1008.1,33.0,No,17.2,4.3,E,24.9
26.0,63.0,No,15.0,Portland,2011-01-12,998.6,84.0,4.2,8.0,E,21.0,N,99.0,8.0,17.2,998.9,48.0,Yes,18.2,5.2,NNW,25.9
15.0,0.4,Yes,9.0,Portland,2011-01-13,1006.9,97.0,4.6,8.0,ESE,18.2,SE,93.0,8.0,15.1,1003.2,44.0,No,17.5,0.0,E,23.9
33.0,72.0,No,24.0,Portland,2011-01-14,1002.3,79.0,,6.0,WNW,19.8,W,96.0,8.0,15.6,1004.1,52.0,Yes,16.8,8.2,NW,20.6
20.0,0.0,No,15.0,Portland,2011-01-15,1009.6,74.0,3.4,1.0,WNW,21.2,W,89.0,8.0,14.8,1009.9,31.0,No,16.5,11.6,W,21.8
28.0,0.0,No,11.0,Portland,2011-01-16,1010.8,64.0,5.4,2.0,SW,19.5,WNW,76.0,5.0,14.8,1009.4,43.0,No,16.1,11.9,W,20.1
24.0,0.2,No,28.0,Portland,2011-01-17,1010.0,66.0,6.0,6.0,W,17.0,WSW,83.0,7.0,13.1,1010.8,50.0,No,14.0,4.9,W,18.0
19.0,0.2,No,6.0,Portland,2011-01-18,1012.6,62.0,3.2,8.0,SW,16.4,WSW,82.0,8.0,12.5,1012.1,37.0,No,13.8,0.9,WSW,17.3
11.0,0.2,No,11.0,Portland,2011-01-19,1013.8,63.0,3.4,6.0,S,17.4,S,61.0,7.0,13.1,1014.4,24.0,No,15.8,6.9,SSW,18.3
15.0,0.0,No,17.0,Portland,2011-01-20,1011.2,58.0,2.8,2.0,NE,24.5,E,75.0,5.0,9.3,1008.3,28.0,No,15.1,12.7,E,26.4
20.0,0.0,No,17.0,Portland,2011-01-21,1010.9,67.0,8.8,6.0,S,18.5,SSE,85.0,7.0,15.1,1014.5,39.0,No,17.5,9.8,SE,19.8
19.0,0.0,No,22.0,Portland,2011-01-22,1017.7,69.0,5.4,5.0,SE,17.9,S,71.0,6.0,13.0,1015.8,41.0,No,15.5,13.2,SE,19.5
11.0,0.0,Yes,11.0,Portland,2011-01-23,1011.2,69.0,5.0,3.0,SE,22.0,S,85.0,6.0,15.2,1007.3,31.0,No,18.4,10.9,ESE,22.6
15.0,2.4,No,20.0,Portland,2011-01-24,1006.6,50.0,6.2,3.0,SSW,16.5,S,67.0,7.0,13.6,1008.6,43.0,Yes,14.4,11.4,SSW,17.9
15.0,0.0,Yes,7.0,Portland,2011-01-25,1008.2,100.0,4.8,8.0,ESE,13.8,SW,99.0,7.0,9.6,1008.5,44.0,No,15.1,3.6,W,16.6
13.0,6.4,No,9.0,Portland,2011-01-26,1015.4,55.0,3.0,,SW,19.8,W,85.0,6.0,8.9,1016.7,24.0,Yes,15.4,12.4,W,20.5
30.0,0.2,No,13.0,Portland,2011-01-27,1018.0,72.0,5.8,6.0,NW,19.9,W,86.0,4.0,8.5,1020.0,43.0,No,16.6,12.7,WSW,20.6
15.0,0.0,No,11.0,Portland,2011-01-28,1023.3,58.0,5.0,0.0,SE,19.1,ESE,63.0,3.0,9.1,1022.6,30.0,No,15.2,13.1,SE,19.5
17.0,0.0,No,17.0,Portland,2011-01-29,1019.5,20.0,5.8,4.0,NNE,24.7,W,77.0,3.0,8.7,1018.6,28.0,No,14.4,13.2,WSW,27.0
30.0,0.0,No,28.0,Portland,2011-01-30,1013.1,33.0,8.4,1.0,NNW,29.7,W,25.0,2.0,14.4,1012.9,46.0,No,27.0,13.2,NW,34.8
15.0,0.0,No,19.0,Portland,2011-01-31,1012.1,75.0,10.6,7.0,E,23.3,ENE,85.0,7.0,16.6,1009.6,35.0,No,18.9,6.6,E,27.5
20.0,0.0,No,19.0,Portland,2011-02-01,1003.5,80.0,6.6,8.0,SW,17.2,S,80.0,5.0,18.8,1010.1,43.0,No,20.1,8.7,S,22.0
13.0,0.0,No,17.0,Portland,2011-02-02,1011.8,66.0,5.0,2.0,E,21.6,ESE,73.0,4.0,13.1,1010.0,30.0,No,17.1,12.8,E,22.3
15.0,0.0,No,15.0,Portland,2011-02-03,1015.6,61.0,5.2,6.0,SE,19.4,ESE,65.0,4.0,13.7,1014.3,33.0,No,16.6,11.7,ESE,20.6
17.0,0.2,No,13.0,Portland,2011-02-04,1010.1,74.0,5.6,5.0,E,20.9,SSW,82.0,6.0,15.0,1007.5,28.0,No,18.6,8.3,SSW,24.9
20.0,0.0,,17.0,Portland,2011-02-05,1007.4,96.0,5.4,8.0,NW,14.7,W,81.0,,9.2,1008.1,52.0,No,15.1,0.8,WNW,19.4
20.0,,No,17.0,Portland,2011-02-06,1022.6,50.0,1.6,6.0,SSW,15.1,S,51.0,6.0,10.4,1027.5,39.0,,13.4,13.0,SW,16.6
19.0,0.0,No,9.0,Portland,2011-02-07,1027.4,57.0,4.6,8.0,SW,16.4,SW,75.0,4.0,4.4,1026.4,33.0,No,13.5,11.3,W,17.1
20.0,0.0,,13.0,Portland,2011-02-08,1024.7,57.0,5.2,4.0,SE,17.6,ESE,67.0,7.0,13.2,1024.3,35.0,No,15.1,11.0,SSE,18.2
13.0,,No,17.0,Portland,2011-02-09,1022.6,70.0,5.4,7.0,ENE,17.5,E,73.0,7.0,11.8,1021.0,43.0,,14.9,5.7,E,19.6
11.0,0.0,Yes,9.0,Portland,2011-02-10,1015.3,71.0,3.0,8.0,N,22.8,E,88.0,8.0,14.5,1012.3,24.0,No,18.5,1.0,ENE,23.6
15.0,4.6,Yes,11.0,Portland,2011-02-11,1011.3,91.0,2.8,8.0,WSW,17.2,SSW,,8.0,16.7,1014.0,33.0,Yes,,0.6,S,17.9
15.0,2.2,No,11.0,Portland,2011-02-12,1022.1,51.0,2.4,5.0,SSE,16.7,S,61.0,7.0,12.6,1022.0,35.0,Yes,13.6,11.5,SSE,17.3
15.0,0.2,No,7.0,Portland,2011-02-13,1024.4,65.0,5.4,8.0,SW,17.8,SSW,68.0,8.0,9.3,1024.9,28.0,No,15.2,6.8,SW,18.2
24.0,0.0,No,19.0,Portland,2011-02-14,1024.8,72.0,4.0,2.0,ESE,18.4,E,83.0,8.0,12.8,1023.3,37.0,No,14.9,11.6,E,19.5
17.0,0.2,No,13.0,Portland,2011-02-15,1020.2,63.0,4.6,5.0,ENE,25.6,ESE,95.0,1.0,14.5,1017.5,30.0,No,17.1,12.6,E,27.4
7.0,0.0,No,7.0,Portland,2011-02-16,1015.5,48.0,8.0,5.0,NNE,28.5,N,87.0,3.0,14.5,1012.2,48.0,No,20.8,8.7,N,29.7
13.0,0.0,Yes,9.0,Portland,2011-02-17,1014.3,,2.6,8.0,SSW,,SE,,8.0,14.5,1015.6,37.0,No,,3.5,SE,17.8
13.0,7.8,Yes,17.0,Portland,2011-02-18,1015.3,95.0,2.6,8.0,E,18.3,ENE,94.0,8.0,15.7,1011.2,41.0,Yes,16.5,0.0,E,20.9
31.0,38.4,Yes,41.0,Portland,2011-02-19,999.3,78.0,3.0,5.0,W,19.5,W,,8.0,15.7,1006.6,70.0,Yes,,3.6,NW,19.7
31.0,2.2,No,28.0,Portland,2011-02-20,1011.6,51.0,2.4,6.0,SW,15.9,WSW,64.0,7.0,13.0,1016.1,54.0,Yes,13.4,9.9,WSW,16.7
19.0,0.6,No,24.0,Portland,2011-02-21,1020.7,62.0,5.0,8.0,WSW,15.3,SSW,89.0,8.0,11.5,1023.6,46.0,No,12.0,3.9,WSW,16.9
17.0,0.2,No,9.0,Portland,2011-02-22,1027.3,63.0,3.4,7.0,SE,16.9,SSE,71.0,8.0,12.0,1026.9,46.0,No,14.3,7.7,SSW,17.8
20.0,0.0,No,17.0,Portland,2011-02-23,1026.4,74.0,3.8,3.0,E,17.7,SE,84.0,8.0,13.1,1024.0,35.0,No,14.1,11.9,E,19.3
15.0,0.0,No,11.0,Portland,2011-02-24,1020.0,78.0,4.0,8.0,SE,18.1,E,96.0,8.0,12.1,1016.9,28.0,No,13.4,8.8,E,19.3
17.0,0.0,No,13.0,Portland,2011-02-25,1016.4,78.0,3.6,6.0,ESE,16.9,ESE,79.0,6.0,13.0,1013.6,31.0,No,15.8,12.2,E,19.5
11.0,0.0,No,2.0,Portland,2011-02-26,1009.7,68.0,5.2,7.0,NE,20.2,S,95.0,6.0,10.1,1008.8,22.0,No,16.8,0.9,SSE,24.4
17.0,0.4,No,13.0,Portland,2011-02-27,1011.7,74.0,2.4,8.0,SSE,17.1,SE,86.0,7.0,15.2,1012.0,33.0,No,15.6,7.2,SE,18.1
15.0,0.2,No,13.0,Portland,2011-02-28,1010.8,74.0,4.0,7.0,SE,15.8,SE,82.0,8.0,14.6,1009.4,28.0,No,15.1,2.8,SE,17.2
20.0,0.8,No,24.0,Portland,2011-03-01,1013.0,49.0,3.6,4.0,SSW,14.1,SSW,68.0,6.0,11.3,1017.4,48.0,No,13.0,10.7,WSW,16.1
17.0,0.0,No,15.0,Portland,2011-03-02,1018.9,89.0,3.8,7.0,WSW,13.0,WNW,66.0,8.0,8.0,1017.4,43.0,No,12.9,,WSW,15.8
26.0,1.0,No,20.0,Portland,2011-03-03,1014.7,51.0,,8.0,WSW,16.9,W,74.0,7.0,12.4,1015.5,48.0,No,13.9,,SW,17.3
19.0,0.0,No,15.0,Portland,2011-03-04,1017.3,64.0,8.0,6.0,SW,15.4,S,60.0,8.0,12.1,1019.7,43.0,No,13.4,,SE,16.4
22.0,0.0,No,13.0,Portland,2011-03-05,1024.7,52.0,1.4,,ESE,16.0,ESE,60.0,8.0,11.1,1023.4,43.0,No,12.5,10.5,ESE,16.8
17.0,0.0,No,17.0,Portland,2011-03-06,1021.9,36.0,4.6,0.0,ENE,28.4,NNE,84.0,0.0,10.4,1018.3,35.0,No,14.4,11.1,NNE,29.2
28.0,0.0,No,20.0,Portland,2011-03-07,1015.5,32.0,9.0,5.0,N,30.9,N,40.0,4.0,14.3,1011.6,50.0,No,22.1,9.4,N,31.7
17.0,0.0,Yes,22.0,Portland,2011-03-08,1008.4,94.0,10.2,8.0,NNW,19.4,W,50.0,5.0,18.5,1008.4,37.0,No,23.1,0.0,NNW,23.9
15.0,3.4,No,7.0,Portland,2011-03-09,1013.5,81.0,1.2,8.0,SSE,16.0,SSE,93.0,8.0,14.2,1013.3,24.0,Yes,14.6,0.0,S,16.7
19.0,0.0,No,13.0,Portland,2011-03-10,1017.3,67.0,1.2,8.0,SE,15.8,ESE,70.0,7.0,13.3,1017.6,31.0,No,14.3,2.0,SE,16.6
11.0,0.0,No,17.0,Portland,2011-03-11,1017.8,66.0,3.0,1.0,ESE,21.9,E,90.0,8.0,13.8,1015.6,28.0,No,15.9,6.9,E,22.9
19.0,0.4,No,13.0,Portland,2011-03-12,1015.5,44.0,4.0,8.0,N,27.7,W,92.0,3.0,12.9,1014.4,35.0,No,17.9,11.4,W,28.4
17.0,0.2,No,13.0,Portland,2011-03-13,1017.7,76.0,6.0,8.0,SSW,18.2,SSW,99.0,8.0,14.0,1020.1,31.0,No,15.9,3.0,SSW,19.9
22.0,0.0,No,13.0,Portland,2011-03-14,1026.1,59.0,3.2,6.0,SE,18.2,SE,87.0,3.0,5.4,1024.0,37.0,No,14.4,10.5,SE,19.2
15.0,0.0,No,7.0,Portland,2011-03-15,1020.4,68.0,3.8,5.0,ENE,18.0,S,89.0,1.0,8.8,1020.0,24.0,No,13.6,10.0,S,19.4
17.0,0.8,No,11.0,Portland,2011-03-16,1023.6,59.0,3.6,7.0,S,16.7,SSE,94.0,8.0,6.4,1023.5,31.0,No,12.7,8.4,SE,17.3
17.0,0.4,No,9.0,Portland,2011-03-17,1024.9,55.0,3.4,7.0,SE,15.8,SE,62.0,8.0,10.1,1023.4,30.0,No,13.0,9.6,SSE,17.0
22.0,0.0,No,11.0,Portland,2011-03-18,1020.4,61.0,3.0,7.0,ESE,15.4,SE,68.0,8.0,12.3,1018.4,37.0,No,12.8,9.0,SE,16.6
19.0,0.0,No,19.0,Portland,2011-03-19,1016.9,61.0,4.6,,ESE,17.5,E,71.0,8.0,12.8,1013.4,39.0,No,13.7,9.2,E,18.6
9.0,0.2,Yes,9.0,Portland,2011-03-20,1009.7,55.0,4.8,7.0,NNE,27.0,NE,99.0,3.0,13.5,1006.4,24.0,No,15.0,6.8,NE,27.4
15.0,19.4,Yes,11.0,Portland,2011-03-21,1006.4,93.0,2.6,8.0,S,18.9,SE,,8.0,15.0,1005.2,54.0,Yes,,0.0,SW,19.4
26.0,5.4,Yes,11.0,Portland,2011-03-22,1003.6,97.0,0.8,8.0,W,15.8,WNW,100.0,8.0,15.0,1003.0,46.0,Yes,15.8,4.4,WNW,17.3
13.0,1.6,Yes,15.0,Portland,2011-03-23,1001.0,90.0,0.6,7.0,N,16.5,NNW,99.0,8.0,13.3,1000.0,37.0,Yes,13.8,2.2,NW,18.6
26.0,9.0,Yes,26.0,Portland,2011-03-24,1006.2,87.0,0.6,8.0,SW,15.4,WSW,96.0,8.0,13.8,1009.1,54.0,Yes,14.2,3.2,SW,17.2
15.0,1.8,No,17.0,Portland,2011-03-25,1019.3,60.0,1.8,7.0,SSW,15.5,S,60.0,6.0,12.9,1021.8,39.0,Yes,13.9,3.0,SSW,16.6
15.0,0.2,No,15.0,Portland,2011-03-26,1027.1,73.0,3.6,6.0,SE,15.6,S,78.0,6.0,11.6,1026.9,31.0,No,13.3,3.7,S,17.5
11.0,0.2,No,6.0,Portland,2011-03-27,1028.0,74.0,1.0,8.0,SE,15.2,SSE,87.0,8.0,12.3,1026.9,44.0,No,13.6,0.0,SE,15.7
13.0,0.0,No,7.0,Portland,2011-03-28,1027.3,69.0,2.6,0.0,NE,19.4,E,85.0,2.0,11.8,1024.5,26.0,No,13.1,10.3,ESE,19.5
24.0,0.4,Yes,9.0,Portland,2011-03-29,1020.1,81.0,2.4,3.0,N,18.3,WSW,96.0,2.0,9.9,1018.2,37.0,No,13.1,10.5,W,23.4
24.0,1.8,No,22.0,Portland,2011-03-30,1019.0,62.0,3.6,7.0,SW,15.0,SW,97.0,8.0,10.2,1022.0,46.0,Yes,13.3,5.7,WSW,16.8
11.0,0.0,Yes,7.0,Portland,2011-03-31,1029.0,59.0,1.8,7.0,SW,15.3,S,64.0,5.0,11.1,1028.3,30.0,No,13.2,10.0,W,16.8
11.0,18.2,No,0.0,Portland,2011-05-01,1019.5,72.0,0.4,3.0,,15.9,SSW,97.0,7.0,12.7,1018.3,20.0,Yes,13.6,5.6,WNW,17.1
11.0,0.2,No,0.0,Portland,2011-05-02,1020.1,70.0,1.8,3.0,,14.4,ESE,96.0,3.0,4.4,1019.2,22.0,No,12.2,4.8,SE,15.3
9.0,0.0,Yes,6.0,Portland,2011-05-03,1021.3,61.0,0.4,7.0,S,14.3,SSW,72.0,7.0,6.9,1020.6,19.0,No,12.7,7.2,SW,14.9
15.0,1.4,Yes,15.0,Portland,2011-05-04,1022.1,78.0,2.0,6.0,WSW,14.4,SSW,86.0,7.0,9.6,1022.9,41.0,Yes,13.4,3.9,SW,15.6
,1.8,No,2.0,Portland,2011-05-05,1029.1,,0.8,,E,,,69.0,8.0,10.3,,19.0,Yes,10.9,0.0,S,12.7
2.0,0.0,No,9.0,Portland,2011-05-06,1026.1,64.0,1.2,8.0,N,12.4,N,75.0,8.0,8.5,1023.2,20.0,No,9.5,0.1,NNE,12.5
11.0,0.0,Yes,7.0,Portland,2011-05-07,1018.4,67.0,1.0,8.0,N,13.4,WSW,83.0,7.0,5.8,1016.1,20.0,No,8.8,0.8,WSW,14.5
20.0,4.4,No,9.0,Portland,2011-05-08,1017.7,65.0,1.6,8.0,WSW,12.5,SSE,96.0,8.0,6.4,1019.2,33.0,Yes,11.8,2.7,S,14.3
19.0,0.8,No,17.0,Portland,2011-05-09,1025.0,56.0,1.0,6.0,ESE,12.7,SE,81.0,7.0,9.1,1023.5,31.0,No,10.2,6.4,SE,14.0
22.0,0.4,Yes,15.0,Portland,2011-05-10,1020.5,70.0,1.6,8.0,NNW,12.2,NNW,84.0,8.0,6.5,1013.9,48.0,No,9.8,0.7,SW,13.1
15.0,9.8,Yes,19.0,Portland,2011-05-11,1013.1,89.0,1.2,8.0,WSW,9.4,SW,71.0,8.0,7.2,1011.3,48.0,Yes,9.7,0.6,SW,13.1
30.0,5.2,Yes,24.0,Portland,2011-05-12,1013.3,83.0,0.2,7.0,WSW,13.2,WSW,93.0,8.0,8.7,1012.9,48.0,Yes,12.9,3.6,WSW,15.4
33.0,2.8,Yes,28.0,Portland,2011-05-13,1014.2,54.0,0.4,4.0,WSW,13.0,SW,74.0,5.0,11.4,1015.6,61.0,Yes,13.2,4.4,SW,13.9
17.0,1.8,No,17.0,Portland,2011-05-14,1026.3,61.0,1.8,6.0,SSW,12.2,SSW,55.0,6.0,8.8,1027.7,54.0,Yes,11.4,1.9,SSW,14.0
20.0,0.8,No,9.0,Portland,2011-05-15,1032.6,60.0,0.8,8.0,WSW,12.9,W,67.0,8.0,9.6,1032.2,35.0,No,12.0,1.2,W,13.8
22.0,0.6,No,17.0,Portland,2011-05-16,1032.2,67.0,2.2,8.0,W,13.3,W,67.0,8.0,9.5,1030.6,39.0,No,12.1,0.0,W,13.6
17.0,0.0,No,11.0,Portland,2011-05-17,1031.3,52.0,0.4,4.0,N,13.9,N,74.0,8.0,9.9,1028.3,26.0,No,10.9,3.0,N,14.6
19.0,0.0,No,13.0,Portland,2011-05-18,1027.6,58.0,2.6,8.0,N,14.0,N,79.0,8.0,3.9,1025.1,30.0,No,8.1,1.6,N,15.3
15.0,0.0,No,20.0,Portland,2011-05-19,1025.5,53.0,1.6,8.0,N,16.0,N,52.0,7.0,8.1,1024.0,41.0,No,13.5,1.1,N,17.6
