Date,Humidity_3_pm,Max_Temp_C,Wind_Speed_9_am,Min_Temp_C,Humidity_9_am,Wind_Dir_9_am,Rain_Today,Rain_Tomorrow,Wind_Gust_Speed,Temp_3_pm_C,Wind_Gust_Dir,Wind_Dir_3_pm,Temp_9_am_C,Wind_Speed_3_pm,Rainfall,Location
2010-06-15,54.0,18.4,0.0,4.7,99.0,,No,No,17.0,18.1,N,NNE,7.2,9.0,0.0,Penrith
2010-06-16,67.0,18.5,2.0,5.2,100.0,NW,No,No,15.0,16.9,N,W,8.0,7.0,0.2,Penrith
2010-06-17,54.0,19.1,15.0,7.9,84.0,N,No,No,43.0,19.0,WNW,WNW,12.0,17.0,0.0,Penrith
2010-06-18,40.0,17.9,0.0,4.4,80.0,,No,No,19.0,17.6,SSW,SSW,9.6,2.0,0.6,Penrith
2010-06-19,44.0,19.9,2.0,2.8,97.0,NNE,No,No,39.0,18.6,W,W,7.2,11.0,0.0,Penrith
2010-06-20,45.0,19.8,7.0,3.7,98.0,S,No,No,19.0,19.3,SW,SSE,8.2,11.0,0.2,Penrith
2010-06-21,62.0,18.3,0.0,5.7,99.0,,No,No,20.0,17.0,SSW,S,9.5,11.0,0.0,Penrith
2010-06-22,89.0,16.0,7.0,9.4,88.0,S,No,No,24.0,15.5,S,SW,14.1,6.0,0.0,Penrith
2010-06-23,88.0,15.1,11.0,10.0,88.0,SSE,No,Yes,24.0,14.1,SSW,SSW,13.0,11.0,1.0,Penrith
2010-06-24,58.0,17.8,4.0,9.1,100.0,SE,Yes,No,24.0,17.7,N,N,10.1,17.0,3.2,Penrith
2010-06-25,76.0,17.8,6.0,9.6,100.0,SSW,No,No,24.0,16.8,N,NNW,10.9,6.0,0.0,Penrith
2010-06-26,37.0,20.2,11.0,10.9,89.0,N,No,No,44.0,18.9,W,SW,13.8,24.0,0.0,Penrith
2010-06-27,44.0,16.0,7.0,2.4,94.0,ESE,No,No,20.0,15.0,S,S,8.1,11.0,0.2,Penrith
2010-06-28,40.0,15.8,0.0,1.9,99.0,,No,No,17.0,15.5,WNW,NNW,4.4,6.0,0.2,Penrith
2010-06-29,43.0,13.9,4.0,-0.3,99.0,WNW,No,No,13.0,13.2,WNW,N,2.3,9.0,0.2,Penrith
2010-06-30,41.0,16.0,7.0,-1.1,99.0,NNE,No,No,17.0,16.0,NW,NW,2.5,6.0,0.2,Penrith
2010-07-01,43.0,16.6,6.0,1.4,98.0,ESE,No,No,20.0,15.7,W,,6.2,0.0,0.0,Penrith
2010-07-02,80.0,11.3,0.0,4.1,97.0,,No,No,19.0,10.6,SSW,NNW,6.1,7.0,0.0,Penrith
2010-07-03,38.0,16.0,15.0,4.2,61.0,SW,No,No,41.0,15.5,WSW,SSW,11.3,22.0,0.6,Penrith
2010-07-04,41.0,18.4,6.0,3.0,76.0,NW,No,No,17.0,17.7,S,SSE,8.9,7.0,0.0,Penrith
2010-07-05,70.0,14.3,7.0,4.2,99.0,NNE,No,Yes,13.0,14.0,NW,SSW,8.1,6.0,0.0,Penrith
2010-07-06,56.0,18.1,4.0,8.1,100.0,NW,Yes,No,33.0,15.7,WSW,SSW,9.6,19.0,2.6,Penrith
2010-07-07,58.0,17.7,19.0,9.6,63.0,SW,No,No,28.0,16.2,SW,SSW,13.2,9.0,0.0,Penrith
2010-07-08,69.0,17.0,13.0,6.9,66.0,SSW,No,No,28.0,14.4,SSW,ESE,13.0,9.0,0.0,Penrith
2010-07-09,64.0,18.4,6.0,9.1,84.0,SSE,No,No,28.0,16.4,SSE,SE,12.3,11.0,0.4,Penrith
2010-07-10,62.0,17.5,0.0,6.4,100.0,,No,No,19.0,17.3,NNE,NE,9.2,9.0,0.2,Penrith
2010-07-11,98.0,16.3,4.0,9.1,100.0,W,No,No,17.0,14.8,SSW,,11.7,0.0,0.0,Penrith
2010-07-12,64.0,16.9,6.0,7.1,,SE,No,No,20.0,16.4,NNW,NNW,10.9,9.0,0.6,Penrith
2010-07-13,84.0,17.3,7.0,10.2,99.0,WSW,No,No,24.0,16.4,NNE,NNE,12.1,15.0,0.0,Penrith
2010-07-14,38.0,17.9,11.0,12.1,46.0,NW,No,No,57.0,16.8,WNW,WNW,15.0,24.0,0.0,Penrith
2010-07-15,37.0,17.2,13.0,9.0,49.0,WSW,No,No,63.0,16.4,NW,SW,12.8,22.0,0.6,Penrith
2010-07-16,43.0,16.8,22.0,3.0,52.0,WSW,No,No,33.0,15.8,SSW,SSW,12.2,9.0,0.0,Penrith
2010-07-17,45.0,17.6,7.0,2.5,98.0,N,No,No,20.0,17.1,NE,NE,6.5,13.0,0.2,Penrith
2010-07-18,43.0,18.7,2.0,2.0,100.0,SSW,No,No,19.0,18.2,WNW,SW,5.4,6.0,0.0,Penrith
2010-07-19,51.0,18.1,0.0,4.9,95.0,,No,Yes,28.0,16.0,SSW,ESE,8.6,11.0,0.2,Penrith
2010-07-20,36.0,16.8,11.0,5.7,71.0,SW,Yes,No,26.0,16.3,SW,SSE,11.0,7.0,2.8,Penrith
2010-07-21,60.0,15.6,4.0,3.8,97.0,NNE,No,No,24.0,13.9,S,N,8.2,15.0,0.0,Penrith
2010-07-22,50.0,17.2,17.0,2.5,56.0,SSW,No,No,35.0,16.4,SW,SSE,12.2,17.0,0.0,Penrith
2010-07-23,51.0,18.8,0.0,3.3,86.0,,No,No,28.0,17.1,SSW,SSW,9.5,13.0,0.0,Penrith
2010-07-24,51.0,19.2,2.0,6.9,98.0,S,No,Yes,15.0,17.6,NNW,ENE,10.8,9.0,0.2,Penrith
2010-07-25,61.0,18.1,0.0,8.5,98.0,,Yes,Yes,28.0,15.8,S,E,12.6,15.0,8.4,Penrith
2010-07-26,66.0,17.0,7.0,8.2,97.0,S,Yes,No,20.0,15.4,SSE,ESE,11.9,4.0,14.4,Penrith
2010-07-27,61.0,17.1,6.0,9.4,96.0,SSW,No,Yes,13.0,16.2,NE,WSW,11.7,4.0,0.0,Penrith
2010-07-28,100.0,12.4,7.0,11.0,99.0,SSE,Yes,Yes,17.0,12.3,SW,,11.3,0.0,2.2,Penrith
2010-07-29,100.0,,,9.6,,,Yes,,11.0,13.1,N,,,0.0,23.4,Penrith
2010-07-30,81.0,,,,,,,,24.0,19.1,WNW,,,0.0,,Penrith
2010-07-31,40.0,20.7,,,,,,No,46.0,19.9,WSW,WSW,,19.0,,Penrith
2010-08-01,35.0,20.6,7.0,4.9,88.0,NW,No,No,65.0,19.2,W,NW,10.6,35.0,0.0,Penrith
2010-08-02,41.0,15.7,11.0,6.9,47.0,NNE,No,Yes,63.0,15.2,WSW,WSW,11.8,20.0,0.2,Penrith
2010-08-03,51.0,18.2,28.0,10.9,64.0,SSW,Yes,No,56.0,17.3,SW,SSW,14.5,24.0,6.0,Penrith
2010-08-04,35.0,18.8,0.0,6.1,80.0,,No,No,28.0,18.4,WSW,W,10.8,15.0,0.0,Penrith
2010-08-05,34.0,17.6,0.0,3.7,83.0,,No,No,39.0,16.4,WSW,WSW,8.8,24.0,0.0,Penrith
2010-08-06,34.0,17.1,4.0,2.3,97.0,SW,No,No,26.0,16.5,SSE,SSW,7.3,15.0,0.6,Penrith
2010-08-07,33.0,16.3,13.0,4.3,51.0,SW,No,No,28.0,15.6,SW,S,11.9,11.0,0.2,Penrith
2010-08-08,43.0,17.4,0.0,3.3,99.0,,No,No,20.0,16.8,NE,ENE,5.9,11.0,0.0,Penrith
2010-08-09,42.0,18.7,6.0,3.2,99.0,WNW,No,Yes,20.0,18.0,NE,N,7.3,9.0,0.0,Penrith
2010-08-10,99.0,12.3,0.0,6.6,98.0,,Yes,Yes,13.0,12.2,SSW,,9.0,0.0,5.4,Penrith
2010-08-11,47.0,17.4,6.0,7.5,99.0,NNW,Yes,No,56.0,16.0,WNW,N,10.5,26.0,4.2,Penrith
2010-08-12,44.0,17.5,15.0,10.5,49.0,W,No,No,46.0,16.0,WSW,SW,14.2,26.0,0.2,Penrith
2010-08-13,39.0,19.2,24.0,5.6,48.0,SW,No,No,44.0,18.4,SW,S,14.7,7.0,0.0,Penrith
2010-08-14,40.0,21.1,0.0,4.7,98.0,,No,No,35.0,20.4,NW,S,8.9,7.0,0.0,Penrith
2010-08-15,40.0,21.2,0.0,7.0,87.0,,No,No,65.0,18.9,W,WNW,11.0,31.0,0.0,Penrith
2010-08-16,34.0,18.7,20.0,11.0,44.0,W,No,No,46.0,18.1,WNW,WNW,14.5,22.0,1.0,Penrith
2010-08-17,27.0,18.2,4.0,3.0,50.0,SSW,No,No,20.0,17.4,NNE,NNE,10.4,9.0,0.0,Penrith
2010-08-18,39.0,20.8,2.0,2.2,78.0,N,No,Yes,37.0,20.0,NE,NE,7.8,24.0,0.0,Penrith
2010-08-19,31.0,24.7,28.0,7.8,58.0,WNW,Yes,No,72.0,23.2,NW,WNW,20.0,41.0,4.6,Penrith
2010-08-20,29.0,18.7,22.0,8.1,41.0,WNW,No,No,41.0,17.4,W,W,15.3,24.0,0.2,Penrith
2010-08-21,42.0,17.2,0.0,3.7,67.0,,No,No,37.0,15.6,WNW,NW,11.3,19.0,0.0,Penrith
2010-08-22,35.0,18.4,7.0,2.6,79.0,N,No,No,46.0,16.9,E,NNE,9.5,15.0,0.0,Penrith
2010-08-23,65.0,15.7,7.0,9.0,96.0,NNE,No,No,24.0,14.2,NNE,N,10.4,13.0,0.0,Penrith
2010-08-24,33.0,19.9,0.0,5.0,77.0,,No,No,48.0,18.7,W,W,12.3,24.0,0.2,Penrith
2010-08-25,30.0,17.7,9.0,11.0,33.0,SW,No,No,52.0,16.6,W,W,14.9,13.0,0.2,Penrith
2010-08-26,39.0,17.5,30.0,7.8,43.0,WNW,No,No,59.0,16.7,WSW,W,14.1,20.0,0.0,Penrith
2010-08-27,42.0,19.1,17.0,9.0,46.0,NW,No,No,54.0,16.6,NW,W,15.7,20.0,0.0,Penrith
2010-08-28,33.0,18.5,4.0,3.8,58.0,NNE,No,No,24.0,17.7,ESE,S,12.6,6.0,0.0,Penrith
2010-08-29,41.0,19.6,6.0,4.1,79.0,NW,No,No,28.0,19.5,E,ENE,10.2,11.0,0.0,Penrith
2010-08-30,44.0,20.3,6.0,10.0,65.0,NE,No,No,46.0,19.0,SE,ESE,15.1,13.0,0.0,Penrith
2010-08-31,34.0,23.5,6.0,8.9,76.0,ENE,No,No,26.0,23.0,NE,NE,14.6,6.0,0.0,Penrith
2010-09-01,37.0,26.7,0.0,9.6,85.0,,No,No,54.0,24.4,WNW,WNW,12.3,19.0,0.0,Penrith
2010-09-02,74.0,19.0,11.0,12.3,94.0,SW,No,Yes,24.0,18.3,SE,E,16.4,11.0,0.0,Penrith
2010-09-03,83.0,15.0,13.0,11.2,97.0,SSW,Yes,Yes,24.0,14.9,SW,NNW,12.2,6.0,2.6,Penrith
2010-09-04,84.0,21.0,0.0,12.1,100.0,,Yes,,67.0,20.1,WNW,NNE,13.8,22.0,11.8,Penrith
2010-09-05,41.0,20.5,,,52.0,,,No,63.0,19.5,WNW,W,17.7,28.0,,Penrith
2010-09-06,37.0,21.3,6.0,8.2,51.0,SSE,No,No,37.0,18.6,WNW,WNW,15.0,22.0,0.0,Penrith
2010-09-07,38.0,18.8,4.0,5.4,61.0,SSW,No,No,31.0,16.6,SSW,SSE,13.5,19.0,0.0,Penrith
2010-09-08,34.0,18.9,7.0,5.2,64.0,ESE,No,No,20.0,18.2,ENE,NNW,13.2,7.0,0.0,Penrith
2010-09-09,83.0,17.0,2.0,6.5,86.0,ENE,No,No,,15.5,,NW,11.8,6.0,0.0,Penrith
2010-09-10,41.0,24.5,2.0,9.0,100.0,S,No,No,69.0,21.6,WNW,WNW,10.9,26.0,1.0,Penrith
2010-09-11,26.0,22.3,11.0,5.7,52.0,SW,No,No,31.0,21.6,WSW,N,15.5,7.0,0.2,Penrith
2010-09-12,43.0,21.5,6.0,5.5,73.0,N,No,No,30.0,20.6,NNE,NE,12.5,13.0,0.0,Penrith
2010-09-13,32.0,24.3,9.0,10.5,79.0,SSE,No,No,39.0,22.4,WSW,SW,14.6,17.0,0.0,Penrith
2010-09-14,98.0,18.9,9.0,11.8,76.0,S,No,Yes,28.0,14.9,SSE,S,16.4,15.0,0.0,Penrith
2010-09-15,25.0,23.2,,10.3,,,Yes,No,44.0,22.0,SW,SW,,24.0,10.6,Penrith
2010-09-16,31.0,21.1,15.0,7.5,49.0,NW,No,No,43.0,20.3,W,WNW,15.8,24.0,0.2,Penrith
2010-09-17,31.0,20.2,6.0,3.5,51.0,NNE,No,,,19.5,,N,13.1,15.0,0.0,Penrith
2010-09-18,31.0,24.0,6.0,,67.0,SW,,No,,23.2,,SSE,12.1,19.0,,Penrith
2010-09-19,54.0,19.3,6.0,7.3,66.0,N,No,No,22.0,18.2,NE,NNE,13.2,13.0,0.0,Penrith
2010-09-20,50.0,22.0,6.0,7.7,68.0,NNW,No,No,,21.9,,NW,14.8,6.0,0.0,Penrith
2010-09-21,49.0,25.7,6.0,8.1,82.0,N,No,No,,22.6,,ESE,15.2,30.0,0.0,Penrith
2010-09-22,52.0,23.4,7.0,12.9,69.0,N,No,,,23.3,,E,17.4,9.0,0.0,Penrith
2010-09-23,65.0,20.4,11.0,14.2,80.0,SSW,,No,24.0,18.2,SE,ESE,15.9,19.0,,Penrith
2010-09-24,39.0,26.8,9.0,10.6,75.0,N,No,No,24.0,26.2,NNE,NW,17.2,4.0,0.0,Penrith
2010-09-25,25.0,26.9,6.0,7.5,67.0,W,No,,,24.6,,W,16.7,20.0,0.0,Penrith
2010-09-26,29.0,25.8,,9.0,52.0,,,No,30.0,25.6,ENE,NNE,18.2,15.0,,Penrith
2010-09-27,28.0,29.8,7.0,9.7,73.0,NW,No,No,74.0,27.1,NW,W,16.6,30.0,0.0,Penrith
2010-09-28,19.0,27.0,15.0,10.6,36.0,NNW,No,No,50.0,25.6,WNW,WNW,21.5,30.0,0.0,Penrith
2010-09-29,47.0,20.6,20.0,10.9,36.0,SW,No,No,37.0,16.0,SE,ESE,17.2,22.0,0.0,Penrith
2010-09-30,29.0,20.4,4.0,5.6,47.0,N,No,No,37.0,19.9,SE,ENE,14.6,11.0,0.0,Penrith
2010-10-01,50.0,19.1,4.0,6.1,73.0,NE,No,No,22.0,18.2,ENE,E,13.0,13.0,0.0,Penrith
2010-10-02,80.0,18.5,7.0,10.4,75.0,SSW,No,Yes,31.0,17.2,SSE,SSW,16.5,13.0,0.0,Penrith
2010-10-03,74.0,,15.0,13.4,100.0,SSW,Yes,,,19.2,,E,15.2,17.0,31.6,Penrith
2010-10-04,95.0,,,,,,,,,17.7,,NE,,11.0,,Penrith
2010-10-05,57.0,,,,,,,,,24.4,,W,,6.0,,Penrith
2010-10-06,69.0,23.2,6.0,,98.0,SW,,No,48.0,22.5,SW,ENE,18.0,9.0,,Penrith
2010-10-07,69.0,24.0,0.0,14.1,99.0,,No,No,37.0,20.5,SE,ESE,16.3,24.0,0.0,Penrith
2010-10-08,41.0,22.7,7.0,12.9,76.0,S,No,No,30.0,21.9,SE,S,16.0,9.0,0.0,Penrith
2010-10-09,79.0,,9.0,14.5,77.0,WSW,No,,,16.1,,WNW,15.4,7.0,0.0,Penrith
2010-10-10,50.0,22.0,,,,,,,,20.9,,ESE,,26.0,,Penrith
2010-10-11,58.0,22.4,7.0,13.5,90.0,S,,No,46.0,21.1,ENE,NE,16.5,17.0,,Penrith
2010-10-12,55.0,24.8,7.0,12.9,76.0,N,No,No,24.0,24.2,NE,NNE,17.9,9.0,0.6,Penrith
2010-10-13,53.0,27.1,0.0,14.1,97.0,,No,,,25.5,,ENE,16.9,13.0,0.0,Penrith
2010-10-14,39.0,29.3,,,,,,,,27.8,,S,,9.0,,Penrith
2010-10-15,67.0,25.6,15.0,16.4,92.0,N,,No,61.0,23.0,WNW,N,19.8,44.0,,Penrith
2010-10-16,36.0,16.0,33.0,10.7,37.0,W,No,No,72.0,15.2,WSW,W,11.2,31.0,0.2,Penrith
2010-10-17,37.0,24.3,6.0,5.6,55.0,SE,No,No,43.0,23.0,WNW,SSE,14.2,7.0,0.2,Penrith
2010-10-18,35.0,25.4,6.0,7.9,56.0,SW,No,No,35.0,23.5,W,NW,15.1,4.0,0.0,Penrith
2010-10-19,69.0,17.0,9.0,7.8,86.0,SW,No,No,20.0,15.8,ESE,ESE,13.1,11.0,0.0,Penrith
2010-10-20,39.0,24.5,6.0,12.0,65.0,NNE,No,No,26.0,23.5,ENE,NNE,16.9,11.0,0.2,Penrith
2010-10-21,41.0,25.9,4.0,10.4,73.0,SE,No,No,26.0,24.4,N,NE,17.5,9.0,0.0,Penrith
2010-10-22,73.0,27.2,6.0,11.8,76.0,SE,No,No,37.0,20.6,NW,E,18.5,4.0,0.0,Penrith
2010-10-23,57.0,30.8,4.0,12.0,71.0,WNW,No,Yes,52.0,23.1,W,E,19.0,15.0,0.6,Penrith
2010-10-24,98.0,17.3,15.0,12.4,97.0,SW,Yes,Yes,30.0,13.6,SSW,SSW,12.5,13.0,18.6,Penrith
2010-10-25,55.0,22.0,19.0,12.5,71.0,SSW,Yes,No,31.0,19.8,S,SSE,17.2,11.0,5.6,Penrith
2010-10-26,33.0,27.2,2.0,10.5,78.0,S,No,No,17.0,26.3,NW,NNW,16.6,7.0,0.0,Penrith
2010-10-27,72.0,27.2,7.0,10.6,58.0,SSE,No,Yes,46.0,19.6,SE,SE,18.2,17.0,0.0,Penrith
2010-10-28,60.0,19.4,15.0,14.7,97.0,S,Yes,No,22.0,19.1,S,E,14.8,11.0,3.0,Penrith
2010-10-29,67.0,21.6,4.0,12.0,82.0,NNE,No,No,22.0,19.9,NE,ESE,16.5,4.0,0.4,Penrith
2010-10-30,45.0,31.8,6.0,12.7,87.0,N,No,No,35.0,30.6,ENE,NE,18.0,13.0,0.0,Penrith
2010-10-31,34.0,31.5,0.0,18.0,97.0,,No,No,39.0,31.1,NNW,NW,20.1,20.0,0.0,Penrith
2010-11-01,88.0,21.5,9.0,15.8,57.0,S,No,Yes,28.0,17.9,SE,SE,19.9,13.0,0.0,Penrith
2010-11-02,52.0,20.2,22.0,12.8,59.0,WSW,Yes,No,44.0,19.5,SW,WSW,16.2,15.0,37.2,Penrith
2010-11-03,37.0,25.6,6.0,9.9,78.0,NNE,No,No,39.0,25.2,SE,SE,16.7,7.0,0.2,Penrith
2010-11-04,69.0,19.3,13.0,13.4,77.0,SSW,No,Yes,31.0,17.4,SSW,SSE,15.2,13.0,0.0,Penrith
2010-11-05,47.0,18.8,13.0,11.7,77.0,SSW,Yes,Yes,33.0,18.2,S,SE,14.6,20.0,17.4,Penrith
2010-11-06,74.0,18.1,13.0,12.2,91.0,SSW,Yes,Yes,28.0,17.4,SE,SSW,14.1,6.0,3.4,Penrith
2010-11-07,56.0,24.7,9.0,11.9,99.0,NNE,Yes,No,30.0,22.3,ENE,NNE,14.8,13.0,1.6,Penrith
2010-11-08,63.0,30.3,2.0,13.7,79.0,SE,No,Yes,67.0,24.6,NNE,E,19.5,15.0,0.0,Penrith
2010-11-09,63.0,25.8,13.0,16.7,92.0,S,Yes,No,20.0,24.4,ENE,ENE,20.4,7.0,12.2,Penrith
2010-11-10,51.0,29.5,7.0,17.6,90.0,N,No,Yes,59.0,28.1,SW,E,21.1,13.0,0.2,Penrith
2010-11-11,49.0,29.6,4.0,17.2,78.0,NNE,Yes,No,28.0,26.9,NNE,WNW,20.9,9.0,21.4,Penrith
2010-11-12,32.0,33.2,6.0,16.0,73.0,SSW,No,No,35.0,32.6,ENE,NE,22.1,15.0,0.2,Penrith
2010-11-13,50.0,33.3,6.0,17.9,72.0,NNW,No,No,48.0,31.9,S,SW,23.9,9.0,0.0,Penrith
2010-11-14,39.0,34.0,6.0,20.5,74.0,NNW,No,No,39.0,32.1,N,N,26.0,20.0,0.0,Penrith
2010-11-15,98.0,21.2,11.0,21.2,96.0,S,No,Yes,19.0,19.3,SSW,E,21.2,2.0,0.6,Penrith
2010-11-16,47.0,27.4,6.0,18.3,86.0,ESE,Yes,No,31.0,26.9,SE,ENE,20.9,9.0,27.0,Penrith
2010-11-17,73.0,22.5,9.0,16.8,86.0,SSE,No,No,26.0,20.5,ENE,N,17.8,11.0,0.0,Penrith
2010-11-18,49.0,26.9,6.0,15.0,79.0,S,No,No,31.0,25.8,NNE,NNE,19.3,15.0,0.0,Penrith
2010-11-19,65.0,18.9,24.0,15.2,75.0,S,No,No,39.0,17.7,S,SSE,16.0,15.0,0.0,Penrith
2010-11-20,40.0,25.7,6.0,12.8,53.0,SE,No,No,31.0,24.6,NNW,SSW,18.8,4.0,0.0,Penrith
2010-11-21,37.0,27.6,4.0,11.8,72.0,SE,No,No,31.0,26.5,ENE,ESE,18.6,9.0,0.0,Penrith
2010-11-22,45.0,27.0,7.0,13.4,63.0,NNE,No,No,37.0,25.0,ENE,ENE,20.8,19.0,0.0,Penrith
2010-11-23,36.0,28.7,6.0,13.3,64.0,NNW,No,No,35.0,28.0,ENE,NE,20.6,15.0,0.0,Penrith
2010-11-24,32.0,30.6,7.0,14.1,72.0,S,No,No,33.0,29.6,ENE,NE,20.7,11.0,0.0,Penrith
2010-11-25,31.0,33.1,7.0,16.2,72.0,SSE,No,No,35.0,32.4,E,SE,22.4,13.0,0.0,Penrith
2010-11-26,32.0,31.9,2.0,16.1,61.0,SE,No,No,30.0,31.2,ESE,NE,23.7,7.0,0.0,Penrith
2010-11-27,38.0,32.2,6.0,17.2,70.0,NW,No,No,39.0,30.3,NNE,ENE,23.0,19.0,0.0,Penrith
2010-11-28,98.0,22.4,4.0,18.1,96.0,SE,No,Yes,28.0,20.7,NNE,NE,20.0,9.0,0.0,Penrith
2010-11-29,96.0,19.5,9.0,16.3,98.0,SSW,Yes,Yes,33.0,18.9,SSW,S,16.9,17.0,10.6,Penrith
2010-11-30,91.0,21.4,6.0,16.3,98.0,SSE,Yes,Yes,28.0,21.1,SE,SW,17.3,9.0,10.8,Penrith
2010-12-01,98.0,21.2,4.0,17.2,100.0,SE,Yes,Yes,30.0,20.3,ENE,NE,18.3,15.0,25.2,Penrith
2010-12-02,71.0,25.8,6.0,18.2,97.0,ESE,Yes,No,24.0,25.3,E,E,20.0,9.0,4.2,Penrith
2010-12-03,65.0,27.4,9.0,19.3,90.0,SSW,No,Yes,33.0,26.6,SSE,SSE,21.7,13.0,0.4,Penrith
2010-12-04,90.0,24.7,7.0,19.2,98.0,ENE,Yes,Yes,33.0,23.1,ENE,WSW,20.3,7.0,4.6,Penrith
2010-12-05,97.0,26.5,0.0,19.0,78.0,,Yes,No,31.0,22.8,ENE,SSW,22.5,11.0,1.8,Penrith
2010-12-06,81.0,26.8,6.0,19.4,82.0,SW,No,No,28.0,23.0,S,SSW,22.2,13.0,1.0,Penrith
2010-12-07,54.0,28.9,7.0,18.4,89.0,NE,No,No,35.0,27.2,ENE,ENE,22.5,17.0,0.2,Penrith
2010-12-08,44.0,33.3,9.0,17.1,72.0,NE,No,No,41.0,32.3,ENE,NE,23.8,17.0,0.0,Penrith
2010-12-09,61.0,32.1,2.0,23.0,98.0,SSW,No,Yes,44.0,29.5,N,N,23.9,24.0,0.6,Penrith
2010-12-10,48.0,31.5,4.0,21.7,98.0,NE,Yes,No,33.0,30.1,WSW,SW,22.2,11.0,1.8,Penrith
2010-12-11,28.0,32.0,9.0,14.9,60.0,NNE,No,No,35.0,30.4,WSW,NNE,21.9,9.0,0.0,Penrith
2010-12-12,29.0,31.6,11.0,16.9,41.0,NNE,No,No,57.0,31.5,WNW,WNW,25.0,19.0,0.0,Penrith
2010-12-13,37.0,29.1,11.0,15.6,61.0,SSE,No,No,37.0,28.5,SE,SSW,21.9,7.0,0.0,Penrith
2010-12-14,49.0,28.0,13.0,18.9,68.0,SSE,No,No,30.0,26.8,SE,ESE,22.2,15.0,0.0,Penrith
2010-12-15,44.0,31.9,9.0,19.1,84.0,N,No,No,26.0,30.7,NNE,ESE,21.9,11.0,0.0,Penrith
2010-12-16,99.0,,4.0,20.4,65.0,NNE,No,,,17.8,,WSW,25.4,11.0,0.0,Penrith
2010-12-17,,,,,,,,,,,,,,,,Penrith
2010-12-18,,,,,,,,,,,,,,,,Penrith
2010-12-19,39.0,,,,,,,,,26.8,,N,,37.0,,Penrith
2010-12-20,37.0,22.6,,12.1,,,,No,65.0,20.7,W,W,,43.0,,Penrith
2010-12-21,32.0,27.6,15.0,12.9,41.0,NNW,No,No,44.0,26.4,W,WSW,20.7,19.0,0.0,Penrith
2010-12-22,55.0,26.9,11.0,13.5,63.0,S,No,No,31.0,24.4,SSE,SE,20.7,20.0,0.0,Penrith
2010-12-23,35.0,31.9,2.0,15.5,79.0,NNE,No,No,54.0,30.7,S,ESE,20.6,11.0,0.0,Penrith
2010-12-24,55.0,23.5,11.0,17.9,75.0,S,No,,,23.2,,ENE,18.7,7.0,0.0,Penrith
2010-12-25,45.0,,,,,,,,,31.0,,N,,9.0,,Penrith
2010-12-26,63.0,30.7,9.0,20.3,88.0,NNW,,,,28.4,,NE,21.4,9.0,,Penrith
2010-12-27,,,,,,,,,,,,,,,,Penrith
2010-12-28,52.0,,,,,,,,,20.5,,NE,,9.0,,Penrith
2010-12-29,48.0,30.8,,14.9,,,,No,31.0,28.8,NNE,NNE,,13.0,,Penrith
2010-12-30,51.0,31.6,9.0,17.3,72.0,SSW,No,No,43.0,30.9,S,ESE,23.1,17.0,0.0,Penrith
2010-12-31,34.0,35.9,6.0,17.9,84.0,S,No,No,31.0,34.1,ENE,ENE,23.4,6.0,0.0,Penrith
2011-01-01,19.0,39.1,4.0,19.0,78.0,NNE,No,No,31.0,38.3,ENE,N,24.9,9.0,0.0,Penrith
2011-01-02,53.0,,6.0,19.3,74.0,WSW,No,,,31.6,,ESE,23.6,17.0,0.0,Penrith
2011-01-03,,,,,,,,,,,,,,,,Penrith
2011-01-04,69.0,,,,,,,,,21.3,,E,,13.0,,Penrith
2011-01-05,,,6.0,,72.0,NNE,,,,,,,19.7,,,Penrith
2011-01-06,,,,,,,,,,,,,,,,Penrith
2011-01-07,81.0,27.2,,,,,,,,24.6,,WNW,,6.0,,Penrith
2011-01-08,46.0,30.1,0.0,,88.0,,,Yes,30.0,29.0,SE,E,22.7,9.0,,Penrith
2011-01-09,54.0,29.7,11.0,20.9,100.0,SSW,Yes,Yes,37.0,29.3,SE,E,21.7,19.0,3.0,Penrith
2011-01-10,65.0,28.4,19.0,21.1,79.0,NE,Yes,Yes,39.0,26.5,ENE,ESE,24.9,20.0,4.4,Penrith
2011-01-11,98.0,24.9,7.0,20.6,97.0,WNW,Yes,Yes,24.0,22.4,ENE,NW,22.2,4.0,2.0,Penrith
2011-01-12,67.0,30.4,6.0,21.9,85.0,WNW,Yes,No,33.0,28.9,ENE,,24.8,0.0,3.4,Penrith
2011-01-13,69.0,27.6,11.0,22.9,70.0,NNE,No,No,30.0,26.4,ENE,N,24.8,9.0,0.2,Penrith
2011-01-14,46.0,31.1,9.0,18.3,71.0,NNE,No,Yes,37.0,30.0,NE,NNE,24.4,22.0,0.0,Penrith
2011-01-15,73.0,29.6,7.0,20.9,97.0,SSE,Yes,No,28.0,28.1,ESE,N,22.4,7.0,3.0,Penrith
2011-01-16,64.0,30.5,6.0,20.3,82.0,ESE,No,No,31.0,28.9,NE,NE,24.0,20.0,0.2,Penrith
2011-01-17,56.0,34.5,4.0,19.1,81.0,NE,No,No,41.0,30.0,SE,SE,24.6,30.0,0.0,Penrith
2011-01-18,54.0,28.9,9.0,19.6,70.0,SSW,No,Yes,33.0,27.3,ESE,E,22.0,22.0,0.0,Penrith
2011-01-19,72.0,27.8,6.0,18.9,91.0,S,Yes,Yes,35.0,27.0,E,NNW,21.3,7.0,2.6,Penrith
