Date,Humidity_3_pm,Evaporation,Wind_Dir_3_pm,Rainfall,Cloud_9_am,Wind_Speed_3_pm,Temp_3_pm_C,Pressure_9_am,Cloud_3_pm,Wind_Speed_9_am,Humidity_9_am,Wind_Dir_9_am,Location,Pressure_3_pm,Rain_Today,Max_Temp_C,Temp_9_am_C,Wind_Gust_Speed,Min_Temp_C,Wind_Gust_Dir,Rain_Tomorrow
2010-08-18,95.0,,ENE,0.0,8.0,17.0,6.9,1011.4,8.0,22.0,77.0,NE,Bendigo,1001.9,No,10.2,6.7,35.0,3.3,NE,Yes
2010-08-19,57.0,,NW,27.8,4.0,22.0,11.5,1005.9,6.0,22.0,79.0,WNW,Bendigo,1006.3,Yes,12.8,10.0,54.0,6.1,W,Yes
2010-08-20,56.0,,WNW,5.6,7.0,24.0,10.7,1014.1,5.0,17.0,92.0,NW,Bendigo,1012.9,Yes,11.5,5.0,48.0,2.7,NW,No
2010-08-21,50.0,,W,0.2,7.0,17.0,12.5,1018.0,3.0,15.0,95.0,WNW,Bendigo,1017.3,No,13.2,5.6,41.0,2.0,W,No
2010-08-22,44.0,,N,0.2,8.0,19.0,14.0,1022.0,5.0,2.0,99.0,S,Bendigo,1018.6,No,14.6,3.6,35.0,-1.0,N,No
2010-08-23,61.0,,NW,0.0,4.0,17.0,11.6,1015.1,8.0,6.0,74.0,ENE,Bendigo,1011.9,No,13.3,7.9,31.0,1.5,NW,Yes
2010-08-24,59.0,,N,1.8,7.0,28.0,11.4,1011.9,8.0,13.0,87.0,NNW,Bendigo,1005.9,Yes,12.0,7.0,65.0,4.6,NW,Yes
2010-08-25,81.0,,NW,11.4,7.0,22.0,8.9,1008.0,7.0,15.0,89.0,NW,Bendigo,1001.8,Yes,9.3,4.7,54.0,0.3,NNW,Yes
2010-08-26,79.0,,SW,7.8,8.0,19.0,10.4,1001.2,5.0,17.0,87.0,NW,Bendigo,1000.4,Yes,12.3,6.5,39.0,4.6,WNW,Yes
2010-08-27,60.0,,WSW,4.6,2.0,19.0,11.5,1011.2,3.0,17.0,75.0,WSW,Bendigo,1013.8,Yes,12.1,8.0,43.0,3.9,SW,No
2010-08-28,50.0,,SSW,1.0,7.0,11.0,13.8,1025.1,7.0,15.0,85.0,WSW,Bendigo,1025.0,No,14.3,8.5,26.0,1.3,WSW,No
2010-08-29,48.0,,W,0.0,7.0,7.0,13.3,1029.8,7.0,11.0,75.0,SSE,Bendigo,1027.6,No,14.2,10.5,17.0,4.4,SW,No
2010-08-30,52.0,,NNW,0.0,3.0,15.0,13.8,1028.5,5.0,0.0,80.0,,Bendigo,1025.0,No,15.6,8.8,28.0,-0.6,NW,No
2010-08-31,68.0,,NNE,0.0,8.0,20.0,12.7,1023.7,7.0,7.0,78.0,N,Bendigo,1017.2,No,13.0,9.2,33.0,4.9,N,Yes
2010-09-01,91.0,1.4,SSW,1.6,8.0,11.0,10.8,1014.5,8.0,7.0,96.0,NNW,Bendigo,1014.6,Yes,11.8,10.3,28.0,9.1,NNE,Yes
2010-09-02,52.0,0.4,SSE,2.0,5.0,31.0,12.6,1018.7,2.0,15.0,76.0,SSE,Bendigo,1019.4,Yes,14.5,10.8,44.0,8.7,SSE,No
2010-09-03,71.0,2.4,ENE,0.0,7.0,20.0,12.3,1021.2,7.0,11.0,73.0,SE,Bendigo,1015.8,No,16.3,8.2,33.0,5.1,E,Yes
2010-09-04,75.0,3.0,N,50.6,8.0,35.0,16.2,998.6,5.0,20.0,99.0,N,Bendigo,992.0,Yes,16.3,16.1,67.0,8.2,N,Yes
2010-09-05,46.0,2.8,WNW,31.0,7.0,24.0,14.1,1011.8,3.0,24.0,81.0,W,Bendigo,1013.1,Yes,14.8,10.3,61.0,8.5,W,No
2010-09-06,54.0,2.6,WSW,0.2,2.0,20.0,11.9,1019.9,4.0,17.0,63.0,SW,Bendigo,1019.5,No,13.4,9.7,35.0,4.5,W,No
2010-09-07,46.0,2.2,NNE,0.0,1.0,7.0,14.2,1027.3,3.0,11.0,72.0,SSE,Bendigo,1024.8,No,15.6,10.0,57.0,1.6,WSW,No
2010-09-08,45.0,1.6,NE,0.0,5.0,22.0,14.5,1025.5,5.0,6.0,79.0,E,Bendigo,1020.5,No,15.3,8.0,41.0,1.1,NNE,Yes
2010-09-09,79.0,2.4,NE,2.4,7.0,17.0,13.0,1012.9,7.0,11.0,91.0,E,Bendigo,1006.6,Yes,14.4,10.3,31.0,8.0,NNW,No
2010-09-10,62.0,1.6,WSW,0.6,7.0,26.0,13.6,1004.2,3.0,28.0,73.0,WNW,Bendigo,1007.0,No,14.2,9.6,50.0,5.5,W,No
2010-09-11,54.0,2.0,NW,0.8,7.0,19.0,14.4,1019.5,7.0,2.0,83.0,WSW,Bendigo,1018.7,No,15.7,9.3,30.0,0.1,NW,No
2010-09-12,53.0,2.0,N,0.2,8.0,20.0,14.9,1020.9,7.0,13.0,66.0,N,Bendigo,1015.8,No,15.4,11.0,35.0,8.8,W,Yes
2010-09-13,55.0,1.8,WNW,4.8,1.0,9.0,16.6,1016.3,6.0,2.0,83.0,N,Bendigo,1015.1,Yes,18.2,10.4,26.0,1.9,WSW,No
2010-09-14,51.0,2.4,WNW,0.0,3.0,19.0,15.0,1015.6,6.0,17.0,63.0,SSE,Bendigo,1012.4,No,15.9,9.7,30.0,5.7,SSE,No
2010-09-15,51.0,1.8,WNW,0.0,1.0,22.0,14.9,1016.6,6.0,22.0,67.0,WNW,Bendigo,1014.8,No,15.2,9.4,43.0,2.0,NW,No
2010-09-16,53.0,2.4,WSW,0.0,3.0,26.0,12.4,1020.0,5.0,22.0,62.0,WSW,Bendigo,1018.8,No,13.2,9.2,44.0,6.7,SW,No
2010-09-17,56.0,2.4,SW,0.0,2.0,20.0,12.2,1025.3,7.0,15.0,66.0,SW,Bendigo,1024.2,No,12.9,10.2,41.0,3.1,SW,No
2010-09-18,50.0,1.6,SW,0.0,8.0,20.0,15.5,1022.6,5.0,11.0,72.0,W,Bendigo,1019.6,No,16.3,8.7,41.0,0.3,SW,No
2010-09-19,53.0,2.0,SW,0.2,6.0,19.0,14.0,1024.3,7.0,19.0,65.0,SSW,Bendigo,1023.0,No,15.2,10.2,39.0,2.7,SW,No
2010-09-20,59.0,1.8,SSW,0.0,5.0,17.0,16.0,1028.1,7.0,20.0,69.0,SSW,Bendigo,1025.6,No,16.9,12.4,31.0,7.6,SSW,No
2010-09-21,57.0,2.0,SE,0.0,1.0,28.0,14.8,1027.7,1.0,20.0,69.0,S,Bendigo,1026.5,No,17.1,12.3,43.0,3.7,SSE,No
2010-09-22,53.0,2.8,SSE,0.0,1.0,19.0,14.9,1027.4,5.0,24.0,63.0,SSE,Bendigo,1024.9,No,16.2,11.9,35.0,4.1,S,No
2010-09-23,54.0,2.6,W,0.0,1.0,20.0,15.7,1026.7,1.0,19.0,61.0,SSW,Bendigo,1024.3,No,16.6,10.9,35.0,4.5,SW,No
2010-09-24,51.0,2.8,NW,0.0,6.0,15.0,15.4,1023.9,6.0,11.0,71.0,SSW,Bendigo,1020.5,No,15.8,9.2,,-0.2,,No
2010-09-25,42.0,2.8,WNW,0.0,5.0,19.0,18.1,1016.3,4.0,11.0,62.0,NNW,Bendigo,1014.9,No,18.7,12.2,39.0,3.1,WNW,No
2010-09-26,37.0,2.8,N,0.0,1.0,17.0,18.8,1020.6,1.0,6.0,68.0,E,Bendigo,1016.5,No,19.6,14.0,30.0,3.0,N,No
2010-09-27,80.0,3.4,WNW,0.0,4.0,17.0,14.0,1012.8,7.0,17.0,74.0,NW,Bendigo,1011.2,No,16.7,12.5,39.0,6.0,WNW,Yes
2010-09-28,42.0,3.0,WNW,1.4,1.0,20.0,14.1,1016.3,3.0,19.0,71.0,NW,Bendigo,1014.6,Yes,14.5,8.7,50.0,-0.1,W,No
2010-09-29,41.0,2.2,WSW,0.2,1.0,20.0,12.2,1023.9,4.0,20.0,56.0,SW,Bendigo,1023.0,No,14.3,8.6,43.0,-1.0,SW,No
2010-09-30,40.0,2.6,SW,0.2,4.0,11.0,13.9,1026.8,7.0,6.0,59.0,W,Bendigo,1024.3,No,15.1,9.4,33.0,-2.1,WNW,No
2010-10-01,40.0,,SSE,0.0,1.0,4.0,15.4,1027.2,5.0,9.0,52.0,ESE,Bendigo,1025.0,No,16.5,12.5,24.0,2.4,SSE,No
2010-10-02,40.0,,NNE,0.0,0.0,19.0,19.7,1027.6,3.0,11.0,54.0,SE,Bendigo,1024.3,No,20.7,14.0,35.0,4.7,ENE,No
2010-10-03,49.0,,NE,0.0,0.0,22.0,20.3,1027.6,4.0,19.0,63.0,ENE,Bendigo,1024.4,No,23.0,15.0,35.0,7.3,NE,No
2010-10-04,49.0,,NE,0.0,2.0,20.0,21.8,1022.7,5.0,19.0,76.0,ENE,Bendigo,1019.0,No,23.2,14.8,41.0,12.6,NNE,No
2010-10-05,38.0,,NNE,0.0,1.0,9.0,23.5,1021.3,2.0,20.0,76.0,SSE,Bendigo,1019.1,No,24.8,15.0,31.0,10.1,SE,No
2010-10-06,82.0,,ENE,0.0,2.0,11.0,18.4,1017.1,7.0,7.0,80.0,E,Bendigo,1012.7,No,20.8,16.1,63.0,11.0,SW,Yes
2010-10-07,36.0,,W,8.0,1.0,24.0,14.1,1023.4,4.0,17.0,67.0,SW,Bendigo,1023.5,Yes,15.0,8.3,43.0,2.1,SSW,No
2010-10-08,48.0,,SW,0.0,7.0,15.0,16.3,1026.6,6.0,9.0,77.0,SW,Bendigo,1024.9,No,17.9,10.1,33.0,2.7,WSW,No
2010-10-09,41.0,,SSE,0.0,0.0,20.0,19.9,1026.3,3.0,15.0,71.0,S,Bendigo,1024.4,No,20.2,11.6,33.0,1.8,S,No
2010-10-10,42.0,,NNE,0.0,0.0,24.0,23.3,1028.3,3.0,13.0,69.0,ESE,Bendigo,1026.7,No,23.4,13.3,44.0,7.8,N,No
2010-10-11,44.0,,NNE,0.0,7.0,28.0,21.4,1029.8,5.0,26.0,60.0,NE,Bendigo,1025.6,No,22.9,14.0,44.0,11.1,NE,No
2010-10-12,57.0,,NNE,0.0,8.0,22.0,22.3,1024.7,7.0,17.0,86.0,NE,Bendigo,1020.2,No,23.7,15.9,57.0,14.0,NW,Yes
2010-10-13,86.0,,W,18.6,8.0,6.0,16.9,1017.1,8.0,0.0,98.0,,Bendigo,1013.7,Yes,17.4,15.3,20.0,14.1,WNW,Yes
2010-10-14,53.0,,NNW,11.8,7.0,22.0,18.2,1012.2,5.0,11.0,74.0,NW,Bendigo,1008.4,Yes,19.1,13.7,43.0,11.2,NW,Yes
2010-10-15,81.0,,SSW,20.2,8.0,22.0,9.7,991.2,8.0,20.0,100.0,SSW,Bendigo,990.4,Yes,13.2,12.7,48.0,12.6,SW,Yes
2010-10-16,62.0,,SW,12.8,7.0,26.0,11.5,1007.6,3.0,22.0,76.0,WSW,Bendigo,1010.1,Yes,13.2,5.9,50.0,3.0,WSW,No
2010-10-17,52.0,,W,0.2,8.0,17.0,15.4,1016.6,7.0,19.0,78.0,W,Bendigo,1016.2,No,15.9,9.7,31.0,5.7,W,No
2010-10-18,43.0,,WSW,0.2,2.0,20.0,15.6,1021.0,7.0,13.0,69.0,W,Bendigo,1020.6,No,17.2,10.1,35.0,4.4,WNW,No
2010-10-19,39.0,,WSW,0.0,1.0,9.0,17.0,1027.9,,17.0,57.0,S,Bendigo,1026.2,No,18.3,10.3,26.0,2.1,W,No
2010-10-20,33.0,,SSW,0.0,1.0,4.0,19.8,1028.5,2.0,7.0,59.0,SE,Bendigo,1025.1,No,21.9,12.1,20.0,2.9,S,No
2010-10-21,39.0,,NNW,0.0,1.0,11.0,21.5,1023.8,1.0,6.0,57.0,ESE,Bendigo,1020.2,No,23.3,14.7,28.0,5.0,N,No
2010-10-22,25.0,,NNW,0.0,1.0,19.0,27.2,1018.0,5.0,7.0,68.0,ENE,Bendigo,1014.7,No,27.5,17.0,48.0,9.2,W,Yes
2010-10-23,49.0,,SW,10.2,7.0,26.0,16.7,1017.2,3.0,9.0,87.0,SW,Bendigo,1018.5,Yes,18.2,13.4,37.0,13.1,WSW,No
2010-10-24,37.0,,SSE,0.2,0.0,13.0,18.0,1022.3,1.0,20.0,59.0,SSE,Bendigo,1020.4,No,19.1,11.7,37.0,7.2,SSE,No
2010-10-25,36.0,,NW,0.0,1.0,20.0,20.5,1021.8,3.0,7.0,61.0,SE,Bendigo,1018.2,No,21.3,12.6,30.0,5.3,SSE,No
2010-10-26,31.0,,WNW,0.0,4.0,20.0,22.1,1017.0,7.0,11.0,56.0,N,Bendigo,1014.1,No,23.0,14.1,46.0,4.6,WNW,No
2010-10-27,28.0,,SSW,0.0,1.0,11.0,19.5,1019.5,1.0,20.0,60.0,SSE,Bendigo,1017.9,No,20.4,12.6,39.0,7.6,SSE,No
2010-10-28,33.0,,N,0.0,1.0,15.0,20.8,1019.0,1.0,15.0,58.0,SE,Bendigo,1016.3,No,22.0,13.1,31.0,6.5,NNE,No
2010-10-29,38.0,,NNE,0.0,2.0,28.0,26.1,1014.4,7.0,26.0,71.0,NE,Bendigo,1009.5,No,26.9,16.6,46.0,9.2,NE,Yes
2010-10-30,96.0,,SW,1.6,8.0,6.0,15.3,1006.8,8.0,6.0,90.0,E,Bendigo,1005.4,Yes,18.5,18.0,33.0,16.4,N,Yes
2010-10-31,70.0,,WSW,53.8,6.0,22.0,13.8,1008.5,8.0,22.0,87.0,SW,Bendigo,1012.7,Yes,16.0,11.4,44.0,10.0,WSW,Yes
2010-11-01,44.0,2.6,SW,1.2,1.0,17.0,14.8,1018.8,5.0,22.0,66.0,SSW,Bendigo,1016.5,Yes,16.1,10.0,37.0,3.4,SSW,No
2010-11-02,51.0,3.8,SW,0.0,8.0,19.0,18.0,1019.0,5.0,11.0,90.0,S,Bendigo,1017.2,No,19.2,10.9,37.0,7.6,WNW,No
2010-11-03,53.0,5.4,SW,0.0,7.0,22.0,15.0,1021.6,7.0,19.0,62.0,S,Bendigo,1020.2,No,16.6,10.9,35.0,5.9,WSW,No
2010-11-04,45.0,2.0,SSW,0.0,3.0,22.0,15.9,1023.1,4.0,20.0,62.0,SSE,Bendigo,1021.0,No,17.4,10.5,44.0,5.7,SE,No
2010-11-05,44.0,4.0,E,0.0,1.0,11.0,17.5,1023.3,5.0,15.0,53.0,SE,Bendigo,1020.3,No,20.4,14.3,31.0,7.6,SSE,No
2010-11-06,36.0,3.4,E,0.0,6.0,17.0,20.4,1022.0,3.0,17.0,56.0,NE,Bendigo,1018.1,No,21.9,13.9,41.0,8.6,ENE,No
2010-11-07,39.0,5.0,N,0.0,5.0,17.0,23.2,1015.5,7.0,19.0,74.0,NE,Bendigo,1010.0,No,24.5,14.5,54.0,10.7,NNW,Yes
2010-11-08,40.0,3.8,WNW,1.6,3.0,17.0,21.3,1013.3,2.0,9.0,59.0,W,Bendigo,1014.9,Yes,23.3,15.8,33.0,11.9,NW,No
2010-11-09,28.0,5.2,N,0.0,0.0,13.0,27.1,1023.7,2.0,9.0,58.0,ESE,Bendigo,1020.1,No,27.8,18.7,35.0,11.3,SSE,No
2010-11-10,31.0,6.0,WSW,0.0,6.0,17.0,24.9,1016.9,8.0,13.0,57.0,N,Bendigo,1015.5,No,25.3,21.2,46.0,13.8,WSW,No
2010-11-11,32.0,3.8,NE,0.0,2.0,19.0,29.8,1013.4,5.0,7.0,66.0,ESE,Bendigo,1007.9,No,31.8,16.9,35.0,11.1,NE,No
2010-11-12,54.0,4.8,ESE,0.0,6.0,11.0,28.0,1008.1,7.0,17.0,56.0,NE,Bendigo,1004.9,No,29.4,22.8,46.0,16.9,WSW,Yes
2010-11-13,90.0,2.4,S,11.8,8.0,19.0,16.2,1012.3,8.0,13.0,97.0,SSE,Bendigo,1011.5,Yes,18.2,17.0,43.0,17.0,SSE,Yes
2010-11-14,65.0,3.6,WSW,13.8,8.0,15.0,20.1,1014.1,7.0,6.0,84.0,ENE,Bendigo,1013.7,Yes,21.2,15.1,31.0,11.5,SSW,No
2010-11-15,39.0,8.0,SW,0.0,1.0,22.0,18.7,1016.0,3.0,9.0,63.0,SSE,Bendigo,1013.5,No,19.6,13.5,39.0,5.9,WSW,No
2010-11-16,37.0,4.8,WSW,0.0,4.0,17.0,17.8,1016.6,4.0,13.0,58.0,SSE,Bendigo,1014.9,No,19.3,12.4,35.0,8.8,WSW,No
2010-11-17,27.0,3.8,WSW,0.2,0.0,20.0,21.7,1017.9,1.0,7.0,51.0,N,Bendigo,1014.9,No,22.4,14.3,35.0,4.4,W,No
2010-11-18,69.0,5.4,SW,0.0,2.0,15.0,16.1,1015.9,7.0,13.0,63.0,SW,Bendigo,1016.5,No,20.3,16.1,39.0,9.0,SSE,No
2010-11-19,33.0,3.2,ESE,0.0,0.0,20.0,21.5,1022.7,0.0,31.0,47.0,SSE,Bendigo,1021.7,No,22.2,13.1,43.0,7.6,SSE,No
2010-11-20,40.0,5.6,E,0.0,0.0,7.0,26.1,1025.1,3.0,9.0,62.0,ESE,Bendigo,1021.2,No,28.1,16.7,39.0,8.5,SSE,No
2010-11-21,22.0,6.4,SSW,0.0,1.0,13.0,28.7,1021.4,3.0,19.0,50.0,ESE,Bendigo,1018.6,No,30.0,19.4,39.0,13.1,SSE,No
2010-11-22,26.0,5.4,NNW,0.0,3.0,9.0,29.7,1020.4,5.0,13.0,55.0,SE,Bendigo,1017.6,No,31.4,20.7,44.0,15.2,NE,No
2010-11-23,26.0,6.4,N,0.0,1.0,24.0,29.7,1020.9,4.0,9.0,48.0,NE,Bendigo,1018.0,No,30.8,22.2,46.0,12.6,NNE,No
2010-11-24,37.0,6.6,NNW,0.0,3.0,24.0,28.1,1019.7,7.0,22.0,52.0,N,Bendigo,1016.8,No,30.4,24.1,43.0,15.2,N,Yes
2010-11-25,74.0,5.4,WNW,20.2,8.0,9.0,23.2,1017.2,6.0,7.0,96.0,N,Bendigo,1015.7,Yes,27.0,18.6,31.0,17.8,SE,Yes
2010-11-26,54.0,7.0,NE,3.8,8.0,22.0,25.8,1016.8,6.0,7.0,89.0,ENE,Bendigo,1013.0,Yes,27.6,19.4,67.0,16.6,NNW,Yes
2010-11-27,88.0,10.0,WNW,24.0,8.0,4.0,19.6,1009.9,8.0,11.0,81.0,ESE,Bendigo,1007.9,Yes,20.4,20.0,41.0,15.5,SSE,Yes
2010-11-28,61.0,7.0,S,38.2,7.0,28.0,16.1,1011.1,7.0,31.0,69.0,S,Bendigo,1012.6,Yes,17.1,14.5,56.0,11.9,S,No
2010-11-29,62.0,4.6,SSE,0.0,7.0,26.0,19.6,1015.1,7.0,30.0,69.0,SSE,Bendigo,1013.9,No,21.4,14.8,52.0,11.0,SSE,No
2010-11-30,52.0,3.2,E,0.4,7.0,15.0,22.7,1015.7,7.0,20.0,66.0,SSE,Bendigo,1013.8,No,24.3,17.0,31.0,12.3,SE,Yes
2010-12-01,73.0,3.2,ENE,19.4,8.0,17.0,19.8,1014.7,8.0,13.0,87.0,ESE,Bendigo,1012.9,Yes,21.7,17.0,48.0,15.8,E,Yes
2010-12-02,63.0,1.8,ESE,1.8,6.0,20.0,22.0,1014.1,3.0,15.0,83.0,ENE,Bendigo,1011.6,Yes,24.5,19.1,46.0,15.9,NE,Yes
2010-12-03,85.0,4.4,E,13.2,6.0,11.0,18.7,1013.1,8.0,7.0,81.0,ENE,Bendigo,1011.2,Yes,26.1,19.8,46.0,14.6,ENE,Yes
2010-12-04,56.0,3.4,ESE,10.2,7.0,9.0,28.2,1011.4,4.0,9.0,88.0,E,Bendigo,1009.1,Yes,29.2,19.3,20.0,15.6,E,No
2010-12-05,46.0,5.4,SSE,0.0,1.0,24.0,28.9,1011.8,6.0,11.0,57.0,SE,Bendigo,1009.4,No,30.6,24.0,39.0,18.9,S,No
2010-12-06,52.0,5.0,ENE,0.0,3.0,19.0,27.9,1011.3,7.0,17.0,62.0,ENE,Bendigo,1008.1,No,28.8,23.1,46.0,17.6,WSW,Yes
2010-12-07,70.0,4.0,NNE,22.0,8.0,22.0,24.6,1007.8,7.0,28.0,71.0,NE,Bendigo,1006.2,Yes,26.6,21.8,46.0,18.1,NNE,Yes
2010-12-08,90.0,2.6,NW,8.6,8.0,15.0,20.2,1004.1,8.0,22.0,81.0,N,Bendigo,1003.9,Yes,23.1,23.1,44.0,19.8,N,Yes
2010-12-09,46.0,1.4,NW,17.2,2.0,19.0,23.0,1010.0,5.0,7.0,71.0,SW,Bendigo,1007.6,Yes,24.8,19.1,33.0,14.8,WSW,No
2010-12-10,34.0,5.4,WNW,0.2,2.0,28.0,18.0,1011.4,5.0,13.0,59.0,WSW,Bendigo,1009.5,No,19.8,14.8,50.0,12.7,NW,No
2010-12-11,39.0,7.0,NW,0.0,5.0,31.0,21.4,1007.5,6.0,19.0,74.0,NW,Bendigo,1002.8,No,22.4,14.0,52.0,10.8,W,No
2010-12-12,34.0,4.0,W,0.0,2.0,20.0,20.3,1005.9,6.0,24.0,61.0,W,Bendigo,1006.6,No,21.5,14.3,43.0,10.7,WNW,No
2010-12-13,39.0,4.6,WSW,0.0,1.0,20.0,21.7,1015.3,5.0,6.0,53.0,S,Bendigo,1013.7,No,22.7,15.5,35.0,8.0,WNW,No
2010-12-14,37.0,5.8,SE,0.0,1.0,6.0,25.9,1014.9,2.0,17.0,55.0,SE,Bendigo,1010.5,No,27.9,18.6,30.0,12.6,NW,No
2010-12-15,43.0,5.4,WNW,0.0,5.0,20.0,25.9,1005.3,3.0,15.0,52.0,NNE,Bendigo,1003.4,No,27.3,22.6,39.0,14.4,N,Yes
2010-12-16,30.0,3.6,WSW,1.8,2.0,20.0,20.9,1008.6,4.0,20.0,54.0,SSE,Bendigo,1006.5,Yes,22.5,15.1,41.0,10.3,SW,No
2010-12-17,44.0,6.6,WNW,0.0,5.0,35.0,20.5,1004.5,7.0,15.0,62.0,WNW,Bendigo,1001.2,No,23.1,16.0,56.0,8.0,WNW,Yes
2010-12-18,38.0,5.8,WSW,2.6,7.0,19.0,19.3,1002.1,2.0,17.0,86.0,WNW,Bendigo,1002.7,Yes,20.5,12.5,50.0,9.7,W,No
2010-12-19,84.0,4.2,WSW,0.0,4.0,19.0,11.5,997.2,8.0,26.0,61.0,WNW,Bendigo,994.3,No,16.6,14.7,61.0,10.2,WSW,Yes
2010-12-20,41.0,3.2,SW,6.4,2.0,26.0,18.6,1005.2,6.0,24.0,70.0,WSW,Bendigo,1006.1,Yes,19.8,12.4,50.0,6.8,WSW,No
2010-12-21,44.0,5.6,SW,0.2,7.0,17.0,19.8,1011.0,5.0,15.0,72.0,WSW,Bendigo,1011.7,No,21.0,13.3,39.0,6.0,SW,No
2010-12-22,34.0,4.0,W,0.0,1.0,15.0,22.6,1018.7,5.0,9.0,61.0,SE,Bendigo,1016.0,No,24.7,14.0,31.0,4.5,NW,No
2010-12-23,39.0,5.8,SSE,0.0,0.0,24.0,22.8,1020.3,1.0,17.0,67.0,SSE,Bendigo,1021.4,No,24.3,15.6,46.0,9.4,SSE,No
2010-12-24,29.0,8.2,N,0.0,1.0,13.0,27.6,1022.7,4.0,19.0,44.0,SE,Bendigo,1018.1,No,30.2,16.0,37.0,9.7,SSE,No
2010-12-25,40.0,5.2,S,0.0,7.0,9.0,25.3,1012.8,8.0,9.0,69.0,SSE,Bendigo,1009.7,No,27.6,20.2,33.0,15.3,WNW,No
2010-12-26,42.0,3.0,SW,0.0,2.0,24.0,23.3,1007.3,3.0,19.0,60.0,S,Bendigo,1004.6,No,25.0,18.3,43.0,13.9,SSW,No
2010-12-27,33.0,6.8,S,0.0,6.0,26.0,17.9,1011.5,4.0,30.0,60.0,SSW,Bendigo,1011.9,No,19.6,12.0,54.0,8.7,SW,No
2010-12-28,25.0,5.6,SSE,0.0,1.0,9.0,22.5,1017.5,1.0,19.0,57.0,SE,Bendigo,1014.5,No,25.1,12.5,,4.5,,No
2010-12-29,16.0,5.0,WNW,0.0,0.0,19.0,29.8,1014.5,1.0,0.0,41.0,,Bendigo,1012.4,No,32.1,20.7,44.0,7.7,SSE,No
2010-12-30,25.0,8.8,NW,0.0,1.0,19.0,31.1,1016.1,1.0,11.0,49.0,SSE,Bendigo,1014.4,No,32.7,19.7,33.0,13.4,WSW,No
2010-12-31,12.0,7.0,NNW,0.0,2.0,35.0,39.3,1012.4,3.0,9.0,52.0,ESE,Bendigo,1007.7,No,40.8,23.5,65.0,16.3,NNW,No
2011-01-01,22.0,,WSW,0.0,2.0,17.0,26.7,1010.3,6.0,2.0,41.0,S,Bendigo,1010.1,No,28.4,25.4,33.0,20.2,SSE,No
2011-01-02,32.0,,SE,0.0,0.0,17.0,23.6,1014.3,0.0,20.0,56.0,SSE,Bendigo,1013.2,No,25.4,17.6,46.0,10.9,SSE,No
2011-01-03,31.0,,S,0.0,0.0,20.0,21.9,1015.0,1.0,22.0,49.0,SSE,Bendigo,1013.3,No,23.0,15.9,41.0,9.8,S,No
2011-01-04,18.0,,SSW,0.0,1.0,11.0,26.4,1012.3,2.0,17.0,53.0,SE,Bendigo,1008.6,No,28.1,15.7,37.0,7.6,SSE,No
2011-01-05,30.0,,SSE,0.0,3.0,17.0,24.8,1008.3,3.0,17.0,67.0,S,Bendigo,1007.2,No,26.1,16.0,41.0,12.0,SSE,No
2011-01-06,23.0,,N,0.0,0.0,11.0,29.3,1009.3,1.0,15.0,56.0,ESE,Bendigo,1007.4,No,31.5,19.6,41.0,12.3,SSE,No
2011-01-07,29.0,,NNW,0.0,8.0,24.0,31.4,1010.2,4.0,13.0,59.0,ENE,Bendigo,1008.9,No,33.3,23.0,43.0,17.1,NE,No
2011-01-08,23.0,,N,0.0,1.0,17.0,34.1,1010.1,5.0,13.0,59.0,NE,Bendigo,1007.1,No,34.8,25.1,61.0,19.7,SSE,No
2011-01-09,81.0,,SSW,0.0,8.0,11.0,19.9,1014.6,8.0,30.0,69.0,SE,Bendigo,1015.5,No,21.1,20.0,48.0,18.7,SE,Yes
2011-01-10,87.0,,E,20.6,8.0,15.0,22.2,1014.4,8.0,17.0,96.0,SSE,Bendigo,1011.7,Yes,22.5,18.2,30.0,17.0,S,Yes
2011-01-11,95.0,,E,8.0,8.0,11.0,20.9,1011.1,8.0,7.0,87.0,ENE,Bendigo,1007.9,Yes,22.0,20.4,30.0,18.2,ENE,Yes
2011-01-12,88.0,,N,40.8,8.0,20.0,24.6,1003.3,7.0,26.0,93.0,NE,Bendigo,1003.1,Yes,27.4,21.4,54.0,19.1,ENE,Yes
2011-01-13,95.0,,NNE,25.2,8.0,17.0,24.8,1007.3,8.0,17.0,96.0,ENE,Bendigo,1003.1,Yes,25.4,23.0,61.0,21.4,NE,Yes
2011-01-14,62.0,,WNW,64.2,8.0,13.0,25.4,1002.0,5.0,13.0,99.0,W,Bendigo,1004.0,Yes,27.3,19.4,44.0,19.3,NE,Yes
2011-01-15,36.0,,SW,5.0,0.0,9.0,29.4,1009.2,1.0,0.0,76.0,,Bendigo,1008.1,Yes,30.9,22.5,26.0,15.5,WNW,No
2011-01-16,34.0,,W,0.2,1.0,22.0,31.8,1009.0,1.0,4.0,56.0,NE,Bendigo,1005.7,No,32.6,25.2,37.0,17.3,WNW,No
2011-01-17,41.0,,SW,0.0,3.0,28.0,22.4,1008.3,1.0,22.0,61.0,SSW,Bendigo,1007.0,No,23.7,16.1,46.0,12.6,SW,No
2011-01-18,47.0,,SW,0.0,2.0,19.0,22.6,1010.7,2.0,17.0,60.0,SW,Bendigo,1008.3,No,24.2,15.4,35.0,13.9,SSW,No
2011-01-19,39.0,,S,0.0,0.0,17.0,23.7,1011.0,1.0,22.0,62.0,S,Bendigo,1010.4,No,24.7,15.0,35.0,11.2,SSE,No
