Pressure_3_pm,Min_Temp_F,Max_Temp_F,Rain_Tomorrow,Wind_Dir_3_pm,Temp_3_pm_F,Location,Wind_Gust_Dir,Wind_Speed_9_am,Humidity_9_am,Wind_Gust_Speed,Date,Wind_Dir_9_am,Temp_9_am_F,Wind_Speed_3_pm,Cloud_9_am,Humidity_3_pm,Cloud_3_pm,Sunshine,Pressure_9_am,Rain_Today,Rainfall,Evaporation
1030.8,42.980000000000004,64.94,No,ENE,64.4,Cobar,E,15.0,92.0,31.0,2010-06-22,ESE,49.1,9.0,8.0,52.0,6.0,6.1,1032.8,No,0.0,1.8
1029.2,49.1,65.66,No,ENE,64.58,Cobar,ENE,24.0,70.0,37.0,2010-06-23,ENE,54.68,13.0,3.0,50.0,5.0,5.8,1032.6,No,0.0,2.2
1023.5,48.56,69.08,No,NE,67.64,Cobar,NNE,17.0,73.0,33.0,2010-06-24,NE,54.14,15.0,1.0,47.0,3.0,9.4,1028.0,No,0.0,2.0
1019.0,50.0,71.6,Yes,NW,69.44,Cobar,NNW,20.0,73.0,39.0,2010-06-25,NNE,56.66,19.0,1.0,52.0,6.0,7.7,1022.3,No,0.0,3.0
1022.1,49.82,56.48,No,S,56.3,Cobar,SSW,11.0,87.0,33.0,2010-06-26,SSW,50.0,13.0,8.0,51.0,2.0,7.0,1023.2,Yes,8.6,2.8
1022.2,34.16,53.78,No,SW,51.620000000000005,Cobar,,7.0,87.0,,2010-06-27,SW,40.82,11.0,1.0,53.0,7.0,4.4,1024.6,No,0.0,1.8
1020.5,33.8,52.879999999999995,No,SW,50.72,Cobar,SW,4.0,89.0,19.0,2010-06-28,SW,40.46,9.0,1.0,47.0,2.0,8.2,1022.9,No,0.0,1.4
1019.7,32.0,54.86,No,NNE,53.24,Cobar,N,7.0,67.0,24.0,2010-06-29,NE,43.879999999999995,11.0,0.0,39.0,0.0,10.6,1022.6,No,0.0,1.4
1020.3,34.88,61.16,No,WNW,60.26,Cobar,W,7.0,60.0,28.0,2010-06-30,NNW,45.32,7.0,1.0,34.0,2.0,8.5,1022.7,No,0.0,1.6
1023.7,39.02,62.42,No,WNW,59.72,Cobar,WNW,9.0,57.0,26.0,2010-07-01,NNW,48.379999999999995,9.0,1.0,35.0,7.0,6.6,1024.9,No,0.0,1.8
1024.9,45.32,48.92,Yes,NW,46.76,Cobar,WSW,13.0,96.0,35.0,2010-07-02,NW,45.86,11.0,8.0,95.0,8.0,0.2,1027.1,No,1.0,2.2
1030.7,35.6,53.42,No,S,52.16,Cobar,SSE,9.0,98.0,26.0,2010-07-03,SSE,40.82,9.0,7.0,62.0,6.0,5.5,1031.6,Yes,6.6,0.2
1026.8,33.8,56.84,No,ESE,55.94,Cobar,ESE,6.0,93.0,24.0,2010-07-04,ESE,41.72,6.0,7.0,47.0,6.0,7.7,1030.6,No,0.0,1.0
1019.4,37.04,59.540000000000006,No,NE,57.2,Cobar,NE,13.0,83.0,26.0,2010-07-05,ENE,44.96,7.0,6.0,46.0,7.0,3.7,1024.0,No,0.0,1.6
1021.6,39.92,52.34,No,SW,50.9,Cobar,SW,19.0,89.0,35.0,2010-07-06,SW,41.36,17.0,7.0,58.0,7.0,5.4,1022.7,No,0.0,1.6
1023.5,37.22,56.120000000000005,No,S,55.4,Cobar,SSE,9.0,84.0,22.0,2010-07-07,S,40.82,9.0,7.0,51.0,7.0,3.3,1026.0,No,0.0,1.0
1023.0,39.02,62.6,No,SE,61.88,Cobar,E,11.0,79.0,30.0,2010-07-08,ESE,48.74,13.0,2.0,45.0,3.0,8.7,1026.1,No,0.0,1.2
1023.8,41.9,64.04,No,E,63.86,Cobar,E,15.0,80.0,31.0,2010-07-09,ESE,48.92,17.0,1.0,42.0,1.0,8.8,1027.0,No,0.0,2.2
1020.5,47.3,68.0,No,N,64.58,Cobar,NNE,28.0,70.0,52.0,2010-07-10,NNE,53.6,17.0,3.0,52.0,7.0,3.2,1022.9,No,0.0,2.4
1020.3,53.6,65.12,No,W,62.78,Cobar,W,6.0,75.0,22.0,2010-07-11,WSW,58.459999999999994,4.0,7.0,59.0,7.0,2.7,1022.4,No,0.2,3.2
1019.2,45.32,67.64,No,WNW,66.38,Cobar,E,15.0,76.0,24.0,2010-07-12,ESE,53.06,4.0,6.0,41.0,7.0,7.6,1022.5,No,0.0,1.0
1012.1,53.06,63.32,Yes,N,59.9,Cobar,NNW,17.0,96.0,41.0,2010-07-13,NNE,59.540000000000006,15.0,8.0,98.0,8.0,0.0,1015.9,No,0.6,2.0
1016.8,45.32,58.82,No,W,57.92,Cobar,WSW,19.0,70.0,56.0,2010-07-14,W,49.64,20.0,1.0,48.0,2.0,8.5,1017.3,Yes,27.8,1.0
1023.6,46.22,58.28,No,SSW,55.04,Cobar,SW,20.0,84.0,43.0,2010-07-15,SW,50.0,11.0,3.0,55.0,6.0,6.4,1023.8,No,0.0,2.0
1025.8,37.22,56.84,No,S,56.120000000000005,Cobar,SSE,6.0,74.0,20.0,2010-07-16,SSE,46.58,9.0,5.0,55.0,2.0,8.7,1028.1,No,0.0,3.2
1024.6,35.96,61.519999999999996,No,ESE,60.26,Cobar,ENE,9.0,80.0,19.0,2010-07-17,ESE,46.04,4.0,0.0,42.0,0.0,9.7,1027.9,No,0.0,1.6
1018.8,39.56,63.5,No,NW,62.42,Cobar,N,9.0,67.0,20.0,2010-07-18,NNE,49.1,7.0,0.0,39.0,1.0,10.1,1022.8,No,0.0,1.4
1018.1,43.34,60.26,No,SW,57.02,Cobar,SW,6.0,71.0,31.0,2010-07-19,N,50.54,19.0,7.0,59.0,7.0,3.6,1019.0,No,0.0,1.4
1024.0,35.78,55.04,No,SSW,54.68,Cobar,SW,6.0,98.0,30.0,2010-07-20,SW,39.92,15.0,3.0,49.0,1.0,8.3,1026.0,No,0.0,2.0
1026.5,36.32,55.76,No,SSW,54.14,Cobar,SSW,6.0,72.0,26.0,2010-07-21,S,45.32,11.0,5.0,49.0,6.0,7.2,1028.1,No,0.0,2.2
1029.7,34.34,58.1,No,SSE,57.2,Cobar,S,9.0,92.0,24.0,2010-07-22,S,40.64,13.0,1.0,32.0,1.0,8.9,1031.8,No,0.0,1.2
1030.0,33.62,60.62,No,SE,59.72,Cobar,ENE,13.0,71.0,26.0,2010-07-23,ESE,46.76,9.0,0.0,34.0,1.0,9.1,1033.0,No,0.0,2.2
1026.5,41.36,62.059999999999995,No,S,60.8,Cobar,S,9.0,74.0,22.0,2010-07-24,ESE,48.2,9.0,7.0,51.0,7.0,3.9,1030.0,No,0.0,2.6
1027.9,40.46,61.519999999999996,No,S,60.440000000000005,Cobar,SSE,9.0,80.0,30.0,2010-07-25,SE,48.74,13.0,1.0,37.0,1.0,,1030.1,No,0.0,2.0
1030.6,33.98,63.5,No,ESE,62.78,Cobar,SE,4.0,85.0,30.0,2010-07-26,SSE,43.879999999999995,13.0,0.0,41.0,1.0,,1032.8,No,0.0,2.2
1027.2,41.54,62.959999999999994,Yes,E,62.78,Cobar,ENE,17.0,78.0,30.0,2010-07-27,E,48.92,11.0,7.0,59.0,8.0,,1030.9,No,0.0,2.0
1019.6,49.1,61.88,No,NNW,59.72,Cobar,E,13.0,98.0,37.0,2010-07-28,ENE,51.8,6.0,7.0,84.0,6.0,,1023.4,Yes,9.2,1.9
1014.2,51.98,70.34,No,NNW,69.25999999999999,Cobar,NNW,13.0,97.0,33.0,2010-07-29,NE,55.76,17.0,8.0,61.0,3.0,,1017.1,No,1.0,0.6
1015.5,53.96,58.64,Yes,ENE,58.28,Cobar,NNW,19.0,96.0,35.0,2010-07-30,NW,56.66,7.0,8.0,99.0,8.0,,1017.1,No,0.6,1.0
1020.2,52.7,62.059999999999995,No,WSW,61.519999999999996,Cobar,SW,17.0,82.0,39.0,2010-07-31,SW,54.5,19.0,7.0,51.0,5.0,,1019.4,Yes,34.6,1.4
1021.7,41.72,62.6,No,WSW,56.84,Cobar,WSW,15.0,71.0,50.0,2010-08-01,NW,52.34,30.0,1.0,55.0,7.0,,1024.1,No,0.0,2.8
1023.7,38.839999999999996,53.6,No,SW,51.08,Cobar,SW,26.0,73.0,46.0,2010-08-02,SW,44.239999999999995,28.0,1.0,61.0,6.0,,1026.5,No,0.0,2.4
1022.5,40.46,52.16,No,SW,51.620000000000005,Cobar,SSW,17.0,93.0,30.0,2010-08-03,SSW,43.16,13.0,8.0,72.0,7.0,,1024.5,No,0.0,2.4
1017.8,33.98,57.379999999999995,No,NW,55.76,Cobar,NW,2.0,97.0,24.0,2010-08-04,WSW,43.16,13.0,7.0,52.0,1.0,,1022.4,No,0.0,0.8
1019.6,37.94,57.02,No,SW,54.14,Cobar,SSW,9.0,71.0,31.0,2010-08-05,WNW,48.379999999999995,17.0,6.0,56.0,6.0,,1019.7,No,0.0,1.4
1023.7,34.52,55.58,No,SSW,55.04,Cobar,SW,9.0,82.0,26.0,2010-08-06,SSW,43.16,9.0,1.0,43.0,2.0,,1026.2,No,0.0,1.6
1022.5,34.7,56.84,No,SW,56.66,Cobar,NE,6.0,70.0,17.0,2010-08-07,ESE,47.48,6.0,1.0,42.0,6.0,,1026.2,No,0.0,2.8
1017.6,37.58,60.08,No,NNW,59.36,Cobar,N,11.0,65.0,26.0,2010-08-08,NE,48.74,9.0,0.0,32.0,0.0,,1021.5,No,0.0,1.4
1011.9,40.1,67.64,Yes,ENE,65.66,Cobar,N,15.0,53.0,59.0,2010-08-09,E,51.44,22.0,0.0,37.0,6.0,,1017.9,No,0.0,2.6
1010.0,51.44,62.24,Yes,NNW,60.440000000000005,Cobar,NW,28.0,86.0,52.0,2010-08-10,NW,55.22,24.0,7.0,44.0,2.0,,1012.2,Yes,10.0,3.4
1009.4,42.980000000000004,51.26,Yes,WNW,50.54,Cobar,W,19.0,88.0,50.0,2010-08-11,NNW,47.66,17.0,7.0,88.0,7.0,,1012.3,Yes,1.6,3.6
1015.4,45.68,52.34,No,WSW,51.44,Cobar,WSW,30.0,77.0,61.0,2010-08-12,WSW,46.22,28.0,8.0,60.0,7.0,,1015.2,Yes,3.2,1.6
1015.4,42.260000000000005,58.64,No,S,57.02,Cobar,SW,11.0,90.0,28.0,2010-08-13,SW,46.22,7.0,7.0,54.0,1.0,,1018.7,No,0.0,1.8
1008.0,40.64,66.56,No,N,64.04,Cobar,N,17.0,72.0,61.0,2010-08-14,N,50.0,20.0,,32.0,6.0,,1014.5,No,0.0,
1012.6,48.2,60.26,No,W,59.0,Cobar,WNW,20.0,66.0,44.0,2010-08-15,W,51.620000000000005,20.0,6.0,59.0,7.0,,1011.7,No,0.0,5.0
1018.3,41.54,60.440000000000005,No,W,58.82,Cobar,WNW,7.0,63.0,31.0,2010-08-16,WSW,50.18,20.0,7.0,44.0,5.0,,1019.7,No,0.0,2.2
1019.3,38.12,59.36,No,ENE,58.1,Cobar,ENE,13.0,66.0,26.0,2010-08-17,ESE,46.94,11.0,5.0,39.0,1.0,,1023.4,No,0.0,3.4
1008.3,44.42,63.68,Yes,NNE,61.7,Cobar,N,24.0,45.0,59.0,2010-08-18,NE,55.58,19.0,7.0,57.0,8.0,,1014.3,No,0.0,3.0
1012.0,51.26,67.28,No,NW,64.22,Cobar,NW,9.0,76.0,44.0,2010-08-19,WNW,59.36,19.0,7.0,45.0,6.0,,1013.8,Yes,1.2,0.6
1017.8,40.28,58.28,No,WSW,57.2,Cobar,WSW,9.0,66.0,37.0,2010-08-20,SSW,48.379999999999995,15.0,1.0,36.0,3.0,,1020.0,No,0.0,3.6
1020.7,36.5,60.62,No,SW,59.9,Cobar,SW,9.0,46.0,35.0,2010-08-21,W,51.44,13.0,1.0,33.0,3.0,,1022.4,No,0.0,3.4
1020.2,37.94,56.3,Yes,NE,54.14,Cobar,ENE,17.0,54.0,30.0,2010-08-22,NE,52.879999999999995,13.0,3.0,45.0,8.0,,1024.0,No,0.0,2.6
1013.3,45.14,52.52,No,W,51.8,Cobar,W,11.0,97.0,28.0,2010-08-23,E,45.86,13.0,8.0,82.0,8.0,,1015.9,Yes,4.8,1.8
1014.4,41.9,59.18,No,WNW,57.74,Cobar,WNW,6.0,94.0,33.0,2010-08-24,W,48.379999999999995,20.0,7.0,52.0,8.0,,1018.1,No,0.4,0.4
1011.1,41.72,58.459999999999994,No,W,55.94,Cobar,WNW,13.0,82.0,41.0,2010-08-25,WSW,48.379999999999995,20.0,7.0,39.0,6.0,,1015.1,No,0.0,2.6
1007.2,43.34,58.1,Yes,WNW,56.48,Cobar,WNW,19.0,70.0,52.0,2010-08-26,WNW,49.46,28.0,7.0,54.0,7.0,,1010.4,No,0.0,3.0
1016.5,40.28,57.2,No,WSW,54.32,Cobar,WSW,13.0,77.0,35.0,2010-08-27,W,49.46,20.0,1.0,71.0,7.0,,1016.4,Yes,4.8,1.4
1024.2,41.72,58.82,No,SSW,57.02,Cobar,SW,6.0,77.0,24.0,2010-08-28,SW,50.54,11.0,6.0,48.0,8.0,,1025.2,No,0.0,2.2
1026.2,39.38,60.08,No,SSW,59.18,Cobar,SSW,13.0,65.0,24.0,2010-08-29,ESE,50.9,7.0,1.0,46.0,1.0,,1029.0,No,0.0,2.0
1024.3,39.56,62.959999999999994,No,SE,62.42,Cobar,SE,7.0,61.0,19.0,2010-08-30,SE,53.6,6.0,0.0,37.0,0.0,,1028.1,No,0.0,2.2
1019.8,41.18,70.16,No,NW,69.8,Cobar,N,17.0,57.0,28.0,2010-08-31,NE,55.22,13.0,0.0,33.0,1.0,,1024.4,No,0.0,3.2
1013.4,51.620000000000005,80.06,Yes,NW,78.25999999999999,Cobar,NNW,15.0,51.0,37.0,2010-09-01,N,63.68,17.0,6.0,40.0,7.0,,1018.5,No,0.0,3.8
1013.7,57.56,82.94,Yes,WSW,81.32,Cobar,WSW,13.0,60.0,44.0,2010-09-02,NW,70.88,26.0,1.0,21.0,1.0,,1014.8,Yes,2.0,4.0
1014.5,55.94,69.44,Yes,NE,66.74000000000001,Cobar,NNE,17.0,87.0,33.0,2010-09-03,ENE,58.64,17.0,8.0,71.0,8.0,,1018.0,Yes,2.4,6.4
1006.3,58.64,64.4,Yes,NW,61.34,Cobar,NW,28.0,99.0,59.0,2010-09-04,NNW,60.8,28.0,8.0,71.0,7.0,,1008.7,Yes,4.2,0.4
1017.3,44.78,61.34,No,WSW,58.459999999999994,Cobar,WNW,13.0,66.0,52.0,2010-09-05,W,52.879999999999995,17.0,6.0,49.0,7.0,,1019.0,Yes,1.2,2.4
1020.5,41.36,64.04,No,WSW,62.6,Cobar,W,7.0,60.0,30.0,2010-09-06,W,56.120000000000005,15.0,1.0,39.0,6.0,,1022.5,No,0.0,2.0
1023.4,41.0,61.16,No,SE,60.08,Cobar,S,9.0,68.0,22.0,2010-09-07,SSE,52.34,9.0,1.0,37.0,1.0,,1026.8,No,0.0,2.8
1020.6,44.06,67.46,No,NNW,64.4,Cobar,ENE,17.0,51.0,28.0,2010-09-08,ENE,55.4,7.0,1.0,37.0,,,1024.8,No,0.0,2.6
1009.3,52.7,67.28,Yes,NW,66.38,Cobar,NNW,15.0,89.0,41.0,2010-09-09,NE,55.58,20.0,8.0,74.0,7.0,,1014.4,No,0.0,4.6
1010.8,55.22,63.86,No,WSW,62.42,Cobar,WSW,19.0,74.0,54.0,2010-09-10,WSW,62.42,26.0,2.0,36.0,1.0,,1009.6,Yes,3.0,0.8
1019.2,44.78,66.92,No,S,65.12,Cobar,SW,6.0,61.0,26.0,2010-09-11,SSW,56.66,7.0,0.0,45.0,3.0,,1020.7,No,0.2,5.8
1017.7,48.02,67.82,No,N,67.1,Cobar,NNE,13.0,63.0,30.0,2010-09-12,ENE,58.82,17.0,7.0,44.0,7.0,,1021.6,No,0.0,3.8
1015.7,52.879999999999995,70.34,No,W,64.94,Cobar,SSW,9.0,62.0,22.0,2010-09-13,WSW,62.42,4.0,7.0,64.0,8.0,,1018.7,No,0.0,2.2
1009.5,53.6,71.78,Yes,W,66.92,Cobar,WNW,15.0,81.0,52.0,2010-09-14,N,62.059999999999995,24.0,1.0,42.0,5.0,,1012.5,No,0.2,2.8
1018.4,48.2,58.459999999999994,No,SW,56.84,Cobar,SW,22.0,76.0,37.0,2010-09-15,SW,52.16,13.0,5.0,59.0,7.0,,1019.7,Yes,9.6,4.6
1019.8,42.980000000000004,59.540000000000006,No,SW,57.56,Cobar,WSW,13.0,69.0,35.0,2010-09-16,WSW,52.52,17.0,7.0,58.0,8.0,,1022.9,No,0.0,3.2
1023.2,41.9,58.82,No,SSW,58.28,Cobar,SSW,11.0,66.0,28.0,2010-09-17,S,50.0,13.0,7.0,42.0,2.0,,1026.3,No,0.0,2.2
1019.0,35.78,62.059999999999995,No,S,61.34,Cobar,S,6.0,62.0,30.0,2010-09-18,S,53.24,11.0,3.0,45.0,7.0,,1023.6,No,0.0,2.4
1020.8,43.519999999999996,62.6,No,S,59.9,Cobar,SE,13.0,74.0,24.0,2010-09-19,SE,49.82,9.0,8.0,49.0,7.0,,1023.1,No,0.0,3.0
1022.2,41.18,65.48,No,SSW,64.75999999999999,Cobar,SSE,17.0,58.0,31.0,2010-09-20,SSE,54.14,13.0,1.0,42.0,1.0,,1025.3,No,0.0,3.2
1022.4,42.980000000000004,70.7,No,SSW,70.16,Cobar,SSW,11.0,69.0,28.0,2010-09-21,S,57.379999999999995,13.0,0.0,43.0,1.0,,1025.3,No,0.0,3.8
1021.0,47.48,75.56,No,SSW,74.84,Cobar,SSW,9.0,66.0,26.0,2010-09-22,ESE,62.24,11.0,1.0,32.0,1.0,,1024.9,No,0.0,4.0
1021.6,47.66,70.34,No,SSW,69.44,Cobar,SW,13.0,66.0,28.0,2010-09-23,S,57.2,13.0,0.0,32.0,0.0,,1024.6,No,0.0,4.4
1020.3,42.260000000000005,73.75999999999999,No,SW,73.22,Cobar,WSW,7.0,60.0,22.0,2010-09-24,SE,59.0,7.0,0.0,23.0,1.0,,1024.9,No,0.0,4.6
1016.7,47.66,74.84,No,WSW,71.96,Cobar,WSW,6.0,55.0,31.0,2010-09-25,NNW,62.24,13.0,6.0,19.0,7.0,,1019.4,No,0.0,5.0
1015.6,51.26,80.96,No,NW,79.88,Cobar,SW,7.0,34.0,30.0,2010-09-26,E,68.72,7.0,1.0,20.0,3.0,,1019.6,No,0.0,4.6
1012.6,50.72,79.34,No,W,78.08,Cobar,WNW,7.0,42.0,44.0,2010-09-27,NNW,69.98,17.0,7.0,19.0,3.0,,1015.9,No,0.0,4.6
1014.3,48.2,72.5,No,WSW,71.06,Cobar,WSW,15.0,58.0,31.0,2010-09-28,S,57.92,15.0,1.0,30.0,2.0,,1017.6,No,0.0,6.2
1020.6,42.980000000000004,62.6,No,S,61.88,Cobar,SSW,13.0,52.0,44.0,2010-09-29,S,54.32,13.0,1.0,25.0,1.0,,1022.2,No,0.0,5.6
1022.5,36.86,65.84,No,S,64.75999999999999,Cobar,ESE,17.0,31.0,33.0,2010-09-30,ESE,55.22,7.0,1.0,19.0,6.0,,1026.0,No,0.6,5.8
1021.7,41.36,64.04,No,WSW,62.78,Cobar,ESE,9.0,36.0,22.0,2010-10-01,ESE,58.1,2.0,7.0,25.0,8.0,,1025.0,No,0.0,4.6
1023.4,51.26,59.36,Yes,W,54.86,Cobar,ENE,6.0,88.0,37.0,2010-10-02,NNE,57.2,7.0,7.0,97.0,8.0,,1023.5,No,0.6,2.6
1021.2,51.44,70.7,No,ESE,67.82,Cobar,ENE,19.0,83.0,37.0,2010-10-03,E,59.0,20.0,7.0,58.0,7.0,,1022.9,Yes,9.6,0.4
1018.1,50.54,77.36,No,SE,75.2,Cobar,E,15.0,83.0,22.0,2010-10-04,E,59.18,6.0,1.0,46.0,2.0,,1021.4,No,0.0,3.4
1017.6,55.22,83.12,No,SE,81.5,Cobar,ESE,9.0,74.0,35.0,2010-10-05,E,65.66,9.0,1.0,32.0,1.0,,1020.3,No,0.0,4.2
1014.6,57.379999999999995,84.2,No,NNE,82.58,Cobar,SSW,13.0,66.0,46.0,2010-10-06,ENE,67.46,4.0,1.0,31.0,6.0,,1018.4,No,0.0,5.4
1020.9,51.98,67.1,No,SSW,63.5,Cobar,SSW,17.0,61.0,39.0,2010-10-07,SSW,52.7,15.0,8.0,26.0,7.0,,1022.1,No,0.6,6.8
1021.2,45.5,72.32,No,SSE,69.62,Cobar,SSE,17.0,48.0,39.0,2010-10-08,SSE,54.14,9.0,3.0,28.0,2.0,,1023.9,No,0.0,6.4
1020.1,46.22,78.44,No,SW,76.64,Cobar,SE,9.0,60.0,24.0,2010-10-09,SSE,58.459999999999994,9.0,1.0,33.0,5.0,,1022.6,No,0.0,5.8
1023.3,56.48,79.52,No,E,77.0,Cobar,E,20.0,63.0,41.0,2010-10-10,ENE,64.75999999999999,20.0,1.0,31.0,5.0,,1025.2,No,0.0,5.2
1024.0,55.58,76.28,No,NE,74.48,Cobar,ENE,28.0,55.0,44.0,2010-10-11,ENE,64.58,22.0,5.0,44.0,7.0,,1026.6,No,0.0,8.2
1021.5,61.34,78.98,No,N,75.74000000000001,Cobar,NNE,22.0,60.0,44.0,2010-10-12,NNE,67.82,17.0,7.0,49.0,7.0,,1025.1,No,0.0,7.0
1015.3,64.58,69.25999999999999,Yes,NNE,65.12,Cobar,NNE,20.0,77.0,41.0,2010-10-13,NNE,65.12,4.0,7.0,95.0,8.0,,1017.6,No,0.0,6.0
1008.6,58.1,80.24000000000001,Yes,NNE,76.64,Cobar,NE,6.0,89.0,35.0,2010-10-14,E,66.38,13.0,7.0,52.0,7.0,,1013.0,Yes,15.2,0.6
993.8,64.94,66.2,Yes,WSW,59.540000000000006,Cobar,WNW,28.0,98.0,78.0,2010-10-15,N,65.66,24.0,8.0,88.0,8.0,,991.7,Yes,34.0,4.0
1013.6,42.620000000000005,57.56,No,WSW,55.76,Cobar,WSW,28.0,63.0,50.0,2010-10-16,SW,46.22,22.0,6.0,39.0,7.0,,1012.0,Yes,19.0,3.8
1017.5,40.64,65.48,No,SW,61.519999999999996,Cobar,SSW,13.0,66.0,35.0,2010-10-17,SW,53.42,15.0,1.0,43.0,6.0,,1019.1,No,0.0,3.4
1020.2,43.7,70.16,No,SSW,66.92,Cobar,SW,7.0,64.0,26.0,2010-10-18,SSE,55.94,9.0,1.0,39.0,3.0,,1021.8,No,0.0,3.8
1023.4,46.58,72.14,No,SSE,68.9,Cobar,SE,11.0,46.0,28.0,2010-10-19,SSE,59.18,7.0,0.0,31.0,0.0,,1025.5,No,0.0,4.2
1021.9,49.64,78.62,No,SE,77.0,Cobar,E,11.0,63.0,24.0,2010-10-20,ESE,60.62,6.0,0.0,27.0,1.0,,1026.3,No,0.0,5.8
1018.2,56.3,82.75999999999999,Yes,NW,78.98,Cobar,ENE,9.0,60.0,41.0,2010-10-21,NE,66.56,9.0,6.0,33.0,7.0,,1021.9,No,0.0,6.4
1017.1,59.18,83.66,No,E,81.14,Cobar,E,17.0,57.0,35.0,2010-10-22,NNE,70.34,2.0,1.0,33.0,5.0,,1019.7,Yes,1.6,6.8
1015.0,59.9,84.02,Yes,SW,81.32,Cobar,SSW,13.0,59.0,46.0,2010-10-23,NNW,71.96,11.0,3.0,39.0,7.0,,1017.5,No,0.0,6.6
1017.4,57.379999999999995,75.02,No,S,72.14,Cobar,S,11.0,84.0,26.0,2010-10-24,SSE,60.62,13.0,7.0,37.0,4.0,,1019.0,Yes,4.8,5.4
1016.9,51.620000000000005,76.28,No,NE,74.66,Cobar,E,13.0,72.0,24.0,2010-10-25,ESE,60.980000000000004,6.0,1.0,36.0,7.0,,1019.9,No,0.0,5.8
1016.5,55.4,80.24000000000001,No,W,79.52,Cobar,WSW,7.0,44.0,31.0,2010-10-26,S,67.82,15.0,1.0,17.0,1.0,,1018.9,No,0.0,5.0
1015.1,53.6,81.32,No,SW,81.32,Cobar,WSW,9.0,42.0,37.0,2010-10-27,SSE,67.28,19.0,1.0,26.0,1.0,,1017.3,No,0.0,5.4
1014.0,52.879999999999995,81.68,No,E,78.98,Cobar,SE,9.0,44.0,33.0,2010-10-28,SE,67.1,9.0,0.0,23.0,1.0,,1017.1,No,0.0,8.2
1010.3,59.0,89.96000000000001,Yes,NNW,87.08000000000001,Cobar,N,19.0,68.0,35.0,2010-10-29,ENE,64.94,13.0,5.0,27.0,7.0,,1014.3,No,0.0,7.2
1010.0,64.75999999999999,77.54,Yes,N,73.04,Cobar,NNW,6.0,87.0,63.0,2010-10-30,SSE,65.66,19.0,8.0,68.0,8.0,,1011.4,Yes,1.2,7.8
1014.1,50.9,70.88,No,WNW,70.7,Cobar,WNW,13.0,78.0,31.0,2010-10-31,NW,59.0,19.0,6.0,46.0,6.0,,1014.6,Yes,8.6,2.8
1015.4,48.56,63.86,No,WSW,59.36,Cobar,WSW,7.0,80.0,44.0,2010-11-01,SSW,54.32,20.0,7.0,45.0,7.0,,1017.2,No,0.0,3.0
1017.2,43.34,71.6,No,SSW,69.44,Cobar,SSW,15.0,50.0,39.0,2010-11-02,SSW,56.3,19.0,0.0,32.0,1.0,,1018.9,No,0.2,4.0
1017.7,48.56,73.4,No,SSW,70.7,Cobar,SW,9.0,53.0,30.0,2010-11-03,S,62.78,7.0,1.0,34.0,5.0,,1020.4,No,0.0,5.4
1016.2,48.92,73.75999999999999,No,SW,73.22,Cobar,S,13.0,45.0,37.0,2010-11-04,SE,62.6,13.0,1.0,28.0,3.0,,1019.9,No,0.0,5.4
1013.4,46.58,78.44,No,E,74.84,Cobar,E,13.0,58.0,41.0,2010-11-05,E,62.42,9.0,1.0,27.0,3.0,,1017.1,No,0.0,7.6
1014.2,53.24,80.78,No,E,77.0,Cobar,E,22.0,54.0,33.0,2010-11-06,ENE,63.5,9.0,1.0,26.0,2.0,,1017.4,No,0.0,7.0
1011.3,57.379999999999995,89.41999999999999,No,NW,87.26,Cobar,ENE,20.0,55.0,43.0,2010-11-07,NE,68.36,11.0,1.0,21.0,4.0,,1014.8,No,0.0,7.2
1013.8,63.86,91.4,Yes,WSW,85.28,Cobar,WSW,24.0,50.0,46.0,2010-11-08,NNE,73.04,20.0,1.0,24.0,7.0,,1014.3,No,0.0,8.4
1020.0,61.34,86.36,No,N,83.12,Cobar,NE,15.0,66.0,30.0,2010-11-09,ENE,68.72,7.0,7.0,37.0,6.0,,1022.7,Yes,1.2,8.2
1015.5,62.78,90.14,No,W,87.8,Cobar,NNE,11.0,60.0,39.0,2010-11-10,NNW,76.64,9.0,5.0,36.0,7.0,,1020.6,No,1.0,6.8
1010.5,63.5,92.66,No,SSW,88.16,Cobar,NE,13.0,57.0,28.0,2010-11-11,N,76.82,9.0,1.0,23.0,7.0,,1014.5,No,0.0,6.4
1007.7,67.28,95.9,Yes,N,94.28,Cobar,NNE,20.0,50.0,43.0,2010-11-12,NNE,78.8,17.0,1.0,25.0,5.0,,1012.0,No,0.0,8.6
1009.7,71.24000000000001,92.3,Yes,NNE,89.6,Cobar,NW,17.0,68.0,63.0,2010-11-13,NNE,77.18,30.0,7.0,38.0,7.0,,1012.6,Yes,1.4,9.2
1013.7,67.82,76.46,No,WSW,73.22,Cobar,SW,4.0,91.0,28.0,2010-11-14,W,70.52,11.0,8.0,85.0,8.0,,1014.5,Yes,49.4,3.0
1012.4,66.74000000000001,77.9,No,SSW,76.82,Cobar,SW,13.0,83.0,28.0,2010-11-15,SW,68.0,9.0,7.0,44.0,7.0,,1014.2,No,0.6,2.2
1011.3,56.66,79.88,Yes,SW,71.24000000000001,Cobar,SW,11.0,52.0,39.0,2010-11-16,E,68.72,11.0,7.0,57.0,8.0,,1013.5,No,0.0,4.2
1012.5,55.76,80.42,No,SSE,78.08,Cobar,SSW,15.0,66.0,28.0,2010-11-17,SE,65.12,9.0,1.0,34.0,4.0,,1015.1,Yes,2.0,4.4
