Max_Temp_F,Date,Rain_Today,Rain_Tomorrow,Temp_3_pm_F,Wind_Speed_9_am,Sunshine,Cloud_9_am,Min_Temp_F,Pressure_3_pm,Wind_Dir_3_pm,Location,Humidity_9_am,Rainfall,Pressure_9_am,Wind_Dir_9_am,Temp_9_am_F,Evaporation,Cloud_3_pm,Humidity_3_pm,Wind_Speed_3_pm
64.4,2010-11-11,Yes,Yes,59.9,31.0,7.5,6.0,57.2,1014.2,SW,Albany,64.0,13.0,1013.0,SW,62.24,1.0,7.0,74.0,46.0
61.7,2010-11-12,Yes,No,60.26,19.0,4.6,6.0,51.8,1018.9,SSW,Albany,62.0,2.8,1018.9,SSW,58.1,4.2,7.0,60.0,17.0
62.78,2010-11-13,No,No,59.9,13.0,6.1,6.0,53.78,1020.5,ESE,Albany,59.0,0.0,1021.2,SE,60.440000000000005,3.6,6.0,64.0,15.0
63.5,2010-11-14,No,No,62.24,15.0,4.2,8.0,57.379999999999995,1022.9,SE,Albany,59.0,0.0,1023.9,SE,60.440000000000005,4.2,6.0,64.0,19.0
65.3,2010-11-15,No,No,63.68,19.0,7.1,8.0,58.459999999999994,1023.8,ESE,Albany,56.0,0.0,1025.6,E,61.7,5.4,1.0,56.0,17.0
67.64,2010-11-16,No,No,66.2,6.0,12.3,1.0,60.08,1020.8,SSE,Albany,60.0,0.0,1023.7,ENE,64.4,4.0,1.0,65.0,9.0
68.9,2010-11-17,No,No,67.1,6.0,11.2,2.0,51.98,1020.5,SSE,Albany,71.0,0.0,1022.1,SW,64.4,5.6,7.0,76.0,15.0
69.44,2010-11-18,No,No,68.0,17.0,10.8,7.0,61.34,1020.1,ESE,Albany,65.0,0.0,1023.3,ENE,66.2,6.8,1.0,72.0,19.0
73.04,2010-11-19,No,No,68.36,17.0,12.8,0.0,60.08,1015.3,SE,Albany,78.0,0.0,1018.5,SE,68.18,7.6,2.0,82.0,33.0
78.25999999999999,2010-11-20,No,No,74.84,24.0,9.8,3.0,64.94,1010.1,E,Albany,74.0,0.0,1014.7,E,72.5,5.6,6.0,65.0,31.0
80.24000000000001,2010-11-21,No,No,75.02,0.0,0.7,8.0,68.0,1006.6,SSE,Albany,68.0,0.0,1011.3,,72.68,9.8,8.0,57.0,15.0
66.92,2010-11-22,No,No,62.6,20.0,0.0,7.0,65.3,1012.2,S,Albany,87.0,1.0,1009.3,SSW,65.84,2.4,8.0,85.0,31.0
67.28,2010-11-23,No,No,66.2,4.0,3.8,7.0,56.84,1019.5,S,Albany,67.0,0.6,1019.6,ESE,62.6,1.8,4.0,72.0,19.0
70.34,2010-11-24,No,No,68.18,7.0,13.4,3.0,51.08,1019.2,SW,Albany,64.0,0.0,1021.8,NW,64.58,3.2,1.0,67.0,24.0
70.7,2010-11-25,No,No,66.2,7.0,10.5,6.0,57.2,1017.6,SSW,Albany,61.0,0.0,1018.5,WNW,69.62,6.4,6.0,74.0,24.0
64.4,2010-11-26,No,No,62.059999999999995,19.0,5.5,6.0,59.36,1022.9,NNE,Albany,50.0,0.0,1022.6,SSE,62.059999999999995,7.2,7.0,50.0,19.0
68.36,2010-11-27,No,No,64.75999999999999,24.0,10.7,8.0,57.56,1023.2,E,Albany,55.0,0.0,1025.7,E,62.24,6.8,1.0,60.0,31.0
73.94,2010-11-28,No,No,67.82,15.0,13.1,0.0,60.440000000000005,1021.5,ESE,Albany,51.0,0.0,1024.4,ENE,67.82,8.0,0.0,62.0,31.0
87.98,2010-11-29,No,No,71.78,11.0,13.4,0.0,60.08,1014.2,ESE,Albany,46.0,0.0,1018.4,NE,73.4,9.2,0.0,66.0,30.0
96.44,2010-11-30,No,No,79.52,13.0,12.9,0.0,61.34,1008.3,SE,Albany,20.0,0.0,1009.6,NNW,87.26,7.6,1.0,46.0,7.0
64.4,2010-12-01,No,No,64.4,31.0,0.6,8.0,61.88,1012.7,SSW,Albany,72.0,0.0,1013.2,SSW,62.24,9.4,8.0,58.0,22.0
68.36,2010-12-02,No,Yes,63.86,6.0,8.6,5.0,54.32,1009.3,SSW,Albany,57.0,0.0,1011.5,SE,64.4,3.6,3.0,58.0,20.0
66.38,2010-12-03,Yes,Yes,62.78,4.0,8.3,7.0,50.36,1005.9,SW,Albany,84.0,13.4,1007.0,WNW,57.2,5.8,4.0,60.0,33.0
67.1,2010-12-04,Yes,Yes,65.3,33.0,7.5,6.0,56.84,1003.2,WSW,Albany,71.0,5.2,1005.4,SW,64.22,5.2,6.0,72.0,41.0
66.74000000000001,2010-12-05,Yes,No,65.3,31.0,9.9,5.0,58.64,1003.3,WSW,Albany,71.0,1.2,1004.2,SW,63.5,3.4,5.0,76.0,26.0
65.3,2010-12-06,No,Yes,64.4,2.0,,8.0,57.02,1002.4,WSW,Albany,85.0,1.0,1003.2,NNW,62.6,3.8,8.0,74.0,13.0
65.12,2010-12-07,Yes,Yes,62.6,22.0,,6.0,57.56,1006.7,WSW,Albany,80.0,5.6,1005.0,SW,62.6,,7.0,85.0,22.0
66.2,2010-12-08,Yes,No,62.24,22.0,5.0,6.0,58.1,1016.4,S,Albany,79.0,1.6,1014.4,SW,59.0,4.8,8.0,76.0,31.0
63.32,2010-12-09,No,No,62.24,19.0,4.8,7.0,55.22,1024.8,S,Albany,52.0,1.0,1024.8,SSW,60.08,4.8,6.0,51.0,19.0
64.04,2010-12-10,No,No,62.24,19.0,3.9,8.0,57.2,1022.3,SW,Albany,68.0,0.0,1024.7,SW,60.08,4.0,7.0,67.0,19.0
68.0,2010-12-11,No,No,66.2,19.0,4.0,8.0,59.36,1015.8,SE,Albany,79.0,0.0,1019.0,SW,62.42,5.2,6.0,59.0,11.0
70.88,2010-12-12,No,No,69.8,4.0,11.0,4.0,57.2,1007.2,ESE,Albany,65.0,0.0,1012.9,ENE,67.64,4.0,2.0,69.0,35.0
68.9,2010-12-13,No,No,66.92,17.0,7.4,6.0,62.959999999999994,1009.1,SW,Albany,70.0,0.0,1009.0,S,66.02,6.6,7.0,70.0,28.0
65.3,2010-12-14,No,No,63.14,26.0,6.2,7.0,62.24,1014.9,SSW,Albany,64.0,0.0,1013.4,SW,63.68,3.8,8.0,57.0,19.0
66.56,2010-12-15,No,No,65.84,11.0,6.9,8.0,59.540000000000006,1016.8,SE,Albany,80.0,0.0,1018.9,S,62.42,5.4,2.0,62.0,9.0
68.18,2010-12-16,No,No,66.2,13.0,8.1,7.0,57.74,1014.9,SSW,Albany,69.0,0.0,1017.2,SSW,64.04,6.4,6.0,72.0,22.0
63.86,2010-12-17,No,No,63.32,17.0,1.1,7.0,59.36,1015.0,SE,Albany,62.0,0.2,1015.9,SSE,63.32,4.0,6.0,62.0,19.0
64.94,2010-12-18,No,No,63.68,13.0,9.4,7.0,57.56,1015.9,SSE,Albany,64.0,0.0,1017.5,SSE,60.8,6.2,6.0,64.0,19.0
68.0,2010-12-19,No,No,66.92,19.0,7.2,7.0,58.64,1017.2,ESE,Albany,91.0,1.0,1018.5,ESE,61.88,6.0,3.0,64.0,30.0
67.64,2010-12-20,No,No,66.56,26.0,0.0,8.0,61.16,1015.3,E,Albany,69.0,0.0,1017.9,E,64.94,6.8,7.0,70.0,30.0
71.42,2010-12-21,No,No,71.06,17.0,3.2,8.0,62.78,1011.0,E,Albany,75.0,0.0,1013.6,ENE,66.92,4.0,7.0,71.0,24.0
72.32,2010-12-22,No,No,68.0,20.0,0.3,8.0,64.04,1013.5,E,Albany,82.0,0.0,1014.7,NNE,68.0,4.0,8.0,80.0,26.0
76.64,2010-12-23,No,Yes,73.58,26.0,0.8,8.0,64.58,1011.6,E,Albany,76.0,0.2,1014.5,ENE,69.8,4.0,8.0,74.0,7.0
77.0,2010-12-24,Yes,No,73.58,13.0,9.6,2.0,66.74000000000001,1013.9,SE,Albany,91.0,3.4,1013.4,SE,69.98,3.4,1.0,74.0,15.0
71.42,2010-12-25,No,No,64.04,33.0,0.8,8.0,64.75999999999999,1019.0,ESE,Albany,83.0,0.0,1019.4,ESE,67.64,7.6,8.0,93.0,37.0
69.8,2010-12-26,No,No,67.1,20.0,6.1,8.0,60.8,1018.2,E,Albany,69.0,0.4,1022.0,E,63.14,4.6,6.0,59.0,39.0
73.58,2010-12-27,No,No,71.6,19.0,11.0,6.0,62.6,1005.9,ESE,Albany,57.0,0.0,1011.5,E,68.72,8.0,1.0,62.0,22.0
68.72,2010-12-28,No,No,66.92,30.0,5.8,8.0,65.3,1013.6,SE,Albany,79.0,0.0,1012.4,SSE,66.02,8.4,3.0,66.0,24.0
70.7,2010-12-29,No,No,68.72,15.0,10.3,7.0,63.5,1013.5,E,Albany,57.0,0.0,1016.5,ENE,67.28,7.6,1.0,58.0,31.0
73.4,2010-12-30,No,No,71.42,13.0,9.3,4.0,62.24,1013.1,SSE,Albany,68.0,0.0,1014.2,ESE,68.9,7.8,1.0,63.0,17.0
69.8,2010-12-31,No,No,68.0,19.0,9.2,5.0,60.26,1016.0,S,Albany,62.0,0.0,1016.4,SSW,66.2,6.0,5.0,63.0,19.0
70.52,2011-01-01,No,No,68.0,19.0,5.7,7.0,66.38,1017.0,ESE,Albany,55.0,0.0,1018.5,ESE,67.1,8.0,6.0,63.0,31.0
71.6,2011-01-02,No,No,69.62,26.0,4.5,8.0,66.74000000000001,1015.3,E,Albany,66.0,0.0,1018.0,E,66.56,8.0,4.0,62.0,41.0
74.3,2011-01-03,No,No,71.24000000000001,35.0,11.2,3.0,65.3,1009.1,ESE,Albany,70.0,0.0,1012.2,E,70.52,7.2,6.0,77.0,24.0
87.44,2011-01-04,No,No,71.24000000000001,7.0,8.0,7.0,66.56,1010.3,ESE,Albany,73.0,0.0,1012.7,SE,69.08,7.6,1.0,74.0,31.0
100.22,2011-01-05,No,Yes,72.14,19.0,5.3,6.0,64.58,998.1,WSW,Albany,50.0,0.0,1000.7,NNE,87.26,7.2,8.0,95.0,11.0
71.24000000000001,2011-01-06,Yes,No,68.72,,12.0,6.0,62.24,1001.6,,Albany,58.0,15.4,1002.1,,68.72,8.6,3.0,58.0,
70.52,2011-01-07,No,No,69.44,,12.4,6.0,60.26,1007.0,,Albany,64.0,0.0,1005.5,,67.1,6.4,3.0,62.0,
71.96,2011-01-08,No,No,70.16,,11.9,5.0,59.0,1014.4,,Albany,56.0,0.0,1014.6,,66.2,6.2,1.0,56.0,
74.48,2011-01-09,No,No,71.6,0.0,12.9,1.0,62.959999999999994,1016.5,,Albany,64.0,0.0,1017.5,,71.06,8.2,1.0,71.0,0.0
73.4,2011-01-10,No,No,73.04,,11.6,4.0,65.3,1016.9,,Albany,61.0,0.0,1019.0,,69.8,8.6,4.0,56.0,
73.75999999999999,2011-01-11,No,No,71.24000000000001,,10.2,7.0,65.48,1013.6,,Albany,63.0,0.0,1017.2,,68.0,10.4,4.0,56.0,
79.88,2011-01-12,No,No,74.12,,13.1,0.0,61.34,1005.0,,Albany,49.0,0.0,1010.3,,72.86,9.8,1.0,66.0,
85.64,2011-01-13,No,No,80.24000000000001,11.0,12.1,0.0,64.4,993.2,ESE,Albany,50.0,0.0,998.1,SE,79.7,9.8,4.0,56.0,20.0
69.44,2011-01-14,No,No,68.0,41.0,12.1,5.0,64.22,1007.6,SW,Albany,61.0,0.1,1005.1,NE,67.64,9.6,4.0,67.0,41.0
69.08,2011-01-15,No,No,68.18,,6.2,7.0,61.88,1015.7,,Albany,62.0,0.0,1015.9,,66.02,8.8,5.0,60.0,
74.12,2011-01-16,No,No,69.25999999999999,20.0,12.0,6.0,55.94,1016.2,ESE,Albany,69.0,0.0,1019.0,SE,68.0,4.6,1.0,65.0,37.0
73.4,2011-01-17,No,No,71.78,26.0,11.6,0.0,60.8,1009.6,ESE,Albany,91.0,0.0,1012.9,ESE,70.7,8.0,2.0,77.0,19.0
74.12,2011-01-18,No,No,71.06,26.0,7.5,7.0,66.2,1013.0,SE,Albany,68.0,0.0,1015.0,SSW,67.64,6.8,3.0,59.0,20.0
76.1,2011-01-19,No,No,72.86,,9.3,7.0,62.24,1006.3,,Albany,63.0,0.0,1009.5,,69.08,6.8,2.0,67.0,
70.52,2011-01-20,No,No,66.56,41.0,8.3,6.0,63.32,1013.6,S,Albany,61.0,0.0,1012.5,SW,65.84,8.0,6.0,88.0,19.0
75.92,2011-01-21,No,No,72.86,,13.3,1.0,56.84,1008.8,,Albany,50.0,0.0,1013.5,,69.8,6.4,0.0,60.0,
79.88,2011-01-22,No,No,73.04,2.0,11.3,2.0,64.94,1007.9,SSW,Albany,78.0,0.0,1008.1,SW,72.68,7.6,3.0,80.0,19.0
66.56,2011-01-23,No,Yes,65.3,26.0,0.0,8.0,65.3,1015.4,S,Albany,84.0,0.2,1016.2,S,66.2,7.2,8.0,66.0,22.0
66.2,2011-01-24,Yes,Yes,59.36,11.0,0.0,8.0,57.02,1010.2,SSW,Albany,94.0,21.0,1012.4,W,58.1,2.6,8.0,93.0,19.0
69.62,2011-01-25,Yes,No,67.82,9.0,7.3,7.0,55.58,1012.0,SW,Albany,76.0,10.8,1012.5,WSW,64.04,2.0,6.0,65.0,15.0
72.5,2011-01-26,No,No,71.78,,13.5,3.0,58.459999999999994,1013.0,,Albany,67.0,0.0,1013.3,,68.18,3.4,1.0,70.0,
73.58,2011-01-27,No,No,71.6,11.0,8.4,7.0,64.4,1014.7,SE,Albany,66.0,0.0,1018.0,SE,69.08,5.0,4.0,70.0,19.0
80.6,2011-01-28,No,Yes,77.72,,6.5,8.0,68.0,1006.3,,Albany,95.0,0.8,1009.2,,70.34,6.2,5.0,80.0,
75.02,2011-01-29,Yes,Yes,73.22,,4.6,8.0,68.9,1012.0,,Albany,95.0,16.6,1015.3,,69.08,5.2,5.0,83.0,
70.7,2011-01-30,Yes,Yes,69.98,0.0,0.0,8.0,67.28,1012.1,,Albany,83.0,14.0,1014.1,,68.36,5.6,8.0,79.0,0.0
67.82,2011-01-31,Yes,Yes,66.02,,1.6,8.0,65.12,1016.2,,Albany,89.0,3.4,1014.4,,67.1,1.2,7.0,71.0,
71.42,2011-02-01,Yes,No,69.44,,6.9,7.0,60.08,1012.6,SE,Albany,86.0,2.6,1016.6,,64.04,3.6,4.0,71.0,24.0
70.52,2011-02-02,No,No,68.0,15.0,3.7,7.0,60.440000000000005,1012.7,SSE,Albany,71.0,1.0,1013.2,S,67.64,4.0,7.0,68.0,19.0
72.68,2011-02-03,No,No,68.0,,5.4,7.0,64.4,1012.2,,Albany,70.0,0.0,1013.9,,69.8,5.4,8.0,89.0,
71.42,2011-02-04,No,No,65.84,13.0,1.8,7.0,64.4,1016.2,SSE,Albany,70.0,0.0,1015.3,SE,69.25999999999999,3.6,7.0,77.0,30.0
66.92,2011-02-05,No,No,64.22,35.0,5.1,4.0,61.88,1024.3,SE,Albany,60.0,0.0,1024.0,SSE,64.94,5.8,7.0,61.0,26.0
72.14,2011-02-06,No,No,66.02,19.0,2.1,7.0,59.540000000000006,1024.9,E,Albany,67.0,0.0,1027.1,E,64.22,7.0,8.0,68.0,28.0
70.7,2011-02-07,No,No,69.44,19.0,4.2,7.0,60.8,1019.3,,Albany,79.0,0.8,1022.5,SSE,65.84,4.4,7.0,65.0,19.0
71.42,2011-02-08,No,Yes,66.38,7.0,0.2,8.0,64.4,1013.0,E,Albany,85.0,0.8,1015.8,ESE,67.28,5.4,8.0,94.0,20.0
73.94,2011-02-09,Yes,No,73.22,,4.4,5.0,66.02,1011.2,,Albany,86.0,3.2,1012.0,,69.8,0.6,4.0,78.0,
70.88,2011-02-10,No,No,68.9,19.0,0.9,5.0,64.75999999999999,1018.5,SE,Albany,82.0,1.0,1017.8,SE,69.08,4.0,8.0,82.0,19.0
68.72,2011-02-11,No,Yes,67.28,22.0,3.8,7.0,62.6,1023.2,,Albany,89.0,0.6,1023.8,,64.58,4.0,7.0,71.0,22.0
71.96,2011-02-12,Yes,No,69.08,,5.1,8.0,63.5,1024.2,E,Albany,66.0,3.6,1026.3,,66.2,4.0,6.0,63.0,41.0
72.68,2011-02-13,No,No,71.42,26.0,8.6,7.0,62.959999999999994,1019.8,ESE,Albany,66.0,0.0,1024.3,ESE,66.56,7.8,2.0,54.0,31.0
74.3,2011-02-14,No,No,71.6,19.0,9.5,3.0,65.48,1014.2,,Albany,66.0,0.0,1017.7,,70.88,7.6,2.0,71.0,24.0
74.12,2011-02-15,No,No,73.04,,10.9,6.0,66.2,1012.5,ESE,Albany,76.0,0.0,1014.5,,73.04,5.8,3.0,80.0,20.0
72.32,2011-02-16,No,No,69.8,19.0,4.1,6.0,68.0,1015.5,,Albany,86.0,0.0,1015.8,,68.9,6.4,6.0,73.0,39.0
70.34,2011-02-17,No,Yes,69.44,28.0,0.2,8.0,64.4,1013.1,ESE,Albany,77.0,0.5,1016.1,ESE,66.74000000000001,6.6,8.0,72.0,30.0
74.3,2011-02-18,Yes,No,71.96,11.0,6.8,8.0,64.04,1007.3,SE,Albany,100.0,3.4,1011.1,ESE,67.64,1.4,6.0,85.0,24.0
70.7,2011-02-19,No,No,69.44,30.0,3.8,7.0,66.2,1014.7,SSE,Albany,73.0,0.0,1012.6,S,67.82,3.4,6.0,69.0,19.0
69.44,2011-02-20,No,No,66.56,22.0,0.0,7.0,62.959999999999994,1020.1,,Albany,63.0,0.2,1021.7,,65.84,5.4,8.0,68.0,37.0
75.92,2011-02-21,No,No,73.04,13.0,9.7,7.0,64.94,1015.4,E,Albany,76.0,0.0,1020.0,ENE,68.9,4.6,1.0,69.0,30.0
76.82,2011-02-22,No,No,75.92,11.0,12.5,0.0,63.5,1011.7,E,Albany,66.0,0.0,1015.7,ENE,70.16,7.2,0.0,60.0,24.0
76.64,2011-02-23,No,No,72.5,7.0,11.4,1.0,64.94,1011.9,E,Albany,66.0,0.0,1013.9,NNE,72.5,8.4,2.0,74.0,31.0
75.92,2011-02-24,No,No,73.04,22.0,8.9,8.0,67.64,1010.1,,Albany,85.0,0.0,1013.3,,70.16,7.0,3.0,78.0,30.0
75.38,2011-02-25,No,No,72.5,17.0,11.5,6.0,66.74000000000001,1007.0,,Albany,78.0,0.0,1009.5,E,71.42,6.8,1.0,85.0,24.0
73.04,2011-02-26,No,No,71.24000000000001,13.0,1.3,8.0,68.36,1011.1,ESE,Albany,89.0,0.0,1012.3,E,69.08,6.0,8.0,84.0,24.0
75.2,2011-02-27,No,No,72.68,24.0,5.7,7.0,68.36,1009.7,ESE,Albany,78.0,0.0,1012.5,ESE,71.6,4.0,6.0,81.0,31.0
71.6,2011-02-28,No,Yes,71.24000000000001,24.0,0.1,8.0,68.0,1014.7,ESE,Albany,84.0,0.8,1013.6,,69.8,6.8,6.0,77.0,31.0
69.98,2011-03-01,Yes,No,68.9,31.0,1.9,8.0,63.14,1018.0,ENE,Albany,75.0,1.6,1020.2,E,67.1,3.6,7.0,68.0,26.0
73.04,2011-03-02,No,No,69.8,11.0,8.5,7.0,64.94,1017.0,SE,Albany,55.0,0.0,1019.0,SE,68.18,6.2,6.0,57.0,24.0
76.1,2011-03-03,No,No,73.04,26.0,9.6,1.0,63.14,1011.8,E,Albany,55.0,0.0,1017.3,E,69.8,8.2,0.0,56.0,30.0
87.8,2011-03-04,No,No,81.32,6.0,11.4,0.0,61.16,1003.6,NNE,Albany,54.0,0.0,1008.6,NNE,74.84,7.8,2.0,48.0,26.0
76.1,2011-03-05,No,No,70.34,4.0,0.0,7.0,68.0,1007.5,SW,Albany,87.0,0.0,1007.5,,71.78,8.4,7.0,85.0,17.0
70.88,2011-03-06,No,No,69.25999999999999,9.0,5.6,6.0,60.08,1013.4,WSW,Albany,75.0,0.4,1012.5,WSW,69.08,2.6,6.0,66.0,28.0
69.62,2011-03-07,No,No,68.0,2.0,4.7,6.0,62.959999999999994,1015.4,,Albany,69.0,0.8,1017.0,SSW,68.0,3.8,5.0,69.0,13.0
72.32,2011-03-08,No,No,70.7,7.0,10.5,2.0,57.02,1014.7,S,Albany,81.0,0.0,1015.9,N,65.12,2.0,1.0,62.0,15.0
73.4,2011-03-09,No,No,70.52,2.0,11.6,2.0,53.24,1015.8,SE,Albany,81.0,0.0,1018.3,SW,62.78,4.8,0.0,73.0,28.0
79.16,2011-03-10,No,No,75.2,7.0,10.4,2.0,61.34,1006.4,SSW,Albany,86.0,0.0,1011.5,SSE,70.7,5.8,2.0,79.0,19.0
71.24000000000001,2011-03-11,No,Yes,69.08,28.0,2.1,6.0,61.88,1012.3,,Albany,65.0,0.4,1011.5,SW,69.44,5.4,6.0,64.0,19.0
67.64,2011-03-12,Yes,No,66.74000000000001,2.0,6.0,7.0,59.18,1020.3,SSW,Albany,68.0,1.2,1020.1,SSW,63.68,5.4,3.0,55.0,13.0
71.6,2011-03-13,No,No,70.16,0.0,10.1,3.0,52.52,1021.8,ESE,Albany,72.0,0.0,1025.2,,62.6,3.6,2.0,52.0,19.0
75.2,2011-03-14,No,No,72.5,17.0,11.2,1.0,59.36,1016.3,E,Albany,59.0,0.0,1020.1,E,68.72,5.6,1.0,63.0,28.0
74.84,2011-03-15,No,No,72.5,24.0,11.0,6.0,64.4,1019.0,,Albany,69.0,0.0,1020.7,,69.98,6.0,2.0,59.0,19.0
74.3,2011-03-16,No,Yes,69.98,19.0,5.9,2.0,63.68,1016.3,SE,Albany,62.0,0.0,1019.5,SSE,70.7,6.6,7.0,73.0,24.0
71.24000000000001,2011-03-17,Yes,Yes,68.9,19.0,3.0,8.0,65.12,1013.5,E,Albany,92.0,2.2,1015.8,E,67.28,5.0,8.0,92.0,15.0
75.2,2011-03-18,Yes,Yes,73.4,4.0,8.0,8.0,66.2,1010.5,SE,Albany,95.0,1.4,1012.6,WSW,68.0,0.8,4.0,79.0,19.0
71.06,2011-03-19,Yes,No,69.44,19.0,4.6,8.0,63.32,1013.0,SW,Albany,92.0,1.8,1012.8,SW,66.92,4.2,5.0,72.0,37.0
69.25999999999999,2011-03-20,No,Yes,63.5,13.0,0.8,7.0,63.68,1017.7,SSW,Albany,68.0,0.0,1018.1,SSE,65.3,4.6,8.0,85.0,7.0
70.52,2011-03-21,Yes,No,69.62,6.0,6.9,7.0,62.059999999999995,1016.4,ESE,Albany,70.0,1.2,1019.8,ENE,64.58,3.2,4.0,60.0,24.0
77.18,2011-03-22,No,No,72.68,19.0,4.5,7.0,61.16,1011.9,ESE,Albany,75.0,0.4,1014.9,ESE,64.4,5.0,5.0,74.0,28.0
73.94,2011-03-23,No,No,72.86,0.0,5.2,7.0,60.440000000000005,1016.3,SSW,Albany,91.0,0.0,1015.3,,69.8,3.6,5.0,74.0,28.0
73.94,2011-03-24,No,No,71.78,2.0,9.2,6.0,60.440000000000005,1020.9,SE,Albany,74.0,0.0,1022.7,S,69.08,3.6,1.0,61.0,20.0
76.28,2011-03-25,No,No,74.84,2.0,11.1,1.0,58.28,1021.4,,Albany,72.0,0.0,1024.0,,69.08,5.0,0.0,64.0,28.0
78.25999999999999,2011-03-26,No,No,77.18,2.0,11.2,0.0,59.36,1020.1,SE,Albany,65.0,0.0,1023.5,N,65.66,5.4,0.0,60.0,15.0
83.48,2011-03-27,No,No,80.6,0.0,10.8,0.0,60.8,1017.6,ESE,Albany,59.0,0.0,1020.4,,71.6,6.0,0.0,53.0,9.0
75.2,2011-03-28,No,No,71.96,11.0,7.2,4.0,63.86,1019.0,,Albany,76.0,0.0,1020.5,SSW,71.24000000000001,4.8,6.0,72.0,22.0
71.06,2011-03-29,No,No,67.82,20.0,0.0,8.0,64.75999999999999,1023.6,SE,Albany,73.0,0.2,1023.9,SSE,66.56,4.4,8.0,63.0,19.0
72.14,2011-03-30,No,No,70.16,4.0,10.7,5.0,62.6,1025.6,SE,Albany,59.0,0.0,1028.0,,69.8,4.2,2.0,66.0,19.0
73.4,2011-03-31,No,Yes,71.6,9.0,10.7,2.0,60.62,1025.8,ESE,Albany,64.0,0.0,1028.6,E,68.18,4.4,2.0,66.0,19.0
67.64,2011-05-01,Yes,Yes,61.88,0.0,4.7,6.0,56.120000000000005,1024.1,SSE,Albany,93.0,6.6,1025.1,,59.72,1.0,7.0,89.0,9.0
65.84,2011-05-02,Yes,Yes,64.04,6.0,0.8,7.0,57.2,1023.8,SSW,Albany,94.0,6.2,1026.3,WNW,59.9,1.8,7.0,73.0,7.0
67.28,2011-05-03,Yes,No,66.2,0.0,8.9,2.0,51.08,1023.2,SSW,Albany,90.0,2.4,1026.1,,57.74,1.0,3.0,71.0,13.0
75.92,2011-05-04,No,No,71.78,6.0,5.8,7.0,53.96,1019.8,E,Albany,78.0,0.0,1024.0,NNE,61.7,1.2,5.0,57.0,15.0
69.08,2011-05-05,No,Yes,61.88,6.0,0.1,8.0,54.5,1017.8,NW,Albany,81.0,0.0,1019.1,NNW,62.6,2.0,8.0,93.0,6.0
63.86,2011-05-06,Yes,No,62.6,11.0,3.1,4.0,56.66,1023.4,S,Albany,71.0,12.8,1023.9,SW,60.8,0.6,4.0,64.0,19.0
67.64,2011-05-07,No,No,65.48,4.0,7.1,7.0,58.28,1022.0,ESE,Albany,61.0,0.0,1025.3,NE,61.16,1.6,3.0,58.0,19.0
77.0,2011-05-08,No,No,75.74000000000001,9.0,8.5,4.0,51.98,1016.8,NW,Albany,62.0,0.0,1021.0,NNE,58.1,3.0,6.0,39.0,6.0
66.92,2011-05-09,No,No,65.84,9.0,7.8,4.0,57.92,1026.4,S,Albany,68.0,0.8,1025.7,SSW,64.04,3.6,2.0,60.0,17.0
64.58,2011-05-10,No,No,63.32,19.0,3.4,5.0,59.540000000000006,1031.9,SE,Albany,61.0,0.2,1033.2,SE,63.68,1.6,7.0,85.0,9.0
67.1,2011-05-11,No,No,65.3,7.0,6.7,4.0,56.84,1030.4,ESE,Albany,55.0,0.0,1033.4,NE,62.78,3.8,4.0,54.0,15.0
65.12,2011-05-12,No,No,63.32,0.0,0.0,8.0,52.52,1029.4,E,Albany,84.0,0.0,1031.9,,55.76,0.8,8.0,59.0,13.0
68.18,2011-05-13,No,Yes,65.48,0.0,1.6,8.0,55.58,1027.1,ESE,Albany,64.0,0.0,1030.5,,62.6,1.2,6.0,62.0,7.0
67.46,2011-05-14,Yes,No,65.84,6.0,4.4,8.0,57.74,1025.3,E,Albany,91.0,2.0,1029.1,NNE,60.980000000000004,1.4,4.0,72.0,19.0
69.44,2011-05-15,No,No,66.02,7.0,1.0,5.0,53.96,1020.6,E,Albany,79.0,0.0,1025.0,NNE,55.04,1.2,7.0,61.0,11.0
71.6,2011-05-16,No,Yes,68.9,6.0,2.6,8.0,54.86,1011.6,NNE,Albany,74.0,0.2,1016.4,NNW,60.980000000000004,1.8,4.0,61.0,2.0
69.8,2011-05-17,Yes,Yes,66.2,7.0,3.6,3.0,58.64,1012.3,WSW,Albany,91.0,5.7,1012.7,NNW,60.62,0.8,8.0,80.0,17.0
62.6,2011-05-18,Yes,No,60.8,19.0,3.3,4.0,58.1,1020.5,SE,Albany,66.0,1.2,1020.8,SSE,61.16,2.0,8.0,58.0,13.0
70.7,2011-05-19,No,Yes,69.8,4.0,9.0,3.0,48.2,1017.1,N,Albany,84.0,0.0,1021.9,NNW,51.98,1.8,1.0,49.0,11.0
61.16,2011-05-20,Yes,Yes,55.4,20.0,0.0,8.0,52.16,1008.0,SSW,Albany,91.0,6.0,1006.6,SSW,60.08,2.8,8.0,94.0,30.0
62.42,2011-05-21,Yes,No,60.62,9.0,2.9,6.0,53.24,1022.9,WSW,Albany,69.0,36.0,1022.8,SW,58.82,4.4,8.0,65.0,31.0
62.959999999999994,2011-05-22,No,No,61.16,24.0,4.3,6.0,58.1,1027.5,SW,Albany,62.0,0.0,1027.6,SSW,62.24,2.0,7.0,72.0,20.0
64.75999999999999,2011-05-23,No,No,62.24,2.0,5.1,4.0,55.4,1029.5,SE,Albany,89.0,0.8,1030.9,W,59.0,0.0,6.0,86.0,17.0
