Temp_9_am_C,Humidity_9_am,Location,Humidity_3_pm,Max_Temp_C,Date,Evaporation,Rainfall,Pressure_3_pm,Wind_Dir_3_pm,Wind_Speed_3_pm,Wind_Gust_Dir,Cloud_9_am,Wind_Gust_Speed,Cloud_3_pm,Pressure_9_am,Sunshine,Wind_Speed_9_am,Rain_Today,Rain_Tomorrow,Min_Temp_C,Wind_Dir_9_am,Temp_3_pm_C
28.1,28.0,PerthAirport,10.0,37.2,2011-01-12,14.0,0.0,1000.4,ESE,13.0,E,0.0,54.0,0.0,1005.5,13.0,26.0,No,No,19.4,ENE,36.6
33.5,21.0,PerthAirport,50.0,36.4,2011-01-13,12.0,0.0,997.8,SW,30.0,SSW,1.0,54.0,1.0,997.1,12.2,20.0,No,No,20.0,N,28.3
22.1,45.0,PerthAirport,33.0,26.0,2011-01-14,11.2,0.0,1008.1,SW,26.0,S,7.0,43.0,4.0,1007.9,11.5,17.0,No,No,16.0,SSW,24.4
22.2,35.0,PerthAirport,35.0,29.3,2011-01-15,8.8,0.0,1012.1,SW,30.0,SW,0.0,43.0,0.0,1015.2,13.0,19.0,No,No,13.4,SE,26.6
24.9,37.0,PerthAirport,21.0,36.8,2011-01-16,9.4,0.0,1009.6,ENE,15.0,E,0.0,48.0,0.0,1014.0,13.0,31.0,No,No,17.3,E,36.1
30.8,30.0,PerthAirport,31.0,37.1,2011-01-17,11.2,0.0,1008.0,SW,24.0,ENE,2.0,48.0,6.0,1009.3,12.3,13.0,No,No,21.0,NE,30.7
24.7,40.0,PerthAirport,33.0,33.5,2011-01-18,9.2,0.0,1007.9,WSW,24.0,SW,0.0,39.0,0.0,1011.5,13.2,17.0,No,No,18.9,E,31.6
26.8,40.0,PerthAirport,40.0,32.1,2011-01-19,9.8,0.0,1005.0,SW,22.0,S,0.0,52.0,0.0,1006.8,13.1,9.0,No,No,17.8,SW,29.0
22.9,42.0,PerthAirport,35.0,29.7,2011-01-20,10.2,0.0,1008.6,SW,28.0,S,1.0,44.0,0.0,1011.3,13.1,20.0,No,No,16.2,SSE,27.7
23.2,42.0,PerthAirport,25.0,35.3,2011-01-21,11.0,0.0,1007.0,SW,19.0,ENE,7.0,50.0,6.0,1009.1,8.3,30.0,No,No,18.0,E,35.1
29.0,35.0,PerthAirport,34.0,33.6,2011-01-22,8.0,0.0,1007.9,W,20.0,W,5.0,33.0,5.0,1007.9,7.4,6.0,No,No,16.0,ESE,30.2
24.9,69.0,PerthAirport,50.0,31.2,2011-01-23,8.2,0.2,1008.8,S,33.0,SSW,7.0,41.0,7.0,1012.0,5.5,17.0,No,No,20.2,S,29.0
19.6,72.0,PerthAirport,54.0,24.6,2011-01-24,7.8,0.0,1007.2,S,24.0,SSW,8.0,39.0,6.0,1009.2,1.0,30.0,No,No,19.1,S,22.8
21.8,39.0,PerthAirport,34.0,27.1,2011-01-25,3.2,0.0,1010.0,SW,30.0,W,1.0,46.0,1.0,1013.3,13.0,19.0,No,No,11.2,SSE,25.9
22.9,52.0,PerthAirport,32.0,30.8,2011-01-26,8.6,0.0,1010.3,SW,30.0,SW,0.0,39.0,0.0,1011.7,13.0,11.0,No,No,11.3,SSW,28.8
26.9,40.0,PerthAirport,26.0,40.0,2011-01-27,9.4,0.0,1006.8,WSW,20.0,E,3.0,48.0,5.0,1011.5,13.1,24.0,No,No,17.7,ENE,38.3
36.8,32.0,PerthAirport,40.0,40.4,2011-01-28,8.2,0.0,1006.3,W,28.0,WNW,5.0,57.0,6.0,1006.3,12.5,24.0,No,No,26.9,N,35.2
31.6,45.0,PerthAirport,91.0,41.8,2011-01-29,10.6,0.0,1009.2,NNW,33.0,NNW,3.0,67.0,8.0,1009.0,8.7,22.0,No,Yes,23.4,ENE,25.1
29.5,60.0,PerthAirport,59.0,38.4,2011-01-30,8.4,20.6,1006.6,WNW,31.0,NNW,5.0,54.0,3.0,1008.6,11.9,20.0,Yes,Yes,23.5,NNE,30.6
24.2,80.0,PerthAirport,55.0,29.5,2011-01-31,8.6,1.8,1010.9,SSE,24.0,SSE,7.0,39.0,6.0,1010.6,1.6,22.0,Yes,No,22.7,SSE,27.3
21.8,46.0,PerthAirport,37.0,30.7,2011-02-01,6.8,0.4,1008.4,WSW,28.0,E,0.0,41.0,0.0,1013.1,12.4,19.0,No,No,17.9,E,29.1
26.3,44.0,PerthAirport,31.0,33.8,2011-02-02,8.0,0.0,1005.3,WSW,30.0,E,0.0,59.0,0.0,1009.1,13.2,11.0,No,No,17.2,SE,33.3
26.1,44.0,PerthAirport,32.0,37.0,2011-02-03,11.4,0.0,1004.9,SW,26.0,E,0.0,70.0,1.0,1007.8,13.0,24.0,No,No,19.8,ENE,35.1
26.7,49.0,PerthAirport,27.0,37.0,2011-02-04,10.6,0.0,1007.1,S,30.0,ESE,1.0,67.0,1.0,1009.3,12.2,17.0,No,No,22.8,ESE,36.2
21.0,46.0,PerthAirport,19.0,29.7,2011-02-05,12.2,0.0,1014.9,SE,35.0,ESE,2.0,63.0,0.0,1018.4,12.2,39.0,No,No,18.3,ESE,28.9
20.3,33.0,PerthAirport,18.0,30.3,2011-02-06,14.4,0.0,1015.3,E,39.0,E,1.0,72.0,1.0,1019.7,12.4,35.0,No,No,16.2,E,29.1
23.8,35.0,PerthAirport,18.0,32.8,2011-02-07,10.8,0.0,1011.9,ENE,20.0,ENE,4.0,56.0,4.0,1015.9,11.9,35.0,No,No,18.4,E,31.9
27.9,40.0,PerthAirport,33.0,33.8,2011-02-08,10.2,0.0,1005.5,WSW,28.0,E,1.0,41.0,5.0,1009.9,11.8,30.0,No,No,20.9,ENE,33.1
26.1,57.0,PerthAirport,48.0,32.5,2011-02-09,10.0,0.0,1006.8,W,28.0,WSW,1.0,39.0,1.0,1009.0,12.8,7.0,No,No,19.8,SSE,30.3
25.2,56.0,PerthAirport,29.0,35.3,2011-02-10,9.8,0.0,1009.9,E,24.0,ESE,1.0,54.0,0.0,1012.8,12.7,24.0,No,No,20.7,E,34.1
22.8,56.0,PerthAirport,33.0,32.5,2011-02-11,10.4,0.0,1013.1,E,28.0,E,6.0,65.0,7.0,1016.2,8.5,39.0,No,No,20.6,E,31.6
24.0,49.0,PerthAirport,27.0,31.9,2011-02-12,11.0,0.0,1014.5,E,35.0,E,2.0,70.0,0.0,1018.3,12.4,35.0,No,No,19.2,ENE,31.3
24.3,43.0,PerthAirport,25.0,33.7,2011-02-13,11.6,0.0,1012.5,ENE,19.0,E,3.0,52.0,1.0,1017.5,11.6,37.0,No,No,17.8,ENE,32.8
25.3,50.0,PerthAirport,29.0,35.1,2011-02-14,10.0,0.0,1008.8,SW,9.0,E,7.0,43.0,1.0,1013.0,10.2,26.0,No,No,21.3,ENE,34.2
29.9,41.0,PerthAirport,28.0,37.6,2011-02-15,8.6,0.0,1005.8,SW,31.0,WSW,3.0,43.0,2.0,1009.2,12.8,22.0,No,No,23.1,E,36.2
30.9,44.0,PerthAirport,26.0,39.5,2011-02-16,13.6,0.0,1003.8,ESE,24.0,E,1.0,61.0,5.0,1008.3,10.6,15.0,No,No,24.9,E,37.3
26.5,54.0,PerthAirport,34.0,34.4,2011-02-17,12.2,0.0,1005.4,ESE,17.0,E,1.0,54.0,3.0,1009.4,11.3,35.0,No,No,21.7,E,33.7
27.1,49.0,PerthAirport,30.0,34.3,2011-02-18,8.6,0.0,1004.3,ENE,15.0,ENE,1.0,41.0,2.0,1007.8,12.8,20.0,No,No,20.9,ENE,32.4
29.1,43.0,PerthAirport,30.0,35.8,2011-02-19,7.4,0.0,1006.4,SSW,17.0,E,2.0,70.0,4.0,1008.1,12.3,24.0,No,No,18.6,ENE,35.0
23.1,55.0,PerthAirport,40.0,30.6,2011-02-20,11.2,0.0,1011.8,ENE,31.0,E,7.0,65.0,7.0,1014.2,0.0,41.0,No,No,21.1,E,30.2
28.5,45.0,PerthAirport,20.0,36.9,2011-02-21,6.6,0.0,1009.0,NE,33.0,E,2.0,56.0,2.0,1013.7,12.2,33.0,No,No,22.0,ENE,36.3
25.2,43.0,PerthAirport,16.0,36.7,2011-02-22,12.4,0.0,1005.6,ENE,33.0,ENE,1.0,59.0,2.0,1010.6,12.2,31.0,No,No,20.3,ENE,35.8
26.9,46.0,PerthAirport,28.0,35.2,2011-02-23,11.8,0.0,1005.2,E,20.0,E,1.0,44.0,1.0,1009.1,12.3,22.0,No,No,19.9,ENE,34.2
29.1,49.0,PerthAirport,39.0,36.0,2011-02-24,8.2,0.0,1004.3,E,20.0,ENE,3.0,43.0,7.0,1007.1,7.4,30.0,No,No,23.8,ENE,34.6
30.1,47.0,PerthAirport,36.0,38.7,2011-02-25,7.8,0.0,1003.0,WSW,26.0,ENE,1.0,43.0,2.0,1005.7,11.0,26.0,No,No,24.5,E,36.9
30.1,54.0,PerthAirport,41.0,37.6,2011-02-26,8.8,0.0,1005.6,WSW,22.0,SW,0.0,33.0,1.0,1007.4,11.9,11.0,No,No,21.3,NNW,35.2
29.1,47.0,PerthAirport,28.0,38.1,2011-02-27,11.4,0.0,1004.5,SW,24.0,E,1.0,41.0,2.0,1007.6,11.2,20.0,No,No,23.3,ENE,36.6
31.6,46.0,PerthAirport,26.0,40.1,2011-02-28,9.4,0.0,1004.2,SSE,13.0,E,1.0,65.0,3.0,1007.3,10.1,22.0,No,No,26.6,E,38.4
25.9,47.0,PerthAirport,26.0,35.6,2011-03-01,9.6,0.0,1008.9,ENE,30.0,E,1.0,61.0,1.0,1012.2,11.7,35.0,No,No,21.3,E,34.6
25.0,42.0,PerthAirport,21.0,33.1,2011-03-02,11.4,0.0,1009.2,ESE,26.0,E,0.0,46.0,0.0,1013.3,11.7,22.0,No,No,20.5,E,33.0
25.3,37.0,PerthAirport,23.0,35.1,2011-03-03,11.6,0.0,1007.2,NNE,15.0,ENE,1.0,48.0,0.0,1012.0,11.5,30.0,No,No,19.6,ENE,33.9
29.4,34.0,PerthAirport,32.0,36.4,2011-03-04,8.2,0.0,1003.6,W,28.0,W,1.0,39.0,2.0,1006.9,11.3,24.0,No,No,21.5,NNE,32.4
25.1,60.0,PerthAirport,46.0,29.4,2011-03-05,8.4,0.0,1007.3,SW,28.0,SW,7.0,48.0,2.0,1007.7,9.1,20.0,No,No,22.2,SSW,27.7
23.7,38.0,PerthAirport,41.0,28.0,2011-03-06,8.2,0.0,1012.7,SW,28.0,SSW,3.0,48.0,2.0,1013.8,10.8,26.0,No,No,16.4,SSE,26.5
23.0,44.0,PerthAirport,35.0,28.7,2011-03-07,8.4,0.0,1011.9,WSW,30.0,SW,7.0,43.0,1.0,1015.9,11.6,11.0,No,No,17.4,SE,27.8
23.3,42.0,PerthAirport,36.0,31.4,2011-03-08,7.8,0.0,1010.6,SW,30.0,SW,0.0,41.0,1.0,1013.6,11.6,15.0,No,No,18.1,E,29.6
24.3,38.0,PerthAirport,27.0,33.3,2011-03-09,9.6,0.0,1010.9,SW,28.0,,0.0,,0.0,1014.5,11.4,20.0,No,No,18.0,ENE,32.2
27.1,39.0,PerthAirport,41.0,32.7,2011-03-10,8.6,0.0,1007.4,WSW,24.0,SW,1.0,44.0,1.0,1009.6,11.0,4.0,No,No,17.1,SSE,29.6
23.6,40.0,PerthAirport,42.0,28.6,2011-03-11,7.8,0.0,1010.5,SW,30.0,S,1.0,48.0,2.0,1012.2,10.9,22.0,No,No,13.9,S,26.6
22.4,48.0,PerthAirport,31.0,28.3,2011-03-12,9.6,0.0,1015.5,SSW,17.0,SSW,1.0,48.0,3.0,1017.6,10.8,15.0,No,No,17.5,SE,26.4
21.8,46.0,PerthAirport,21.0,31.1,2011-03-13,8.4,0.0,1015.7,E,19.0,E,1.0,63.0,1.0,1020.7,11.3,39.0,No,No,16.5,E,30.5
26.0,36.0,PerthAirport,18.0,35.4,2011-03-14,10.0,0.0,1010.6,NE,11.0,E,2.0,67.0,1.0,1015.2,11.2,28.0,No,No,18.8,ENE,34.9
28.4,51.0,PerthAirport,16.0,35.6,2011-03-15,11.0,0.0,1010.3,E,20.0,E,1.0,76.0,1.0,1013.4,11.2,31.0,No,No,22.8,NE,35.0
24.2,50.0,PerthAirport,28.0,33.8,2011-03-16,13.2,0.0,1008.8,E,20.0,E,0.0,70.0,3.0,1012.7,10.9,31.0,No,No,19.3,E,32.3
25.2,57.0,PerthAirport,42.0,32.7,2011-03-17,9.4,0.0,1008.8,WSW,28.0,E,1.0,54.0,2.0,1011.7,11.3,22.0,No,No,20.7,ENE,30.6
26.7,58.0,PerthAirport,47.0,31.2,2011-03-18,7.8,0.0,1009.5,W,26.0,WSW,0.0,37.0,1.0,1011.1,11.3,9.0,No,No,19.0,ENE,29.2
23.0,64.0,PerthAirport,40.0,29.7,2011-03-19,6.6,0.0,1011.4,SW,24.0,SW,1.0,43.0,1.0,1012.7,10.9,13.0,No,No,15.7,S,27.0
22.1,49.0,PerthAirport,34.0,29.7,2011-03-20,8.4,0.0,1011.5,WSW,26.0,E,1.0,69.0,1.0,1016.1,10.6,13.0,No,No,16.6,ESE,28.7
21.5,49.0,PerthAirport,34.0,32.1,2011-03-21,8.8,0.0,1009.8,E,17.0,E,1.0,74.0,1.0,1013.8,10.8,31.0,No,No,16.8,ENE,30.9
27.3,43.0,PerthAirport,41.0,34.0,2011-03-22,8.2,0.0,1010.6,WSW,20.0,NNE,1.0,43.0,6.0,1012.3,10.4,26.0,No,No,20.9,N,30.4
23.9,63.0,PerthAirport,35.0,32.0,2011-03-23,7.8,0.0,1013.2,SW,19.0,W,1.0,30.0,1.0,1015.0,10.9,4.0,No,No,16.2,SSW,30.5
25.2,53.0,PerthAirport,21.0,36.0,2011-03-24,5.2,0.0,1015.8,WSW,4.0,E,0.0,57.0,2.0,1018.7,10.2,22.0,No,No,19.5,ENE,35.4
26.0,43.0,PerthAirport,25.0,37.0,2011-03-25,9.4,0.0,1017.5,W,22.0,ENE,0.0,46.0,1.0,1020.6,10.7,26.0,No,No,20.9,ENE,34.5
28.6,28.0,PerthAirport,15.0,35.6,2011-03-26,9.6,0.0,1017.2,SE,9.0,E,0.0,48.0,1.0,1020.8,10.7,24.0,No,No,21.8,NE,34.4
26.5,25.0,PerthAirport,19.0,34.8,2011-03-27,8.6,0.0,1015.6,WSW,26.0,SW,0.0,39.0,0.0,1019.9,11.0,17.0,No,No,15.6,ENE,31.9
26.6,22.0,PerthAirport,20.0,34.9,2011-03-28,8.2,0.0,1014.2,SW,26.0,ESE,5.0,39.0,5.0,1017.7,11.0,17.0,No,No,12.5,ENE,32.0
23.3,53.0,PerthAirport,17.0,33.9,2011-03-29,7.4,0.0,1016.2,NNW,11.0,E,2.0,72.0,6.0,1019.0,10.9,20.0,No,No,19.1,E,33.2
23.0,50.0,PerthAirport,15.0,32.9,2011-03-30,8.8,0.0,1019.6,ESE,17.0,E,0.0,80.0,1.0,1023.0,10.9,35.0,No,No,18.5,E,32.5
23.4,45.0,PerthAirport,19.0,32.4,2011-03-31,9.2,0.0,1020.6,ESE,17.0,E,0.0,50.0,1.0,1024.4,10.9,26.0,No,No,18.5,E,31.5
17.7,61.0,PerthAirport,36.0,24.6,2011-05-01,5.2,0.0,1021.9,W,19.0,SW,1.0,33.0,1.0,1025.4,9.9,13.0,No,No,7.4,ESE,23.6
17.7,61.0,PerthAirport,32.0,26.0,2011-05-02,4.4,0.0,1020.7,SW,9.0,ENE,0.0,35.0,5.0,1025.0,8.7,20.0,No,No,10.3,ENE,24.7
18.3,52.0,PerthAirport,27.0,26.7,2011-05-03,2.8,0.0,1020.0,ESE,11.0,ENE,1.0,31.0,2.0,1024.0,8.9,17.0,No,No,10.5,ENE,26.0
19.6,41.0,PerthAirport,23.0,26.9,2011-05-04,3.6,0.0,1019.3,W,13.0,ENE,1.0,30.0,3.0,1022.7,9.7,13.0,No,No,10.2,NE,25.7
18.0,46.0,PerthAirport,32.0,25.7,2011-05-05,4.2,0.0,1018.0,WSW,17.0,SSW,2.0,41.0,7.0,1020.8,7.9,13.0,No,No,9.8,NE,24.7
17.5,46.0,PerthAirport,31.0,23.4,2011-05-06,4.2,0.0,1019.9,ESE,13.0,,1.0,,1.0,1023.1,10.0,20.0,No,No,14.1,SE,23.1
15.2,56.0,PerthAirport,28.0,25.7,2011-05-07,4.0,0.0,1017.6,ENE,22.0,,0.0,,0.0,1021.5,9.9,37.0,No,No,11.5,ENE,25.2
20.0,42.0,PerthAirport,22.0,29.9,2011-05-08,6.8,0.0,1016.0,NE,6.0,,3.0,,7.0,1019.2,8.4,22.0,No,No,15.2,SSE,28.8
17.3,71.0,PerthAirport,48.0,26.7,2011-05-09,3.0,0.0,1022.3,SW,22.0,,0.0,,1.0,,9.7,13.0,No,No,9.7,S,25.3
18.0,59.0,PerthAirport,31.0,25.6,2011-05-10,5.6,0.0,1026.6,E,15.0,,1.0,,0.0,1029.4,9.3,22.0,No,No,15.2,E,25.0
16.8,60.0,PerthAirport,28.0,23.7,2011-05-11,5.2,0.0,1026.6,E,19.0,,1.0,,0.0,1030.8,9.6,28.0,No,No,14.0,E,23.2
14.5,54.0,PerthAirport,27.0,23.6,2011-05-12,3.8,0.0,1024.8,ENE,17.0,ENE,1.0,39.0,0.0,1029.0,10.2,28.0,No,No,9.1,ENE,23.3
15.0,53.0,PerthAirport,28.0,23.3,2011-05-13,6.0,0.0,1022.6,ESE,28.0,ENE,1.0,50.0,2.0,1026.7,9.6,33.0,No,No,11.4,ENE,22.8
14.8,53.0,PerthAirport,33.0,22.9,2011-05-14,4.2,0.0,1020.6,ENE,26.0,E,4.0,46.0,7.0,1025.3,2.8,2.0,No,No,12.7,E,21.7
17.6,55.0,PerthAirport,46.0,22.3,2011-05-15,4.2,0.0,1016.8,ENE,11.0,ENE,7.0,44.0,7.0,1021.2,1.4,26.0,No,No,14.8,ENE,21.2
19.3,52.0,PerthAirport,45.0,24.8,2011-05-16,4.6,0.6,1010.8,WSW,11.0,NE,3.0,30.0,6.0,1014.1,5.2,17.0,No,No,15.7,NE,23.7
17.2,97.0,PerthAirport,59.0,23.1,2011-05-17,1.6,0.4,1012.3,WSW,19.0,SW,7.0,41.0,8.0,1014.1,2.6,7.0,No,Yes,12.4,NNE,21.7
15.7,86.0,PerthAirport,51.0,21.7,2011-05-18,1.8,5.0,1018.8,E,7.0,ENE,1.0,33.0,2.0,1020.0,9.4,6.0,Yes,No,8.8,WSW,21.3
16.6,68.0,PerthAirport,34.0,25.4,2011-05-19,2.6,0.0,1017.4,N,20.0,N,1.0,33.0,4.0,1021.3,9.4,11.0,No,Yes,10.5,NE,24.4
17.9,98.0,PerthAirport,86.0,18.2,2011-05-20,4.8,16.8,1011.5,SSW,24.0,SW,8.0,70.0,4.0,1008.3,1.8,15.0,Yes,Yes,15.6,WNW,16.0
10.6,86.0,PerthAirport,53.0,18.2,2011-05-21,2.0,11.8,1024.0,S,24.0,S,1.0,31.0,3.0,1025.3,8.5,0.0,Yes,No,3.1,,16.7
11.9,76.0,PerthAirport,44.0,21.9,2011-05-22,1.6,0.0,1027.1,S,17.0,SSW,6.0,33.0,7.0,1029.5,8.5,9.0,No,No,4.1,NE,19.7
14.5,73.0,PerthAirport,47.0,22.0,2011-05-23,2.6,0.0,1027.7,S,9.0,E,0.0,28.0,5.0,1031.4,8.3,0.0,No,No,4.4,,20.5
15.2,74.0,PerthAirport,45.0,19.9,2011-05-24,2.6,0.0,1025.3,E,13.0,E,6.0,37.0,7.0,1029.0,0.5,24.0,No,No,6.8,E,19.4
15.4,65.0,PerthAirport,42.0,20.8,2011-05-25,2.2,0.0,1021.7,ENE,24.0,E,5.0,37.0,6.0,1026.0,3.8,22.0,No,No,12.2,ENE,20.0
16.5,53.0,PerthAirport,41.0,21.1,2011-05-26,2.2,0.0,1019.3,E,20.0,E,6.0,41.0,5.0,1022.6,5.2,24.0,No,No,11.5,ENE,20.3
15.4,49.0,PerthAirport,33.0,23.1,2011-05-27,3.8,0.0,1016.5,NE,9.0,ENE,1.0,41.0,3.0,1019.7,9.1,17.0,No,No,12.0,ENE,22.5
15.3,49.0,PerthAirport,30.0,25.3,2011-05-28,3.2,0.0,1015.6,SSE,4.0,ENE,0.0,33.0,1.0,1018.1,9.4,17.0,No,No,10.8,ENE,24.6
18.6,37.0,PerthAirport,49.0,25.6,2011-05-29,2.8,0.0,1011.5,NW,26.0,NNW,7.0,46.0,8.0,1014.5,6.6,13.0,No,Yes,8.0,NNE,22.9
17.3,91.0,PerthAirport,62.0,21.9,2011-05-30,4.6,18.8,1010.3,WSW,19.0,NNE,4.0,43.0,5.0,1010.4,6.7,17.0,Yes,Yes,15.3,N,21.5
15.2,87.0,PerthAirport,61.0,21.2,2011-05-31,1.6,5.2,1012.9,WNW,17.0,N,7.0,35.0,7.0,1015.2,3.2,17.0,Yes,Yes,12.6,NNE,20.4
16.3,94.0,PerthAirport,82.0,21.0,2011-06-01,1.0,9.6,1010.4,W,19.0,W,7.0,52.0,7.0,1012.4,,17.0,Yes,Yes,14.4,NNW,19.0
16.0,74.0,PerthAirport,49.0,19.8,2011-06-02,1.8,23.2,1017.8,S,17.0,SSW,3.0,33.0,6.0,1017.8,8.2,9.0,Yes,No,13.4,SSE,18.6
13.3,70.0,PerthAirport,39.0,19.4,2011-06-03,2.4,0.0,1020.5,S,20.0,ESE,6.0,33.0,6.0,1022.6,8.6,6.0,No,No,6.6,NNE,19.0
11.4,74.0,PerthAirport,53.0,17.2,2011-06-04,1.8,0.0,1018.2,SE,13.0,E,7.0,31.0,7.0,1022.1,1.9,20.0,No,No,7.9,ENE,16.8
13.8,43.0,PerthAirport,32.0,18.8,2011-06-05,1.6,0.0,1017.8,SE,19.0,E,1.0,39.0,1.0,1020.0,9.9,28.0,No,No,7.0,E,18.6
13.7,57.0,PerthAirport,43.0,19.7,2011-06-06,2.6,0.0,1020.7,ESE,26.0,ESE,0.0,37.0,3.0,1022.0,9.3,6.0,No,No,4.2,ESE,17.8
12.2,68.0,PerthAirport,46.0,18.3,2011-06-07,2.4,0.0,1025.1,ESE,24.0,E,1.0,44.0,7.0,1027.1,8.6,22.0,No,No,8.3,ENE,17.5
13.7,69.0,PerthAirport,44.0,19.8,2011-06-08,2.2,0.0,1025.4,E,31.0,ENE,1.0,50.0,1.0,1028.1,9.2,13.0,No,No,5.1,ENE,19.4
14.9,61.0,PerthAirport,31.0,20.3,2011-06-09,3.2,0.0,1024.4,ENE,28.0,ENE,3.0,61.0,0.0,1028.2,9.2,28.0,No,No,13.2,NE,20.1
13.4,54.0,PerthAirport,29.0,20.6,2011-06-10,3.4,0.0,1021.9,NE,26.0,NNE,4.0,52.0,5.0,1025.7,7.2,31.0,No,No,10.7,NNE,19.6
14.2,45.0,PerthAirport,27.0,19.8,2011-06-11,4.0,0.0,1022.6,NNE,31.0,NE,3.0,50.0,3.0,1025.3,8.4,28.0,No,No,11.2,NNE,19.7
15.1,44.0,PerthAirport,28.0,21.0,2011-06-12,3.4,0.0,1024.6,NE,24.0,NE,2.0,48.0,3.0,1027.4,9.2,24.0,No,No,10.3,NE,20.5
13.8,45.0,PerthAirport,30.0,18.2,2011-06-13,4.2,0.0,1019.3,NNE,24.0,NNE,8.0,52.0,8.0,1024.3,0.2,24.0,No,Yes,10.0,NNE,17.5
10.3,87.0,PerthAirport,89.0,14.0,2011-06-14,3.4,7.4,1015.0,N,22.0,NNE,7.0,52.0,8.0,1017.1,0.0,26.0,Yes,Yes,9.9,N,13.1
13.2,92.0,PerthAirport,70.0,19.5,2011-06-15,2.2,10.0,1017.0,WNW,22.0,WSW,7.0,48.0,5.0,1017.8,4.9,11.0,Yes,Yes,10.3,NNE,17.2
14.2,89.0,PerthAirport,47.0,20.1,2011-06-16,1.0,9.2,1024.0,WSW,17.0,W,6.0,39.0,3.0,1024.3,6.6,11.0,Yes,No,11.6,NNE,19.5
12.5,78.0,PerthAirport,60.0,20.0,2011-06-17,3.8,0.0,1023.6,NNW,15.0,WNW,5.0,31.0,7.0,1027.1,3.1,11.0,No,No,8.0,NNE,19.0
14.4,81.0,PerthAirport,63.0,20.7,2011-06-18,0.8,0.6,1018.3,WSW,24.0,WSW,7.0,44.0,1.0,1020.8,4.1,15.0,No,Yes,12.1,N,20.5
16.1,78.0,PerthAirport,75.0,20.0,2011-06-19,4.4,5.4,1021.1,WSW,13.0,SW,6.0,41.0,5.0,1022.5,5.5,9.0,Yes,Yes,11.3,W,17.8
16.4,85.0,PerthAirport,66.0,20.7,2011-06-20,1.8,1.4,1023.1,SW,20.0,SSW,2.0,39.0,7.0,1023.3,4.8,7.0,Yes,No,11.9,SSW,19.5
15.3,86.0,PerthAirport,50.0,20.9,2011-06-21,2.4,0.0,1026.0,S,6.0,SE,7.0,26.0,5.0,1028.1,6.0,6.0,No,No,10.6,N,19.8
14.7,65.0,PerthAirport,47.0,20.9,2011-06-22,1.6,0.0,1019.9,NNE,17.0,NE,1.0,31.0,1.0,1024.6,9.2,13.0,No,No,7.9,ENE,20.1
14.1,78.0,PerthAirport,68.0,22.2,2011-06-23,2.2,0.0,1014.9,NW,11.0,NW,4.0,37.0,7.0,1017.9,2.6,15.0,No,No,8.0,NNE,19.1
16.6,80.0,PerthAirport,53.0,23.1,2011-06-24,1.2,0.2,1006.8,NNW,31.0,NNW,6.0,67.0,6.0,1011.5,5.0,24.0,No,Yes,14.0,N,21.8
13.9,87.0,PerthAirport,57.0,18.8,2011-06-25,4.8,37.4,1017.8,W,11.0,WSW,5.0,31.0,5.0,1016.2,4.4,0.0,Yes,No,9.6,,17.5
12.7,87.0,PerthAirport,54.0,20.4,2011-06-26,1.2,0.0,1023.7,N,11.0,NE,7.0,24.0,7.0,1024.9,1.4,9.0,No,No,8.6,NE,19.0
16.9,51.0,PerthAirport,39.0,24.3,2011-06-27,0.8,0.0,1012.7,N,28.0,N,7.0,50.0,7.0,1019.5,8.4,15.0,No,Yes,8.8,NNE,23.6
14.1,96.0,PerthAirport,97.0,15.6,2011-06-28,3.8,11.4,1005.6,NNE,9.0,N,8.0,50.0,8.0,1006.5,0.0,24.0,Yes,Yes,13.9,NNE,15.4
12.8,94.0,PerthAirport,62.0,18.2,2011-06-29,0.6,26.0,1012.8,SSE,7.0,WNW,4.0,22.0,6.0,1013.7,5.4,7.0,Yes,Yes,10.2,ENE,16.8
15.1,73.0,PerthAirport,93.0,17.0,2011-06-30,1.0,1.4,1007.9,NNW,13.0,WSW,6.0,54.0,8.0,1010.1,2.2,28.0,Yes,Yes,9.5,N,15.8
10.9,94.0,PerthAirport,49.0,17.4,2011-07-01,3.2,22.0,1015.8,W,26.0,NW,6.0,50.0,6.0,1017.6,4.6,9.0,Yes,Yes,8.1,N,16.7
13.1,84.0,PerthAirport,56.0,16.9,2011-07-02,2.0,14.4,1014.5,SW,31.0,SW,5.0,56.0,6.0,1016.0,6.1,7.0,Yes,Yes,9.1,WNW,15.3
9.5,88.0,PerthAirport,52.0,14.9,2011-07-03,1.6,3.8,1019.5,SSW,22.0,S,1.0,30.0,3.0,1019.1,7.3,9.0,Yes,No,5.7,NNE,14.5
7.7,84.0,PerthAirport,44.0,15.9,2011-07-04,1.6,0.0,1027.5,ESE,20.0,SE,1.0,30.0,5.0,1029.0,7.6,7.0,No,No,0.2,NNW,14.8
9.0,77.0,PerthAirport,43.0,16.4,2011-07-05,1.2,0.0,1029.2,SW,11.0,S,1.0,28.0,6.0,1032.6,6.2,7.0,No,No,1.8,NW,15.9
8.4,80.0,PerthAirport,42.0,17.3,2011-07-06,1.4,0.0,1029.0,SE,17.0,S,1.0,33.0,2.0,1031.6,9.6,0.0,No,No,1.5,,17.0
9.1,83.0,PerthAirport,46.0,16.0,2011-07-07,1.2,0.0,1030.4,E,11.0,E,4.0,35.0,5.0,1032.4,5.4,11.0,No,No,2.7,NE,14.9
