Temp9amC,RainTomorrow,WindSpeed3pm,Pressure9am,Location,WindGustSpeed,WindGustDir,WindSpeed9am,Cloud3pm,Humidity9am,Rainfall,MinTempC,Cloud9am,WindDir3pm,MaxTempC,WindDir9am,Date,Humidity3pm,Pressure3pm,RainToday,Temp3pmC
22.0,No,13.0,1017.5,Wollongong,54.0,S,15.0,,74.0,0.0,17.9,,N,24.3,NE,2010-12-23,76.0,1016.6,No,22.6
17.7,No,9.0,1026.9,Wollongong,41.0,SE,19.0,8.0,77.0,0.0,17.5,8.0,SSE,22.3,S,2010-12-24,65.0,1024.5,No,20.5
21.7,Yes,35.0,1016.6,Wollongong,44.0,NE,17.0,,65.0,0.0,16.6,,NNE,25.3,N,2010-12-25,75.0,1011.2,No,22.7
23.3,Yes,20.0,1004.9,Wollongong,74.0,S,39.0,,67.0,2.4,20.4,,E,31.1,WNW,2010-12-26,62.0,1000.0,Yes,25.9
16.9,Yes,31.0,1006.0,Wollongong,61.0,SSE,26.0,8.0,94.0,26.6,16.6,8.0,SSE,17.4,S,2010-12-27,84.0,1007.2,Yes,16.8
17.0,No,6.0,1019.8,Wollongong,48.0,SE,15.0,8.0,57.0,4.4,13.5,8.0,NE,21.4,SSW,2010-12-28,57.0,1019.5,Yes,19.5
21.4,No,44.0,1018.5,Wollongong,52.0,NE,22.0,,65.0,0.0,17.0,8.0,NNE,23.4,N,2010-12-29,72.0,1014.6,No,22.2
21.5,No,9.0,1017.4,Wollongong,30.0,S,20.0,,82.0,0.0,18.0,,ESE,23.5,SSE,2010-12-30,80.0,1015.9,No,22.3
22.7,No,26.0,1015.9,Wollongong,43.0,NE,11.0,,85.0,0.0,19.5,,NNE,25.4,SE,2010-12-31,77.0,1014.3,No,24.5
24.2,No,17.0,1012.4,Wollongong,35.0,NE,22.0,,74.0,0.0,20.8,,N,24.8,ENE,2011-01-01,79.0,1010.0,No,23.4
21.8,Yes,39.0,1012.5,Wollongong,54.0,S,9.0,8.0,81.0,0.0,19.4,,S,22.8,SSE,2011-01-02,82.0,1012.3,No,21.4
17.5,Yes,20.0,1015.5,Wollongong,44.0,S,11.0,8.0,91.0,2.2,17.1,8.0,SE,19.6,SW,2011-01-03,87.0,1014.3,Yes,17.3
19.2,No,26.0,1014.8,Wollongong,39.0,S,30.0,8.0,75.0,7.4,16.5,8.0,S,20.7,S,2011-01-04,80.0,1012.3,Yes,19.5
20.4,No,11.0,1008.2,Wollongong,24.0,SSW,9.0,,68.0,0.0,14.9,,ENE,22.0,ESE,2011-01-05,68.0,1005.9,No,21.8
20.4,No,13.0,1012.0,Wollongong,39.0,S,22.0,,79.0,0.0,18.4,8.0,S,22.9,S,2011-01-06,78.0,1011.7,No,22.3
21.8,No,17.0,1014.5,Wollongong,30.0,N,17.0,8.0,86.0,1.0,17.6,8.0,SSE,23.9,S,2011-01-07,90.0,1013.8,No,22.1
23.6,Yes,17.0,1014.2,Wollongong,28.0,E,7.0,,82.0,1.0,20.0,,ENE,26.0,SE,2011-01-08,76.0,1012.6,No,24.6
21.6,Yes,15.0,1015.3,Wollongong,41.0,ENE,11.0,1.0,95.0,21.8,21.1,8.0,ESE,26.1,S,2011-01-09,84.0,1015.7,Yes,25.2
22.6,Yes,20.0,1017.3,Wollongong,39.0,ENE,15.0,8.0,93.0,14.2,21.1,8.0,NE,25.4,NE,2011-01-10,81.0,1015.6,Yes,23.3
21.7,No,9.0,1015.3,Wollongong,63.0,NE,39.0,,84.0,7.0,20.5,8.0,N,24.7,NNE,2011-01-11,84.0,1012.6,Yes,23.7
23.1,No,39.0,1012.9,Wollongong,54.0,NNE,0.0,8.0,91.0,1.0,21.1,8.0,NE,25.4,,2011-01-12,84.0,1011.4,No,23.9
21.4,No,19.0,1015.2,Wollongong,39.0,N,15.0,8.0,91.0,0.4,21.2,8.0,N,23.2,N,2011-01-13,92.0,1014.6,No,21.4
21.4,No,44.0,1012.5,Wollongong,56.0,NE,22.0,,88.0,0.2,20.4,,NE,23.9,NE,2011-01-14,79.0,1008.4,No,23.3
21.1,No,22.0,1009.1,Wollongong,28.0,S,0.0,8.0,90.0,0.0,19.4,8.0,NE,26.0,,2011-01-15,82.0,1006.8,No,22.6
22.6,No,9.0,1010.3,Wollongong,30.0,NE,15.0,,86.0,0.2,20.1,,NNE,25.2,SE,2011-01-16,82.0,1007.4,No,24.2
22.6,No,41.0,1003.0,Wollongong,59.0,SSE,13.0,,80.0,0.0,20.4,,SSE,23.1,NE,2011-01-17,82.0,1002.2,No,21.3
20.9,No,19.0,1008.1,Wollongong,35.0,SSE,19.0,8.0,76.0,0.0,18.0,8.0,SE,22.9,S,2011-01-18,73.0,1008.2,No,21.2
20.4,No,20.0,1010.7,Wollongong,26.0,SSE,0.0,8.0,82.0,0.0,17.7,8.0,S,23.4,,2011-01-19,83.0,1010.0,No,21.4
20.8,No,9.0,1014.4,Wollongong,31.0,SSE,20.0,,84.0,0.0,19.7,4.0,NE,26.1,SSE,2011-01-20,73.0,1013.5,No,25.3
23.4,No,19.0,1015.1,Wollongong,41.0,NNE,11.0,,81.0,0.0,20.4,,NNE,26.0,ENE,2011-01-21,73.0,1013.0,No,25.4
23.0,No,28.0,1016.1,Wollongong,39.0,N,19.0,,78.0,0.0,19.8,,NE,25.9,NE,2011-01-22,73.0,1014.8,No,24.8
23.7,No,44.0,1011.9,Wollongong,54.0,NE,20.0,,68.0,0.0,21.1,,NE,26.1,N,2011-01-23,71.0,1008.6,No,24.2
23.1,No,6.0,1003.0,Wollongong,63.0,SSE,6.0,,72.0,0.0,21.1,,NNW,30.5,NW,2011-01-24,53.0,1000.5,No,28.2
22.7,No,7.0,1008.6,Wollongong,39.0,SSW,9.0,,76.0,0.0,21.1,8.0,ESE,25.0,S,2011-01-25,77.0,1006.7,No,23.8
22.8,No,15.0,1012.7,Wollongong,44.0,S,13.0,,91.0,0.0,22.0,8.0,NNE,26.1,S,2011-01-26,82.0,1009.6,No,24.9
23.5,No,9.0,1013.4,Wollongong,44.0,S,13.0,,83.0,0.0,21.9,,SE,26.0,SE,2011-01-27,80.0,1011.4,No,24.6
21.6,No,28.0,1019.9,Wollongong,43.0,S,31.0,,76.0,0.0,21.0,5.0,SSE,23.6,SSE,2011-01-28,64.0,1019.8,No,23.1
19.3,No,30.0,1021.9,Wollongong,39.0,NE,9.0,,78.0,0.0,17.4,7.0,NE,25.0,W,2011-01-29,60.0,1021.0,No,24.3
23.4,No,30.0,1018.9,Wollongong,50.0,NNE,22.0,,58.0,0.0,19.1,,NNE,27.5,NNW,2011-01-30,70.0,1015.4,No,25.6
24.7,No,11.0,1014.7,Wollongong,35.0,NNE,6.0,,74.0,0.0,19.7,,N,27.8,SSE,2011-01-31,77.0,1011.6,No,25.7
24.0,No,30.0,1011.2,Wollongong,56.0,NNE,7.0,,84.0,0.0,21.6,,ENE,32.8,SE,2011-02-01,68.0,1005.3,No,27.4
24.7,No,11.0,1015.1,Wollongong,43.0,SSE,13.0,,72.0,0.0,23.7,,NNE,27.8,S,2011-02-02,74.0,1012.6,No,27.2
23.9,No,26.0,1011.3,Wollongong,59.0,S,4.0,,91.0,0.0,23.4,8.0,W,35.2,NW,2011-02-03,51.0,1009.7,No,34.4
25.1,No,35.0,1014.2,Wollongong,46.0,NNE,19.0,,81.0,0.0,22.8,,NNE,28.8,NE,2011-02-04,84.0,1011.8,No,24.6
28.8,No,30.0,1008.7,Wollongong,61.0,NNW,20.0,,70.0,0.0,23.0,,NNW,39.5,NNE,2011-02-05,25.0,1005.2,No,38.5
27.1,No,46.0,1012.2,Wollongong,74.0,S,15.0,7.0,54.0,0.0,24.5,,S,29.8,W,2011-02-06,84.0,1018.8,No,18.4
18.2,No,13.0,1024.4,Wollongong,46.0,SSW,11.0,8.0,65.0,0.0,16.1,8.0,SE,21.3,SSW,2011-02-07,63.0,1021.1,No,20.9
20.2,No,15.0,1020.0,Wollongong,31.0,SE,11.0,8.0,71.0,0.0,16.6,8.0,SE,23.4,SSW,2011-02-08,60.0,1019.0,No,22.5
20.0,No,26.0,1024.9,Wollongong,46.0,ENE,22.0,8.0,69.0,0.0,16.2,8.0,ENE,23.6,SSE,2011-02-09,76.0,1024.0,No,22.0
23.5,No,26.0,1023.7,Wollongong,46.0,NNE,11.0,,72.0,0.0,18.2,1.0,NE,25.7,N,2011-02-10,68.0,1020.0,No,24.9
24.1,No,15.0,1015.2,Wollongong,41.0,NE,22.0,8.0,76.0,0.0,21.3,,N,26.6,NE,2011-02-11,79.0,1012.3,No,24.7
21.2,No,33.0,1016.3,Wollongong,54.0,S,33.0,8.0,89.0,0.0,21.0,8.0,S,22.0,S,2011-02-12,77.0,1017.4,No,21.4
21.5,No,41.0,1018.2,Wollongong,54.0,S,15.0,7.0,79.0,0.0,19.7,8.0,S,21.8,S,2011-02-13,88.0,1019.8,No,19.7
20.6,No,19.0,1024.7,Wollongong,41.0,S,26.0,8.0,70.0,0.0,17.5,8.0,S,22.8,SSW,2011-02-14,74.0,1024.4,No,21.2
20.3,No,13.0,1024.6,Wollongong,30.0,SSW,20.0,8.0,79.0,0.0,17.5,1.0,ESE,25.1,SSW,2011-02-15,62.0,1022.6,No,23.9
21.9,No,11.0,1019.8,Wollongong,31.0,NNE,6.0,8.0,75.0,0.0,19.9,7.0,NE,25.5,SSE,2011-02-16,73.0,1016.4,No,24.2
23.5,Yes,19.0,1013.6,Wollongong,63.0,SE,7.0,8.0,85.0,0.0,21.9,8.0,NNE,27.5,NE,2011-02-17,72.0,1011.3,No,26.8
22.4,No,24.0,1015.8,Wollongong,46.0,S,19.0,,84.0,3.0,21.4,8.0,SSE,25.2,SSW,2011-02-18,77.0,1014.1,Yes,24.6
23.8,No,37.0,1010.6,Wollongong,52.0,NE,20.0,,82.0,0.0,22.3,,NE,26.8,N,2011-02-19,78.0,1005.5,No,26.2
26.2,No,11.0,1006.8,Wollongong,41.0,SSE,13.0,1.0,77.0,0.0,23.7,8.0,NNE,28.6,SE,2011-02-20,70.0,1005.5,No,27.6
19.2,No,22.0,1013.7,Wollongong,61.0,S,13.0,8.0,88.0,0.8,18.0,8.0,SSE,22.7,SW,2011-02-21,72.0,1013.9,No,20.7
18.5,No,31.0,1022.7,Wollongong,61.0,SSE,19.0,8.0,57.0,0.0,17.1,8.0,SSE,20.7,SW,2011-02-22,75.0,1022.7,No,18.8
19.7,No,20.0,1023.8,Wollongong,35.0,SSE,19.0,1.0,73.0,1.0,16.5,8.0,SSE,23.6,S,2011-02-23,59.0,1021.8,No,22.6
21.0,No,28.0,1020.0,Wollongong,37.0,NE,11.0,,62.0,0.0,16.2,,NNE,25.2,WNW,2011-02-24,59.0,1015.4,No,24.4
21.1,No,26.0,1015.2,Wollongong,33.0,ENE,20.0,,77.0,0.0,17.7,,NE,26.5,SSE,2011-02-25,69.0,1012.3,No,24.2
23.0,No,24.0,1012.7,Wollongong,41.0,NE,6.0,,78.0,0.0,19.9,,NNE,26.7,ENE,2011-02-26,70.0,1009.4,No,26.2
25.1,Yes,11.0,1008.3,Wollongong,39.0,SSE,15.0,1.0,57.0,0.0,21.5,7.0,SE,29.7,WNW,2011-02-27,55.0,1007.4,No,28.3
21.3,No,26.0,1010.7,Wollongong,44.0,NNE,7.0,8.0,88.0,1.6,20.5,8.0,NNE,25.4,N,2011-02-28,84.0,1007.5,Yes,23.3
25.2,No,15.0,1001.9,Wollongong,56.0,SW,4.0,,68.0,0.2,21.3,,W,33.0,ESE,2011-03-01,31.0,1003.6,No,31.0
18.7,No,9.0,1017.8,Wollongong,41.0,SE,17.0,8.0,71.0,0.0,17.4,7.0,N,22.3,SSE,2011-03-02,67.0,1015.4,No,20.2
22.3,No,11.0,1008.5,Wollongong,41.0,NNW,15.0,,50.0,0.0,17.9,,N,28.8,WSW,2011-03-03,51.0,1007.2,No,26.5
21.2,No,15.0,1011.7,Wollongong,54.0,SE,24.0,,72.0,0.0,17.5,,ESE,26.2,N,2011-03-04,66.0,1010.9,No,25.1
16.9,No,35.0,1023.7,Wollongong,54.0,SSE,33.0,8.0,75.0,0.0,14.6,3.0,SSE,19.2,S,2011-03-05,80.0,1024.6,No,17.0
19.1,No,19.0,1028.1,Wollongong,35.0,ESE,19.0,8.0,52.0,0.0,16.1,8.0,ESE,22.7,ESE,2011-03-06,49.0,1027.0,No,21.5
20.4,No,20.0,1025.6,Wollongong,37.0,NNE,9.0,,65.0,0.0,15.9,5.0,NE,24.2,S,2011-03-07,56.0,1022.0,No,23.6
21.8,No,37.0,1019.5,Wollongong,54.0,NE,24.0,,64.0,0.0,19.4,,NE,25.2,NNW,2011-03-08,71.0,1015.3,No,24.3
23.0,No,17.0,1014.4,Wollongong,30.0,W,13.0,,72.0,0.0,20.7,,ENE,30.4,N,2011-03-09,67.0,1012.5,No,26.4
24.3,No,22.0,1013.1,Wollongong,30.0,SSE,7.0,7.0,72.0,0.0,22.3,7.0,SSE,26.1,N,2011-03-10,82.0,1012.9,No,23.3
21.8,No,13.0,1016.6,Wollongong,26.0,S,11.0,8.0,82.0,0.0,20.2,8.0,SE,24.6,SSE,2011-03-11,85.0,1016.0,No,23.1
22.8,No,19.0,1020.5,Wollongong,28.0,S,6.0,,82.0,0.2,20.1,,NNE,26.7,NE,2011-03-12,75.0,1018.9,No,25.3
23.7,No,20.0,1021.2,Wollongong,37.0,NNE,13.0,,82.0,0.0,20.7,,NNE,26.8,NE,2011-03-13,71.0,1018.2,No,26.1
25.1,Yes,39.0,1020.7,Wollongong,57.0,S,33.0,8.0,72.0,0.0,21.6,5.0,S,25.2,S,2011-03-14,79.0,1022.6,No,21.0
19.8,No,11.0,1021.9,Wollongong,24.0,SW,13.0,7.0,85.0,1.2,18.0,,SE,23.1,SW,2011-03-15,71.0,1019.0,Yes,22.5
22.0,Yes,20.0,1017.1,Wollongong,37.0,ESE,7.0,4.0,76.0,0.6,19.0,,SSE,23.7,SE,2011-03-16,77.0,1017.6,No,23.3
20.2,No,26.0,1020.2,Wollongong,39.0,SSE,20.0,8.0,84.0,9.0,19.0,8.0,SSE,22.5,S,2011-03-17,82.0,1018.1,Yes,21.5
20.3,Yes,31.0,1016.4,Wollongong,46.0,SSW,19.0,8.0,82.0,0.0,19.0,5.0,S,21.8,SSW,2011-03-18,89.0,1015.6,No,19.7
20.6,Yes,11.0,1016.0,Wollongong,59.0,E,28.0,8.0,88.0,6.8,18.6,8.0,E,21.6,SSE,2011-03-19,94.0,1014.7,Yes,19.7
20.5,Yes,24.0,1013.9,Wollongong,56.0,ENE,26.0,,91.0,111.8,18.5,,ESE,22.7,E,2011-03-20,90.0,1011.9,Yes,20.4
21.1,Yes,39.0,1008.2,Wollongong,61.0,ENE,22.0,8.0,93.0,30.2,19.8,8.0,NE,22.5,E,2011-03-21,93.0,1004.0,Yes,22.0
21.9,No,7.0,1000.5,Wollongong,22.0,NE,6.0,1.0,90.0,65.2,20.4,,N,25.2,E,2011-03-22,86.0,,Yes,24.7
23.8,No,19.0,,Wollongong,59.0,WNW,20.0,6.0,64.0,0.0,20.0,,S,28.9,WSW,2011-03-23,41.0,,No,28.3
20.5,No,26.0,,Wollongong,57.0,WNW,11.0,4.0,56.0,0.0,15.2,,WNW,25.8,NNE,2011-03-24,40.0,,No,24.7
20.1,No,17.0,,Wollongong,54.0,WSW,26.0,8.0,53.0,0.0,18.4,1.0,SW,25.8,W,2011-03-25,47.0,,No,23.9
17.8,Yes,50.0,,Wollongong,63.0,S,30.0,3.0,71.0,0.8,17.0,8.0,S,20.5,SSW,2011-03-26,71.0,,No,19.0
16.6,Yes,24.0,,Wollongong,48.0,S,7.0,8.0,81.0,1.6,15.8,8.0,S,20.0,W,2011-03-27,85.0,,Yes,18.0
19.2,Yes,15.0,,Wollongong,24.0,SSE,13.0,4.0,75.0,4.4,15.7,,ESE,23.1,SSW,2011-03-28,64.0,,Yes,22.6
19.9,No,39.0,,Wollongong,52.0,NE,17.0,,88.0,4.2,16.9,8.0,NE,24.0,NNE,2011-03-29,72.0,,Yes,23.5
21.8,No,24.0,,Wollongong,46.0,WNW,9.0,1.0,68.0,0.0,19.1,1.0,N,26.1,W,2011-03-30,79.0,,No,24.3
18.8,Yes,35.0,,Wollongong,54.0,S,28.0,7.0,76.0,0.0,18.0,8.0,S,19.3,SSW,2011-03-31,71.0,,No,18.5
18.7,No,17.0,1019.6,Wollongong,26.0,SSW,17.0,,73.0,4.0,14.6,,SE,20.5,SSW,2011-05-01,64.0,1016.1,Yes,20.0
18.2,No,0.0,1016.8,Wollongong,17.0,WSW,11.0,8.0,75.0,0.0,13.6,,,19.2,SW,2011-05-02,69.0,1014.9,No,19.0
15.9,No,30.0,,Wollongong,52.0,SSW,9.0,8.0,88.0,0.4,14.7,8.0,SSW,18.7,SW,2011-05-03,68.0,,No,17.9
16.9,No,22.0,,Wollongong,39.0,SSW,26.0,,66.0,0.0,14.6,,SSE,19.3,SSW,2011-05-04,63.0,1016.0,No,18.9
15.9,No,33.0,1022.1,Wollongong,56.0,S,22.0,8.0,57.0,0.0,13.3,,S,17.3,SSW,2011-05-05,60.0,1022.5,No,16.5
15.2,No,24.0,1024.5,Wollongong,33.0,SE,17.0,1.0,56.0,0.0,11.7,,SE,17.6,SW,2011-05-06,57.0,1021.0,No,16.9
16.0,No,11.0,1019.5,Wollongong,20.0,NNE,9.0,,63.0,0.0,11.2,,NE,19.0,SW,2011-05-07,57.0,1015.4,No,17.5
16.9,No,11.0,1013.8,Wollongong,24.0,WSW,6.0,,49.0,0.0,10.9,,ESE,19.7,WSW,2011-05-08,48.0,1010.5,No,19.0
14.7,Yes,17.0,1015.9,Wollongong,67.0,SSE,37.0,8.0,62.0,0.0,12.2,,SW,16.1,SSW,2011-05-09,78.0,1015.1,No,13.5
13.1,No,26.0,1016.6,Wollongong,52.0,SSW,26.0,1.0,60.0,2.8,10.4,,SSE,16.0,SSW,2011-05-10,59.0,1013.8,Yes,15.6
12.1,No,35.0,1008.9,Wollongong,91.0,W,9.0,,48.0,0.0,9.7,,W,15.7,WNW,2011-05-11,39.0,1005.5,No,14.5
11.6,No,19.0,1010.3,Wollongong,65.0,WNW,20.0,,45.0,0.0,8.5,,W,17.2,WSW,2011-05-12,31.0,1009.3,No,16.4
17.2,No,19.0,1011.2,Wollongong,65.0,WSW,26.0,1.0,43.0,0.0,11.6,,W,20.2,SW,2011-05-13,43.0,1007.7,No,18.4
12.7,No,19.0,1016.1,Wollongong,72.0,W,22.0,1.0,47.0,0.0,10.2,,SSW,16.8,WSW,2011-05-14,34.0,1017.6,No,16.4
13.9,No,9.0,1028.8,Wollongong,24.0,SE,9.0,,51.0,0.0,8.6,,ENE,17.1,WNW,2011-05-15,52.0,1027.0,No,16.2
14.6,No,6.0,1030.0,Wollongong,22.0,W,7.0,,46.0,0.0,8.6,,ENE,17.8,WSW,2011-05-16,49.0,1026.7,No,17.1
15.2,No,22.0,1030.7,Wollongong,35.0,SSE,7.0,5.0,65.0,0.0,8.2,,SSE,17.5,SSW,2011-05-17,65.0,1028.9,No,16.2
16.6,No,11.0,1032.5,Wollongong,24.0,N,0.0,,65.0,0.0,10.1,,NNE,19.1,,2011-05-18,66.0,1029.6,No,18.7
15.9,No,24.0,1031.2,Wollongong,30.0,NNE,6.0,,76.0,0.0,14.2,,NNE,21.4,W,2011-05-19,68.0,1027.8,No,20.2
18.1,No,17.0,1027.9,Wollongong,24.0,NE,13.0,,69.0,0.0,14.0,,NE,21.3,NW,2011-05-20,74.0,1024.2,No,20.2
18.7,No,19.0,1024.9,Wollongong,35.0,NW,17.0,,56.0,0.0,13.8,,ENE,24.1,NW,2011-05-21,71.0,1021.1,No,20.9
18.9,No,22.0,1020.5,Wollongong,39.0,NNW,2.0,,58.0,0.0,14.3,,NNE,23.6,WNW,2011-05-22,69.0,1014.9,No,20.5
16.3,No,19.0,1004.8,Wollongong,50.0,NW,13.0,1.0,75.0,0.0,15.3,,WNW,23.1,WNW,2011-05-23,37.0,1001.1,No,22.5
16.5,Yes,15.0,1005.1,Wollongong,67.0,SSW,22.0,8.0,54.0,0.0,13.2,,SSE,17.9,WSW,2011-05-24,69.0,1005.0,No,16.0
12.7,Yes,44.0,1012.9,Wollongong,76.0,SSW,52.0,8.0,69.0,6.8,11.4,6.0,S,14.5,S,2011-05-25,74.0,1012.6,Yes,13.5
14.2,No,31.0,1017.3,Wollongong,50.0,SSW,26.0,,58.0,1.2,10.8,4.0,SSE,17.3,S,2011-05-26,66.0,1015.7,Yes,16.5
15.0,No,24.0,1018.9,Wollongong,35.0,SW,11.0,,59.0,0.0,10.1,,SSE,16.8,WSW,2011-05-27,61.0,1018.1,No,16.1
15.6,No,26.0,1024.2,Wollongong,33.0,SSE,17.0,1.0,68.0,0.0,10.5,,SSE,17.0,S,2011-05-28,68.0,1023.3,No,16.4
13.9,Yes,26.0,1026.0,Wollongong,37.0,S,15.0,,75.0,0.0,11.7,,SSE,17.3,SSW,2011-05-29,70.0,1022.7,No,16.7
12.9,Yes,41.0,1023.0,Wollongong,67.0,SSE,24.0,8.0,93.0,30.0,12.7,8.0,S,17.5,SSW,2011-05-30,93.0,1020.5,Yes,14.6
17.0,Yes,28.0,,Wollongong,65.0,SE,41.0,2.0,90.0,48.0,12.8,8.0,SSE,18.1,SE,2011-05-31,96.0,,Yes,16.9
17.1,Yes,19.0,,Wollongong,57.0,ESE,24.0,7.0,81.0,53.4,14.5,8.0,S,17.9,SSE,2011-06-01,82.0,1026.1,Yes,16.9
17.8,No,30.0,,Wollongong,44.0,SE,15.0,8.0,77.0,1.6,13.8,5.0,SE,18.6,SSE,2011-06-02,84.0,1023.8,Yes,16.6
15.4,No,11.0,1019.1,Wollongong,43.0,WSW,13.0,,73.0,0.0,11.4,,WSW,21.2,NW,2011-06-03,48.0,1014.1,No,20.9
16.2,No,13.0,1014.6,Wollongong,56.0,NW,7.0,,68.0,0.0,13.8,,SW,19.0,NNW,2011-06-04,57.0,1013.7,No,17.5
12.6,No,13.0,1017.4,Wollongong,43.0,W,17.0,,53.0,0.2,10.5,,WNW,17.2,SW,2011-06-05,42.0,1012.8,No,17.1
15.1,No,22.0,1016.0,Wollongong,46.0,SSE,20.0,7.0,50.0,0.0,11.2,4.0,SSE,17.1,WSW,2011-06-06,63.0,1016.8,No,13.5
9.8,Yes,22.0,1017.6,Wollongong,54.0,W,20.0,,58.0,0.0,6.6,,SW,14.9,WNW,2011-06-07,41.0,1013.0,No,13.1
9.5,No,35.0,1014.1,Wollongong,76.0,W,30.0,,42.0,1.4,7.5,,W,12.8,SW,2011-06-08,41.0,1011.9,Yes,11.5
11.3,No,22.0,1012.4,Wollongong,59.0,WSW,22.0,,53.0,0.0,8.3,,W,16.3,WSW,2011-06-09,43.0,1010.4,No,15.8
14.0,Yes,24.0,1015.7,Wollongong,61.0,S,22.0,7.0,54.0,0.0,10.6,,SSW,16.1,SSW,2011-06-10,66.0,1017.4,No,13.5
11.8,Yes,19.0,1026.0,Wollongong,59.0,S,19.0,8.0,86.0,4.0,11.7,8.0,SSW,14.7,SSW,2011-06-11,71.0,1025.0,Yes,13.4
12.5,Yes,44.0,1027.1,Wollongong,63.0,SSE,22.0,8.0,88.0,21.4,11.5,8.0,SE,15.9,SW,2011-06-12,67.0,1024.7,Yes,15.4
14.4,Yes,33.0,,Wollongong,63.0,SE,33.0,4.0,89.0,3.0,11.7,8.0,SSE,16.1,SSE,2011-06-13,73.0,1022.8,Yes,15.9
14.8,Yes,44.0,,Wollongong,67.0,SE,33.0,3.0,88.0,17.4,13.0,7.0,SE,16.6,S,2011-06-14,67.0,1022.8,Yes,16.3
16.5,No,39.0,,Wollongong,67.0,SSE,35.0,8.0,65.0,7.4,13.2,7.0,SE,16.9,SE,2011-06-15,80.0,1024.1,Yes,15.6
15.9,No,22.0,,Wollongong,52.0,SE,37.0,8.0,64.0,0.0,14.7,8.0,S,16.5,SE,2011-06-16,67.0,1017.7,No,15.9
14.3,No,33.0,1007.6,Wollongong,76.0,WSW,22.0,,56.0,0.0,9.5,,WSW,18.2,SSW,2011-06-17,44.0,1005.1,No,15.4
12.0,No,28.0,1010.8,Wollongong,61.0,SW,15.0,,52.0,0.0,10.3,,WSW,17.6,WSW,2011-06-18,44.0,1009.0,No,16.7
13.8,No,15.0,1015.9,Wollongong,37.0,W,17.0,,54.0,0.0,10.7,,WSW,18.3,WSW,2011-06-19,42.0,1014.1,No,17.9
14.9,No,19.0,1014.4,Wollongong,52.0,SW,22.0,,53.0,0.0,10.9,,W,19.7,W,2011-06-20,40.0,1011.2,No,18.6
14.6,No,39.0,1003.3,Wollongong,100.0,W,33.0,,58.0,0.0,11.9,,WSW,20.6,N,2011-06-21,51.0,1002.8,No,12.4
11.5,No,26.0,1008.7,Wollongong,89.0,W,39.0,,51.0,0.0,9.9,,SSW,15.6,W,2011-06-22,40.0,1010.2,No,13.8
15.6,No,17.0,1015.4,Wollongong,81.0,W,35.0,,53.0,0.0,11.2,,SSW,19.7,SW,2011-06-23,39.0,1017.2,No,18.8
12.9,No,15.0,1026.0,Wollongong,33.0,SSW,13.0,,60.0,0.0,10.9,,SE,18.1,SW,2011-06-24,59.0,1025.2,No,15.7
15.6,No,20.0,1030.9,Wollongong,26.0,NE,7.0,1.0,71.0,0.0,9.5,,NE,18.9,WNW,2011-06-25,67.0,1028.0,No,17.1
14.4,No,15.0,1026.2,Wollongong,33.0,SW,15.0,,50.0,0.0,10.7,,WSW,21.0,WNW,2011-06-26,32.0,1022.5,No,20.6
16.0,No,20.0,1027.9,Wollongong,33.0,WSW,17.0,,49.0,0.0,9.9,,SE,17.5,SW,2011-06-27,53.0,1027.7,No,16.8
14.3,Yes,37.0,1035.1,Wollongong,44.0,S,15.0,1.0,70.0,0.0,11.4,2.0,S,16.3,SW,2011-06-28,67.0,1033.5,No,15.7
13.4,Yes,26.0,1038.2,Wollongong,46.0,SE,9.0,8.0,81.0,2.0,12.0,8.0,SSE,16.0,WSW,2011-06-29,85.0,1036.9,Yes,14.1
14.5,Yes,20.0,,Wollongong,33.0,SE,9.0,1.0,73.0,5.0,12.3,8.0,SE,16.9,SSW,2011-06-30,64.0,1035.6,Yes,15.5
12.4,No,20.0,,Wollongong,30.0,SSW,13.0,,89.0,2.4,11.0,8.0,SSE,15.8,SW,2011-07-01,65.0,1028.8,Yes,15.1
13.7,No,17.0,,Wollongong,37.0,NW,9.0,1.0,87.0,0.6,11.9,4.0,NNE,17.7,S,2011-07-02,72.0,1022.3,No,16.6
15.2,No,22.0,1021.3,Wollongong,44.0,NNW,15.0,,63.0,0.0,11.2,,N,19.2,NW,2011-07-03,55.0,1016.7,No,18.7
16.6,No,17.0,1013.1,Wollongong,63.0,NW,19.0,,59.0,0.0,12.3,,W,20.3,NNW,2011-07-04,49.0,1009.2,No,18.9
13.2,No,33.0,1006.8,Wollongong,87.0,WNW,44.0,,44.0,0.0,12.8,,SW,15.8,W,2011-07-05,34.0,1001.6,No,14.8
13.3,No,24.0,1009.0,Wollongong,87.0,WNW,20.0,,49.0,0.0,11.4,,WNW,16.5,W,2011-07-06,40.0,1007.1,No,15.6
13.9,No,28.0,1009.2,Wollongong,100.0,W,33.0,,45.0,0.0,12.2,,SW,16.0,SW,2011-07-07,36.0,1013.7,No,14.8
10.4,No,15.0,1021.5,Wollongong,56.0,W,13.0,,47.0,0.0,7.5,,SW,18.4,NW,2011-07-08,25.0,1017.2,No,18.1
11.6,No,30.0,1017.7,Wollongong,69.0,WSW,19.0,,50.0,0.0,8.1,,WSW,16.0,SW,2011-07-09,39.0,1015.0,No,15.2
11.9,No,28.0,1013.8,Wollongong,85.0,W,22.0,,44.0,0.0,9.5,,WSW,15.2,WSW,2011-07-10,32.0,1010.5,No,14.0
