rain_today,cloud_9_am,wind_dir_3_pm,wind_gust_dir,wind_speed_9_am,max_temp_f,humidity_3_pm,min_temp_f,location,evaporation,temp_9_am_f,rain_tomorrow,date,temp_3_pm_f,wind_speed_3_pm,pressure_9_am,rainfall,wind_dir_9_am,sunshine,wind_gust_speed,humidity_9_am,cloud_3_pm,pressure_3_pm
No,1.0,WSW,SW,9.0,61.88,35.0,37.22,Canberra,2.0,46.04,No,2009-04-30,59.9,9.0,1022.1,0.0,S,8.6,22.0,66.0,6.0,1020.2
No,8.0,NNW,NNW,4.0,61.7,45.0,33.44,Canberra,2.2,39.74,No,2009-05-01,59.72,22.0,1025.6,0.0,N,6.7,31.0,99.0,1.0,1021.8
No,1.0,WSW,ENE,4.0,64.58,38.0,33.8,Canberra,2.2,46.94,No,2009-05-02,63.68,4.0,1027.2,0.0,SE,9.8,22.0,67.0,1.0,1024.1
No,0.0,NNW,N,6.0,65.3,38.0,39.92,Canberra,1.8,48.02,No,2009-05-03,65.12,7.0,1029.7,0.0,ESE,9.6,17.0,79.0,1.0,1026.1
No,1.0,WNW,SE,4.0,66.38,36.0,34.52,Canberra,2.6,46.04,No,2009-05-04,65.84,7.0,1030.2,0.0,N,9.6,17.0,85.0,1.0,1027.1
No,7.0,N,NNW,6.0,64.58,43.0,40.28,Canberra,2.2,48.92,No,2009-05-05,63.86,9.0,1032.8,0.0,SSE,8.8,20.0,72.0,3.0,1028.8
No,8.0,NW,NW,4.0,62.78,51.0,39.2,Canberra,2.2,43.879999999999995,No,2009-05-06,61.519999999999996,15.0,1029.6,0.0,S,5.1,22.0,95.0,1.0,1024.8
No,1.0,W,WNW,0.0,62.959999999999994,47.0,31.1,Canberra,1.6,44.239999999999995,No,2009-05-07,62.059999999999995,9.0,1026.2,0.0,,9.3,17.0,80.0,1.0,1023.3
No,0.0,NNE,SE,7.0,63.14,31.0,37.58,Canberra,1.6,48.379999999999995,No,2009-05-08,62.42,6.0,1030.0,0.0,SE,9.6,17.0,66.0,0.0,1026.2
No,0.0,WNW,NW,2.0,67.64,36.0,32.72,Canberra,2.2,45.32,No,2009-05-09,66.92,9.0,1026.0,0.0,S,9.6,20.0,79.0,1.0,1021.7
No,1.0,ENE,E,11.0,62.6,44.0,38.3,Canberra,2.0,51.8,No,2009-05-10,60.26,19.0,1026.5,0.0,SSE,7.8,30.0,70.0,6.0,1024.4
No,1.0,SSW,WSW,6.0,62.24,40.0,32.36,Canberra,2.4,43.519999999999996,No,2009-05-11,60.980000000000004,7.0,1027.0,0.0,SE,8.8,17.0,76.0,3.0,1022.6
No,1.0,NW,NW,2.0,62.24,44.0,34.52,Canberra,2.0,45.5,No,2009-05-12,59.36,15.0,1022.8,0.0,SW,8.5,26.0,81.0,6.0,1018.7
No,1.0,WNW,WNW,0.0,60.26,41.0,31.28,Canberra,2.4,41.36,No,2009-05-13,57.56,28.0,1017.9,0.0,,9.3,44.0,86.0,1.0,1014.3
No,7.0,WNW,WNW,19.0,57.02,58.0,41.18,Canberra,3.4,52.34,No,2009-05-14,53.24,24.0,1013.6,0.0,WNW,1.7,57.0,53.0,7.0,1012.5
No,7.0,WNW,WNW,28.0,57.92,61.0,49.64,Canberra,4.2,53.42,Yes,2009-05-15,56.120000000000005,33.0,1014.2,0.0,WNW,2.1,67.0,56.0,7.0,1011.1
Yes,6.0,WNW,WNW,31.0,60.62,44.0,51.08,Canberra,2.4,54.86,No,2009-05-16,58.64,22.0,1009.4,1.6,NW,8.5,59.0,66.0,7.0,1011.4
No,0.0,W,N,7.0,61.34,39.0,32.54,Canberra,3.0,42.08,No,2009-05-17,60.440000000000005,11.0,1020.1,0.0,SE,8.8,22.0,78.0,2.0,1018.6
No,1.0,ENE,NE,9.0,61.88,47.0,32.9,Canberra,2.0,44.78,No,2009-05-18,61.34,11.0,1027.3,0.0,ESE,9.1,30.0,68.0,1.0,1023.6
No,7.0,NE,ENE,4.0,63.5,60.0,39.56,Canberra,2.2,47.66,No,2009-05-19,60.440000000000005,20.0,1025.8,0.0,ESE,4.8,35.0,85.0,6.0,1022.4
No,7.0,ESE,E,6.0,60.980000000000004,56.0,44.96,Canberra,2.0,53.24,No,2009-05-20,59.36,26.0,1025.1,0.0,SSE,2.6,35.0,74.0,7.0,1023.2
No,7.0,ESE,E,13.0,61.34,47.0,45.32,Canberra,1.2,55.22,No,2009-05-21,60.62,24.0,1026.9,0.0,SE,3.7,46.0,71.0,7.0,1024.4
No,8.0,SE,ESE,15.0,60.08,68.0,50.18,Canberra,1.4,54.14,No,2009-05-22,57.379999999999995,24.0,1027.0,0.2,SSE,4.2,44.0,80.0,5.0,1024.4
No,3.0,E,E,9.0,63.68,52.0,50.18,Canberra,2.2,57.02,No,2009-05-23,62.059999999999995,24.0,1026.9,0.4,SE,6.8,43.0,71.0,7.0,1024.3
No,7.0,NE,E,7.0,63.68,50.0,48.2,Canberra,2.8,54.14,No,2009-05-24,61.34,13.0,1028.9,0.0,SW,3.1,28.0,81.0,7.0,1026.5
No,6.0,NW,NNW,0.0,64.75999999999999,53.0,43.519999999999996,Canberra,1.8,52.16,No,2009-05-25,61.519999999999996,15.0,1027.8,0.0,,6.8,30.0,82.0,7.0,1023.0
No,7.0,NNW,N,6.0,57.74,81.0,41.0,Canberra,1.6,53.24,No,2009-05-26,56.120000000000005,17.0,1023.2,0.0,SSE,0.3,26.0,79.0,8.0,1021.0
No,7.0,NW,NW,0.0,62.24,56.0,48.92,Canberra,1.4,52.7,No,2009-05-27,58.82,13.0,1021.4,0.0,,5.7,26.0,88.0,1.0,1018.7
No,5.0,NNW,SSE,7.0,58.459999999999994,54.0,37.22,Canberra,1.6,46.94,No,2009-05-28,54.68,7.0,1023.1,0.0,S,5.5,26.0,77.0,2.0,1021.2
No,5.0,S,SSW,15.0,55.22,49.0,36.68,Canberra,1.4,45.86,No,2009-05-29,54.14,24.0,1025.7,0.0,SE,5.9,39.0,72.0,7.0,1024.7
No,4.0,ESE,ESE,6.0,56.48,53.0,34.34,Canberra,1.8,45.68,No,2009-05-30,54.5,20.0,1030.6,0.0,ESE,1.9,39.0,78.0,7.0,1029.6
No,3.0,ESE,ESE,13.0,56.84,76.0,41.72,Canberra,1.0,49.46,No,2009-05-31,53.42,17.0,1035.7,0.2,S,4.5,31.0,86.0,7.0,1033.2
No,8.0,E,E,0.0,55.76,57.0,42.980000000000004,Canberra,1.2,47.3,No,2009-06-01,54.5,15.0,1034.8,0.4,,0.1,24.0,89.0,7.0,1031.8
No,8.0,NE,E,6.0,61.16,63.0,42.260000000000005,Canberra,0.8,51.08,Yes,2009-06-02,57.92,13.0,1031.9,0.0,E,2.0,31.0,80.0,7.0,1028.9
Yes,8.0,ENE,ENE,9.0,58.1,87.0,48.2,Canberra,1.8,52.7,Yes,2009-06-03,56.3,17.0,1026.9,1.6,E,0.0,22.0,89.0,7.0,1023.2
Yes,7.0,,ESE,6.0,55.76,85.0,44.6,Canberra,0.6,50.36,Yes,2009-06-04,55.58,0.0,1021.9,8.2,SSE,0.4,11.0,95.0,7.0,1018.3
Yes,7.0,W,SSW,6.0,59.36,63.0,50.0,Canberra,0.8,50.9,Yes,2009-06-05,55.58,7.0,1017.3,2.2,WNW,3.7,20.0,92.0,7.0,1014.3
Yes,8.0,NNW,NNW,2.0,54.68,72.0,34.88,Canberra,1.0,40.28,No,2009-06-06,50.36,28.0,1015.3,1.2,NW,5.6,39.0,100.0,7.0,1011.2
No,7.0,WNW,W,19.0,52.7,72.0,40.1,Canberra,1.2,48.02,Yes,2009-06-07,51.08,20.0,1008.0,0.6,NNW,3.8,41.0,87.0,6.0,1007.1
Yes,5.0,WNW,NW,24.0,53.96,74.0,44.6,Canberra,2.0,47.84,No,2009-06-08,49.46,20.0,1009.5,2.6,NW,5.4,43.0,76.0,7.0,1008.7
No,6.0,NW,NNW,24.0,48.379999999999995,80.0,40.46,Canberra,1.8,43.879999999999995,Yes,2009-06-09,43.16,35.0,1010.7,0.2,WNW,3.2,50.0,65.0,7.0,1008.3
Yes,1.0,WSW,SW,20.0,48.74,36.0,36.14,Canberra,1.4,41.36,No,2009-06-10,46.76,20.0,1013.0,2.0,WNW,7.8,46.0,53.0,6.0,1015.4
No,5.0,N,WNW,0.0,48.2,52.0,21.560000000000002,Canberra,1.6,30.38,No,2009-06-11,47.120000000000005,7.0,1022.9,0.0,,6.2,20.0,86.0,1.0,1020.9
No,8.0,W,WNW,6.0,39.38,84.0,28.04,Canberra,1.8,33.26,No,2009-06-12,38.660000000000004,11.0,1025.3,0.2,E,0.0,17.0,96.0,8.0,1022.4
No,7.0,N,NNW,6.0,52.7,39.0,33.08,Canberra,0.4,34.16,No,2009-06-13,49.64,22.0,1019.2,0.0,N,6.5,35.0,96.0,4.0,1014.8
No,5.0,NW,NW,2.0,56.84,47.0,29.66,Canberra,1.4,37.22,No,2009-06-14,56.3,15.0,1014.6,0.2,SW,7.7,31.0,88.0,3.0,1011.4
No,8.0,NW,NW,0.0,54.68,50.0,33.26,Canberra,1.6,38.48,No,2009-06-15,54.14,13.0,1014.9,0.2,,5.6,20.0,100.0,2.0,1012.6
No,1.0,SE,S,15.0,55.58,54.0,34.34,Canberra,1.2,48.379999999999995,No,2009-06-16,52.34,13.0,1022.6,0.0,S,5.9,31.0,74.0,4.0,1023.6
No,1.0,SE,NE,7.0,58.1,47.0,35.24,Canberra,1.2,43.879999999999995,No,2009-06-17,55.22,11.0,1030.5,0.0,ESE,7.1,24.0,81.0,3.0,1028.2
No,6.0,SE,SE,6.0,55.4,57.0,30.2,Canberra,1.2,39.56,No,2009-06-18,54.14,9.0,1032.4,0.0,S,3.2,22.0,84.0,7.0,1029.7
No,1.0,NE,ENE,4.0,57.74,45.0,30.74,Canberra,1.4,42.980000000000004,No,2009-06-19,55.4,15.0,1032.6,0.0,ENE,7.8,31.0,86.0,6.0,1029.6
No,7.0,NE,NE,4.0,58.459999999999994,58.0,32.72,Canberra,1.4,46.4,Yes,2009-06-20,57.56,13.0,1029.6,0.0,SSE,3.3,30.0,88.0,6.0,1024.6
Yes,8.0,SSE,NW,2.0,56.66,68.0,46.4,Canberra,1.4,50.36,Yes,2009-06-21,56.3,4.0,1025.1,11.0,SW,1.3,17.0,99.0,7.0,1021.3
Yes,8.0,SSE,NNW,6.0,55.22,79.0,39.38,Canberra,0.6,44.239999999999995,No,2009-06-22,53.42,6.0,1021.6,2.2,E,2.4,13.0,100.0,4.0,1020.0
No,8.0,WSW,SE,7.0,51.08,81.0,39.92,Canberra,0.4,40.82,No,2009-06-23,50.18,4.0,1022.1,0.2,SE,2.4,15.0,99.0,1.0,1019.0
No,7.0,NW,NNW,9.0,55.58,58.0,31.64,Canberra,1.2,39.02,No,2009-06-24,54.68,11.0,1017.1,1.0,ESE,3.9,28.0,97.0,5.0,1012.7
No,6.0,NW,W,7.0,54.5,57.0,33.08,Canberra,0.8,43.879999999999995,No,2009-06-25,50.72,26.0,1015.1,0.2,S,6.3,39.0,86.0,4.0,1012.4
No,7.0,NNW,NW,0.0,54.5,54.0,37.58,Canberra,1.4,42.620000000000005,No,2009-06-26,53.6,13.0,1012.7,0.0,,6.2,26.0,91.0,5.0,1009.7
No,7.0,NNE,ENE,4.0,59.36,49.0,41.9,Canberra,1.2,46.04,Yes,2009-06-27,56.48,13.0,1009.4,0.0,ESE,4.7,20.0,82.0,7.0,1005.9
Yes,8.0,NW,WNW,6.0,57.56,65.0,46.04,Canberra,1.8,47.120000000000005,No,2009-06-28,53.96,15.0,1007.5,1.2,NNW,1.9,33.0,95.0,7.0,1006.1
No,7.0,NNW,NW,19.0,55.04,71.0,43.7,Canberra,1.4,46.58,No,2009-06-29,53.42,17.0,1013.3,0.0,NNW,5.2,43.0,87.0,5.0,1011.6
No,7.0,NW,NNW,19.0,62.24,54.0,46.4,Canberra,1.2,52.52,Yes,2009-06-30,60.980000000000004,35.0,1012.8,0.0,N,5.7,72.0,82.0,2.0,1006.7
Yes,3.0,W,WNW,30.0,55.22,57.0,45.5,Canberra,3.4,48.74,No,2009-07-01,51.8,35.0,1007.8,9.8,NNW,8.6,70.0,76.0,5.0,1006.5
No,7.0,NW,WNW,19.0,51.44,70.0,43.7,Canberra,3.6,46.04,Yes,2009-07-02,47.84,33.0,1009.0,0.6,NW,5.0,63.0,77.0,6.0,1006.7
Yes,1.0,WSW,WSW,28.0,51.26,55.0,41.36,Canberra,2.6,44.96,No,2009-07-03,50.54,17.0,1005.5,3.4,WNW,8.6,50.0,68.0,3.0,1006.8
No,1.0,NNW,NNW,11.0,51.98,66.0,38.660000000000004,Canberra,2.6,44.06,No,2009-07-04,48.74,28.0,1014.4,0.0,WNW,8.6,50.0,68.0,2.0,1013.2
No,0.0,NNW,WNW,4.0,53.24,51.0,36.32,Canberra,2.2,45.68,No,2009-07-05,51.44,19.0,1017.9,0.0,W,8.6,35.0,61.0,4.0,1017.5
No,8.0,NW,NNW,2.0,48.02,58.0,26.42,Canberra,1.6,30.74,No,2009-07-06,46.94,9.0,1022.4,0.0,NNE,6.6,15.0,99.0,5.0,1019.5
No,1.0,ESE,ESE,17.0,51.44,38.0,26.78,Canberra,1.8,39.92,No,2009-07-07,50.72,17.0,1027.0,0.2,SSE,9.0,43.0,70.0,1.0,1025.4
No,7.0,ENE,ENE,0.0,51.620000000000005,73.0,28.580000000000002,Canberra,1.4,35.78,No,2009-07-08,49.64,20.0,1031.7,0.0,,1.2,26.0,86.0,7.0,1029.8
No,5.0,ESE,ENE,9.0,55.04,53.0,33.08,Canberra,0.4,47.3,No,2009-07-09,54.32,11.0,1033.1,0.0,SSE,6.1,26.0,85.0,3.0,1030.4
No,6.0,ENE,ENE,7.0,56.48,50.0,33.26,Canberra,0.8,44.96,No,2009-07-10,55.4,11.0,1030.9,0.0,ESE,3.6,26.0,90.0,6.0,1025.8
No,8.0,N,N,6.0,55.04,65.0,39.02,Canberra,1.0,45.68,No,2009-07-11,53.06,6.0,1023.2,0.0,E,1.3,22.0,90.0,7.0,1018.4
No,1.0,NW,NNW,24.0,58.28,55.0,42.08,Canberra,0.6,50.54,No,2009-07-12,57.02,30.0,1013.1,0.0,NNW,9.1,61.0,73.0,2.0,1009.1
No,1.0,WNW,NW,20.0,54.86,55.0,40.82,Canberra,3.4,46.4,No,2009-07-13,53.06,24.0,1007.8,0.0,NNW,7.6,54.0,67.0,6.0,1006.8
No,2.0,NW,NNW,24.0,50.36,74.0,40.1,Canberra,3.0,43.7,No,2009-07-14,47.3,24.0,1006.8,0.0,NW,5.9,39.0,81.0,6.0,1005.7
No,8.0,SW,SE,6.0,51.98,52.0,29.12,Canberra,1.2,34.88,No,2009-07-15,50.9,6.0,1011.3,0.0,ESE,5.7,13.0,94.0,2.0,1009.3
No,6.0,S,S,6.0,50.9,55.0,29.12,Canberra,0.6,32.9,No,2009-07-16,49.64,19.0,1014.7,0.0,SSW,2.2,43.0,96.0,7.0,1013.7
No,1.0,S,SSE,19.0,56.48,47.0,33.08,Canberra,1.2,45.68,No,2009-07-17,55.76,2.0,1022.2,0.0,SSE,9.2,52.0,66.0,2.0,1020.4
No,8.0,NNW,NW,0.0,53.24,53.0,25.880000000000003,Canberra,1.4,31.64,No,2009-07-18,51.8,26.0,1023.7,0.0,,7.1,41.0,,3.0,1019.5
No,5.0,NNW,NNW,17.0,56.3,51.0,31.28,Canberra,2.4,46.58,No,2009-07-19,54.86,26.0,1022.9,0.0,NNW,8.7,35.0,67.0,1.0,1020.8
No,1.0,NW,NNW,26.0,57.02,50.0,34.34,Canberra,1.8,48.02,No,2009-07-20,56.120000000000005,20.0,1025.0,0.0,NW,9.1,48.0,63.0,1.0,1020.6
No,0.0,NNW,NW,0.0,61.34,39.0,30.56,Canberra,3.0,40.46,No,2009-07-21,59.540000000000006,20.0,1022.4,0.0,,9.2,31.0,84.0,0.0,1017.2
No,4.0,NW,WNW,20.0,62.959999999999994,86.0,39.92,Canberra,2.6,55.58,Yes,2009-07-22,51.08,31.0,1011.9,0.0,NNW,3.8,72.0,76.0,8.0,1008.5
Yes,7.0,WNW,NW,20.0,50.36,63.0,41.36,Canberra,2.4,45.68,Yes,2009-07-23,49.46,7.0,1014.1,7.0,NNW,1.6,50.0,82.0,6.0,1017.8
Yes,0.0,NNW,NW,4.0,51.98,57.0,26.240000000000002,Canberra,1.2,35.06,No,2009-07-24,51.26,24.0,1027.9,3.0,NNW,8.6,31.0,,1.0,1025.0
No,1.0,NW,NNW,4.0,53.24,45.0,27.86,Canberra,1.4,35.06,No,2009-07-25,52.34,22.0,1027.0,0.2,S,7.8,41.0,89.0,2.0,1023.0
No,7.0,NNW,NNW,6.0,51.8,79.0,30.2,Canberra,1.6,40.64,Yes,2009-07-26,48.02,20.0,1018.5,0.0,SSE,1.2,43.0,86.0,8.0,1014.2
Yes,6.0,WNW,WNW,4.0,53.6,52.0,30.2,Canberra,1.6,35.06,No,2009-07-27,52.52,30.0,1018.2,6.2,SE,7.5,46.0,98.0,1.0,1017.3
No,2.0,WNW,WNW,20.0,54.5,56.0,35.06,Canberra,1.2,48.2,No,2009-07-28,53.24,30.0,1022.8,0.0,NW,9.3,44.0,71.0,1.0,1021.6
No,2.0,NW,N,19.0,56.84,58.0,38.839999999999996,Canberra,3.4,47.48,No,2009-07-29,54.86,26.0,1025.6,0.0,NNW,9.0,44.0,80.0,1.0,1024.0
No,8.0,WNW,NW,7.0,54.68,54.0,32.72,Canberra,2.6,35.42,No,2009-07-30,53.24,30.0,1026.2,0.0,SSW,5.2,46.0,98.0,1.0,1021.5
No,1.0,WNW,W,20.0,57.74,62.0,35.24,Canberra,1.6,50.36,No,2009-07-31,55.22,24.0,1020.8,0.0,NW,9.4,44.0,71.0,3.0,1019.6
No,,,,,56.66,46.0,27.68,Canberra,2.4,40.82,No,2009-08-01,55.04,,,0.0,,,,83.0,,
No,,,,,54.32,62.0,27.14,Canberra,2.6,34.34,No,2009-08-02,52.52,,,0.0,,,,94.0,,
No,,,,,60.62,19.0,34.16,Canberra,3.2,50.72,No,2009-08-03,59.9,,,0.0,,,,61.0,,
No,,,,,56.120000000000005,39.0,30.74,Canberra,2.4,36.68,No,2009-08-04,54.32,,,0.0,,,,90.0,,
No,,,,,55.76,58.0,28.22,Canberra,2.6,38.12,No,2009-08-05,53.78,,,0.0,,,,80.0,,
No,,,,,60.440000000000005,46.0,37.94,Canberra,2.2,49.82,No,2009-08-06,57.74,,,0.0,,,,72.0,,
No,,,,,59.36,53.0,42.44,Canberra,2.4,49.82,No,2009-08-07,50.18,,,0.0,,,,55.0,,
No,,,,,56.66,25.0,23.54,Canberra,2.6,38.3,No,2009-08-08,54.5,,,0.0,,,,68.0,,
No,,,,,56.3,37.0,23.0,Canberra,2.0,32.36,No,2009-08-09,54.5,,,0.0,,,,84.0,,
No,,,,,59.36,34.0,25.52,Canberra,1.4,36.86,Yes,2009-08-10,57.02,,,0.0,,,,73.0,,
Yes,,,,,59.9,86.0,36.86,Canberra,1.6,44.06,Yes,2009-08-11,50.18,,,1.6,,,,91.0,,
Yes,,,,,55.22,62.0,34.7,Canberra,1.6,46.22,No,2009-08-12,52.7,,,11.0,,,,87.0,,
No,,,,,59.9,45.0,40.1,Canberra,1.2,49.46,No,2009-08-13,59.0,,,0.2,,,,78.0,,
No,,,,,59.0,56.0,33.44,Canberra,3.0,39.2,No,2009-08-14,57.74,,,0.0,,,,99.0,,
No,,,,,63.86,47.0,29.48,Canberra,1.8,39.2,No,2009-08-15,61.519999999999996,,,0.0,,,,99.0,,
No,,,,,59.36,57.0,29.12,Canberra,2.6,42.260000000000005,Yes,2009-08-16,55.4,,,0.0,,,,83.0,,
Yes,,,,,56.66,33.0,42.08,Canberra,2.6,50.72,No,2009-08-17,55.04,,,1.4,,,,57.0,,
No,,,,,59.18,28.0,25.16,Canberra,3.4,37.58,No,2009-08-18,58.64,,,0.0,,,,81.0,,
No,,,,,61.16,32.0,27.68,Canberra,2.2,41.18,No,2009-08-19,59.540000000000006,,,0.0,,,,78.0,,
No,,,,,64.22,36.0,37.94,Canberra,2.4,51.44,No,2009-08-20,63.5,,,0.0,,,,64.0,,
No,,,,,54.32,87.0,35.78,Canberra,2.8,49.82,Yes,2009-08-21,51.08,,,0.0,,,,62.0,,
Yes,,,,,57.02,44.0,37.76,Canberra,2.0,47.3,Yes,2009-08-22,55.76,,,11.4,,,,65.0,,
Yes,,,,,66.02,53.0,46.76,Canberra,2.8,55.4,No,2009-08-23,65.12,,,1.6,,,,75.0,,
No,,,,,58.82,58.0,52.7,Canberra,4.6,55.22,No,2009-08-24,56.66,,,0.0,,,,70.0,,
No,,,,,51.620000000000005,41.0,41.9,Canberra,4.8,43.879999999999995,No,2009-08-25,50.18,,,0.4,,,,60.0,,
No,,,,,52.34,52.0,38.839999999999996,Canberra,4.8,44.6,No,2009-08-26,49.28,,,1.0,,,,52.0,,
No,,,,,60.980000000000004,31.0,40.46,Canberra,3.4,48.92,No,2009-08-27,60.08,,,0.0,,,,56.0,,
No,,,,,65.66,22.0,34.88,Canberra,4.6,53.42,Yes,2009-08-28,64.04,,,0.0,,,,44.0,,
Yes,,,,,63.5,76.0,44.42,Canberra,3.6,48.379999999999995,Yes,2009-08-29,61.16,,,1.6,,,,92.0,,
Yes,,,,,52.16,45.0,42.44,Canberra,4.0,45.14,No,2009-08-30,50.18,,,6.2,,,,65.0,,
No,,,,,56.120000000000005,59.0,41.18,Canberra,4.0,48.379999999999995,No,2009-08-31,52.7,,,0.0,,,,70.0,,
No,,,,,59.540000000000006,37.0,41.54,Canberra,3.2,50.36,No,2009-09-01,59.18,,,0.4,,,,46.0,,
No,,,,,61.34,28.0,27.5,Canberra,3.2,41.72,No,2009-09-02,60.440000000000005,,,0.0,,,,78.0,,
No,,,,,63.68,61.0,33.98,Canberra,2.8,43.519999999999996,No,2009-09-03,60.62,,,0.0,,,,91.0,,
No,,,,,66.02,40.0,43.519999999999996,Canberra,1.6,56.66,No,2009-09-04,62.78,,,0.6,,,,83.0,,
No,,,,,60.440000000000005,35.0,30.2,Canberra,4.8,48.92,No,2009-09-05,58.64,,,0.0,,,,61.0,,
No,,,,,60.980000000000004,27.0,23.9,Canberra,4.4,41.18,Yes,2009-09-06,59.540000000000006,,,0.0,,,,76.0,,
Yes,,,,,53.6,93.0,35.42,Canberra,3.8,47.84,Yes,2009-09-07,50.0,,,5.0,,,,95.0,,
Yes,,,,,58.82,63.0,33.62,Canberra,0.6,49.1,Yes,2009-09-08,53.96,,,5.2,,,,77.0,,
Yes,,,,,56.66,55.0,35.78,Canberra,1.8,49.46,No,2009-09-09,54.14,,,2.2,,,,75.0,,
No,,,,,57.92,46.0,41.9,Canberra,3.8,50.36,No,2009-09-10,56.120000000000005,,,0.0,,,,53.0,,
No,,,,,63.68,28.0,29.12,Canberra,4.0,44.239999999999995,No,2009-09-11,62.78,,,0.0,,,,73.0,,
No,,,,,72.32,31.0,40.28,Canberra,3.6,58.459999999999994,No,2009-09-12,71.78,,,0.0,,,,42.0,,
No,,,,,77.36,19.0,40.1,Canberra,5.0,64.75999999999999,No,2009-09-13,75.92,,,0.0,,,,31.0,,
No,,,,,67.28,21.0,46.4,Canberra,10.2,57.56,No,2009-09-14,64.94,,,0.0,,,,50.0,,
No,,,,,66.38,30.0,39.56,Canberra,4.4,53.06,No,2009-09-15,63.68,,,0.0,,,,76.0,,
No,,,,,74.48,38.0,32.18,Canberra,4.2,52.879999999999995,No,2009-09-16,72.86,,,0.0,,,,72.0,,
No,,,,,74.12,44.0,43.519999999999996,Canberra,3.8,57.2,Yes,2009-09-17,70.7,,,0.2,,,,83.0,,
Yes,,,,,68.72,45.0,50.18,Canberra,5.0,58.1,No,2009-09-18,65.84,,,4.8,,,,74.0,,
No,,,,,67.82,31.0,47.3,Canberra,3.2,51.8,No,2009-09-19,66.56,,,0.0,,,,85.0,,
No,,,,,72.68,37.0,38.660000000000004,Canberra,4.8,56.84,No,2009-09-20,68.72,,,0.0,,,,63.0,,
No,,,,,68.72,15.0,34.7,Canberra,4.6,52.52,Yes,2009-09-21,67.1,,,0.0,,,,69.0,,
Yes,,,,,70.16,59.0,52.52,Canberra,4.6,63.32,Yes,2009-09-22,68.9,,,4.8,,,,69.0,,
Yes,,,,,57.92,57.0,45.32,Canberra,7.8,46.94,No,2009-09-23,56.120000000000005,,,27.0,,,,87.0,,
No,,,,,60.980000000000004,38.0,45.68,Canberra,3.2,54.32,No,2009-09-24,59.0,,,0.0,,,,46.0,,
No,,,,,67.64,34.0,35.96,Canberra,5.2,55.76,Yes,2009-09-25,67.1,,,0.0,,,,55.0,,
Yes,,,,,51.08,80.0,42.08,Canberra,8.0,43.879999999999995,Yes,2009-09-26,43.7,,,3.4,,,,73.0,,
Yes,,,,,48.56,78.0,36.86,Canberra,3.0,41.36,No,2009-09-27,43.879999999999995,,,3.4,,,,69.0,,
No,,,,,58.459999999999994,58.0,39.02,Canberra,3.4,47.84,No,2009-09-28,54.32,,,0.0,,,,66.0,,
No,,,,,60.26,43.0,39.74,Canberra,2.0,50.36,No,2009-09-29,58.64,,,0.0,,,,66.0,,
No,,,,,66.74000000000001,26.0,32.18,Canberra,4.6,52.52,No,2009-09-30,65.12,,,0.0,,,,56.0,,
No,,,,,78.08,19.0,35.24,Canberra,5.6,66.2,No,2009-10-01,75.2,,,0.0,,,,26.0,,
No,,,,,63.14,58.0,44.6,Canberra,5.6,54.68,Yes,2009-10-02,62.42,,,0.0,,,,75.0,,
Yes,,,,,52.879999999999995,67.0,46.4,Canberra,3.8,47.84,Yes,2009-10-03,51.26,,,7.4,,,,80.0,,
Yes,,,,,54.32,68.0,43.879999999999995,Canberra,1.8,47.84,No,2009-10-04,53.42,,,3.0,,,,71.0,,
No,,,,,61.34,65.0,47.48,Canberra,1.2,51.98,Yes,2009-10-05,55.76,,,0.2,,,,84.0,,
Yes,,,,,61.16,43.0,36.68,Canberra,3.2,44.6,Yes,2009-10-06,57.02,,,4.0,,,,93.0,,
Yes,,,,,51.8,56.0,30.92,Canberra,4.0,40.46,Yes,2009-10-07,49.28,,,1.2,,,,94.0,,
Yes,,,,,57.02,40.0,39.56,Canberra,2.8,45.5,No,2009-10-08,53.96,,,1.6,,,,58.0,,
No,,,,,60.26,48.0,29.3,Canberra,4.4,47.120000000000005,No,2009-10-09,57.74,,,0.0,,,,62.0,,
No,,,,,60.440000000000005,37.0,34.16,Canberra,2.6,46.22,No,2009-10-10,57.74,,,0.0,,,,65.0,,
No,,,,,63.32,65.0,37.04,Canberra,3.4,49.28,No,2009-10-11,54.5,,,0.0,,,,73.0,,
No,,,,,59.36,78.0,35.96,Canberra,3.0,46.04,Yes,2009-10-12,57.2,,,1.0,,,,89.0,,
Yes,,,,,60.08,48.0,46.04,Canberra,1.6,50.36,Yes,2009-10-13,57.02,,,1.8,,,,61.0,,
Yes,,,,,58.1,52.0,47.3,Canberra,4.6,48.2,No,2009-10-14,51.8,,,2.2,,,,84.0,,
No,,,,,57.379999999999995,76.0,48.02,Canberra,3.6,51.26,Yes,2009-10-15,50.9,,,0.6,,,,58.0,,
Yes,,,,,60.8,44.0,37.04,Canberra,3.0,48.74,No,2009-10-16,57.2,,,3.0,,,,54.0,,
No,,,,,62.6,47.0,32.36,Canberra,3.8,47.3,Yes,2009-10-17,59.540000000000006,,,1.0,,,,81.0,,
Yes,,,,,65.3,37.0,47.120000000000005,Canberra,3.8,52.7,No,2009-10-18,64.04,,,3.8,,,,75.0,,
No,,,,,69.44,43.0,39.92,Canberra,4.6,52.7,No,2009-10-19,68.9,,,0.0,,,,75.0,,
No,,,,,77.0,23.0,42.620000000000005,Canberra,4.4,55.58,No,2009-10-20,75.2,,,0.0,,,,88.0,,
