MaxTempC,WindSpeed9am,Humidity9am,Sunshine,WindGustSpeed,Cloud3pm,RainTomorrow,Pressure3pm,Pressure9am,Location,WindGustDir,WindDir3pm,WindSpeed3pm,Date,Evaporation,MinTempC,RainToday,Temp3pmC,Cloud9am,WindDir9am,Humidity3pm,Temp9amC,Rainfall
25.4,4.0,66.0,9.8,26.0,3.0,No,1015.2,1020.8,Brisbane,NNE,NNE,11.0,2010-09-09,3.2,14.1,No,23.6,1.0,WSW,60.0,20.2,0.0
24.1,4.0,67.0,0.9,30.0,7.0,Yes,1008.2,1010.8,Brisbane,WNW,NW,7.0,2010-09-10,7.0,18.7,No,24.0,7.0,N,67.0,22.3,0.0
25.3,4.0,40.0,11.1,22.0,1.0,No,1016.2,1017.8,Brisbane,W,ENE,13.0,2010-09-11,1.8,12.2,Yes,22.8,0.0,SW,34.0,20.5,3.2
23.6,2.0,55.0,9.5,20.0,1.0,No,1019.4,1022.5,Brisbane,ENE,ENE,9.0,2010-09-12,5.8,12.5,No,21.4,2.0,SSW,53.0,20.0,0.0
25.9,0.0,62.0,8.7,24.0,5.0,No,1014.7,1019.8,Brisbane,NNW,NE,11.0,2010-09-13,4.0,16.2,No,24.8,5.0,,56.0,20.7,0.0
25.1,2.0,70.0,4.4,20.0,7.0,No,1011.9,1016.2,Brisbane,NE,ENE,9.0,2010-09-14,4.8,16.1,No,23.7,6.0,SSW,69.0,22.7,0.0
26.1,17.0,40.0,10.7,52.0,1.0,No,1011.1,1012.7,Brisbane,W,WSW,15.0,2010-09-15,4.0,17.9,No,25.7,2.0,W,32.0,21.4,0.4
23.9,6.0,49.0,2.5,30.0,7.0,No,1014.6,1018.5,Brisbane,WNW,WNW,9.0,2010-09-16,10.2,13.4,No,22.7,6.0,WSW,35.0,18.4,0.0
21.9,9.0,40.0,1.0,24.0,8.0,No,1019.4,1020.1,Brisbane,WNW,E,6.0,2010-09-17,6.8,15.7,No,19.8,8.0,WSW,39.0,19.0,0.0
24.1,4.0,53.0,3.6,24.0,8.0,No,1015.9,1019.9,Brisbane,W,WSW,9.0,2010-09-18,3.2,13.0,No,22.1,7.0,SW,27.0,17.3,0.0
21.0,4.0,55.0,0.4,17.0,8.0,Yes,1018.7,1020.7,Brisbane,SSE,SSE,7.0,2010-09-19,3.6,16.0,No,20.4,8.0,SW,41.0,17.0,0.0
19.7,2.0,92.0,0.0,15.0,8.0,Yes,1018.5,1021.4,Brisbane,SSE,SSE,2.0,2010-09-20,1.2,13.1,Yes,19.3,8.0,SW,91.0,15.0,8.6
24.4,6.0,93.0,0.4,19.0,7.0,No,1018.7,1021.1,Brisbane,W,W,7.0,2010-09-21,0.0,15.0,Yes,22.8,7.0,SSW,78.0,18.1,22.4
24.0,7.0,79.0,4.5,28.0,8.0,No,1022.1,1024.2,Brisbane,E,ESE,6.0,2010-09-22,3.0,17.2,No,19.9,7.0,SE,79.0,20.9,0.0
25.1,4.0,76.0,5.9,19.0,5.0,No,1019.9,1022.8,Brisbane,ENE,NNE,9.0,2010-09-23,3.2,15.1,No,23.6,7.0,W,58.0,19.3,0.0
25.5,2.0,64.0,6.0,19.0,7.0,Yes,1020.1,1023.2,Brisbane,ENE,NE,7.0,2010-09-24,3.6,17.2,No,23.0,7.0,ENE,60.0,22.3,0.2
23.0,0.0,82.0,1.7,28.0,7.0,Yes,1017.9,1021.7,Brisbane,NNW,NNE,6.0,2010-09-25,3.2,18.4,Yes,20.5,8.0,,78.0,20.6,1.2
26.6,2.0,64.0,5.9,19.0,7.0,No,1016.8,1019.8,Brisbane,E,ENE,7.0,2010-09-26,3.0,13.9,Yes,24.4,7.0,NE,62.0,22.1,5.4
27.8,2.0,68.0,10.0,24.0,3.0,No,1014.1,1018.9,Brisbane,N,NNE,7.0,2010-09-27,3.8,16.4,No,25.2,3.0,WSW,60.0,23.4,0.2
27.3,0.0,72.0,5.6,35.0,8.0,Yes,1011.0,1015.5,Brisbane,N,NE,7.0,2010-09-28,5.0,20.4,No,21.3,7.0,,93.0,24.6,0.0
28.1,7.0,77.0,5.6,26.0,6.0,No,1010.9,1012.5,Brisbane,SE,E,7.0,2010-09-29,4.4,18.2,Yes,23.0,6.0,SW,71.0,22.9,31.4
21.9,9.0,59.0,5.7,35.0,5.0,No,1020.6,1020.9,Brisbane,SE,ESE,17.0,2010-09-30,3.8,16.5,No,21.0,6.0,S,54.0,21.3,0.4
21.9,9.0,60.0,0.7,28.0,7.0,Yes,1023.7,1026.2,Brisbane,SE,ESE,9.0,2010-10-01,3.8,14.2,No,20.2,7.0,SE,53.0,19.4,0.0
21.1,6.0,73.0,2.5,26.0,8.0,Yes,1022.4,1026.3,Brisbane,SE,ESE,7.0,2010-10-02,3.8,14.8,Yes,19.3,7.0,SSE,79.0,19.6,3.4
23.5,2.0,91.0,0.0,17.0,8.0,Yes,1020.1,1023.8,Brisbane,SE,ESE,7.0,2010-10-03,3.2,16.5,Yes,20.9,8.0,SW,82.0,18.3,6.6
28.1,7.0,65.0,11.4,22.0,4.0,Yes,1013.6,1017.9,Brisbane,S,NNE,6.0,2010-10-04,0.4,17.3,Yes,26.1,1.0,SW,61.0,23.3,2.0
28.3,7.0,65.0,10.0,24.0,6.0,No,1014.2,1017.1,Brisbane,SE,SW,4.0,2010-10-05,3.6,17.2,Yes,27.3,2.0,SW,50.0,23.8,2.2
29.4,7.0,59.0,11.4,22.0,5.0,No,1014.8,1018.4,Brisbane,ENE,ENE,13.0,2010-10-06,6.6,18.5,No,26.4,2.0,WSW,56.0,23.9,0.0
29.9,4.0,66.0,8.1,19.0,7.0,Yes,1013.1,1017.5,Brisbane,NE,NE,7.0,2010-10-07,5.6,17.7,No,27.3,4.0,NW,59.0,24.5,0.0
22.6,4.0,85.0,0.0,43.0,8.0,Yes,1017.1,1019.1,Brisbane,SE,SE,11.0,2010-10-08,4.2,18.5,Yes,21.1,8.0,SSW,81.0,21.3,54.0
19.3,6.0,86.0,0.0,33.0,8.0,Yes,1019.8,1021.6,Brisbane,SSE,SSE,13.0,2010-10-09,1.2,16.9,Yes,17.6,8.0,SSE,86.0,18.8,23.4
19.6,9.0,89.0,0.0,44.0,8.0,Yes,1021.7,1023.0,Brisbane,SE,SE,17.0,2010-10-10,2.0,16.0,Yes,17.7,8.0,S,89.0,17.9,8.0
22.2,11.0,90.0,0.0,37.0,8.0,Yes,1024.8,1026.2,Brisbane,E,SE,11.0,2010-10-11,13.0,15.1,Yes,19.6,8.0,ESE,89.0,19.1,93.6
22.9,11.0,72.0,2.4,37.0,7.0,Yes,1024.4,1027.9,Brisbane,ENE,E,17.0,2010-10-12,1.6,17.4,Yes,22.6,8.0,ESE,60.0,20.1,22.4
23.9,13.0,48.0,6.6,31.0,7.0,No,1019.1,1022.7,Brisbane,E,ENE,9.0,2010-10-13,3.4,14.8,Yes,21.9,5.0,ENE,53.0,22.5,4.2
25.6,4.0,62.0,5.6,22.0,7.0,No,1013.6,1017.7,Brisbane,NNE,NE,9.0,2010-10-14,7.0,14.8,No,23.2,5.0,NNW,66.0,22.5,0.2
25.3,6.0,71.0,0.0,41.0,8.0,Yes,1005.4,1011.1,Brisbane,NNE,NNE,11.0,2010-10-15,3.0,18.5,No,22.3,8.0,N,81.0,22.4,0.0
20.8,26.0,48.0,10.3,54.0,1.0,No,1007.1,1008.3,Brisbane,W,W,20.0,2010-10-16,4.8,14.6,Yes,20.2,1.0,W,36.0,16.3,22.2
22.2,7.0,38.0,12.3,26.0,0.0,No,1013.1,1016.4,Brisbane,W,NNE,6.0,2010-10-17,9.6,9.7,No,21.5,0.0,SW,35.0,16.7,0.0
23.7,4.0,59.0,12.3,20.0,1.0,No,1017.5,1020.5,Brisbane,E,ENE,7.0,2010-10-18,8.6,11.0,No,22.6,1.0,WNW,40.0,19.4,0.0
26.7,4.0,57.0,11.7,31.0,1.0,No,1019.8,1022.1,Brisbane,ESE,ESE,15.0,2010-10-19,4.8,12.9,No,25.2,1.0,SSW,45.0,22.2,0.0
22.2,4.0,87.0,4.7,31.0,7.0,Yes,1024.2,1026.5,Brisbane,SE,E,7.0,2010-10-20,6.4,16.3,No,19.9,5.0,SSE,78.0,19.4,0.8
22.6,11.0,52.0,3.4,24.0,7.0,No,1022.2,1025.9,Brisbane,E,E,9.0,2010-10-21,4.0,15.8,Yes,21.2,7.0,E,52.0,21.8,1.6
25.4,4.0,55.0,11.7,22.0,2.0,No,1019.0,1023.2,Brisbane,E,E,11.0,2010-10-22,3.0,13.0,No,24.2,3.0,SSE,47.0,22.0,0.0
26.6,4.0,59.0,12.0,22.0,1.0,No,1015.9,1020.3,Brisbane,ENE,NE,9.0,2010-10-23,5.8,14.9,No,25.2,2.0,NE,51.0,22.3,0.0
27.1,7.0,58.0,10.1,30.0,3.0,Yes,1014.1,1018.2,Brisbane,NNE,NE,9.0,2010-10-24,5.4,15.9,No,25.6,2.0,NNE,51.0,24.5,0.0
26.0,4.0,80.0,8.5,20.0,3.0,No,1014.4,1017.7,Brisbane,ENE,ENE,11.0,2010-10-25,,17.8,Yes,24.7,6.0,WSW,65.0,20.9,34.4
26.4,6.0,66.0,7.6,20.0,3.0,No,1015.3,1019.0,Brisbane,ENE,ENE,9.0,2010-10-26,4.8,18.1,No,24.7,7.0,E,63.0,23.0,0.0
28.0,6.0,65.0,10.1,24.0,2.0,No,1013.6,1017.1,Brisbane,ENE,NE,13.0,2010-10-27,3.6,19.5,No,25.5,3.0,WSW,57.0,24.3,0.4
27.4,4.0,61.0,8.3,33.0,7.0,Yes,1015.8,1017.0,Brisbane,SE,ESE,13.0,2010-10-28,6.2,18.3,No,19.2,4.0,S,88.0,25.4,0.2
26.5,9.0,58.0,11.7,26.0,4.0,No,1016.4,1018.6,Brisbane,E,ENE,11.0,2010-10-29,7.0,16.9,Yes,25.4,2.0,ESE,51.0,24.4,26.8
26.5,9.0,56.0,11.7,26.0,6.0,No,1016.0,1019.0,Brisbane,ENE,ENE,9.0,2010-10-30,4.6,16.6,No,24.2,3.0,ENE,56.0,23.9,0.0
25.7,2.0,63.0,6.2,19.0,5.0,No,1014.3,1017.3,Brisbane,NNE,ENE,6.0,2010-10-31,6.0,15.8,No,25.0,7.0,SE,57.0,22.5,0.0
23.3,6.0,66.0,0.3,15.0,8.0,No,1012.9,1015.5,Brisbane,NNW,N,4.0,2010-11-01,4.2,16.4,No,22.2,8.0,E,67.0,21.9,0.0
27.4,6.0,54.0,12.8,35.0,1.0,No,1011.9,1015.5,Brisbane,WSW,WSW,9.0,2010-11-02,3.2,18.1,No,27.3,3.0,W,30.0,22.6,0.2
26.0,7.0,50.0,10.7,31.0,3.0,Yes,1015.3,1018.1,Brisbane,ESE,E,15.0,2010-11-03,9.2,14.9,No,24.4,3.0,SSE,55.0,23.1,0.0
22.6,4.0,89.0,0.0,28.0,8.0,Yes,1015.3,1018.1,Brisbane,E,N,2.0,2010-11-04,5.2,19.1,Yes,20.2,8.0,WNW,79.0,19.4,6.2
23.5,7.0,68.0,1.1,30.0,7.0,Yes,1013.1,1016.0,Brisbane,E,ESE,4.0,2010-11-05,1.2,17.3,Yes,22.7,7.0,ESE,65.0,21.5,19.6
27.4,6.0,57.0,12.2,31.0,2.0,No,1014.2,1016.8,Brisbane,SE,S,11.0,2010-11-06,3.0,16.6,Yes,26.9,1.0,S,41.0,23.3,2.6
26.4,11.0,63.0,10.9,30.0,4.0,No,1017.9,1019.6,Brisbane,E,E,15.0,2010-11-07,5.2,18.2,No,25.5,7.0,SE,53.0,23.4,0.0
26.2,11.0,63.0,2.8,24.0,7.0,No,1020.3,1021.9,Brisbane,E,ENE,13.0,2010-11-08,7.0,19.0,No,24.3,8.0,ENE,61.0,24.2,0.0
26.1,9.0,67.0,3.5,30.0,7.0,No,1023.3,1024.8,Brisbane,E,ENE,13.0,2010-11-09,4.8,20.4,No,24.6,7.0,ENE,62.0,24.1,0.6
26.4,11.0,55.0,8.8,26.0,7.0,No,1020.3,1023.7,Brisbane,N,ENE,11.0,2010-11-10,5.6,16.7,No,24.8,4.0,ENE,57.0,25.0,0.8
28.0,2.0,55.0,12.2,26.0,5.0,No,1014.5,1018.0,Brisbane,NE,NE,11.0,2010-11-11,5.4,16.9,No,25.5,4.0,NE,65.0,25.1,0.0
28.0,7.0,71.0,11.0,28.0,4.0,No,1015.0,1016.9,Brisbane,NE,NNE,11.0,2010-11-12,6.6,19.0,No,25.7,5.0,NNE,55.0,24.6,0.0
27.1,15.0,58.0,12.5,30.0,3.0,No,1019.0,1020.6,Brisbane,ENE,NE,11.0,2010-11-13,7.8,21.7,No,26.1,4.0,ENE,56.0,25.7,0.0
27.9,6.0,64.0,7.5,28.0,3.0,No,1017.8,1020.7,Brisbane,ENE,ENE,13.0,2010-11-14,6.0,21.2,No,26.2,7.0,N,57.0,25.4,0.0
28.2,9.0,53.0,12.4,28.0,4.0,No,1013.2,1016.9,Brisbane,NE,NE,11.0,2010-11-15,5.6,17.7,No,26.3,6.0,NE,49.0,25.9,0.2
27.8,6.0,57.0,8.4,31.0,5.0,No,1010.3,1013.6,Brisbane,ENE,NNE,9.0,2010-11-16,8.4,21.3,No,26.6,7.0,N,59.0,26.1,0.0
29.5,7.0,52.0,9.3,24.0,4.0,Yes,1010.3,1013.6,Brisbane,ENE,NE,9.0,2010-11-17,8.0,20.8,No,28.3,7.0,NW,50.0,25.9,0.0
25.2,2.0,72.0,3.0,17.0,8.0,Yes,1012.0,1013.7,Brisbane,SSE,SE,7.0,2010-11-18,8.0,20.6,Yes,22.7,8.0,SSW,83.0,25.1,5.2
27.5,6.0,79.0,1.7,33.0,7.0,No,1015.0,1015.8,Brisbane,SSE,ESE,11.0,2010-11-19,2.4,18.3,Yes,25.6,8.0,WSW,65.0,22.5,9.4
25.5,13.0,56.0,0.6,41.0,7.0,No,1020.5,1021.7,Brisbane,ESE,SE,11.0,2010-11-20,5.4,20.0,No,23.0,7.0,SE,66.0,24.2,0.2
25.1,4.0,70.0,1.7,33.0,8.0,Yes,1020.2,1021.5,Brisbane,E,ESE,11.0,2010-11-21,5.0,18.2,No,24.9,8.0,S,49.0,23.7,1.0
26.6,6.0,74.0,10.4,37.0,4.0,No,1019.8,1021.4,Brisbane,ESE,ESE,15.0,2010-11-22,5.8,17.7,Yes,25.8,5.0,SSE,47.0,23.0,4.4
26.6,22.0,44.0,10.4,41.0,6.0,No,1022.0,1023.4,Brisbane,E,E,17.0,2010-11-23,9.4,16.6,No,25.4,6.0,E,47.0,25.0,0.2
26.4,15.0,65.0,5.0,37.0,6.0,No,1021.5,1023.6,Brisbane,E,ESE,13.0,2010-11-24,7.4,18.5,No,25.6,7.0,SE,47.0,22.4,1.0
26.1,9.0,53.0,5.3,37.0,7.0,No,1019.7,1021.4,Brisbane,E,E,11.0,2010-11-25,7.0,17.3,No,23.8,6.0,ESE,57.0,24.0,0.0
27.4,6.0,68.0,7.1,33.0,7.0,Yes,1016.4,1019.1,Brisbane,E,ENE,15.0,2010-11-26,5.2,19.1,No,25.7,7.0,E,50.0,22.8,0.2
26.7,17.0,54.0,10.2,33.0,2.0,No,1015.0,1017.8,Brisbane,E,ENE,13.0,2010-11-27,7.0,17.2,Yes,25.6,4.0,ENE,50.0,25.3,1.8
26.3,7.0,58.0,3.2,24.0,7.0,No,1012.2,1015.3,Brisbane,ENE,ENE,11.0,2010-11-28,8.8,18.9,No,25.1,7.0,ENE,50.0,24.1,0.0
28.0,4.0,61.0,11.0,28.0,2.0,Yes,1010.3,1012.7,Brisbane,ENE,NE,11.0,2010-11-29,6.6,17.6,No,27.0,6.0,ENE,51.0,24.8,0.0
27.3,9.0,60.0,8.1,31.0,7.0,Yes,1010.5,1012.8,Brisbane,E,ENE,13.0,2010-11-30,6.8,19.4,Yes,26.8,7.0,NE,56.0,25.2,4.2
25.5,15.0,71.0,0.5,35.0,8.0,Yes,1012.6,1013.8,Brisbane,ENE,ENE,6.0,2010-12-01,6.6,21.5,Yes,21.7,8.0,ENE,91.0,24.6,3.8
26.9,2.0,84.0,0.5,28.0,7.0,Yes,1015.2,1016.8,Brisbane,NE,ENE,13.0,2010-12-02,6.4,19.5,Yes,24.3,8.0,NNE,72.0,23.1,58.6
24.9,4.0,77.0,0.0,30.0,8.0,No,1013.3,1017.0,Brisbane,ENE,NE,11.0,2010-12-03,4.4,20.2,Yes,23.7,8.0,SE,70.0,22.8,1.2
24.3,15.0,71.0,0.1,33.0,8.0,Yes,1008.9,1011.3,Brisbane,ENE,ENE,11.0,2010-12-04,3.2,21.3,No,22.2,8.0,ENE,82.0,24.1,0.2
26.1,4.0,94.0,1.2,28.0,7.0,No,1008.1,1010.4,Brisbane,E,ENE,13.0,2010-12-05,4.2,19.6,Yes,24.9,8.0,SE,72.0,21.0,50.6
26.4,7.0,71.0,2.1,30.0,7.0,Yes,1009.2,1010.9,Brisbane,ESE,ESE,7.0,2010-12-06,0.8,20.3,No,25.0,7.0,SE,82.0,25.8,0.8
28.3,9.0,75.0,8.7,37.0,5.0,Yes,1012.1,1013.7,Brisbane,E,E,9.0,2010-12-07,3.2,20.9,Yes,24.8,7.0,SSE,84.0,25.8,8.4
27.9,9.0,69.0,10.9,26.0,7.0,No,1015.2,1016.8,Brisbane,E,ENE,13.0,2010-12-08,6.4,21.1,Yes,26.9,5.0,ENE,66.0,25.9,5.4
28.9,9.0,65.0,11.4,24.0,1.0,No,1014.2,1016.9,Brisbane,NE,NE,11.0,2010-12-09,6.2,21.6,No,27.8,3.0,ENE,62.0,26.9,0.0
30.4,7.0,59.0,12.0,31.0,4.0,No,1008.1,1013.0,Brisbane,NE,NE,15.0,2010-12-10,8.0,21.7,No,28.4,4.0,NNW,65.0,27.3,0.0
30.7,7.0,65.0,3.7,48.0,7.0,Yes,1004.9,1007.9,Brisbane,W,SSW,6.0,2010-12-11,7.2,24.1,No,25.4,6.0,N,89.0,28.3,0.0
27.2,2.0,81.0,0.0,15.0,8.0,Yes,1006.9,1008.8,Brisbane,W,NE,6.0,2010-12-12,12.4,20.4,Yes,23.7,8.0,NW,86.0,23.9,80.4
30.2,2.0,67.0,9.2,30.0,1.0,No,1008.8,1010.8,Brisbane,ENE,E,13.0,2010-12-13,2.0,22.0,Yes,28.7,7.0,SSW,62.0,27.2,1.6
29.1,7.0,64.0,9.1,33.0,3.0,No,1009.1,1011.8,Brisbane,ESE,ESE,13.0,2010-12-14,5.8,20.8,No,29.0,6.0,SSE,60.0,26.5,0.0
32.1,4.0,62.0,12.4,24.0,2.0,No,1006.8,1011.2,Brisbane,NE,ENE,11.0,2010-12-15,5.8,20.5,No,29.2,1.0,SW,55.0,27.0,0.2
31.3,2.0,67.0,,52.0,7.0,Yes,1005.7,1008.1,Brisbane,S,NNW,2.0,2010-12-16,7.0,19.9,No,20.4,7.0,WNW,90.0,27.3,0.6
30.6,4.0,64.0,,35.0,7.0,No,1002.9,1005.8,Brisbane,NNW,NNE,6.0,2010-12-17,10.6,19.2,Yes,29.2,6.0,SE,60.0,28.0,47.6
30.4,7.0,47.0,,30.0,7.0,Yes,1004.8,1006.6,Brisbane,WSW,WSW,11.0,2010-12-18,4.6,21.4,No,27.3,7.0,W,52.0,27.0,0.0
24.2,4.0,72.0,0.0,22.0,8.0,Yes,1005.2,1006.7,Brisbane,WSW,S,6.0,2010-12-19,5.2,21.3,Yes,19.0,7.0,SW,90.0,22.6,9.8
28.1,17.0,64.0,12.3,48.0,1.0,No,1003.6,1002.6,Brisbane,W,W,24.0,2010-12-20,3.8,17.3,Yes,27.2,7.0,W,31.0,24.1,57.4
27.7,6.0,37.0,,35.0,5.0,No,1009.9,1011.6,Brisbane,ESE,E,9.0,2010-12-21,8.6,14.7,No,25.8,1.0,S,52.0,25.1,0.0
23.1,7.0,75.0,0.0,24.0,8.0,Yes,1015.5,1016.6,Brisbane,SE,SW,4.0,2010-12-22,8.0,17.8,No,20.6,7.0,SE,88.0,22.1,0.0
29.1,6.0,87.0,2.9,24.0,7.0,No,1014.8,1016.9,Brisbane,ESE,E,9.0,2010-12-23,0.6,19.2,Yes,28.0,8.0,SW,65.0,21.8,12.8
27.7,15.0,71.0,0.2,41.0,8.0,Yes,1015.3,1016.9,Brisbane,SSE,ESE,11.0,2010-12-24,3.2,21.8,No,25.2,7.0,SE,81.0,26.8,0.2
26.2,2.0,90.0,0.2,15.0,8.0,Yes,1011.9,1014.8,Brisbane,SSE,SSE,6.0,2010-12-25,6.6,21.9,Yes,24.9,8.0,S,85.0,24.8,36.2
24.2,0.0,88.0,0.0,19.0,8.0,Yes,1005.1,1009.9,Brisbane,WSW,E,7.0,2010-12-26,1.0,21.8,Yes,22.2,8.0,,92.0,23.3,8.8
26.6,2.0,94.0,0.0,33.0,8.0,Yes,1000.1,1002.3,Brisbane,W,SW,7.0,2010-12-27,0.6,21.6,Yes,21.4,8.0,N,92.0,24.2,60.2
25.1,17.0,73.0,0.0,46.0,8.0,No,1013.1,1012.7,Brisbane,SE,SE,9.0,2010-12-28,2.0,21.1,Yes,23.5,8.0,SE,70.0,23.6,34.0
27.5,17.0,58.0,0.0,33.0,7.0,No,1013.3,1015.8,Brisbane,SE,SE,11.0,2010-12-29,3.4,20.4,No,27.1,8.0,SE,56.0,24.5,1.0
30.4,7.0,58.0,11.4,30.0,3.0,No,1013.2,1015.5,Brisbane,E,E,15.0,2010-12-30,4.4,19.4,No,29.1,6.0,SSE,57.0,26.7,0.0
29.5,9.0,58.0,12.6,35.0,1.0,No,1013.3,1015.3,Brisbane,ESE,E,17.0,2010-12-31,6.8,20.4,No,28.3,4.0,ESE,52.0,26.9,0.0
28.4,7.0,89.0,0.0,30.0,8.0,Yes,1012.9,1014.4,Brisbane,ESE,SE,6.0,2011-01-01,6.6,21.7,No,24.1,8.0,SSE,90.0,23.0,0.4
29.6,7.0,68.0,11.2,26.0,3.0,No,1010.7,1013.9,Brisbane,E,NE,11.0,2011-01-02,2.2,22.7,Yes,28.4,4.0,NE,63.0,27.4,3.0
32.1,4.0,67.0,6.9,24.0,5.0,No,1006.3,1009.7,Brisbane,E,ESE,6.0,2011-01-03,6.2,22.9,No,28.6,5.0,SW,58.0,27.8,0.0
30.7,7.0,60.0,7.8,28.0,7.0,No,1006.0,1007.8,Brisbane,ESE,E,13.0,2011-01-04,5.4,22.2,No,28.7,6.0,S,64.0,28.5,0.0
29.3,6.0,65.0,0.0,26.0,6.0,Yes,1004.4,1008.1,Brisbane,W,NE,9.0,2011-01-05,5.2,21.7,No,27.4,6.0,E,64.0,26.8,0.0
24.8,7.0,82.0,0.0,22.0,8.0,Yes,1004.8,1005.4,Brisbane,WSW,S,4.0,2011-01-06,4.6,20.5,Yes,19.9,8.0,ESE,91.0,23.9,41.8
26.8,4.0,95.0,0.8,37.0,7.0,Yes,1006.6,1007.7,Brisbane,ESE,ESE,17.0,2011-01-07,,19.3,Yes,26.2,8.0,ESE,65.0,21.1,35.6
27.3,15.0,65.0,2.1,37.0,8.0,Yes,1005.1,1008.1,Brisbane,SE,SSE,15.0,2011-01-08,2.0,21.1,Yes,25.9,7.0,SSE,73.0,26.7,11.6
27.8,9.0,86.0,,39.0,8.0,Yes,1005.7,1006.8,Brisbane,E,ESE,13.0,2011-01-09,2.4,22.0,Yes,24.0,8.0,SE,90.0,25.2,12.2
27.1,13.0,94.0,,41.0,8.0,Yes,1005.1,1006.9,Brisbane,E,E,19.0,2011-01-10,1.4,22.5,Yes,25.9,8.0,E,85.0,24.2,110.8
28.6,15.0,88.0,0.0,33.0,8.0,Yes,1007.4,1007.7,Brisbane,E,E,15.0,2011-01-11,2.0,23.8,Yes,24.1,8.0,E,94.0,25.0,15.4
29.6,13.0,70.0,,33.0,5.0,No,1009.6,1010.6,Brisbane,E,ENE,17.0,2011-01-12,2.4,21.9,Yes,28.2,4.0,E,70.0,27.7,40.0
28.4,13.0,58.0,6.9,31.0,5.0,No,1010.8,1013.1,Brisbane,ENE,ESE,13.0,2011-01-13,7.8,22.1,No,27.1,3.0,ESE,57.0,27.2,0.4
28.9,11.0,60.0,11.8,31.0,5.0,No,1009.0,1011.5,Brisbane,E,E,13.0,2011-01-14,8.2,19.4,No,27.1,7.0,ESE,59.0,26.1,0.0
28.8,4.0,77.0,9.2,26.0,5.0,No,1006.6,1009.3,Brisbane,E,E,7.0,2011-01-15,7.2,20.2,No,28.0,7.0,SW,52.0,24.0,0.4
29.7,11.0,57.0,,30.0,5.0,No,1004.7,1007.2,Brisbane,E,E,13.0,2011-01-16,6.2,19.5,No,28.1,3.0,SSE,56.0,27.0,0.0
33.5,7.0,59.0,,20.0,2.0,No,1000.7,1005.4,Brisbane,ENE,WSW,9.0,2011-01-17,7.0,19.5,No,33.2,1.0,WSW,48.0,26.5,0.0
34.9,6.0,57.0,10.1,30.0,3.0,Yes,1003.5,1003.8,Brisbane,ENE,E,11.0,2011-01-18,7.2,23.2,No,31.2,1.0,SW,53.0,31.6,0.0
31.2,7.0,70.0,10.3,33.0,7.0,Yes,1005.7,1007.4,Brisbane,SW,ENE,13.0,2011-01-19,4.6,23.4,Yes,28.7,6.0,E,71.0,29.4,3.4
29.8,4.0,67.0,8.6,33.0,7.0,Yes,1008.6,1008.8,Brisbane,SE,ESE,11.0,2011-01-20,4.2,20.6,Yes,26.5,6.0,S,70.0,28.0,36.2
28.5,11.0,77.0,8.0,43.0,5.0,No,1010.7,1012.2,Brisbane,ESE,SE,15.0,2011-01-21,6.0,20.7,Yes,27.9,7.0,SE,51.0,23.8,4.4
29.4,9.0,54.0,12.5,39.0,4.0,No,1011.7,1012.9,Brisbane,SSE,ESE,20.0,2011-01-22,6.4,18.9,No,27.8,3.0,S,48.0,26.7,0.0
29.8,9.0,49.0,11.6,37.0,2.0,No,1008.4,1010.9,Brisbane,ESE,SE,11.0,2011-01-23,9.8,18.8,No,28.7,3.0,SSE,43.0,26.6,0.0
29.4,2.0,52.0,12.5,20.0,1.0,No,1007.3,1010.2,Brisbane,NE,ENE,7.0,2011-01-24,8.4,19.1,No,28.9,1.0,NNE,47.0,26.1,0.0
30.4,4.0,58.0,12.8,24.0,1.0,No,1009.9,1011.4,Brisbane,NNE,NE,11.0,2011-01-25,5.8,20.2,No,28.9,1.0,N,56.0,28.2,0.0
30.5,2.0,57.0,12.8,28.0,1.0,No,1013.7,1015.3,Brisbane,ENE,ENE,11.0,2011-01-26,7.4,21.5,No,28.9,3.0,ESE,59.0,27.3,0.0
31.0,4.0,61.0,12.6,22.0,1.0,No,1012.5,1015.5,Brisbane,E,NE,9.0,2011-01-27,7.0,20.6,No,29.9,3.0,SE,56.0,27.2,0.0
31.4,6.0,65.0,9.6,31.0,3.0,No,1013.1,1013.5,Brisbane,SE,ESE,15.0,2011-01-28,8.2,21.9,No,30.1,5.0,SSE,54.0,27.8,0.0
29.7,15.0,58.0,10.4,46.0,2.0,No,1016.1,1018.0,Brisbane,E,SE,17.0,2011-01-29,8.0,23.1,No,29.1,5.0,SE,44.0,25.5,0.2
30.0,11.0,63.0,4.1,31.0,7.0,No,1017.6,1019.6,Brisbane,ESE,E,15.0,2011-01-30,8.0,20.8,No,27.4,7.0,ESE,62.0,27.0,0.0
31.1,9.0,61.0,12.4,24.0,3.0,Yes,1015.3,1018.3,Brisbane,ENE,NE,9.0,2011-01-31,5.8,21.1,No,30.0,3.0,ENE,55.0,27.6,0.0
30.7,9.0,81.0,6.8,26.0,7.0,Yes,1014.8,1017.5,Brisbane,ENE,ENE,11.0,2011-02-01,7.6,23.2,Yes,29.7,5.0,ENE,67.0,27.1,3.6
31.8,0.0,83.0,11.7,24.0,3.0,Yes,1016.1,1017.5,Brisbane,ENE,ENE,11.0,2011-02-02,4.8,25.0,Yes,30.1,3.0,,64.0,28.3,3.8
