Location,Rainfall,Temp.3.pm.F,Wind.Dir.9.am,Wind.Speed.3.pm,Wind.Gust.Dir,Pressure.3.pm,Humidity.9.am,Rain.Today,Wind.Dir.3.pm,Max.Temp.F,Humidity.3.pm,Min.Temp.F,Pressure.9.am,Date,Temp.9.am.F,Wind.Speed.9.am,Wind.Gust.Speed,Rain.Tomorrow
GoldCoast,18.8,70.88,W,35.0,WNW,1005.9,46.0,Yes,WNW,71.78,29.0,58.82,1007.3,2010-10-16,64.75999999999999,13.0,67.0,No
GoldCoast,0.0,66.56,NE,31.0,NE,1013.5,45.0,No,NE,70.7,54.0,49.1,1015.8,2010-10-17,63.86,15.0,37.0,No
GoldCoast,0.0,71.42,ESE,17.0,ENE,1017.9,52.0,No,ENE,74.12,52.0,53.6,1020.4,2010-10-18,68.72,9.0,22.0,No
GoldCoast,0.0,70.88,NW,,SSE,1020.5,48.0,No,,76.1,74.0,55.58,1021.7,2010-10-19,72.32,7.0,46.0,Yes
GoldCoast,3.4,71.6,E,28.0,SE,1024.7,81.0,Yes,SE,73.04,63.0,62.059999999999995,1026.7,2010-10-20,68.36,31.0,50.0,No
GoldCoast,0.0,69.44,SSE,15.0,SE,1022.4,56.0,No,E,72.86,56.0,62.42,1025.8,2010-10-21,72.14,17.0,33.0,No
GoldCoast,0.0,73.58,SSE,15.0,ESE,1019.3,54.0,No,E,76.64,53.0,57.02,1023.2,2010-10-22,72.14,13.0,20.0,No
GoldCoast,0.0,75.56,ENE,28.0,NE,1016.3,62.0,No,NE,77.0,59.0,59.540000000000006,1020.2,2010-10-23,74.84,11.0,31.0,No
GoldCoast,0.0,76.1,N,31.0,NNE,1014.3,60.0,No,NNE,78.98,66.0,61.88,1018.0,2010-10-24,75.56,17.0,39.0,Yes
GoldCoast,27.0,74.3,SSE,19.0,SSE,1015.1,91.0,Yes,ENE,75.74000000000001,71.0,63.5,1017.9,2010-10-25,69.62,9.0,30.0,No
GoldCoast,0.0,72.5,SE,15.0,SSE,1016.0,74.0,No,ESE,76.1,76.0,64.22,1019.2,2010-10-26,71.6,13.0,30.0,No
GoldCoast,0.0,74.3,E,19.0,E,1014.0,73.0,No,E,78.98,69.0,65.66,1017.0,2010-10-27,74.12,13.0,26.0,No
GoldCoast,0.0,71.78,SSE,26.0,SE,1015.8,71.0,No,SE,77.72,75.0,63.68,1017.4,2010-10-28,75.02,13.0,41.0,No
GoldCoast,0.2,75.92,SSE,17.0,E,1017.1,68.0,No,E,77.72,58.0,63.5,1018.9,2010-10-29,74.66,17.0,26.0,No
GoldCoast,0.0,77.54,SE,20.0,NE,1016.3,59.0,No,NE,79.52,58.0,62.78,1019.2,2010-10-30,75.02,9.0,26.0,No
GoldCoast,0.0,74.66,NE,17.0,NE,1014.6,62.0,No,NE,77.54,57.0,62.959999999999994,1017.3,2010-10-31,72.5,9.0,20.0,No
GoldCoast,0.0,71.24000000000001,E,24.0,N,1012.7,67.0,No,N,76.82,65.0,62.959999999999994,1015.6,2010-11-01,71.6,6.0,28.0,No
GoldCoast,0.0,82.04,WNW,26.0,WNW,1011.1,42.0,No,W,83.66,27.0,65.12,1014.4,2010-11-02,75.74000000000001,9.0,41.0,No
GoldCoast,0.0,75.92,SSE,19.0,SSE,1016.2,52.0,No,E,77.36,52.0,60.26,1018.4,2010-11-03,74.84,28.0,37.0,Yes
GoldCoast,2.6,69.08,ENE,13.0,E,1015.1,70.0,Yes,N,72.86,80.0,67.46,1018.1,2010-11-04,72.32,20.0,41.0,Yes
GoldCoast,8.2,72.14,SSE,31.0,ESE,1013.6,75.0,Yes,SSE,76.1,73.0,62.42,1016.1,2010-11-05,72.14,30.0,48.0,No
GoldCoast,0.0,78.08,ENE,17.0,S,1014.1,61.0,No,S,79.52,45.0,60.08,1016.5,2010-11-06,73.75999999999999,13.0,61.0,No
GoldCoast,0.8,75.56,SSE,19.0,S,1018.8,68.0,No,ESE,78.25999999999999,66.0,62.959999999999994,1020.0,2010-11-07,73.94,20.0,48.0,Yes
GoldCoast,2.2,76.28,NE,17.0,ENE,1020.7,71.0,Yes,NE,79.88,63.0,69.44,1022.3,2010-11-08,74.66,19.0,31.0,Yes
GoldCoast,3.2,76.28,ENE,20.0,ENE,1023.6,79.0,Yes,ENE,78.08,67.0,68.18,1025.3,2010-11-09,73.4,19.0,39.0,Yes
GoldCoast,1.2,76.1,SE,17.0,ENE,1020.6,62.0,Yes,ENE,79.34,61.0,67.64,1024.1,2010-11-10,76.46,9.0,33.0,No
GoldCoast,0.2,76.1,NNE,33.0,NNE,1014.5,60.0,No,NNE,80.06,70.0,63.14,1018.1,2010-11-11,77.54,9.0,39.0,No
GoldCoast,0.6,75.56,N,28.0,NNE,1015.4,72.0,No,NNE,80.42,74.0,68.36,1017.1,2010-11-12,75.2,22.0,39.0,No
GoldCoast,0.0,77.54,NE,19.0,NE,1019.4,60.0,No,NE,80.24000000000001,63.0,69.98,1021.1,2010-11-13,77.18,19.0,26.0,No
GoldCoast,0.0,77.0,NE,24.0,NE,1018.1,66.0,No,NE,81.68,70.0,68.0,1020.9,2010-11-14,79.16,13.0,30.0,No
GoldCoast,0.0,79.34,NE,28.0,NNE,1013.5,57.0,No,NNE,83.12,64.0,64.58,1017.0,2010-11-15,78.25999999999999,13.0,35.0,No
GoldCoast,0.0,79.52,NE,33.0,NNE,1010.3,68.0,No,NNE,82.75999999999999,61.0,70.7,1013.6,2010-11-16,77.72,19.0,37.0,No
GoldCoast,0.0,78.8,NNW,22.0,SSE,1010.6,49.0,No,NE,83.48,66.0,67.82,1013.2,2010-11-17,80.6,20.0,41.0,No
GoldCoast,0.4,70.7,SE,20.0,SSE,1012.3,80.0,No,SSE,73.94,99.0,67.1,1013.9,2010-11-18,73.04,19.0,31.0,Yes
GoldCoast,12.0,72.32,SSE,35.0,SSE,1015.8,94.0,Yes,SSE,76.46,85.0,66.02,1015.8,2010-11-19,69.62,30.0,61.0,Yes
GoldCoast,2.0,71.78,SSE,37.0,SSE,1021.0,63.0,Yes,SSE,79.52,84.0,65.84,1022.1,2010-11-20,75.2,43.0,61.0,No
GoldCoast,1.0,72.86,SSE,33.0,SSE,1020.3,65.0,No,SSE,75.92,58.0,66.38,1021.9,2010-11-21,73.22,33.0,48.0,Yes
GoldCoast,3.6,73.04,SE,43.0,ESE,1020.8,81.0,Yes,ESE,76.64,64.0,65.66,1021.9,2010-11-22,72.5,35.0,59.0,Yes
GoldCoast,1.4,76.46,ESE,28.0,ESE,1022.6,64.0,Yes,SE,78.08,56.0,68.36,1024.2,2010-11-23,73.58,41.0,57.0,Yes
GoldCoast,4.4,73.22,ENE,30.0,ESE,1022.0,93.0,Yes,ESE,76.28,66.0,65.3,1024.5,2010-11-24,67.1,11.0,56.0,Yes
GoldCoast,1.2,77.36,E,26.0,ESE,1020.0,58.0,Yes,E,80.24000000000001,54.0,65.12,1021.9,2010-11-25,74.84,31.0,57.0,No
GoldCoast,0.0,78.98,E,19.0,E,1017.0,53.0,No,E,82.22,57.0,65.3,1019.2,2010-11-26,78.08,19.0,35.0,No
GoldCoast,0.0,78.62,E,22.0,E,1015.5,49.0,No,ENE,81.14,53.0,71.6,1018.2,2010-11-27,78.8,22.0,37.0,No
GoldCoast,0.6,74.84,NE,19.0,NE,1012.4,57.0,No,NE,80.42,56.0,67.82,1015.7,2010-11-28,75.74000000000001,22.0,41.0,No
GoldCoast,0.2,79.88,ESE,19.0,NE,1010.8,61.0,No,E,82.58,61.0,63.68,1012.8,2010-11-29,78.44,13.0,33.0,No
GoldCoast,0.6,79.34,ENE,17.0,NE,1011.2,62.0,No,ENE,82.4,62.0,70.16,1013.1,2010-11-30,78.62,19.0,48.0,Yes
GoldCoast,1.4,76.46,ENE,26.0,NE,1012.6,76.0,Yes,ENE,80.78,75.0,71.24000000000001,1014.3,2010-12-01,75.74000000000001,28.0,48.0,Yes
GoldCoast,5.4,76.1,ENE,22.0,ENE,1015.4,77.0,Yes,ENE,79.52,79.0,69.8,1017.3,2010-12-02,77.0,13.0,39.0,Yes
GoldCoast,4.4,72.14,ENE,20.0,E,1013.9,80.0,Yes,E,74.12,81.0,69.62,1017.2,2010-12-03,72.14,15.0,50.0,Yes
GoldCoast,6.2,73.4,ENE,37.0,NE,1008.9,81.0,Yes,ENE,73.58,81.0,69.62,1012.0,2010-12-04,73.04,28.0,54.0,Yes
GoldCoast,23.8,74.48,ENE,24.0,E,1008.7,98.0,Yes,E,78.8,83.0,67.82,1010.6,2010-12-05,71.06,15.0,41.0,Yes
GoldCoast,22.8,72.14,SE,31.0,E,1010.1,92.0,Yes,SE,76.28,92.0,68.9,1011.6,2010-12-06,72.5,33.0,46.0,Yes
GoldCoast,48.6,72.68,SSE,35.0,SE,1012.9,93.0,Yes,SE,79.7,93.0,69.62,1014.1,2010-12-07,74.48,20.0,41.0,Yes
GoldCoast,2.4,79.52,ENE,17.0,ENE,1015.8,78.0,Yes,E,82.94,70.0,72.14,1017.1,2010-12-08,78.62,19.0,33.0,No
GoldCoast,0.0,81.5,NE,24.0,NNE,1014.6,69.0,No,NNE,83.12,68.0,71.78,1017.2,2010-12-09,79.34,17.0,33.0,No
GoldCoast,0.0,80.96,NNW,35.0,NNE,1007.8,57.0,No,NNE,86.9,73.0,70.88,1012.7,2010-12-10,82.4,22.0,44.0,No
GoldCoast,0.0,73.22,NNW,9.0,NNW,1005.4,65.0,No,ENE,85.46000000000001,99.0,75.38,1007.6,2010-12-11,84.38000000000001,20.0,37.0,Yes
GoldCoast,45.8,74.3,NW,28.0,NNE,1007.0,83.0,Yes,NNE,80.24000000000001,87.0,69.08,1008.6,2010-12-12,73.4,13.0,31.0,No
GoldCoast,0.4,78.8,SE,24.0,ESE,1009.7,72.0,No,ESE,82.94,76.0,71.24000000000001,1010.9,2010-12-13,78.62,9.0,37.0,No
GoldCoast,0.6,76.82,S,26.0,SSE,1009.9,66.0,No,SSE,84.38000000000001,84.0,69.98,1011.7,2010-12-14,79.88,30.0,46.0,No
GoldCoast,0.8,79.7,ESE,17.0,E,1007.5,62.0,No,E,83.48,65.0,68.0,1011.1,2010-12-15,79.7,11.0,28.0,No
GoldCoast,0.0,74.48,NW,22.0,SE,1006.8,64.0,No,SE,88.34,87.0,71.06,1007.7,2010-12-16,82.4,20.0,52.0,Yes
GoldCoast,2.0,79.7,SE,30.0,NNE,1002.7,71.0,Yes,N,85.82,77.0,71.78,1006.5,2010-12-17,80.78,17.0,61.0,Yes
GoldCoast,1.4,73.58,SE,13.0,NW,1005.2,67.0,Yes,NW,82.94,78.0,71.6,1006.2,2010-12-18,79.34,9.0,31.0,Yes
GoldCoast,2.2,65.84,SW,24.0,SSE,1005.4,76.0,Yes,SSE,74.12,91.0,69.8,1006.7,2010-12-19,71.42,9.0,37.0,Yes
GoldCoast,53.0,84.91999999999999,NW,43.0,W,1002.4,69.0,Yes,W,86.0,25.0,64.22,1001.6,2010-12-20,73.75999999999999,20.0,56.0,No
GoldCoast,0.0,79.7,SSE,19.0,SSE,1010.4,38.0,No,ESE,80.96,54.0,59.18,1011.7,2010-12-21,78.98,28.0,33.0,No
GoldCoast,0.0,68.72,SSE,28.0,SSE,1015.2,70.0,No,S,77.0,89.0,65.12,1016.7,2010-12-22,73.58,26.0,54.0,Yes
GoldCoast,18.6,77.72,SSE,24.0,SE,1015.5,82.0,Yes,SSE,79.7,78.0,66.74000000000001,1016.7,2010-12-23,77.0,24.0,43.0,Yes
GoldCoast,4.2,74.66,SSE,43.0,SSE,1015.7,81.0,Yes,SSE,78.08,93.0,72.86,1017.1,2010-12-24,77.9,44.0,63.0,Yes
GoldCoast,71.0,76.1,S,20.0,SE,1012.3,100.0,Yes,SE,76.64,92.0,71.96,1015.3,2010-12-25,73.58,17.0,41.0,Yes
GoldCoast,17.4,70.88,WNW,17.0,NE,1005.8,99.0,Yes,NE,75.2,99.0,70.7,1010.0,2010-12-26,72.86,6.0,52.0,Yes
GoldCoast,112.2,70.7,NNW,46.0,S,1000.2,100.0,Yes,SSE,78.08,100.0,70.52,1002.2,2010-12-27,74.12,13.0,65.0,Yes
GoldCoast,45.4,74.66,SE,54.0,SSE,1013.3,80.0,Yes,SE,78.08,73.0,70.16,1012.9,2010-12-28,73.4,56.0,78.0,No
GoldCoast,0.4,76.1,SSE,44.0,SSE,1013.8,62.0,No,SE,82.94,75.0,70.88,1015.9,2010-12-29,77.18,44.0,61.0,No
GoldCoast,0.0,80.6,SSE,41.0,SE,1014.0,58.0,No,SSE,84.74,71.0,69.98,1015.3,2010-12-30,81.14,24.0,52.0,No
GoldCoast,0.0,81.32,SSE,39.0,SSE,1014.1,61.0,No,SSE,83.12,63.0,70.34,1015.2,2010-12-31,79.34,26.0,54.0,No
GoldCoast,0.4,73.4,SSE,30.0,SSE,1013.3,89.0,No,S,82.4,99.0,71.24000000000001,1014.9,2011-01-01,74.48,37.0,52.0,Yes
GoldCoast,10.8,82.4,NE,15.0,NE,1011.4,72.0,Yes,ENE,85.1,68.0,73.04,1014.3,2011-01-02,81.68,13.0,26.0,No
GoldCoast,0.6,82.22,SE,33.0,SE,1006.6,76.0,No,SE,84.38000000000001,69.0,73.04,1009.9,2011-01-03,81.14,15.0,50.0,No
GoldCoast,0.0,79.34,SSE,48.0,SE,1006.1,61.0,No,SE,86.36,76.0,71.42,1007.6,2011-01-04,83.48,31.0,61.0,No
GoldCoast,0.4,81.14,SSE,17.0,SSE,1004.7,67.0,No,NE,83.3,64.0,71.42,1008.4,2011-01-05,79.52,11.0,39.0,Yes
GoldCoast,29.6,69.25999999999999,SE,2.0,N,1004.5,94.0,Yes,NNW,77.9,91.0,68.54,1006.1,2011-01-06,72.86,13.0,61.0,Yes
GoldCoast,37.0,77.9,N,,N,1007.8,89.0,Yes,,80.24000000000001,69.0,66.56,1007.7,2011-01-07,74.84,31.0,56.0,No
GoldCoast,0.8,78.8,,,,1005.3,88.0,No,,81.86,77.0,72.68,1008.4,2011-01-08,73.58,,,Yes
GoldCoast,1.2,77.9,,,,1006.7,82.0,Yes,,79.88,84.0,73.4,1007.7,2011-01-09,79.52,,,Yes
GoldCoast,22.0,77.0,,,E,1006.1,93.0,Yes,,79.52,99.0,74.3,1007.6,2011-01-10,77.36,,56.0,Yes
GoldCoast,14.6,76.64,E,31.0,E,1008.6,90.0,Yes,E,81.86,97.0,75.74000000000001,1009.4,2011-01-11,77.18,37.0,54.0,Yes
GoldCoast,6.2,82.58,E,31.0,E,1010.3,76.0,Yes,ENE,84.74,71.0,74.84,1011.2,2011-01-12,81.5,20.0,39.0,No
GoldCoast,0.0,81.14,SE,28.0,ESE,1011.6,66.0,No,SE,82.75999999999999,64.0,74.84,1013.5,2011-01-13,78.62,30.0,52.0,Yes
GoldCoast,1.4,78.98,SE,26.0,ESE,1009.8,66.0,Yes,ESE,83.12,69.0,72.68,1011.8,2011-01-14,79.34,30.0,39.0,No
GoldCoast,0.8,82.4,ESE,24.0,S,1007.2,71.0,No,SE,83.3,56.0,70.52,1009.2,2011-01-15,77.54,26.0,37.0,No
GoldCoast,0.2,80.42,SSE,41.0,SE,1005.0,62.0,No,SE,84.38000000000001,66.0,68.54,1007.3,2011-01-16,80.96,31.0,54.0,No
GoldCoast,0.0,84.02,SSE,19.0,ENE,1001.8,54.0,No,NE,85.82,54.0,64.94,1004.9,2011-01-17,82.4,9.0,24.0,No
GoldCoast,0.0,81.86,SSE,20.0,SE,1005.1,72.0,No,SSE,86.72,78.0,73.58,1004.3,2011-01-18,82.94,17.0,37.0,No
GoldCoast,0.8,84.2,ESE,20.0,ENE,1006.4,75.0,No,ENE,87.08000000000001,71.0,75.92,1008.0,2011-01-19,82.4,17.0,30.0,Yes
GoldCoast,13.8,79.88,SSE,31.0,SSE,1009.4,75.0,Yes,SSE,82.22,68.0,70.7,1009.4,2011-01-20,79.88,28.0,56.0,Yes
GoldCoast,16.4,79.88,ESE,35.0,SE,1011.2,88.0,Yes,SE,81.68,66.0,69.44,1012.7,2011-01-21,70.52,43.0,59.0,Yes
GoldCoast,1.8,80.42,S,39.0,SE,1012.5,60.0,Yes,SE,83.12,56.0,68.72,1013.1,2011-01-22,79.7,33.0,54.0,No
GoldCoast,0.0,79.88,SSE,39.0,SE,1009.2,54.0,No,SE,83.12,63.0,67.1,1011.2,2011-01-23,79.7,33.0,56.0,No
GoldCoast,0.0,80.78,SSE,22.0,ENE,1007.5,54.0,No,NE,83.66,57.0,65.12,1010.2,2011-01-24,79.16,9.0,28.0,No
GoldCoast,0.0,81.14,N,35.0,NNE,1009.9,56.0,No,NNE,84.38000000000001,61.0,69.62,1011.2,2011-01-25,80.78,17.0,41.0,No
GoldCoast,0.0,84.02,NE,17.0,ENE,1014.2,59.0,No,ENE,85.46000000000001,58.0,71.06,1015.3,2011-01-26,82.4,9.0,24.0,No
GoldCoast,0.0,83.66,SSE,15.0,ENE,1013.0,61.0,No,ENE,85.46000000000001,60.0,70.88,1015.8,2011-01-27,80.96,11.0,22.0,No
GoldCoast,0.0,82.4,SSE,33.0,S,1013.5,64.0,No,SE,84.2,67.0,74.66,1013.9,2011-01-28,81.14,15.0,63.0,Yes
GoldCoast,2.2,81.5,SSE,39.0,S,1016.8,66.0,Yes,SSE,84.2,62.0,72.68,1018.0,2011-01-29,77.54,46.0,61.0,No
GoldCoast,0.0,81.5,SE,28.0,SE,1018.3,67.0,No,SE,83.48,65.0,73.04,1020.1,2011-01-30,79.7,31.0,43.0,No
GoldCoast,0.0,83.48,E,17.0,ENE,1015.8,67.0,No,ENE,86.18,63.0,73.22,1018.8,2011-01-31,80.24000000000001,13.0,26.0,No
GoldCoast,0.0,84.2,SSE,20.0,NNE,1015.0,82.0,No,NE,86.72,69.0,74.66,1017.8,2011-02-01,79.34,13.0,31.0,Yes
GoldCoast,1.4,86.0,NE,19.0,NNE,1016.6,81.0,Yes,NE,86.72,73.0,76.1,1017.7,2011-02-02,82.22,15.0,33.0,No
GoldCoast,0.0,84.56,NNE,28.0,NE,1015.6,74.0,No,NNE,87.44,70.0,75.92,1018.2,2011-02-03,82.75999999999999,13.0,31.0,No
GoldCoast,0.0,84.91999999999999,NNE,33.0,NNE,1014.8,73.0,No,NNE,87.08000000000001,68.0,76.46,1017.1,2011-02-04,82.94,15.0,39.0,No
GoldCoast,0.0,86.18,NNE,28.0,NNE,1015.0,75.0,No,NNE,88.34,69.0,76.46,1017.5,2011-02-05,82.58,15.0,35.0,No
GoldCoast,0.0,83.66,NNE,24.0,N,1015.4,80.0,No,NNE,86.0,76.0,76.46,1018.3,2011-02-06,84.02,17.0,37.0,Yes
GoldCoast,5.8,80.42,S,44.0,S,1015.6,75.0,Yes,SSE,83.12,70.0,73.22,1017.8,2011-02-07,76.82,39.0,61.0,No
GoldCoast,0.0,73.22,S,26.0,SSE,1014.7,83.0,No,S,78.8,85.0,71.6,1015.9,2011-02-08,71.6,24.0,52.0,Yes
GoldCoast,7.4,81.32,SSE,37.0,SSE,1019.6,66.0,Yes,SSE,83.84,56.0,69.25999999999999,1019.9,2011-02-09,78.8,31.0,54.0,Yes
GoldCoast,2.0,80.96,S,30.0,SSE,1018.4,74.0,Yes,SE,83.84,61.0,68.9,1020.6,2011-02-10,76.1,33.0,48.0,Yes
GoldCoast,1.8,80.24000000000001,S,13.0,SSE,1015.5,71.0,Yes,ESE,81.5,53.0,69.25999999999999,1018.6,2011-02-11,76.1,13.0,41.0,No
GoldCoast,0.4,83.48,E,20.0,ENE,1013.0,61.0,No,ENE,85.64,61.0,68.36,1015.9,2011-02-12,80.6,7.0,28.0,No
GoldCoast,0.0,83.84,SSE,19.0,SE,1013.6,61.0,No,E,85.82,64.0,69.98,1015.9,2011-02-13,83.12,19.0,33.0,No
GoldCoast,0.0,83.3,SSE,33.0,SSE,1015.1,67.0,No,SE,86.72,64.0,74.12,1016.5,2011-02-14,82.22,31.0,50.0,Yes
GoldCoast,9.4,76.46,S,31.0,SSE,1016.4,85.0,Yes,SSE,84.56,97.0,71.6,1017.8,2011-02-15,77.36,22.0,56.0,Yes
GoldCoast,16.6,80.6,SSE,26.0,ESE,1014.7,71.0,Yes,ESE,83.3,72.0,70.16,1017.0,2011-02-16,81.5,30.0,41.0,Yes
GoldCoast,7.2,82.94,S,19.0,ENE,1012.7,81.0,Yes,ESE,84.02,72.0,73.58,1014.9,2011-02-17,78.8,15.0,30.0,No
GoldCoast,0.2,82.4,SSE,22.0,ESE,1012.3,72.0,No,ESE,85.28,70.0,70.34,1013.8,2011-02-18,82.04,17.0,37.0,Yes
GoldCoast,7.8,84.56,E,15.0,ENE,1011.8,72.0,Yes,ENE,85.82,64.0,73.58,1014.3,2011-02-19,81.32,13.0,20.0,No
GoldCoast,0.0,85.64,NW,28.0,N,1007.2,59.0,No,NNE,94.64,66.0,73.75999999999999,1011.1,2011-02-20,83.66,20.0,39.0,No
GoldCoast,0.0,80.78,SE,35.0,S,1005.9,72.0,No,SE,89.24,82.0,76.1,1008.3,2011-02-21,84.91999999999999,9.0,67.0,Yes
GoldCoast,34.2,77.9,SSE,54.0,SE,1015.2,63.0,Yes,SSE,86.9,60.0,70.16,1014.5,2011-02-22,78.08,56.0,80.0,Yes
GoldCoast,3.8,75.2,S,43.0,SSE,1015.6,80.0,Yes,SE,80.6,72.0,64.4,1017.3,2011-02-23,71.06,43.0,65.0,Yes
GoldCoast,7.0,77.0,SSE,19.0,SSE,1015.0,70.0,Yes,SSE,81.86,61.0,66.92,1017.1,2011-02-24,76.64,37.0,57.0,No
GoldCoast,0.2,81.86,SSE,17.0,ESE,1012.7,61.0,No,ENE,82.75999999999999,57.0,65.66,1015.2,2011-02-25,78.8,11.0,24.0,No
GoldCoast,0.0,82.04,WNW,20.0,ENE,1011.4,54.0,No,NE,84.02,61.0,67.46,1014.2,2011-02-26,80.42,6.0,28.0,No
GoldCoast,0.0,82.94,N,33.0,NNE,1010.6,55.0,No,NNE,85.82,60.0,70.88,1013.4,2011-02-27,81.68,17.0,39.0,No
GoldCoast,0.0,84.02,NW,35.0,NNE,1009.4,56.0,No,NNE,90.14,64.0,73.22,1012.8,2011-02-28,82.4,19.0,41.0,No
GoldCoast,0.0,85.64,NNW,30.0,NNE,1007.7,63.0,No,NNE,90.86,67.0,73.58,1010.9,2011-03-01,82.75999999999999,22.0,41.0,Yes
GoldCoast,5.0,83.12,WNW,17.0,SE,1011.0,81.0,Yes,SE,84.56,63.0,72.32,1012.9,2011-03-02,76.82,7.0,56.0,Yes
GoldCoast,73.2,84.91999999999999,NNW,31.0,S,1007.7,79.0,Yes,NNE,90.5,71.0,73.22,1011.4,2011-03-03,81.14,15.0,48.0,Yes
GoldCoast,30.2,76.46,ENE,7.0,S,1009.3,97.0,Yes,ESE,78.44,83.0,69.8,1011.8,2011-03-04,74.3,6.0,26.0,Yes
GoldCoast,8.0,74.84,S,46.0,SSE,1014.9,74.0,Yes,S,82.04,77.0,70.16,1014.0,2011-03-05,77.36,30.0,80.0,Yes
GoldCoast,13.6,78.62,S,43.0,SE,1019.9,70.0,Yes,SSE,80.96,58.0,68.18,1020.9,2011-03-06,73.4,31.0,70.0,Yes
GoldCoast,2.2,77.54,SE,37.0,SE,1018.4,58.0,Yes,SE,80.96,53.0,70.34,1020.4,2011-03-07,76.28,46.0,67.0,Yes
GoldCoast,6.8,77.72,ENE,26.0,ESE,1016.6,68.0,Yes,ESE,79.7,61.0,66.74000000000001,1018.6,2011-03-08,76.28,20.0,54.0,No
GoldCoast,0.2,76.28,S,17.0,E,1015.7,61.0,No,E,79.88,62.0,66.56,1017.9,2011-03-09,77.0,15.0,35.0,Yes
GoldCoast,2.4,81.68,SSE,17.0,NE,1013.6,64.0,Yes,ENE,82.94,60.0,67.46,1016.0,2011-03-10,77.9,13.0,37.0,Yes
GoldCoast,1.6,83.12,ENE,17.0,ENE,1015.9,71.0,Yes,ENE,84.74,58.0,69.98,1016.7,2011-03-11,79.7,6.0,33.0,No
GoldCoast,0.0,82.4,E,22.0,ENE,1019.4,68.0,No,E,84.74,62.0,71.42,1020.5,2011-03-12,78.62,15.0,50.0,No
GoldCoast,0.0,77.72,SSE,30.0,ESE,1018.8,85.0,No,ESE,82.04,82.0,72.86,1021.8,2011-03-13,77.36,28.0,37.0,No
GoldCoast,0.6,80.6,ESE,19.0,E,1017.8,68.0,No,SE,82.58,61.0,75.2,1020.9,2011-03-14,79.7,20.0,31.0,No
GoldCoast,0.0,81.14,SSE,20.0,SE,1016.3,69.0,No,SE,83.66,64.0,68.72,1019.3,2011-03-15,77.9,22.0,33.0,No
GoldCoast,0.0,82.04,SSE,17.0,NE,1015.4,69.0,No,NE,84.91999999999999,64.0,69.98,1017.9,2011-03-16,81.14,11.0,24.0,No
GoldCoast,0.0,82.04,ENE,15.0,ENE,1015.4,68.0,No,ENE,85.64,63.0,73.58,1018.7,2011-03-17,79.88,4.0,20.0,No
GoldCoast,0.0,79.34,NW,13.0,NNE,1011.3,76.0,No,S,82.22,69.0,71.96,1014.8,2011-03-18,76.64,2.0,19.0,Yes
GoldCoast,8.4,70.7,S,9.0,SE,1008.9,99.0,Yes,SSE,74.3,95.0,71.6,1012.4,2011-03-19,71.96,22.0,52.0,Yes
GoldCoast,31.8,75.74000000000001,S,31.0,SSE,1004.8,99.0,Yes,S,80.24000000000001,86.0,68.18,1008.0,2011-03-20,72.68,24.0,43.0,Yes
GoldCoast,3.6,82.4,SSE,19.0,SSW,1002.3,82.0,Yes,SE,83.66,75.0,71.78,1004.8,2011-03-21,79.7,19.0,22.0,No
GoldCoast,0.2,85.82,N,22.0,NNE,1000.0,79.0,No,NNE,87.26,76.0,73.94,1002.8,2011-03-22,81.68,13.0,31.0,No
GoldCoast,0.0,91.03999999999999,W,24.0,NW,1002.8,44.0,No,NW,91.76,34.0,68.36,1006.0,2011-03-23,83.66,19.0,41.0,No
GoldCoast,0.0,88.52,W,15.0,NW,1005.8,41.0,No,NW,89.78,33.0,68.9,1009.1,2011-03-24,83.12,15.0,50.0,No
GoldCoast,0.0,85.64,NW,24.0,WNW,1007.9,38.0,No,NW,87.44,30.0,62.959999999999994,1011.0,2011-03-25,79.7,17.0,41.0,No
GoldCoast,0.0,80.78,SSE,33.0,S,1014.5,60.0,No,SSE,83.12,52.0,68.0,1015.0,2011-03-26,78.25999999999999,37.0,56.0,No
GoldCoast,0.0,76.64,S,50.0,S,1018.6,59.0,No,S,83.3,57.0,69.98,1020.1,2011-03-27,75.2,41.0,61.0,No
GoldCoast,0.6,72.86,SSE,44.0,SE,1021.1,63.0,No,SSE,80.78,76.0,67.28,1022.8,2011-03-28,77.36,30.0,59.0,Yes
GoldCoast,16.4,77.0,SE,30.0,SSE,1020.2,59.0,Yes,SE,80.06,63.0,67.64,1022.6,2011-03-29,76.46,37.0,56.0,Yes
GoldCoast,12.4,73.75999999999999,SE,13.0,SE,1017.2,99.0,Yes,S,78.25999999999999,86.0,67.82,1020.7,2011-03-30,69.8,22.0,44.0,Yes
GoldCoast,5.2,79.16,SSE,24.0,SE,1017.8,71.0,Yes,SE,81.68,65.0,68.54,1019.6,2011-03-31,77.72,17.0,39.0,No
GoldCoast,0.0,77.36,SSW,22.0,S,1011.7,52.0,No,SSE,79.34,50.0,61.34,1014.7,2011-05-01,72.14,11.0,33.0,No
GoldCoast,0.0,74.3,SSE,19.0,ESE,1012.4,56.0,No,ESE,76.82,70.0,57.56,1014.9,2011-05-02,71.6,4.0,26.0,No
GoldCoast,0.0,73.75999999999999,ESE,19.0,SW,1010.9,75.0,No,NE,78.08,70.0,62.24,1014.3,2011-05-03,71.24000000000001,9.0,37.0,Yes
GoldCoast,4.6,74.48,S,17.0,SSE,1011.5,70.0,Yes,SSE,75.56,59.0,59.0,1013.7,2011-05-04,68.0,17.0,30.0,No
