WindSpeed3pm,Humidity9am,Cloud9am,Pressure3pm,WindGustDir,Humidity3pm,RainToday,RainTomorrow,Date,MinTempF,MaxTempF,Rainfall,WindSpeed9am,WindDir3pm,Temp9amF,Pressure9am,Location,Cloud3pm,WindDir9am,Temp3pmF,Evaporation,WindGustSpeed
24.0,78.0,,1004.9,NNW,66.0,Yes,Yes,2010-12-09,59.18,73.22,15.8,11.0,NNW,63.5,1007.0,Launceston,,NNW,68.36,,39.0
28.0,51.0,,1001.6,NNW,41.0,Yes,Yes,2010-12-10,55.4,61.519999999999996,3.4,22.0,NW,57.56,1002.1,Launceston,,WNW,60.62,,63.0
30.0,63.0,,995.0,NW,60.0,Yes,Yes,2010-12-11,51.08,65.12,6.0,22.0,NNW,55.94,997.8,Launceston,,NW,62.78,,65.0
22.0,63.0,,999.4,NNW,49.0,Yes,No,2010-12-12,51.26,66.02,26.0,17.0,NW,58.28,996.0,Launceston,,NW,62.959999999999994,,85.0
24.0,65.0,,1011.4,NNW,72.0,No,No,2010-12-13,44.42,65.84,0.0,15.0,NNW,56.84,1011.6,Launceston,,NNW,62.78,,41.0
15.0,62.0,,1013.8,NW,59.0,No,No,2010-12-14,47.66,70.34,0.0,9.0,NW,60.26,1016.7,Launceston,,NNW,68.18,,31.0
9.0,76.0,,1001.0,NNE,89.0,No,Yes,2010-12-15,56.3,73.58,0.0,11.0,NW,69.44,1005.0,Launceston,,NW,64.94,,39.0
20.0,67.0,,1003.9,NW,56.0,Yes,No,2010-12-16,43.519999999999996,66.92,3.6,6.0,NNW,55.94,1006.1,Launceston,,NNW,63.68,,35.0
19.0,80.0,,996.8,W,95.0,No,Yes,2010-12-17,50.18,60.980000000000004,0.0,4.0,NNW,56.48,1000.7,Launceston,,WNW,59.36,,44.0
22.0,72.0,,995.7,NNW,56.0,Yes,No,2010-12-18,48.2,66.92,19.0,15.0,WNW,57.02,996.8,Launceston,,NNW,63.86,,39.0
0.0,82.0,,994.7,N,84.0,No,Yes,2010-12-19,51.44,60.8,0.2,0.0,,55.76,995.9,Launceston,,,54.14,,17.0
7.0,72.0,,996.1,SE,48.0,Yes,Yes,2010-12-20,48.56,71.06,8.0,15.0,SSE,58.459999999999994,997.9,Launceston,,S,69.08,,48.0
17.0,52.0,,1005.3,SW,41.0,Yes,No,2010-12-21,49.1,66.02,1.2,9.0,WSW,59.9,1001.7,Launceston,,SSW,62.42,,44.0
24.0,67.0,,1013.6,NNW,57.0,No,No,2010-12-22,45.5,66.02,0.0,9.0,NNW,55.4,1016.4,Launceston,,N,64.4,,43.0
17.0,50.0,,1018.4,W,31.0,No,No,2010-12-23,53.06,70.52,0.0,11.0,SSW,58.82,1014.6,Launceston,,NW,67.82,,43.0
20.0,58.0,,1020.3,NW,52.0,No,No,2010-12-24,43.16,71.42,0.0,4.0,NW,56.84,1025.1,Launceston,,NNW,69.44,,37.0
24.0,84.0,,1007.9,NW,48.0,No,No,2010-12-25,54.68,71.78,0.0,7.0,NW,58.64,1012.2,Launceston,,NW,68.18,,37.0
9.0,63.0,,1000.9,W,35.0,No,No,2010-12-26,50.36,71.78,0.0,9.0,WNW,61.16,1003.6,Launceston,,N,69.08,,39.0
13.0,48.0,,1007.7,WSW,30.0,No,No,2010-12-27,43.34,64.4,0.0,9.0,SW,53.96,1006.0,Launceston,,SE,61.16,,35.0
15.0,52.0,,1014.7,NNW,44.0,No,No,2010-12-28,38.660000000000004,69.44,0.0,0.0,NNW,53.06,1017.2,Launceston,,,67.82,,35.0
24.0,67.0,,1008.7,NNW,60.0,No,No,2010-12-29,52.879999999999995,74.66,0.0,17.0,N,61.34,1010.8,Launceston,,NNW,69.62,,41.0
19.0,57.0,,1014.6,NNW,45.0,No,No,2010-12-30,44.239999999999995,71.96,0.0,6.0,NNW,56.120000000000005,1016.3,Launceston,,NNE,68.9,,37.0
17.0,73.0,,1007.5,NW,48.0,No,No,2010-12-31,48.2,78.8,0.0,6.0,NW,60.62,1014.5,Launceston,,WNW,76.28,,30.0
19.0,67.0,,1006.0,NNW,34.0,No,No,2011-01-01,58.82,77.9,0.0,19.0,W,65.12,1005.2,Launceston,,NNW,75.92,,50.0
13.0,58.0,,1011.4,NNW,36.0,No,No,2011-01-02,44.6,74.12,0.0,2.0,NNW,58.64,1013.3,Launceston,,ENE,72.86,,35.0
7.0,43.0,,1014.5,NW,27.0,No,No,2011-01-03,46.58,75.2,0.0,17.0,NNW,60.08,1016.5,Launceston,,SE,73.75999999999999,,39.0
9.0,61.0,,1012.7,NW,40.0,No,No,2011-01-04,53.24,75.02,0.0,6.0,WNW,62.78,1016.8,Launceston,,SSW,71.78,,28.0
13.0,69.0,,1008.6,NW,40.0,No,No,2011-01-05,57.74,77.54,0.0,4.0,NNW,64.94,1010.6,Launceston,,S,76.1,,30.0
19.0,73.0,,1010.2,NW,44.0,No,No,2011-01-06,53.78,77.0,0.0,9.0,NW,65.3,1011.7,Launceston,,NW,74.84,,33.0
19.0,77.0,,1009.4,NW,47.0,No,No,2011-01-07,60.980000000000004,86.53999999999999,0.0,4.0,NW,65.3,1011.1,Launceston,,SSE,82.4,,33.0
20.0,73.0,,1007.7,NNW,50.0,No,No,2011-01-08,59.9,85.28,0.0,4.0,NW,70.52,1009.1,Launceston,,NNW,82.4,,41.0
11.0,53.0,,1020.4,S,29.0,No,No,2011-01-09,61.519999999999996,84.91999999999999,0.0,22.0,SE,71.06,1019.9,Launceston,,SE,81.86,,46.0
20.0,63.0,,1022.9,S,68.0,No,Yes,2011-01-10,60.8,72.68,0.0,28.0,SSE,65.48,1024.6,Launceston,,SSE,66.92,,48.0
11.0,73.0,,1015.8,NE,50.0,Yes,Yes,2011-01-11,62.6,79.16,1.4,4.0,S,67.28,1018.9,Launceston,,SSW,76.64,,24.0
9.0,91.0,,1015.1,SE,71.0,Yes,Yes,2011-01-12,65.84,70.7,2.0,9.0,ESE,66.38,1015.6,Launceston,,SE,68.36,,41.0
15.0,78.0,,1013.5,E,72.0,Yes,Yes,2011-01-13,64.58,74.66,15.0,15.0,ENE,69.25999999999999,1014.8,Launceston,,S,73.4,,39.0
17.0,86.0,,999.6,NNE,97.0,Yes,Yes,2011-01-14,68.36,71.96,3.0,9.0,NW,70.52,1002.3,Launceston,,ESE,66.38,,63.0
22.0,78.0,,1003.4,NNW,68.0,Yes,No,2011-01-15,61.7,76.1,21.0,20.0,N,66.2,1002.8,Launceston,,NNW,74.84,,41.0
22.0,76.0,,1003.2,NNW,59.0,No,No,2011-01-16,54.68,73.4,0.0,15.0,NNW,63.5,1007.3,Launceston,,NNW,71.24000000000001,,48.0
20.0,65.0,,999.6,WNW,43.0,No,No,2011-01-17,55.04,71.42,0.0,19.0,WNW,62.24,1000.3,Launceston,,NNW,68.54,,52.0
6.0,63.0,,1005.5,NNW,41.0,No,No,2011-01-18,47.48,75.02,0.0,6.0,W,58.459999999999994,1006.9,Launceston,,NW,74.12,,30.0
4.0,74.0,,1009.5,NW,40.0,No,No,2011-01-19,54.68,78.08,0.0,4.0,NW,61.88,1009.2,Launceston,,N,74.12,,30.0
15.0,66.0,,1012.9,N,51.0,No,No,2011-01-20,57.2,75.92,0.0,2.0,NNW,66.2,1015.4,Launceston,,SSE,75.2,,35.0
9.0,85.0,,1008.7,SE,58.0,No,No,2011-01-21,60.08,83.48,0.0,7.0,NNW,66.2,1008.4,Launceston,,ENE,77.36,,44.0
9.0,57.0,,1018.3,SSE,35.0,No,No,2011-01-22,54.86,78.44,0.0,26.0,SE,60.440000000000005,1020.8,Launceston,,SSE,75.2,,39.0
9.0,61.0,,1008.9,NW,53.0,No,Yes,2011-01-23,52.16,77.18,0.0,11.0,NW,63.32,1014.4,Launceston,,ESE,72.68,,26.0
9.0,79.0,,999.8,NW,36.0,Yes,No,2011-01-24,58.64,74.48,11.0,20.0,SSW,61.88,996.0,Launceston,,NNW,72.32,,59.0
24.0,63.0,,1004.6,NNW,57.0,No,No,2011-01-25,57.56,68.18,0.0,13.0,NNW,59.9,1006.4,Launceston,,N,67.28,,41.0
19.0,78.0,,1013.2,NNW,55.0,No,No,2011-01-26,52.16,72.86,1.0,11.0,NNW,61.88,1012.4,Launceston,,NNW,72.14,,39.0
26.0,69.0,,1011.1,WNW,55.0,No,No,2011-01-27,52.34,75.2,0.0,15.0,NNW,63.5,1013.8,Launceston,,NNW,71.78,,43.0
13.0,62.0,,1019.2,NNW,36.0,No,No,2011-01-28,45.14,74.48,0.0,4.0,WNW,57.379999999999995,1020.2,Launceston,,WSW,72.68,,28.0
20.0,79.0,,1016.5,NW,46.0,No,No,2011-01-29,49.28,73.58,0.0,4.0,NW,58.64,1019.4,Launceston,,WNW,72.68,,46.0
20.0,72.0,,1008.9,NNW,54.0,No,No,2011-01-30,58.64,82.75999999999999,0.0,17.0,NW,66.2,1011.7,Launceston,,NNW,78.62,,41.0
13.0,74.0,,1013.1,N,85.0,No,Yes,2011-01-31,62.24,70.34,0.0,2.0,NW,63.86,1015.0,Launceston,,ESE,67.46,,33.0
24.0,91.0,,998.5,NNW,56.0,Yes,No,2011-02-01,61.16,86.36,5.6,9.0,NW,68.9,999.8,Launceston,,NNW,84.02,,46.0
15.0,76.0,,1011.6,WNW,70.0,No,No,2011-02-02,54.32,72.68,0.8,0.0,NW,58.82,1014.6,Launceston,,,71.78,,33.0
19.0,83.0,,1010.6,NNW,53.0,No,No,2011-02-03,58.82,80.24000000000001,0.0,4.0,NW,64.94,1010.9,Launceston,,NNW,77.54,,37.0
17.0,79.0,,1008.7,NW,82.0,No,No,2011-02-04,56.120000000000005,69.44,0.0,11.0,NW,63.5,1010.9,Launceston,,NW,64.22,,31.0
26.0,86.0,,1000.9,NNW,69.0,No,Yes,2011-02-05,62.059999999999995,70.52,0.0,22.0,NNW,63.5,1001.1,Launceston,,NNW,66.74000000000001,,44.0
11.0,64.0,,1018.8,W,32.0,Yes,No,2011-02-06,46.94,69.44,2.8,4.0,SSW,54.14,1015.2,Launceston,,N,65.3,,26.0
20.0,66.0,,1016.8,NW,61.0,No,No,2011-02-07,45.68,71.6,0.0,15.0,NNW,57.02,1020.5,Launceston,,NW,67.46,,41.0
6.0,47.0,,1021.1,SSE,31.0,No,No,2011-02-08,44.42,74.66,0.0,17.0,SSW,59.72,1021.3,Launceston,,SE,70.34,,37.0
17.0,68.0,,1023.4,NNW,49.0,No,No,2011-02-09,55.76,72.86,0.0,6.0,NW,61.34,1025.9,Launceston,,NW,71.96,,31.0
4.0,75.0,,1016.6,SE,60.0,No,Yes,2011-02-10,57.56,73.58,0.0,6.0,WSW,63.68,1021.7,Launceston,,SE,72.86,,15.0
15.0,95.0,,1005.7,SSW,84.0,Yes,No,2011-02-11,61.88,75.2,8.2,0.0,NNW,63.5,1009.1,Launceston,,,69.98,,30.0
19.0,48.0,,1017.7,NW,48.0,No,No,2011-02-12,48.379999999999995,68.9,0.0,17.0,N,56.3,1019.7,Launceston,,SE,64.58,,41.0
11.0,73.0,,1018.4,NNW,40.0,No,No,2011-02-13,48.74,76.28,0.0,9.0,N,57.02,1019.0,Launceston,,NW,73.58,,24.0
17.0,80.0,,1025.0,NW,57.0,No,No,2011-02-14,50.72,77.72,0.0,2.0,NW,59.36,1026.6,Launceston,,N,77.18,,35.0
13.0,79.0,,1024.5,NNW,54.0,No,No,2011-02-15,52.34,77.54,0.0,0.0,NW,62.24,1027.7,Launceston,,,74.84,,28.0
,77.0,,1017.1,N,66.0,No,No,2011-02-16,59.72,78.25999999999999,0.0,6.0,,65.3,1021.5,Launceston,,ENE,75.2,,33.0
13.0,87.0,,1011.9,SSE,56.0,No,No,2011-02-17,63.32,82.58,0.0,4.0,N,69.25999999999999,1012.7,Launceston,,NNW,77.36,,37.0
11.0,63.0,,1018.1,SSE,55.0,No,Yes,2011-02-18,57.379999999999995,73.58,0.2,20.0,NW,58.82,1021.2,Launceston,,SSE,72.5,,30.0
30.0,95.0,,993.8,NNW,85.0,Yes,Yes,2011-02-19,57.02,71.24000000000001,19.0,13.0,NNW,59.18,1003.4,Launceston,,S,69.8,,56.0
28.0,85.0,,1002.8,WSW,43.0,Yes,Yes,2011-02-20,58.82,65.66,5.0,24.0,W,60.8,997.8,Launceston,,NW,62.059999999999995,,59.0
11.0,50.0,,1013.6,SSW,37.0,Yes,No,2011-02-21,45.14,65.48,1.2,13.0,WSW,53.96,1010.3,Launceston,,WNW,64.22,,37.0
7.0,77.0,,1021.0,SSE,42.0,No,No,2011-02-22,41.36,75.74000000000001,0.0,2.0,NW,50.36,1022.6,Launceston,,NNE,71.96,,19.0
17.0,76.0,,1019.4,NW,49.0,No,No,2011-02-23,47.84,75.92,0.0,6.0,NW,57.2,1023.9,Launceston,,ENE,75.02,,30.0
11.0,89.0,,1013.4,SE,52.0,No,No,2011-02-24,51.8,72.14,0.0,6.0,NNW,56.3,1016.7,Launceston,,E,69.98,,28.0
17.0,83.0,,1014.2,NW,55.0,No,No,2011-02-25,50.0,72.86,0.0,0.0,NNW,57.74,1016.2,Launceston,,,71.24000000000001,,30.0
13.0,89.0,,1007.0,NW,56.0,No,No,2011-02-26,54.68,74.48,0.2,0.0,NW,59.0,1009.8,Launceston,,,70.7,,28.0
11.0,75.0,,1007.8,NW,37.0,No,No,2011-02-27,58.82,78.44,0.2,11.0,NNW,64.04,1007.7,Launceston,,SSE,77.72,,33.0
17.0,79.0,,1005.3,NW,62.0,No,No,2011-02-28,59.36,72.68,0.0,11.0,NNW,63.86,1009.7,Launceston,,NNW,71.96,,37.0
28.0,70.0,,1004.8,SW,29.0,No,No,2011-03-01,52.7,64.94,0.0,15.0,WSW,56.84,999.4,Launceston,,NW,61.519999999999996,,54.0
28.0,68.0,,1007.6,NNW,65.0,No,No,2011-03-02,43.16,65.3,0.0,15.0,NNW,52.7,1012.6,Launceston,,NNW,63.32,,48.0
19.0,58.0,,1004.5,WSW,35.0,No,No,2011-03-03,52.52,64.75999999999999,0.0,15.0,WNW,53.78,1003.8,Launceston,,WNW,62.6,,43.0
15.0,62.0,,1013.3,S,33.0,No,No,2011-03-04,47.120000000000005,62.6,0.0,2.0,SW,51.8,1010.3,Launceston,,ESE,59.18,,39.0
9.0,64.0,,1027.0,SE,31.0,No,No,2011-03-05,36.5,66.74000000000001,0.6,7.0,NNW,47.84,1027.9,Launceston,,E,65.12,,31.0
17.0,75.0,,1026.6,NW,42.0,No,No,2011-03-06,44.42,70.52,0.0,2.0,NNW,54.32,1030.4,Launceston,,NNE,68.54,,30.0
11.0,80.0,,1018.4,NNW,52.0,No,No,2011-03-07,49.46,78.08,0.0,2.0,NW,56.48,1022.8,Launceston,,NW,74.84,,24.0
15.0,86.0,,1009.4,NNW,91.0,No,Yes,2011-03-08,56.48,72.68,0.0,0.0,NW,60.980000000000004,1012.0,Launceston,,,65.48,,31.0
15.0,96.0,,1010.0,NW,58.0,Yes,No,2011-03-09,60.8,75.92,11.0,9.0,NW,64.04,1011.2,Launceston,,NW,75.56,,31.0
4.0,85.0,,1015.1,NNW,41.0,No,No,2011-03-10,55.22,78.98,0.0,9.0,W,61.7,1015.6,Launceston,,SSE,74.84,,31.0
13.0,77.0,,1019.2,NW,56.0,No,No,2011-03-11,57.379999999999995,74.48,0.0,0.0,NNW,63.5,1021.6,Launceston,,,72.68,,30.0
13.0,81.0,,1017.3,NW,69.0,No,No,2011-03-12,50.18,75.2,0.0,2.0,NW,56.66,1020.1,Launceston,,E,73.04,,22.0
19.0,96.0,,1013.2,NNW,62.0,No,No,2011-03-13,56.84,79.52,0.0,2.0,NNW,64.04,1016.1,Launceston,,NNW,77.54,,37.0
13.0,72.0,,1024.2,NW,42.0,No,No,2011-03-14,45.32,73.4,0.0,9.0,NW,54.32,1025.2,Launceston,,E,71.6,,30.0
13.0,84.0,,1018.6,NW,54.0,No,No,2011-03-15,46.22,69.98,0.0,2.0,NNW,52.879999999999995,1022.9,Launceston,,E,68.0,,24.0
15.0,75.0,,1017.9,NNW,37.0,No,No,2011-03-16,51.8,72.68,0.0,6.0,NW,55.94,1019.2,Launceston,,NE,72.14,,33.0
9.0,74.0,,1017.3,NW,34.0,No,No,2011-03-17,46.22,72.14,0.0,0.0,WNW,52.52,1020.3,Launceston,,,70.7,,30.0
9.0,80.0,,1015.4,NNW,31.0,No,No,2011-03-18,41.9,74.3,0.0,6.0,N,50.9,1018.0,Launceston,,SE,73.04,,30.0
4.0,76.0,,1018.7,E,46.0,No,No,2011-03-19,51.08,72.32,0.0,9.0,NNW,57.92,1021.0,Launceston,,SE,69.44,,26.0
17.0,83.0,,1015.6,NNE,57.0,No,No,2011-03-20,47.66,71.96,0.0,0.0,NNE,55.94,1019.0,Launceston,,,69.08,,35.0
19.0,85.0,,1010.5,NE,57.0,No,Yes,2011-03-21,55.94,79.52,0.0,9.0,ENE,61.88,1013.7,Launceston,,ESE,76.1,,33.0
20.0,75.0,,1011.3,ESE,63.0,Yes,Yes,2011-03-22,60.8,68.54,7.4,7.0,SE,66.02,1011.9,Launceston,,SE,68.18,,44.0
7.0,77.0,,1003.6,S,80.0,Yes,Yes,2011-03-23,59.0,72.14,5.0,26.0,NW,63.68,1004.9,Launceston,,SSE,69.08,,54.0
17.0,99.0,,994.8,NNW,98.0,Yes,Yes,2011-03-24,58.82,61.88,38.0,7.0,NNW,59.0,995.8,Launceston,,NNW,60.440000000000005,,28.0
19.0,77.0,,1013.8,SE,44.0,Yes,No,2011-03-25,57.02,68.18,26.2,19.0,SE,60.440000000000005,1009.4,Launceston,,SE,66.74000000000001,,44.0
7.0,71.0,,1021.6,NNW,53.0,No,No,2011-03-26,46.58,67.64,0.0,6.0,N,54.14,1023.8,Launceston,,SSE,66.38,,24.0
11.0,88.0,,1024.3,NW,69.0,No,No,2011-03-27,45.5,69.44,0.0,2.0,NNW,52.7,1026.2,Launceston,,ESE,66.2,,28.0
15.0,80.0,,1023.5,NW,65.0,No,No,2011-03-28,52.879999999999995,69.8,0.0,7.0,NW,59.0,1025.5,Launceston,,NNW,68.72,,28.0
15.0,73.0,,1018.7,NW,70.0,No,No,2011-03-29,53.6,70.16,0.0,15.0,NW,59.72,1022.3,Launceston,,NNW,68.36,,30.0
15.0,80.0,,1009.7,W,37.0,No,No,2011-03-30,57.379999999999995,66.92,0.0,17.0,NW,60.8,1009.9,Launceston,,NNW,64.22,,50.0
13.0,83.0,,1023.1,NW,48.0,No,No,2011-03-31,35.78,63.14,0.0,4.0,NNW,43.16,1025.4,Launceston,,NNE,62.78,,26.0
7.0,98.0,,1016.3,SE,91.0,No,Yes,2011-05-01,49.64,58.82,0.0,0.0,S,52.52,1017.8,Launceston,,,58.64,,19.0
4.0,100.0,,1018.2,ESE,78.0,Yes,No,2011-05-02,39.56,60.08,6.6,2.0,N,45.5,1019.5,Launceston,,E,58.82,,13.0
9.0,95.0,,1017.7,NW,84.0,No,No,2011-05-03,45.32,59.36,0.0,0.0,NW,49.64,1020.0,Launceston,,,57.02,,19.0
9.0,95.0,,1013.6,S,60.0,No,No,2011-05-04,43.879999999999995,63.32,0.2,0.0,SSE,51.98,1014.4,Launceston,,,60.8,,35.0
7.0,81.0,,1023.5,NE,50.0,No,No,2011-05-05,32.72,57.02,0.0,2.0,NW,42.08,1025.3,Launceston,,ENE,55.58,,13.0
6.0,88.0,,1020.8,NNW,58.0,No,No,2011-05-06,31.64,57.92,0.2,2.0,NNW,38.48,1024.8,Launceston,,NE,57.56,,11.0
6.0,95.0,,1014.7,N,63.0,No,No,2011-05-07,36.5,59.0,0.0,2.0,NW,42.8,1019.2,Launceston,,E,57.379999999999995,,15.0
24.0,99.0,,1013.4,SE,47.0,No,No,2011-05-08,38.48,59.18,0.0,4.0,SE,44.06,1012.3,Launceston,,E,56.3,,43.0
19.0,67.0,,1022.5,SE,57.0,No,No,2011-05-09,35.6,54.14,0.0,9.0,SE,46.94,1023.6,Launceston,,SSE,52.879999999999995,,37.0
11.0,98.0,,1011.9,WSW,70.0,No,Yes,2011-05-10,32.72,56.120000000000005,0.0,4.0,WNW,36.68,1018.7,Launceston,,ENE,52.16,,35.0
20.0,99.0,,1002.9,S,49.0,Yes,Yes,2011-05-11,36.5,56.3,10.0,4.0,SSE,42.620000000000005,1003.3,Launceston,,NNW,55.04,,33.0
0.0,96.0,,1004.8,ENE,89.0,Yes,Yes,2011-05-12,32.36,49.28,1.4,4.0,,36.86,1007.4,Launceston,,E,48.02,,9.0
24.0,100.0,,1000.2,WNW,49.0,Yes,No,2011-05-13,36.86,60.26,2.2,0.0,WSW,44.06,1000.9,Launceston,,,53.06,,54.0
9.0,88.0,,1018.6,SSW,43.0,No,No,2011-05-14,29.66,56.120000000000005,0.0,4.0,SW,37.4,1016.1,Launceston,,E,55.58,,35.0
15.0,98.0,,1022.0,NNW,75.0,No,No,2011-05-15,30.38,56.48,0.0,0.0,NNW,36.5,1023.5,Launceston,,,56.120000000000005,,26.0
19.0,80.0,,1020.6,NNW,54.0,No,No,2011-05-16,36.32,64.22,0.0,17.0,NW,54.32,1022.5,Launceston,,NNW,63.32,,31.0
2.0,99.0,,1027.6,N,47.0,No,No,2011-05-17,38.660000000000004,66.02,0.0,0.0,W,44.96,1028.9,Launceston,,,63.32,,19.0
7.0,98.0,,1027.0,NW,79.0,No,No,2011-05-18,44.06,58.82,0.0,6.0,NW,50.0,1029.5,Launceston,,NNW,58.28,,17.0
15.0,99.0,,1024.5,NNW,68.0,No,No,2011-05-19,45.14,62.059999999999995,0.0,0.0,NNW,48.92,1027.4,Launceston,,,61.16,,28.0
13.0,99.0,,1022.6,WNW,78.0,No,No,2011-05-20,46.04,64.4,0.4,0.0,NW,50.72,1025.1,Launceston,,,61.519999999999996,,26.0
13.0,100.0,,1016.6,NW,66.0,No,No,2011-05-21,44.239999999999995,64.94,0.0,0.0,NW,44.78,1020.5,Launceston,,,61.34,,24.0
11.0,98.0,,1007.2,WNW,69.0,No,Yes,2011-05-22,44.6,66.56,0.0,0.0,NW,50.18,1012.5,Launceston,,,64.04,,31.0
7.0,99.0,,995.2,SE,86.0,Yes,Yes,2011-05-23,50.18,60.980000000000004,15.8,4.0,NNW,55.4,999.2,Launceston,,NNW,60.08,,31.0
17.0,75.0,,1013.7,SE,59.0,Yes,No,2011-05-24,45.86,53.96,1.2,17.0,SE,49.28,1010.6,Launceston,,SE,51.98,,48.0
2.0,97.0,,1017.3,N,52.0,No,No,2011-05-25,32.72,57.02,0.0,0.0,N,37.58,1019.9,Launceston,,,55.94,,9.0
4.0,96.0,,1014.4,NNW,55.0,No,No,2011-05-26,30.92,57.2,0.0,4.0,W,35.6,1016.8,Launceston,,E,56.120000000000005,,13.0
9.0,96.0,,1016.0,SSE,43.0,No,No,2011-05-27,35.42,59.540000000000006,0.0,4.0,SE,41.54,1015.4,Launceston,,E,58.1,,20.0
13.0,93.0,,1021.7,NNW,55.0,No,No,2011-05-28,28.4,53.24,0.0,6.0,NNW,33.26,1023.7,Launceston,,E,52.52,,17.0
7.0,100.0,,1023.8,NNW,71.0,No,No,2011-05-29,28.76,56.120000000000005,0.0,2.0,NW,32.72,1025.7,Launceston,,ENE,54.5,,13.0
2.0,100.0,,1026.3,NE,69.0,No,No,2011-05-30,30.2,56.3,0.0,4.0,E,32.72,1028.4,Launceston,,ESE,54.14,,9.0
9.0,99.0,,1026.2,WNW,63.0,No,No,2011-05-31,29.3,57.02,0.3,0.0,WNW,33.26,1028.3,Launceston,,,56.84,,19.0
4.0,98.0,,1026.9,WNW,85.0,No,No,2011-06-01,33.26,62.059999999999995,0.8,0.0,NW,46.04,1028.8,Launceston,,,59.9,,15.0
11.0,100.0,,1022.9,NW,71.0,No,No,2011-06-02,39.74,62.059999999999995,0.0,0.0,NNW,45.86,1026.9,Launceston,,,61.7,,31.0
17.0,79.0,,1007.9,NNW,80.0,No,Yes,2011-06-03,45.86,59.36,0.0,15.0,NNW,57.92,1012.5,Launceston,,NNW,59.0,,44.0
15.0,90.0,,1006.6,NNW,66.0,Yes,Yes,2011-06-04,40.46,57.92,6.5,13.0,NNW,48.92,1006.1,Launceston,,NW,56.3,,39.0
33.0,85.0,,998.9,NNW,85.0,Yes,Yes,2011-06-05,45.86,55.58,3.2,31.0,NNW,53.96,1005.2,Launceston,,NNW,53.78,,69.0
11.0,94.0,,1012.8,NNW,61.0,Yes,Yes,2011-06-06,32.0,51.8,13.6,4.0,NNW,37.04,1013.5,Launceston,,NNE,50.54,,22.0
19.0,89.0,,998.9,NW,57.0,Yes,Yes,2011-06-07,36.5,51.620000000000005,10.6,13.0,NW,47.66,1002.3,Launceston,,NW,50.36,,50.0
7.0,88.0,,1012.4,SSW,96.0,Yes,Yes,2011-06-08,38.839999999999996,50.36,23.6,22.0,E,44.96,1010.3,Launceston,,SSE,43.879999999999995,,56.0
24.0,71.0,,1019.0,SSE,68.0,Yes,No,2011-06-09,40.46,55.4,22.6,26.0,SE,49.64,1019.9,Launceston,,SE,53.24,,56.0
13.0,75.0,,1023.2,SE,57.0,No,No,2011-06-10,44.06,54.68,0.0,20.0,SE,48.56,1023.8,Launceston,,SSE,54.32,,41.0
2.0,99.0,,1029.3,SE,58.0,No,No,2011-06-11,31.46,59.9,0.0,0.0,S,34.88,1029.5,Launceston,,,59.0,,9.0
7.0,100.0,,1030.3,SE,58.0,No,No,2011-06-12,32.54,54.68,0.0,2.0,SSE,36.14,1032.5,Launceston,,ESE,54.5,,17.0
7.0,98.0,,1028.7,ESE,81.0,No,No,2011-06-13,32.36,48.56,0.0,4.0,E,35.78,1031.1,Launceston,,E,48.02,,13.0
2.0,100.0,,1028.7,ENE,81.0,No,No,2011-06-14,29.84,48.56,0.0,6.0,ENE,31.1,1030.7,Launceston,,ESE,48.2,,13.0
0.0,100.0,,1029.1,SE,86.0,No,No,2011-06-15,29.66,46.76,0.6,2.0,,32.0,1031.5,Launceston,,ENE,46.22,,9.0
15.0,96.0,,1016.2,N,75.0,No,Yes,2011-06-16,31.82,57.2,0.0,0.0,N,42.260000000000005,1021.9,Launceston,,,56.3,,28.0
7.0,97.0,,1001.7,N,68.0,Yes,No,2011-06-17,41.9,58.82,3.6,7.0,WNW,50.18,1001.7,Launceston,,NNW,57.379999999999995,,30.0
13.0,97.0,,1006.9,WSW,41.0,No,No,2011-06-18,39.74,57.92,0.0,0.0,WSW,42.620000000000005,1004.4,Launceston,,,57.2,,31.0
26.0,98.0,,1003.1,NNW,92.0,No,Yes,2011-06-19,30.38,54.5,0.0,0.0,NNW,35.42,1008.9,Launceston,,,54.14,,46.0
30.0,87.0,,997.0,N,87.0,Yes,Yes,2011-06-20,35.42,57.74,9.6,20.0,NNW,53.24,1001.9,Launceston,,NNW,55.04,,67.0
13.0,97.0,,992.7,NNW,65.0,Yes,Yes,2011-06-21,45.32,52.34,17.5,4.0,WNW,46.04,991.2,Launceston,,WNW,51.620000000000005,,74.0
13.0,98.0,,999.1,NNW,75.0,Yes,No,2011-06-22,35.24,52.16,2.0,0.0,NNW,37.94,1000.8,Launceston,,,50.54,,30.0
11.0,85.0,,1013.1,NW,66.0,No,No,2011-06-23,37.4,55.22,0.1,6.0,NNW,42.8,1011.7,Launceston,,W,52.879999999999995,,30.0
15.0,86.0,,1018.7,N,74.0,No,No,2011-06-24,42.8,61.519999999999996,0.0,6.0,N,55.22,1017.8,Launceston,,NW,60.62,,33.0
17.0,99.0,,1022.7,NNW,82.0,No,No,2011-06-25,45.14,59.36,0.0,0.0,NNW,48.2,1025.4,Launceston,,,57.379999999999995,,31.0
11.0,80.0,,1014.9,NNW,85.0,No,No,2011-06-26,48.379999999999995,57.02,0.2,22.0,NNW,55.22,1015.7,Launceston,,NNW,56.48,,41.0
