Rainfall,Humidity_3_pm,Pressure_3_pm,Humidity_9_am,Max_Temp_F,Date,Rain_Today,Min_Temp_F,Wind_Gust_Speed,Temp_9_am_F,Rain_Tomorrow,Wind_Dir_9_am,Wind_Speed_9_am,Wind_Dir_3_pm,Wind_Speed_3_pm,Wind_Gust_Dir,Temp_3_pm_F,Location,Pressure_9_am
0.2,40.0,1020.0,87.0,81.5,2010-04-21,No,52.16,26.0,64.04,No,WSW,4.0,NE,7.0,NNE,80.24000000000001,BadgerysCreek,1023.7
0.0,31.0,1019.1,78.0,85.46000000000001,2010-04-22,No,51.98,20.0,65.84,No,SW,6.0,NNW,7.0,NE,84.74,BadgerysCreek,1023.2
0.2,38.0,1015.9,69.0,86.72,2010-04-23,No,52.34,,68.18,,NW,7.0,SW,7.0,,81.68,BadgerysCreek,1021.3
,60.0,1010.7,71.0,81.86,2010-04-24,,57.02,41.0,67.1,Yes,,,SW,26.0,SSW,74.3,BadgerysCreek,1015.0
2.0,,,82.0,74.66,2010-04-25,Yes,60.26,39.0,61.519999999999996,No,WNW,13.0,,,SSE,,BadgerysCreek,1013.9
0.0,33.0,1022.3,52.0,73.4,2010-04-26,No,44.78,31.0,61.7,No,SW,17.0,WSW,4.0,SW,72.14,BadgerysCreek,1024.8
0.0,54.0,1018.1,96.0,65.12,2010-04-27,No,39.56,19.0,52.16,No,NNE,7.0,WNW,6.0,N,63.68,BadgerysCreek,1020.7
0.0,32.0,1016.9,68.0,76.64,2010-04-28,No,40.1,35.0,57.92,No,NNE,4.0,WSW,22.0,W,75.2,BadgerysCreek,1021.5
0.0,34.0,1017.4,52.0,76.46,2010-04-29,No,42.260000000000005,33.0,63.5,No,WSW,11.0,W,24.0,WNW,74.84,BadgerysCreek,1020.6
0.0,,,66.0,,2010-04-30,No,43.7,,60.440000000000005,,WSW,7.0,,,,,BadgerysCreek,1025.8
,,,,,2010-05-01,,,,,,,,,,,,BadgerysCreek,
,,,,,2010-05-02,,,,,,,,,,,,BadgerysCreek,
,64.0,1024.5,,75.2,2010-05-03,,,24.0,,No,,,E,15.0,ENE,71.42,BadgerysCreek,
0.0,56.0,1016.1,100.0,77.9,2010-05-04,No,52.52,33.0,59.540000000000006,No,,0.0,N,15.0,NNE,75.02,BadgerysCreek,1022.0
0.4,41.0,1012.3,92.0,67.1,2010-05-05,No,46.76,,57.56,,WNW,9.0,WSW,30.0,,62.059999999999995,BadgerysCreek,1013.0
,39.0,1019.2,,69.25999999999999,2010-05-06,,38.12,,,,,,,,,66.92,BadgerysCreek,
,,,,73.22,2010-05-07,,39.92,28.0,,No,,,,,WSW,,BadgerysCreek,
0.0,38.0,1019.5,61.0,75.38,2010-05-08,No,39.2,,57.2,,W,2.0,ENE,7.0,,74.3,BadgerysCreek,1022.6
,32.0,1018.3,,76.28,2010-05-09,,42.260000000000005,24.0,,No,,,NNE,15.0,NNE,75.2,BadgerysCreek,
0.0,35.0,1015.7,83.0,76.28,2010-05-10,No,44.6,24.0,58.28,No,SW,4.0,NNE,9.0,N,75.74000000000001,BadgerysCreek,1020.9
0.0,21.0,1009.5,83.0,77.9,2010-05-11,No,38.660000000000004,52.0,54.68,No,,0.0,W,28.0,SW,75.02,BadgerysCreek,1012.9
0.0,25.0,1017.1,35.0,66.56,2010-05-12,No,42.980000000000004,46.0,55.4,No,SW,24.0,S,19.0,W,65.12,BadgerysCreek,1018.8
0.0,35.0,1016.2,50.0,70.88,2010-05-13,No,35.6,43.0,56.48,No,N,2.0,SW,19.0,SW,67.46,BadgerysCreek,1019.4
0.0,35.0,1015.5,69.0,68.54,2010-05-14,No,39.2,37.0,54.5,No,WSW,13.0,SW,19.0,SSW,66.92,BadgerysCreek,1019.3
0.0,34.0,1016.2,52.0,71.78,2010-05-15,No,42.260000000000005,,58.64,,SSW,19.0,S,9.0,,69.44,BadgerysCreek,1018.3
,39.0,1018.8,,72.32,2010-05-16,,39.56,20.0,,No,,,NNW,13.0,NNW,70.52,BadgerysCreek,
0.0,67.0,1017.3,99.0,63.14,2010-05-17,No,47.84,15.0,53.06,No,SW,6.0,,0.0,SW,62.6,BadgerysCreek,1020.3
0.0,64.0,1017.9,77.0,64.58,2010-05-18,No,51.08,,57.2,,SW,13.0,S,11.0,,64.04,BadgerysCreek,1018.9
,56.0,1020.7,70.0,69.44,2010-05-19,,48.379999999999995,28.0,58.459999999999994,No,SW,17.0,E,13.0,ESE,66.38,BadgerysCreek,1022.7
0.4,55.0,1020.1,93.0,68.18,2010-05-20,No,39.02,17.0,53.42,No,SW,9.0,N,9.0,NNE,66.92,BadgerysCreek,1023.6
0.0,67.0,1018.5,87.0,69.62,2010-05-21,No,45.68,28.0,55.76,No,SW,11.0,SE,17.0,SE,61.88,BadgerysCreek,1021.2
0.2,50.0,1020.2,71.0,66.92,2010-05-22,No,47.84,35.0,55.58,No,SW,19.0,SE,13.0,SW,62.78,BadgerysCreek,1022.2
0.0,63.0,1021.1,71.0,65.48,2010-05-23,No,42.44,22.0,54.32,No,SW,15.0,E,9.0,WSW,61.16,BadgerysCreek,1024.0
0.0,60.0,1016.0,100.0,67.82,2010-05-24,No,41.72,22.0,52.16,Yes,,0.0,N,15.0,NNE,64.4,BadgerysCreek,1020.2
3.6,81.0,1007.1,100.0,,2010-05-25,Yes,52.16,,55.4,,,0.0,NE,7.0,,61.16,BadgerysCreek,1012.0
,100.0,1006.6,,58.82,2010-05-26,,50.54,35.0,,Yes,,,SSW,9.0,SW,57.2,BadgerysCreek,
42.0,86.0,1018.7,80.0,65.48,2010-05-27,Yes,52.52,30.0,57.92,No,S,15.0,SSW,13.0,SSW,59.540000000000006,BadgerysCreek,1019.2
1.0,52.0,1017.5,99.0,68.72,2010-05-28,No,49.64,,53.42,,,0.0,NNE,15.0,,66.74000000000001,BadgerysCreek,1021.5
,86.0,1004.8,99.0,61.519999999999996,2010-05-29,,53.42,28.0,56.48,Yes,,,NNE,11.0,NNE,60.62,BadgerysCreek,1010.0
6.2,50.0,1002.7,82.0,67.46,2010-05-30,Yes,46.94,20.0,55.4,Yes,N,7.0,ESE,4.0,NNE,66.02,BadgerysCreek,1003.6
7.6,94.0,1012.1,97.0,64.04,2010-05-31,Yes,51.26,46.0,57.74,Yes,SW,24.0,SSW,22.0,SSW,58.82,BadgerysCreek,1010.3
5.0,51.0,1018.3,76.0,65.84,2010-06-01,Yes,51.26,26.0,59.540000000000006,No,SW,17.0,S,11.0,SW,65.12,BadgerysCreek,1020.0
0.0,60.0,1020.0,92.0,67.82,2010-06-02,No,45.5,20.0,53.24,Yes,WSW,7.0,SSE,11.0,S,63.68,BadgerysCreek,1021.5
12.4,92.0,1021.5,87.0,66.38,2010-06-03,Yes,51.26,37.0,58.459999999999994,Yes,SSW,22.0,SW,22.0,S,60.08,BadgerysCreek,1023.8
36.0,94.0,1017.3,89.0,62.42,2010-06-04,Yes,56.120000000000005,41.0,59.18,Yes,SW,19.0,SE,9.0,S,59.18,BadgerysCreek,1019.8
5.2,48.0,1012.2,69.0,68.72,2010-06-05,Yes,52.7,31.0,59.18,No,SW,22.0,WSW,20.0,SSW,66.2,BadgerysCreek,1015.1
0.0,53.0,1016.8,63.0,64.58,2010-06-06,No,44.6,48.0,55.04,No,SW,17.0,SSW,19.0,S,61.519999999999996,BadgerysCreek,1015.7
0.0,58.0,1023.5,59.0,63.14,2010-06-07,No,44.42,31.0,53.42,No,SW,19.0,SSE,15.0,SW,60.26,BadgerysCreek,1024.8
0.0,57.0,1018.8,99.0,63.68,2010-06-08,No,40.64,22.0,48.02,No,WSW,7.0,NE,9.0,ENE,60.8,BadgerysCreek,1023.9
0.0,44.0,1009.2,99.0,61.16,2010-06-09,No,36.14,54.0,44.96,No,,0.0,W,26.0,W,56.66,BadgerysCreek,1012.5
0.0,35.0,1018.3,51.0,59.9,2010-06-10,No,44.96,50.0,53.42,No,WSW,20.0,SW,22.0,W,59.0,BadgerysCreek,1018.4
0.0,44.0,1016.7,83.0,62.6,2010-06-11,No,31.82,35.0,44.6,No,N,4.0,WSW,24.0,SW,60.08,BadgerysCreek,1020.3
0.0,39.0,1022.0,85.0,61.16,2010-06-12,No,35.42,31.0,47.48,No,WSW,7.0,S,17.0,SSW,59.18,BadgerysCreek,1022.6
0.0,39.0,1029.2,68.0,63.5,2010-06-13,No,37.76,28.0,48.74,No,WSW,20.0,WSW,4.0,SW,62.6,BadgerysCreek,1030.1
0.0,46.0,1032.3,77.0,64.4,2010-06-14,No,38.48,17.0,48.56,No,,0.0,NNE,6.0,WSW,63.5,BadgerysCreek,1035.1
0.0,52.0,1029.1,99.0,64.94,2010-06-15,No,37.76,22.0,46.76,No,,0.0,N,11.0,N,64.04,BadgerysCreek,1033.1
0.2,56.0,1024.1,100.0,65.84,2010-06-16,No,36.86,24.0,48.02,No,,0.0,N,7.0,N,63.5,BadgerysCreek,1029.2
0.0,56.0,1010.5,82.0,66.2,2010-06-17,No,44.6,59.0,52.879999999999995,No,N,15.0,NW,19.0,NW,65.12,BadgerysCreek,1015.4
0.0,40.0,1015.7,76.0,64.75999999999999,2010-06-18,No,36.86,33.0,48.02,No,,0.0,NNW,2.0,W,64.4,BadgerysCreek,1017.5
0.0,46.0,1018.4,80.0,66.02,2010-06-19,No,34.52,54.0,45.68,No,NNE,7.0,WSW,20.0,W,64.94,BadgerysCreek,1019.2
0.0,42.0,1024.1,89.0,66.74000000000001,2010-06-20,No,35.78,35.0,49.64,No,,0.0,SW,9.0,WSW,66.2,BadgerysCreek,1025.7
0.0,62.0,1032.9,79.0,64.04,2010-06-21,No,41.9,26.0,53.42,,,0.0,SSE,9.0,SE,62.24,BadgerysCreek,1033.3
,68.0,1036.2,80.0,61.7,2010-06-22,,51.44,31.0,56.48,No,SSW,13.0,SSE,20.0,S,59.36,BadgerysCreek,1037.6
0.0,98.0,1034.9,91.0,59.36,2010-06-23,No,47.120000000000005,19.0,51.98,Yes,NE,6.0,SSW,9.0,WSW,55.4,BadgerysCreek,1038.0
3.6,56.0,1027.3,100.0,64.04,2010-06-24,Yes,47.48,26.0,50.72,No,,0.0,NNE,15.0,NNE,63.68,BadgerysCreek,1032.0
0.0,72.0,1020.8,100.0,64.58,2010-06-25,No,46.22,30.0,49.64,No,,0.0,N,9.0,N,62.059999999999995,BadgerysCreek,1025.6
0.4,45.0,1017.0,89.0,66.56,2010-06-26,No,49.64,35.0,55.04,No,NNW,11.0,SSW,20.0,NNE,64.94,BadgerysCreek,1017.7
0.0,39.0,1019.3,70.0,60.62,2010-06-27,No,35.6,28.0,48.74,No,SW,17.0,W,15.0,WSW,59.36,BadgerysCreek,1021.3
0.2,39.0,1018.0,69.0,59.9,2010-06-28,No,34.7,19.0,46.94,No,,0.0,,0.0,WSW,59.0,BadgerysCreek,1021.4
0.0,39.0,1017.1,82.0,59.0,2010-06-29,No,29.84,,41.0,,,0.0,N,4.0,,57.2,BadgerysCreek,1020.3
,39.0,1018.8,84.0,60.980000000000004,2010-06-30,,26.6,22.0,39.74,No,,0.0,,0.0,WNW,58.64,BadgerysCreek,1021.0
0.2,44.0,1023.1,83.0,61.519999999999996,2010-07-01,No,30.2,19.0,43.7,No,,0.0,S,6.0,WNW,59.9,BadgerysCreek,1025.2
0.0,72.0,1023.9,95.0,53.78,2010-07-02,No,35.96,15.0,43.7,Yes,,0.0,,0.0,W,53.6,BadgerysCreek,1027.2
1.6,39.0,1026.6,68.0,60.08,2010-07-03,Yes,38.660000000000004,43.0,49.82,No,WSW,26.0,S,17.0,SW,58.1,BadgerysCreek,1026.4
0.0,44.0,1027.3,65.0,64.4,2010-07-04,No,39.74,28.0,50.0,No,SW,19.0,W,7.0,SW,62.959999999999994,BadgerysCreek,1030.2
0.0,67.0,1024.3,80.0,58.1,2010-07-05,No,40.82,20.0,48.92,Yes,SSW,9.0,,0.0,WSW,56.66,BadgerysCreek,1027.6
1.6,57.0,1015.8,100.0,62.059999999999995,2010-07-06,Yes,48.2,35.0,52.16,No,WNW,6.0,SW,17.0,SW,59.9,BadgerysCreek,1017.5
1.0,56.0,1023.1,71.0,63.5,2010-07-07,No,46.4,30.0,52.16,No,WSW,20.0,S,19.0,WSW,61.16,BadgerysCreek,1024.7
0.0,64.0,1026.0,70.0,61.519999999999996,2010-07-08,No,42.08,48.0,52.34,Yes,SW,20.0,SSE,17.0,SW,59.0,BadgerysCreek,1027.8
1.6,65.0,1028.1,91.0,63.5,2010-07-09,Yes,44.42,28.0,51.620000000000005,No,SW,9.0,SE,11.0,ESE,60.8,BadgerysCreek,1030.0
0.0,66.0,1025.6,100.0,63.14,2010-07-10,No,40.28,20.0,48.56,,,0.0,N,9.0,N,60.62,BadgerysCreek,1029.0
,98.0,1020.1,100.0,59.36,2010-07-11,,48.02,17.0,52.7,No,NNW,7.0,SW,6.0,SW,58.1,BadgerysCreek,1022.1
0.6,46.0,1021.3,100.0,64.75999999999999,2010-07-12,No,40.46,22.0,49.28,No,SW,6.0,,0.0,SSW,62.42,BadgerysCreek,1023.9
0.0,87.0,1015.2,99.0,62.42,2010-07-13,No,47.120000000000005,26.0,53.06,No,,0.0,N,15.0,NNE,59.72,BadgerysCreek,1020.8
0.6,38.0,1009.4,53.0,63.14,2010-07-14,No,52.879999999999995,57.0,56.66,No,NW,19.0,WNW,30.0,W,60.62,BadgerysCreek,1009.5
0.0,42.0,1018.0,51.0,61.88,2010-07-15,No,43.519999999999996,50.0,53.78,No,WSW,20.0,WSW,24.0,WSW,60.26,BadgerysCreek,1016.1
0.0,48.0,1024.3,62.0,62.059999999999995,2010-07-16,No,36.14,37.0,50.54,No,WSW,20.0,WSW,11.0,SW,59.36,BadgerysCreek,1026.4
0.0,45.0,1024.6,83.0,63.5,2010-07-17,No,34.34,22.0,46.76,No,SW,9.0,NNE,13.0,NNE,61.88,BadgerysCreek,1028.6
0.0,42.0,1017.8,97.0,64.4,2010-07-18,No,30.92,19.0,43.34,No,,0.0,NNE,13.0,N,63.86,BadgerysCreek,1022.8
0.0,63.0,1016.4,98.0,60.26,2010-07-19,No,38.839999999999996,17.0,44.78,No,,0.0,SSE,9.0,SSE,55.76,BadgerysCreek,1018.4
0.6,32.0,1021.5,61.0,61.7,2010-07-20,No,39.92,30.0,51.44,No,SW,20.0,SE,19.0,SW,60.08,BadgerysCreek,1023.2
0.2,41.0,1025.0,65.0,61.88,2010-07-21,No,41.36,28.0,50.0,No,SSW,15.0,WSW,15.0,SSW,60.62,BadgerysCreek,1027.3
0.0,47.0,1028.4,60.0,62.78,2010-07-22,No,37.22,37.0,50.72,No,WSW,20.0,SSE,11.0,SW,60.440000000000005,BadgerysCreek,1029.2
0.0,,,68.0,64.58,2010-07-23,No,40.46,30.0,52.7,No,SW,15.0,,,S,,BadgerysCreek,1033.0
0.0,46.0,1027.5,86.0,65.66,2010-07-24,No,40.28,22.0,51.620000000000005,Yes,SW,11.0,E,6.0,E,62.959999999999994,BadgerysCreek,1031.0
3.4,64.0,1027.9,99.0,62.78,2010-07-25,Yes,47.120000000000005,39.0,52.879999999999995,Yes,SW,13.0,E,15.0,WSW,60.26,BadgerysCreek,1030.5
24.8,67.0,1033.2,93.0,62.6,2010-07-26,Yes,44.6,46.0,48.92,No,SW,15.0,E,7.0,ENE,59.0,BadgerysCreek,1034.5
0.0,59.0,1032.7,94.0,62.24,2010-07-27,No,44.96,17.0,51.44,Yes,,0.0,NE,2.0,SW,60.440000000000005,BadgerysCreek,1036.1
2.0,100.0,1025.0,100.0,54.68,2010-07-28,Yes,50.0,15.0,50.72,Yes,,0.0,,,SE,54.14,BadgerysCreek,1030.3
21.0,100.0,1016.1,100.0,56.120000000000005,2010-07-29,Yes,48.2,28.0,50.72,Yes,,0.0,NE,6.0,WSW,55.58,BadgerysCreek,1019.4
7.2,76.0,1013.7,100.0,67.64,2010-07-30,Yes,48.02,35.0,51.08,Yes,,0.0,NNE,9.0,WNW,67.46,BadgerysCreek,1017.3
5.2,44.0,1012.6,100.0,68.18,2010-07-31,Yes,50.9,50.0,56.3,No,,0.0,WNW,33.0,W,66.56,BadgerysCreek,1012.3
0.0,37.0,1014.0,75.0,67.82,2010-08-01,No,39.2,59.0,50.54,No,N,7.0,WNW,37.0,WNW,65.12,BadgerysCreek,1020.2
0.0,47.0,1012.7,55.0,58.82,2010-08-02,No,41.0,67.0,51.26,Yes,WSW,9.0,WSW,30.0,WSW,56.84,BadgerysCreek,1016.1
7.4,59.0,1017.9,68.0,63.5,2010-08-03,Yes,50.36,56.0,57.2,No,SSW,33.0,SSW,22.0,SSW,60.08,BadgerysCreek,1017.7
0.0,41.0,1014.9,75.0,64.4,2010-08-04,No,41.18,26.0,52.16,No,WNW,2.0,WNW,15.0,W,63.68,BadgerysCreek,1019.3
0.0,,,80.0,61.88,2010-08-05,No,37.22,44.0,45.68,No,NNE,9.0,,,WSW,,BadgerysCreek,1018.3
0.0,38.0,1019.5,58.0,61.34,2010-08-06,No,39.74,33.0,51.620000000000005,No,WSW,19.0,WSW,17.0,S,60.62,BadgerysCreek,1020.9
0.0,36.0,1022.0,63.0,61.519999999999996,2010-08-07,No,37.94,31.0,49.1,No,SW,20.0,N,7.0,W,60.62,BadgerysCreek,1025.4
0.0,42.0,1019.0,93.0,62.6,2010-08-08,No,34.16,24.0,43.879999999999995,No,,0.0,NNE,11.0,NNE,61.34,BadgerysCreek,1022.5
0.0,37.0,1020.9,88.0,64.4,2010-08-09,No,36.86,48.0,47.66,Yes,WSW,6.0,N,19.0,ESE,63.14,BadgerysCreek,1023.9
6.6,100.0,1014.1,100.0,54.5,2010-08-10,Yes,42.980000000000004,20.0,47.3,Yes,N,7.0,SSE,6.0,WSW,54.14,BadgerysCreek,1019.3
6.2,42.0,1003.6,81.0,61.7,2010-08-11,Yes,44.42,67.0,51.08,No,NNW,11.0,NW,37.0,NW,59.9,BadgerysCreek,1009.4
0.0,51.0,1003.0,54.0,60.8,2010-08-12,No,48.379999999999995,57.0,54.68,No,WSW,31.0,WSW,26.0,WSW,59.0,BadgerysCreek,1002.2
0.0,42.0,1012.2,52.0,65.84,2010-08-13,No,46.76,,56.66,,WSW,26.0,WSW,11.0,,62.959999999999994,BadgerysCreek,1012.9
,44.0,1009.8,99.0,68.9,2010-08-14,,37.22,26.0,46.94,No,,,NW,11.0,NNW,68.0,BadgerysCreek,1014.9
0.0,38.0,1004.1,78.0,67.28,2010-08-15,No,43.7,61.0,51.8,No,N,11.0,WNW,28.0,WNW,66.38,BadgerysCreek,1006.8
0.0,37.0,1010.9,49.0,64.04,2010-08-16,No,46.04,44.0,56.48,No,W,28.0,WNW,20.0,W,63.68,BadgerysCreek,1012.4
0.0,27.0,1019.7,54.0,63.68,2010-08-17,No,36.68,28.0,50.72,No,,0.0,NE,13.0,SW,62.059999999999995,BadgerysCreek,1022.5
0.0,45.0,1011.5,84.0,67.82,2010-08-18,No,32.9,,45.14,,,0.0,NNE,20.0,,66.92,BadgerysCreek,1020.9
,30.0,1005.6,59.0,74.12,2010-08-19,,45.14,61.0,66.56,No,,,WNW,35.0,WNW,72.68,BadgerysCreek,1007.4
0.0,31.0,1011.8,45.0,64.4,2010-08-20,No,40.1,35.0,58.28,No,NNW,4.0,W,19.0,W,62.959999999999994,BadgerysCreek,1012.6
0.0,40.0,1016.1,59.0,61.7,2010-08-21,No,36.5,48.0,52.7,No,,0.0,SW,26.0,WSW,60.62,BadgerysCreek,1018.1
0.0,35.0,1020.3,63.0,64.75999999999999,2010-08-22,No,36.14,24.0,51.44,No,N,7.0,NNE,7.0,WSW,63.14,BadgerysCreek,1024.1
0.0,68.0,1011.4,87.0,57.56,2010-08-23,No,46.58,,50.54,,N,7.0,NNE,9.0,,55.94,BadgerysCreek,1017.3
,36.0,1008.5,68.0,65.66,2010-08-24,,42.8,43.0,55.4,No,,,WSW,24.0,SSW,65.12,BadgerysCreek,1013.0
0.0,30.0,1005.9,40.0,61.88,2010-08-25,No,44.42,46.0,57.02,No,WSW,4.0,WNW,22.0,WNW,59.9,BadgerysCreek,1008.4
0.0,42.0,1001.5,44.0,62.959999999999994,2010-08-26,No,47.120000000000005,57.0,56.66,No,NW,19.0,NW,31.0,WNW,59.9,BadgerysCreek,1003.5
0.0,43.0,1009.0,48.0,65.48,2010-08-27,No,41.18,48.0,57.379999999999995,No,N,13.0,WNW,30.0,WSW,61.88,BadgerysCreek,1008.6
0.0,33.0,1022.0,55.0,64.58,2010-08-28,No,39.92,30.0,54.14,No,WSW,9.0,SE,9.0,SW,62.959999999999994,BadgerysCreek,1022.3
0.0,43.0,1025.5,72.0,66.2,2010-08-29,No,36.68,31.0,52.16,No,,0.0,NNE,11.0,E,64.94,BadgerysCreek,1029.3
0.0,47.0,1023.8,67.0,67.64,2010-08-30,No,46.22,33.0,57.02,No,,0.0,NNE,7.0,E,65.3,BadgerysCreek,1027.8
0.0,44.0,1019.9,77.0,71.24000000000001,2010-08-31,No,47.48,30.0,57.379999999999995,No,,0.0,N,6.0,N,70.34,BadgerysCreek,1025.8
0.0,42.0,1013.0,76.0,77.0,2010-09-01,No,46.22,57.0,55.58,No,,0.0,NW,19.0,W,73.22,BadgerysCreek,1018.2
0.0,77.0,1014.5,92.0,65.48,2010-09-02,No,55.4,24.0,60.08,Yes,SW,9.0,ESE,11.0,S,63.32,BadgerysCreek,1016.8
4.0,82.0,1023.8,100.0,59.36,2010-09-03,Yes,51.44,24.0,52.7,Yes,SW,13.0,,0.0,SSW,57.92,BadgerysCreek,1026.9
16.4,80.0,1006.1,100.0,67.82,2010-09-04,Yes,52.34,63.0,55.94,No,,0.0,NNE,24.0,WNW,67.64,BadgerysCreek,1014.8
0.2,40.0,1011.0,50.0,68.54,2010-09-05,No,55.94,65.0,64.4,No,NW,26.0,W,33.0,WNW,66.56,BadgerysCreek,1010.2
0.0,36.0,1017.6,54.0,68.72,2010-09-06,No,44.06,50.0,58.28,No,NW,6.0,W,22.0,W,66.74000000000001,BadgerysCreek,1019.4
0.0,48.0,1023.1,64.0,64.04,2010-09-07,No,39.74,35.0,56.120000000000005,No,SSW,17.0,SSE,19.0,SSW,60.980000000000004,BadgerysCreek,1024.0
0.0,33.0,1023.3,64.0,66.02,2010-09-08,No,38.48,26.0,54.5,No,SW,11.0,N,6.0,ESE,64.94,BadgerysCreek,1027.9
0.0,75.0,1010.7,95.0,61.34,2010-09-09,No,41.18,28.0,51.8,Yes,,0.0,NNW,7.0,N,59.72,BadgerysCreek,1018.4
3.0,43.0,1001.8,100.0,74.48,2010-09-10,Yes,47.48,65.0,54.14,No,,0.0,W,31.0,W,68.0,BadgerysCreek,1004.8
0.0,29.0,1016.7,47.0,71.06,2010-09-11,No,41.36,37.0,59.72,No,WSW,19.0,S,4.0,SW,68.9,BadgerysCreek,1017.9
0.0,46.0,1017.6,70.0,69.25999999999999,2010-09-12,No,38.12,31.0,56.120000000000005,No,NW,4.0,NE,13.0,NE,67.64,BadgerysCreek,1022.9
0.0,31.0,1013.0,70.0,73.58,2010-09-13,No,50.0,48.0,61.34,No,,0.0,WSW,22.0,SW,72.14,BadgerysCreek,1016.4
0.0,99.0,1012.3,78.0,61.88,2010-09-14,No,51.44,28.0,60.980000000000004,Yes,E,6.0,SE,11.0,WSW,57.379999999999995,BadgerysCreek,1017.1
16.8,24.0,1010.1,66.0,71.24000000000001,2010-09-15,Yes,49.46,48.0,61.519999999999996,No,SW,26.0,W,30.0,WNW,69.44,BadgerysCreek,1011.2
0.0,30.0,1011.8,56.0,68.18,2010-09-16,No,47.48,52.0,57.379999999999995,No,NW,13.0,WSW,28.0,W,65.48,BadgerysCreek,1015.8
0.0,29.0,1017.7,51.0,66.38,2010-09-17,No,37.58,26.0,55.22,No,WSW,13.0,NNE,9.0,WSW,65.3,BadgerysCreek,1021.8
0.0,27.0,1013.7,59.0,71.6,2010-09-18,No,38.660000000000004,39.0,54.68,No,N,11.0,SSW,22.0,SW,70.7,BadgerysCreek,1017.9
0.0,56.0,1019.7,68.0,65.66,2010-09-19,No,41.54,24.0,56.120000000000005,No,SW,7.0,NNE,17.0,NNE,63.68,BadgerysCreek,1022.2
0.0,57.0,1022.6,63.0,69.08,2010-09-20,No,42.8,33.0,60.26,No,SSW,9.0,ESE,9.0,W,66.38,BadgerysCreek,1024.4
0.2,57.0,1021.9,72.0,76.28,2010-09-21,No,43.34,41.0,61.88,No,NNW,2.0,ENE,24.0,SE,69.08,BadgerysCreek,1023.3
0.0,56.0,1020.3,71.0,71.42,2010-09-22,No,53.24,30.0,60.62,No,NW,13.0,ENE,11.0,N,70.7,BadgerysCreek,1026.9
0.2,66.0,1022.3,76.0,68.36,2010-09-23,No,56.3,31.0,60.440000000000005,No,SE,13.0,E,17.0,E,63.14,BadgerysCreek,1025.1
0.0,46.0,1017.5,75.0,77.36,2010-09-24,No,46.94,20.0,62.959999999999994,No,N,11.0,N,6.0,NNE,75.92,BadgerysCreek,1022.6
0.0,28.0,1014.2,55.0,78.62,2010-09-25,No,41.9,26.0,63.14,No,W,2.0,SW,17.0,SW,76.64,BadgerysCreek,1016.9
0.0,30.0,1016.7,52.0,77.36,2010-09-26,No,44.78,48.0,64.04,No,N,9.0,NE,11.0,SE,77.0,BadgerysCreek,1020.8
0.0,41.0,1008.7,70.0,80.42,2010-09-27,No,45.32,46.0,61.88,No,N,7.0,W,24.0,WNW,77.0,BadgerysCreek,1014.8
0.2,22.0,1009.7,44.0,79.34,2010-09-28,No,47.3,43.0,68.36,No,NNW,11.0,WNW,26.0,SW,78.08,BadgerysCreek,1013.6
0.0,52.0,1017.6,44.0,66.2,2010-09-29,No,49.82,43.0,59.540000000000006,No,SW,20.0,SE,20.0,SW,58.28,BadgerysCreek,1017.3
0.8,34.0,1022.4,53.0,66.02,2010-09-30,No,38.839999999999996,39.0,55.4,No,W,6.0,E,13.0,NE,65.3,BadgerysCreek,1025.7
0.0,57.0,1026.3,70.0,65.84,2010-10-01,No,41.72,24.0,54.32,No,WSW,7.0,NE,13.0,ENE,62.6,BadgerysCreek,1028.9
0.0,88.0,1028.4,68.0,67.1,2010-10-02,No,50.18,61.0,64.04,Yes,ENE,6.0,ESE,19.0,ENE,58.28,BadgerysCreek,1030.3
18.6,85.0,1027.8,100.0,66.56,2010-10-03,Yes,54.32,48.0,58.1,Yes,SE,7.0,E,17.0,ESE,64.22,BadgerysCreek,1030.2
28.6,65.0,1022.9,100.0,68.9,2010-10-04,Yes,56.84,33.0,60.62,Yes,ESE,7.0,ENE,17.0,ENE,68.0,BadgerysCreek,1026.9
2.2,62.0,1020.7,95.0,76.1,2010-10-05,Yes,60.08,46.0,62.959999999999994,No,N,6.0,E,6.0,N,73.75999999999999,BadgerysCreek,1023.0
0.2,71.0,1019.0,89.0,72.68,2010-10-06,No,59.540000000000006,30.0,64.4,No,,0.0,ENE,13.0,ENE,70.16,BadgerysCreek,1022.9
0.0,69.0,1017.1,100.0,74.48,2010-10-07,No,57.2,46.0,61.16,No,N,9.0,ESE,24.0,SW,66.74000000000001,BadgerysCreek,1015.4
0.0,56.0,1021.5,80.0,70.52,2010-10-08,No,53.42,35.0,59.540000000000006,No,,0.0,ESE,17.0,ESE,67.28,BadgerysCreek,1024.3
0.0,70.0,1025.9,73.0,64.4,2010-10-09,No,56.48,24.0,59.18,No,SSE,4.0,NNW,9.0,ENE,62.059999999999995,BadgerysCreek,1027.2
0.6,49.0,1031.8,87.0,69.44,2010-10-10,No,52.7,44.0,59.18,No,E,7.0,E,26.0,E,67.82,BadgerysCreek,1032.0
0.6,60.0,1031.9,81.0,70.16,2010-10-11,No,55.04,43.0,64.58,No,ESE,9.0,NE,26.0,NE,68.18,BadgerysCreek,1033.8
