Temp3pmC,Humidity9am,MaxTempC,Rainfall,Date,Evaporation,Humidity3pm,Temp9amC,Pressure3pm,Cloud3pm,Location,RainToday,Cloud9am,RainTomorrow,MinTempC,WindGustDir,Pressure9am,WindDir9am,WindSpeed9am,WindGustSpeed,WindDir3pm,WindSpeed3pm
31.0,49.0,31.6,0.0,2013-08-07,8.0,10.0,18.1,1012.6,0.0,Katherine,No,0.0,No,8.9,ESE,1017.4,SE,17.0,41.0,SSE,20.0
31.0,49.0,31.5,0.0,2013-08-08,8.0,16.0,18.4,1012.1,0.0,Katherine,No,0.0,No,8.5,SE,1016.5,S,2.0,43.0,SE,20.0
31.4,39.0,32.1,0.0,2013-08-09,7.0,13.0,19.9,1010.9,0.0,Katherine,No,0.0,No,7.9,E,1016.0,SE,9.0,43.0,E,19.0
32.0,40.0,32.3,0.0,2013-08-10,8.0,,19.3,1011.0,0.0,Katherine,No,1.0,No,8.5,E,1015.2,SE,11.0,41.0,SE,22.0
32.7,,33.5,0.0,2013-08-11,5.8,,21.6,1010.8,0.0,Katherine,No,1.0,No,10.2,ENE,1014.8,WNW,4.0,30.0,NE,9.0
33.7,64.0,34.6,0.0,2013-08-12,6.8,16.0,24.0,1009.7,0.0,Katherine,No,0.0,No,11.3,ESE,1014.4,NE,2.0,35.0,ESE,15.0
33.6,59.0,34.7,0.0,2013-08-13,7.0,,23.0,1010.7,0.0,Katherine,No,0.0,No,12.9,E,1015.1,ENE,6.0,37.0,ESE,17.0
34.5,63.0,35.2,0.0,2013-08-14,6.8,,23.8,1010.7,0.0,Katherine,No,0.0,No,14.5,SE,1014.8,NE,4.0,35.0,SE,17.0
35.5,67.0,36.1,0.0,2013-08-15,6.6,20.0,24.8,1010.0,0.0,Katherine,No,0.0,No,15.2,E,1015.5,NNW,7.0,26.0,N,9.0
34.8,67.0,35.7,0.0,2013-08-16,6.4,31.0,26.5,1009.5,2.0,Katherine,No,0.0,No,18.5,WNW,1014.8,NW,13.0,26.0,SSE,9.0
35.0,62.0,35.7,0.0,2013-08-17,8.0,26.0,27.2,1009.9,0.0,Katherine,No,0.0,No,18.5,ENE,1014.1,N,13.0,28.0,ESE,11.0
35.0,55.0,35.6,0.0,2013-08-18,6.8,24.0,25.4,1010.9,0.0,Katherine,No,0.0,No,16.9,ESE,1015.6,ENE,13.0,41.0,E,9.0
37.0,69.0,37.1,0.0,2013-08-19,7.0,,26.0,1009.1,0.0,Katherine,No,0.0,No,17.5,NE,1014.7,NW,2.0,44.0,ENE,19.0
36.0,70.0,37.2,0.0,2013-08-20,8.8,,25.0,1009.3,0.0,Katherine,No,0.0,No,17.5,E,1014.0,WNW,7.0,44.0,E,19.0
36.0,62.0,37.0,0.0,2013-08-21,8.0,23.0,26.1,1009.4,1.0,Katherine,No,0.0,No,18.1,E,1013.7,WNW,7.0,31.0,E,15.0
32.0,56.0,33.3,0.0,2013-08-22,7.8,38.0,24.7,1011.3,5.0,Katherine,No,2.0,No,20.6,SSE,1015.3,ESE,13.0,31.0,SSE,15.0
31.0,22.0,32.4,0.0,2013-08-23,9.6,10.0,23.1,1013.7,0.0,Katherine,No,0.0,No,16.4,ESE,1017.6,ESE,19.0,46.0,ESE,17.0
30.4,44.0,31.3,0.0,2013-08-24,9.4,10.0,21.3,1013.7,0.0,Katherine,No,1.0,No,11.8,ESE,1018.8,SE,15.0,44.0,ESE,19.0
31.6,35.0,32.6,0.0,2013-08-25,8.6,30.0,20.3,1013.1,0.0,Katherine,No,0.0,No,8.4,SE,1018.1,SE,15.0,39.0,E,17.0
33.7,,34.0,0.0,2013-08-26,7.8,,23.5,1012.6,0.0,Katherine,No,0.0,No,15.5,ENE,1017.5,E,15.0,46.0,SE,19.0
34.1,,34.4,0.0,2013-08-27,7.6,,24.5,1012.8,0.0,Katherine,No,0.0,No,15.9,E,1017.6,E,7.0,39.0,SE,20.0
34.0,59.0,35.0,0.0,2013-08-28,8.0,18.0,24.3,1011.4,2.0,Katherine,No,0.0,No,14.4,E,1016.5,SW,2.0,28.0,SSE,15.0
35.0,55.0,35.8,0.0,2013-08-29,8.0,23.0,26.5,1010.6,0.0,Katherine,No,0.0,No,16.0,ENE,1016.1,N,13.0,33.0,E,20.0
34.3,69.0,35.6,0.0,2013-08-30,8.0,29.0,27.0,1011.5,3.0,Katherine,No,1.0,No,18.3,ESE,1016.3,NNW,9.0,26.0,ESE,17.0
35.0,64.0,36.6,0.0,2013-08-31,6.2,,27.4,1011.1,0.0,Katherine,No,0.0,No,19.4,SE,1015.8,WNW,9.0,43.0,S,17.0
36.5,59.0,37.2,0.0,2013-09-01,8.6,21.0,27.5,1011.7,0.0,Katherine,No,0.0,No,18.5,ESE,1016.5,W,7.0,54.0,ESE,24.0
34.0,45.0,34.6,0.0,2013-09-02,10.4,23.0,25.5,1012.5,0.0,Katherine,No,0.0,No,15.3,ENE,1017.9,E,15.0,52.0,ENE,28.0
34.0,64.0,34.5,0.0,2013-09-03,9.5,25.0,24.0,1012.7,0.0,Katherine,No,0.0,No,16.7,E,1017.4,NE,9.0,50.0,ESE,28.0
32.8,60.0,33.6,0.0,2013-09-04,10.7,27.0,23.5,1012.7,4.0,Katherine,No,0.0,No,17.2,E,1017.1,SE,7.0,59.0,ENE,22.0
32.2,63.0,33.2,0.0,2013-09-05,10.4,27.0,23.2,1012.7,5.0,Katherine,No,0.0,No,15.7,E,1017.1,E,13.0,59.0,ESE,28.0
31.6,61.0,33.3,0.0,2013-09-06,8.8,51.0,23.6,1012.4,4.0,Katherine,No,0.0,No,15.7,E,1017.5,E,15.0,56.0,E,20.0
32.8,49.0,33.7,0.0,2013-09-07,9.4,27.0,24.6,1011.9,1.0,Katherine,No,0.0,No,15.2,ENE,1016.9,E,15.0,41.0,E,24.0
33.9,45.0,34.9,0.0,2013-09-08,10.0,21.0,25.2,1010.8,1.0,Katherine,No,0.0,No,17.9,SE,1016.7,NE,7.0,35.0,E,9.0
35.0,50.0,35.5,0.0,2013-09-09,9.2,24.0,28.0,1009.8,5.0,Katherine,No,1.0,No,23.4,SSE,1016.1,NNE,13.0,31.0,SSE,11.0
35.0,73.0,36.0,0.0,2013-09-10,8.0,32.0,27.1,1008.7,4.0,Katherine,No,0.0,No,20.8,N,1013.8,NNW,9.0,28.0,SSE,9.0
36.8,64.0,37.8,0.0,2013-09-11,7.7,92.0,27.4,1009.1,4.0,Katherine,No,3.0,No,22.2,ESE,1014.2,NW,11.0,33.0,N,7.0
36.9,63.0,37.9,0.0,2013-09-12,8.0,21.0,28.3,1009.2,3.0,Katherine,No,5.0,No,21.4,E,1015.4,WNW,13.0,30.0,ENE,11.0
36.5,54.0,37.6,0.0,2013-09-13,8.8,28.0,29.2,1008.4,3.0,Katherine,No,0.0,No,22.6,NW,1014.5,NNW,15.0,26.0,W,11.0
38.0,70.0,38.2,0.0,2013-09-14,8.0,24.0,28.5,1007.2,2.0,Katherine,No,0.0,No,22.5,NW,1013.1,NNW,9.0,30.0,WNW,15.0
36.4,66.0,37.7,0.0,2013-09-15,8.8,47.0,28.7,1007.7,5.0,Katherine,No,5.0,No,25.4,WNW,1013.1,NNW,17.0,28.0,NE,9.0
36.7,66.0,38.0,0.0,2013-09-16,8.0,27.0,28.7,1006.4,3.0,Katherine,No,1.0,No,23.9,NW,1011.8,WNW,17.0,33.0,NW,7.0
36.8,65.0,38.0,0.0,2013-09-17,8.4,35.0,28.8,1005.9,4.0,Katherine,No,6.0,No,26.6,NE,1011.3,NNW,13.0,41.0,SE,13.0
33.2,59.0,36.3,0.0,2013-09-18,8.0,40.0,30.0,1006.6,6.0,Katherine,No,4.0,No,26.1,NNW,1010.0,N,11.0,50.0,WNW,9.0
36.1,68.0,38.0,0.0,2013-09-19,7.4,32.0,29.0,1006.3,4.0,Katherine,No,7.0,No,23.9,NW,1010.9,NW,7.0,28.0,SW,7.0
39.0,39.0,39.4,0.0,2013-09-20,5.8,22.0,31.9,1006.5,4.0,Katherine,No,1.0,No,25.1,NW,1011.1,NW,15.0,33.0,NE,11.0
,52.0,38.9,0.0,2013-09-21,10.2,,29.0,1007.6,,Katherine,No,7.0,No,26.9,NW,1011.8,NNW,7.0,39.0,NNW,9.0
31.1,65.0,33.6,0.0,2013-09-22,8.0,47.0,27.0,1009.1,6.0,Katherine,No,7.0,No,25.4,W,1013.4,SW,17.0,33.0,W,7.0
38.1,54.0,39.0,0.0,2013-09-23,3.2,24.0,30.1,1006.8,4.0,Katherine,No,0.0,No,21.7,ENE,1012.6,NW,9.0,39.0,WSW,11.0
38.0,50.0,38.9,0.0,2013-09-24,8.0,20.0,28.5,1008.3,3.0,Katherine,No,4.0,No,24.0,N,1013.4,N,7.0,33.0,NNW,17.0
37.4,54.0,38.9,0.0,2013-09-25,8.0,24.0,29.0,1009.2,1.0,Katherine,No,1.0,No,23.2,E,1014.1,NNE,13.0,30.0,NNE,13.0
37.9,64.0,38.6,0.0,2013-09-26,9.6,,28.3,1008.6,1.0,Katherine,No,1.0,No,21.0,E,1013.5,NW,15.0,31.0,ESE,17.0
37.0,56.0,37.9,0.0,2013-09-27,9.0,31.0,29.0,1007.3,2.0,Katherine,No,0.0,No,21.2,WNW,1012.7,N,13.0,28.0,NW,7.0
,62.0,37.2,0.0,2013-09-28,10.0,,28.5,1006.9,,Katherine,No,3.0,No,21.7,NE,1011.8,N,13.0,37.0,ENE,15.0
37.8,61.0,38.1,0.0,2013-09-29,8.0,34.0,29.3,1006.8,1.0,Katherine,No,3.0,No,22.5,E,1013.1,NE,13.0,39.0,ENE,22.0
38.5,62.0,39.0,0.0,2013-09-30,11.2,25.0,29.0,1007.2,1.0,Katherine,No,0.0,No,19.3,ENE,1013.0,NNW,11.0,44.0,ESE,20.0
39.2,61.0,39.5,0.0,2013-10-01,9.8,25.0,29.0,1008.6,1.0,Katherine,No,0.0,No,21.0,ENE,1014.5,NNW,9.0,39.0,ENE,24.0
39.0,55.0,40.1,0.0,2013-10-02,10.2,23.0,30.2,1008.8,2.0,Katherine,No,0.0,No,21.6,SE,1013.9,W,7.0,35.0,SE,17.0
35.3,63.0,38.4,0.2,2013-10-03,10.6,36.0,30.3,1008.4,6.0,Katherine,No,2.0,No,26.9,SE,1014.0,W,9.0,67.0,S,17.0
37.0,36.0,38.1,0.0,2013-10-04,9.8,13.0,30.1,1007.8,0.0,Katherine,No,0.0,No,20.9,ESE,1014.0,E,30.0,43.0,ESE,13.0
38.0,56.0,38.5,0.0,2013-10-05,12.8,13.0,28.5,1006.4,0.0,Katherine,No,0.0,No,18.9,WSW,1012.4,NW,11.0,26.0,ENE,11.0
38.0,52.0,38.5,0.0,2013-10-06,8.0,59.0,29.6,1006.5,0.0,Katherine,No,0.0,No,22.9,NNE,1012.1,NNW,15.0,39.0,S,9.0
38.4,48.0,39.0,0.0,2013-10-07,8.6,21.0,31.0,1006.4,4.0,Katherine,No,0.0,No,24.8,NNE,1011.2,NW,11.0,43.0,SSE,13.0
37.6,62.0,39.6,0.0,2013-10-08,9.6,33.0,29.4,1007.1,6.0,Katherine,No,6.0,No,27.2,NNW,1012.1,WNW,15.0,35.0,SSW,20.0
40.8,39.0,41.5,0.0,2013-10-09,8.0,21.0,31.7,1006.8,3.0,Katherine,No,3.0,No,25.9,N,1012.7,WNW,17.0,33.0,ESE,17.0
39.9,35.0,40.7,0.0,2013-10-10,10.2,21.0,34.0,1007.0,4.0,Katherine,No,0.0,No,26.9,ENE,1012.4,NNW,11.0,31.0,W,7.0
39.2,52.0,39.5,0.0,2013-10-11,12.0,21.0,30.1,1006.6,4.0,Katherine,No,2.0,No,24.6,SE,1011.8,N,9.0,31.0,NW,17.0
39.4,47.0,40.1,0.0,2013-10-12,9.6,17.0,30.0,1005.7,2.0,Katherine,No,3.0,No,24.1,SE,1011.8,NW,15.0,41.0,ESE,28.0
40.0,57.0,40.8,0.0,2013-10-13,12.0,23.0,30.5,1006.1,0.0,Katherine,No,0.0,No,26.4,E,1011.1,NNW,13.0,48.0,E,19.0
26.8,62.0,37.0,0.0,2013-10-14,8.6,86.0,30.5,1008.5,6.0,Katherine,No,7.0,Yes,27.3,NE,1014.0,E,6.0,50.0,,0.0
35.0,64.0,35.5,12.0,2013-10-15,6.6,37.0,29.0,1010.4,6.0,Katherine,Yes,7.0,Yes,23.5,NNE,1015.0,SE,7.0,48.0,SSW,17.0
35.0,56.0,37.6,2.2,2013-10-16,6.2,93.0,30.0,1009.7,6.0,Katherine,Yes,7.0,No,24.1,SSW,1014.7,S,11.0,46.0,S,30.0
38.0,67.0,,0.0,2013-10-17,10.8,30.0,29.7,1008.1,6.0,Katherine,No,7.0,No,25.2,NNE,1013.5,NNW,15.0,33.0,SSE,9.0
35.0,,39.9,0.0,2013-10-18,,93.0,,1007.8,4.0,Katherine,No,,No,,ESE,1013.1,N,13.0,41.0,ESE,22.0
39.0,57.0,39.8,0.0,2013-10-19,20.0,29.0,31.1,1007.5,3.0,Katherine,No,1.0,No,23.5,ENE,1013.1,WNW,7.0,43.0,SE,24.0
,60.0,40.8,0.0,2013-10-20,8.6,,31.0,1006.0,,Katherine,No,1.0,No,26.3,E,1012.1,W,7.0,43.0,ENE,11.0
38.2,56.0,39.6,0.0,2013-10-21,11.2,30.0,31.4,1006.0,3.0,Katherine,No,3.0,No,25.0,SE,1012.0,NNW,11.0,37.0,ESE,4.0
38.0,58.0,40.0,0.0,2013-10-22,8.0,66.0,31.3,1006.3,4.0,Katherine,No,1.0,No,27.5,NW,1010.9,NNW,11.0,39.0,WSW,9.0
36.5,66.0,37.9,0.0,2013-10-23,10.0,48.0,30.5,1006.5,6.0,Katherine,No,2.0,No,27.6,NW,1011.3,WNW,9.0,31.0,E,9.0
36.0,63.0,39.3,0.0,2013-10-24,9.4,38.0,30.2,1006.8,5.0,Katherine,No,4.0,No,24.7,ESE,1011.8,NW,11.0,39.0,SSE,17.0
38.5,25.0,39.5,0.0,2013-10-25,10.0,18.0,31.8,1008.5,2.0,Katherine,No,2.0,No,26.2,ESE,1013.9,SE,17.0,46.0,SSE,22.0
41.0,48.0,41.3,0.0,2013-10-26,9.4,8.0,32.0,1008.5,4.0,Katherine,No,3.0,No,23.0,ENE,1014.1,S,6.0,44.0,E,31.0
36.0,60.0,40.5,0.0,2013-10-27,13.6,38.0,32.1,1007.6,6.0,Katherine,No,3.0,No,28.1,E,1013.7,N,9.0,37.0,ENE,15.0
38.3,58.0,39.0,0.0,2013-10-28,12.0,23.0,31.2,1008.1,5.0,Katherine,No,2.0,No,24.9,NE,1013.4,N,15.0,37.0,ENE,19.0
37.3,62.0,39.5,0.0,2013-10-29,8.0,26.0,30.5,1007.5,5.0,Katherine,No,0.0,No,25.0,ESE,1013.9,W,7.0,33.0,SE,19.0
39.1,53.0,39.6,0.0,2013-10-30,8.8,27.0,31.8,1007.4,4.0,Katherine,No,1.0,No,25.6,SSW,1013.2,NW,17.0,37.0,SSE,11.0
40.0,66.0,40.5,0.0,2013-10-31,9.2,65.0,31.5,1007.1,5.0,Katherine,No,0.0,No,26.3,ENE,1012.6,NNW,13.0,35.0,SE,17.0
40.0,55.0,40.9,0.0,2013-11-01,12.0,16.0,31.5,1007.5,4.0,Katherine,No,0.0,No,24.4,ENE,1012.7,SE,6.0,46.0,ESE,20.0
40.5,56.0,41.0,0.0,2013-11-02,11.6,62.0,31.8,1006.9,1.0,Katherine,No,0.0,No,25.1,SSE,1012.7,WNW,9.0,39.0,ESE,11.0
41.0,60.0,,0.0,2013-11-03,9.2,21.0,31.0,1006.7,4.0,Katherine,No,5.0,No,26.9,NE,1011.9,N,19.0,33.0,SW,9.0
38.0,,,0.0,2013-11-04,,32.0,,1007.2,5.0,Katherine,No,,No,,ESE,1012.1,NW,15.0,59.0,E,15.0
39.6,,41.0,0.0,2013-11-05,,24.0,,1007.1,3.0,Katherine,No,,No,,ENE,1012.2,SW,9.0,44.0,ESE,24.0
40.2,65.0,40.3,0.0,2013-11-06,30.6,21.0,30.6,1006.4,2.0,Katherine,No,2.0,No,23.4,ENE,1012.2,N,11.0,43.0,SE,24.0
38.8,62.0,40.3,0.0,2013-11-07,12.0,26.0,29.8,1005.1,4.0,Katherine,No,3.0,No,25.0,E,1011.0,NW,17.0,30.0,SW,11.0
38.0,62.0,39.8,0.0,2013-11-08,12.0,32.0,31.2,1004.7,4.0,Katherine,No,4.0,No,27.6,NNW,1010.6,NNW,19.0,33.0,SE,11.0
40.0,56.0,40.8,0.0,2013-11-09,11.2,26.0,32.5,1005.1,6.0,Katherine,No,0.0,No,27.7,NNW,1010.2,NW,15.0,33.0,E,11.0
38.8,58.0,39.4,0.0,2013-11-10,8.0,38.0,30.0,1004.2,5.0,Katherine,No,3.0,Yes,26.4,SE,1010.4,W,13.0,44.0,S,19.0
33.0,70.0,38.6,16.4,2013-11-11,10.6,45.0,29.1,1003.3,7.0,Katherine,Yes,4.0,Yes,24.4,SW,1009.1,N,2.0,44.0,S,9.0
39.0,69.0,39.5,5.4,2013-11-12,13.4,25.0,27.9,1003.0,6.0,Katherine,Yes,5.0,No,24.2,ESE,1008.8,SSE,6.0,50.0,NNE,17.0
33.3,70.0,36.5,0.4,2013-11-13,8.4,,27.8,1005.2,7.0,Katherine,No,7.0,Yes,24.6,ENE,1009.5,W,13.0,41.0,W,13.0
35.0,85.0,38.8,6.6,2013-11-14,6.6,68.0,29.5,1006.2,5.0,Katherine,Yes,1.0,Yes,24.5,E,1011.3,E,11.0,48.0,ENE,20.0
35.0,69.0,37.8,9.2,2013-11-15,10.0,37.0,29.5,1006.3,5.0,Katherine,Yes,2.0,No,24.5,ENE,1010.8,E,7.0,48.0,ESE,22.0
40.0,64.0,40.0,0.0,2013-11-16,10.0,23.0,30.8,1003.7,4.0,Katherine,No,1.0,No,26.7,NNW,1008.7,WNW,13.0,39.0,NE,19.0
39.5,64.0,40.4,0.0,2013-11-17,8.0,31.0,32.0,1001.4,5.0,Katherine,No,1.0,Yes,27.4,S,1007.9,W,24.0,72.0,NW,9.0
37.1,64.0,39.0,19.4,2013-11-18,14.0,99.0,30.4,1001.1,6.0,Katherine,Yes,2.0,No,23.1,WNW,1006.7,NW,13.0,48.0,WNW,20.0
37.5,71.0,38.4,0.0,2013-11-19,6.3,37.0,29.0,1002.6,6.0,Katherine,No,6.0,No,25.5,NE,1008.4,SE,13.0,46.0,NW,7.0
26.0,77.0,34.5,0.0,2013-11-20,8.0,84.0,27.0,1005.5,8.0,Katherine,No,8.0,No,25.8,WSW,1009.3,E,11.0,61.0,W,28.0
37.0,70.0,37.6,0.6,2013-11-21,4.6,35.0,29.2,1002.9,4.0,Katherine,No,2.0,No,24.2,NNE,1007.7,WNW,6.0,39.0,N,13.0
25.7,69.0,35.7,0.0,2013-11-22,8.0,87.0,29.6,1004.6,8.0,Katherine,No,6.0,Yes,26.0,W,1008.3,WSW,13.0,35.0,W,20.0
35.0,78.0,35.5,2.8,2013-11-23,3.8,47.0,28.2,1001.6,6.0,Katherine,Yes,8.0,No,25.3,NNE,1007.9,E,17.0,72.0,WNW,11.0
26.0,83.0,29.5,0.4,2013-11-24,5.4,92.0,27.8,1004.3,7.0,Katherine,No,8.0,Yes,25.1,WNW,1007.3,WNW,6.0,52.0,SE,7.0
32.7,86.0,33.5,23.2,2013-11-25,1.0,95.0,26.7,1001.4,7.0,Katherine,Yes,7.0,Yes,23.1,SSW,1005.3,ESE,6.0,57.0,W,9.0
36.4,83.0,36.7,11.0,2013-11-26,4.0,54.0,28.8,1000.4,7.0,Katherine,Yes,4.0,Yes,24.0,S,1005.6,W,15.0,56.0,NE,11.0
34.0,83.0,34.4,42.4,2013-11-27,9.2,62.0,27.2,1002.6,6.0,Katherine,Yes,3.0,Yes,23.5,SW,1007.1,WNW,11.0,44.0,NW,13.0
36.1,83.0,,4.2,2013-11-28,5.0,50.0,28.5,1002.6,4.0,Katherine,Yes,8.0,,25.2,WSW,1007.3,NW,20.0,39.0,W,20.0
35.1,,37.0,,2013-11-29,,62.0,,1003.5,4.0,Katherine,,,No,,SSE,1007.6,WNW,19.0,57.0,WNW,19.0
37.0,73.0,37.4,1.0,2013-11-30,13.0,41.0,30.6,1003.0,6.0,Katherine,No,4.0,Yes,24.1,SSE,1008.2,WNW,15.0,94.0,WNW,13.0
35.8,75.0,36.9,35.4,2013-12-01,11.4,48.0,28.3,1005.1,3.0,Katherine,Yes,1.0,Yes,22.7,NNW,1009.6,SSE,4.0,37.0,NW,9.0
33.1,77.0,33.6,8.0,2013-12-02,12.0,62.0,29.6,1006.7,7.0,Katherine,Yes,5.0,Yes,25.9,E,1010.3,NNW,13.0,57.0,WNW,11.0
34.0,84.0,35.0,7.0,2013-12-03,2.8,86.0,27.0,1006.5,3.0,Katherine,Yes,8.0,No,24.1,ENE,1010.9,E,7.0,50.0,WSW,7.0
36.0,78.0,37.0,0.0,2013-12-04,4.0,43.0,29.5,1004.0,6.0,Katherine,No,1.0,Yes,24.5,W,1008.5,NNW,6.0,37.0,NNE,9.0
33.0,94.0,34.7,16.0,2013-12-05,8.8,59.0,25.5,1004.0,6.0,Katherine,Yes,6.0,Yes,23.5,SSW,1007.5,WSW,2.0,72.0,SW,17.0
35.0,78.0,35.7,25.8,2013-12-06,7.4,42.0,27.4,1006.5,6.0,Katherine,Yes,1.0,No,23.1,ESE,1009.7,SE,15.0,37.0,E,15.0
36.0,64.0,37.7,0.0,2013-12-07,8.0,63.0,31.0,1007.0,4.0,Katherine,No,0.0,No,24.9,ESE,1010.4,NE,9.0,39.0,E,15.0
38.0,63.0,38.3,0.0,2013-12-08,8.0,94.0,31.3,1006.5,4.0,Katherine,No,1.0,No,23.9,E,1010.0,NNW,6.0,35.0,ESE,19.0
36.0,76.0,36.5,0.0,2013-12-09,8.0,43.0,29.9,1005.5,6.0,Katherine,No,6.0,No,25.7,NW,1009.7,WNW,13.0,22.0,WSW,9.0
37.5,69.0,38.7,0.0,2013-12-10,4.0,41.0,31.2,1003.7,2.0,Katherine,No,1.0,No,25.6,WNW,1007.8,NNW,19.0,28.0,WNW,7.0
38.0,82.0,38.6,0.0,2013-12-11,8.0,50.0,30.7,1004.2,4.0,Katherine,No,6.0,No,27.6,NNW,1008.7,NNW,9.0,22.0,E,9.0
37.0,80.0,38.4,0.0,2013-12-12,8.0,48.0,31.3,1004.3,5.0,Katherine,No,3.0,No,25.8,WSW,1008.1,NW,13.0,26.0,WNW,11.0
34.0,64.0,38.6,0.1,2013-12-13,8.9,80.0,31.3,1004.2,6.0,Katherine,No,3.0,No,26.7,N,1008.2,N,7.0,37.0,NE,24.0
37.0,80.0,38.8,0.0,2013-12-14,9.0,39.0,31.0,1004.2,7.0,Katherine,No,3.0,No,25.9,NE,1009.7,WSW,7.0,41.0,SSW,15.0
38.0,64.0,38.7,0.0,2013-12-15,7.6,32.0,29.6,1004.3,4.0,Katherine,No,4.0,No,25.5,NE,1008.5,NNW,6.0,57.0,SSW,6.0
37.0,56.0,38.0,0.0,2013-12-16,8.0,53.0,31.8,1004.4,6.0,Katherine,No,2.0,Yes,25.0,SSW,1008.5,N,11.0,37.0,NNE,13.0
36.2,71.0,37.0,19.4,2013-12-17,10.4,61.0,29.1,1004.6,7.0,Katherine,Yes,1.0,No,22.7,SW,1009.4,S,19.0,37.0,SE,17.0
36.0,72.0,37.5,0.0,2013-12-18,6.4,34.0,31.5,1006.0,6.0,Katherine,No,2.0,No,23.8,,1009.8,ENE,7.0,,ESE,15.0
38.2,71.0,38.2,0.0,2013-12-19,6.2,51.0,28.9,1006.0,4.0,Katherine,No,0.0,Yes,22.7,ENE,1009.7,ESE,4.0,39.0,ENE,20.0
36.6,73.0,37.0,5.8,2013-12-20,9.6,45.0,29.9,1005.8,6.0,Katherine,Yes,4.0,No,,SE,1010.3,SSW,7.0,31.0,ESE,13.0
37.0,66.0,37.8,0.0,2013-12-21,8.0,93.0,32.3,1005.1,5.0,Katherine,No,2.0,No,24.8,N,1009.3,NW,9.0,31.0,SSE,11.0
35.0,76.0,37.3,0.0,2013-12-22,7.2,100.0,29.0,1004.6,4.0,Katherine,No,7.0,No,25.4,N,1009.4,NNW,4.0,39.0,NE,9.0
35.0,64.0,37.5,0.0,2013-12-23,8.0,100.0,30.3,1005.3,6.0,Katherine,No,2.0,No,25.2,NW,1009.3,NE,9.0,31.0,ESE,9.0
34.0,76.0,35.1,0.0,2013-12-24,8.0,98.0,29.9,1004.1,6.0,Katherine,No,3.0,Yes,26.0,N,1009.7,S,11.0,43.0,W,9.0
30.9,100.0,35.7,4.4,2013-12-25,6.0,,27.4,1004.3,7.0,Katherine,Yes,7.0,Yes,25.1,E,1009.4,NE,7.0,46.0,E,11.0
27.8,97.0,29.1,15.6,2013-12-26,6.2,87.0,27.0,1007.8,8.0,Katherine,Yes,8.0,No,24.1,SE,1010.1,SE,15.0,24.0,WSW,11.0
32.3,78.0,,0.4,2013-12-27,0.8,60.0,27.9,1005.5,8.0,Katherine,No,8.0,,24.7,W,1008.9,ESE,7.0,24.0,WNW,15.0
34.0,,34.9,,2013-12-28,,51.0,,1005.4,5.0,Katherine,,,Yes,,NE,1009.2,NW,9.0,41.0,WNW,11.0
33.0,87.0,33.7,27.8,2013-12-29,11.8,55.0,25.5,1006.3,6.0,Katherine,Yes,7.0,No,23.4,N,1010.0,N,7.0,31.0,SSE,11.0
36.0,75.0,37.2,0.0,2013-12-30,4.0,100.0,30.0,1006.8,4.0,Katherine,No,1.0,No,24.7,NW,1010.1,SW,9.0,33.0,NNW,13.0
31.8,71.0,36.3,0.2,2013-12-31,7.6,69.0,30.1,1006.1,3.0,Katherine,No,1.0,Yes,25.4,SW,1009.8,W,2.0,28.0,NNW,15.0
32.1,72.0,37.8,3.2,2014-01-01,6.2,65.0,29.9,1005.3,2.0,Katherine,Yes,0.0,No,24.9,NW,1008.8,WNW,13.0,24.0,NNE,6.0
37.3,74.0,38.9,0.0,2014-01-02,6.2,62.0,30.7,1006.0,2.0,Katherine,No,2.0,No,26.8,SW,1009.9,WNW,11.0,28.0,NW,9.0
36.0,75.0,37.3,0.0,2014-01-03,8.0,100.0,30.5,1005.3,4.0,Katherine,No,6.0,Yes,27.8,SE,1009.8,WNW,19.0,76.0,W,19.0
,77.0,36.4,20.6,2014-01-04,10.2,,27.0,1004.5,,Katherine,Yes,6.0,No,22.0,WNW,1008.6,NNW,7.0,33.0,N,9.0
36.0,67.0,36.9,0.0,2014-01-05,7.4,43.0,29.0,1004.3,6.0,Katherine,No,6.0,No,24.6,NNE,1007.9,SW,7.0,41.0,NW,7.0
36.0,74.0,37.5,0.0,2014-01-06,5.4,48.0,28.7,1005.4,6.0,Katherine,No,3.0,No,24.9,SE,1009.1,SW,6.0,30.0,SE,13.0
38.0,46.0,38.2,0.0,2014-01-07,6.0,17.0,29.5,1003.8,5.0,Katherine,No,0.0,No,20.5,ESE,1007.7,SE,13.0,37.0,SSE,20.0
40.0,45.0,40.0,0.0,2014-01-08,8.0,46.0,29.2,1002.1,0.0,Katherine,No,1.0,No,20.3,SE,1006.0,S,6.0,28.0,ESE,15.0
39.5,96.0,40.6,0.0,2014-01-09,9.4,24.0,29.0,1001.9,2.0,Katherine,No,2.0,No,20.0,E,1006.0,,0.0,54.0,WNW,13.0
36.2,65.0,37.6,0.0,2014-01-10,9.0,54.0,30.0,1004.6,6.0,Katherine,No,5.0,No,25.3,WSW,1008.9,E,6.0,65.0,W,13.0
30.1,64.0,35.4,0.6,2014-01-11,6.6,69.0,30.4,1004.8,6.0,Katherine,No,5.0,Yes,24.0,ESE,1009.0,E,13.0,70.0,SE,15.0
34.7,77.0,35.1,4.4,2014-01-12,5.6,46.0,28.0,1002.5,6.0,Katherine,Yes,4.0,Yes,22.9,SE,1006.9,SSE,9.0,57.0,SE,17.0
