pressure.9.am,location,temp.9.am.c,rainfall,pressure.3.pm,humidity.3.pm,evaporation,min.temp.c,wind.dir.3.pm,wind.speed.9.am,wind.dir.9.am,rain.today,cloud.3.pm,temp.3.pm.c,cloud.9.am,rain.tomorrow,humidity.9.am,sunshine,wind.speed.3.pm,wind.gust.dir,wind.gust.speed,max.temp.c,date
1029.3,Perth,11.7,0.0,1025.4,37.0,4.4,2.4,NNE,4.0,ENE,No,1.0,17.8,1.0,No,60.0,10.7,9.0,SSW,26.0,18.2,2010-09-13
1027.8,Perth,13.7,0.0,1023.7,38.0,4.0,3.9,SSW,7.0,E,No,1.0,17.9,1.0,No,58.0,10.8,17.0,SW,35.0,19.3,2010-09-14
1025.3,Perth,13.5,0.0,1021.7,39.0,4.0,5.3,SSW,11.0,ESE,No,1.0,20.5,0.0,No,53.0,10.8,17.0,SSW,35.0,22.0,2010-09-15
1025.6,Perth,15.6,0.0,1023.7,28.0,5.4,11.5,E,17.0,E,No,2.0,23.6,2.0,No,50.0,11.0,15.0,E,43.0,24.3,2010-09-16
1030.9,Perth,15.0,0.0,1028.3,33.0,7.4,11.2,ESE,17.0,E,No,1.0,21.6,1.0,No,60.0,10.9,13.0,ENE,37.0,21.8,2010-09-17
1032.9,Perth,13.6,0.0,1029.9,34.0,5.4,9.1,ESE,15.0,ENE,No,8.0,18.4,8.0,No,57.0,3.3,9.0,E,31.0,18.8,2010-09-18
1032.8,Perth,14.3,0.0,1027.8,25.0,4.2,8.6,E,9.0,E,No,0.0,22.4,0.0,No,54.0,11.0,15.0,E,33.0,23.1,2010-09-19
1030.7,Perth,17.0,0.0,1026.3,26.0,5.0,9.3,ENE,20.0,NE,No,2.0,23.0,1.0,No,45.0,10.0,15.0,ENE,39.0,23.9,2010-09-20
1029.0,Perth,17.5,0.0,1025.5,21.0,2.8,7.4,SSE,19.0,NE,No,0.0,24.8,1.0,No,36.0,11.2,7.0,NNE,33.0,25.3,2010-09-21
1028.6,Perth,18.2,0.0,1024.9,20.0,7.0,4.9,NNE,9.0,ENE,No,0.0,26.5,1.0,No,35.0,11.2,9.0,S,26.0,26.7,2010-09-22
1025.4,Perth,20.7,0.0,1023.1,22.0,5.6,6.1,WSW,13.0,NNE,No,1.0,26.4,0.0,No,30.0,10.6,13.0,NNE,33.0,28.2,2010-09-23
1023.8,Perth,18.4,0.0,1021.6,51.0,5.0,6.7,SW,4.0,N,No,1.0,22.9,1.0,No,51.0,10.6,15.0,SW,30.0,25.9,2010-09-24
1024.1,Perth,18.6,0.0,1020.0,47.0,5.4,11.0,WSW,9.0,E,No,0.0,24.2,0.0,No,67.0,11.1,17.0,SSW,31.0,26.9,2010-09-25
1023.3,Perth,17.5,0.0,1020.8,50.0,3.2,9.1,SW,15.0,SSE,No,1.0,20.8,1.0,No,57.0,11.0,24.0,SW,41.0,21.7,2010-09-26
1024.0,Perth,17.0,0.0,1020.2,44.0,7.8,12.1,SE,15.0,E,No,1.0,22.6,3.0,No,65.0,10.6,11.0,E,30.0,23.1,2010-09-27
1022.4,Perth,16.5,0.0,1018.1,28.0,3.2,10.5,SE,11.0,E,No,0.0,26.7,0.0,No,49.0,11.3,11.0,ENE,30.0,27.4,2010-09-28
1017.9,Perth,22.0,0.0,1012.8,22.0,7.2,13.6,S,15.0,NE,No,3.0,28.0,5.0,No,32.0,9.3,17.0,SSE,33.0,29.0,2010-09-29
1011.1,Perth,19.2,0.0,1009.6,34.0,9.4,18.2,SE,9.0,SE,No,7.0,24.4,7.0,No,41.0,1.5,9.0,SE,33.0,25.0,2010-09-30
1010.8,Perth,19.5,0.0,1009.8,38.0,2.8,10.5,WSW,9.0,E,No,1.0,22.9,0.0,No,42.0,11.1,15.0,SW,30.0,25.8,2010-10-01
1015.7,Perth,17.7,0.0,1016.2,55.0,4.0,14.1,WSW,22.0,SW,No,6.0,18.2,6.0,No,48.0,8.3,17.0,SW,43.0,20.5,2010-10-02
1022.9,Perth,17.1,0.0,1020.7,44.0,5.2,7.3,SW,6.0,E,No,1.0,20.5,1.0,No,55.0,11.1,17.0,SSW,35.0,21.1,2010-10-03
1024.5,Perth,17.8,0.0,1020.8,50.0,6.0,7.7,SW,11.0,SSE,No,1.0,21.2,5.0,No,61.0,10.8,19.0,SW,39.0,22.9,2010-10-04
1023.0,Perth,17.2,0.0,1021.4,65.0,5.2,11.3,SW,15.0,S,No,5.0,20.0,5.0,No,58.0,10.2,24.0,SW,48.0,22.2,2010-10-05
1028.5,Perth,15.0,0.0,1025.3,20.0,5.6,10.0,SE,15.0,E,No,0.0,23.6,0.0,No,39.0,11.2,11.0,ENE,37.0,23.8,2010-10-06
1027.3,Perth,18.6,0.0,1022.0,15.0,8.2,11.1,E,11.0,ENE,No,0.0,28.0,0.0,No,37.0,11.5,11.0,NE,28.0,28.2,2010-10-07
1020.2,Perth,22.8,0.0,1015.2,12.0,8.0,9.1,W,17.0,NE,No,0.0,30.3,0.0,No,21.0,11.5,11.0,NE,30.0,30.7,2010-10-08
1009.6,Perth,26.1,0.0,1007.7,54.0,5.8,10.3,W,11.0,NNE,No,1.0,24.4,0.0,Yes,24.0,11.2,15.0,W,30.0,27.5,2010-10-09
1010.4,Perth,17.7,5.0,1012.2,64.0,7.6,15.4,WSW,11.0,W,Yes,6.0,16.8,7.0,No,66.0,5.1,26.0,SW,46.0,20.7,2010-10-10
1022.8,Perth,15.0,1.0,1021.2,41.0,2.8,6.7,SW,15.0,SSE,No,3.0,18.4,5.0,No,44.0,11.6,24.0,SW,41.0,19.3,2010-10-11
1023.9,Perth,16.4,0.0,1019.9,41.0,5.2,6.3,SSW,9.0,E,No,1.0,20.9,0.0,No,50.0,11.6,20.0,SSW,39.0,23.3,2010-10-12
1018.5,Perth,17.0,0.0,1016.0,45.0,6.0,7.6,SSW,11.0,SSW,No,1.0,19.7,0.0,No,50.0,11.4,28.0,SW,44.0,21.9,2010-10-13
1023.5,Perth,13.9,0.0,1020.1,22.0,7.0,10.0,SE,22.0,SSE,No,0.0,21.4,1.0,No,39.0,11.7,17.0,SSE,41.0,22.0,2010-10-14
1027.0,Perth,14.9,0.0,1022.0,21.0,6.0,9.0,ENE,19.0,E,No,2.0,23.4,1.0,No,41.0,11.5,15.0,SE,39.0,24.0,2010-10-15
1023.9,Perth,18.9,0.0,1019.2,16.0,7.8,11.1,SE,15.0,ENE,No,0.0,26.1,0.0,No,38.0,11.9,11.0,SW,33.0,27.3,2010-10-16
1019.5,Perth,22.3,0.0,1016.7,15.0,7.0,10.2,SW,13.0,NE,No,1.0,27.3,0.0,No,25.0,12.1,17.0,SW,33.0,28.9,2010-10-17
1016.6,Perth,24.9,0.0,1012.9,13.0,8.0,9.7,SW,9.0,NNE,No,4.0,31.3,3.0,No,25.0,12.2,15.0,NNE,28.0,32.6,2010-10-18
1015.9,Perth,20.9,0.0,1013.8,48.0,7.4,12.8,W,13.0,NW,No,1.0,25.8,1.0,No,69.0,12.2,11.0,NW,30.0,26.8,2010-10-19
1012.5,Perth,21.9,0.0,1012.8,70.0,7.4,11.0,W,13.0,NNW,No,7.0,19.5,7.0,Yes,71.0,4.0,17.0,W,43.0,24.6,2010-10-20
1019.0,Perth,16.1,8.4,1016.9,41.0,3.0,9.4,SSW,13.0,SSE,Yes,5.0,19.6,7.0,No,54.0,6.5,13.0,SW,35.0,20.6,2010-10-21
1022.8,Perth,18.0,0.0,1021.1,38.0,3.6,11.4,SW,7.0,E,No,4.0,20.9,4.0,No,50.0,9.5,19.0,SW,41.0,21.5,2010-10-22
1023.3,Perth,19.1,0.0,1018.2,40.0,3.8,12.2,SW,13.0,E,No,1.0,23.6,0.0,No,44.0,11.9,22.0,SW,44.0,26.5,2010-10-23
1017.6,Perth,19.7,0.0,1014.6,50.0,8.8,11.5,SSW,9.0,SE,No,1.0,23.5,1.0,No,46.0,12.4,22.0,SSW,44.0,26.7,2010-10-24
1019.6,Perth,19.0,0.0,1018.1,46.0,7.2,12.7,SW,7.0,ESE,No,0.0,22.2,0.0,No,59.0,12.4,26.0,SW,43.0,24.9,2010-10-25
1017.9,Perth,20.9,0.0,1013.0,27.0,6.8,11.6,SW,6.0,SSE,No,1.0,32.1,0.0,No,52.0,12.2,19.0,SW,31.0,33.8,2010-10-26
1009.1,Perth,20.3,0.0,1009.4,58.0,6.6,17.8,WSW,19.0,SW,No,7.0,19.9,7.0,Yes,73.0,2.4,17.0,SW,39.0,21.4,2010-10-27
1012.1,Perth,17.7,5.8,1013.7,43.0,5.0,14.1,SW,28.0,SW,Yes,3.0,18.4,3.0,No,40.0,8.1,24.0,S,54.0,19.8,2010-10-28
1024.9,Perth,15.5,0.4,1022.6,42.0,6.6,6.4,SW,17.0,SE,No,1.0,19.4,2.0,No,43.0,12.1,20.0,SSW,44.0,20.9,2010-10-29
1028.0,Perth,16.8,0.0,1022.9,20.0,7.0,10.9,ESE,17.0,E,No,0.0,24.5,0.0,No,38.0,12.8,13.0,NE,31.0,24.9,2010-10-30
1024.0,Perth,20.3,0.0,1018.8,15.0,7.8,12.2,E,17.0,ENE,No,0.0,27.4,0.0,No,28.0,12.9,11.0,NNE,37.0,28.3,2010-10-31
1019.5,Perth,23.9,0.0,1015.3,11.0,9.2,11.6,ENE,22.0,NE,No,0.0,29.9,0.0,No,20.0,12.7,13.0,NNE,35.0,30.9,2010-11-01
1017.8,Perth,27.0,0.0,1013.8,8.0,6.6,11.5,ESE,20.0,NE,No,2.0,33.8,0.0,No,17.0,12.7,9.0,NE,35.0,34.2,2010-11-02
1015.8,Perth,29.2,0.0,1012.4,12.0,10.2,13.4,WSW,20.0,NE,No,1.0,34.4,1.0,No,17.0,12.2,17.0,NE,37.0,37.0,2010-11-03
1013.1,Perth,24.0,0.0,1012.5,66.0,9.0,13.7,W,15.0,W,No,6.0,22.9,4.0,No,68.0,6.4,13.0,SSW,41.0,25.9,2010-11-04
1015.6,Perth,19.6,0.0,1014.8,56.0,6.0,15.2,SW,17.0,WSW,No,7.0,19.6,5.0,No,44.0,9.3,20.0,WSW,35.0,23.1,2010-11-05
1018.1,Perth,19.4,0.0,1015.6,42.0,6.4,11.3,SW,13.0,SSW,No,1.0,21.1,3.0,No,45.0,12.3,20.0,SW,31.0,22.7,2010-11-06
1015.7,Perth,18.0,0.0,1013.3,42.0,7.2,12.9,SSW,11.0,SSE,No,6.0,22.9,7.0,No,57.0,9.5,17.0,SSW,37.0,24.0,2010-11-07
1013.3,Perth,21.8,0.0,1010.8,34.0,6.4,14.8,WSW,9.0,E,No,6.0,27.2,1.0,No,49.0,8.1,13.0,WSW,30.0,29.7,2010-11-08
1014.7,Perth,22.2,0.0,1015.6,52.0,6.6,17.7,WSW,4.0,E,No,7.0,24.4,7.0,No,60.0,3.9,9.0,SW,24.0,26.9,2010-11-09
1015.6,Perth,23.5,0.0,1014.0,94.0,6.0,17.6,SSW,9.0,SSE,No,8.0,18.3,7.0,Yes,57.0,1.8,13.0,SSE,46.0,24.3,2010-11-10
1015.1,Perth,17.8,10.6,1014.2,47.0,3.8,12.9,SSW,19.0,S,Yes,4.0,20.1,7.0,No,79.0,10.1,24.0,SSW,48.0,21.0,2010-11-11
1017.8,Perth,16.4,0.8,1014.9,41.0,5.2,7.6,SSW,13.0,SE,No,5.0,20.8,2.0,No,44.0,13.0,20.0,SW,41.0,21.5,2010-11-12
1017.0,Perth,19.2,0.0,1014.4,42.0,7.4,12.1,SSW,9.0,E,No,1.0,21.6,1.0,No,39.0,13.1,28.0,SSW,41.0,24.9,2010-11-13
1018.5,Perth,20.8,0.0,1015.4,31.0,9.6,13.9,SSW,15.0,E,No,7.0,26.3,4.0,No,39.0,11.3,19.0,ESE,37.0,28.1,2010-11-14
1020.5,Perth,20.3,0.0,1016.2,21.0,9.4,14.1,SSE,17.0,ESE,No,0.0,28.7,1.0,No,42.0,13.0,15.0,SE,39.0,29.5,2010-11-15
1019.4,Perth,21.4,0.0,1015.8,31.0,10.2,15.1,SSW,15.0,E,No,0.0,28.0,0.0,No,40.0,13.1,17.0,ENE,39.0,30.3,2010-11-16
1017.3,Perth,26.5,0.0,1014.6,18.0,9.8,13.2,SW,15.0,NE,No,0.0,31.7,0.0,No,28.0,13.1,20.0,SW,37.0,34.9,2010-11-17
1017.3,Perth,27.0,0.0,1013.8,10.0,12.4,18.5,SSE,17.0,ENE,No,1.0,36.3,0.0,No,30.0,13.0,11.0,ESE,33.0,37.2,2010-11-18
1012.7,Perth,31.6,0.0,1010.0,18.0,13.8,23.0,WSW,20.0,NE,No,7.0,34.5,3.0,No,16.0,8.7,13.0,NE,43.0,38.8,2010-11-19
1011.2,Perth,24.8,0.0,1010.5,56.0,9.6,16.4,WNW,6.0,SE,No,7.0,25.1,7.0,No,34.0,0.3,13.0,W,31.0,29.2,2010-11-20
1006.8,Perth,28.9,0.2,1005.4,52.0,4.6,21.0,SE,11.0,NNE,No,7.0,27.1,7.0,No,32.0,4.7,11.0,SE,39.0,32.7,2010-11-21
1008.8,Perth,21.7,0.0,1009.2,59.0,4.0,20.5,SW,11.0,SW,No,2.0,24.4,7.0,No,77.0,10.7,20.0,SSW,43.0,26.3,2010-11-22
1017.2,Perth,20.7,0.0,1016.6,45.0,9.0,17.6,WSW,7.0,ESE,No,1.0,23.2,6.0,No,57.0,10.7,20.0,SSW,35.0,24.7,2010-11-23
1019.8,Perth,22.6,0.0,1016.8,42.0,8.8,15.3,SSW,13.0,E,No,1.0,24.5,0.0,No,43.0,13.1,22.0,SSW,43.0,28.6,2010-11-24
1016.1,Perth,22.7,0.0,1013.3,45.0,9.0,15.2,SSW,9.0,S,No,1.0,25.4,0.0,No,45.0,13.1,24.0,SW,44.0,27.4,2010-11-25
1016.6,Perth,21.9,0.0,1013.7,26.0,9.2,17.4,SE,20.0,SE,No,1.0,29.8,2.0,No,49.0,13.0,13.0,SE,56.0,30.5,2010-11-26
1017.8,Perth,21.8,0.0,1014.1,22.0,11.4,14.7,ESE,17.0,E,No,0.0,32.5,0.0,No,40.0,13.2,15.0,ESE,46.0,33.7,2010-11-27
1017.4,Perth,27.9,0.0,1013.8,13.0,14.2,18.1,SSW,15.0,ENE,No,0.0,36.1,0.0,No,20.0,13.3,11.0,ENE,41.0,36.4,2010-11-28
1014.9,Perth,29.0,0.0,1010.7,10.0,13.4,17.9,WSW,15.0,NE,No,2.0,35.4,1.0,No,18.0,12.9,15.0,SW,37.0,36.5,2010-11-29
1009.6,Perth,31.3,0.0,1006.8,18.0,12.0,15.8,SW,19.0,NE,No,1.0,30.7,2.0,No,13.0,13.0,20.0,WSW,41.0,37.2,2010-11-30
1009.8,Perth,20.1,0.0,1007.6,50.0,10.6,17.5,SSW,15.0,S,No,4.0,24.2,7.0,No,61.0,5.8,22.0,SSW,44.0,25.2,2010-12-01
1010.6,Perth,19.1,0.0,1008.1,40.0,8.6,14.7,SSW,15.0,S,No,1.0,21.2,1.0,No,43.0,13.0,22.0,SSE,48.0,23.0,2010-12-02
1008.9,Perth,17.6,0.0,1007.3,40.0,9.4,11.9,SW,9.0,S,No,6.0,20.5,7.0,No,53.0,9.9,24.0,SW,41.0,21.1,2010-12-03
1009.2,Perth,18.9,0.0,1006.3,41.0,5.8,9.4,SW,9.0,S,No,5.0,21.5,3.0,No,51.0,11.3,20.0,SW,39.0,22.4,2010-12-04
1006.4,Perth,19.3,0.8,1004.4,60.0,7.6,14.7,SW,11.0,WSW,No,8.0,20.9,7.0,Yes,65.0,8.1,15.0,WSW,31.0,23.0,2010-12-05
1004.8,Perth,18.2,1.2,1002.8,47.0,5.8,15.5,SW,0.0,,Yes,7.0,22.4,8.0,Yes,75.0,2.3,15.0,W,30.0,23.4,2010-12-06
1006.6,Perth,19.4,1.4,1006.9,52.0,4.4,15.0,WSW,15.0,SSW,Yes,3.0,23.0,5.0,No,66.0,11.9,17.0,SW,37.0,23.2,2010-12-07
1013.1,Perth,20.6,0.0,1012.8,43.0,8.4,14.6,SSW,15.0,SSW,No,1.0,23.5,3.0,No,54.0,12.0,20.0,SSW,44.0,23.6,2010-12-08
1022.4,Perth,19.5,0.0,1019.5,39.0,7.0,13.9,SSW,11.0,E,No,0.0,23.4,1.0,No,50.0,13.2,22.0,SSW,43.0,26.0,2010-12-09
1021.9,Perth,19.7,0.0,1018.0,42.0,9.2,13.4,SW,15.0,ESE,No,0.0,24.0,0.0,No,40.0,13.3,20.0,SW,37.0,26.6,2010-12-10
1015.7,Perth,22.3,0.0,1010.7,35.0,9.2,14.7,SSW,11.0,ESE,No,7.0,27.4,1.0,No,44.0,12.2,17.0,SW,35.0,29.4,2010-12-11
1006.9,Perth,27.9,0.0,1003.1,29.0,10.6,20.0,SSW,15.0,ENE,No,1.0,32.4,1.0,No,25.0,12.2,19.0,NE,41.0,35.5,2010-12-12
1007.1,Perth,22.8,0.0,1007.9,50.0,11.2,16.8,SW,13.0,SSW,No,0.0,24.4,0.0,No,56.0,13.3,22.0,SW,41.0,26.2,2010-12-13
1013.1,Perth,20.7,0.0,1011.9,45.0,10.2,13.7,SSW,15.0,S,No,1.0,23.1,3.0,No,49.0,13.3,24.0,SW,44.0,24.6,2010-12-14
1015.2,Perth,20.8,0.0,1011.0,35.0,10.4,15.4,SSW,11.0,E,No,6.0,27.2,5.0,No,44.0,11.8,20.0,SSW,39.0,29.8,2010-12-15
1012.2,Perth,22.2,0.0,1007.8,19.0,9.8,18.0,ENE,13.0,ESE,No,1.0,32.4,7.0,No,42.0,11.9,11.0,ESE,35.0,33.1,2010-12-16
1010.4,Perth,23.0,0.0,1006.9,25.0,10.8,17.0,ENE,13.0,E,No,4.0,30.3,3.0,No,46.0,13.2,15.0,ESE,41.0,31.3,2010-12-17
1011.2,Perth,20.7,0.0,1008.1,17.0,13.4,14.8,ESE,13.0,E,No,3.0,29.6,5.0,No,43.0,12.1,17.0,S,43.0,30.5,2010-12-18
1012.0,Perth,21.6,0.0,1008.6,21.0,11.8,15.1,E,20.0,ESE,No,7.0,28.0,1.0,Yes,39.0,5.7,15.0,SE,39.0,28.8,2010-12-19
1010.5,Perth,17.3,9.6,1007.6,64.0,8.6,14.8,ENE,11.0,E,Yes,7.0,21.5,8.0,Yes,82.0,1.2,22.0,ENE,46.0,26.8,2010-12-20
1006.4,Perth,26.7,4.4,1004.9,41.0,5.6,17.2,W,13.0,ENE,Yes,3.0,29.1,2.0,No,35.0,11.5,19.0,W,37.0,34.0,2010-12-21
1008.6,Perth,22.8,0.0,1006.8,36.0,7.4,20.9,ENE,11.0,ENE,No,7.0,31.7,7.0,No,72.0,4.3,9.0,ESE,28.0,32.2,2010-12-22
1009.4,Perth,26.1,0.0,1008.0,41.0,7.2,22.4,SSE,15.0,ENE,No,3.0,33.5,7.0,No,58.0,5.9,11.0,SW,28.0,35.5,2010-12-23
1011.4,Perth,29.1,0.0,1010.6,52.0,6.6,20.5,SW,7.0,WSW,No,3.0,30.9,2.0,No,61.0,13.2,15.0,SW,30.0,31.2,2010-12-24
1010.0,Perth,28.7,0.0,1007.2,21.0,8.0,18.6,SSE,13.0,E,No,0.0,39.5,0.0,No,45.0,13.3,7.0,SE,50.0,39.9,2010-12-25
1011.0,Perth,25.6,0.0,1007.7,26.0,17.0,19.9,E,22.0,E,No,1.0,35.7,0.0,No,48.0,13.2,17.0,ENE,56.0,36.7,2010-12-26
1005.6,Perth,31.1,0.0,1002.4,25.0,16.0,21.5,W,15.0,ENE,No,5.0,35.9,2.0,No,33.0,11.9,15.0,ENE,37.0,40.0,2010-12-27
1008.3,Perth,24.8,0.0,1006.6,44.0,11.2,19.9,W,9.0,S,No,1.0,30.1,0.0,No,52.0,13.2,15.0,SW,44.0,30.7,2010-12-28
1012.1,Perth,22.9,0.0,1010.2,43.0,11.6,17.4,SW,11.0,E,No,0.0,27.6,0.0,No,51.0,13.1,17.0,SW,37.0,28.9,2010-12-29
1011.1,Perth,26.0,0.0,1009.1,45.0,7.6,15.9,SSW,7.0,SSE,No,1.0,28.2,1.0,No,46.0,13.3,20.0,SW,41.0,31.7,2010-12-30
1011.0,Perth,24.8,0.0,1008.2,39.0,11.4,19.6,SSW,15.0,SE,No,0.0,30.2,0.0,No,42.0,13.2,20.0,SW,44.0,32.9,2010-12-31
1011.3,Perth,24.5,0.0,1007.5,20.0,10.2,17.4,SE,11.0,ESE,No,1.0,35.2,0.0,No,44.0,13.2,13.0,S,33.0,36.4,2011-01-01
1009.9,Perth,25.9,0.0,1005.9,26.0,12.0,18.7,ESE,15.0,ESE,No,3.0,38.3,1.0,No,42.0,12.5,7.0,E,41.0,39.0,2011-01-02
1010.1,Perth,30.8,0.0,1008.0,,10.4,25.2,W,9.0,N,No,3.0,34.4,6.0,No,,6.3,13.0,WNW,30.0,34.7,2011-01-03
1009.4,Perth,29.1,0.0,1005.9,46.0,8.4,22.3,SW,11.0,NE,No,1.0,31.6,0.0,Yes,,13.2,22.0,SSW,35.0,36.5,2011-01-04
1001.8,Perth,25.3,2.8,999.9,60.0,11.0,23.8,WSW,9.0,NNE,Yes,6.0,27.3,7.0,Yes,88.0,2.4,19.0,NNW,43.0,28.5,2011-01-05
1004.5,Perth,22.0,13.6,1003.7,42.0,5.4,18.6,WSW,15.0,SW,Yes,1.0,24.5,7.0,No,60.0,11.8,15.0,WSW,33.0,25.8,2011-01-06
1007.3,Perth,21.7,0.0,1007.8,43.0,7.8,17.5,SW,19.0,SSW,No,4.0,24.6,7.0,No,54.0,11.1,19.0,SSW,37.0,25.1,2011-01-07
1011.2,Perth,23.3,0.0,1009.2,39.0,8.4,17.1,SW,15.0,ENE,No,1.0,29.0,0.0,No,47.0,13.0,20.0,SSW,39.0,30.5,2011-01-08
1011.9,Perth,27.1,0.0,1009.2,18.0,10.6,18.8,SE,17.0,ENE,No,0.0,36.0,0.0,No,38.0,13.2,13.0,S,39.0,36.6,2011-01-09
1012.0,Perth,28.3,0.0,1008.6,16.0,13.8,22.2,SE,17.0,E,No,0.0,36.1,0.0,No,33.0,13.2,17.0,ESE,39.0,36.4,2011-01-10
1010.9,Perth,24.6,0.0,1006.5,16.0,13.2,18.4,SE,17.0,E,No,0.0,33.7,0.0,No,43.0,13.0,15.0,ENE,37.0,34.7,2011-01-11
1005.2,Perth,27.4,0.0,1000.3,14.0,14.0,19.5,SSE,20.0,NE,No,0.0,36.2,0.0,No,33.0,13.0,9.0,SW,33.0,36.9,2011-01-12
997.2,Perth,31.7,0.0,998.0,59.0,12.0,19.8,SW,9.0,NW,No,1.0,26.6,1.0,No,22.0,12.2,26.0,SSW,44.0,34.1,2011-01-13
1007.5,Perth,21.5,0.0,1008.2,34.0,11.2,18.0,SSW,9.0,SSW,No,4.0,24.7,7.0,No,51.0,11.5,19.0,SSW,39.0,25.1,2011-01-14
1014.9,Perth,21.3,0.0,1012.2,42.0,8.8,15.0,SSW,13.0,SSE,No,0.0,25.2,0.0,No,41.0,13.0,22.0,SW,44.0,27.9,2011-01-15
1014.0,Perth,24.1,0.0,1009.5,23.0,9.4,17.5,NE,17.0,E,No,0.0,35.4,0.0,No,41.0,13.0,9.0,ENE,39.0,36.3,2011-01-16
1009.2,Perth,29.3,0.0,1008.2,38.0,11.2,20.0,SSW,7.0,E,No,6.0,29.5,2.0,No,35.0,12.3,20.0,SW,31.0,36.2,2011-01-17
1011.2,Perth,24.3,0.0,1008.1,41.0,9.2,18.6,SW,13.0,SE,No,0.0,29.7,0.0,No,43.0,13.2,19.0,SSW,33.0,32.4,2011-01-18
1006.7,Perth,25.3,0.0,1005.2,44.0,9.8,18.7,SW,6.0,S,No,0.0,27.6,0.0,No,49.0,13.1,17.0,SSW,39.0,30.5,2011-01-19
1011.1,Perth,21.9,0.0,1008.7,42.0,10.2,16.4,SW,19.0,SSE,No,0.0,25.9,1.0,No,47.0,13.1,22.0,SSW,43.0,27.7,2011-01-20
1008.9,Perth,22.5,0.0,1007.2,22.0,11.0,19.1,SSW,9.0,E,No,6.0,33.3,7.0,No,50.0,8.3,13.0,ENE,33.0,34.2,2011-01-21
1007.9,Perth,27.8,0.0,1008.2,29.0,8.0,18.2,SW,6.0,SSW,No,5.0,30.7,5.0,Yes,42.0,7.4,17.0,SSW,31.0,33.2,2011-01-22
1011.9,Perth,23.6,1.2,1008.9,57.0,8.2,20.4,S,13.0,SE,Yes,7.0,28.3,7.0,No,75.0,5.5,19.0,SSW,35.0,29.5,2011-01-23
1008.8,Perth,18.5,0.0,1006.9,60.0,7.8,18.5,S,17.0,S,No,6.0,22.1,8.0,No,79.0,1.0,15.0,SSW,31.0,22.6,2011-01-24
1012.9,Perth,20.4,0.0,1010.3,39.0,3.2,13.1,SSW,11.0,SE,No,1.0,25.0,1.0,No,54.0,13.0,20.0,SSW,41.0,25.8,2011-01-25
1011.4,Perth,22.2,0.0,1010.8,40.0,8.6,15.5,SSW,7.0,SSW,No,0.0,27.0,0.0,No,57.0,13.0,22.0,SSW,39.0,28.4,2011-01-26
1011.2,Perth,26.6,0.0,1007.1,32.0,9.4,18.5,SW,11.0,ESE,No,5.0,36.2,3.0,No,45.0,13.1,13.0,SW,35.0,37.8,2011-01-27
1006.1,Perth,36.4,0.0,1006.0,43.0,8.2,26.1,W,17.0,N,No,6.0,34.3,5.0,No,34.0,12.5,20.0,NW,50.0,38.1,2011-01-28
1008.9,Perth,30.4,0.2,1008.1,84.0,10.6,23.7,NE,11.0,ENE,No,8.0,27.0,3.0,Yes,53.0,8.7,20.0,N,46.0,40.4,2011-01-29
1008.4,Perth,28.4,7.8,1006.4,66.0,8.4,23.7,WNW,13.0,NNE,Yes,3.0,29.0,5.0,Yes,64.0,11.9,24.0,WNW,52.0,37.6,2011-01-30
1010.5,Perth,23.8,4.6,1010.9,54.0,8.6,22.8,SSE,15.0,SSE,Yes,6.0,27.4,7.0,No,81.0,1.6,17.0,SSE,37.0,28.4,2011-01-31
1012.6,Perth,20.7,0.4,1008.7,44.0,6.8,17.9,SW,15.0,ESE,No,0.0,27.4,0.0,No,51.0,12.4,19.0,SW,35.0,29.8,2011-02-01
1008.9,Perth,25.3,0.0,1005.8,38.0,8.0,15.8,SW,9.0,SE,No,0.0,31.2,0.0,No,49.0,13.2,20.0,SW,46.0,32.5,2011-02-02
1007.7,Perth,25.8,0.0,1005.2,38.0,11.4,19.7,SSW,11.0,E,No,1.0,33.6,0.0,No,48.0,13.0,17.0,S,50.0,35.5,2011-02-03
1009.1,Perth,26.7,0.0,1007.5,40.0,10.6,22.9,SW,11.0,ESE,No,1.0,33.4,1.0,No,53.0,12.2,19.0,ESE,44.0,34.4,2011-02-04
1018.0,Perth,21.1,0.0,1014.5,22.0,12.2,18.4,SE,19.0,E,No,0.0,29.0,2.0,No,48.0,12.2,20.0,ESE,52.0,29.6,2011-02-05
1019.2,Perth,20.0,0.0,1015.1,20.0,14.4,16.0,ESE,20.0,E,No,1.0,29.0,1.0,No,37.0,12.4,24.0,ESE,46.0,30.1,2011-02-06
1015.4,Perth,23.1,0.0,1011.7,22.0,10.8,18.3,E,19.0,E,No,4.0,31.4,4.0,No,40.0,11.9,13.0,ENE,39.0,32.4,2011-02-07
1009.7,Perth,27.5,0.0,1005.9,38.0,10.2,21.6,SSW,15.0,NE,No,5.0,31.5,1.0,No,44.0,11.8,19.0,SW,35.0,33.8,2011-02-08
1008.9,Perth,25.9,0.0,1007.0,46.0,10.0,20.1,SW,7.0,S,No,1.0,30.1,1.0,No,59.0,12.8,20.0,SW,43.0,31.1,2011-02-09
1012.4,Perth,24.8,0.0,1009.8,30.0,9.8,20.9,SE,15.0,ESE,No,0.0,33.6,1.0,No,59.0,12.7,15.0,E,39.0,35.1,2011-02-10
