Sunshine,Temp3pmF,Rainfall,WindGustDir,RainToday,WindSpeed3pm,WindSpeed9am,RainTomorrow,Cloud3pm,Pressure3pm,WindDir9am,Humidity3pm,Evaporation,Humidity9am,WindGustSpeed,Temp9amF,Cloud9am,Date,MaxTempF,Location,MinTempF,WindDir3pm,Pressure9am
,70.52,,WNW,,7.0,19.0,No,,1010.8,NW,31.0,,81.0,35.0,54.32,,2011-05-08,71.6,Williamtown,41.72,W,1014.4
,58.28,1.0,SSE,No,20.0,13.0,Yes,8.0,1013.0,WNW,79.0,12.8,64.0,52.0,57.92,1.0,2011-05-09,67.82,Williamtown,46.94,SSW,1014.3
7.5,63.5,31.4,SW,Yes,30.0,26.0,No,2.0,1012.8,SW,44.0,,73.0,48.0,55.76,6.0,2011-05-10,65.12,Williamtown,51.44,SSW,1014.3
4.5,60.980000000000004,0.0,WNW,No,39.0,26.0,No,7.0,1008.0,WNW,37.0,2.6,51.0,78.0,55.04,1.0,2011-05-11,63.5,Williamtown,41.36,WNW,1011.2
,62.059999999999995,0.0,NW,No,31.0,33.0,No,1.0,1009.9,WNW,31.0,5.8,58.0,48.0,52.34,0.0,2011-05-12,63.14,Williamtown,46.04,WNW,1011.8
,66.38,0.0,WNW,No,30.0,28.0,No,3.0,1009.4,WNW,42.0,,59.0,52.0,59.540000000000006,,2011-05-13,69.62,Williamtown,46.94,WNW,1013.5
,62.059999999999995,0.0,W,No,26.0,26.0,No,6.0,1017.4,WSW,25.0,,41.0,46.0,59.0,,2011-05-14,64.58,Williamtown,51.620000000000005,SSW,1015.9
,64.75999999999999,0.0,W,No,15.0,19.0,No,0.0,1027.5,WNW,28.0,15.0,49.0,33.0,51.98,1.0,2011-05-15,65.3,Williamtown,40.46,WNW,1029.0
10.0,67.64,0.0,WNW,No,13.0,24.0,No,0.0,1025.9,WNW,34.0,3.4,50.0,31.0,50.9,0.0,2011-05-16,68.9,Williamtown,37.04,NNW,1030.4
10.0,65.3,0.0,S,No,17.0,19.0,Yes,1.0,1027.7,NW,63.0,2.4,55.0,24.0,52.34,2.0,2011-05-17,67.1,Williamtown,40.46,S,1030.1
6.3,65.66,1.4,S,Yes,17.0,13.0,No,7.0,1029.5,WNW,69.0,1.8,80.0,33.0,56.66,1.0,2011-05-18,68.72,Williamtown,46.94,S,1032.3
,68.18,0.2,ESE,No,13.0,11.0,,5.0,1028.4,WNW,67.0,2.0,100.0,20.0,54.14,8.0,2011-05-19,69.62,Williamtown,48.92,ESE,1031.6
,69.44,,WNW,,15.0,15.0,,,1024.8,NW,63.0,,98.0,22.0,51.8,7.0,2011-05-20,71.24000000000001,Williamtown,43.7,ESE,1028.8
,72.5,,NW,,9.0,13.0,,,1022.0,NW,45.0,,94.0,26.0,53.42,7.0,2011-05-21,73.58,Williamtown,43.879999999999995,WNW,1026.0
,70.34,,NW,,11.0,9.0,Yes,,1016.0,NW,55.0,,89.0,20.0,55.4,,2011-05-22,73.4,Williamtown,43.879999999999995,NE,1021.7
,73.04,3.6,WNW,Yes,28.0,17.0,,1.0,1003.3,NNW,39.0,7.4,88.0,54.0,59.0,7.0,2011-05-23,75.2,Williamtown,55.04,WNW,1007.8
,65.66,,WNW,,19.0,26.0,,8.0,1004.0,WNW,48.0,,63.0,44.0,60.08,,2011-05-24,69.8,Williamtown,51.08,WNW,1006.4
,59.0,,SW,,39.0,35.0,Yes,,1009.6,SW,66.0,,95.0,65.0,51.8,8.0,2011-05-25,60.26,Williamtown,50.54,SSW,1008.6
,60.08,57.6,SW,Yes,19.0,22.0,,7.0,1015.4,WSW,62.0,,83.0,44.0,54.5,3.0,2011-05-26,63.5,Williamtown,50.0,WSW,1016.2
,63.14,,WNW,,17.0,24.0,,,1017.8,W,41.0,,68.0,37.0,53.06,,2011-05-27,64.58,Williamtown,46.22,WSW,1019.5
,59.36,,WNW,,13.0,24.0,Yes,8.0,1022.3,WNW,87.0,,66.0,31.0,52.34,1.0,2011-05-28,62.78,Williamtown,45.14,SW,1023.7
,60.980000000000004,1.8,NW,Yes,13.0,19.0,No,7.0,1021.8,NW,81.0,5.2,94.0,26.0,57.379999999999995,7.0,2011-05-29,66.02,Williamtown,52.16,WSW,1024.9
0.0,58.28,0.2,ESE,No,11.0,17.0,Yes,8.0,1016.4,NW,95.0,1.4,91.0,39.0,54.86,7.0,2011-05-30,64.75999999999999,Williamtown,49.64,W,1020.3
0.0,60.8,48.8,ESE,Yes,9.0,28.0,Yes,7.0,1017.6,SE,91.0,,90.0,56.0,62.42,8.0,2011-05-31,67.1,Williamtown,54.68,SE,1016.1
3.4,67.82,13.4,SE,Yes,33.0,37.0,Yes,7.0,1022.6,SE,58.0,4.0,61.0,54.0,66.56,7.0,2011-06-01,70.52,Williamtown,56.66,SE,1022.9
,68.18,3.6,ESE,Yes,24.0,9.0,,3.0,1021.3,NNE,62.0,3.4,84.0,41.0,61.16,7.0,2011-06-02,70.7,Williamtown,57.74,SSE,1024.3
,66.02,,WNW,,17.0,20.0,,,1015.3,WNW,52.0,,84.0,33.0,58.1,3.0,2011-06-03,67.46,Williamtown,51.620000000000005,WNW,1019.5
,66.56,,WNW,,7.0,22.0,,7.0,1014.0,WNW,57.0,,62.0,46.0,59.18,,2011-06-04,70.34,Williamtown,49.28,W,1016.3
,65.3,,,,15.0,15.0,Yes,,1013.2,WNW,47.0,,70.0,,56.66,,2011-06-05,66.38,Williamtown,47.66,W,1018.3
,64.75999999999999,6.0,WNW,Yes,22.0,24.0,No,3.0,1016.1,WNW,40.0,11.2,59.0,39.0,55.58,0.0,2011-06-06,66.2,Williamtown,47.120000000000005,WNW,1017.0
8.6,63.32,0.0,WNW,No,39.0,15.0,No,2.0,1013.7,NW,33.0,3.2,66.0,63.0,51.620000000000005,6.0,2011-06-07,64.94,Williamtown,39.92,WNW,1019.1
9.4,57.56,0.0,WNW,No,37.0,20.0,No,0.0,1013.8,WNW,28.0,4.8,57.0,57.0,52.879999999999995,1.0,2011-06-08,59.18,Williamtown,43.34,WNW,1016.4
,58.459999999999994,0.0,WNW,No,35.0,37.0,,0.0,1012.2,WNW,41.0,6.2,51.0,63.0,49.1,0.0,2011-06-09,59.36,Williamtown,43.519999999999996,WNW,1014.8
,60.8,,W,,15.0,31.0,,8.0,1016.3,W,47.0,,62.0,50.0,52.52,,2011-06-10,63.5,Williamtown,46.22,WSW,1016.5
,62.24,,S,,30.0,17.0,Yes,8.0,1022.6,SW,51.0,,94.0,43.0,53.78,8.0,2011-06-11,62.78,Williamtown,50.9,S,1022.9
0.1,62.42,64.2,SE,Yes,24.0,11.0,Yes,7.0,1020.7,ESE,71.0,,97.0,48.0,56.120000000000005,8.0,2011-06-12,64.75999999999999,Williamtown,51.620000000000005,SE,1023.9
2.4,64.75999999999999,11.8,SE,Yes,35.0,37.0,Yes,7.0,1018.8,SE,51.0,2.8,60.0,57.0,63.14,7.0,2011-06-13,66.38,Williamtown,55.58,SE,1021.4
0.9,63.86,16.8,SE,Yes,43.0,35.0,Yes,7.0,1016.6,ESE,65.0,6.2,83.0,76.0,59.9,8.0,2011-06-14,66.56,Williamtown,57.2,ESE,1018.5
0.0,62.059999999999995,13.4,SE,Yes,41.0,41.0,Yes,8.0,1018.3,ESE,78.0,5.4,81.0,76.0,61.519999999999996,8.0,2011-06-15,65.48,Williamtown,58.64,ESE,1020.1
,63.14,31.0,SE,Yes,24.0,30.0,,6.0,1015.4,SSE,70.0,3.2,57.0,56.0,63.68,4.0,2011-06-16,68.18,Williamtown,55.22,SW,1019.0
,63.14,,WNW,,31.0,30.0,,,1005.8,W,39.0,,73.0,61.0,55.22,,2011-06-17,66.02,Williamtown,49.1,WNW,1009.7
,62.78,,,,30.0,35.0,,,1010.4,WNW,42.0,,56.0,,52.34,,2011-06-18,63.14,Williamtown,47.84,WNW,1011.9
,62.959999999999994,,,,22.0,22.0,No,,1014.7,WNW,37.0,,68.0,,52.879999999999995,,2011-06-19,64.04,Williamtown,45.86,WNW,1016.8
,64.75999999999999,0.4,WSW,No,31.0,24.0,No,2.0,1013.5,WNW,38.0,19.0,64.0,46.0,53.78,1.0,2011-06-20,65.84,Williamtown,43.519999999999996,W,1016.7
9.0,68.0,0.0,WSW,No,35.0,19.0,No,2.0,1001.7,NNE,30.0,3.2,56.0,74.0,56.84,3.0,2011-06-21,68.72,Williamtown,38.660000000000004,NW,1008.9
9.3,58.64,0.2,WNW,No,37.0,43.0,No,3.0,1011.4,WNW,39.0,6.2,56.0,67.0,50.9,2.0,2011-06-22,59.72,Williamtown,45.68,WNW,1012.5
,63.5,0.0,WNW,No,33.0,35.0,,1.0,1018.1,WNW,46.0,4.8,54.0,54.0,55.58,1.0,2011-06-23,64.58,Williamtown,47.120000000000005,W,1017.8
,63.32,,SW,,4.0,24.0,,,1025.0,WSW,44.0,,75.0,33.0,51.08,,2011-06-24,64.22,Williamtown,43.519999999999996,NW,1027.0
,64.58,,W,,2.0,13.0,No,,1028.0,W,54.0,,84.0,20.0,49.46,,2011-06-25,65.84,Williamtown,39.92,NNE,1031.5
,68.18,0.2,W,No,24.0,19.0,No,0.0,1023.9,NW,40.0,7.0,88.0,41.0,48.74,0.0,2011-06-26,69.8,Williamtown,40.46,WNW,1028.0
9.1,65.48,0.0,WSW,No,15.0,20.0,No,2.0,1026.8,W,52.0,1.4,69.0,31.0,53.42,0.0,2011-06-27,67.82,Williamtown,42.980000000000004,SSW,1027.7
3.2,60.26,0.2,SSW,No,22.0,9.0,Yes,7.0,1031.8,NW,78.0,1.8,84.0,37.0,50.9,6.0,2011-06-28,63.86,Williamtown,46.22,S,1033.5
1.5,61.34,14.2,ESE,Yes,13.0,9.0,No,7.0,1034.7,E,69.0,1.2,64.0,44.0,60.980000000000004,7.0,2011-06-29,66.56,Williamtown,50.72,E,1035.7
,63.32,1.0,SE,No,26.0,9.0,,4.0,1033.9,SE,59.0,1.8,84.0,37.0,56.84,7.0,2011-06-30,64.22,Williamtown,50.36,S,1037.2
,61.7,,,,17.0,13.0,,8.0,1027.5,NW,72.0,,94.0,,52.16,,2011-07-01,63.5,Williamtown,48.74,SW,1030.7
,64.22,,,,6.0,11.0,,,1022.8,WNW,62.0,,96.0,,51.08,7.0,2011-07-02,65.84,Williamtown,47.66,ENE,1026.9
,67.28,,,,13.0,19.0,Yes,,1019.0,NW,47.0,,99.0,,48.2,8.0,2011-07-03,67.82,Williamtown,40.1,NNW,1022.9
,71.06,3.4,,Yes,30.0,6.0,No,1.0,1011.1,N,40.0,6.0,79.0,,53.78,3.0,2011-07-04,71.96,Williamtown,41.18,NW,1016.5
10.5,61.88,0.0,,No,41.0,31.0,No,1.0,1007.4,WNW,30.0,3.4,42.0,,56.66,0.0,2011-07-05,62.959999999999994,Williamtown,49.1,WNW,1012.4
7.6,61.7,0.0,WNW,No,56.0,28.0,No,3.0,1009.4,WNW,27.0,7.6,41.0,72.0,56.120000000000005,5.0,2011-07-06,63.32,Williamtown,51.98,WNW,1013.4
,62.78,0.0,,No,24.0,41.0,No,1.0,1013.4,W,36.0,8.0,46.0,,56.84,0.0,2011-07-07,65.3,Williamtown,52.52,W,1010.8
,60.08,0.0,,No,28.0,28.0,No,,1019.5,W,31.0,,58.0,,48.56,,2011-07-08,61.16,Williamtown,41.54,WNW,1023.7
,57.92,0.0,W,No,43.0,44.0,No,,1016.8,W,38.0,,50.0,59.0,49.28,,2011-07-09,58.459999999999994,Williamtown,44.6,SW,1019.5
,58.64,0.0,WNW,No,50.0,54.0,No,0.0,1011.5,WSW,30.0,16.8,43.0,83.0,52.34,0.0,2011-07-10,59.540000000000006,Williamtown,45.68,W,1016.6
9.5,62.6,0.0,,No,30.0,37.0,No,0.0,1018.3,WSW,34.0,6.6,48.0,,55.76,0.0,2011-07-11,63.68,Williamtown,50.54,WSW,1018.0
9.6,63.14,0.0,SW,No,20.0,31.0,No,1.0,1019.0,SW,33.0,5.6,55.0,50.0,49.28,1.0,2011-07-12,63.5,Williamtown,43.16,W,1023.5
0.5,56.66,0.0,,No,28.0,39.0,No,8.0,1017.9,WSW,42.0,4.2,49.0,,53.78,8.0,2011-07-13,58.82,Williamtown,42.08,WNW,1019.0
,59.0,0.0,WNW,No,19.0,26.0,,4.0,1026.6,WNW,35.0,4.0,63.0,37.0,50.9,2.0,2011-07-14,60.8,Williamtown,45.68,SW,1025.8
,51.08,,SW,,0.0,11.0,,8.0,1032.4,WNW,97.0,,90.0,28.0,46.4,8.0,2011-07-15,53.6,Williamtown,41.72,,1034.3
,59.72,,ESE,,7.0,0.0,,,1027.4,,63.0,,97.0,17.0,51.620000000000005,6.0,2011-07-16,60.8,Williamtown,46.22,E,1031.3
,62.059999999999995,,NE,,9.0,0.0,Yes,,1021.4,,71.0,,98.0,22.0,53.06,8.0,2011-07-17,64.04,Williamtown,49.1,ENE,1025.2
,65.84,6.0,WNW,Yes,26.0,20.0,,,1015.6,WNW,46.0,5.2,89.0,43.0,52.52,1.0,2011-07-18,66.38,Williamtown,44.06,WNW,1019.4
,58.28,,WNW,,28.0,28.0,Yes,,1011.8,WNW,38.0,,59.0,56.0,50.54,,2011-07-19,59.540000000000006,Williamtown,43.519999999999996,WNW,1015.1
,61.16,14.8,S,Yes,33.0,22.0,Yes,7.0,1010.9,WSW,86.0,6.8,94.0,76.0,56.84,7.0,2011-07-20,61.7,Williamtown,46.94,SSW,1010.6
,53.24,40.8,WSW,Yes,26.0,22.0,,8.0,1012.4,SW,94.0,4.2,87.0,48.0,55.22,8.0,2011-07-21,59.36,Williamtown,52.34,WSW,1014.5
,55.22,,SE,,26.0,17.0,,8.0,1016.2,WSW,88.0,,94.0,57.0,54.14,8.0,2011-07-22,60.980000000000004,Williamtown,51.98,S,1016.6
,56.120000000000005,,SW,,22.0,26.0,Yes,8.0,1018.3,SW,78.0,,93.0,35.0,50.9,8.0,2011-07-23,57.92,Williamtown,48.56,SW,1019.3
,60.980000000000004,86.8,WNW,Yes,15.0,19.0,No,5.0,1017.5,WNW,50.0,,77.0,35.0,51.8,4.0,2011-07-24,62.78,Williamtown,47.48,WNW,1019.9
8.0,64.58,0.2,WNW,No,35.0,2.0,No,3.0,1015.7,NW,40.0,2.2,77.0,50.0,49.64,7.0,2011-07-25,66.74000000000001,Williamtown,42.44,WNW,1019.1
8.8,63.86,0.0,WNW,No,20.0,26.0,No,1.0,1019.1,WNW,43.0,2.6,63.0,41.0,55.22,0.0,2011-07-26,64.58,Williamtown,46.58,WNW,1021.0
7.4,60.26,0.2,WNW,No,11.0,13.0,Yes,6.0,1026.4,WNW,59.0,2.8,67.0,26.0,51.620000000000005,6.0,2011-07-27,62.42,Williamtown,43.16,SSW,1027.3
,64.58,1.8,NW,Yes,2.0,7.0,No,1.0,1026.4,NW,48.0,2.8,84.0,20.0,50.18,0.0,2011-07-28,64.94,Williamtown,42.8,NNW,1029.6
,67.1,0.0,WNW,No,9.0,15.0,No,,1024.0,NW,33.0,,79.0,28.0,49.1,,2011-07-29,67.64,Williamtown,38.3,WNW,1027.6
,66.92,0.0,WNW,No,0.0,6.0,No,,1021.2,NW,36.0,,81.0,19.0,48.56,,2011-07-30,68.0,Williamtown,35.6,,1025.2
,69.62,0.0,NW,No,9.0,13.0,No,,1019.8,NW,34.0,,73.0,30.0,50.9,,2011-07-31,69.8,Williamtown,38.839999999999996,W,1023.2
,71.42,0.2,NW,No,0.0,15.0,No,1.0,1020.0,NW,36.0,13.0,63.0,24.0,55.22,3.0,2011-08-01,72.68,Williamtown,41.18,,1023.3
9.8,73.94,0.0,NW,No,15.0,15.0,No,1.0,1021.0,WNW,28.0,0.8,68.0,30.0,55.94,1.0,2011-08-02,75.02,Williamtown,43.34,NW,1023.8
4.8,68.9,0.0,WNW,No,7.0,0.0,No,3.0,1022.9,,47.0,2.0,71.0,31.0,54.68,6.0,2011-08-03,70.34,Williamtown,41.72,NNW,1024.3
,75.38,0.0,NW,No,7.0,11.0,,1.0,1024.7,NW,37.0,1.4,68.0,19.0,56.48,0.0,2011-08-04,76.46,Williamtown,41.36,NE,1027.8
,72.5,,NW,,7.0,2.0,,,1022.7,NW,35.0,,72.0,20.0,56.84,,2011-08-05,73.22,Williamtown,41.18,NW,1027.1
,74.12,,NW,,17.0,13.0,No,,1017.6,NW,35.0,,65.0,30.0,57.2,,2011-08-06,75.2,Williamtown,39.92,NW,1022.6
,62.059999999999995,0.6,WNW,No,11.0,0.0,Yes,5.0,1013.4,,70.0,8.4,93.0,37.0,55.76,7.0,2011-08-07,63.5,Williamtown,47.120000000000005,NNE,1018.5
,62.24,2.2,NW,Yes,15.0,19.0,,6.0,1008.4,WNW,44.0,1.2,57.0,48.0,55.94,1.0,2011-08-08,64.22,Williamtown,44.78,WNW,1011.8
,61.16,,NW,,17.0,15.0,,4.0,1006.3,WNW,40.0,,80.0,41.0,50.18,2.0,2011-08-09,62.42,Williamtown,41.9,WNW,1008.6
,61.7,,W,,30.0,35.0,,1.0,1005.8,WNW,34.0,,60.0,50.0,52.7,,2011-08-10,63.14,Williamtown,44.06,WNW,1008.5
,62.6,,WNW,,2.0,24.0,,7.0,1008.0,WNW,38.0,,61.0,33.0,52.52,,2011-08-11,64.94,Williamtown,35.78,WSW,1009.7
,62.24,,S,,26.0,15.0,,,1017.6,NW,51.0,,95.0,52.0,52.52,8.0,2011-08-12,64.94,Williamtown,46.22,S,1017.0
,62.059999999999995,,NW,,4.0,13.0,,,1022.3,NW,50.0,,82.0,20.0,53.96,8.0,2011-08-13,64.58,Williamtown,46.58,E,1024.1
,59.72,,SSE,,20.0,0.0,Yes,7.0,1023.4,,66.0,,94.0,31.0,53.96,2.0,2011-08-14,64.4,Williamtown,44.78,S,1025.0
,63.68,9.8,S,Yes,15.0,11.0,No,5.0,1022.4,NW,56.0,18.8,93.0,28.0,51.620000000000005,5.0,2011-08-15,65.66,Williamtown,45.5,SSE,1026.4
,63.68,0.0,SE,No,17.0,7.0,,4.0,1018.2,NW,59.0,1.8,94.0,22.0,52.34,5.0,2011-08-16,65.48,Williamtown,43.7,SE,1021.9
,59.18,,NE,,6.0,4.0,Yes,7.0,1014.8,NE,90.0,,88.0,39.0,57.02,,2011-08-17,63.32,Williamtown,40.64,NE,1018.4
,63.32,7.8,WNW,Yes,24.0,22.0,,6.0,1009.8,WNW,38.0,3.4,74.0,63.0,55.22,6.0,2011-08-18,64.04,Williamtown,50.18,WNW,1010.6
,52.879999999999995,,WNW,,22.0,30.0,,8.0,1014.0,WNW,91.0,,68.0,41.0,53.06,,2011-08-19,63.32,Williamtown,46.94,WNW,1014.9
,64.22,,SSE,,33.0,30.0,Yes,,1026.8,SSE,59.0,,61.0,59.0,62.059999999999995,,2011-08-20,66.56,Williamtown,42.08,SSE,1026.9
,61.34,25.2,SE,Yes,28.0,28.0,Yes,6.0,1032.6,SE,69.0,7.0,65.0,48.0,62.42,6.0,2011-08-21,67.28,Williamtown,54.5,SE,1033.0
,62.059999999999995,8.2,SSE,Yes,28.0,22.0,No,6.0,1035.2,SE,60.0,4.0,67.0,46.0,56.84,4.0,2011-08-22,65.84,Williamtown,54.32,SSE,1034.6
9.8,64.58,0.8,SE,No,9.0,4.0,No,2.0,1031.5,NW,52.0,1.6,96.0,30.0,55.4,7.0,2011-08-23,66.92,Williamtown,50.72,ESE,1035.3
,64.75999999999999,0.0,ESE,No,19.0,0.0,No,1.0,1026.9,,49.0,2.4,86.0,26.0,53.06,7.0,2011-08-24,66.56,Williamtown,47.120000000000005,SE,1030.8
,70.34,0.0,NNW,No,4.0,7.0,No,,1021.9,NNW,42.0,,79.0,20.0,55.58,,2011-08-25,71.78,Williamtown,39.2,N,1026.6
,68.18,0.0,NW,No,11.0,19.0,No,,1022.8,WNW,50.0,,56.0,28.0,60.26,,2011-08-26,70.88,Williamtown,44.78,SSE,1025.4
,59.36,0.0,NNE,No,2.0,0.0,No,8.0,1018.2,,80.0,,95.0,13.0,53.78,1.0,2011-08-27,60.62,Williamtown,44.42,NNW,1021.5
,68.18,0.0,NW,No,0.0,17.0,No,1.0,1017.6,WNW,58.0,,89.0,28.0,55.76,8.0,2011-08-28,69.44,Williamtown,44.78,,1021.2
,74.66,0.0,WNW,No,17.0,9.0,No,,1015.0,NW,33.0,,66.0,54.0,60.440000000000005,,2011-08-29,75.92,Williamtown,44.239999999999995,W,1018.1
,65.12,0.0,SSW,No,22.0,15.0,No,2.0,1019.9,SW,64.0,,78.0,39.0,61.7,8.0,2011-08-30,67.46,Williamtown,48.92,S,1021.9
,65.3,0.0,SE,No,19.0,6.0,,,1021.1,WNW,65.0,,82.0,26.0,58.64,,2011-08-31,67.64,Williamtown,47.48,SE,1023.7
,67.28,,S,,19.0,9.0,,1.0,1021.8,WNW,63.0,,95.0,28.0,55.94,8.0,2011-09-01,68.36,Williamtown,42.8,SE,1024.3
,63.5,,S,,30.0,24.0,,2.0,1028.2,S,52.0,,45.0,50.0,64.4,,2011-09-02,67.1,Williamtown,49.82,S,1028.6
,66.2,,ENE,,24.0,4.0,Yes,1.0,1027.4,NW,51.0,,68.0,37.0,60.980000000000004,8.0,2011-09-03,68.36,Williamtown,45.32,ENE,1030.8
,72.86,1.2,ENE,Yes,9.0,4.0,No,2.0,1024.7,N,34.0,29.8,66.0,30.0,59.72,3.0,2011-09-04,73.4,Williamtown,42.08,NNW,1028.9
10.6,73.75999999999999,0.0,E,No,13.0,7.0,No,,1023.6,NW,38.0,4.0,59.0,26.0,62.42,1.0,2011-09-05,75.92,Williamtown,44.239999999999995,ENE,1027.9
10.3,77.0,0.0,NW,No,19.0,11.0,No,5.0,1016.3,NNW,28.0,4.2,68.0,31.0,62.6,4.0,2011-09-06,78.44,Williamtown,48.379999999999995,NW,1022.1
9.6,64.04,0.0,S,No,24.0,26.0,No,1.0,1017.5,S,46.0,4.8,60.0,37.0,62.78,3.0,2011-09-07,66.56,Williamtown,47.84,SE,1019.2
,66.38,0.0,SSE,No,22.0,15.0,,3.0,1016.7,W,67.0,5.2,65.0,28.0,61.519999999999996,6.0,2011-09-08,69.44,Williamtown,55.04,SSE,1020.4
,54.5,,SW,,17.0,24.0,,8.0,1006.9,WNW,79.0,,92.0,50.0,57.02,8.0,2011-09-09,57.02,Williamtown,56.84,W,1009.5
,61.88,,WSW,,22.0,26.0,,5.0,1008.8,W,30.0,,43.0,54.0,54.5,,2011-09-10,65.12,Williamtown,44.6,WSW,1011.1
,64.75999999999999,,WNW,,31.0,35.0,Yes,1.0,1011.2,WNW,34.0,,45.0,50.0,58.82,,2011-09-11,67.64,Williamtown,48.56,WNW,1014.2
,61.7,21.0,SSW,Yes,20.0,22.0,No,1.0,1023.3,SW,52.0,15.0,60.0,41.0,56.84,4.0,2011-09-12,64.04,Williamtown,48.2,S,1023.0
10.5,71.6,0.0,WNW,No,30.0,22.0,No,0.0,1021.6,NW,21.0,3.2,55.0,48.0,57.379999999999995,0.0,2011-09-13,71.96,Williamtown,40.1,NW,1026.7
10.7,76.82,0.0,WNW,No,35.0,26.0,No,0.0,1018.8,WNW,15.0,7.4,32.0,52.0,64.58,1.0,2011-09-14,77.36,Williamtown,50.36,WNW,1024.3
,66.92,0.0,SSW,No,24.0,4.0,No,,1018.3,SSE,59.0,7.6,65.0,37.0,65.12,4.0,2011-09-15,70.7,Williamtown,54.86,ESE,1022.5
,80.6,0.0,WNW,No,20.0,17.0,No,,1013.2,W,21.0,,42.0,46.0,65.3,,2011-09-16,83.48,Williamtown,48.02,WNW,1019.1
,74.84,0.0,WNW,No,9.0,15.0,No,,1014.1,S,51.0,,47.0,30.0,70.88,,2011-09-17,75.38,Williamtown,49.64,E,1017.7
,89.6,0.0,SSW,No,26.0,13.0,No,2.0,1012.8,NW,10.0,14.4,34.0,52.0,73.4,1.0,2011-09-18,90.32,Williamtown,46.58,NW,1015.3
9.6,75.56,0.0,NE,No,19.0,15.0,No,0.0,1014.2,NE,60.0,8.4,67.0,30.0,68.18,1.0,2011-09-19,78.98,Williamtown,52.879999999999995,ENE,1021.0
10.7,82.58,0.0,NW,No,46.0,13.0,No,1.0,1004.4,NNE,27.0,5.2,40.0,76.0,73.75999999999999,4.0,2011-09-20,86.9,Williamtown,58.1,WNW,1008.0
10.9,67.1,0.0,W,No,19.0,20.0,No,0.0,1018.6,WNW,37.0,11.0,32.0,30.0,63.68,0.0,2011-09-21,69.62,Williamtown,46.76,SE,1021.2
,73.4,0.0,E,No,26.0,11.0,,0.0,1019.5,NW,33.0,5.0,50.0,37.0,63.5,0.0,2011-09-22,74.12,Williamtown,44.42,E,1024.3
,86.18,,SW,,20.0,24.0,,1.0,1014.6,NW,18.0,,38.0,57.0,70.88,,2011-09-23,86.9,Williamtown,45.32,W,1018.0
,67.28,,ENE,,24.0,17.0,,8.0,1016.8,E,64.0,,74.0,39.0,65.12,8.0,2011-09-24,71.24000000000001,Williamtown,60.980000000000004,E,1021.1
,60.26,,ESE,,13.0,31.0,Yes,8.0,1017.4,E,77.0,,85.0,57.0,59.18,8.0,2011-09-25,66.02,Williamtown,56.48,ENE,1016.3
,62.24,47.6,SE,Yes,30.0,28.0,No,7.0,1022.0,ESE,55.0,,51.0,52.0,65.84,5.0,2011-09-26,68.18,Williamtown,54.68,SE,1023.3
9.8,66.56,0.4,ENE,No,24.0,0.0,No,6.0,1018.6,,47.0,4.4,79.0,41.0,59.36,2.0,2011-09-27,69.98,Williamtown,42.260000000000005,NE,1023.5
4.8,64.22,0.0,NNE,No,9.0,13.0,Yes,7.0,1012.8,N,80.0,4.8,62.0,30.0,62.42,6.0,2011-09-28,71.96,Williamtown,48.92,N,1015.7
,68.54,14.4,WNW,Yes,39.0,15.0,No,6.0,996.8,N,28.0,2.0,79.0,78.0,63.86,8.0,2011-09-29,72.68,Williamtown,59.9,WNW,999.9
,69.25999999999999,0.0,WNW,No,35.0,50.0,,,1004.3,WNW,24.0,,46.0,70.0,60.440000000000005,,2011-09-30,70.52,Williamtown,53.24,WNW,1005.5
,60.08,,WNW,,17.0,9.0,Yes,8.0,1004.4,NNE,61.0,,58.0,35.0,58.459999999999994,,2011-10-01,67.46,Williamtown,42.260000000000005,W,1006.6
0.0,57.92,22.0,SSE,Yes,35.0,31.0,Yes,8.0,1014.5,S,73.0,18.0,78.0,61.0,57.56,8.0,2011-10-02,60.62,Williamtown,50.72,SSE,1010.9
8.6,63.32,29.6,SSW,Yes,33.0,17.0,Yes,2.0,1020.9,WSW,55.0,6.2,85.0,50.0,54.86,5.0,2011-10-03,65.66,Williamtown,50.9,S,1022.1
8.3,64.04,1.4,SW,Yes,26.0,11.0,No,5.0,1022.8,W,48.0,4.4,83.0,39.0,56.120000000000005,7.0,2011-10-04,67.46,Williamtown,51.620000000000005,S,1024.2
4.7,64.58,0.0,SE,No,15.0,15.0,No,7.0,1018.4,NW,51.0,4.0,73.0,28.0,56.3,7.0,2011-10-05,66.92,Williamtown,47.48,SSE,1022.6
,64.22,0.0,W,No,9.0,13.0,,8.0,1013.6,NW,70.0,3.0,80.0,19.0,57.74,8.0,2011-10-06,67.1,Williamtown,52.52,WSW,1016.6
,69.44,,,,17.0,9.0,,5.0,1010.5,W,63.0,,91.0,,60.440000000000005,8.0,2011-10-07,72.14,Williamtown,54.14,SSE,1013.9
,68.54,,SSE,,20.0,13.0,,1.0,1008.8,SW,68.0,,93.0,31.0,61.7,5.0,2011-10-08,70.34,Williamtown,59.0,SSE,1010.9
,75.2,,WNW,,33.0,26.0,Yes,6.0,1005.2,WNW,33.0,,82.0,48.0,64.22,,2011-10-09,77.36,Williamtown,54.68,WNW,1009.1
,69.44,4.0,WNW,Yes,20.0,15.0,No,3.0,1006.9,WNW,49.0,14.8,53.0,35.0,62.78,2.0,2011-10-10,75.74000000000001,Williamtown,46.94,SE,1010.5
