WindDir9am,Rainfall,RainTomorrow,Date,WindSpeed9am,Pressure9am,Temp9amF,MaxTempF,RainToday,Humidity3pm,WindDir3pm,Sunshine,Temp3pmF,WindGustDir,Humidity9am,Evaporation,MinTempF,Cloud9am,Cloud3pm,Pressure3pm,Location,WindGustSpeed,WindSpeed3pm
SE,0.4,No,2010-03-01,33.0,1024.3,62.059999999999995,70.52,No,48.0,SSE,8.5,68.9,SSE,45.0,8.0,57.379999999999995,3.0,7.0,1022.2,Melbourne,54.0,39.0
SSE,0.0,No,2010-03-02,11.0,1022.6,64.22,72.32,No,48.0,S,10.3,71.78,SSE,57.0,6.2,57.379999999999995,7.0,3.0,1020.2,Melbourne,41.0,26.0
NNE,0.0,No,2010-03-03,9.0,1019.9,63.14,81.86,No,43.0,SE,10.5,80.06,SSE,69.0,5.4,60.440000000000005,7.0,0.0,1015.6,Melbourne,26.0,13.0
N,0.0,No,2010-03-04,22.0,1012.7,71.6,88.34,No,27.0,N,5.5,87.08000000000001,N,55.0,6.8,61.7,4.0,7.0,1008.7,Melbourne,48.0,26.0
N,1.0,Yes,2010-03-05,11.0,1006.6,73.04,80.06,No,57.0,NNE,1.5,79.16,NNE,61.0,7.6,68.9,7.0,7.0,1004.2,Melbourne,48.0,28.0
SW,1.2,Yes,2010-03-06,6.0,1009.6,73.22,80.24000000000001,Yes,96.0,SSW,5.7,64.75999999999999,WSW,73.0,4.0,67.64,7.0,8.0,1010.2,Melbourne,102.0,26.0
SE,39.2,Yes,2010-03-07,19.0,1013.8,64.75999999999999,81.14,Yes,47.0,SW,3.7,80.42,WSW,92.0,13.2,64.22,8.0,7.0,1008.5,Melbourne,50.0,7.0
N,27.2,Yes,2010-03-08,20.0,1006.3,64.75999999999999,72.5,Yes,60.0,N,6.4,68.54,N,89.0,7.0,61.519999999999996,6.0,7.0,1004.3,Melbourne,67.0,37.0
W,7.0,No,2010-03-09,30.0,1013.4,64.4,70.16,Yes,36.0,WSW,7.3,67.82,WSW,62.0,3.0,61.16,3.0,6.0,1016.8,Melbourne,57.0,39.0
SW,0.0,No,2010-03-10,17.0,1026.5,59.540000000000006,68.72,No,44.0,S,4.6,66.74000000000001,S,57.0,6.0,56.66,7.0,5.0,1028.4,Melbourne,44.0,31.0
SE,0.2,No,2010-03-11,11.0,1034.1,62.24,71.96,No,47.0,S,11.6,70.34,S,64.0,3.6,56.66,2.0,2.0,1033.5,Melbourne,41.0,26.0
W,0.0,No,2010-03-12,9.0,1037.2,59.540000000000006,79.52,No,40.0,S,11.4,76.82,SE,72.0,4.0,51.98,2.0,3.0,1034.6,Melbourne,31.0,19.0
NW,0.0,No,2010-03-13,9.0,1035.2,62.24,82.94,No,35.0,S,11.6,80.78,NNW,70.0,5.0,56.66,1.0,1.0,1031.5,Melbourne,39.0,6.0
N,0.0,No,2010-03-14,22.0,1029.5,63.68,83.84,No,30.0,NNE,11.5,82.04,N,66.0,5.8,56.84,2.0,1.0,1025.4,Melbourne,39.0,19.0
N,0.0,No,2010-03-15,24.0,1024.2,65.3,86.72,No,26.0,WNW,10.5,84.91999999999999,N,58.0,6.6,59.540000000000006,0.0,2.0,1021.0,Melbourne,33.0,13.0
N,0.0,No,2010-03-16,31.0,1021.6,70.7,89.96000000000001,No,25.0,N,11.0,87.61999999999999,N,47.0,8.6,65.3,1.0,2.0,1019.6,Melbourne,43.0,28.0
N,0.0,No,2010-03-17,41.0,1022.2,76.46,91.4,No,32.0,W,7.8,86.53999999999999,N,36.0,11.8,70.7,3.0,7.0,1021.2,Melbourne,56.0,13.0
N,0.0,No,2010-03-18,17.0,1023.1,73.4,89.41999999999999,No,27.0,NNW,2.2,87.61999999999999,NNW,60.0,8.0,69.62,7.0,7.0,1019.8,Melbourne,41.0,17.0
W,0.0,No,2010-03-19,9.0,1016.5,74.12,83.12,No,49.0,WSW,4.8,81.14,N,53.0,8.8,73.4,7.0,7.0,1015.8,Melbourne,43.0,13.0
SSW,0.2,No,2010-03-20,9.0,1020.7,68.54,80.06,No,48.0,S,8.4,76.1,SSW,63.0,3.2,65.84,7.0,5.0,1019.3,Melbourne,31.0,26.0
W,0.0,No,2010-03-21,11.0,1019.6,65.48,76.46,No,40.0,SW,8.2,72.86,SW,54.0,5.4,63.5,7.0,6.0,1019.8,Melbourne,54.0,31.0
WSW,0.0,No,2010-03-22,17.0,1023.4,57.02,72.5,No,41.0,SW,11.0,69.98,S,64.0,5.8,55.58,3.0,1.0,1022.0,Melbourne,33.0,11.0
WSW,0.0,No,2010-03-23,17.0,1023.7,60.440000000000005,74.66,No,46.0,WSW,7.3,71.96,SW,61.0,4.0,55.94,7.0,5.0,1021.9,Melbourne,37.0,17.0
W,0.0,No,2010-03-24,13.0,1024.8,64.22,74.12,No,58.0,SE,8.4,70.7,SE,75.0,4.4,60.440000000000005,7.0,3.0,1023.4,Melbourne,33.0,17.0
N,0.0,No,2010-03-25,13.0,1020.3,58.82,88.7,No,27.0,NNW,10.0,86.72,N,90.0,3.8,55.04,7.0,5.0,1016.2,Melbourne,46.0,20.0
N,0.0,No,2010-03-26,31.0,1016.6,72.32,87.26,No,52.0,SSE,7.2,76.46,N,42.0,9.6,58.64,5.0,7.0,1016.9,Melbourne,50.0,30.0
SSE,0.0,No,2010-03-27,15.0,1021.4,,72.86,No,58.0,S,0.4,71.24000000000001,SW,,4.0,62.959999999999994,7.0,7.0,1018.8,Melbourne,30.0,13.0
N,0.0,Yes,2010-03-28,31.0,1012.2,70.52,80.96,No,42.0,N,0.1,78.8,N,56.0,3.8,64.04,7.0,8.0,1009.6,Melbourne,61.0,30.0
NNW,8.0,No,2010-03-29,11.0,1013.5,66.56,73.94,Yes,63.0,SE,6.8,73.4,W,89.0,3.8,64.22,7.0,5.0,1015.5,Melbourne,44.0,22.0
SW,0.4,No,2010-03-30,11.0,1022.8,60.08,72.68,No,53.0,S,9.6,70.16,S,78.0,4.0,59.18,5.0,6.0,1022.9,Melbourne,37.0,28.0
SW,0.0,No,2010-03-31,7.0,1023.0,56.84,75.02,No,48.0,WSW,7.6,74.12,SW,78.0,3.6,56.120000000000005,7.0,1.0,1019.9,Melbourne,26.0,9.0
W,0.0,No,2010-04-01,11.0,1020.8,62.78,75.2,No,45.0,SSE,7.7,75.02,S,79.0,2.4,56.84,7.0,4.0,1019.2,Melbourne,31.0,19.0
SSE,0.0,No,2010-04-02,22.0,1022.0,63.32,71.42,No,59.0,S,4.9,68.9,S,75.0,2.2,60.980000000000004,6.0,6.0,1021.2,Melbourne,44.0,31.0
W,0.0,No,2010-04-03,9.0,1022.8,58.82,75.92,No,47.0,S,9.0,72.5,SSW,72.0,4.0,57.02,3.0,5.0,1020.3,Melbourne,31.0,17.0
W,0.0,No,2010-04-04,4.0,1022.0,60.440000000000005,78.44,No,40.0,N,9.7,77.18,N,67.0,4.4,54.86,4.0,6.0,1016.9,Melbourne,33.0,20.0
N,0.0,No,2010-04-05,24.0,1018.1,65.84,80.42,No,34.0,N,9.9,78.44,N,62.0,4.6,58.82,3.0,6.0,1014.4,Melbourne,50.0,31.0
N,0.0,Yes,2010-04-06,26.0,1014.8,72.14,77.54,No,36.0,NE,0.5,75.74000000000001,N,42.0,7.0,65.12,7.0,7.0,1011.7,Melbourne,48.0,20.0
N,6.8,No,2010-04-07,20.0,1010.2,66.74000000000001,78.25999999999999,Yes,40.0,WNW,4.1,77.54,N,84.0,5.2,62.959999999999994,7.0,7.0,1008.3,Melbourne,41.0,19.0
WSW,0.2,No,2010-04-08,20.0,1016.4,66.38,73.22,No,63.0,S,3.9,69.98,SW,69.0,4.0,63.86,7.0,7.0,1017.5,Melbourne,50.0,22.0
N,0.0,No,2010-04-09,9.0,1015.2,60.08,71.06,No,49.0,W,2.3,70.52,N,82.0,2.6,56.3,6.0,7.0,1011.2,Melbourne,26.0,13.0
N,0.2,Yes,2010-04-10,24.0,1009.1,63.32,72.68,No,62.0,W,2.6,70.16,N,77.0,1.6,59.0,7.0,7.0,1006.5,Melbourne,37.0,15.0
W,3.6,No,2010-04-11,37.0,1007.0,59.18,63.86,Yes,38.0,WSW,8.5,62.059999999999995,W,54.0,4.0,53.24,4.0,6.0,1009.6,Melbourne,72.0,37.0
WSW,0.4,No,2010-04-12,35.0,1017.7,57.379999999999995,64.04,No,66.0,WSW,6.2,62.42,WSW,67.0,5.0,52.16,5.0,7.0,1018.7,Melbourne,56.0,31.0
SW,0.6,No,2010-04-13,20.0,1025.8,59.18,64.04,No,59.0,SSW,0.0,61.88,WSW,57.0,3.6,55.58,8.0,7.0,1024.1,Melbourne,33.0,19.0
SW,0.0,No,2010-04-14,15.0,1024.6,58.1,65.12,No,47.0,SSW,0.3,64.22,SW,68.0,2.6,55.76,7.0,7.0,1022.5,Melbourne,30.0,15.0
SSW,0.0,No,2010-04-15,15.0,1024.8,60.8,66.38,No,73.0,SSE,0.8,63.14,SW,68.0,2.2,57.2,7.0,7.0,1024.2,Melbourne,30.0,19.0
NNE,0.0,No,2010-04-16,7.0,1026.1,59.540000000000006,78.62,No,32.0,NNE,9.8,76.46,NNE,74.0,1.6,55.76,4.0,2.0,1022.0,Melbourne,44.0,20.0
N,0.0,No,2010-04-17,20.0,1025.7,62.6,81.14,No,26.0,N,10.2,80.42,N,64.0,5.2,56.48,2.0,5.0,1022.2,Melbourne,44.0,28.0
N,0.0,No,2010-04-18,24.0,1025.0,64.58,81.86,No,35.0,N,5.8,79.52,N,58.0,5.4,60.8,7.0,7.0,1022.1,Melbourne,50.0,26.0
N,0.0,No,2010-04-19,17.0,1023.8,63.5,81.68,No,37.0,N,6.6,81.14,N,66.0,6.0,60.980000000000004,6.0,7.0,1020.6,Melbourne,46.0,28.0
N,0.0,No,2010-04-20,37.0,1020.9,70.16,84.91999999999999,No,34.0,N,8.8,84.56,N,59.0,6.6,63.5,4.0,5.0,1016.7,Melbourne,57.0,33.0
SW,1.0,No,2010-04-21,7.0,1021.7,67.1,76.1,No,61.0,S,7.7,73.4,N,81.0,5.0,63.14,7.0,5.0,1018.9,Melbourne,41.0,15.0
N,0.0,No,2010-04-22,28.0,1020.1,71.06,86.18,No,31.0,NW,8.9,85.1,NNW,58.0,3.6,61.519999999999996,1.0,5.0,1016.5,Melbourne,52.0,26.0
N,0.0,Yes,2010-04-23,24.0,1014.5,72.68,79.52,No,62.0,NNW,1.2,72.86,NNW,44.0,8.0,69.44,7.0,7.0,1011.8,Melbourne,56.0,20.0
NW,5.0,No,2010-04-24,20.0,1007.9,68.18,76.1,Yes,47.0,WSW,3.0,71.24000000000001,NNW,73.0,3.8,66.2,7.0,6.0,1005.7,Melbourne,54.0,31.0
W,0.4,No,2010-04-25,22.0,1017.4,57.2,68.18,No,55.0,SSW,6.8,63.5,SW,70.0,4.4,53.96,4.0,6.0,1019.6,Melbourne,44.0,24.0
N,0.0,No,2010-04-26,19.0,1025.3,53.06,68.72,No,40.0,NNW,8.4,67.1,N,72.0,1.4,47.66,7.0,7.0,1021.2,Melbourne,48.0,17.0
N,0.0,No,2010-04-27,30.0,1018.0,58.64,64.04,No,83.0,SW,0.6,57.74,N,62.0,4.6,53.06,7.0,7.0,1017.3,Melbourne,52.0,9.0
N,0.8,Yes,2010-04-28,26.0,1018.8,55.22,64.58,No,56.0,NW,4.4,64.58,NW,60.0,0.8,47.84,7.0,7.0,1015.3,Melbourne,56.0,28.0
WNW,2.2,No,2010-04-29,13.0,1020.8,58.64,65.12,Yes,58.0,SW,2.7,64.04,W,71.0,2.8,55.04,7.0,7.0,1020.6,Melbourne,48.0,28.0
SW,0.2,No,2010-04-30,13.0,1028.0,56.3,61.88,No,71.0,S,0.0,61.34,WSW,85.0,3.6,55.4,7.0,7.0,1026.4,Melbourne,26.0,11.0
N,0.0,No,2010-05-01,30.0,1024.5,56.3,69.62,No,82.0,NNW,10.3,68.72,NNW,75.0,0.4,46.76,1.0,1.0,1021.2,Melbourne,56.0,31.0
N,0.0,No,2010-05-02,24.0,1023.7,60.440000000000005,63.86,No,53.0,W,1.1,62.059999999999995,N,58.0,4.2,56.3,7.0,7.0,1024.9,Melbourne,54.0,9.0
N,0.0,No,2010-05-03,11.0,1025.4,52.879999999999995,73.4,No,38.0,N,8.3,71.96,N,78.0,1.6,48.56,7.0,4.0,1019.1,Melbourne,70.0,37.0
N,0.0,Yes,2010-05-04,56.0,1011.4,67.82,74.3,No,37.0,NNW,6.8,73.22,N,43.0,7.0,52.879999999999995,6.0,7.0,1006.5,Melbourne,80.0,30.0
W,4.2,Yes,2010-05-05,28.0,1015.3,52.52,63.14,Yes,60.0,W,6.0,58.1,WSW,64.0,4.0,48.379999999999995,4.0,7.0,1015.2,Melbourne,50.0,31.0
NW,2.2,No,2010-05-06,13.0,1020.1,55.4,64.4,Yes,43.0,WSW,5.5,62.6,N,89.0,3.4,52.52,7.0,5.0,1020.5,Melbourne,31.0,19.0
N,0.0,Yes,2010-05-07,24.0,1020.8,56.48,67.64,No,58.0,NW,0.7,67.1,N,73.0,2.4,50.72,7.0,7.0,1018.1,Melbourne,41.0,22.0
,4.8,No,2010-05-08,0.0,1023.1,57.56,67.82,Yes,54.0,S,9.5,66.92,N,75.0,1.0,55.22,3.0,1.0,1020.1,Melbourne,31.0,7.0
N,0.0,No,2010-05-09,26.0,1020.6,60.440000000000005,72.5,No,47.0,WNW,6.7,69.98,N,69.0,3.0,55.4,7.0,6.0,1017.4,Melbourne,41.0,24.0
N,0.0,Yes,2010-05-10,31.0,1016.9,61.16,69.08,No,53.0,N,8.2,66.92,N,60.0,4.4,58.1,2.0,6.0,1011.4,Melbourne,54.0,31.0
W,3.8,No,2010-05-11,17.0,1013.2,50.0,60.440000000000005,Yes,44.0,W,9.4,57.2,WSW,74.0,4.6,45.68,5.0,5.0,1015.1,Melbourne,61.0,31.0
W,0.0,No,2010-05-12,22.0,1023.5,50.18,60.980000000000004,No,62.0,SSW,4.0,57.379999999999995,SW,74.0,2.8,47.3,4.0,5.0,1023.2,Melbourne,33.0,19.0
WSW,0.2,No,2010-05-13,20.0,1025.1,53.06,59.18,No,74.0,SW,1.4,59.0,SW,86.0,1.8,49.1,7.0,7.0,1023.0,Melbourne,33.0,17.0
SW,1.0,No,2010-05-14,9.0,1022.4,54.86,59.0,No,77.0,S,0.0,57.74,SSW,82.0,0.4,52.7,8.0,7.0,1019.4,Melbourne,24.0,11.0
NNW,0.0,No,2010-05-15,4.0,1020.4,55.94,63.86,No,61.0,SSE,4.7,60.62,SSE,70.0,1.2,54.68,7.0,6.0,1017.9,Melbourne,19.0,6.0
N,0.0,No,2010-05-16,13.0,1021.4,46.22,65.3,No,55.0,SE,6.4,63.32,N,88.0,1.0,43.16,7.0,6.0,1018.7,Melbourne,22.0,11.0
WNW,0.0,No,2010-05-17,7.0,1021.3,47.3,62.959999999999994,No,56.0,SE,5.7,62.42,N,87.0,2.2,45.14,7.0,7.0,1019.0,Melbourne,26.0,7.0
N,0.0,No,2010-05-18,11.0,1021.6,46.4,65.48,No,44.0,SSE,9.1,63.68,N,84.0,0.8,44.42,2.0,6.0,1019.9,Melbourne,26.0,9.0
N,0.0,No,2010-05-19,13.0,1023.9,45.68,65.84,No,44.0,SSE,8.8,62.78,N,80.0,2.0,42.980000000000004,2.0,3.0,1021.7,Melbourne,28.0,11.0
NW,0.0,No,2010-05-20,2.0,1023.3,51.26,64.58,No,54.0,S,4.9,63.5,N,71.0,2.0,45.68,7.0,3.0,1020.7,Melbourne,28.0,9.0
W,0.0,No,2010-05-21,7.0,1023.6,53.6,60.980000000000004,No,55.0,S,0.9,59.0,S,77.0,2.0,49.82,7.0,6.0,1021.9,Melbourne,28.0,19.0
NW,0.0,No,2010-05-22,6.0,1024.2,43.16,60.980000000000004,No,53.0,SSE,9.4,59.72,SE,77.0,0.6,39.74,2.0,3.0,1021.5,Melbourne,26.0,17.0
N,0.0,No,2010-05-23,13.0,1022.8,43.16,65.48,No,36.0,N,8.6,62.959999999999994,NNE,79.0,1.4,39.2,5.0,6.0,1017.8,Melbourne,44.0,31.0
NNE,0.0,Yes,2010-05-24,13.0,1015.3,55.4,60.08,No,83.0,ENE,0.3,56.120000000000005,N,54.0,3.0,43.16,7.0,8.0,1011.8,Melbourne,37.0,9.0
ENE,4.2,Yes,2010-05-25,11.0,1008.2,56.120000000000005,59.0,Yes,91.0,SSE,0.0,57.74,ESE,85.0,1.8,53.42,7.0,7.0,1005.2,Melbourne,24.0,11.0
,1.8,No,2010-05-26,0.0,1011.0,55.58,67.28,Yes,59.0,SSW,8.0,65.48,SW,83.0,0.8,52.34,3.0,3.0,1010.9,Melbourne,19.0,9.0
N,0.0,No,2010-05-27,17.0,1017.7,55.94,65.66,No,65.0,N,2.1,62.24,N,84.0,1.0,51.44,6.0,7.0,1016.3,Melbourne,50.0,31.0
N,0.4,Yes,2010-05-28,24.0,1016.2,54.68,62.6,No,61.0,NNE,1.1,62.059999999999995,NNE,76.0,2.2,51.620000000000005,7.0,7.0,1011.9,Melbourne,57.0,20.0
,1.8,No,2010-05-29,0.0,1005.7,56.120000000000005,62.959999999999994,Yes,77.0,S,0.8,61.34,N,92.0,1.0,54.68,7.0,7.0,1004.3,Melbourne,43.0,19.0
S,0.6,No,2010-05-30,26.0,1010.9,59.36,64.58,No,62.0,S,0.0,63.14,SSE,85.0,0.6,53.78,7.0,7.0,1012.7,Melbourne,54.0,22.0
SSE,0.0,No,2010-05-31,22.0,1018.5,56.3,65.66,No,53.0,S,4.1,63.5,SE,74.0,1.8,52.7,4.0,7.0,1016.3,Melbourne,41.0,22.0
N,0.0,No,2010-06-01,17.0,1019.5,50.72,63.68,No,54.0,N,5.6,62.6,N,83.0,1.6,46.22,6.0,7.0,1017.0,Melbourne,33.0,24.0
N,0.0,No,2010-06-02,4.0,1022.3,54.86,64.22,No,57.0,S,4.8,61.34,S,79.0,1.0,50.54,7.0,6.0,1022.0,Melbourne,22.0,13.0
NW,0.0,No,2010-06-03,9.0,1027.3,49.46,60.26,No,63.0,S,4.9,59.0,SSW,95.0,1.4,44.78,8.0,2.0,1025.1,Melbourne,19.0,15.0
W,0.0,No,2010-06-04,7.0,1024.4,51.08,54.32,No,79.0,,0.0,53.78,WSW,89.0,2.2,43.16,8.0,8.0,1021.7,Melbourne,19.0,0.0
N,0.0,Yes,2010-06-05,9.0,1019.5,48.02,57.02,No,80.0,SW,0.0,55.04,SW,88.0,0.2,46.76,7.0,8.0,1017.4,Melbourne,44.0,26.0
WSW,16.8,Yes,2010-06-06,11.0,1023.1,50.18,60.26,Yes,65.0,S,4.1,58.64,S,93.0,2.6,48.02,7.0,5.0,1023.3,Melbourne,37.0,20.0
W,4.8,No,2010-06-07,17.0,1027.1,48.379999999999995,56.48,Yes,75.0,WNW,2.1,54.14,W,92.0,1.2,46.94,7.0,7.0,1024.7,Melbourne,20.0,9.0
N,0.0,Yes,2010-06-08,22.0,1021.8,50.36,57.74,No,43.0,NW,3.2,56.84,N,68.0,2.4,48.379999999999995,7.0,7.0,1016.7,Melbourne,54.0,20.0
NNW,2.6,Yes,2010-06-09,22.0,1009.9,46.76,57.379999999999995,Yes,74.0,WSW,3.1,51.44,SW,89.0,2.8,46.76,7.0,6.0,1009.2,Melbourne,61.0,31.0
W,2.8,No,2010-06-10,22.0,1021.7,48.56,60.980000000000004,Yes,59.0,W,3.9,56.66,WSW,74.0,1.0,45.86,5.0,7.0,1020.7,Melbourne,39.0,22.0
WNW,0.6,Yes,2010-06-11,13.0,1021.6,51.620000000000005,57.2,No,80.0,SSW,2.6,54.14,WSW,83.0,1.8,48.379999999999995,2.0,7.0,1020.3,Melbourne,41.0,22.0
WSW,2.8,No,2010-06-12,15.0,1026.7,47.66,55.76,Yes,63.0,SSW,2.8,55.04,S,84.0,2.8,46.4,7.0,6.0,1026.3,Melbourne,37.0,20.0
SW,0.2,No,2010-06-13,7.0,1032.1,51.620000000000005,55.58,No,62.0,SSW,0.0,54.68,SSE,75.0,0.2,47.48,7.0,8.0,1031.7,Melbourne,20.0,15.0
N,0.0,No,2010-06-14,13.0,1034.4,48.2,59.540000000000006,No,62.0,NNE,6.5,55.22,N,69.0,1.2,46.22,6.0,5.0,1031.6,Melbourne,26.0,6.0
N,0.0,No,2010-06-15,20.0,1030.7,45.5,59.0,No,40.0,W,6.4,57.74,NNE,76.0,1.6,42.44,7.0,7.0,1027.2,Melbourne,33.0,9.0
N,0.0,No,2010-06-16,37.0,1022.5,46.04,60.980000000000004,No,71.0,N,0.0,56.84,N,83.0,1.2,39.2,8.0,8.0,1016.3,Melbourne,67.0,37.0
N,0.0,Yes,2010-06-17,26.0,1004.2,57.02,57.74,No,54.0,W,4.8,55.76,W,60.0,1.6,46.04,4.0,6.0,1006.9,Melbourne,93.0,35.0
N,4.6,Yes,2010-06-18,26.0,1015.9,46.4,58.64,Yes,66.0,N,7.3,54.14,N,76.0,2.6,45.14,1.0,7.0,1013.4,Melbourne,57.0,33.0
WNW,3.8,No,2010-06-19,20.0,1018.0,53.6,62.24,Yes,46.0,WNW,6.9,60.980000000000004,WSW,75.0,2.2,46.4,5.0,5.0,1018.4,Melbourne,39.0,24.0
W,0.6,Yes,2010-06-20,20.0,1025.3,55.22,58.459999999999994,No,73.0,SSE,1.2,57.56,W,89.0,1.6,53.6,7.0,6.0,1026.6,Melbourne,33.0,17.0
N,1.8,No,2010-06-21,17.0,1034.9,44.42,59.18,Yes,49.0,E,7.5,57.2,N,99.0,2.0,42.44,6.0,3.0,1034.1,Melbourne,26.0,9.0
N,0.0,No,2010-06-22,11.0,1037.9,41.18,57.74,No,62.0,SE,6.6,54.86,N,86.0,0.8,38.48,5.0,7.0,1035.6,Melbourne,19.0,7.0
NNE,0.0,No,2010-06-23,9.0,1035.4,47.48,62.959999999999994,No,47.0,N,2.3,61.7,N,76.0,1.0,41.18,7.0,6.0,1031.4,Melbourne,41.0,22.0
N,0.0,No,2010-06-24,28.0,1026.1,55.22,64.94,No,54.0,N,7.2,62.42,NNE,66.0,1.4,47.48,2.0,7.0,1021.2,Melbourne,61.0,39.0
N,0.4,Yes,2010-06-25,39.0,1016.6,57.379999999999995,58.459999999999994,No,82.0,N,0.1,57.379999999999995,N,80.0,3.6,55.04,,8.0,1014.7,Melbourne,65.0,22.0
W,11.8,Yes,2010-06-26,20.0,1022.9,44.78,55.94,Yes,68.0,SSW,2.0,53.06,SW,79.0,1.6,44.06,7.0,6.0,1022.6,Melbourne,37.0,28.0
W,8.0,No,2010-06-27,15.0,1025.3,44.239999999999995,55.22,Yes,66.0,SSW,6.6,52.52,W,86.0,0.2,42.980000000000004,3.0,6.0,1022.6,Melbourne,28.0,9.0
N,0.0,No,2010-06-28,26.0,1019.2,42.44,52.52,No,45.0,N,9.1,51.8,N,72.0,1.2,39.02,4.0,5.0,1016.0,Melbourne,78.0,35.0
N,0.0,Yes,2010-06-29,35.0,1015.9,45.68,51.44,No,61.0,N,0.8,48.92,N,65.0,4.0,42.260000000000005,7.0,7.0,1014.6,Melbourne,76.0,39.0
N,1.8,No,2010-06-30,28.0,1016.9,45.68,55.04,Yes,59.0,NNW,2.7,53.24,N,80.0,1.8,44.239999999999995,7.0,7.0,1016.3,Melbourne,59.0,24.0
N,0.0,No,2010-07-01,20.0,1023.0,48.02,54.14,No,63.0,N,3.0,53.24,N,80.0,2.2,45.68,5.0,7.0,1022.6,Melbourne,44.0,28.0
N,0.0,Yes,2010-07-02,24.0,1025.0,49.64,54.32,No,84.0,WNW,0.7,50.72,N,74.0,0.6,46.76,7.0,7.0,1022.6,Melbourne,37.0,13.0
W,3.8,No,2010-07-03,19.0,1030.3,47.48,57.2,Yes,63.0,SW,1.0,56.48,W,76.0,1.2,46.94,6.0,7.0,1029.8,Melbourne,31.0,19.0
N,0.0,No,2010-07-04,11.0,1031.8,49.82,55.04,No,55.0,NNE,0.0,54.5,N,78.0,1.0,47.120000000000005,7.0,7.0,1028.5,Melbourne,22.0,9.0
N,0.0,No,2010-07-05,11.0,1027.0,42.980000000000004,57.74,No,51.0,,2.0,54.32,N,88.0,0.8,42.620000000000005,5.0,6.0,1022.7,Melbourne,19.0,0.0
WNW,0.0,No,2010-07-06,13.0,1022.8,43.879999999999995,58.28,No,51.0,SSW,8.2,55.58,WSW,76.0,1.0,39.74,2.0,1.0,1020.9,Melbourne,22.0,15.0
W,0.0,No,2010-07-07,9.0,1026.9,45.5,59.0,No,77.0,SSE,0.7,54.68,N,77.0,1.4,39.38,7.0,7.0,1026.1,Melbourne,20.0,17.0
,0.0,No,2010-07-08,0.0,1029.3,51.26,57.379999999999995,No,66.0,SSE,0.1,55.4,SE,86.0,0.8,45.32,7.0,7.0,1027.5,Melbourne,17.0,13.0
N,0.0,No,2010-07-09,20.0,1029.7,40.1,61.7,No,48.0,N,9.0,60.08,N,85.0,0.2,38.48,0.0,3.0,1026.2,Melbourne,41.0,28.0
N,0.0,No,2010-07-10,37.0,1018.7,58.1,60.62,No,62.0,N,2.0,58.459999999999994,N,51.0,2.6,40.1,7.0,7.0,1012.7,Melbourne,78.0,50.0
N,0.0,No,2010-07-11,17.0,1016.7,52.34,60.980000000000004,No,61.0,NW,9.0,58.1,NW,75.0,2.0,51.44,1.0,7.0,1017.0,Melbourne,48.0,24.0
N,0.0,No,2010-07-12,20.0,1022.2,50.36,62.059999999999995,No,48.0,N,8.6,60.980000000000004,N,79.0,2.4,48.74,0.0,2.0,1019.2,Melbourne,48.0,30.0
N,0.0,Yes,2010-07-13,22.0,1011.5,53.06,62.24,No,54.0,NNE,3.0,62.059999999999995,NNE,63.0,2.4,49.46,6.0,7.0,1002.5,Melbourne,67.0,31.0
NNW,1.2,Yes,2010-07-14,26.0,1003.4,50.18,54.86,Yes,74.0,NNW,3.0,51.98,SW,62.0,1.4,49.82,5.0,7.0,1003.0,Melbourne,69.0,24.0
W,5.2,No,2010-07-15,20.0,1020.2,47.48,56.66,Yes,65.0,SW,4.8,55.4,W,75.0,2.6,44.42,3.0,7.0,1022.4,Melbourne,37.0,22.0
WNW,0.0,No,2010-07-16,9.0,1027.8,53.24,58.1,No,50.0,N,1.3,57.2,N,61.0,2.0,47.48,7.0,6.0,1025.9,Melbourne,24.0,11.0
N,0.0,No,2010-07-17,13.0,1027.1,44.78,56.48,No,62.0,NNE,3.7,52.7,N,74.0,1.6,42.44,1.0,7.0,1023.6,Melbourne,46.0,24.0
N,0.0,Yes,2010-07-18,41.0,1018.3,48.92,56.48,No,75.0,N,4.0,51.08,N,71.0,2.2,44.78,5.0,8.0,1015.5,Melbourne,65.0,20.0
WNW,8.6,No,2010-07-19,11.0,1019.6,46.4,57.2,Yes,49.0,SW,6.4,56.120000000000005,W,82.0,2.0,45.32,5.0,3.0,1019.6,Melbourne,24.0,13.0
N,0.0,Yes,2010-07-20,24.0,1023.8,42.8,56.3,No,90.0,NNW,1.3,51.26,N,73.0,1.2,37.76,7.0,7.0,1023.4,Melbourne,31.0,11.0
N,5.6,No,2010-07-21,4.0,1029.7,46.4,57.92,Yes,67.0,SSE,8.0,56.3,SSE,88.0,1.6,42.260000000000005,2.0,4.0,1028.7,Melbourne,22.0,15.0
WNW,0.0,Yes,2010-07-22,13.0,1032.6,49.46,55.22,No,92.0,SW,0.3,53.96,SW,83.0,1.0,44.42,8.0,8.0,1032.0,Melbourne,31.0,17.0
WSW,2.0,No,2010-07-23,7.0,1035.6,52.879999999999995,54.68,Yes,68.0,SSE,0.0,54.5,S,74.0,0.2,49.1,8.0,8.0,1033.4,Melbourne,19.0,7.0
S,0.0,No,2010-07-24,9.0,1032.4,50.18,56.120000000000005,No,64.0,SE,0.1,54.86,SW,75.0,0.4,48.02,7.0,7.0,1030.1,Melbourne,20.0,7.0
