Rainfall,Pressure9am,Cloud3pm,Humidity3pm,Sunshine,Temp9amC,MinTempC,WindSpeed3pm,Date,Temp3pmC,Cloud9am,WindDir9am,Humidity9am,Pressure3pm,MaxTempC,WindSpeed9am,WindDir3pm,RainToday,RainTomorrow,Evaporation,WindGustSpeed,WindGustDir,Location
0.4,1031.2,8.0,73.0,0.9,11.4,9.1,19.0,2010-09-21,12.6,8.0,SSE,84.0,1030.0,13.9,15.0,S,No,No,1.8,33.0,SSE,MountGambier
0.4,1030.7,7.0,80.0,1.6,10.9,7.8,15.0,2010-09-22,12.6,7.0,SW,92.0,1028.4,13.7,13.0,S,No,No,0.4,33.0,S,MountGambier
0.0,1029.1,7.0,69.0,0.1,10.9,8.7,22.0,2010-09-23,11.5,8.0,WSW,63.0,1027.3,12.4,17.0,WSW,No,No,1.4,30.0,WSW,MountGambier
0.2,1024.0,8.0,64.0,1.8,10.4,8.6,26.0,2010-09-24,13.5,8.0,NNW,81.0,1019.8,15.1,13.0,WNW,No,No,2.0,39.0,NW,MountGambier
0.0,1014.3,7.0,70.0,6.5,14.0,8.8,28.0,2010-09-25,14.2,7.0,NW,79.0,1015.7,17.8,22.0,W,No,No,2.0,54.0,WNW,MountGambier
0.0,1020.2,7.0,62.0,3.6,12.6,6.0,26.0,2010-09-26,14.9,7.0,NNW,71.0,1015.7,16.7,17.0,WNW,No,Yes,3.4,46.0,NW,MountGambier
3.2,1013.1,7.0,51.0,7.1,11.0,9.5,33.0,2010-09-27,11.3,7.0,WSW,86.0,1013.0,13.9,22.0,W,Yes,Yes,0.8,52.0,W,MountGambier
2.4,1016.4,4.0,47.0,9.2,10.2,5.3,35.0,2010-09-28,11.3,5.0,W,66.0,1017.6,13.4,33.0,WSW,Yes,Yes,4.2,59.0,WSW,MountGambier
3.2,1026.4,4.0,47.0,8.9,10.9,3.9,22.0,2010-09-29,12.8,3.0,SW,59.0,1025.9,13.8,24.0,SW,Yes,No,1.4,39.0,SSW,MountGambier
0.2,1027.0,7.0,68.0,1.0,10.1,5.0,13.0,2010-09-30,11.1,7.0,NNW,74.0,1024.8,12.3,11.0,W,No,No,2.0,30.0,W,MountGambier
0.2,1026.7,5.0,43.0,6.4,11.0,3.3,17.0,2010-10-01,15.9,7.0,NE,70.0,1024.2,17.7,11.0,NE,No,No,1.0,24.0,S,MountGambier
0.0,1027.3,1.0,38.0,11.0,13.8,3.5,17.0,2010-10-02,19.2,0.0,NNE,58.0,1023.6,19.9,19.0,ENE,No,No,2.4,30.0,ENE,MountGambier
0.0,1023.6,3.0,40.0,10.4,14.1,6.1,33.0,2010-10-03,23.0,1.0,NE,72.0,1019.5,24.0,24.0,NNE,No,No,3.2,46.0,NNE,MountGambier
0.2,1016.4,7.0,65.0,6.6,17.2,14.1,26.0,2010-10-04,16.8,2.0,N,74.0,1017.9,19.4,24.0,W,No,No,7.2,54.0,NNW,MountGambier
0.0,1023.2,7.0,58.0,7.8,12.3,6.7,11.0,2010-10-05,17.1,2.0,SE,83.0,1020.7,18.5,7.0,SW,No,No,3.8,24.0,S,MountGambier
0.0,1015.9,7.0,62.0,7.8,13.8,2.5,39.0,2010-10-06,15.0,1.0,WNW,78.0,1013.7,20.2,13.0,W,No,Yes,0.6,74.0,WSW,MountGambier
2.6,1025.3,7.0,49.0,8.4,10.3,3.4,35.0,2010-10-07,13.1,2.0,W,61.0,1025.4,14.3,17.0,W,Yes,No,2.2,52.0,W,MountGambier
0.6,1027.9,5.0,64.0,10.0,12.3,8.1,20.0,2010-10-08,15.6,3.0,SW,84.0,1026.9,16.7,13.0,WSW,No,No,2.2,31.0,WSW,MountGambier
0.6,1027.7,8.0,65.0,4.4,11.6,5.9,15.0,2010-10-09,14.7,7.0,W,95.0,1027.1,15.7,13.0,S,No,No,3.6,33.0,W,MountGambier
0.0,1027.7,1.0,48.0,10.1,9.9,4.3,11.0,2010-10-10,21.7,2.0,NE,100.0,1024.0,22.4,13.0,NNE,No,No,2.4,31.0,NNE,MountGambier
0.0,1023.2,3.0,39.0,11.0,18.0,9.7,31.0,2010-10-11,24.4,1.0,NNE,51.0,1019.9,26.0,33.0,NNE,No,No,4.0,52.0,NNE,MountGambier
0.4,1020.6,8.0,96.0,0.0,15.9,15.9,17.0,2010-10-12,13.0,8.0,WNW,81.0,1020.2,16.6,13.0,SSW,No,Yes,8.2,37.0,SSW,MountGambier
9.6,1019.4,7.0,64.0,1.2,11.5,9.5,19.0,2010-10-13,14.6,7.0,SE,78.0,1015.8,15.6,13.0,SSW,Yes,No,0.4,30.0,SSW,MountGambier
0.0,1010.2,7.0,52.0,9.6,11.4,3.9,22.0,2010-10-14,17.2,2.0,N,59.0,1005.2,18.6,19.0,NNW,No,Yes,3.8,41.0,NNW,MountGambier
3.6,999.2,6.0,55.0,4.2,8.5,7.8,44.0,2010-10-15,10.4,8.0,SSW,74.0,999.9,12.0,37.0,SSW,Yes,Yes,1.6,72.0,SW,MountGambier
4.4,1012.0,6.0,60.0,6.2,9.2,4.6,35.0,2010-10-16,12.5,6.0,SW,68.0,1013.8,13.3,28.0,SW,Yes,Yes,2.2,59.0,SW,MountGambier
2.0,1017.8,6.0,64.0,5.3,10.6,8.1,28.0,2010-10-17,13.9,8.0,WSW,79.0,1018.0,15.0,20.0,W,Yes,No,2.8,41.0,W,MountGambier
0.8,1021.8,7.0,66.0,6.0,11.8,6.7,28.0,2010-10-18,14.1,7.0,W,76.0,1022.8,16.2,22.0,SW,No,Yes,3.4,46.0,W,MountGambier
1.4,1028.2,5.0,59.0,10.4,12.3,5.9,20.0,2010-10-19,16.4,6.0,NE,85.0,1027.6,17.3,15.0,SW,Yes,No,0.8,30.0,SW,MountGambier
0.0,1028.9,7.0,51.0,12.2,12.2,1.9,9.0,2010-10-20,19.2,7.0,NE,77.0,1025.0,20.3,9.0,WSW,No,No,3.4,26.0,N,MountGambier
0.0,1020.8,3.0,36.0,12.3,16.6,7.3,20.0,2010-10-21,23.9,1.0,NNE,59.0,1017.5,25.5,20.0,N,No,No,3.8,43.0,NNE,MountGambier
0.0,1012.5,8.0,63.0,4.7,19.2,12.4,28.0,2010-10-22,18.8,4.0,N,44.0,1011.9,27.1,30.0,NW,No,Yes,7.8,72.0,NW,MountGambier
2.4,1020.9,5.0,46.0,8.8,12.1,8.6,24.0,2010-10-23,15.5,6.0,W,67.0,1022.1,17.1,9.0,SSW,Yes,No,4.2,41.0,SSW,MountGambier
0.0,1025.3,7.0,52.0,2.3,11.4,3.8,17.0,2010-10-24,14.3,7.0,NE,55.0,1023.6,15.2,4.0,SW,No,No,3.8,22.0,WSW,MountGambier
0.0,1022.0,1.0,33.0,12.4,11.2,1.2,13.0,2010-10-25,19.7,0.0,NE,69.0,1017.9,20.2,13.0,NW,No,No,2.0,33.0,N,MountGambier
0.0,1016.4,7.0,78.0,6.9,13.1,4.5,30.0,2010-10-26,16.7,7.0,NW,77.0,1016.4,17.7,17.0,WSW,No,No,3.4,39.0,WNW,MountGambier
1.0,1021.9,2.0,48.0,11.1,13.4,5.3,19.0,2010-10-27,18.4,5.0,WSW,59.0,1020.5,19.0,9.0,WSW,No,No,3.4,30.0,SSE,MountGambier
0.0,1018.1,6.0,29.0,10.2,13.8,4.4,28.0,2010-10-28,23.4,3.0,NE,61.0,1012.6,24.5,17.0,N,No,No,3.0,43.0,NNE,MountGambier
0.0,1005.9,8.0,49.0,4.6,23.1,13.7,33.0,2010-10-29,22.2,4.0,NNE,32.0,1005.5,28.7,35.0,WNW,No,Yes,8.4,54.0,N,MountGambier
24.8,1011.3,8.0,76.0,0.2,12.0,11.8,41.0,2010-10-30,13.9,8.0,S,94.0,1011.2,14.1,30.0,SSW,Yes,Yes,5.0,59.0,S,MountGambier
5.2,1015.2,6.0,50.0,5.5,9.1,8.8,30.0,2010-10-31,12.0,7.0,SSW,81.0,1017.3,13.7,33.0,SW,Yes,No,2.2,52.0,SSW,MountGambier
0.2,1020.7,7.0,58.0,2.9,11.2,4.1,22.0,2010-11-01,15.3,7.0,NW,67.0,1019.0,15.9,13.0,W,No,No,3.6,41.0,W,MountGambier
0.6,1020.0,7.0,80.0,5.7,13.6,11.0,26.0,2010-11-02,13.9,6.0,W,92.0,1019.8,16.9,15.0,WSW,No,No,1.0,46.0,WSW,MountGambier
0.4,1024.1,8.0,61.0,1.4,11.1,8.1,26.0,2010-11-03,12.9,7.0,S,75.0,1023.7,14.3,15.0,SSW,No,No,4.2,35.0,SSW,MountGambier
0.0,1027.6,7.0,49.0,2.4,10.5,6.3,26.0,2010-11-04,14.4,7.0,SE,67.0,1025.2,15.3,13.0,SSE,No,No,0.4,43.0,SSE,MountGambier
0.0,1024.0,5.0,45.0,12.6,12.8,4.8,17.0,2010-11-05,19.8,0.0,E,68.0,1019.6,21.5,28.0,ENE,No,No,2.6,41.0,ESE,MountGambier
0.0,1018.6,5.0,38.0,11.3,17.1,7.7,30.0,2010-11-06,22.2,3.0,NE,60.0,1013.9,24.7,26.0,NNE,No,No,5.8,52.0,NNE,MountGambier
0.6,1009.0,7.0,50.0,7.9,16.3,13.4,30.0,2010-11-07,18.4,7.0,NNW,72.0,1009.3,19.3,13.0,W,No,No,8.6,41.0,WNW,MountGambier
0.2,1013.1,4.0,54.0,8.8,14.8,9.6,28.0,2010-11-08,18.5,7.0,WNW,69.0,1015.8,18.9,22.0,W,No,No,3.8,52.0,WNW,MountGambier
0.8,1023.0,6.0,42.0,12.4,15.3,4.9,15.0,2010-11-09,24.1,3.0,NNE,70.0,1018.5,25.0,15.0,NNW,No,No,0.8,37.0,NNW,MountGambier
0.0,1017.6,8.0,78.0,1.5,15.5,13.0,20.0,2010-11-10,17.1,7.0,W,80.0,1016.6,19.5,13.0,SSW,No,No,6.0,31.0,SSW,MountGambier
0.4,1011.5,7.0,48.0,5.0,12.7,8.5,11.0,2010-11-11,25.1,8.0,E,99.0,1006.9,25.8,13.0,S,No,No,0.8,56.0,ENE,MountGambier
0.0,1001.2,8.0,78.0,1.5,25.1,12.7,28.0,2010-11-12,18.6,7.0,N,44.0,1004.7,28.2,19.0,W,No,Yes,5.6,52.0,WNW,MountGambier
1.6,1015.9,8.0,77.0,0.0,13.3,11.8,26.0,2010-11-13,13.2,8.0,SE,81.0,1016.0,14.6,28.0,SE,Yes,Yes,3.6,46.0,SE,MountGambier
5.4,1017.4,6.0,61.0,7.7,12.9,10.2,28.0,2010-11-14,17.7,8.0,S,97.0,1017.3,18.5,15.0,SW,Yes,No,0.2,37.0,SW,MountGambier
0.4,1018.2,7.0,56.0,4.5,12.9,4.0,22.0,2010-11-15,15.3,7.0,SW,71.0,1016.8,17.7,7.0,SSW,No,No,3.0,35.0,S,MountGambier
0.4,1018.7,7.0,43.0,4.0,12.2,4.7,13.0,2010-11-16,16.4,7.0,NW,71.0,1016.7,18.4,11.0,WSW,No,No,2.6,31.0,SW,MountGambier
0.0,1017.9,6.0,53.0,9.5,13.9,4.2,30.0,2010-11-17,17.3,5.0,NNW,70.0,1015.8,19.1,15.0,W,No,No,3.2,48.0,W,MountGambier
0.4,1018.0,6.0,48.0,9.2,13.4,12.0,26.0,2010-11-18,16.3,7.0,SW,76.0,1020.3,18.1,22.0,S,No,No,3.4,46.0,SW,MountGambier
0.0,1026.9,1.0,46.0,12.3,15.1,6.6,24.0,2010-11-19,17.7,5.0,ESE,49.0,1024.1,19.5,20.0,S,No,No,4.0,41.0,S,MountGambier
0.0,1025.2,1.0,49.0,13.6,15.4,5.1,28.0,2010-11-20,21.6,0.0,SSE,58.0,1022.6,22.7,13.0,S,No,No,4.6,41.0,S,MountGambier
0.0,1023.2,1.0,42.0,13.6,17.0,6.9,26.0,2010-11-21,25.2,1.0,ESE,58.0,1019.9,26.6,24.0,S,No,No,5.6,35.0,SSW,MountGambier
0.0,1018.6,4.0,19.0,13.2,21.2,8.2,15.0,2010-11-22,32.3,0.0,E,60.0,1014.7,34.6,11.0,NW,No,No,6.2,39.0,NNE,MountGambier
0.0,1015.5,5.0,22.0,8.1,26.1,20.4,22.0,2010-11-23,32.4,3.0,N,43.0,1013.4,34.9,28.0,N,No,No,8.8,59.0,N,MountGambier
0.0,1013.2,8.0,79.0,0.7,24.6,20.7,22.0,2010-11-24,20.9,7.0,N,63.0,1015.5,26.8,35.0,NW,No,Yes,10.4,57.0,N,MountGambier
9.6,1018.5,7.0,72.0,1.3,13.8,13.4,15.0,2010-11-25,17.6,8.0,SSW,97.0,1018.3,19.0,17.0,SW,Yes,No,2.2,26.0,SW,MountGambier
0.0,1016.6,5.0,63.0,8.3,14.0,8.9,17.0,2010-11-26,20.8,8.0,ESE,87.0,1013.2,22.7,9.0,SSW,No,Yes,1.4,33.0,SSW,MountGambier
18.6,1011.9,6.0,65.0,3.9,13.4,12.7,22.0,2010-11-27,18.8,8.0,SSE,96.0,1010.5,19.2,6.0,SSW,Yes,Yes,5.0,39.0,SSW,MountGambier
2.8,1019.1,7.0,62.0,6.6,13.3,10.7,31.0,2010-11-28,15.1,6.0,S,53.0,1019.6,17.2,31.0,S,Yes,No,3.6,50.0,SSE,MountGambier
0.2,1021.7,7.0,54.0,5.6,13.5,11.1,37.0,2010-11-29,17.2,8.0,SSE,62.0,1019.3,18.2,28.0,SSE,No,No,3.6,54.0,SSE,MountGambier
0.0,1018.9,7.0,59.0,3.1,14.7,9.7,30.0,2010-11-30,19.5,8.0,ESE,68.0,1016.2,20.9,31.0,SE,No,No,3.6,48.0,ESE,MountGambier
0.0,1015.1,7.0,61.0,1.2,16.6,11.5,20.0,2010-12-01,23.6,8.0,ESE,84.0,1011.7,23.6,17.0,E,No,No,3.8,,,MountGambier
0.2,1012.4,5.0,39.0,10.6,20.7,14.7,9.0,2010-12-02,26.5,6.0,NE,73.0,1009.4,28.8,22.0,NE,No,Yes,3.0,69.0,E,MountGambier
11.4,1010.5,6.0,69.0,12.2,20.1,13.4,17.0,2010-12-03,22.9,5.0,NNE,77.0,1008.3,29.3,15.0,WNW,Yes,Yes,5.8,39.0,NW,MountGambier
3.4,1009.6,4.0,33.0,9.6,22.5,12.1,15.0,2010-12-04,31.9,7.0,NE,73.0,1006.4,32.3,9.0,E,Yes,No,6.8,30.0,ESE,MountGambier
0.0,1010.5,7.0,34.0,8.6,23.5,15.7,13.0,2010-12-05,32.7,2.0,ENE,65.0,1007.3,32.8,19.0,NNE,No,Yes,6.0,52.0,SE,MountGambier
12.2,1009.5,3.0,55.0,6.8,18.4,17.8,30.0,2010-12-06,26.6,7.0,ESE,95.0,1005.6,28.5,17.0,ENE,Yes,Yes,6.8,52.0,N,MountGambier
5.8,1000.4,5.0,57.0,4.9,21.2,18.3,30.0,2010-12-07,27.6,8.0,NNE,91.0,999.3,30.0,30.0,NW,Yes,Yes,5.2,54.0,N,MountGambier
11.4,1000.4,5.0,60.0,6.3,16.1,16.1,28.0,2010-12-08,19.7,8.0,W,96.0,1004.6,20.8,33.0,W,Yes,Yes,6.2,70.0,NNE,MountGambier
1.6,1009.9,7.0,53.0,8.4,17.4,11.6,31.0,2010-12-09,21.0,7.0,NNW,82.0,1007.8,23.2,15.0,W,Yes,Yes,4.0,56.0,WNW,MountGambier
1.6,1012.3,6.0,42.0,10.0,10.2,9.0,39.0,2010-12-10,17.3,7.0,W,84.0,1010.0,17.8,39.0,WNW,Yes,Yes,5.2,61.0,WNW,MountGambier
3.4,1004.4,6.0,93.0,5.1,14.0,10.1,33.0,2010-12-11,16.1,7.0,NW,90.0,999.8,19.1,22.0,NW,Yes,Yes,4.8,69.0,W,MountGambier
6.2,1006.6,5.0,48.0,6.9,14.5,10.3,30.0,2010-12-12,17.2,7.0,WSW,64.0,1008.6,18.0,20.0,W,Yes,No,3.6,44.0,WNW,MountGambier
0.4,1015.4,7.0,63.0,6.3,16.1,10.1,17.0,2010-12-13,18.6,7.0,NW,69.0,1014.8,21.2,15.0,W,No,No,3.6,39.0,WSW,MountGambier
0.0,1013.0,3.0,26.0,12.0,19.1,10.6,24.0,2010-12-14,28.0,1.0,NNE,65.0,1007.2,29.4,20.0,N,No,No,3.4,43.0,NNW,MountGambier
1.0,1005.4,3.0,33.0,9.6,16.9,14.1,31.0,2010-12-15,17.9,3.0,WSW,52.0,1007.5,19.5,30.0,WSW,No,No,9.8,57.0,WSW,MountGambier
0.2,1009.6,6.0,46.0,8.7,12.9,7.1,31.0,2010-12-16,17.9,7.0,WSW,78.0,1008.1,19.5,24.0,W,No,Yes,7.0,46.0,W,MountGambier
3.6,1001.3,7.0,62.0,7.6,14.2,10.6,24.0,2010-12-17,15.9,7.0,NNW,94.0,1002.5,18.4,17.0,W,Yes,Yes,4.2,54.0,WNW,MountGambier
11.6,1004.4,7.0,48.0,7.4,14.3,9.6,30.0,2010-12-18,17.1,7.0,W,75.0,1003.8,18.0,20.0,W,Yes,Yes,3.0,48.0,WNW,MountGambier
11.2,996.7,5.0,61.0,5.0,12.7,9.6,31.0,2010-12-19,13.4,6.0,W,70.0,998.5,14.9,24.0,WSW,Yes,Yes,5.6,59.0,WSW,MountGambier
8.0,1009.7,8.0,74.0,4.3,13.2,6.7,28.0,2010-12-20,13.4,8.0,SW,73.0,1010.3,16.3,17.0,WSW,Yes,Yes,2.0,48.0,WSW,MountGambier
5.4,1014.5,7.0,52.0,6.2,14.0,11.0,24.0,2010-12-21,15.4,7.0,SSW,58.0,1016.5,17.1,28.0,SSW,Yes,No,1.8,41.0,S,MountGambier
0.0,1019.5,4.0,53.0,13.3,14.1,4.0,17.0,2010-12-22,18.8,5.0,NE,60.0,1017.1,20.9,11.0,SSW,No,No,3.8,37.0,SW,MountGambier
0.0,1024.0,1.0,48.0,11.9,16.2,6.2,28.0,2010-12-23,18.4,7.0,S,68.0,1025.5,19.4,28.0,SSE,No,No,4.0,44.0,S,MountGambier
0.0,1024.4,4.0,33.0,12.1,14.2,6.0,11.0,2010-12-24,25.0,5.0,ESE,64.0,1018.7,26.9,20.0,E,No,No,6.6,31.0,E,MountGambier
0.4,1013.0,1.0,41.0,9.7,16.7,13.3,17.0,2010-12-25,24.0,7.0,NNW,81.0,1010.3,24.7,9.0,S,No,No,3.6,37.0,NNE,MountGambier
0.0,1011.9,5.0,41.0,2.4,13.6,11.2,24.0,2010-12-26,18.4,8.0,SSW,92.0,1010.6,19.2,24.0,SW,No,Yes,5.4,44.0,SSW,MountGambier
1.8,1015.9,7.0,48.0,4.6,13.3,9.2,22.0,2010-12-27,15.8,7.0,SW,56.0,1017.0,17.2,31.0,S,Yes,No,3.6,46.0,S,MountGambier
0.0,1018.3,1.0,38.0,13.6,13.9,6.3,11.0,2010-12-28,21.3,2.0,ENE,62.0,1014.4,23.2,19.0,NNW,No,No,3.2,30.0,NNW,MountGambier
0.0,1014.8,1.0,45.0,11.3,17.8,6.9,20.0,2010-12-29,21.7,1.0,SW,66.0,1015.3,22.9,15.0,SSW,No,No,5.4,33.0,SW,MountGambier
0.0,1017.9,0.0,50.0,14.0,16.5,7.8,20.0,2010-12-30,23.9,1.0,ESE,65.0,1015.6,30.2,19.0,S,No,No,4.6,33.0,SSW,MountGambier
0.0,1005.2,1.0,39.0,13.0,29.9,13.0,30.0,2010-12-31,27.9,2.0,N,28.0,1006.5,35.0,28.0,W,No,No,6.6,72.0,NNW,MountGambier
0.0,1013.5,6.0,52.0,12.5,17.4,13.9,26.0,2011-01-01,20.3,4.0,WSW,60.0,1014.4,22.2,13.0,SW,No,No,11.6,35.0,SW,MountGambier
0.0,1018.5,3.0,39.0,10.0,16.9,7.9,19.0,2011-01-02,19.8,7.0,S,49.0,1017.8,21.0,26.0,S,No,No,5.6,44.0,SSW,MountGambier
0.0,1019.3,2.0,45.0,10.9,15.6,7.6,28.0,2011-01-03,18.9,7.0,SSE,52.0,1017.9,20.2,24.0,SSE,No,No,4.0,44.0,SSW,MountGambier
0.0,1015.0,7.0,45.0,11.4,15.3,4.9,19.0,2011-01-04,19.8,3.0,ESE,55.0,1012.2,22.2,24.0,S,No,No,6.0,37.0,S,MountGambier
0.0,1012.0,1.0,42.0,11.7,15.7,7.3,28.0,2011-01-05,21.6,7.0,SE,61.0,1011.4,22.2,19.0,S,No,No,4.4,52.0,S,MountGambier
0.0,1009.9,6.0,18.0,9.3,16.5,6.8,24.0,2011-01-06,31.5,1.0,NE,70.0,1004.8,32.8,17.0,N,No,No,4.8,44.0,N,MountGambier
0.0,1005.2,1.0,22.0,9.8,28.8,16.2,28.0,2011-01-07,34.8,5.0,N,24.0,1003.6,37.2,19.0,WSW,No,Yes,9.4,50.0,N,MountGambier
2.0,1009.0,8.0,94.0,0.3,18.6,17.8,13.0,2011-01-08,16.7,8.0,S,95.0,1011.4,19.7,17.0,SE,Yes,Yes,11.4,43.0,SSW,MountGambier
2.2,1019.0,6.0,51.0,13.2,19.2,11.6,30.0,2011-01-09,22.9,4.0,SE,69.0,1017.8,24.9,30.0,SE,Yes,No,0.6,48.0,ESE,MountGambier
0.0,1015.5,8.0,81.0,0.7,21.0,14.5,17.0,2011-01-10,21.6,7.0,ESE,75.0,1012.8,22.2,28.0,SE,No,Yes,6.8,37.0,ESE,MountGambier
2.2,1011.0,7.0,55.0,4.3,17.2,15.7,15.0,2011-01-11,26.8,8.0,SSE,94.0,1006.4,28.0,11.0,SSE,Yes,Yes,2.6,33.0,SSE,MountGambier
22.2,998.7,7.0,64.0,5.2,18.4,17.2,35.0,2011-01-12,24.3,8.0,W,98.0,999.7,24.3,13.0,NW,Yes,No,4.2,52.0,NW,MountGambier
0.0,1006.2,8.0,97.0,0.0,18.1,15.3,26.0,2011-01-13,17.7,8.0,SSE,91.0,1001.2,21.2,9.0,S,No,Yes,4.6,61.0,SSW,MountGambier
84.6,1003.5,4.0,67.0,8.2,16.9,15.8,26.0,2011-01-14,21.8,8.0,NNW,98.0,1004.7,23.1,15.0,W,Yes,No,,41.0,W,MountGambier
0.2,1010.4,1.0,49.0,11.6,16.3,12.2,17.0,2011-01-15,25.3,6.0,WNW,91.0,1009.8,26.2,9.0,WSW,No,No,3.4,33.0,W,MountGambier
0.0,1011.4,2.0,52.0,11.9,16.7,12.3,28.0,2011-01-16,21.4,6.0,SW,73.0,1009.7,22.3,13.0,W,No,No,5.4,41.0,WSW,MountGambier
0.0,1011.2,7.0,56.0,4.9,16.5,12.6,24.0,2011-01-17,17.5,4.0,WSW,66.0,1011.1,19.0,30.0,WSW,No,No,6.0,46.0,WSW,MountGambier
1.0,1013.1,7.0,55.0,0.9,14.0,12.5,15.0,2011-01-18,18.0,8.0,N,85.0,1011.9,19.2,7.0,SSW,No,No,3.2,31.0,WSW,MountGambier
0.0,1014.4,6.0,56.0,6.9,15.4,13.6,15.0,2011-01-19,20.2,7.0,SE,63.0,1013.3,21.6,9.0,S,No,No,3.4,33.0,S,MountGambier
0.0,1010.7,1.0,25.0,12.7,17.8,8.7,19.0,2011-01-20,29.6,2.0,NE,72.0,1007.4,31.0,15.0,NNW,No,No,2.8,35.0,NNW,MountGambier
0.0,1011.3,3.0,58.0,9.8,17.6,16.4,33.0,2011-01-21,21.2,8.0,S,83.0,1013.6,22.4,31.0,S,No,No,8.8,48.0,SSE,MountGambier
0.0,1016.7,0.0,55.0,13.2,17.1,9.6,28.0,2011-01-22,22.0,3.0,SE,64.0,1014.7,23.0,28.0,S,No,No,5.4,41.0,SE,MountGambier
0.0,1010.8,5.0,51.0,10.9,19.2,14.3,13.0,2011-01-23,26.4,4.0,SSE,79.0,1006.4,27.2,9.0,SSW,No,Yes,5.0,31.0,SW,MountGambier
2.0,1007.1,2.0,44.0,11.4,15.0,14.1,19.0,2011-01-24,20.0,5.0,SSW,69.0,1007.7,20.6,26.0,S,Yes,No,6.2,41.0,S,MountGambier
0.0,1008.2,7.0,53.0,3.6,16.1,10.0,19.0,2011-01-25,20.1,7.0,E,65.0,1008.1,21.5,11.0,SSW,No,Yes,4.8,35.0,SW,MountGambier
5.2,1015.7,5.0,46.0,12.4,17.5,10.9,15.0,2011-01-26,22.8,4.0,SSW,72.0,1016.2,24.1,13.0,SW,Yes,No,3.0,30.0,SSW,MountGambier
0.0,1019.2,3.0,51.0,12.7,17.3,7.6,26.0,2011-01-27,22.5,2.0,W,84.0,1020.1,23.4,13.0,SW,No,No,5.8,41.0,WNW,MountGambier
0.0,1023.7,0.0,49.0,13.1,16.1,7.5,19.0,2011-01-28,22.4,5.0,SE,67.0,1021.7,23.5,9.0,S,No,No,5.0,33.0,SSW,MountGambier
0.0,1019.5,5.0,33.0,13.2,16.1,8.2,13.0,2011-01-29,29.2,1.0,NNE,70.0,1016.9,30.4,11.0,SSW,No,No,5.8,33.0,S,MountGambier
0.0,1013.4,1.0,10.0,13.2,27.8,16.1,33.0,2011-01-30,39.2,1.0,N,23.0,1012.1,39.6,24.0,NW,No,No,8.4,56.0,WSW,MountGambier
0.0,1011.2,7.0,41.0,6.6,21.6,15.8,15.0,2011-01-31,31.5,2.0,E,75.0,1008.9,34.1,11.0,NNE,No,No,10.6,28.0,S,MountGambier
0.0,1004.3,7.0,73.0,8.7,22.0,18.4,30.0,2011-02-01,19.0,1.0,SSW,73.0,1010.1,24.6,17.0,S,No,No,6.6,48.0,S,MountGambier
0.0,1011.3,2.0,47.0,12.8,16.9,10.7,22.0,2011-02-02,27.2,1.0,E,72.0,1009.1,28.7,15.0,SSW,No,No,5.0,33.0,SW,MountGambier
0.0,1015.0,1.0,46.0,11.7,18.1,12.9,15.0,2011-02-03,26.1,3.0,SE,63.0,1012.7,26.2,22.0,S,No,No,5.2,33.0,SSE,MountGambier
0.0,1009.6,6.0,60.0,8.3,20.0,14.6,24.0,2011-02-04,25.5,7.0,ESE,70.0,1006.8,29.6,7.0,S,No,No,5.6,37.0,S,MountGambier
0.0,1008.3,8.0,94.0,0.8,16.3,9.9,33.0,2011-02-05,13.8,7.0,NNW,76.0,1009.4,17.5,17.0,SW,No,Yes,5.4,65.0,WSW,MountGambier
3.8,1023.8,4.0,36.0,13.0,13.8,7.7,24.0,2011-02-06,18.2,4.0,SW,59.0,1027.6,19.4,20.0,SW,Yes,No,1.6,43.0,S,MountGambier
0.0,1028.0,1.0,44.0,11.3,14.6,3.8,19.0,2011-02-07,19.6,1.0,NNW,59.0,1025.9,21.1,9.0,S,No,No,4.6,39.0,SW,MountGambier
0.0,1024.9,1.0,48.0,11.0,16.6,13.1,22.0,2011-02-08,21.7,5.0,SE,57.0,1022.9,22.6,22.0,S,No,No,5.2,41.0,SSE,MountGambier
0.0,1022.2,7.0,41.0,5.7,15.6,9.1,13.0,2011-02-09,23.5,6.0,E,66.0,1019.6,26.3,22.0,E,No,No,5.4,31.0,E,MountGambier
0.0,1014.6,,33.0,1.0,19.5,14.5,19.0,2011-02-10,30.8,7.0,NNE,76.0,1010.5,31.4,6.0,NNW,No,Yes,3.0,35.0,SW,MountGambier
3.6,1011.5,7.0,75.0,0.6,18.4,18.1,28.0,2011-02-11,19.2,8.0,SW,97.0,1014.4,19.8,13.0,SSW,Yes,No,2.8,44.0,S,MountGambier
0.0,1022.2,3.0,46.0,11.5,15.3,12.1,20.0,2011-02-12,19.3,5.0,SSE,58.0,1021.2,20.5,26.0,S,No,No,2.4,35.0,SSE,MountGambier
0.0,1025.0,5.0,48.0,6.8,15.5,8.8,22.0,2011-02-13,20.9,7.0,SW,72.0,1024.1,21.6,11.0,SSE,No,No,5.4,37.0,S,MountGambier
0.0,1024.1,1.0,46.0,11.6,15.7,10.2,19.0,2011-02-14,24.7,7.0,ESE,74.0,1021.3,26.0,24.0,SE,No,No,4.0,37.0,ESE,MountGambier
0.0,1019.4,7.0,34.0,12.6,19.5,11.9,20.0,2011-02-15,31.5,6.0,NE,79.0,1015.9,32.8,9.0,NNE,No,No,4.6,30.0,NNE,MountGambier
