Date,Temp9amC,WindGustSpeed,Humidity3pm,Cloud3pm,Temp3pmC,WindDir9am,Sunshine,Evaporation,WindSpeed9am,RainTomorrow,MaxTempC,Pressure3pm,Cloud9am,WindGustDir,Rainfall,WindDir3pm,Humidity9am,RainToday,MinTempC,Pressure9am,Location,WindSpeed3pm
2010-11-15,14.2,,73.0,6.0,16.2,NW,1.2,5.6,9.0,No,19.8,1012.8,8.0,,2.6,SE,83.0,Yes,13.6,1015.5,Sale,20.0
2010-11-16,13.7,39.0,44.0,6.0,17.5,W,2.7,3.8,17.0,No,18.5,1014.9,5.0,WNW,0.2,WSW,68.0,No,11.4,1016.0,Sale,7.0
2010-11-17,14.6,37.0,29.0,1.0,21.8,W,12.5,3.6,11.0,No,22.4,1013.4,1.0,SE,0.0,WSW,57.0,No,5.2,1017.3,Sale,17.0
2010-11-18,17.3,57.0,67.0,8.0,15.7,NW,7.2,6.6,13.0,No,21.5,1015.0,5.0,WSW,0.0,SSW,65.0,No,7.6,1013.8,Sale,22.0
2010-11-19,13.2,39.0,42.0,3.0,17.9,WSW,11.8,4.2,9.0,No,18.8,1024.9,2.0,ESE,0.6,SE,54.0,No,4.9,1026.0,Sale,17.0
2010-11-20,14.4,41.0,54.0,1.0,20.6,SW,12.8,6.4,9.0,No,22.2,1022.7,1.0,SE,0.0,SE,75.0,No,5.5,1025.6,Sale,24.0
2010-11-21,13.3,39.0,63.0,5.0,18.8,NNW,6.1,6.2,11.0,No,20.3,1022.9,8.0,ESE,0.0,SE,86.0,No,9.1,1025.0,Sale,24.0
2010-11-22,19.0,39.0,31.0,2.0,29.6,ENE,12.7,3.0,6.0,No,30.7,1017.8,1.0,E,0.0,E,65.0,No,12.9,1021.6,Sale,26.0
2010-11-23,25.2,44.0,20.0,3.0,33.4,NNW,11.0,7.4,9.0,No,34.4,1016.5,1.0,E,0.0,W,43.0,No,12.1,1019.6,Sale,11.0
2010-11-24,25.4,41.0,25.0,7.0,32.7,N,8.6,9.4,7.0,No,33.3,1015.7,6.0,NW,0.0,WNW,49.0,No,14.6,1018.3,Sale,26.0
2010-11-25,23.1,33.0,85.0,8.0,22.1,NE,1.5,7.8,13.0,Yes,25.9,1015.0,7.0,S,0.0,W,68.0,No,15.7,1015.3,Sale,9.0
2010-11-26,17.4,37.0,78.0,7.0,19.5,ENE,0.0,2.2,13.0,No,21.5,1015.6,7.0,E,2.4,ESE,85.0,Yes,15.8,1018.0,Sale,19.0
2010-11-27,18.9,44.0,63.0,6.0,24.0,NNE,6.5,2.4,4.0,Yes,29.1,1005.6,5.0,SW,0.2,E,87.0,No,15.7,1011.5,Sale,30.0
2010-11-28,13.6,52.0,64.0,8.0,16.2,W,0.0,5.8,26.0,No,17.2,1012.4,8.0,W,40.4,W,93.0,Yes,13.0,1009.9,Sale,35.0
2010-11-29,14.1,,59.0,7.0,17.7,E,1.0,3.0,7.0,Yes,18.1,1020.2,,,0.4,E,81.0,No,12.0,1020.2,Sale,37.0
2010-11-30,14.6,50.0,70.0,8.0,17.5,E,0.0,4.0,22.0,Yes,18.3,1019.5,8.0,E,2.6,ESE,84.0,Yes,13.2,1021.1,Sale,31.0
2010-12-01,18.1,52.0,71.0,7.0,21.6,E,1.8,1.0,30.0,No,22.4,1015.6,8.0,E,2.2,E,93.0,Yes,14.5,1018.1,Sale,39.0
2010-12-02,18.6,48.0,67.0,6.0,23.6,NE,5.4,2.6,9.0,Yes,25.6,1012.4,8.0,E,0.2,E,85.0,No,15.9,1016.0,Sale,37.0
2010-12-03,20.8,69.0,43.0,4.0,27.5,WSW,9.4,4.6,9.0,Yes,29.6,1009.9,3.0,SW,3.8,E,78.0,Yes,15.3,1013.4,Sale,33.0
2010-12-04,23.1,37.0,49.0,5.0,26.7,NNW,12.4,4.0,9.0,No,29.6,1008.8,3.0,SE,16.8,SE,66.0,Yes,15.3,1009.9,Sale,24.0
2010-12-05,17.6,52.0,81.0,8.0,19.5,ESE,0.0,6.6,20.0,No,20.3,1014.1,8.0,E,0.4,ESE,95.0,No,16.8,1014.9,Sale,31.0
2010-12-06,18.3,61.0,70.0,3.0,21.9,E,4.1,2.8,37.0,No,23.1,1013.2,8.0,E,0.0,E,83.0,No,17.3,1015.1,Sale,46.0
2010-12-07,21.4,56.0,58.0,7.0,25.7,ENE,8.7,5.8,11.0,Yes,27.1,1007.0,5.0,E,0.0,E,73.0,No,17.3,1010.5,Sale,33.0
2010-12-08,24.9,52.0,56.0,8.0,28.0,NE,1.1,5.8,17.0,Yes,30.1,1002.7,7.0,W,2.6,NNE,75.0,Yes,20.1,1005.2,Sale,15.0
2010-12-09,17.1,31.0,69.0,8.0,19.5,ESE,1.3,1.8,9.0,No,20.2,1007.7,8.0,E,36.4,ENE,86.0,Yes,15.8,1010.1,Sale,13.0
2010-12-10,16.3,72.0,36.0,2.0,19.0,WSW,11.3,3.4,39.0,No,19.9,1006.2,3.0,WSW,0.6,WSW,56.0,No,13.3,1008.1,Sale,39.0
2010-12-11,16.5,52.0,39.0,6.0,20.8,NNW,5.6,9.2,30.0,No,22.8,1001.0,5.0,NW,0.0,NW,49.0,No,11.6,1004.6,Sale,37.0
2010-12-12,16.8,61.0,49.0,2.0,19.6,W,10.3,7.8,37.0,Yes,20.5,1004.2,3.0,WSW,0.0,WSW,45.0,No,12.4,1002.7,Sale,37.0
2010-12-13,15.9,35.0,37.0,5.0,21.6,WNW,11.1,7.2,13.0,No,22.3,1013.8,1.0,SW,1.4,WSW,52.0,Yes,11.4,1014.7,Sale,15.0
2010-12-14,17.9,35.0,57.0,4.0,22.3,E,11.0,5.6,4.0,No,23.1,1011.8,6.0,E,0.0,SE,74.0,No,11.3,1016.4,Sale,24.0
2010-12-15,22.6,44.0,58.0,8.0,23.6,SE,5.5,5.8,2.0,Yes,29.9,1003.3,5.0,S,0.0,SSW,67.0,No,13.2,1004.8,Sale,13.0
2010-12-16,15.9,35.0,45.0,5.0,18.8,SW,5.9,3.6,13.0,No,20.9,1006.0,5.0,SE,2.8,SE,60.0,Yes,13.2,1008.3,Sale,11.0
2010-12-17,16.7,63.0,33.0,6.0,22.6,NNW,8.0,4.6,2.0,No,24.6,998.9,2.0,W,0.0,W,65.0,No,7.1,1002.8,Sale,15.0
2010-12-18,16.1,56.0,51.0,5.0,17.8,NW,8.1,4.0,11.0,Yes,19.0,1000.9,5.0,WSW,1.0,WSW,67.0,No,9.5,1000.1,Sale,30.0
2010-12-19,14.3,72.0,37.0,5.0,21.6,NNW,3.1,4.6,17.0,Yes,21.9,991.8,7.0,WSW,1.4,W,73.0,Yes,10.9,997.3,Sale,17.0
2010-12-20,15.6,67.0,49.0,4.0,18.4,WSW,8.3,5.2,31.0,No,20.4,1001.0,5.0,WSW,12.0,W,70.0,Yes,10.1,999.3,Sale,41.0
2010-12-21,14.3,57.0,54.0,7.0,16.3,W,7.3,6.6,37.0,No,18.4,1010.5,5.0,W,0.2,W,68.0,No,10.3,,Sale,37.0
2010-12-22,13.4,35.0,48.0,1.0,19.6,WNW,13.2,4.4,13.0,No,21.0,1016.6,1.0,E,0.8,ESE,62.0,No,5.4,1019.8,Sale,24.0
2010-12-23,15.3,48.0,45.0,4.0,20.4,W,10.6,5.8,31.0,No,21.9,1022.4,5.0,W,0.0,WSW,73.0,No,9.8,1020.3,Sale,28.0
2010-12-24,14.2,35.0,33.0,3.0,21.5,WSW,13.2,7.0,6.0,No,21.8,1020.8,1.0,E,0.0,ESE,65.0,No,5.4,1026.2,Sale,20.0
2010-12-25,15.7,24.0,66.0,8.0,21.6,N,1.4,5.2,9.0,No,22.7,1009.3,8.0,ENE,0.0,SE,86.0,No,11.9,1012.6,Sale,11.0
2010-12-26,17.3,41.0,59.0,7.0,18.8,SW,5.4,3.2,19.0,No,21.7,1005.1,5.0,W,0.0,SW,57.0,No,14.2,1007.4,Sale,22.0
2010-12-27,14.7,54.0,34.0,4.0,16.3,W,8.8,6.2,28.0,No,18.0,1011.8,5.0,SW,0.0,SW,56.0,No,9.2,1009.0,Sale,30.0
2010-12-28,13.0,41.0,39.0,3.0,18.4,WNW,13.3,4.6,13.0,No,19.6,1017.1,1.0,E,0.4,ESE,60.0,No,3.0,1019.6,Sale,28.0
2010-12-29,17.1,52.0,19.0,2.0,29.6,NW,13.2,6.4,11.0,No,30.5,1010.9,1.0,SE,0.0,WSW,64.0,No,7.9,1013.6,Sale,24.0
2010-12-30,18.3,37.0,61.0,4.0,19.6,E,11.0,8.8,11.0,No,21.4,1016.5,5.0,ESE,0.0,ESE,64.0,No,11.3,1018.0,Sale,24.0
2010-12-31,19.0,52.0,41.0,4.0,31.3,E,11.7,6.4,19.0,No,38.1,1006.6,1.0,NNW,0.0,E,77.0,No,11.2,1012.8,Sale,20.0
2011-01-01,20.4,48.0,56.0,7.0,22.1,W,7.6,9.4,30.0,No,24.7,1010.4,4.0,WSW,0.0,SW,63.0,No,18.8,1009.9,Sale,13.0
2011-01-02,16.6,39.0,42.0,3.0,21.3,SW,6.6,5.4,13.0,No,22.3,1015.2,8.0,SSE,0.0,ESE,56.0,No,15.1,1015.8,Sale,20.0
2011-01-03,15.5,35.0,41.0,5.0,20.2,SW,10.4,8.0,13.0,No,21.7,1015.8,3.0,SE,0.0,ESE,51.0,No,12.8,1017.4,Sale,22.0
2011-01-04,16.9,37.0,53.0,2.0,21.5,ENE,13.1,6.6,13.0,No,22.5,1010.7,3.0,E,0.0,ESE,55.0,No,6.8,1014.6,Sale,22.0
2011-01-05,17.1,35.0,53.0,4.0,22.3,W,4.6,6.2,17.0,No,24.8,1008.4,8.0,SSE,0.0,SSE,79.0,No,14.6,1008.2,Sale,22.0
2011-01-06,19.3,41.0,55.0,4.0,23.6,E,12.4,4.8,19.0,No,24.7,1009.7,4.0,E,0.0,E,74.0,No,11.9,1012.0,Sale,28.0
2011-01-07,21.2,35.0,30.0,6.0,32.2,NNW,5.5,7.2,7.0,No,33.4,1008.4,6.0,E,0.0,E,75.0,No,12.8,1010.4,Sale,24.0
2011-01-08,25.7,48.0,27.0,5.0,32.7,NNE,10.8,7.2,6.0,No,34.3,1007.2,1.0,SSW,0.0,SE,49.0,No,14.5,1009.1,Sale,30.0
2011-01-09,19.3,46.0,58.0,7.0,24.0,SSW,1.9,7.6,13.0,Yes,24.8,1018.6,7.0,SE,0.0,SSE,74.0,No,18.5,1019.6,Sale,20.0
2011-01-10,20.5,59.0,72.0,6.0,23.5,E,2.8,2.4,30.0,No,26.0,1014.1,8.0,ESE,4.0,ESE,93.0,Yes,18.4,1017.6,Sale,37.0
2011-01-11,21.7,31.0,67.0,8.0,26.1,E,1.7,5.8,2.0,Yes,26.7,1009.6,7.0,E,0.0,E,77.0,No,18.8,1012.3,Sale,15.0
2011-01-12,22.7,46.0,93.0,8.0,21.1,ENE,0.4,2.2,28.0,Yes,23.1,1007.3,6.0,ENE,3.2,E,84.0,Yes,19.9,1007.3,Sale,22.0
2011-01-13,22.1,33.0,78.0,8.0,26.5,S,0.1,2.2,6.0,Yes,28.3,1007.3,8.0,ESE,12.0,E,91.0,Yes,20.0,1009.0,Sale,11.0
2011-01-14,21.9,41.0,92.0,8.0,20.6,ENE,0.5,3.4,24.0,Yes,23.7,1003.4,8.0,WSW,6.2,W,90.0,Yes,21.5,1001.9,Sale,19.0
2011-01-15,20.9,33.0,64.0,1.0,25.2,W,12.7,0.6,24.0,No,29.3,1007.9,3.0,W,4.2,ESE,82.0,Yes,16.2,1008.6,Sale,26.0
2011-01-16,19.2,33.0,69.0,3.0,24.7,ESE,5.4,7.2,13.0,Yes,26.3,1006.0,8.0,SE,0.0,SSE,90.0,No,15.5,1008.9,Sale,20.0
2011-01-17,17.7,57.0,50.0,5.0,19.9,W,8.9,4.2,30.0,No,22.1,1005.7,2.0,W,2.8,W,64.0,Yes,15.6,1006.5,Sale,35.0
2011-01-18,15.9,35.0,45.0,5.0,20.9,WNW,3.8,7.4,19.0,No,21.9,1009.1,7.0,SW,0.0,SW,70.0,No,13.2,1010.2,Sale,15.0
2011-01-19,16.4,31.0,45.0,4.0,21.6,WSW,7.3,4.0,13.0,No,22.9,1012.3,7.0,ESE,0.0,SSW,66.0,No,14.3,1011.8,Sale,7.0
2011-01-20,17.5,31.0,64.0,3.0,23.1,NE,6.6,6.4,11.0,No,24.7,1010.9,7.0,E,0.0,SE,74.0,No,12.5,1014.1,Sale,19.0
2011-01-21,18.9,54.0,25.0,5.0,31.7,WNW,8.7,3.6,15.0,No,33.7,1008.8,5.0,W,0.0,WSW,89.0,No,14.3,1009.5,Sale,24.0
2011-01-22,18.3,50.0,81.0,8.0,20.5,NE,0.1,6.8,4.0,No,22.1,1014.7,8.0,ESE,0.4,ESE,94.0,No,16.5,1017.0,Sale,35.0
2011-01-23,20.5,35.0,58.0,4.0,27.0,S,9.3,1.4,9.0,Yes,28.3,1006.4,8.0,ENE,0.6,SE,89.0,No,17.8,1010.3,Sale,19.0
2011-01-24,16.0,56.0,60.0,6.0,21.8,WSW,8.7,6.2,24.0,Yes,23.2,1003.6,8.0,WSW,1.2,W,87.0,Yes,15.9,1003.0,Sale,37.0
2011-01-25,17.0,37.0,48.0,3.0,23.3,SE,11.4,7.0,9.0,Yes,24.7,1006.3,3.0,ESE,2.0,E,62.0,Yes,10.5,1008.3,Sale,28.0
2011-01-26,16.9,26.0,72.0,8.0,20.0,S,0.0,5.4,9.0,No,20.4,1015.5,8.0,ESE,2.6,SE,94.0,Yes,16.2,1013.9,Sale,13.0
2011-01-27,17.9,48.0,36.0,3.0,26.7,WSW,10.6,2.4,11.0,No,27.3,1015.1,8.0,WSW,0.2,W,84.0,No,16.6,1016.2,Sale,24.0
2011-01-28,17.3,43.0,44.0,1.0,21.9,W,12.9,7.6,11.0,No,23.4,1020.6,1.0,ESE,0.0,S,55.0,No,12.3,1022.1,Sale,19.0
2011-01-29,16.6,33.0,52.0,3.0,24.5,N,11.9,6.8,13.0,No,25.3,1017.6,2.0,ESE,0.0,E,72.0,No,9.6,1020.5,Sale,24.0
2011-01-30,20.6,43.0,21.0,1.0,37.6,WNW,13.5,5.6,6.0,No,38.6,1011.2,3.0,NW,0.0,WNW,70.0,No,13.5,1014.9,Sale,30.0
2011-01-31,23.3,37.0,42.0,3.0,29.6,SE,12.1,9.8,13.0,No,30.5,1011.0,3.0,SE,0.0,E,59.0,No,17.0,1013.9,Sale,22.0
2011-02-01,28.7,76.0,14.0,3.0,39.3,WNW,11.8,8.2,13.0,No,40.0,1000.2,1.0,NW,0.0,NW,59.0,No,18.2,1003.1,Sale,52.0
2011-02-02,20.5,33.0,59.0,5.0,26.8,E,8.9,16.0,22.0,No,28.9,1008.7,5.0,E,0.0,E,73.0,No,17.9,1012.1,Sale,22.0
2011-02-03,20.9,37.0,55.0,3.0,25.9,SSW,,7.4,9.0,Yes,26.4,1013.5,8.0,E,0.0,E,82.0,No,18.9,1013.4,Sale,17.0
2011-02-04,19.3,39.0,78.0,8.0,24.6,NW,0.3,3.6,9.0,Yes,25.3,1009.2,8.0,NNW,1.2,E,94.0,Yes,17.4,1011.4,Sale,7.0
2011-02-05,20.6,33.0,84.0,8.0,18.9,SSW,0.0,1.0,24.0,Yes,20.8,1006.0,7.0,W,35.0,SW,93.0,Yes,19.1,1003.2,Sale,15.0
2011-02-06,13.9,61.0,50.0,5.0,17.6,W,10.4,2.4,31.0,Yes,18.6,1022.3,6.0,WSW,14.6,W,74.0,Yes,12.4,1018.4,Sale,17.0
2011-02-07,12.6,39.0,39.0,1.0,21.5,NW,13.1,6.2,13.0,No,22.5,1022.2,1.0,WNW,1.6,W,77.0,Yes,6.9,1025.6,Sale,19.0
2011-02-08,15.8,35.0,47.0,4.0,20.1,SW,9.0,6.6,19.0,No,20.9,1021.8,7.0,SE,0.0,S,72.0,No,12.4,1022.6,Sale,9.0
2011-02-09,16.5,43.0,58.0,6.0,22.5,ENE,10.4,5.6,13.0,No,23.6,1021.4,8.0,E,0.0,E,68.0,No,10.0,1024.3,Sale,24.0
2011-02-10,19.1,30.0,46.0,6.0,28.7,NNW,3.5,5.4,7.0,Yes,29.8,1013.8,5.0,E,0.0,E,94.0,No,15.3,1018.5,Sale,13.0
2011-02-11,22.0,56.0,64.0,7.0,27.5,NE,4.9,3.6,9.0,No,28.2,1006.8,7.0,SW,2.4,WSW,88.0,Yes,18.6,1009.7,Sale,24.0
2011-02-12,15.9,33.0,51.0,7.0,19.0,SSW,0.9,6.0,22.0,No,19.6,1018.9,7.0,SSW,0.0,SSW,62.0,No,14.4,1019.9,Sale,13.0
2011-02-13,13.6,28.0,47.0,4.0,21.3,WNW,9.2,4.0,15.0,No,21.7,1022.2,5.0,WNW,0.0,WNW,74.0,No,9.7,1023.4,Sale,13.0
2011-02-14,18.2,46.0,52.0,1.0,22.0,ENE,11.9,3.4,13.0,No,22.9,1024.3,3.0,E,0.4,E,67.0,No,13.5,1025.6,Sale,28.0
2011-02-15,19.8,48.0,62.0,5.0,23.7,E,11.0,7.6,19.0,No,25.3,1020.5,4.0,E,0.0,E,70.0,No,11.7,1024.1,Sale,35.0
2011-02-16,19.1,28.0,42.0,7.0,28.2,NE,6.7,6.6,4.0,No,28.6,1014.1,4.0,E,0.0,E,92.0,No,14.1,1018.0,Sale,19.0
2011-02-17,21.1,28.0,84.0,8.0,20.6,WSW,0.9,4.0,11.0,Yes,24.0,1013.3,7.0,WSW,0.0,SE,86.0,No,17.3,1012.9,Sale,9.0
2011-02-18,19.3,52.0,77.0,8.0,20.1,ESE,0.0,1.8,26.0,Yes,21.0,1015.5,8.0,E,4.0,E,88.0,Yes,18.7,1017.4,Sale,37.0
2011-02-19,20.0,74.0,53.0,4.0,27.5,ENE,10.1,2.6,13.0,No,30.4,998.5,8.0,WSW,17.0,W,96.0,Yes,19.0,1000.0,Sale,31.0
2011-02-20,19.9,76.0,59.0,5.0,19.1,WSW,12.0,7.6,30.0,No,24.4,1009.4,3.0,WSW,0.0,WSW,71.0,No,16.5,1006.7,Sale,43.0
2011-02-21,14.2,54.0,49.0,6.0,18.1,W,7.5,10.1,31.0,No,19.6,1018.2,4.0,W,0.0,SW,64.0,No,10.6,1015.5,Sale,31.0
2011-02-22,13.6,28.0,45.0,4.0,20.4,WNW,8.2,3.6,17.0,No,21.8,1024.4,7.0,E,0.8,NW,68.0,No,9.1,1025.6,Sale,13.0
2011-02-23,15.3,30.0,58.0,2.0,22.1,W,8.2,5.0,15.0,No,23.5,1021.7,7.0,W,0.0,SE,74.0,No,10.8,1025.9,Sale,19.0
2011-02-24,12.5,33.0,53.0,3.0,23.3,WNW,8.8,4.8,15.0,No,24.0,1015.5,8.0,SSE,0.0,E,91.0,No,11.0,1019.5,Sale,17.0
2011-02-25,16.5,31.0,48.0,3.0,23.7,SSW,6.5,4.8,7.0,No,24.4,1013.2,6.0,SE,0.0,SSW,74.0,No,12.4,1015.7,Sale,6.0
2011-02-26,16.6,35.0,52.0,5.0,26.7,NW,8.9,4.0,9.0,Yes,30.0,1006.6,4.0,SE,0.0,SE,93.0,No,12.1,1009.6,Sale,19.0
2011-02-27,16.8,24.0,94.0,8.0,18.0,SSE,0.7,4.2,7.0,Yes,20.4,1010.1,8.0,W,8.0,SW,96.0,Yes,16.5,1008.8,Sale,9.0
2011-02-28,16.9,24.0,78.0,8.0,20.0,SSE,0.0,1.6,2.0,No,21.2,1006.8,8.0,S,11.8,S,87.0,Yes,15.7,1010.1,Sale,17.0
2011-03-01,14.0,65.0,52.0,6.0,17.4,W,8.2,2.4,31.0,No,18.9,1010.8,8.0,W,0.6,W,85.0,No,13.3,1006.1,Sale,33.0
2011-03-02,11.6,33.0,47.0,4.0,18.8,NW,10.5,4.8,11.0,No,20.0,1014.1,2.0,W,0.6,WNW,73.0,No,6.9,1017.8,Sale,19.0
2011-03-03,16.0,65.0,69.0,5.0,16.6,WNW,6.4,7.2,31.0,No,17.9,1011.2,6.0,W,0.2,W,57.0,No,9.5,1010.4,Sale,31.0
2011-03-04,13.2,52.0,60.0,6.0,16.1,WNW,4.2,4.2,28.0,No,18.0,1015.5,5.0,W,0.0,SW,77.0,No,12.6,1013.8,Sale,24.0
2011-03-05,12.3,52.0,53.0,4.0,17.9,NW,11.5,4.4,6.0,No,19.2,1025.1,2.0,E,0.4,E,71.0,No,7.2,1025.2,Sale,33.0
2011-03-06,11.6,33.0,43.0,0.0,21.5,NNE,11.8,5.4,6.0,No,22.4,1024.0,1.0,E,0.0,E,81.0,No,6.7,1027.0,Sale,19.0
2011-03-07,13.8,35.0,30.0,1.0,28.2,W,10.6,4.4,9.0,No,29.1,1016.9,1.0,ESE,0.0,NW,93.0,No,8.0,1021.1,Sale,9.0
2011-03-08,17.6,28.0,37.0,7.0,28.9,NE,3.0,5.2,7.0,No,30.3,1010.3,7.0,WNW,0.0,ESE,74.0,No,9.9,1013.0,Sale,7.0
2011-03-09,19.0,35.0,65.0,7.0,24.4,WNW,4.6,3.4,11.0,Yes,28.3,1010.4,7.0,SSE,0.0,SSE,81.0,No,14.6,1012.9,Sale,30.0
2011-03-10,16.5,28.0,91.0,8.0,17.7,SW,0.0,4.2,15.0,Yes,18.7,1014.4,8.0,S,14.6,SSW,96.0,Yes,16.5,1013.9,Sale,11.0
2011-03-11,18.7,41.0,69.0,8.0,21.5,E,2.1,0.6,22.0,No,22.2,1017.6,8.0,ESE,3.4,E,84.0,Yes,16.5,1018.9,Sale,30.0
2011-03-12,18.1,28.0,60.0,3.0,27.1,N,8.3,4.0,9.0,No,29.0,1015.6,8.0,E,0.0,E,91.0,No,17.8,1018.5,Sale,11.0
2011-03-13,20.4,,33.0,5.0,32.0,NW,8.5,4.0,11.0,Yes,32.3,1013.8,3.0,,0.0,NW,91.0,No,16.5,1017.0,Sale,19.0
2011-03-14,15.8,30.0,62.0,8.0,18.5,WNW,4.7,6.0,13.0,No,20.1,1024.6,2.0,SSW,11.8,ESE,73.0,Yes,13.3,1025.7,Sale,15.0
2011-03-15,14.6,43.0,39.0,7.0,25.7,NW,9.8,3.2,7.0,No,27.5,1015.9,1.0,SW,0.2,WSW,87.0,No,10.0,1020.1,Sale,22.0
2011-03-16,15.4,33.0,49.0,7.0,19.9,W,5.3,5.0,17.0,No,20.3,1020.3,5.0,W,0.0,W,66.0,No,13.1,1021.0,Sale,6.0
2011-03-17,13.5,24.0,55.0,4.0,17.5,WNW,1.6,3.8,13.0,No,18.9,1020.7,7.0,SW,0.0,WSW,73.0,No,12.3,1022.6,Sale,15.0
2011-03-18,13.0,30.0,51.0,1.0,18.4,WNW,6.8,2.4,15.0,No,19.9,1017.1,7.0,NW,0.0,NW,65.0,No,9.7,1019.5,Sale,13.0
2011-03-19,15.3,52.0,64.0,6.0,20.1,,3.1,3.2,0.0,No,22.2,1016.6,8.0,E,0.0,E,79.0,No,9.8,1017.2,Sale,26.0
2011-03-20,16.8,43.0,63.0,2.0,23.6,ENE,10.0,4.4,11.0,No,24.5,1009.8,4.0,E,0.0,E,75.0,No,12.0,1014.1,Sale,33.0
2011-03-21,16.9,52.0,76.0,8.0,22.3,,2.5,5.8,0.0,Yes,24.8,1004.6,7.0,E,0.0,E,86.0,No,14.6,1007.1,Sale,31.0
2011-03-22,19.2,70.0,89.0,8.0,20.3,E,0.1,2.4,35.0,Yes,21.4,1000.7,8.0,ESE,7.8,ENE,96.0,Yes,16.9,1002.7,Sale,48.0
2011-03-23,16.4,52.0,79.0,8.0,18.6,W,2.0,3.2,20.0,Yes,21.3,1002.7,6.0,WSW,10.0,SE,81.0,Yes,15.3,1003.0,Sale,19.0
2011-03-24,14.7,57.0,66.0,7.0,19.1,NNW,1.3,2.8,13.0,No,20.4,1000.8,7.0,W,17.6,WSW,94.0,Yes,13.2,1001.7,Sale,31.0
2011-03-25,14.9,61.0,72.0,7.0,16.4,W,1.1,2.6,30.0,No,17.1,1014.9,7.0,W,0.8,WSW,82.0,No,14.3,1011.2,Sale,20.0
2011-03-26,13.9,20.0,60.0,7.0,18.7,WNW,0.7,2.2,13.0,No,19.3,1022.7,5.0,W,0.0,SW,83.0,No,10.9,1023.4,Sale,9.0
2011-03-27,12.9,26.0,56.0,2.0,19.4,WNW,9.2,2.0,11.0,No,21.0,1025.0,3.0,SE,0.0,WSW,89.0,No,7.5,1027.0,Sale,4.0
2011-03-28,15.4,24.0,63.0,2.0,20.5,WSW,4.7,3.2,9.0,No,21.9,1025.3,8.0,ESE,0.0,ESE,79.0,No,12.9,1027.8,Sale,11.0
2011-03-29,13.2,24.0,48.0,1.0,23.9,WNW,8.4,3.0,9.0,No,25.3,1018.7,8.0,E,0.0,E,99.0,No,11.0,1023.5,Sale,15.0
2011-03-30,15.9,67.0,51.0,2.0,20.5,WSW,8.8,3.4,17.0,No,20.8,1014.9,3.0,W,0.0,WSW,89.0,No,11.9,1015.0,Sale,43.0
2011-03-31,11.5,28.0,47.0,5.0,16.3,WNW,6.4,4.8,15.0,No,17.4,1026.2,1.0,SW,0.0,SW,80.0,No,7.8,1026.9,Sale,9.0
2011-05-01,13.0,22.0,61.0,5.0,19.7,NW,2.4,3.0,11.0,Yes,20.1,1016.0,7.0,S,0.2,W,97.0,No,7.6,1018.2,Sale,9.0
2011-05-02,13.8,17.0,81.0,7.0,16.0,W,0.0,2.2,7.0,Yes,16.2,1016.7,7.0,WNW,2.8,WSW,93.0,Yes,12.4,1017.7,Sale,9.0
2011-05-03,12.5,30.0,71.0,6.0,16.2,WNW,1.9,0.2,11.0,Yes,17.9,1017.1,7.0,SSW,6.2,E,95.0,Yes,11.3,1019.0,Sale,13.0
2011-05-04,12.0,44.0,75.0,6.0,14.4,W,3.8,1.4,19.0,No,16.7,1018.0,6.0,WSW,2.0,W,81.0,Yes,7.5,1019.7,Sale,30.0
2011-05-05,11.2,26.0,57.0,7.0,13.1,WNW,0.2,1.8,15.0,No,13.7,1025.4,7.0,W,0.0,WSW,70.0,No,9.8,1026.7,Sale,13.0
2011-05-06,11.0,19.0,55.0,6.0,14.6,NNW,4.1,1.6,13.0,No,14.7,1022.4,7.0,W,0.0,SSW,71.0,No,9.3,1025.6,Sale,7.0
2011-05-07,7.0,15.0,62.0,7.0,13.6,WNW,2.8,1.6,11.0,No,14.3,1015.0,6.0,WNW,0.0,NNW,95.0,No,3.3,1019.5,Sale,4.0
2011-05-08,11.0,41.0,84.0,8.0,13.2,WNW,4.5,1.0,11.0,Yes,16.5,1012.9,5.0,W,0.0,WSW,85.0,No,5.8,1014.3,Sale,17.0
2011-05-09,9.3,30.0,59.0,4.0,12.6,NW,8.3,2.0,13.0,No,14.8,1020.7,3.0,S,2.0,SSE,83.0,Yes,3.5,1021.3,Sale,19.0
2011-05-10,6.7,,47.0,3.0,14.1,WNW,8.8,2.2,20.0,Yes,,1014.3,1.0,,0.0,W,86.0,No,1.1,1019.3,Sale,13.0
2011-05-11,7.5,57.0,86.0,6.0,6.8,NNE,3.6,1.6,30.0,Yes,9.4,1006.9,6.0,W,3.8,W,80.0,Yes,4.8,1007.0,Sale,28.0
2011-05-12,8.8,33.0,83.0,7.0,12.3,WNW,2.0,1.2,17.0,Yes,13.8,1008.3,6.0,W,2.2,W,77.0,Yes,4.2,1011.1,Sale,20.0
2011-05-13,13.3,,65.0,8.0,14.7,W,5.7,1.1,20.0,Yes,16.5,1005.8,6.0,,2.0,W,74.0,Yes,8.1,1009.4,Sale,46.0
2011-05-14,8.5,52.0,60.0,5.0,12.7,W,7.9,3.0,28.0,No,13.4,1021.8,2.0,SW,4.2,WSW,79.0,Yes,6.3,1019.6,Sale,20.0
2011-05-15,10.5,48.0,71.0,7.0,12.5,WNW,3.6,1.8,15.0,No,14.3,1028.3,4.0,W,0.4,W,82.0,No,6.9,1029.1,Sale,30.0
