pressure.3.pm,wind.gust.speed,max.temp.f,humidity.3.pm,humidity.9.am,rainfall,temp.9.am.f,date,pressure.9.am,temp.3.pm.f,min.temp.f,wind.speed.3.pm,wind.dir.9.am,cloud.9.am,location,wind.dir.3.pm,cloud.3.pm,wind.gust.dir,wind.speed.9.am,rain.today,rain.tomorrow
1021.6,35.0,59.540000000000006,68.0,78.0,0.0,51.44,2010-05-06,1022.3,59.540000000000006,44.78,9.0,NW,8.0,Albury,W,8.0,W,11.0,No,No
1021.7,20.0,63.5,56.0,89.0,0.0,50.36,2010-05-07,1024.7,62.24,42.260000000000005,6.0,S,8.0,Albury,WNW,6.0,W,2.0,No,No
1021.1,13.0,66.74000000000001,59.0,84.0,0.0,55.4,2010-05-08,1023.7,65.48,49.28,0.0,,6.0,Albury,,1.0,SSE,0.0,No,No
1019.6,17.0,67.1,54.0,99.0,0.0,48.56,2010-05-09,1023.4,65.48,42.260000000000005,4.0,E,8.0,Albury,SSE,1.0,ENE,7.0,No,No
1015.2,17.0,67.64,47.0,99.0,0.0,46.58,2010-05-10,1020.8,67.28,41.0,9.0,S,7.0,Albury,NE,,ENE,2.0,No,No
1014.8,43.0,60.08,47.0,77.0,0.0,51.26,2010-05-11,1012.5,55.76,37.4,20.0,WNW,,Albury,WSW,,WSW,9.0,No,No
1021.5,28.0,58.82,48.0,81.0,0.0,42.8,2010-05-12,1022.8,56.84,34.34,13.0,ESE,,Albury,W,,W,7.0,No,No
1019.9,30.0,62.78,55.0,79.0,0.0,43.519999999999996,2010-05-13,1024.1,62.42,33.8,20.0,,,Albury,W,,W,0.0,No,No
1017.1,15.0,63.86,46.0,99.0,0.2,42.260000000000005,2010-05-14,1021.2,62.78,37.58,7.0,E,8.0,Albury,SE,,SE,7.0,No,No
1017.3,13.0,65.12,44.0,83.0,0.0,46.58,2010-05-15,1019.9,64.58,35.96,2.0,,,Albury,ENE,,SE,0.0,No,No
1018.9,13.0,63.5,51.0,84.0,0.0,46.76,2010-05-16,1021.6,61.34,35.06,4.0,,,Albury,SW,,ESE,0.0,No,No
1017.9,48.0,62.6,50.0,92.0,0.0,48.56,2010-05-17,1021.1,62.059999999999995,40.1,7.0,S,,Albury,SSE,,ESE,7.0,No,No
1018.7,17.0,67.46,38.0,90.0,0.0,45.32,2010-05-18,1020.9,66.92,34.88,9.0,NNW,,Albury,WNW,,WNW,7.0,No,No
1021.3,28.0,65.3,39.0,86.0,0.0,43.879999999999995,2010-05-19,1024.1,65.12,34.52,7.0,,,Albury,NW,,W,0.0,No,No
1020.4,13.0,61.7,44.0,88.0,0.0,44.239999999999995,2010-05-20,1023.8,60.980000000000004,35.78,4.0,,,Albury,WSW,,N,0.0,No,No
1019.3,15.0,64.22,42.0,92.0,0.0,45.68,2010-05-21,1022.3,63.5,35.06,9.0,,1.0,Albury,SSE,,SSE,0.0,No,No
1020.5,22.0,62.78,45.0,76.0,0.0,43.34,2010-05-22,1023.3,60.980000000000004,33.98,7.0,,,Albury,SSE,3.0,ESE,0.0,No,No
1019.2,24.0,64.58,35.0,76.0,0.0,43.879999999999995,2010-05-23,1023.5,64.04,33.62,13.0,ESE,,Albury,NNW,,NNW,4.0,No,No
1013.3,20.0,61.34,73.0,74.0,0.0,50.54,2010-05-24,1017.6,59.0,41.36,9.0,ESE,,Albury,ESE,2.0,ESE,9.0,No,Yes
1005.0,26.0,58.82,99.0,88.0,10.4,56.3,2010-05-25,1008.7,55.04,50.36,7.0,E,7.0,Albury,SSE,7.0,E,7.0,Yes,Yes
1010.1,30.0,66.2,50.0,71.0,13.4,58.82,2010-05-26,1008.9,66.02,47.120000000000005,6.0,SE,3.0,Albury,SSE,,SSE,11.0,Yes,No
1018.0,11.0,61.88,59.0,92.0,0.2,49.46,2010-05-27,1019.6,61.7,42.260000000000005,9.0,,8.0,Albury,SSE,8.0,SSE,0.0,No,No
1014.3,22.0,62.6,63.0,96.0,0.0,48.92,2010-05-28,1019.4,62.6,43.519999999999996,13.0,,8.0,Albury,NE,6.0,ENE,0.0,No,Yes
1002.8,26.0,59.0,89.0,99.0,28.0,53.78,2010-05-29,1005.7,57.2,48.92,11.0,E,8.0,Albury,SE,8.0,N,9.0,Yes,Yes
1004.8,46.0,68.36,47.0,99.0,5.8,51.44,2010-05-30,1004.7,67.28,47.84,31.0,SSW,8.0,Albury,SSE,1.0,SE,11.0,Yes,No
1014.8,48.0,66.38,48.0,54.0,0.0,59.0,2010-05-31,1015.2,65.12,51.26,15.0,SSE,,Albury,SE,,SSE,19.0,No,No
1018.5,13.0,61.88,58.0,89.0,0.0,46.94,2010-06-01,1020.7,60.980000000000004,39.56,7.0,,,Albury,SE,,SE,0.0,No,No
1020.6,13.0,63.86,60.0,93.0,0.0,47.48,2010-06-02,1022.3,62.24,39.74,4.0,,,Albury,SSW,,W,0.0,No,No
1023.5,17.0,63.86,50.0,79.0,0.0,48.02,2010-06-03,1026.5,62.959999999999994,38.12,7.0,,,Albury,SE,,SSE,0.0,No,No
1019.4,19.0,65.12,53.0,82.0,0.0,47.66,2010-06-04,1023.6,64.58,37.58,11.0,,,Albury,W,,W,0.0,No,No
1015.8,17.0,50.36,84.0,99.0,0.0,41.18,2010-06-05,1018.7,48.02,35.06,11.0,ESE,8.0,Albury,WSW,,SW,7.0,No,No
1020.4,13.0,60.440000000000005,61.0,97.0,0.0,43.16,2010-06-06,1020.6,58.28,41.0,7.0,SE,8.0,Albury,ENE,,SW,7.0,No,No
1024.3,17.0,57.2,50.0,80.0,0.0,39.56,2010-06-07,1026.7,55.94,32.72,9.0,,,Albury,S,2.0,S,0.0,No,No
1019.5,19.0,53.96,49.0,89.0,0.0,41.54,2010-06-08,1023.7,52.879999999999995,37.58,11.0,SSE,7.0,Albury,WNW,7.0,WNW,2.0,No,No
1011.1,37.0,47.120000000000005,92.0,81.0,0.0,46.04,2010-06-09,1012.9,46.22,41.54,13.0,NNW,7.0,Albury,WNW,8.0,WNW,11.0,No,Yes
1021.1,44.0,55.22,57.0,85.0,2.4,44.96,2010-06-10,1021.2,54.5,40.82,19.0,WSW,,Albury,WSW,6.0,W,15.0,Yes,No
1019.7,28.0,55.76,66.0,82.0,0.0,48.56,2010-06-11,1023.0,55.04,44.96,13.0,WSW,7.0,Albury,WSW,7.0,W,6.0,No,No
1024.3,22.0,55.94,51.0,95.0,0.0,37.94,2010-06-12,1025.4,54.14,32.0,4.0,,5.0,Albury,S,,W,0.0,No,No
1030.7,11.0,55.58,47.0,83.0,0.0,39.38,2010-06-13,1031.8,53.6,30.2,9.0,NNW,,Albury,SSE,,ESE,6.0,No,No
1032.0,17.0,55.76,50.0,85.0,0.0,35.96,2010-06-14,1035.2,54.68,28.4,6.0,,,Albury,E,6.0,ESE,0.0,No,No
1028.3,11.0,55.04,65.0,92.0,0.0,38.12,2010-06-15,1032.3,54.32,31.46,9.0,SE,6.0,Albury,ESE,1.0,SSE,2.0,No,No
1022.1,52.0,59.9,73.0,91.0,0.0,45.32,2010-06-16,1027.4,56.3,34.7,9.0,E,1.0,Albury,E,7.0,NNW,4.0,No,Yes
1010.4,94.0,61.16,65.0,82.0,11.6,55.4,2010-06-17,1010.0,51.8,45.32,30.0,NNW,8.0,Albury,WNW,,W,30.0,Yes,Yes
1018.0,24.0,53.96,70.0,88.0,2.2,44.42,2010-06-18,1019.6,51.620000000000005,37.4,13.0,NW,7.0,Albury,W,2.0,W,7.0,Yes,Yes
1019.6,35.0,59.36,66.0,95.0,1.8,50.54,2010-06-19,1019.4,57.92,44.42,20.0,WNW,8.0,Albury,NW,,WNW,17.0,Yes,No
1026.7,39.0,55.58,86.0,98.0,0.0,45.86,2010-06-20,1027.2,54.86,38.48,2.0,,8.0,Albury,SSW,8.0,NW,0.0,No,No
1033.8,17.0,54.5,83.0,99.0,0.4,45.32,2010-06-21,1034.5,53.24,41.0,9.0,S,8.0,Albury,W,,W,9.0,No,No
1035.2,15.0,58.64,61.0,94.0,0.0,42.980000000000004,2010-06-22,1037.3,58.459999999999994,37.4,7.0,,,Albury,SE,,SE,0.0,No,No
1032.9,20.0,61.7,52.0,89.0,0.0,44.96,2010-06-23,1036.9,59.9,38.3,7.0,,,Albury,E,8.0,E,0.0,No,No
1024.7,24.0,62.6,56.0,85.0,0.0,46.94,2010-06-24,1030.1,62.42,38.12,17.0,E,3.0,Albury,E,1.0,ENE,4.0,No,No
1018.6,31.0,60.980000000000004,95.0,83.0,0.0,53.78,2010-06-25,1021.9,55.76,44.6,2.0,E,8.0,Albury,SE,8.0,NNE,9.0,No,Yes
1020.5,35.0,53.78,71.0,86.0,10.2,45.68,2010-06-26,1020.5,51.98,43.16,4.0,WNW,7.0,Albury,N,8.0,WNW,4.0,Yes,No
1021.8,22.0,53.42,54.0,99.0,0.2,37.04,2010-06-27,1024.3,52.7,33.08,11.0,SW,1.0,Albury,NW,2.0,W,2.0,No,No
1020.3,52.0,46.94,70.0,99.0,0.0,36.14,2010-06-28,1022.7,46.76,30.92,9.0,SE,8.0,Albury,WSW,7.0,NNW,7.0,No,No
1019.4,20.0,48.92,57.0,71.0,0.0,43.7,2010-06-29,1021.2,48.379999999999995,36.14,13.0,ENE,8.0,Albury,N,8.0,N,9.0,No,No
1019.6,24.0,49.64,78.0,81.0,0.2,43.34,2010-06-30,1020.7,47.84,41.18,9.0,SSE,8.0,Albury,NNW,8.0,N,6.0,No,Yes
1024.3,13.0,53.42,67.0,99.0,1.2,41.9,2010-07-01,1025.2,50.72,37.76,6.0,,7.0,Albury,SW,7.0,NNE,0.0,Yes,No
1024.0,19.0,51.620000000000005,70.0,99.0,0.2,37.76,2010-07-02,1027.6,50.36,32.36,7.0,S,8.0,Albury,SSE,4.0,ESE,2.0,No,No
1029.8,11.0,50.54,76.0,99.0,0.0,38.660000000000004,2010-07-03,1030.5,50.0,33.8,2.0,,8.0,Albury,SW,,NNW,0.0,No,No
1029.0,13.0,51.44,77.0,99.0,0.0,37.58,2010-07-04,1032.5,50.0,34.7,0.0,SSE,8.0,Albury,,,E,4.0,No,No
1022.8,22.0,53.78,70.0,99.0,0.2,36.32,2010-07-05,1027.5,53.06,35.24,0.0,SSE,8.0,Albury,,3.0,SE,7.0,No,Yes
1019.2,35.0,57.02,56.0,94.0,5.6,44.06,2010-07-06,1020.9,56.84,36.14,15.0,WNW,,Albury,W,,SSE,7.0,Yes,No
1025.1,50.0,56.3,64.0,99.0,0.0,37.4,2010-07-07,1026.9,54.68,34.7,7.0,,7.0,Albury,WNW,,NNE,0.0,No,No
1026.6,13.0,58.64,50.0,99.0,0.4,39.38,2010-07-08,1029.5,58.28,35.78,6.0,,5.0,Albury,NE,,ESE,0.0,No,No
1027.1,15.0,58.28,57.0,90.0,0.0,40.64,2010-07-09,1030.9,57.379999999999995,32.0,7.0,,,Albury,ESE,,ENE,0.0,No,No
1019.5,46.0,60.980000000000004,61.0,96.0,0.0,41.0,2010-07-10,1024.1,59.0,34.7,28.0,NNW,,Albury,NNE,8.0,N,6.0,No,Yes
1019.6,28.0,59.72,62.0,99.0,13.4,53.24,2010-07-11,1020.6,59.36,41.0,11.0,W,8.0,Albury,NW,1.0,N,4.0,Yes,No
1021.0,13.0,59.540000000000006,62.0,99.0,0.2,42.620000000000005,2010-07-12,1024.3,59.18,38.3,0.0,E,8.0,Albury,,,SE,9.0,No,No
1008.9,59.0,61.34,93.0,98.0,0.0,43.16,2010-07-13,1016.8,53.6,38.3,13.0,NW,8.0,Albury,E,8.0,WNW,7.0,No,Yes
1008.7,57.0,50.0,91.0,82.0,21.4,47.3,2010-07-14,1009.2,48.379999999999995,43.16,19.0,NW,8.0,Albury,NW,8.0,NW,24.0,Yes,Yes
1022.0,43.0,53.96,63.0,85.0,11.0,44.42,2010-07-15,1020.2,52.52,38.12,15.0,W,,Albury,W,6.0,WNW,13.0,Yes,No
1026.3,48.0,55.58,56.0,99.0,0.0,37.22,2010-07-16,1028.7,55.4,33.08,2.0,NNE,8.0,Albury,NNW,2.0,ENE,2.0,No,No
1025.9,15.0,52.7,69.0,99.0,0.0,37.04,2010-07-17,1029.2,51.44,31.28,0.0,ESE,8.0,Albury,,4.0,E,6.0,No,No
1018.7,24.0,55.04,59.0,96.0,0.0,41.36,2010-07-18,1023.1,53.78,33.26,13.0,NE,,Albury,N,1.0,ENE,9.0,No,Yes
1017.8,20.0,56.3,61.0,99.0,1.6,45.86,2010-07-19,1018.8,56.120000000000005,41.0,4.0,S,8.0,Albury,S,8.0,NW,4.0,Yes,No
1024.0,19.0,52.879999999999995,62.0,99.0,0.2,37.58,2010-07-20,1025.4,52.7,32.9,11.0,SSE,8.0,Albury,WNW,1.0,WNW,7.0,No,No
1027.1,17.0,55.22,58.0,99.0,0.0,37.22,2010-07-21,1029.3,54.5,33.08,7.0,,8.0,Albury,SSW,,W,0.0,No,No
1030.7,19.0,56.84,51.0,89.0,0.0,39.2,2010-07-22,1032.7,54.32,31.1,11.0,,7.0,Albury,SW,1.0,SW,0.0,No,No
1032.0,17.0,60.26,61.0,99.0,0.0,39.38,2010-07-23,1035.5,59.36,32.18,9.0,E,8.0,Albury,W,,W,7.0,No,No
1028.9,22.0,58.28,60.0,99.0,0.0,40.1,2010-07-24,1032.1,57.56,33.8,13.0,ENE,8.0,Albury,W,,W,6.0,No,No
1029.1,20.0,57.74,58.0,99.0,0.2,40.1,2010-07-25,1031.7,56.84,36.5,2.0,S,8.0,Albury,N,,W,4.0,No,No
1034.1,19.0,58.82,52.0,99.0,0.2,38.660000000000004,2010-07-26,1035.9,58.28,35.42,9.0,,2.0,Albury,W,,WSW,0.0,No,No
1031.5,15.0,59.0,52.0,85.0,0.2,39.2,2010-07-27,1036.1,58.459999999999994,29.84,7.0,,,Albury,ESE,,SSE,0.0,No,No
1022.3,15.0,54.68,67.0,80.0,0.0,42.44,2010-07-28,1027.8,53.96,35.78,6.0,N,,Albury,ESE,8.0,ESE,4.0,No,Yes
1014.9,20.0,58.64,80.0,99.0,6.2,50.54,2010-07-29,1018.5,57.2,42.44,9.0,,8.0,Albury,WSW,8.0,NW,0.0,Yes,No
1013.5,30.0,58.82,86.0,91.0,0.0,51.98,2010-07-30,1015.5,57.379999999999995,48.02,13.0,ENE,8.0,Albury,N,8.0,NNE,2.0,No,Yes
1015.6,30.0,54.14,85.0,100.0,2.2,51.98,2010-07-31,1013.7,52.879999999999995,45.5,19.0,WSW,8.0,Albury,NW,8.0,W,4.0,Yes,Yes
1014.6,41.0,50.18,93.0,86.0,4.2,48.74,2010-08-01,1016.3,45.14,45.5,11.0,N,8.0,Albury,WSW,8.0,WNW,20.0,Yes,Yes
1018.7,39.0,58.459999999999994,56.0,85.0,18.6,46.04,2010-08-02,1019.5,56.66,41.72,19.0,W,4.0,Albury,WSW,8.0,W,15.0,Yes,No
1020.1,28.0,60.26,51.0,86.0,0.0,43.519999999999996,2010-08-03,1023.2,59.9,34.16,15.0,,,Albury,WNW,,WNW,0.0,No,No
1017.0,,49.28,71.0,94.0,0.0,41.9,2010-08-04,1019.8,48.56,34.16,7.0,,8.0,Albury,N,8.0,,0.0,No,
1018.3,28.0,53.24,65.0,97.0,,44.06,2010-08-05,1019.5,52.34,,19.0,N,7.0,Albury,WNW,4.0,WSW,2.0,,No
1022.8,22.0,54.68,59.0,99.0,0.2,37.76,2010-08-06,1024.5,53.96,33.26,13.0,SE,8.0,Albury,WNW,1.0,NW,6.0,No,No
1023.3,15.0,55.58,54.0,83.0,0.2,40.28,2010-08-07,1026.9,54.86,30.92,9.0,,,Albury,SW,8.0,ESE,0.0,No,No
1018.8,15.0,54.68,58.0,86.0,0.0,39.74,2010-08-08,1022.2,53.96,29.66,9.0,,,Albury,ESE,8.0,SSE,0.0,No,No
1019.0,31.0,59.9,47.0,79.0,0.0,42.8,2010-08-09,1022.4,58.82,32.54,15.0,NW,,Albury,NE,,E,6.0,No,Yes
1008.7,41.0,60.8,77.0,86.0,7.2,49.46,2010-08-10,1013.9,59.36,39.92,15.0,E,8.0,Albury,N,8.0,NNW,9.0,Yes,Yes
1000.1,33.0,50.72,85.0,96.0,8.2,45.86,2010-08-11,1006.2,50.0,44.96,13.0,NE,8.0,Albury,N,8.0,NNE,11.0,Yes,Yes
1008.0,50.0,58.82,45.0,91.0,10.8,48.56,2010-08-12,1005.7,58.459999999999994,40.1,28.0,W,8.0,Albury,WSW,,SW,19.0,Yes,No
1013.5,20.0,59.0,56.0,99.0,0.0,43.7,2010-08-13,1016.7,58.1,34.88,9.0,,8.0,Albury,SW,1.0,W,0.0,No,No
1006.9,41.0,55.4,67.0,85.0,0.0,48.02,2010-08-14,1014.4,54.86,37.76,24.0,NE,7.0,Albury,NE,,ENE,15.0,No,Yes
1004.4,46.0,53.78,94.0,83.0,1.8,51.26,2010-08-15,1004.5,51.620000000000005,44.96,13.0,NNE,8.0,Albury,N,8.0,WNW,11.0,Yes,Yes
1013.8,56.0,53.24,65.0,94.0,10.2,45.86,2010-08-16,1013.8,52.34,43.519999999999996,24.0,N,8.0,Albury,W,6.0,W,17.0,Yes,Yes
1020.4,15.0,53.78,55.0,87.0,3.8,40.1,2010-08-17,1024.1,52.34,30.2,9.0,,,Albury,NE,1.0,E,0.0,Yes,No
1006.3,31.0,53.24,86.0,92.0,0.2,41.0,2010-08-18,1016.9,47.66,34.34,20.0,,4.0,Albury,NE,8.0,ENE,0.0,No,Yes
1007.8,57.0,59.18,56.0,85.0,15.4,52.879999999999995,2010-08-19,1008.2,58.1,41.0,30.0,NNW,8.0,Albury,NW,6.0,NW,15.0,Yes,Yes
1014.8,46.0,53.06,58.0,82.0,2.0,43.519999999999996,2010-08-20,1015.7,50.72,40.1,30.0,WNW,4.0,Albury,WNW,5.0,W,20.0,Yes,No
1017.8,39.0,55.22,68.0,86.0,0.0,44.6,2010-08-21,1018.7,53.6,43.34,19.0,WNW,8.0,Albury,W,3.0,WNW,17.0,No,No
1020.5,26.0,59.540000000000006,49.0,87.0,0.2,45.68,2010-08-22,1024.0,57.74,35.78,15.0,E,,Albury,NW,6.0,N,7.0,No,No
1012.6,17.0,55.04,61.0,91.0,0.2,43.519999999999996,2010-08-23,1017.7,53.6,39.38,7.0,SSE,8.0,Albury,WNW,8.0,NW,6.0,No,Yes
1010.3,67.0,55.94,55.0,90.0,1.8,48.92,2010-08-24,1013.2,53.06,43.519999999999996,22.0,NW,8.0,Albury,NNW,8.0,WNW,19.0,Yes,Yes
1005.5,65.0,51.26,65.0,87.0,1.8,41.72,2010-08-25,1010.9,50.18,39.56,24.0,WNW,8.0,Albury,NNW,8.0,WNW,13.0,Yes,Yes
1001.0,50.0,53.24,70.0,84.0,9.6,45.14,2010-08-26,1003.1,52.16,41.72,15.0,NNW,8.0,Albury,WNW,8.0,NW,20.0,Yes,Yes
1012.2,43.0,56.120000000000005,55.0,75.0,4.0,48.2,2010-08-27,1009.5,54.14,44.239999999999995,20.0,WNW,,Albury,WSW,,NW,20.0,Yes,No
1024.0,22.0,57.92,58.0,99.0,0.0,39.38,2010-08-28,1024.4,55.94,33.62,4.0,ENE,8.0,Albury,W,3.0,WSW,6.0,No,No
1027.2,15.0,59.36,57.0,85.0,0.0,44.78,2010-08-29,1029.6,57.379999999999995,35.42,6.0,W,5.0,Albury,NW,7.0,WSW,2.0,No,No
1025.2,20.0,59.72,51.0,84.0,0.0,45.32,2010-08-30,1028.9,59.36,36.14,9.0,,,Albury,NW,,WNW,0.0,No,No
1020.4,20.0,57.56,61.0,89.0,0.0,44.96,2010-08-31,1024.8,56.120000000000005,37.22,13.0,S,,Albury,NE,6.0,N,6.0,No,No
1014.9,17.0,59.18,71.0,86.0,0.0,52.16,2010-09-01,1015.8,57.56,44.78,6.0,SSW,7.0,Albury,SW,8.0,NW,7.0,No,No
1016.0,33.0,62.24,68.0,92.0,0.8,51.620000000000005,2010-09-02,1016.5,60.980000000000004,50.0,9.0,,7.0,Albury,W,5.0,SSE,0.0,No,No
1017.5,26.0,63.68,55.0,65.0,0.0,50.36,2010-09-03,1022.1,62.959999999999994,44.78,17.0,SSE,,Albury,E,,SE,17.0,No,Yes
999.0,70.0,63.86,87.0,96.0,21.8,59.18,2010-09-04,1004.7,58.64,50.18,24.0,NE,8.0,Albury,N,8.0,N,24.0,Yes,Yes
1013.8,72.0,57.56,67.0,81.0,20.8,51.08,2010-09-05,1011.7,55.76,49.64,19.0,NW,8.0,Albury,W,7.0,NNW,22.0,Yes,Yes
1018.7,50.0,55.04,64.0,89.0,2.4,49.1,2010-09-06,1019.7,54.5,44.239999999999995,13.0,NW,8.0,Albury,W,6.0,NW,11.0,Yes,Yes
1024.3,52.0,59.18,49.0,83.0,1.2,46.4,2010-09-07,1026.2,58.459999999999994,36.14,11.0,SE,,Albury,WSW,1.0,SW,7.0,Yes,No
1022.6,24.0,60.62,51.0,74.0,0.0,47.84,2010-09-08,1026.9,58.28,35.06,13.0,ESE,,Albury,ENE,7.0,NNE,7.0,No,No
1009.7,39.0,58.459999999999994,90.0,76.0,0.0,51.98,2010-09-09,1015.6,53.42,44.96,11.0,SE,8.0,Albury,ENE,8.0,ENE,7.0,No,Yes
1006.0,50.0,57.2,86.0,91.0,24.8,51.620000000000005,2010-09-10,1004.5,51.8,46.58,22.0,WNW,8.0,Albury,W,8.0,W,28.0,Yes,Yes
1019.2,35.0,60.62,54.0,88.0,3.2,47.120000000000005,2010-09-11,1020.2,60.440000000000005,36.68,13.0,S,,Albury,WNW,8.0,WNW,7.0,Yes,No
1017.5,22.0,61.34,51.0,84.0,0.0,50.36,2010-09-12,1022.5,59.72,40.1,6.0,ESE,,Albury,NW,8.0,N,9.0,No,No
1014.8,31.0,65.66,47.0,88.0,0.4,52.52,2010-09-13,1017.1,64.75999999999999,42.8,17.0,E,,Albury,WNW,1.0,W,7.0,No,No
1010.3,46.0,66.2,50.0,76.0,0.0,53.96,2010-09-14,1014.7,64.58,42.44,7.0,SE,,Albury,SE,,WSW,19.0,No,No
1015.6,43.0,56.48,58.0,68.0,0.0,49.1,2010-09-15,1015.2,56.120000000000005,41.9,24.0,W,,Albury,WNW,7.0,WSW,20.0,No,No
1017.0,54.0,56.120000000000005,49.0,64.0,0.0,50.36,2010-09-16,1019.2,55.58,45.5,28.0,W,6.0,Albury,W,3.0,WSW,20.0,No,No
1021.9,39.0,57.74,54.0,76.0,0.2,47.84,2010-09-17,1024.0,56.66,39.74,20.0,W,,Albury,WSW,5.0,SW,13.0,No,No
1018.8,31.0,57.02,60.0,67.0,0.0,49.64,2010-09-18,1021.8,56.3,37.94,19.0,WNW,6.0,Albury,W,8.0,W,11.0,No,No
1020.8,30.0,61.519999999999996,55.0,90.0,0.0,48.2,2010-09-19,1022.7,61.16,36.32,17.0,E,8.0,Albury,W,2.0,W,2.0,No,No
1023.3,24.0,65.66,54.0,79.0,0.0,50.0,2010-09-20,1026.1,65.48,37.04,9.0,SSE,,Albury,W,,W,6.0,No,No
1022.6,24.0,67.28,64.0,81.0,0.0,53.42,2010-09-21,1025.2,66.56,41.0,15.0,E,,Albury,WNW,,W,2.0,No,No
1021.7,26.0,68.18,48.0,70.0,0.0,58.459999999999994,2010-09-22,1025.8,66.38,47.48,6.0,W,5.0,Albury,SE,8.0,W,2.0,No,No
1021.9,28.0,67.82,52.0,76.0,0.0,53.78,2010-09-23,1024.4,66.38,42.260000000000005,17.0,,1.0,Albury,W,,W,0.0,No,No
1020.7,33.0,66.38,61.0,96.0,0.0,48.2,2010-09-24,1023.9,64.94,38.660000000000004,17.0,E,8.0,Albury,WNW,2.0,NE,2.0,No,No
1015.1,28.0,67.46,52.0,84.0,0.0,53.78,2010-09-25,1018.6,65.66,42.08,17.0,S,,Albury,NNW,1.0,NW,7.0,No,No
1017.3,24.0,69.08,43.0,75.0,0.0,55.76,2010-09-26,1020.5,68.18,41.72,13.0,,,Albury,WNW,,WSW,0.0,No,No
1011.2,43.0,68.0,50.0,83.0,0.0,53.42,2010-09-27,1014.1,66.2,43.7,22.0,NW,,Albury,WNW,,WNW,4.0,No,No
1015.1,39.0,58.28,49.0,65.0,0.0,50.72,2010-09-28,1016.0,56.3,41.72,22.0,WNW,,Albury,WNW,,W,11.0,No,No
1020.5,39.0,57.74,43.0,66.0,0.0,48.92,2010-09-29,1021.4,57.02,38.660000000000004,26.0,W,,Albury,W,,W,19.0,No,No
1023.7,28.0,58.28,45.0,59.0,0.0,49.1,2010-09-30,1026.3,57.2,31.82,17.0,E,,Albury,WNW,,NNW,9.0,No,No
1024.6,20.0,63.32,42.0,71.0,0.0,49.82,2010-10-01,1027.5,61.7,39.38,11.0,NW,,Albury,NE,,NE,7.0,No,No
1025.1,37.0,69.98,47.0,61.0,0.0,56.66,2010-10-02,1028.2,69.44,40.64,15.0,SE,,Albury,NE,,NE,13.0,No,No
1025.0,35.0,73.4,45.0,72.0,0.0,56.120000000000005,2010-10-03,1028.4,72.14,45.32,20.0,SSE,,Albury,NNE,,NE,2.0,No,No
1020.4,35.0,73.75999999999999,52.0,85.0,0.0,55.76,2010-10-04,1024.6,72.5,46.76,15.0,WNW,,Albury,NNW,,NE,6.0,No,No
1019.5,24.0,78.62,52.0,78.0,0.0,61.34,2010-10-05,1021.9,74.84,50.18,9.0,ESE,,Albury,SE,1.0,NE,7.0,No,No
1014.4,69.0,76.82,52.0,80.0,0.0,63.32,2010-10-06,1019.8,76.1,51.98,20.0,ESE,,Albury,N,,W,11.0,No,Yes
1020.7,46.0,60.62,42.0,64.0,10.0,50.0,2010-10-07,1020.0,59.9,45.14,26.0,W,,Albury,WSW,,WSW,20.0,Yes,No
1023.0,30.0,66.2,49.0,59.0,0.0,51.620000000000005,2010-10-08,1025.3,63.14,39.56,15.0,SE,,Albury,WNW,,W,2.0,No,No
1023.6,17.0,69.44,49.0,83.0,0.0,49.82,2010-10-09,1025.7,67.46,41.72,4.0,SSW,1.0,Albury,ESE,,N,2.0,No,No
1028.1,39.0,73.75999999999999,42.0,71.0,0.0,58.64,2010-10-10,1029.4,72.14,46.76,19.0,W,,Albury,NE,,NE,6.0,No,No
1027.2,37.0,74.66,45.0,60.0,0.0,59.72,2010-10-11,1030.9,73.75999999999999,45.68,19.0,SE,,Albury,NNE,,E,15.0,No,No
1023.9,31.0,67.82,66.0,91.0,0.8,58.459999999999994,2010-10-12,1027.7,67.1,58.1,19.0,ESE,8.0,Albury,ENE,8.0,NNE,7.0,No,Yes
1013.7,30.0,64.4,94.0,92.0,11.4,61.16,2010-10-13,1017.9,62.059999999999995,58.459999999999994,11.0,NNE,,Albury,E,8.0,WSW,11.0,Yes,Yes
1010.3,24.0,66.38,69.0,92.0,19.0,57.2,2010-10-14,1013.6,64.4,54.86,6.0,NNW,7.0,Albury,W,,W,4.0,Yes,Yes
982.9,63.0,65.48,90.0,93.0,22.2,65.3,2010-10-15,989.8,62.78,56.84,4.0,NNW,8.0,Albury,NE,8.0,WNW,28.0,Yes,Yes
1008.3,52.0,55.04,61.0,72.0,32.8,43.519999999999996,2010-10-16,1004.6,52.16,40.64,28.0,WSW,8.0,Albury,W,,W,20.0,Yes,No
1016.3,35.0,59.72,56.0,77.0,0.0,49.1,2010-10-17,1016.1,58.459999999999994,43.34,17.0,WNW,7.0,Albury,NW,8.0,WNW,15.0,No,No
1019.4,39.0,63.32,50.0,74.0,0.0,54.5,2010-10-18,1019.9,62.78,48.56,20.0,NW,7.0,Albury,WNW,1.0,W,2.0,No,No
1024.8,22.0,66.2,49.0,78.0,0.0,51.620000000000005,2010-10-19,1026.0,64.75999999999999,40.64,11.0,W,,Albury,WSW,4.0,WNW,6.0,No,No
1025.0,20.0,71.24000000000001,51.0,80.0,0.0,53.42,2010-10-20,1028.7,67.82,42.260000000000005,11.0,,,Albury,SSE,,SE,0.0,No,No
