Rainfall,MinTempC,MaxTempC,Location,WindGustDir,RainToday,Date,WindSpeed9am,WindDir9am,Humidity9am,WindDir3pm,Pressure3pm,Pressure9am,WindSpeed3pm,Temp9amC,RainTomorrow,Humidity3pm,Temp3pmC,WindGustSpeed
0.0,16.7,23.1,Walpole,ESE,No,2011-02-12,22.0,ESE,70.0,SE,1021.8,1025.2,30.0,18.4,No,64.0,22.2,50.0
0.0,16.4,26.0,Walpole,SE,No,2011-02-13,26.0,ENE,59.0,SE,1017.2,1022.7,26.0,20.1,No,59.0,24.3,48.0
0.0,16.2,27.2,Walpole,ESE,No,2011-02-14,19.0,ENE,65.0,SE,1012.4,1016.1,22.0,21.4,No,61.0,25.7,39.0
0.0,15.1,26.2,Walpole,ESE,No,2011-02-15,9.0,NE,82.0,S,1011.7,1013.6,15.0,20.3,No,73.0,24.4,39.0
0.0,18.0,25.1,Walpole,ESE,No,2011-02-16,22.0,SE,79.0,ESE,1013.7,1014.7,33.0,21.8,No,68.0,23.3,57.0
0.0,17.6,21.5,Walpole,ESE,No,2011-02-17,24.0,E,82.0,ESE,1012.2,1015.1,17.0,19.3,No,77.0,20.9,39.0
0.0,16.2,26.4,Walpole,SSW,No,2011-02-18,13.0,E,87.0,S,1006.1,1010.1,13.0,19.1,No,72.0,25.4,28.0
0.0,17.3,22.0,Walpole,SE,No,2011-02-19,15.0,SSE,73.0,SE,1014.0,1012.7,19.0,19.7,No,66.0,20.9,39.0
0.6,15.8,23.8,Walpole,E,No,2011-02-20,24.0,E,67.0,E,1017.6,1020.2,24.0,18.6,No,61.0,23.4,44.0
0.0,17.1,32.5,Walpole,NE,No,2011-02-21,20.0,ENE,69.0,E,1012.6,1017.2,22.0,22.2,No,45.0,30.6,43.0
0.0,16.4,33.3,Walpole,NE,No,2011-02-22,19.0,NE,58.0,SE,1008.7,1013.3,20.0,23.1,No,48.0,30.6,41.0
0.0,16.7,29.2,Walpole,SE,No,2011-02-23,11.0,ENE,67.0,SE,1010.0,1012.0,24.0,23.1,No,61.0,25.7,43.0
0.0,18.5,30.0,Walpole,SE,No,2011-02-24,22.0,E,74.0,ESE,1007.8,1011.5,22.0,22.5,No,63.0,27.8,39.0
0.0,17.6,29.7,Walpole,E,No,2011-02-25,11.0,ENE,71.0,SE,1005.5,1008.1,17.0,23.6,No,63.0,28.3,31.0
0.0,19.3,25.1,Walpole,SE,No,2011-02-26,17.0,E,86.0,SE,1009.9,1011.3,24.0,21.2,No,69.0,24.2,43.0
0.0,19.6,28.9,Walpole,E,No,2011-02-27,15.0,E,71.0,SE,1007.9,1011.0,17.0,23.0,Yes,71.0,25.1,37.0
2.8,18.8,23.1,Walpole,SE,Yes,2011-02-28,13.0,E,94.0,ESE,1013.5,1013.2,28.0,20.1,No,82.0,21.2,50.0
0.0,17.4,24.3,Walpole,E,No,2011-03-01,20.0,E,95.0,E,1015.4,1018.2,24.0,18.0,No,66.0,23.1,50.0
0.4,15.6,26.9,Walpole,ENE,No,2011-03-02,15.0,ENE,59.0,E,1013.7,1017.6,17.0,20.5,No,50.0,25.4,54.0
0.0,14.7,30.6,Walpole,NNE,No,2011-03-03,22.0,NE,61.0,NNE,1009.4,1014.8,9.0,19.7,No,34.0,30.6,44.0
0.0,17.7,34.5,Walpole,NE,No,2011-03-04,11.0,NE,49.0,WSW,1003.5,1006.7,19.0,25.3,No,46.0,28.3,46.0
0.0,20.0,24.6,Walpole,WSW,No,2011-03-05,11.0,WNW,75.0,WSW,1007.4,1006.9,17.0,23.1,Yes,65.0,23.0,37.0
1.6,13.3,21.9,Walpole,SSW,Yes,2011-03-06,15.0,NW,95.0,SSW,1013.8,1012.9,19.0,17.7,Yes,63.0,20.4,41.0
1.2,15.7,21.5,Walpole,S,Yes,2011-03-07,7.0,S,68.0,S,1015.3,1016.7,13.0,19.6,No,64.0,21.3,30.0
0.2,11.6,23.3,Walpole,SSW,No,2011-03-08,11.0,NW,71.0,S,1014.7,1015.8,17.0,18.8,No,58.0,21.3,30.0
0.0,10.9,25.0,Walpole,SE,No,2011-03-09,9.0,N,69.0,SSE,1015.0,1017.5,19.0,19.4,No,54.0,22.4,33.0
0.0,12.7,28.0,Walpole,W,No,2011-03-10,11.0,ENE,79.0,WSW,1007.6,1011.2,17.0,20.9,No,61.0,25.4,33.0
0.0,14.8,22.0,Walpole,SSW,No,2011-03-11,6.0,NW,79.0,SW,1012.6,1011.5,17.0,19.0,Yes,65.0,19.8,37.0
1.2,13.3,20.7,Walpole,SE,Yes,2011-03-12,11.0,S,56.0,SSE,1020.1,1020.0,13.0,18.7,No,44.0,19.6,33.0
0.2,11.7,23.5,Walpole,ESE,No,2011-03-13,11.0,ENE,57.0,SE,1020.9,1024.5,28.0,18.8,No,54.0,22.1,46.0
0.0,13.3,27.2,Walpole,SE,No,2011-03-14,9.0,NE,62.0,SSE,1015.5,1018.5,15.0,20.3,No,55.0,25.4,35.0
0.0,15.1,25.4,Walpole,SE,No,2011-03-15,20.0,E,69.0,SE,1016.8,1019.5,35.0,20.5,No,59.0,23.6,54.0
0.0,14.7,26.0,Walpole,ESE,No,2011-03-16,22.0,NE,68.0,SE,1014.0,1017.9,28.0,20.0,No,59.0,23.8,48.0
0.0,17.7,25.8,Walpole,E,No,2011-03-17,17.0,E,81.0,SE,1011.8,1014.4,20.0,21.1,No,71.0,24.3,35.0
0.0,17.8,25.4,Walpole,SE,No,2011-03-18,9.0,ESE,81.0,S,1010.5,1012.0,13.0,20.5,No,74.0,24.2,26.0
0.2,16.8,22.7,Walpole,SSW,No,2011-03-19,17.0,SSW,77.0,S,1013.3,1013.1,17.0,19.8,No,64.0,20.1,37.0
0.2,16.1,21.0,Walpole,SE,No,2011-03-20,11.0,S,55.0,ESE,1017.5,1018.0,24.0,18.5,No,73.0,17.5,35.0
0.6,13.9,24.3,Walpole,SE,No,2011-03-21,11.0,E,60.0,SE,1014.7,1018.7,35.0,18.5,Yes,57.0,22.1,50.0
3.8,14.6,27.9,Walpole,ENE,Yes,2011-03-22,9.0,ENE,74.0,S,1011.4,1013.3,7.0,19.1,No,66.0,24.4,31.0
0.0,17.1,25.0,Walpole,SSW,No,2011-03-23,15.0,WSW,78.0,SSW,1016.8,1015.7,19.0,21.2,No,71.0,21.5,33.0
0.0,13.9,25.5,Walpole,SSE,No,2011-03-24,9.0,ENE,74.0,SSE,1019.8,1022.1,15.0,19.4,No,63.0,23.9,33.0
0.0,13.8,27.9,Walpole,SSW,No,2011-03-25,7.0,NNE,72.0,S,1020.5,1022.4,11.0,19.6,No,63.0,25.8,28.0
0.0,14.5,32.5,Walpole,NE,No,2011-03-26,9.0,N,54.0,S,1019.1,1022.1,9.0,23.5,No,55.0,27.4,30.0
0.0,14.7,30.2,Walpole,SE,No,2011-03-27,9.0,WNW,46.0,SSE,1018.0,1019.9,15.0,23.6,No,71.0,25.5,31.0
0.0,18.7,24.5,Walpole,SE,No,2011-03-28,17.0,SSE,78.0,SSE,1018.9,1020.0,17.0,21.9,No,72.0,23.2,33.0
0.0,17.8,20.2,Walpole,SE,No,2011-03-29,22.0,SE,73.0,SE,1023.0,1023.7,24.0,18.4,No,61.0,19.9,33.0
0.0,13.8,25.2,Walpole,SE,No,2011-03-30,11.0,ENE,64.0,SE,1024.2,1027.4,26.0,19.6,No,57.0,23.1,44.0
0.0,12.8,24.3,Walpole,SE,No,2011-03-31,11.0,ENE,77.0,SSE,1025.2,1028.0,15.0,18.1,Yes,60.0,22.9,37.0
7.6,12.4,19.8,Walpole,SSW,Yes,2011-05-01,0.0,,99.0,S,1023.7,1024.9,7.0,15.7,Yes,79.0,18.3,28.0
17.4,13.5,19.2,Walpole,WSW,Yes,2011-05-02,6.0,WNW,99.0,SE,1023.2,1025.8,11.0,14.3,No,70.0,18.5,20.0
0.2,10.8,19.8,Walpole,E,No,2011-05-03,0.0,,96.0,SSE,1022.5,1025.5,11.0,14.3,No,74.0,18.5,24.0
0.0,12.0,24.6,Walpole,NE,No,2011-05-04,15.0,NE,73.0,NW,1019.0,1022.4,15.0,17.7,No,44.0,22.5,35.0
0.0,13.4,17.5,Walpole,WNW,No,2011-05-05,15.0,NNW,82.0,WSW,1018.0,1017.9,13.0,17.3,Yes,87.0,16.2,33.0
12.8,13.3,17.6,Walpole,SSW,Yes,2011-05-06,9.0,SW,82.0,ESE,1023.2,1023.9,20.0,14.9,No,77.0,15.6,31.0
0.6,11.2,19.8,Walpole,NE,No,2011-05-07,13.0,ENE,71.0,ENE,1020.7,1024.4,11.0,14.6,No,53.0,19.6,31.0
0.0,11.5,23.4,Walpole,NE,No,2011-05-08,7.0,ENE,65.0,NNE,1015.4,1019.1,7.0,15.3,,52.0,22.4,41.0
,13.6,19.9,Walpole,SSW,,2011-05-09,7.0,WSW,76.0,S,1026.3,1025.6,15.0,16.7,,70.0,18.0,28.0
,12.5,18.8,Walpole,SE,,2011-05-10,9.0,NE,94.0,SE,1031.2,1032.9,20.0,14.3,No,67.0,17.3,35.0
0.6,9.6,18.9,Walpole,NE,No,2011-05-11,11.0,NE,69.0,S,1029.8,1032.8,6.0,14.9,No,58.0,18.0,20.0
0.6,8.3,18.5,Walpole,ESE,No,2011-05-12,11.0,NE,75.0,SE,1028.4,1031.3,13.0,14.0,No,64.0,16.8,24.0
0.2,11.3,20.1,Walpole,E,No,2011-05-13,13.0,NNE,66.0,ESE,1025.8,1030.1,11.0,15.1,No,55.0,19.2,28.0
0.2,10.3,21.0,Walpole,ESE,No,2011-05-14,11.0,NE,91.0,ENE,1023.8,1028.2,15.0,14.1,No,60.0,20.2,26.0
0.0,10.9,20.1,Walpole,NNE,No,2011-05-15,11.0,ENE,80.0,E,1019.5,1023.7,9.0,13.2,No,61.0,19.3,28.0
0.0,13.1,20.7,Walpole,NE,No,2011-05-16,13.0,NE,73.0,WSW,1010.9,1014.6,6.0,16.3,No,67.0,19.4,30.0
0.0,14.7,20.8,Walpole,SE,No,2011-05-17,2.0,NW,98.0,SSW,1012.9,1012.3,9.0,17.1,Yes,94.0,15.9,33.0
44.6,11.7,18.1,Walpole,ESE,Yes,2011-05-18,19.0,ESE,83.0,ESE,1020.2,1020.7,13.0,14.1,,68.0,15.8,28.0
,9.0,21.6,Walpole,N,,2011-05-19,20.0,NNE,75.0,NNW,1015.2,1020.2,15.0,13.4,,52.0,21.1,43.0
,13.4,15.3,Walpole,SSW,,2011-05-20,4.0,NE,99.0,S,1010.0,1005.9,26.0,15.1,,99.0,12.5,67.0
,9.9,17.3,Walpole,SSW,,2011-05-21,15.0,SSW,71.0,WSW,1023.1,1023.4,11.0,13.5,,60.0,16.5,44.0
,12.8,18.1,Walpole,SSW,,2011-05-22,9.0,W,80.0,SSW,1027.5,1027.5,13.0,14.7,,66.0,17.4,39.0
,11.5,18.5,Walpole,SE,,2011-05-23,0.0,,99.0,SSE,1029.2,1030.9,13.0,14.0,,74.0,17.6,22.0
,11.0,19.4,Walpole,NE,,2011-05-24,0.0,,96.0,NE,1027.1,1030.0,6.0,12.1,,64.0,17.7,26.0
,12.1,19.0,Walpole,NE,,2011-05-25,11.0,NE,96.0,ENE,1024.5,1027.9,2.0,13.9,,66.0,17.3,24.0
,10.4,19.6,Walpole,ENE,,2011-05-26,11.0,ENE,87.0,E,1022.0,1025.5,15.0,13.3,No,55.0,18.5,26.0
0.0,6.6,18.4,Walpole,ENE,No,2011-05-27,11.0,ENE,72.0,NE,1018.7,1022.2,9.0,11.5,No,50.0,17.8,22.0
0.0,9.0,21.4,Walpole,N,No,2011-05-28,0.0,,70.0,NNW,1015.9,1018.1,6.0,12.7,No,48.0,21.2,22.0
0.0,8.8,22.0,Walpole,NE,No,2011-05-29,11.0,NE,61.0,NNW,1008.7,1013.5,11.0,14.7,Yes,49.0,21.3,61.0
6.0,14.6,20.2,Walpole,WNW,Yes,2011-05-30,31.0,NW,77.0,WNW,1005.0,1003.7,31.0,17.0,Yes,65.0,18.3,57.0
1.2,13.6,18.5,Walpole,NW,Yes,2011-05-31,17.0,NW,84.0,NW,1008.4,1010.6,17.0,14.2,Yes,93.0,15.8,46.0
2.6,14.1,18.6,Walpole,NW,Yes,2011-06-01,22.0,NNW,80.0,NW,1005.6,1006.9,22.0,16.0,Yes,91.0,15.7,50.0
29.4,9.9,17.4,Walpole,WNW,Yes,2011-06-02,11.0,NW,75.0,WNW,1017.5,1016.3,9.0,11.9,Yes,81.0,14.9,35.0
12.0,9.3,16.3,Walpole,S,Yes,2011-06-03,7.0,NW,98.0,SE,1022.1,1022.7,15.0,10.9,Yes,71.0,14.8,30.0
1.2,5.4,15.7,Walpole,WNW,Yes,2011-06-04,4.0,NW,88.0,WNW,1019.1,1022.7,13.0,11.2,No,63.0,14.9,22.0
0.8,7.8,17.9,Walpole,NNW,No,2011-06-05,7.0,NNW,91.0,SW,1019.3,1020.7,2.0,11.9,No,68.0,16.3,20.0
1.0,8.2,16.0,Walpole,SE,No,2011-06-06,9.0,ENE,90.0,SE,1023.8,1024.1,17.0,12.2,No,60.0,14.8,31.0
0.6,7.7,17.0,Walpole,ENE,No,2011-06-07,9.0,ENE,79.0,E,1027.8,1029.0,15.0,13.4,No,60.0,16.5,39.0
0.0,7.5,18.5,Walpole,ENE,No,2011-06-08,13.0,ENE,85.0,E,1028.6,1031.7,13.0,12.7,No,71.0,17.5,33.0
0.0,9.8,17.7,Walpole,NE,No,2011-06-09,20.0,NNE,86.0,NNE,1026.2,1029.6,13.0,11.4,No,61.0,17.4,43.0
0.2,11.4,16.9,Walpole,N,No,2011-06-10,24.0,NNE,72.0,NE,1022.7,1024.7,15.0,12.2,No,61.0,14.8,54.0
0.0,10.1,17.5,Walpole,NE,No,2011-06-11,15.0,NE,69.0,NE,1024.2,1026.5,19.0,12.3,No,49.0,16.7,35.0
0.0,9.2,19.1,Walpole,N,No,2011-06-12,19.0,NNE,65.0,NNE,1024.7,1027.3,9.0,12.8,No,47.0,18.8,43.0
0.0,9.9,16.2,Walpole,NE,No,2011-06-13,22.0,NNE,62.0,NNE,1017.8,1022.0,17.0,12.0,Yes,53.0,14.7,59.0
3.8,11.2,16.0,Walpole,NNW,Yes,2011-06-14,30.0,NNW,74.0,NNW,1009.2,1010.8,20.0,12.6,Yes,73.0,15.7,61.0
2.8,11.2,15.6,Walpole,WNW,Yes,2011-06-15,30.0,NW,89.0,NW,1011.4,1011.9,15.0,12.1,Yes,90.0,13.9,54.0
13.0,11.9,17.7,Walpole,WSW,Yes,2011-06-16,15.0,WSW,61.0,WNW,1021.3,1020.7,20.0,15.5,No,63.0,17.1,57.0
0.8,11.3,17.8,Walpole,NW,No,2011-06-17,13.0,NW,84.0,WNW,1021.6,1024.2,9.0,13.0,No,79.0,16.3,41.0
0.2,13.0,18.0,Walpole,W,No,2011-06-18,28.0,NW,87.0,W,1014.1,1013.7,33.0,14.1,Yes,58.0,16.6,65.0
7.2,13.2,18.5,Walpole,WSW,Yes,2011-06-19,20.0,NNW,92.0,WNW,1014.8,1016.9,28.0,14.4,Yes,69.0,17.6,70.0
9.8,14.0,18.4,Walpole,NW,Yes,2011-06-20,20.0,WSW,85.0,WSW,1020.3,1018.5,20.0,16.3,Yes,79.0,17.3,57.0
5.2,12.5,18.1,Walpole,WNW,Yes,2011-06-21,11.0,NW,91.0,NW,1025.5,1027.1,11.0,13.5,No,72.0,16.3,26.0
0.0,12.5,19.0,Walpole,NW,No,2011-06-22,11.0,N,68.0,NW,1017.4,1022.0,20.0,14.1,No,66.0,18.1,41.0
0.6,13.4,20.0,Walpole,NW,No,2011-06-23,19.0,NNW,82.0,NW,1010.6,1014.6,24.0,15.0,No,66.0,19.7,48.0
0.0,14.7,20.1,Walpole,NNW,No,2011-06-24,22.0,NNW,80.0,NNW,1002.2,1005.2,22.0,17.1,Yes,92.0,15.2,57.0
35.6,9.6,15.8,Walpole,NNW,Yes,2011-06-25,17.0,NW,90.0,NW,1014.4,1012.2,22.0,11.2,Yes,77.0,15.3,41.0
1.2,11.1,19.0,Walpole,NW,Yes,2011-06-26,19.0,NNW,74.0,NW,1021.6,1022.1,15.0,14.1,No,63.0,17.5,44.0
0.0,12.7,19.4,Walpole,NNE,No,2011-06-27,19.0,N,65.0,NNE,1010.5,1018.0,13.0,13.8,Yes,59.0,18.4,46.0
13.2,13.7,16.6,Walpole,NW,Yes,2011-06-28,13.0,NNW,94.0,NW,1002.0,1001.9,17.0,14.9,Yes,72.0,16.2,83.0
10.8,8.6,15.2,Walpole,NNW,Yes,2011-06-29,2.0,NNE,97.0,SSW,1012.5,1012.5,9.0,10.3,No,81.0,11.8,35.0
0.0,8.2,14.3,Walpole,WNW,No,2011-06-30,19.0,NNE,79.0,WNW,1003.0,1007.0,19.0,12.1,Yes,94.0,13.0,69.0
25.4,7.2,12.5,Walpole,W,Yes,2011-07-01,15.0,NNW,90.0,WNW,1009.8,1011.4,30.0,9.5,Yes,88.0,10.8,70.0
37.0,8.1,11.8,Walpole,W,Yes,2011-07-02,20.0,W,69.0,SW,1010.7,1011.2,20.0,10.9,Yes,82.0,8.8,63.0
14.4,7.7,12.2,Walpole,S,Yes,2011-07-03,11.0,WSW,80.0,SSW,1018.3,1016.1,24.0,9.6,Yes,73.0,11.4,48.0
13.4,8.1,14.5,Walpole,SE,Yes,2011-07-04,0.0,,93.0,SE,1029.0,1028.2,13.0,10.0,Yes,77.0,12.2,37.0
10.2,7.5,13.7,Walpole,SSW,Yes,2011-07-05,2.0,N,99.0,SSW,1030.3,1032.2,15.0,9.8,Yes,84.0,11.7,35.0
4.4,9.2,14.6,Walpole,S,Yes,2011-07-06,15.0,WSW,69.0,S,1029.4,1030.2,15.0,12.1,Yes,90.0,12.1,37.0
3.8,7.5,14.3,Walpole,SSE,Yes,2011-07-07,0.0,,99.0,,1032.3,1033.2,0.0,9.5,Yes,74.0,13.8,19.0
6.4,9.1,14.2,Walpole,ESE,Yes,2011-07-08,6.0,NNE,99.0,SE,1033.8,1035.8,13.0,10.1,No,80.0,12.5,30.0
0.8,7.6,15.2,Walpole,ESE,No,2011-07-09,0.0,,94.0,NE,1031.0,1034.6,6.0,9.3,No,68.0,14.7,13.0
0.2,7.2,16.4,Walpole,E,No,2011-07-10,0.0,,99.0,SE,1027.9,1030.9,13.0,9.7,No,72.0,14.8,28.0
0.0,9.2,12.1,Walpole,ENE,No,2011-07-11,15.0,NE,78.0,ENE,1023.4,1026.4,13.0,11.0,No,86.0,11.2,35.0
0.8,9.2,15.8,Walpole,NE,No,2011-07-12,13.0,NNE,85.0,ESE,1018.1,1021.6,17.0,11.1,No,66.0,15.3,31.0
0.2,7.8,18.0,Walpole,NE,No,2011-07-13,15.0,NNE,87.0,NNW,1017.4,1019.4,9.0,11.1,No,64.0,16.5,26.0
0.0,9.2,19.9,Walpole,NNE,No,2011-07-14,6.0,N,75.0,N,1014.8,1019.2,13.0,14.6,Yes,57.0,19.2,43.0
6.8,13.5,15.4,Walpole,N,Yes,2011-07-15,22.0,N,89.0,W,1007.5,1006.1,13.0,14.5,Yes,88.0,14.8,46.0
21.2,7.4,16.2,Walpole,SW,Yes,2011-07-16,4.0,NW,91.0,W,1018.5,1018.3,15.0,10.4,No,50.0,15.8,26.0
0.4,6.7,17.3,Walpole,NNW,No,2011-07-17,7.0,NNW,80.0,N,1022.1,1023.5,6.0,11.2,No,49.0,17.2,24.0
0.0,3.5,17.1,Walpole,NE,No,2011-07-18,2.0,ENE,85.0,N,1020.6,1024.7,9.0,7.7,No,43.0,16.9,24.0
0.0,7.2,17.4,Walpole,NNW,No,2011-07-19,13.0,NNE,80.0,NNW,1014.0,1018.0,13.0,11.5,Yes,57.0,16.9,28.0
1.2,10.7,16.1,Walpole,NNW,Yes,2011-07-20,4.0,NNW,87.0,NNW,1013.6,1014.2,2.0,13.1,Yes,95.0,13.0,33.0
10.0,6.1,17.0,Walpole,NE,Yes,2011-07-21,0.0,,99.0,NE,1014.0,1016.6,9.0,10.2,No,71.0,15.8,22.0
0.2,8.4,17.7,Walpole,NW,No,2011-07-22,20.0,NW,69.0,NW,1013.8,1014.8,9.0,12.7,Yes,91.0,13.1,41.0
2.8,8.7,16.5,Walpole,NW,Yes,2011-07-23,0.0,,99.0,SW,1019.0,1020.1,7.0,10.2,Yes,77.0,15.1,26.0
2.6,9.6,19.4,Walpole,NNE,Yes,2011-07-24,9.0,NE,82.0,N,1015.3,1018.2,15.0,11.4,No,61.0,18.7,26.0
0.0,11.3,15.6,Walpole,NNW,No,2011-07-25,9.0,NE,75.0,N,1011.8,1013.3,13.0,14.8,Yes,93.0,13.6,46.0
22.6,12.1,18.6,Walpole,NW,Yes,2011-07-26,15.0,NNW,89.0,WNW,1012.8,1013.9,17.0,13.5,No,69.0,17.1,37.0
0.0,12.2,19.5,Walpole,N,No,2011-07-27,19.0,N,77.0,NNW,1004.8,1011.0,13.0,14.5,Yes,64.0,18.3,65.0
1.6,12.4,,Walpole,,Yes,2011-07-28,43.0,NW,78.0,NW,994.9,991.4,44.0,15.7,,89.0,14.0,
,,,Walpole,,,2011-08-01,,,,,,,,,,,,
,,,Walpole,,,2011-08-02,,,,,,,,,,,,
,,,Walpole,,,2011-08-03,,,,,,,,,,,,
,,,Walpole,,,2011-08-04,,,,,,,,,,,,
,,,Walpole,,,2011-08-05,,,,,,,,,,,,
,,,Walpole,,,2011-08-06,,,,,,,,,,,,
,,,Walpole,,,2011-08-07,,,,,,,,,,,,
,,,Walpole,,,2011-08-08,,,,,,,,,,,,
,,,Walpole,,,2011-08-09,,,,,,,,,,,,
,,17.6,Walpole,NNW,,2011-08-10,0.0,,89.0,NW,1021.7,1023.9,11.0,10.3,No,58.0,16.1,15.0
0.0,5.5,18.7,Walpole,NE,No,2011-08-11,0.0,,88.0,,1020.1,1023.5,0.0,10.3,No,57.0,16.9,22.0
0.2,8.9,18.8,Walpole,NNE,No,2011-08-12,20.0,NNE,70.0,NNW,1011.9,1017.0,11.0,11.6,No,52.0,18.7,35.0
0.0,11.5,19.7,Walpole,NNE,No,2011-08-13,15.0,NNE,79.0,N,1001.0,1006.5,15.0,15.0,Yes,62.0,19.4,43.0
19.6,9.2,15.3,Walpole,NW,Yes,2011-08-14,35.0,NW,85.0,WNW,1008.3,1004.4,24.0,10.2,Yes,75.0,14.5,80.0
2.2,9.7,17.7,Walpole,NW,Yes,2011-08-15,24.0,NNW,77.0,WNW,1002.6,1004.4,28.0,13.8,Yes,90.0,9.5,76.0
26.4,6.9,13.9,Walpole,W,Yes,2011-08-16,20.0,SW,82.0,SW,1018.4,1014.6,19.0,9.5,No,66.0,12.1,65.0
0.4,6.8,16.8,Walpole,W,No,2011-08-17,19.0,NNW,90.0,WNW,1021.2,1022.4,19.0,11.5,No,75.0,16.3,39.0
0.2,11.5,16.9,Walpole,NW,No,2011-08-18,15.0,NNW,67.0,NW,1020.3,1022.3,15.0,13.7,No,56.0,16.5,39.0
0.0,12.3,20.7,Walpole,NW,No,2011-08-19,15.0,NNE,62.0,NNW,1014.8,1019.1,11.0,14.1,No,49.0,19.8,33.0
0.0,13.6,22.0,Walpole,WNW,No,2011-08-20,20.0,NNW,74.0,NW,1012.5,1013.4,15.0,16.3,Yes,69.0,19.3,48.0
1.4,15.3,24.4,Walpole,NW,Yes,2011-08-21,22.0,NNE,76.0,NW,1006.9,1011.3,35.0,16.9,Yes,60.0,21.0,69.0
15.4,11.3,15.3,Walpole,WSW,Yes,2011-08-22,19.0,NW,94.0,WNW,1017.8,1013.6,28.0,11.5,Yes,60.0,13.8,61.0
4.2,9.4,18.8,Walpole,NNW,Yes,2011-08-23,19.0,NNW,71.0,NW,1015.3,1020.8,33.0,12.7,Yes,49.0,18.5,61.0
8.0,9.2,14.9,Walpole,SSW,Yes,2011-08-24,22.0,WSW,66.0,SW,1024.4,1022.0,20.0,13.0,Yes,77.0,11.9,46.0
5.6,7.9,14.4,Walpole,WNW,Yes,2011-08-25,9.0,W,94.0,W,1026.7,1028.6,20.0,9.9,No,79.0,12.5,33.0
0.2,9.0,16.6,Walpole,W,No,2011-08-26,19.0,WNW,81.0,WNW,1022.4,1025.5,20.0,11.3,Yes,70.0,15.1,41.0
1.8,9.3,16.7,Walpole,WNW,Yes,2011-08-27,19.0,NW,85.0,W,1018.6,1021.9,22.0,13.0,Yes,87.0,14.6,43.0
1.6,11.2,18.2,Walpole,NW,Yes,2011-08-28,11.0,NW,87.0,S,1020.2,1020.8,7.0,15.0,Yes,81.0,16.6,24.0
1.4,9.8,19.4,Walpole,SE,Yes,2011-08-29,17.0,NNE,91.0,ESE,1020.0,1023.6,13.0,12.8,No,67.0,18.3,33.0
0.0,11.9,20.7,Walpole,ESE,No,2011-08-30,7.0,E,83.0,ESE,1014.6,1017.3,6.0,16.0,No,82.0,16.9,28.0
0.0,12.2,19.1,Walpole,SSW,No,2011-08-31,9.0,WNW,99.0,SSW,1013.8,1016.1,11.0,14.1,No,79.0,18.0,22.0
0.6,9.4,20.8,Walpole,NNW,No,2011-09-01,0.0,,99.0,NNW,1005.0,1011.1,17.0,13.1,Yes,63.0,19.6,48.0
6.6,11.1,13.6,Walpole,NW,Yes,2011-09-02,22.0,NW,80.0,W,1005.8,1002.7,13.0,12.6,Yes,65.0,12.3,54.0
12.4,6.8,15.3,Walpole,WNW,Yes,2011-09-03,28.0,NW,85.0,WNW,1013.9,1013.8,30.0,10.6,Yes,86.0,14.3,57.0
4.2,10.3,17.2,Walpole,NW,Yes,2011-09-04,9.0,NW,94.0,W,1019.8,1021.0,19.0,12.5,Yes,72.0,15.6,56.0
3.2,11.5,15.6,Walpole,SW,Yes,2011-09-05,20.0,SW,82.0,SSW,1026.8,1024.7,19.0,12.9,Yes,83.0,12.8,48.0
4.4,8.1,16.1,Walpole,SSW,Yes,2011-09-06,9.0,WNW,83.0,SW,1032.4,1033.6,20.0,12.4,No,70.0,14.9,43.0
0.2,11.0,14.9,Walpole,SE,No,2011-09-07,20.0,SSE,68.0,SE,1035.7,1036.8,17.0,12.5,No,68.0,14.3,39.0
0.0,11.3,16.3,Walpole,SSE,No,2011-09-08,13.0,E,69.0,SSE,1037.7,1039.1,17.0,14.3,No,68.0,15.1,30.0
0.0,9.1,17.0,Walpole,SE,No,2011-09-09,9.0,NE,70.0,SSE,1037.7,1040.4,15.0,12.9,No,66.0,15.5,28.0
0.0,7.2,17.1,Walpole,ENE,No,2011-09-10,13.0,ENE,73.0,S,1034.3,1038.9,9.0,11.6,No,69.0,15.9,24.0
0.0,7.9,22.3,Walpole,NNW,No,2011-09-11,7.0,N,74.0,S,1026.1,1031.2,7.0,12.4,No,55.0,20.6,30.0
0.2,8.1,22.1,Walpole,WNW,No,2011-09-12,22.0,NW,58.0,NW,1015.5,1019.8,35.0,15.9,Yes,43.0,21.6,65.0
4.8,10.7,15.7,Walpole,SSW,Yes,2011-09-13,11.0,WSW,75.0,SSE,1021.6,1022.7,13.0,13.7,No,71.0,13.7,26.0
0.0,6.0,17.6,Walpole,WNW,No,2011-09-14,9.0,NW,82.0,WNW,1017.2,1020.5,22.0,12.7,No,56.0,17.2,43.0
1.0,12.2,19.0,Walpole,WNW,No,2011-09-15,15.0,WNW,78.0,WNW,1014.1,1016.4,26.0,15.7,No,59.0,18.4,48.0
0.6,12.9,18.9,Walpole,WNW,No,2011-09-16,31.0,NW,70.0,NW,1007.6,1010.0,28.0,16.2,Yes,78.0,14.4,91.0
6.2,9.3,17.2,Walpole,NW,Yes,2011-09-17,20.0,NNW,69.0,NW,1006.9,1011.3,22.0,13.6,Yes,63.0,16.5,52.0
16.6,10.2,15.0,Walpole,W,Yes,2011-09-18,9.0,W,88.0,WNW,1003.0,1000.3,30.0,11.3,Yes,66.0,12.9,65.0
