Pressure_3_pm,Location,Temp_9_am_F,Wind_Speed_9_am,Rain_Tomorrow,Wind_Gust_Dir,Pressure_9_am,Max_Temp_F,Wind_Speed_3_pm,Min_Temp_F,Date,Rainfall,Wind_Dir_3_pm,Wind_Dir_9_am,Rain_Today,Humidity_3_pm,Wind_Gust_Speed,Temp_3_pm_F,Humidity_9_am
1011.6,Witchcliffe,63.14,0.0,No,WSW,1013.2,76.64,17.0,54.32,2010-04-19,0.2,SW,,No,51.0,24.0,73.75999999999999,99.0
1013.7,Witchcliffe,62.959999999999994,0.0,Yes,SW,1015.5,73.04,15.0,50.72,2010-04-20,0.0,WSW,,No,65.0,28.0,70.52,99.0
1018.5,Witchcliffe,61.519999999999996,11.0,No,SSW,1018.2,67.82,19.0,51.26,2010-04-21,2.6,S,SSW,Yes,68.0,35.0,64.75999999999999,99.0
1019.1,Witchcliffe,56.3,0.0,No,SW,1021.7,67.1,11.0,46.4,2010-04-22,0.6,SW,,No,59.0,28.0,64.22,99.0
1021.5,Witchcliffe,62.42,17.0,No,SSW,1021.8,66.02,11.0,53.24,2010-04-23,0.4,SSW,SSW,No,55.0,39.0,64.04,70.0
1022.1,Witchcliffe,58.64,6.0,No,ESE,1025.0,69.44,4.0,39.38,2010-04-24,0.0,E,NNE,No,46.0,17.0,66.92,76.0
1017.9,Witchcliffe,57.56,2.0,No,SW,1019.6,69.44,13.0,38.12,2010-04-25,0.0,W,N,No,59.0,31.0,68.72,85.0
1027.7,Witchcliffe,64.4,15.0,No,SSE,1027.2,69.8,17.0,50.0,2010-04-26,0.0,SSE,S,No,52.0,28.0,66.92,58.0
1026.2,Witchcliffe,53.96,4.0,No,WNW,1030.0,70.88,9.0,38.48,2010-04-27,0.0,WSW,ESE,No,51.0,20.0,69.62,87.0
1022.0,Witchcliffe,52.879999999999995,6.0,No,SSE,1025.6,71.06,13.0,38.48,2010-04-28,0.0,SE,SE,No,57.0,20.0,68.18,99.0
1017.5,Witchcliffe,59.0,0.0,No,SSW,1019.9,75.38,17.0,46.22,2010-04-29,0.0,SW,,No,66.0,28.0,69.8,99.0
1019.9,Witchcliffe,65.48,17.0,Yes,W,1020.7,70.52,19.0,51.08,2010-04-30,0.2,W,NW,No,89.0,41.0,63.32,74.0
1027.5,Witchcliffe,61.7,9.0,No,SSE,1028.0,66.38,13.0,50.72,2010-05-01,1.8,S,S,Yes,51.0,31.0,64.4,59.0
1021.8,Witchcliffe,58.28,11.0,No,WSW,1025.6,68.36,11.0,41.72,2010-05-02,0.0,WNW,NNE,No,49.0,24.0,66.74000000000001,62.0
1022.9,Witchcliffe,62.42,19.0,No,S,1022.5,66.38,19.0,58.1,2010-05-03,0.2,SSE,SSW,No,57.0,37.0,62.78,65.0
1026.1,Witchcliffe,57.92,2.0,No,S,1029.3,66.38,11.0,50.0,2010-05-04,0.2,SSE,ESE,No,49.0,33.0,65.12,63.0
1024.4,Witchcliffe,51.620000000000005,6.0,No,SSE,1028.1,69.25999999999999,11.0,37.76,2010-05-05,0.0,SE,SE,No,48.0,24.0,68.18,87.0
1023.4,Witchcliffe,55.94,0.0,No,SSW,1025.6,71.24000000000001,15.0,37.94,2010-05-06,0.0,SSW,,No,67.0,30.0,68.72,99.0
1021.3,Witchcliffe,56.66,0.0,No,S,1024.9,73.58,9.0,47.3,2010-05-07,0.4,S,,No,56.0,19.0,72.14,99.0
1018.5,Witchcliffe,59.36,7.0,Yes,SSE,1020.8,69.8,17.0,51.26,2010-05-08,0.2,S,S,No,66.0,33.0,68.0,99.0
1017.7,Witchcliffe,59.0,13.0,No,S,1019.0,64.75999999999999,19.0,54.14,2010-05-09,1.2,SSW,S,Yes,58.0,39.0,60.980000000000004,99.0
1023.7,Witchcliffe,56.120000000000005,9.0,No,SSE,1024.9,60.26,17.0,51.26,2010-05-10,0.2,SE,ESE,No,60.0,30.0,58.82,78.0
1018.9,Witchcliffe,50.72,6.0,No,NNE,1024.0,66.74000000000001,7.0,33.8,2010-05-11,0.2,ESE,ENE,No,42.0,24.0,64.94,86.0
1010.6,Witchcliffe,61.34,7.0,Yes,SSW,1012.4,70.7,11.0,39.74,2010-05-12,0.0,NW,N,No,76.0,31.0,63.5,74.0
1013.9,Witchcliffe,52.16,2.0,No,SSE,1014.2,60.980000000000004,20.0,50.54,2010-05-13,26.2,SSE,ESE,Yes,74.0,39.0,56.3,99.0
1020.7,Witchcliffe,58.1,13.0,No,S,1021.6,62.42,20.0,46.4,2010-05-14,0.6,SSE,S,No,49.0,37.0,59.18,56.0
1018.2,Witchcliffe,55.94,11.0,Yes,W,1020.9,64.75999999999999,15.0,44.6,2010-05-15,0.0,W,N,No,69.0,28.0,63.32,75.0
1016.5,Witchcliffe,55.94,11.0,Yes,W,1018.7,64.75999999999999,11.0,47.3,2010-05-16,3.8,NNW,N,Yes,84.0,19.0,61.34,99.0
1016.0,Witchcliffe,56.66,9.0,No,N,1019.3,65.84,0.0,48.56,2010-05-17,3.6,,NNW,Yes,70.0,17.0,63.5,99.0
1009.5,Witchcliffe,49.82,0.0,No,SSE,1012.5,68.18,19.0,44.42,2010-05-18,0.2,SSE,,No,52.0,26.0,66.92,98.0
1013.7,Witchcliffe,56.48,0.0,No,S,1014.5,68.9,17.0,42.980000000000004,2010-05-19,0.0,SSE,,No,63.0,28.0,66.74000000000001,99.0
1014.0,Witchcliffe,52.16,11.0,No,NNE,1017.1,73.4,7.0,42.8,2010-05-20,0.0,NNW,SE,No,48.0,19.0,73.04,99.0
1006.4,Witchcliffe,65.3,13.0,Yes,NNE,1010.5,75.02,22.0,48.56,2010-05-21,0.2,N,NNE,No,48.0,44.0,70.52,49.0
993.9,Witchcliffe,57.74,7.0,Yes,SSW,997.4,65.66,11.0,54.68,2010-05-22,7.6,WNW,NE,Yes,81.0,63.0,64.04,99.0
1011.3,Witchcliffe,55.22,19.0,No,SSE,1010.6,60.08,30.0,52.16,2010-05-23,17.6,SSW,SSW,Yes,53.0,56.0,58.82,67.0
1018.0,Witchcliffe,57.56,7.0,No,ESE,1019.2,62.6,7.0,54.14,2010-05-24,0.0,SE,S,No,63.0,48.0,61.34,69.0
1016.7,Witchcliffe,55.4,13.0,Yes,N,1019.6,61.519999999999996,13.0,54.68,2010-05-25,0.2,NNE,N,No,90.0,30.0,57.02,85.0
1006.3,Witchcliffe,59.0,9.0,Yes,NNW,1010.6,66.74000000000001,13.0,52.16,2010-05-26,7.2,WNW,N,Yes,90.0,43.0,57.56,82.0
1011.3,Witchcliffe,58.28,13.0,Yes,SSW,1006.6,63.68,22.0,50.18,2010-05-27,65.4,SW,SW,Yes,72.0,52.0,58.64,83.0
1021.4,Witchcliffe,54.14,0.0,No,NW,1021.8,66.56,15.0,47.84,2010-05-28,8.6,NW,,Yes,56.0,30.0,65.12,99.0
1020.2,Witchcliffe,57.56,9.0,Yes,N,1022.5,68.36,17.0,47.48,2010-05-29,0.2,N,NNE,No,81.0,46.0,62.959999999999994,84.0
1018.0,Witchcliffe,59.18,11.0,Yes,N,1019.8,65.3,7.0,51.620000000000005,2010-05-30,3.4,WNW,N,Yes,71.0,20.0,64.58,74.0
1019.1,Witchcliffe,57.379999999999995,4.0,No,SSE,1019.9,64.22,19.0,50.72,2010-05-31,13.0,SSE,S,Yes,72.0,33.0,62.24,99.0
1020.8,Witchcliffe,52.16,0.0,No,N,1022.5,64.75999999999999,2.0,42.620000000000005,2010-06-01,0.2,N,,No,60.0,15.0,63.68,99.0
1019.1,Witchcliffe,55.04,9.0,No,N,1021.4,64.4,9.0,44.06,2010-06-02,0.0,NNW,NNE,No,75.0,24.0,60.980000000000004,75.0
1022.3,Witchcliffe,54.86,0.0,Yes,SSW,1022.8,62.6,7.0,45.86,2010-06-03,0.6,SE,,No,91.0,19.0,60.8,99.0
1026.0,Witchcliffe,49.82,13.0,No,ESE,1028.3,61.34,19.0,42.44,2010-06-04,3.8,SE,ESE,Yes,74.0,39.0,60.26,99.0
1023.8,Witchcliffe,51.8,9.0,No,E,1026.4,66.2,6.0,47.48,2010-06-05,0.2,E,SE,No,69.0,20.0,64.22,99.0
1023.0,Witchcliffe,54.68,0.0,Yes,N,1025.8,67.82,11.0,49.28,2010-06-06,0.0,NNW,,No,57.0,24.0,67.1,99.0
1024.7,Witchcliffe,55.4,11.0,Yes,SE,1025.0,65.3,19.0,45.14,2010-06-07,13.6,SSE,N,Yes,99.0,46.0,58.28,99.0
1030.5,Witchcliffe,51.26,7.0,No,ESE,1032.9,58.459999999999994,9.0,44.42,2010-06-08,3.2,ESE,E,Yes,60.0,30.0,56.84,68.0
1029.1,Witchcliffe,47.66,6.0,No,ENE,1032.6,59.72,7.0,37.22,2010-06-09,0.0,SE,E,No,54.0,24.0,58.459999999999994,80.0
1026.0,Witchcliffe,41.36,0.0,No,N,1029.2,63.68,7.0,30.74,2010-06-10,0.0,NE,,No,54.0,17.0,62.42,99.0
1023.5,Witchcliffe,42.44,0.0,No,NNE,1026.0,65.84,11.0,32.72,2010-06-11,0.2,N,,No,55.0,22.0,60.980000000000004,99.0
1021.0,Witchcliffe,55.94,11.0,No,N,1023.1,66.56,13.0,39.56,2010-06-12,0.0,NNE,NNE,No,66.0,24.0,65.12,63.0
1013.8,Witchcliffe,54.14,15.0,Yes,N,1018.1,68.0,28.0,46.04,2010-06-13,0.0,N,NNE,No,70.0,57.0,65.84,63.0
1016.8,Witchcliffe,60.26,13.0,No,NNW,1016.2,63.32,11.0,53.78,2010-06-14,11.6,SSW,SW,Yes,53.0,83.0,61.519999999999996,65.0
1009.7,Witchcliffe,50.0,0.0,Yes,WSW,1012.7,57.2,0.0,41.9,2010-06-15,0.0,,,No,83.0,31.0,55.94,97.0
1018.2,Witchcliffe,56.48,11.0,Yes,SW,1017.7,63.68,19.0,49.82,2010-06-16,1.6,WSW,WSW,Yes,65.0,39.0,59.36,66.0
1021.7,Witchcliffe,60.440000000000005,9.0,Yes,W,1022.2,64.4,9.0,49.82,2010-06-17,3.4,SW,WNW,Yes,87.0,35.0,59.36,68.0
1024.3,Witchcliffe,61.7,9.0,Yes,WNW,1024.9,66.38,13.0,52.7,2010-06-18,3.8,W,NW,Yes,58.0,30.0,64.75999999999999,86.0
1024.7,Witchcliffe,55.94,2.0,No,N,1027.1,66.02,13.0,48.74,2010-06-19,1.8,NNE,NNE,Yes,79.0,22.0,61.7,99.0
1021.4,Witchcliffe,59.72,9.0,No,N,1024.7,68.18,11.0,51.98,2010-06-20,0.2,S,N,No,70.0,20.0,64.75999999999999,85.0
1019.1,Witchcliffe,47.66,0.0,No,SW,1020.9,67.1,7.0,38.660000000000004,2010-06-21,0.2,W,,No,59.0,15.0,65.3,99.0
1015.5,Witchcliffe,61.7,17.0,Yes,NNW,1018.3,67.46,30.0,46.4,2010-06-22,0.0,NNW,NNW,No,85.0,50.0,62.42,69.0
1021.6,Witchcliffe,54.86,11.0,Yes,W,1020.0,58.82,15.0,51.08,2010-06-23,23.6,SSW,SSW,Yes,58.0,44.0,56.120000000000005,71.0
1028.8,Witchcliffe,45.14,6.0,Yes,S,1030.2,56.66,2.0,39.56,2010-06-24,4.6,ESE,SW,Yes,88.0,37.0,48.2,92.0
1026.5,Witchcliffe,46.04,9.0,Yes,N,1029.2,58.459999999999994,15.0,37.22,2010-06-25,4.8,N,N,Yes,80.0,26.0,55.04,99.0
1024.2,Witchcliffe,48.379999999999995,9.0,Yes,SW,1026.9,60.980000000000004,7.0,46.04,2010-06-26,15.0,NNE,N,Yes,81.0,30.0,59.18,98.0
1024.3,Witchcliffe,51.8,0.0,Yes,SSW,1025.2,62.42,15.0,46.76,2010-06-27,17.6,SSW,,Yes,67.0,30.0,59.9,99.0
1028.1,Witchcliffe,51.26,0.0,Yes,ESE,1028.9,59.72,13.0,45.86,2010-06-28,3.0,SSE,,Yes,74.0,22.0,57.379999999999995,99.0
1031.4,Witchcliffe,51.44,6.0,No,SSE,1032.7,60.62,20.0,48.92,2010-06-29,2.6,SSE,SW,Yes,72.0,43.0,58.1,99.0
1031.9,Witchcliffe,52.879999999999995,11.0,No,E,1034.9,60.980000000000004,6.0,45.32,2010-06-30,0.0,N,ENE,No,53.0,24.0,60.08,68.0
1025.7,Witchcliffe,51.26,15.0,Yes,N,1030.2,60.980000000000004,17.0,35.78,2010-07-01,0.0,N,N,No,77.0,35.0,57.74,76.0
1026.5,Witchcliffe,48.92,7.0,Yes,S,1027.0,58.459999999999994,4.0,41.54,2010-07-02,3.8,S,SE,Yes,70.0,39.0,52.7,93.0
1027.2,Witchcliffe,45.86,0.0,No,S,1029.0,58.1,17.0,35.06,2010-07-03,1.8,SSW,,Yes,61.0,31.0,55.58,99.0
1027.5,Witchcliffe,44.239999999999995,0.0,No,E,1029.3,57.74,11.0,38.3,2010-07-04,0.6,SSE,,No,69.0,22.0,56.84,99.0
1024.8,Witchcliffe,51.98,11.0,No,N,1027.2,59.9,15.0,41.18,2010-07-05,0.2,N,N,No,67.0,24.0,57.74,73.0
1021.6,Witchcliffe,51.44,0.0,Yes,N,1024.4,60.08,20.0,44.78,2010-07-06,0.4,N,,No,79.0,30.0,56.84,93.0
1011.9,Witchcliffe,53.78,15.0,Yes,N,1016.9,64.04,24.0,48.74,2010-07-07,2.0,N,NNE,Yes,60.0,48.0,61.519999999999996,76.0
996.3,Witchcliffe,57.2,13.0,Yes,NNW,1000.9,62.059999999999995,20.0,53.24,2010-07-08,16.8,NW,N,Yes,69.0,46.0,60.08,99.0
1002.7,Witchcliffe,48.2,6.0,Yes,SW,996.9,53.78,37.0,46.58,2010-07-09,28.6,SSW,S,Yes,76.0,70.0,49.46,83.0
1013.8,Witchcliffe,51.620000000000005,2.0,Yes,WNW,1015.3,61.7,22.0,43.879999999999995,2010-07-10,24.4,WNW,SW,Yes,60.0,46.0,59.540000000000006,90.0
1005.3,Witchcliffe,61.7,30.0,Yes,WNW,1009.9,65.66,22.0,51.44,2010-07-11,5.4,WNW,NW,Yes,89.0,76.0,55.58,59.0
1007.8,Witchcliffe,49.82,28.0,Yes,W,1006.0,55.4,28.0,44.78,2010-07-12,21.0,SW,SW,Yes,71.0,87.0,53.96,65.0
1020.5,Witchcliffe,54.14,15.0,No,SSW,1019.8,62.059999999999995,13.0,45.68,2010-07-13,6.8,SW,WSW,Yes,69.0,33.0,59.0,85.0
1022.3,Witchcliffe,51.8,9.0,Yes,NNW,1024.4,62.959999999999994,9.0,44.42,2010-07-14,1.0,NNW,N,No,63.0,28.0,62.24,99.0
1017.0,Witchcliffe,56.3,13.0,Yes,N,1020.3,66.2,24.0,47.66,2010-07-15,1.8,NW,N,Yes,66.0,48.0,60.440000000000005,85.0
1016.5,Witchcliffe,57.2,13.0,Yes,SSW,1015.5,62.24,19.0,55.22,2010-07-16,15.0,S,WSW,Yes,93.0,39.0,54.32,90.0
1026.3,Witchcliffe,50.0,0.0,Yes,SSW,1025.6,59.540000000000006,20.0,42.980000000000004,2010-07-17,5.6,SSW,,Yes,58.0,37.0,57.56,95.0
1028.7,Witchcliffe,54.32,7.0,Yes,WSW,1030.0,61.16,15.0,45.14,2010-07-18,2.6,SSW,W,Yes,75.0,46.0,57.56,85.0
1029.8,Witchcliffe,50.0,0.0,No,SSW,1031.7,60.980000000000004,11.0,40.64,2010-07-19,2.4,SSW,,Yes,69.0,20.0,58.459999999999994,99.0
1029.2,Witchcliffe,48.56,0.0,No,NE,1032.0,61.16,2.0,36.86,2010-07-20,1.0,SE,,No,52.0,22.0,58.64,99.0
1028.2,Witchcliffe,48.56,0.0,No,N,1029.9,64.22,7.0,34.88,2010-07-21,0.0,NNE,,No,51.0,22.0,59.9,99.0
1028.2,Witchcliffe,53.42,13.0,No,N,1030.3,63.86,13.0,37.58,2010-07-22,0.0,N,NNE,No,58.0,30.0,60.980000000000004,69.0
1030.1,Witchcliffe,57.2,6.0,No,ENE,1032.9,66.92,6.0,46.22,2010-07-23,0.0,E,N,No,43.0,19.0,65.3,69.0
1022.3,Witchcliffe,47.120000000000005,7.0,Yes,NNE,1027.3,62.24,20.0,37.22,2010-07-24,0.0,N,NNE,No,70.0,33.0,61.7,99.0
1013.9,Witchcliffe,56.3,13.0,Yes,NW,1016.5,67.82,15.0,47.120000000000005,2010-07-25,1.4,NW,NNE,Yes,97.0,56.0,55.4,86.0
1014.3,Witchcliffe,56.84,11.0,Yes,NNW,1013.7,63.14,17.0,51.8,2010-07-26,33.2,W,NNW,Yes,64.0,39.0,62.24,90.0
1016.4,Witchcliffe,55.22,9.0,Yes,W,1018.0,63.5,9.0,49.1,2010-07-27,2.4,WNW,W,Yes,77.0,48.0,60.440000000000005,99.0
1013.5,Witchcliffe,53.42,15.0,Yes,NW,1015.7,59.540000000000006,13.0,49.46,2010-07-28,26.2,WNW,SW,Yes,64.0,54.0,58.64,90.0
1018.5,Witchcliffe,53.6,13.0,Yes,SW,1016.9,59.18,15.0,51.8,2010-07-29,17.2,S,SSW,Yes,63.0,44.0,55.22,81.0
1024.6,Witchcliffe,53.42,9.0,Yes,WSW,1025.0,62.059999999999995,19.0,44.6,2010-07-30,3.6,W,NW,Yes,70.0,33.0,58.82,99.0
1029.8,Witchcliffe,56.66,0.0,No,SW,1029.7,64.58,11.0,49.46,2010-07-31,2.0,WNW,,Yes,64.0,30.0,64.4,99.0
1031.5,Witchcliffe,55.22,11.0,No,NNE,1033.8,65.48,19.0,40.82,2010-08-01,0.0,N,N,No,59.0,31.0,64.22,97.0
1027.6,Witchcliffe,57.02,9.0,No,NNW,1029.9,69.44,22.0,38.3,2010-08-02,0.0,NNW,N,No,59.0,46.0,68.9,86.0
1026.7,Witchcliffe,54.86,0.0,No,SE,1029.6,68.18,9.0,40.64,2010-08-03,0.0,SE,,No,57.0,19.0,66.02,100.0
1022.9,Witchcliffe,56.48,7.0,Yes,NW,1026.1,68.18,15.0,44.78,2010-08-04,0.2,NW,NNE,No,55.0,22.0,66.92,80.0
1020.8,Witchcliffe,60.980000000000004,11.0,No,S,1021.2,66.38,19.0,50.54,2010-08-05,2.4,SSW,WNW,Yes,79.0,37.0,60.08,85.0
1022.5,Witchcliffe,51.620000000000005,0.0,Yes,SW,1024.7,59.18,7.0,47.120000000000005,2010-08-06,0.8,SSE,,No,63.0,24.0,56.84,95.0
1024.0,Witchcliffe,52.52,7.0,Yes,SW,1024.7,62.42,20.0,41.9,2010-08-07,1.2,SW,NNW,Yes,70.0,37.0,57.2,92.0
1028.3,Witchcliffe,55.22,15.0,No,SSE,1028.8,61.16,13.0,46.94,2010-08-08,3.0,SE,SSE,Yes,73.0,35.0,56.120000000000005,66.0
1026.5,Witchcliffe,49.82,6.0,No,NNE,1030.5,60.62,17.0,36.14,2010-08-09,0.0,N,E,No,58.0,31.0,59.36,67.0
1017.6,Witchcliffe,52.34,19.0,No,N,1021.7,61.7,33.0,34.88,2010-08-10,0.0,N,NNE,No,45.0,54.0,60.440000000000005,56.0
1008.8,Witchcliffe,59.0,28.0,Yes,N,1011.0,64.58,26.0,52.16,2010-08-11,0.4,NNW,NNE,No,82.0,78.0,57.379999999999995,58.0
1002.6,Witchcliffe,55.58,7.0,Yes,NNW,1005.3,63.14,7.0,52.52,2010-08-12,71.0,WNW,N,Yes,79.0,30.0,56.3,99.0
1012.8,Witchcliffe,57.74,19.0,Yes,SW,1011.2,61.519999999999996,19.0,48.56,2010-08-13,14.4,WSW,SW,Yes,92.0,52.0,57.2,70.0
1021.3,Witchcliffe,53.24,6.0,No,WSW,1021.7,59.9,13.0,49.28,2010-08-14,2.6,WSW,SSE,Yes,57.0,22.0,58.28,71.0
1022.9,Witchcliffe,55.4,2.0,No,WSW,1025.7,65.84,11.0,45.68,2010-08-15,0.0,W,SSE,No,59.0,22.0,63.86,84.0
1011.0,Witchcliffe,53.78,15.0,No,N,1017.4,65.3,11.0,44.42,2010-08-16,0.0,NNE,NE,No,47.0,31.0,62.78,75.0
1004.7,Witchcliffe,52.52,0.0,Yes,SSW,1005.2,61.7,26.0,41.0,2010-08-17,0.4,SSW,,No,71.0,43.0,56.48,99.0
1016.4,Witchcliffe,49.64,15.0,Yes,S,1015.4,55.22,19.0,43.879999999999995,2010-08-18,6.2,SSW,S,Yes,56.0,56.0,52.34,74.0
1021.3,Witchcliffe,50.18,0.0,Yes,W,1022.6,60.440000000000005,17.0,43.7,2010-08-19,4.4,W,,Yes,58.0,26.0,57.56,99.0
1019.1,Witchcliffe,53.6,11.0,Yes,W,1021.6,60.8,15.0,44.6,2010-08-20,1.4,W,N,Yes,55.0,28.0,59.540000000000006,90.0
1013.5,Witchcliffe,58.28,11.0,Yes,WSW,1016.6,62.059999999999995,17.0,42.260000000000005,2010-08-21,4.2,WSW,W,Yes,70.0,39.0,57.56,68.0
1019.2,Witchcliffe,53.06,13.0,No,SSW,1019.2,58.64,20.0,43.519999999999996,2010-08-22,3.4,SSW,S,Yes,45.0,33.0,55.94,51.0
1021.2,Witchcliffe,57.379999999999995,11.0,Yes,S,1021.5,60.26,22.0,40.28,2010-08-23,0.6,S,WNW,No,70.0,39.0,58.459999999999994,73.0
1027.9,Witchcliffe,50.0,11.0,No,SSE,1029.3,58.459999999999994,20.0,47.66,2010-08-24,2.2,S,E,Yes,74.0,35.0,54.14,81.0
1030.3,Witchcliffe,53.78,11.0,No,S,1032.0,58.1,15.0,45.14,2010-08-25,0.6,S,S,No,68.0,30.0,56.3,71.0
1027.5,Witchcliffe,55.94,0.0,No,S,1030.8,61.34,22.0,47.120000000000005,2010-08-26,0.0,SSE,,No,65.0,30.0,58.28,67.0
1021.9,Witchcliffe,52.7,13.0,No,N,1026.3,62.42,0.0,39.02,2010-08-27,0.0,,ENE,No,54.0,24.0,58.64,70.0
1014.6,Witchcliffe,53.06,7.0,No,WSW,1017.8,65.48,7.0,36.32,2010-08-28,0.0,WNW,N,No,49.0,28.0,65.12,81.0
1015.2,Witchcliffe,56.84,13.0,Yes,WSW,1016.6,62.42,9.0,43.879999999999995,2010-08-29,1.0,SSW,W,No,78.0,30.0,60.980000000000004,92.0
1013.1,Witchcliffe,54.14,7.0,No,W,1015.4,62.959999999999994,15.0,45.68,2010-08-30,4.6,W,N,Yes,60.0,31.0,60.62,99.0
1016.1,Witchcliffe,51.26,11.0,No,SSE,1016.3,62.78,22.0,46.58,2010-08-31,0.8,SSE,SE,No,72.0,50.0,59.18,99.0
1024.1,Witchcliffe,52.7,15.0,No,SSE,1025.4,59.36,22.0,45.68,2010-09-01,0.0,SE,ESE,No,67.0,44.0,57.92,65.0
1026.7,Witchcliffe,51.620000000000005,9.0,No,SSE,1028.8,61.7,17.0,44.78,2010-09-02,0.0,S,SE,No,60.0,30.0,60.08,86.0
1022.8,Witchcliffe,52.34,11.0,Yes,SW,1026.0,63.5,13.0,38.12,2010-09-03,0.0,WSW,N,No,62.0,30.0,60.8,95.0
1023.1,Witchcliffe,58.64,13.0,No,SSW,1023.8,64.04,20.0,45.14,2010-09-04,3.0,SW,S,Yes,56.0,30.0,61.16,77.0
1024.5,Witchcliffe,56.48,7.0,No,WNW,1027.3,60.26,6.0,49.28,2010-09-05,0.0,SSE,N,No,86.0,22.0,56.120000000000005,74.0
1014.5,Witchcliffe,56.48,17.0,Yes,WNW,1019.1,66.02,19.0,49.28,2010-09-06,1.0,NNW,N,No,80.0,46.0,58.64,89.0
1002.5,Witchcliffe,59.540000000000006,24.0,Yes,WSW,1005.0,62.959999999999994,20.0,54.68,2010-09-07,5.6,W,NNW,Yes,78.0,54.0,57.92,77.0
1011.7,Witchcliffe,51.8,26.0,Yes,W,1012.5,60.08,31.0,45.68,2010-09-08,21.0,WNW,W,Yes,64.0,65.0,57.2,63.0
1021.4,Witchcliffe,54.86,13.0,No,SW,1021.8,57.92,19.0,43.519999999999996,2010-09-09,6.8,SSE,S,Yes,83.0,39.0,52.52,58.0
1019.6,Witchcliffe,51.08,6.0,No,W,1022.3,58.1,9.0,39.92,2010-09-10,0.4,W,N,No,62.0,22.0,57.02,84.0
1013.4,Witchcliffe,57.56,11.0,Yes,SW,1016.6,62.24,19.0,50.72,2010-09-11,0.0,W,NW,No,68.0,46.0,60.980000000000004,68.0
1023.7,Witchcliffe,52.52,19.0,Yes,S,1021.1,57.74,15.0,48.02,2010-09-12,7.4,SSE,SSE,Yes,85.0,46.0,50.36,66.0
1027.8,Witchcliffe,53.78,9.0,No,S,1030.3,60.980000000000004,9.0,41.54,2010-09-13,2.6,SSW,NNE,Yes,61.0,28.0,58.28,67.0
1026.7,Witchcliffe,55.04,2.0,No,SSW,1028.8,59.18,15.0,40.82,2010-09-14,0.0,SSW,S,No,58.0,26.0,57.74,64.0
1025.0,Witchcliffe,55.58,13.0,,,1027.9,64.58,13.0,37.4,2010-09-15,0.0,SE,NE,No,46.0,,63.5,68.0
1027.9,Witchcliffe,,,,,,,19.0,,2010-09-16,,ESE,,,41.0,,67.46,
1031.7,Witchcliffe,54.86,13.0,No,ESE,1033.9,65.84,13.0,,2010-09-17,,E,ESE,,46.0,35.0,64.22,74.0
1032.3,Witchcliffe,53.78,13.0,No,SE,1035.3,63.5,11.0,42.8,2010-09-18,0.0,ESE,ENE,No,47.0,46.0,61.7,66.0
1030.7,Witchcliffe,55.58,9.0,No,SSE,1035.5,68.9,7.0,39.56,2010-09-19,0.0,ENE,ENE,No,41.0,33.0,68.18,62.0
1028.7,Witchcliffe,60.08,15.0,No,NNE,1032.3,69.25999999999999,11.0,40.46,2010-09-20,0.0,WSW,NNE,No,49.0,41.0,67.46,58.0
1027.8,Witchcliffe,62.42,15.0,No,N,1029.6,72.14,11.0,42.980000000000004,2010-09-21,0.0,N,NNE,No,35.0,35.0,70.88,47.0
1027.5,Witchcliffe,59.0,0.0,No,W,1030.2,75.74000000000001,15.0,38.660000000000004,2010-09-22,0.0,W,,No,36.0,20.0,72.5,75.0
1023.5,Witchcliffe,66.38,17.0,No,N,1026.0,77.0,19.0,44.42,2010-09-23,0.0,NNW,N,No,37.0,35.0,74.66,45.0
1022.4,Witchcliffe,65.3,9.0,No,WSW,1022.3,69.98,15.0,55.94,2010-09-24,0.0,SSW,WNW,No,68.0,39.0,68.0,79.0
1023.3,Witchcliffe,60.26,4.0,No,WSW,1025.5,67.1,17.0,41.0,2010-09-25,0.2,W,NNE,No,60.0,26.0,64.58,73.0
1023.3,Witchcliffe,62.42,15.0,No,S,1024.0,68.0,17.0,48.56,2010-09-26,0.0,SSW,WSW,No,59.0,31.0,63.32,64.0
1023.7,Witchcliffe,57.56,15.0,No,SSE,1026.5,64.4,13.0,48.92,2010-09-27,0.0,SE,E,No,55.0,33.0,63.86,71.0
1021.7,Witchcliffe,57.2,15.0,No,ENE,1025.5,72.86,4.0,41.0,2010-09-28,0.0,NNW,NE,No,37.0,30.0,71.6,61.0
1017.7,Witchcliffe,58.82,2.0,No,S,1020.6,73.4,19.0,40.82,2010-09-29,0.0,SE,SE,No,40.0,31.0,71.78,66.0
1013.1,Witchcliffe,62.42,17.0,No,SSE,1016.2,76.28,28.0,53.06,2010-09-30,0.0,SSE,SE,No,57.0,39.0,71.24000000000001,65.0
1011.0,Witchcliffe,62.24,6.0,No,WSW,1013.3,74.66,17.0,45.32,2010-10-01,0.0,SW,SE,No,40.0,33.0,71.06,65.0
1016.3,Witchcliffe,60.8,19.0,No,SW,1015.8,66.56,20.0,50.0,2010-10-02,0.0,WSW,SW,No,58.0,37.0,64.4,54.0
1021.4,Witchcliffe,59.72,19.0,No,W,1022.8,66.02,15.0,43.519999999999996,2010-10-03,0.2,WNW,W,No,50.0,35.0,64.94,58.0
1022.8,Witchcliffe,59.0,13.0,No,WSW,1025.0,66.38,17.0,53.24,2010-10-04,1.0,SW,SSE,No,62.0,28.0,62.059999999999995,92.0
