Wind.Speed.9.am,Location,Cloud.3.pm,Temp.9.am.F,Pressure.9.am,Rain.Tomorrow,Wind.Gust.Speed,Cloud.9.am,Wind.Dir.9.am,Temp.3.pm.F,Wind.Speed.3.pm,Evaporation,Date,Rain.Today,Max.Temp.F,Humidity.9.am,Wind.Gust.Dir,Wind.Dir.3.pm,Pressure.3.pm,Humidity.3.pm,Min.Temp.F,Rainfall,Sunshine
19.0,WaggaWagga,6.0,81.86,1009.3,No,63.0,7.0,WSW,84.38000000000001,41.0,20.0,2010-01-13,No,91.58000000000001,42.0,SW,SW,1011.2,36.0,74.66,0.0,8.8
13.0,WaggaWagga,1.0,72.32,1015.1,No,33.0,2.0,E,89.6,9.0,10.6,2010-01-14,No,92.84,59.0,NE,SW,1012.2,26.0,58.82,0.0,12.6
22.0,WaggaWagga,3.0,75.56,1015.9,No,43.0,1.0,ENE,93.56,20.0,11.0,2010-01-15,No,96.26,53.0,NE,WNW,1011.7,22.0,67.64,0.0,12.7
17.0,WaggaWagga,6.0,82.04,1009.7,No,54.0,1.0,NNE,92.66,30.0,11.6,2010-01-16,No,99.14,48.0,WNW,WNW,1003.7,19.0,72.14,0.0,11.2
30.0,WaggaWagga,1.0,66.2,1007.2,No,59.0,4.0,WSW,78.08,35.0,13.0,2010-01-17,No,80.42,45.0,WSW,WSW,1005.5,15.0,62.24,0.0,12.8
31.0,WaggaWagga,3.0,56.84,1007.6,No,61.0,1.0,SW,71.42,31.0,14.4,2010-01-18,No,75.38,39.0,SW,SW,1006.7,22.0,51.98,0.0,12.7
4.0,WaggaWagga,1.0,58.82,1011.3,No,50.0,0.0,NW,73.75999999999999,26.0,11.0,2010-01-19,No,78.8,47.0,SW,WSW,1009.3,19.0,46.58,0.0,13.6
6.0,WaggaWagga,1.0,67.28,1011.8,No,,0.0,W,87.98,26.0,10.4,2010-01-20,No,92.11999999999999,34.0,,W,1009.3,12.0,50.72,0.0,13.4
6.0,WaggaWagga,4.0,77.18,1011.2,No,52.0,1.0,NNE,100.4,30.0,12.0,2010-01-21,No,101.3,25.0,WSW,WSW,1008.1,12.0,59.36,0.0,10.6
19.0,WaggaWagga,3.0,83.48,1009.9,No,57.0,4.0,ENE,105.8,28.0,13.2,2010-01-22,No,106.88000000000001,43.0,NW,NNW,1005.3,7.0,74.3,0.0,11.9
22.0,WaggaWagga,1.0,78.62,1007.5,No,43.0,3.0,WNW,91.58000000000001,24.0,20.4,2010-01-23,No,95.53999999999999,42.0,WSW,WNW,1007.3,18.0,77.9,0.0,11.3
20.0,WaggaWagga,0.0,71.06,1013.1,No,35.0,1.0,ENE,90.5,6.0,14.6,2010-01-24,No,95.36,34.0,ENE,SE,1009.3,17.0,64.22,0.0,13.4
11.0,WaggaWagga,3.0,75.2,1011.6,No,33.0,1.0,ENE,94.82,19.0,10.2,2010-01-25,No,97.52,51.0,W,WSW,1008.1,11.0,61.7,0.0,13.1
9.0,WaggaWagga,5.0,77.54,1010.2,No,46.0,2.0,ENE,98.6,19.0,11.8,2010-01-26,No,100.03999999999999,28.0,SSW,W,1008.0,4.0,56.84,0.0,11.8
24.0,WaggaWagga,6.0,81.14,1010.7,No,48.0,5.0,ENE,99.68,20.0,13.4,2010-01-27,No,100.58000000000001,39.0,W,WSW,1007.7,12.0,64.58,0.0,12.7
9.0,WaggaWagga,4.0,74.3,1008.6,No,43.0,6.0,NNE,93.2,9.0,14.8,2010-01-28,No,95.9,60.0,NW,WNW,1005.6,5.0,65.48,0.0,10.5
6.0,WaggaWagga,1.0,77.18,1009.0,No,44.0,1.0,E,94.46000000000001,24.0,11.6,2010-01-29,No,96.26,17.0,ENE,WSW,1007.9,9.0,58.1,0.0,13.4
30.0,WaggaWagga,1.0,75.2,1015.6,No,52.0,0.0,ENE,92.84,17.0,13.8,2010-01-30,No,95.0,45.0,ENE,ENE,1012.7,22.0,68.72,0.0,13.0
26.0,WaggaWagga,6.0,76.82,1014.3,No,44.0,1.0,ENE,91.76,7.0,14.4,2010-01-31,No,95.72,49.0,ENE,NW,1010.2,18.0,69.44,0.0,12.2
15.0,WaggaWagga,7.0,80.78,1013.8,No,54.0,5.0,E,96.61999999999999,19.0,12.0,2010-02-01,No,99.14,44.0,NNE,E,1010.0,15.0,73.94,0.0,11.7
24.0,WaggaWagga,7.0,74.66,1015.8,No,54.0,7.0,E,87.98,31.0,17.2,2010-02-02,No,90.32,44.0,ENE,NE,1011.8,22.0,68.54,0.0,7.8
30.0,WaggaWagga,4.0,78.08,1013.4,No,85.0,1.0,ENE,91.4,37.0,12.8,2010-02-03,No,93.38000000000001,48.0,ENE,ENE,1009.2,28.0,62.24,0.0,10.3
30.0,WaggaWagga,7.0,78.8,1010.6,Yes,70.0,7.0,ENE,79.7,26.0,15.2,2010-02-04,No,91.94,55.0,NE,ESE,1006.8,68.0,75.02,0.0,6.3
6.0,WaggaWagga,7.0,68.72,1009.8,Yes,35.0,7.0,WNW,72.68,15.0,9.6,2010-02-05,Yes,81.68,92.0,W,E,1008.4,88.0,68.0,6.4,0.7
19.0,WaggaWagga,7.0,71.78,1015.2,No,30.0,7.0,SE,87.44,15.0,2.8,2010-02-06,Yes,90.86,62.0,SE,ESE,1014.8,37.0,66.38,8.0,3.7
11.0,WaggaWagga,7.0,73.58,1020.3,No,39.0,7.0,SE,88.16,13.0,7.2,2010-02-07,No,89.96000000000001,56.0,ENE,NE,1017.4,39.0,67.28,0.0,7.4
17.0,WaggaWagga,6.0,77.9,1020.8,No,41.0,7.0,E,85.64,24.0,8.0,2010-02-08,No,87.8,56.0,ENE,ENE,1019.0,48.0,73.58,0.0,3.1
19.0,WaggaWagga,3.0,77.9,1021.0,No,28.0,1.0,ENE,89.41999999999999,6.0,8.8,2010-02-09,No,94.64,57.0,ENE,NE,1018.1,33.0,71.96,0.0,12.3
9.0,WaggaWagga,5.0,80.96,1019.2,Yes,57.0,1.0,NE,95.53999999999999,11.0,7.8,2010-02-10,No,97.16,54.0,SW,W,1014.8,30.0,71.6,0.0,8.6
11.0,WaggaWagga,6.0,76.28,1015.9,Yes,52.0,2.0,E,94.1,11.0,7.8,2010-02-11,Yes,97.88000000000001,68.0,WNW,NNW,1011.0,30.0,68.36,3.4,11.6
4.0,WaggaWagga,8.0,76.1,1008.6,Yes,33.0,7.0,W,77.18,7.0,10.0,2010-02-12,Yes,80.24000000000001,79.0,S,NW,1008.4,73.0,71.06,1.4,0.8
11.0,WaggaWagga,8.0,67.82,1009.8,Yes,22.0,8.0,NE,71.24000000000001,4.0,2.2,2010-02-13,Yes,71.6,95.0,NE,WNW,1008.3,93.0,67.28,6.2,0.0
13.0,WaggaWagga,5.0,67.28,1006.8,Yes,26.0,7.0,S,78.44,11.0,3.0,2010-02-14,Yes,81.86,92.0,ESE,ESE,1004.0,59.0,66.2,40.4,6.3
9.0,WaggaWagga,4.0,68.36,1008.0,No,46.0,6.0,SE,78.8,30.0,4.8,2010-02-15,Yes,81.5,79.0,S,S,1007.8,49.0,63.5,14.0,9.9
13.0,WaggaWagga,2.0,69.44,1014.0,No,30.0,1.0,ESE,81.32,11.0,7.8,2010-02-16,No,84.56,56.0,SE,SSW,1012.9,38.0,60.980000000000004,0.6,11.5
7.0,WaggaWagga,1.0,68.18,1015.9,No,33.0,1.0,E,83.12,13.0,6.2,2010-02-17,No,87.26,71.0,NE,WSW,1014.0,36.0,61.7,0.0,11.8
15.0,WaggaWagga,1.0,69.62,1020.3,No,33.0,0.0,ENE,82.58,15.0,7.0,2010-02-18,No,84.38000000000001,50.0,E,NE,1019.6,27.0,64.75999999999999,0.0,12.8
24.0,WaggaWagga,1.0,68.36,1023.3,No,44.0,1.0,ENE,80.06,13.0,9.8,2010-02-19,No,83.3,59.0,NE,NE,1020.0,33.0,58.459999999999994,0.0,12.7
13.0,WaggaWagga,3.0,70.7,1019.4,No,35.0,2.0,ENE,85.64,15.0,7.8,2010-02-20,No,88.16,65.0,N,NNW,1015.4,34.0,62.959999999999994,0.0,11.5
9.0,WaggaWagga,6.0,77.18,1016.2,Yes,48.0,1.0,NNE,94.82,22.0,8.6,2010-02-21,No,95.18,51.0,S,N,1012.2,29.0,69.8,0.0,11.1
6.0,WaggaWagga,7.0,74.84,1014.6,No,35.0,4.0,ESE,85.64,15.0,9.4,2010-02-22,Yes,86.9,73.0,WNW,W,1012.0,42.0,68.36,2.6,7.1
15.0,WaggaWagga,0.0,61.34,1016.8,No,35.0,1.0,WSW,78.08,9.0,7.4,2010-02-23,No,81.14,67.0,WSW,ESE,1015.8,27.0,57.2,0.0,12.7
20.0,WaggaWagga,1.0,67.46,1019.7,No,39.0,1.0,ENE,80.42,7.0,8.0,2010-02-24,No,82.94,47.0,ENE,ESE,1017.7,33.0,59.9,0.0,12.5
24.0,WaggaWagga,1.0,69.25999999999999,1023.8,No,43.0,0.0,ENE,81.86,15.0,8.0,2010-02-25,No,84.02,55.0,ENE,ENE,1021.9,31.0,64.04,0.0,12.5
22.0,WaggaWagga,2.0,66.56,1025.2,No,44.0,0.0,ENE,82.94,19.0,8.8,2010-02-26,No,85.1,53.0,ENE,E,1021.1,32.0,61.16,0.0,12.3
11.0,WaggaWagga,7.0,71.78,1020.1,Yes,24.0,3.0,E,75.92,11.0,9.4,2010-02-27,No,80.96,52.0,NNW,SSW,1018.8,59.0,63.68,0.0,4.5
9.0,WaggaWagga,7.0,71.06,1016.4,No,39.0,7.0,E,84.2,19.0,2.6,2010-02-28,Yes,86.18,75.0,WNW,W,1013.6,43.0,67.64,2.0,6.8
17.0,WaggaWagga,3.0,66.74000000000001,1016.9,No,41.0,1.0,ESE,78.8,19.0,6.6,2010-03-01,No,82.22,53.0,E,ESE,1015.4,30.0,56.84,0.0,10.6
20.0,WaggaWagga,1.0,62.6,1018.6,No,31.0,1.0,E,77.54,11.0,9.6,2010-03-02,No,81.5,49.0,NNE,E,1015.2,25.0,51.44,0.0,12.1
6.0,WaggaWagga,1.0,62.78,1018.4,No,31.0,0.0,ESE,83.66,17.0,7.0,2010-03-03,No,86.72,59.0,ENE,E,1014.1,21.0,50.54,0.0,12.1
20.0,WaggaWagga,7.0,68.9,1014.0,Yes,39.0,7.0,E,81.68,13.0,7.2,2010-03-04,No,84.2,56.0,E,ENE,1010.3,38.0,62.42,0.0,6.0
13.0,WaggaWagga,8.0,66.02,1009.0,Yes,33.0,8.0,ENE,68.0,20.0,6.0,2010-03-05,Yes,72.68,90.0,NE,ENE,1006.8,95.0,65.84,4.0,0.8
13.0,WaggaWagga,3.0,71.6,1010.4,Yes,61.0,6.0,NNW,83.66,4.0,0.8,2010-03-06,Yes,86.18,91.0,NNW,E,1009.4,50.0,66.02,25.4,8.9
11.0,WaggaWagga,7.0,67.64,1011.4,Yes,44.0,7.0,SSE,67.28,22.0,6.8,2010-03-07,Yes,69.08,95.0,SSE,SE,1009.2,94.0,63.32,27.6,1.2
9.0,WaggaWagga,4.0,68.72,1009.2,No,52.0,3.0,ENE,77.36,22.0,,2010-03-08,Yes,78.08,69.0,NW,NW,1008.6,41.0,65.84,110.8,10.7
17.0,WaggaWagga,7.0,61.7,1015.4,No,43.0,7.0,W,64.4,13.0,6.4,2010-03-09,No,69.08,87.0,WNW,WNW,1016.6,81.0,60.08,0.6,3.6
11.0,WaggaWagga,1.0,55.4,1023.5,No,31.0,0.0,WSW,66.92,9.0,2.6,2010-03-10,No,71.78,67.0,SSW,WNW,1022.8,41.0,49.28,0.6,10.6
15.0,WaggaWagga,1.0,59.72,1030.7,No,33.0,1.0,ESE,73.58,9.0,4.6,2010-03-11,No,75.38,56.0,E,ENE,1029.8,36.0,52.34,0.0,11.7
7.0,WaggaWagga,3.0,60.980000000000004,1035.7,No,41.0,1.0,SE,73.75999999999999,17.0,6.0,2010-03-12,No,75.92,70.0,E,ENE,1033.2,41.0,50.36,0.0,10.5
17.0,WaggaWagga,1.0,63.32,1034.8,No,35.0,0.0,E,74.3,15.0,4.6,2010-03-13,No,75.92,62.0,E,E,1031.3,40.0,51.8,0.0,11.2
15.0,WaggaWagga,6.0,63.68,1030.2,No,39.0,1.0,E,75.02,4.0,5.8,2010-03-14,No,77.72,61.0,ENE,ESE,1026.0,40.0,52.7,0.0,11.2
9.0,WaggaWagga,2.0,63.14,1025.3,No,22.0,7.0,ENE,80.24000000000001,7.0,4.4,2010-03-15,No,80.6,75.0,ESE,WSW,1022.0,37.0,57.92,0.0,10.2
11.0,WaggaWagga,3.0,62.78,1023.6,No,17.0,1.0,E,81.5,7.0,4.0,2010-03-16,No,82.94,70.0,SE,ESE,1021.1,30.0,55.22,0.0,11.1
11.0,WaggaWagga,2.0,67.1,1025.6,No,20.0,1.0,E,83.48,6.0,4.4,2010-03-17,No,84.91999999999999,64.0,E,WSW,1023.6,31.0,57.2,0.0,11.3
7.0,WaggaWagga,1.0,66.02,1025.7,No,31.0,3.0,ENE,85.28,7.0,4.4,2010-03-18,No,87.08000000000001,73.0,E,N,1022.0,27.0,56.84,0.0,10.8
9.0,WaggaWagga,2.0,66.02,1021.3,No,39.0,7.0,E,86.36,13.0,5.0,2010-03-19,No,88.16,69.0,WNW,WSW,1018.1,28.0,57.74,0.0,8.3
11.0,WaggaWagga,3.0,69.25999999999999,1020.9,No,30.0,2.0,ENE,88.7,17.0,4.4,2010-03-20,No,90.32,68.0,WNW,WNW,1018.3,29.0,61.16,0.0,8.2
6.0,WaggaWagga,6.0,69.62,1018.9,No,43.0,6.0,WSW,80.24000000000001,19.0,4.4,2010-03-21,No,82.4,79.0,SW,SW,1017.5,38.0,63.32,0.0,8.2
7.0,WaggaWagga,1.0,57.92,1020.5,No,31.0,1.0,W,75.74000000000001,19.0,5.4,2010-03-22,No,77.54,76.0,SW,WSW,1018.6,30.0,47.120000000000005,0.0,10.6
0.0,WaggaWagga,1.0,57.92,1021.0,No,31.0,1.0,,79.34,17.0,4.8,2010-03-23,No,80.96,70.0,WSW,SW,1019.0,13.0,46.76,0.0,11.3
0.0,WaggaWagga,4.0,57.56,1021.5,No,17.0,7.0,,79.16,7.0,5.4,2010-03-24,No,81.32,63.0,SE,ESE,1019.3,32.0,49.82,0.0,10.1
9.0,WaggaWagga,1.0,65.12,1021.7,No,26.0,1.0,E,83.48,9.0,4.0,2010-03-25,No,85.64,69.0,NE,NNW,1017.9,34.0,57.56,0.0,10.9
7.0,WaggaWagga,3.0,65.66,1018.9,No,26.0,3.0,E,85.1,9.0,4.4,2010-03-26,No,86.36,67.0,SSW,S,1016.3,27.0,57.02,0.0,10.8
7.0,WaggaWagga,7.0,62.6,1019.9,No,22.0,7.0,ESE,85.64,7.0,4.0,2010-03-27,No,87.26,68.0,E,S,1017.4,30.0,54.32,0.0,8.4
13.0,WaggaWagga,7.0,66.92,1016.7,Yes,39.0,7.0,ENE,87.8,6.0,4.0,2010-03-28,No,89.06,74.0,SW,WNW,1011.8,31.0,62.059999999999995,0.0,3.1
6.0,WaggaWagga,7.0,67.28,1015.6,Yes,26.0,8.0,NNE,74.66,15.0,3.8,2010-03-29,Yes,76.64,92.0,NE,NW,1015.6,70.0,65.3,3.4,1.1
7.0,WaggaWagga,6.0,64.04,1019.4,No,31.0,7.0,SE,75.56,11.0,2.0,2010-03-30,Yes,80.42,88.0,SSE,S,1017.5,52.0,60.980000000000004,3.6,7.5
7.0,WaggaWagga,2.0,64.22,1020.8,No,28.0,1.0,ESE,78.8,9.0,4.0,2010-03-31,No,78.98,74.0,SSW,SSW,1017.7,42.0,55.4,0.0,10.7
9.0,WaggaWagga,4.0,60.26,1019.9,No,26.0,1.0,E,78.44,13.0,4.0,2010-04-01,No,79.88,79.0,SSW,W,1017.1,36.0,51.8,0.0,10.5
11.0,WaggaWagga,2.0,59.18,1020.0,No,24.0,0.0,E,77.36,7.0,3.6,2010-04-02,No,78.8,79.0,ENE,E,1017.1,39.0,50.36,0.0,11.0
7.0,WaggaWagga,6.0,62.42,1020.7,No,44.0,1.0,E,76.82,13.0,3.8,2010-04-03,No,77.18,61.0,ENE,NE,1018.0,41.0,51.08,0.0,9.6
26.0,WaggaWagga,6.0,64.94,1022.1,No,43.0,4.0,ENE,73.58,11.0,5.4,2010-04-04,No,74.3,49.0,ENE,NE,1018.3,37.0,57.379999999999995,0.0,6.8
13.0,WaggaWagga,2.0,64.04,1020.6,No,30.0,2.0,ENE,76.1,6.0,3.8,2010-04-05,No,77.36,57.0,E,E,1016.2,33.0,54.68,0.0,11.0
30.0,WaggaWagga,7.0,64.75999999999999,1017.6,Yes,44.0,7.0,E,72.68,17.0,4.4,2010-04-06,No,74.48,53.0,ENE,ENE,1014.0,52.0,57.56,0.0,2.1
7.0,WaggaWagga,7.0,66.2,1013.5,No,31.0,7.0,NNE,73.4,11.0,2.8,2010-04-07,Yes,74.12,84.0,N,NNW,1011.1,73.0,62.959999999999994,2.2,0.7
15.0,WaggaWagga,5.0,64.4,1016.7,No,39.0,3.0,WSW,73.4,22.0,1.6,2010-04-08,No,75.56,77.0,SSW,WSW,1015.4,43.0,59.18,0.0,7.9
6.0,WaggaWagga,7.0,60.980000000000004,1016.1,No,22.0,6.0,E,70.7,2.0,3.4,2010-04-09,No,71.24000000000001,76.0,ESE,E,1011.0,55.0,49.28,0.0,3.7
9.0,WaggaWagga,7.0,61.519999999999996,1011.9,Yes,22.0,7.0,SE,71.06,6.0,1.2,2010-04-10,No,73.58,77.0,W,WNW,1009.0,59.0,51.08,0.0,1.8
13.0,WaggaWagga,7.0,60.980000000000004,1011.4,No,54.0,7.0,NW,62.24,28.0,2.2,2010-04-11,Yes,67.1,83.0,W,WSW,1011.0,50.0,55.58,3.4,5.5
24.0,WaggaWagga,1.0,53.06,1018.3,No,50.0,1.0,SW,63.14,24.0,3.0,2010-04-12,No,65.3,64.0,SW,SW,1017.0,40.0,41.72,0.2,10.5
0.0,WaggaWagga,0.0,53.24,1023.2,No,24.0,1.0,,68.9,9.0,3.4,2010-04-13,No,69.62,80.0,S,WSW,1020.4,40.0,39.2,0.0,10.9
6.0,WaggaWagga,4.0,53.6,1023.6,No,22.0,2.0,ENE,71.78,6.0,3.0,2010-04-14,No,72.68,75.0,WNW,WSW,1020.0,33.0,39.74,0.0,10.3
7.0,WaggaWagga,1.0,57.2,1022.3,No,22.0,1.0,ENE,74.66,6.0,2.2,2010-04-15,No,75.2,74.0,ENE,NW,1020.4,33.0,45.32,0.0,10.6
22.0,WaggaWagga,1.0,64.94,1026.2,No,31.0,0.0,E,76.28,9.0,3.0,2010-04-16,No,77.0,57.0,E,E,1022.9,36.0,50.72,0.0,10.6
15.0,WaggaWagga,2.0,64.04,1027.7,No,24.0,0.0,E,78.62,7.0,4.8,2010-04-17,No,79.52,60.0,ENE,SE,1024.1,35.0,51.8,0.0,10.6
15.0,WaggaWagga,6.0,67.46,1026.6,No,24.0,3.0,E,77.0,7.0,4.0,2010-04-18,No,79.16,62.0,ENE,NNE,1022.8,38.0,55.94,0.0,10.6
17.0,WaggaWagga,5.0,69.25999999999999,1025.3,No,26.0,3.0,ENE,80.6,9.0,3.8,2010-04-19,No,82.94,61.0,ENE,NNE,1021.7,37.0,55.22,0.0,10.3
11.0,WaggaWagga,6.0,69.98,1024.5,No,24.0,5.0,ENE,78.25999999999999,6.0,3.8,2010-04-20,No,81.32,63.0,NE,SSW,1019.9,43.0,55.4,0.0,6.8
11.0,WaggaWagga,5.0,66.02,1023.2,No,22.0,1.0,ENE,78.98,9.0,3.2,2010-04-21,No,82.04,67.0,SW,SSW,1019.7,39.0,53.6,0.0,10.6
9.0,WaggaWagga,1.0,64.94,1023.6,No,24.0,1.0,E,82.4,7.0,3.0,2010-04-22,No,83.3,68.0,WNW,WNW,1019.6,31.0,53.6,0.0,10.6
13.0,WaggaWagga,6.0,64.75999999999999,1021.1,Yes,31.0,1.0,ENE,83.12,17.0,4.0,2010-04-23,No,85.1,64.0,NW,W,1014.9,26.0,51.08,0.0,8.4
6.0,WaggaWagga,8.0,63.14,1015.1,Yes,48.0,8.0,NE,64.4,17.0,3.6,2010-04-24,Yes,65.84,95.0,WSW,NW,1010.8,93.0,62.24,10.2,0.4
19.0,WaggaWagga,2.0,57.2,1016.2,No,39.0,2.0,WSW,65.66,22.0,2.0,2010-04-25,Yes,65.84,83.0,WSW,SW,1017.7,45.0,54.32,21.4,9.1
9.0,WaggaWagga,2.0,52.52,1026.3,No,15.0,1.0,E,66.02,6.0,3.0,2010-04-26,No,66.92,79.0,SE,WNW,1022.6,32.0,41.36,0.0,10.3
9.0,WaggaWagga,6.0,50.36,1021.1,No,17.0,7.0,ESE,62.42,4.0,2.4,2010-04-27,No,62.959999999999994,81.0,ESE,NNE,1018.4,55.0,45.68,0.0,1.4
0.0,WaggaWagga,3.0,57.74,1022.1,No,31.0,2.0,,64.58,17.0,1.4,2010-04-28,No,65.66,78.0,WSW,W,1019.7,41.0,48.02,0.0,9.5
6.0,WaggaWagga,6.0,53.24,1022.7,No,30.0,7.0,NE,65.84,17.0,3.8,2010-04-29,No,68.54,84.0,W,WSW,1020.3,47.0,46.22,0.0,4.4
0.0,WaggaWagga,1.0,52.7,1026.5,No,13.0,1.0,,66.38,6.0,1.0,2010-04-30,No,67.64,84.0,NE,SW,1024.2,46.0,41.9,0.0,10.2
11.0,WaggaWagga,1.0,55.22,1027.7,No,20.0,1.0,E,69.62,9.0,1.8,2010-05-01,No,70.88,79.0,WNW,NW,1024.1,48.0,43.7,0.0,9.9
7.0,WaggaWagga,5.0,53.96,1026.6,No,15.0,3.0,ESE,71.06,6.0,2.2,2010-05-02,No,72.14,83.0,ESE,NNE,1024.1,37.0,45.32,0.0,10.2
17.0,WaggaWagga,4.0,59.18,1027.0,No,41.0,6.0,E,72.86,13.0,2.2,2010-05-03,No,73.75999999999999,69.0,ENE,NE,1022.0,37.0,43.7,0.0,10.3
9.0,WaggaWagga,2.0,64.04,1018.8,Yes,76.0,4.0,NNE,77.54,33.0,2.8,2010-05-04,No,79.16,66.0,W,NW,1012.6,20.0,51.26,0.0,8.4
17.0,WaggaWagga,2.0,49.64,1016.4,No,43.0,6.0,W,56.48,19.0,5.2,2010-05-05,Yes,58.28,80.0,WSW,WSW,1016.4,50.0,48.74,7.4,7.5
6.0,WaggaWagga,7.0,50.72,1023.2,No,22.0,4.0,WNW,57.2,11.0,2.0,2010-05-06,No,58.28,76.0,SW,WSW,1022.1,67.0,39.38,0.0,3.8
7.0,WaggaWagga,3.0,52.34,1024.7,No,30.0,2.0,ENE,61.34,13.0,0.6,2010-05-07,No,63.68,84.0,SW,WSW,1022.0,57.0,43.16,0.0,7.3
0.0,WaggaWagga,4.0,55.94,1023.6,No,24.0,4.0,,67.82,11.0,0.8,2010-05-08,No,69.44,80.0,SW,WNW,1021.1,53.0,46.22,0.0,7.8
9.0,WaggaWagga,2.0,51.8,1023.2,No,17.0,1.0,ESE,67.46,7.0,2.2,2010-05-09,No,68.36,87.0,SW,W,1019.6,48.0,40.28,0.0,10.0
7.0,WaggaWagga,1.0,52.34,1020.4,No,17.0,1.0,ENE,69.98,9.0,1.8,2010-05-10,No,70.88,84.0,N,WNW,1015.4,45.0,39.92,0.0,9.8
4.0,WaggaWagga,2.0,54.5,1013.2,No,46.0,1.0,WNW,59.36,30.0,1.8,2010-05-11,No,60.62,70.0,WSW,SW,1014.8,35.0,45.14,0.0,9.6
11.0,WaggaWagga,1.0,46.4,1022.3,No,30.0,1.0,W,56.84,15.0,3.2,2010-05-12,No,57.74,71.0,SW,SSW,1021.6,45.0,37.22,0.0,9.8
6.0,WaggaWagga,1.0,42.620000000000005,1023.9,No,30.0,1.0,NNW,61.519999999999996,19.0,1.8,2010-05-13,No,61.519999999999996,86.0,SW,WSW,1020.2,50.0,32.18,0.0,9.7
4.0,WaggaWagga,0.0,42.620000000000005,1020.9,No,24.0,0.0,ESE,63.14,13.0,1.6,2010-05-14,No,63.86,97.0,WNW,WSW,1017.0,44.0,32.9,0.0,8.2
9.0,WaggaWagga,1.0,46.94,1019.5,No,15.0,2.0,E,63.68,4.0,1.6,2010-05-15,No,65.12,80.0,ENE,ESE,1017.5,45.0,34.52,0.0,8.9
11.0,WaggaWagga,5.0,48.02,1021.5,No,20.0,3.0,E,62.6,4.0,1.2,2010-05-16,No,65.12,80.0,ENE,NNE,1018.9,45.0,39.2,0.0,7.5
7.0,WaggaWagga,7.0,49.28,1021.0,No,24.0,8.0,NE,61.88,6.0,1.8,2010-05-17,No,62.42,83.0,N,ESE,1017.7,57.0,41.18,0.0,2.1
11.0,WaggaWagga,2.0,46.76,1020.5,No,22.0,1.0,E,66.38,7.0,0.6,2010-05-18,No,66.74000000000001,84.0,SW,W,1018.6,43.0,35.42,0.0,9.1
9.0,WaggaWagga,1.0,47.84,1024.2,No,15.0,1.0,ESE,64.04,6.0,1.0,2010-05-19,No,65.84,73.0,ESE,WSW,1021.4,41.0,34.88,0.0,9.6
9.0,WaggaWagga,7.0,44.78,1023.7,No,15.0,7.0,E,62.059999999999995,0.0,2.0,2010-05-20,No,62.6,84.0,SE,,1020.5,45.0,35.96,0.0,3.9
7.0,WaggaWagga,1.0,45.32,1022.2,No,24.0,1.0,E,63.14,11.0,0.8,2010-05-21,No,63.86,83.0,SSW,SSW,1018.8,39.0,32.0,0.0,9.5
6.0,WaggaWagga,2.0,45.5,1022.8,No,22.0,4.0,ESE,59.72,11.0,2.0,2010-05-22,No,62.6,77.0,NNE,E,1020.3,45.0,33.62,0.0,8.7
11.0,WaggaWagga,6.0,49.64,1023.3,No,31.0,1.0,E,61.88,13.0,1.8,2010-05-23,No,64.04,62.0,ENE,ENE,1019.2,41.0,39.56,0.0,9.2
20.0,WaggaWagga,7.0,55.58,1017.6,Yes,33.0,7.0,E,63.32,20.0,2.2,2010-05-24,No,65.12,61.0,NNE,ENE,1013.1,53.0,49.64,0.0,0.3
15.0,WaggaWagga,8.0,54.86,1008.8,Yes,26.0,7.0,ENE,56.120000000000005,15.0,2.6,2010-05-25,Yes,58.1,91.0,ENE,E,1004.6,96.0,53.6,3.8,0.0
0.0,WaggaWagga,2.0,58.1,1008.3,No,30.0,2.0,,67.28,13.0,1.6,2010-05-26,Yes,69.25999999999999,80.0,SE,ESE,1009.3,40.0,51.44,26.2,6.4
4.0,WaggaWagga,6.0,51.26,1019.5,No,26.0,7.0,SE,63.68,13.0,2.4,2010-05-27,No,65.12,75.0,E,ENE,1017.7,49.0,41.72,0.0,6.4
13.0,WaggaWagga,8.0,55.76,1019.5,Yes,31.0,7.0,ENE,58.64,15.0,2.0,2010-05-28,No,65.12,74.0,E,N,1014.8,77.0,51.26,0.0,1.1
11.0,WaggaWagga,7.0,54.5,1006.0,Yes,35.0,7.0,NE,56.120000000000005,19.0,3.8,2010-05-29,Yes,63.14,95.0,NNW,N,1002.9,83.0,53.78,20.0,2.5
11.0,WaggaWagga,7.0,51.98,1004.3,Yes,22.0,8.0,WNW,56.66,7.0,0.2,2010-05-30,Yes,58.1,97.0,WSW,WNW,1004.4,85.0,51.44,7.2,1.0
15.0,WaggaWagga,3.0,57.02,1014.3,No,33.0,3.0,SSE,65.12,11.0,0.0,2010-05-31,Yes,65.66,67.0,SE,SSE,1014.5,49.0,47.120000000000005,3.6,8.5
6.0,WaggaWagga,7.0,48.2,1021.0,No,13.0,5.0,ESE,61.88,4.0,2.2,2010-06-01,No,62.78,79.0,E,N,1018.7,58.0,40.28,0.0,8.3
9.0,WaggaWagga,3.0,48.2,1022.3,No,20.0,3.0,ENE,62.6,13.0,0.8,2010-06-02,No,63.14,83.0,S,SSE,1020.4,54.0,41.9,0.0,9.1
7.0,WaggaWagga,7.0,49.64,1025.7,No,17.0,1.0,E,63.32,6.0,1.6,2010-06-03,No,63.68,76.0,NE,SE,1023.2,45.0,39.56,0.0,5.7
