Humidity_3_pm,Humidity_9_am,Pressure_3_pm,Cloud_3_pm,Max_Temp_C,Rainfall,Wind_Dir_9_am,Sunshine,Wind_Dir_3_pm,Wind_Speed_9_am,Date,Temp_3_pm_C,Pressure_9_am,Temp_9_am_C,Wind_Gust_Speed,Location,Rain_Tomorrow,Cloud_9_am,Rain_Today,Min_Temp_C,Wind_Gust_Dir,Wind_Speed_3_pm
54.0,70.0,1006.1,7.0,19.7,0.0,NNW,6.6,WNW,13.0,2010-09-07,18.6,1008.9,15.7,65.0,PearceRAAF,Yes,3.0,No,5.3,W,33.0
50.0,72.0,1015.2,5.0,17.3,11.0,W,6.7,WNW,15.0,2010-09-08,16.5,1015.1,12.8,56.0,PearceRAAF,Yes,6.0,Yes,8.0,WNW,33.0
52.0,77.0,1019.6,5.0,16.8,6.2,SSE,7.1,S,13.0,2010-09-09,16.1,1020.8,13.3,26.0,PearceRAAF,No,5.0,Yes,10.6,S,13.0
53.0,70.0,1018.1,3.0,18.0,0.0,,10.8,S,0.0,2010-09-10,17.7,1021.5,12.3,26.0,PearceRAAF,,6.0,No,3.5,SW,17.0
46.0,62.0,1015.0,6.0,18.2,,E,6.3,SW,15.0,2010-09-11,18.0,1017.7,13.5,31.0,PearceRAAF,,5.0,,2.5,WSW,20.0
40.0,67.0,1021.1,,16.3,,S,10.7,SSW,24.0,2010-09-12,16.2,1020.1,12.2,48.0,PearceRAAF,Yes,5.0,,9.9,S,28.0
34.0,61.0,1025.4,1.0,17.3,6.4,SE,10.7,SSE,20.0,2010-09-13,16.9,1028.9,11.7,33.0,PearceRAAF,No,0.0,Yes,5.8,SE,7.0
43.0,58.0,1023.0,0.0,19.4,0.0,ESE,10.8,S,9.0,2010-09-14,19.2,1027.7,13.5,39.0,PearceRAAF,No,0.0,No,7.0,SSW,9.0
27.0,52.0,1021.4,1.0,21.4,0.0,E,10.8,SSE,24.0,2010-09-15,21.0,1024.7,14.3,50.0,PearceRAAF,No,0.0,No,7.7,E,11.0
28.0,55.0,1023.6,3.0,23.1,0.0,E,11.0,E,35.0,2010-09-16,22.8,1024.7,14.7,63.0,PearceRAAF,No,2.0,No,10.5,ESE,24.0
36.0,62.0,1028.1,3.0,21.5,0.0,E,10.9,SE,26.0,2010-09-17,20.4,1031.1,14.6,59.0,PearceRAAF,No,0.0,No,11.0,E,28.0
34.0,56.0,1029.8,,18.5,0.0,E,3.3,ESE,24.0,2010-09-18,18.2,1032.9,13.3,,PearceRAAF,No,,No,9.7,,22.0
24.0,49.0,1027.5,,22.4,0.0,ENE,11.0,ESE,22.0,2010-09-19,22.1,1032.7,14.2,44.0,PearceRAAF,No,,No,5.5,ENE,28.0
26.0,47.0,1026.2,2.0,23.5,0.0,NE,10.0,ENE,20.0,2010-09-20,22.8,1030.9,16.5,39.0,PearceRAAF,No,0.0,No,8.8,NNE,20.0
20.0,37.0,1025.4,0.0,24.8,0.0,NE,11.2,SE,17.0,2010-09-21,24.2,1029.0,17.7,31.0,PearceRAAF,No,0.0,No,12.2,ENE,11.0
18.0,31.0,1025.0,0.0,25.5,0.0,SSW,11.2,ESE,6.0,2010-09-22,25.1,1028.7,18.3,28.0,PearceRAAF,No,0.0,No,3.3,SE,13.0
17.0,27.0,1022.7,1.0,27.8,0.0,N,10.6,N,13.0,2010-09-23,27.6,1025.9,21.1,37.0,PearceRAAF,No,0.0,No,5.9,NNW,9.0
17.0,52.0,1021.2,,26.9,0.0,WSW,10.6,SW,7.0,2010-09-24,25.1,1024.2,16.6,37.0,PearceRAAF,No,,No,5.6,SW,22.0
32.0,66.0,1019.6,,27.4,0.0,E,11.1,NNE,11.0,2010-09-25,26.6,1023.8,18.3,37.0,PearceRAAF,No,,No,7.9,WSW,9.0
44.0,68.0,1020.4,,22.9,0.0,S,11.0,SSW,11.0,2010-09-26,22.3,1023.3,16.0,41.0,PearceRAAF,No,,No,5.6,S,26.0
39.0,63.0,1020.0,,23.3,0.0,E,10.6,ESE,24.0,2010-09-27,23.0,1024.2,16.2,43.0,PearceRAAF,No,,No,9.7,ESE,13.0
25.0,46.0,1018.3,0.0,26.9,0.0,E,11.3,E,26.0,2010-09-28,26.6,1021.8,16.7,52.0,PearceRAAF,No,0.0,No,11.2,E,17.0
20.0,34.0,1012.5,5.0,29.7,0.0,ENE,9.3,SE,15.0,2010-09-29,29.0,1018.2,19.5,57.0,PearceRAAF,No,6.0,No,16.6,E,19.0
33.0,30.0,1009.2,6.0,25.3,0.0,E,1.5,ESE,15.0,2010-09-30,23.2,1010.7,21.3,57.0,PearceRAAF,No,8.0,No,19.1,E,31.0
29.0,43.0,1009.6,1.0,26.8,0.0,E,11.1,WSW,13.0,2010-10-01,24.4,1010.8,19.5,37.0,PearceRAAF,No,0.0,No,13.4,WSW,26.0
64.0,56.0,1016.5,8.0,21.3,0.0,SSW,8.3,WSW,26.0,2010-10-02,17.2,1015.8,18.2,50.0,PearceRAAF,No,8.0,No,9.3,SW,26.0
36.0,51.0,1020.4,,22.0,0.0,SSE,11.1,SW,13.0,2010-10-03,21.2,1023.1,16.4,39.0,PearceRAAF,No,,No,5.2,WSW,20.0
42.0,60.0,1020.1,1.0,24.0,0.0,SSE,10.8,SW,13.0,2010-10-04,22.7,1024.5,17.3,41.0,PearceRAAF,No,4.0,No,3.8,SW,30.0
42.0,59.0,1020.7,3.0,23.2,0.0,S,10.2,SW,22.0,2010-10-05,22.3,1023.0,17.2,52.0,PearceRAAF,No,4.0,No,5.7,SW,37.0
18.0,39.0,1025.1,0.0,23.8,0.0,E,11.2,SE,20.0,2010-10-06,23.0,1028.0,15.6,54.0,PearceRAAF,No,,No,10.2,ESE,20.0
13.0,33.0,1021.8,0.0,28.1,0.0,ENE,11.5,E,20.0,2010-10-07,27.6,1027.4,18.0,37.0,PearceRAAF,No,0.0,No,12.5,E,17.0
12.0,20.0,1015.0,,31.4,0.0,NNE,11.5,NNE,17.0,2010-10-08,30.4,1020.5,23.4,39.0,PearceRAAF,,0.0,No,9.7,ENE,13.0
31.0,18.0,1007.6,,31.5,,N,11.2,W,19.0,2010-10-09,27.1,1009.9,27.0,44.0,PearceRAAF,,,,10.2,WNW,28.0
56.0,93.0,1012.0,2.0,21.3,,W,5.1,WSW,4.0,2010-10-10,18.3,1010.9,15.6,61.0,PearceRAAF,Yes,8.0,,12.9,W,41.0
31.0,46.0,1020.8,4.0,20.3,2.4,SE,11.6,S,17.0,2010-10-11,19.6,1022.7,14.9,35.0,PearceRAAF,No,1.0,Yes,5.0,SSW,17.0
22.0,45.0,1019.1,0.0,25.1,0.0,E,11.6,SSE,22.0,2010-10-12,24.0,1023.2,17.0,39.0,PearceRAAF,No,0.0,No,4.0,E,15.0
33.0,47.0,1015.2,0.0,24.9,0.0,SSW,11.4,SW,15.0,2010-10-13,22.8,1018.4,17.6,46.0,PearceRAAF,No,0.0,No,4.6,SSW,28.0
21.0,36.0,1019.8,0.0,22.1,0.0,SE,11.7,SE,26.0,2010-10-14,21.5,1023.3,14.4,56.0,PearceRAAF,No,1.0,No,8.1,ESE,20.0
18.0,39.0,1021.9,2.0,,0.0,E,11.5,E,28.0,2010-10-15,23.1,1026.8,14.8,,PearceRAAF,No,,No,9.4,,22.0
15.0,,1019.2,,,0.0,,11.9,E,,2010-10-16,26.5,,,,PearceRAAF,No,,No,,,19.0
14.0,22.0,1016.2,,29.4,0.0,NNE,12.1,SW,17.0,2010-10-17,29.2,1019.7,23.1,39.0,PearceRAAF,No,,No,,WSW,24.0
9.0,15.0,1012.4,2.0,33.4,0.0,NNE,12.2,NNW,19.0,2010-10-18,32.9,1016.9,26.2,44.0,PearceRAAF,No,1.0,No,11.1,WSW,24.0
21.0,31.0,1013.8,1.0,29.8,0.0,NNW,12.2,W,20.0,2010-10-19,28.1,1016.3,23.1,39.0,PearceRAAF,No,0.0,No,6.4,WNW,24.0
79.0,54.0,1013.3,7.0,25.6,0.0,NNW,4.0,W,26.0,2010-10-20,18.3,1013.2,22.7,70.0,PearceRAAF,Yes,7.0,No,9.9,W,24.0
38.0,67.0,1016.7,4.0,20.2,3.4,SSW,6.5,S,15.0,2010-10-21,19.8,1019.1,15.2,41.0,PearceRAAF,No,5.0,Yes,8.4,S,19.0
30.0,44.0,1020.5,,22.5,0.0,E,9.5,SSE,19.0,2010-10-22,21.3,1022.6,18.5,39.0,PearceRAAF,No,3.0,No,8.9,SSW,22.0
20.0,41.0,1017.6,,27.4,0.0,E,11.9,SE,24.0,2010-10-23,26.6,1022.7,19.3,46.0,PearceRAAF,No,,No,11.2,E,9.0
24.0,38.0,1013.8,,28.9,0.0,SE,12.4,SW,9.0,2010-10-24,27.6,1017.4,21.2,50.0,PearceRAAF,No,,No,11.7,SSW,31.0
36.0,58.0,1017.4,0.0,28.0,0.0,SSW,12.4,SW,9.0,2010-10-25,26.1,1019.6,18.6,37.0,PearceRAAF,No,0.0,No,8.9,SW,28.0
13.0,48.0,1012.1,1.0,34.9,0.0,S,12.2,SSW,6.0,2010-10-26,34.1,1017.9,21.6,41.0,PearceRAAF,No,0.0,No,7.9,SW,13.0
63.0,73.0,1009.6,7.0,21.8,0.0,SW,2.4,SW,20.0,2010-10-27,19.3,1009.2,20.2,41.0,PearceRAAF,Yes,8.0,No,15.0,WSW,30.0
43.0,66.0,1013.3,5.0,20.6,3.6,SW,8.1,SSW,26.0,2010-10-28,18.1,1012.2,16.9,56.0,PearceRAAF,No,7.0,Yes,12.3,SW,35.0
25.0,41.0,1022.0,3.0,22.0,0.0,SSE,12.1,SE,20.0,2010-10-29,21.5,1024.9,15.6,44.0,PearceRAAF,No,1.0,No,3.0,SW,11.0
17.0,35.0,1022.7,,25.0,0.0,E,12.8,ESE,24.0,2010-10-30,24.5,1028.0,17.1,54.0,PearceRAAF,No,,No,10.8,E,19.0
13.0,26.0,1018.7,,28.2,0.0,ENE,12.9,ESE,22.0,2010-10-31,28.0,1024.0,19.8,44.0,PearceRAAF,No,,No,12.5,E,20.0
10.0,17.0,1015.2,0.0,30.9,0.0,NE,12.7,ENE,22.0,2010-11-01,30.1,1019.7,24.4,44.0,PearceRAAF,No,0.0,No,14.8,ENE,17.0
8.0,14.0,1013.7,0.0,34.2,0.0,NE,12.7,ENE,24.0,2010-11-02,33.8,1017.9,27.5,59.0,PearceRAAF,No,0.0,No,15.4,ENE,15.0
8.0,12.0,1011.6,2.0,37.6,0.0,NNE,12.2,W,20.0,2010-11-03,36.8,1016.2,31.0,44.0,PearceRAAF,No,2.0,No,14.3,NE,26.0
56.0,39.0,1012.4,7.0,27.5,0.0,W,6.4,W,20.0,2010-11-04,23.6,1013.0,25.7,46.0,PearceRAAF,No,4.0,No,11.0,WSW,28.0
50.0,47.0,1014.5,6.0,23.4,0.0,WSW,9.3,WSW,26.0,2010-11-05,20.2,1015.8,19.1,43.0,PearceRAAF,No,5.0,No,9.1,WSW,31.0
39.0,44.0,1015.1,,24.1,0.0,SSW,12.3,WSW,20.0,2010-11-06,22.5,1018.1,19.3,44.0,PearceRAAF,No,1.0,No,6.8,SW,26.0
32.0,54.0,1012.7,,25.7,0.0,S,9.5,SW,17.0,2010-11-07,24.5,1015.3,18.9,37.0,PearceRAAF,No,,No,7.7,SW,17.0
22.0,38.0,1010.2,5.0,32.1,0.0,NNE,8.1,WSW,7.0,2010-11-08,29.9,1013.1,22.6,37.0,PearceRAAF,No,1.0,No,12.3,SW,22.0
50.0,54.0,1015.6,7.0,28.9,0.0,SW,3.9,WSW,6.0,2010-11-09,25.2,1015.3,21.7,37.0,PearceRAAF,No,8.0,No,17.6,WSW,24.0
90.0,57.0,1013.7,8.0,26.3,0.0,SSW,1.8,SSW,15.0,2010-11-10,18.6,1015.0,24.1,44.0,PearceRAAF,Yes,6.0,No,14.8,SW,20.0
47.0,84.0,1013.6,3.0,22.0,8.6,WSW,10.1,SW,15.0,2010-11-11,21.7,1014.7,17.8,48.0,PearceRAAF,No,8.0,Yes,12.6,SW,31.0
38.0,45.0,1014.4,5.0,23.3,0.0,ESE,13.0,WSW,22.0,2010-11-12,20.7,1017.7,16.6,46.0,PearceRAAF,No,4.0,No,8.1,SW,35.0
31.0,35.0,1013.4,,26.7,0.0,E,13.1,SW,30.0,2010-11-13,24.7,1016.2,19.2,54.0,PearceRAAF,No,,No,12.3,ESE,33.0
19.0,34.0,1015.0,,28.4,0.0,E,11.3,SE,24.0,2010-11-14,27.2,1018.0,21.7,69.0,PearceRAAF,No,,No,14.0,ESE,13.0
18.0,36.0,1015.9,0.0,30.0,0.0,E,13.0,SE,31.0,2010-11-15,29.3,1019.2,20.9,72.0,PearceRAAF,No,1.0,No,14.3,ESE,22.0
15.0,37.0,1015.3,0.0,31.7,0.0,ENE,13.1,S,17.0,2010-11-16,30.7,1019.7,21.6,56.0,PearceRAAF,No,0.0,No,14.6,E,15.0
8.0,19.0,1013.6,0.0,35.8,0.0,ENE,13.1,S,17.0,2010-11-17,34.8,1017.4,27.7,46.0,PearceRAAF,No,0.0,No,13.1,SSW,11.0
10.0,25.0,1013.4,1.0,37.5,0.0,ENE,13.0,E,19.0,2010-11-18,36.7,1017.6,26.9,63.0,PearceRAAF,No,0.0,No,18.4,E,22.0
7.0,12.0,1009.3,,39.1,0.0,NE,8.7,ENE,33.0,2010-11-19,37.7,1012.8,32.7,52.0,PearceRAAF,,3.0,No,24.9,ENE,15.0
45.0,26.0,1011.0,,32.1,,E,0.3,WNW,11.0,2010-11-20,26.0,1011.3,27.4,39.0,PearceRAAF,,,,14.4,W,20.0
49.0,26.0,1005.5,,31.6,,N,4.7,S,19.0,2010-11-21,27.0,1007.6,29.5,56.0,PearceRAAF,Yes,,,20.4,NNW,11.0
54.0,60.0,1009.3,3.0,27.4,1.8,WSW,10.7,WSW,24.0,2010-11-22,25.8,1009.0,24.4,44.0,PearceRAAF,No,7.0,Yes,19.4,WSW,30.0
37.0,53.0,1015.9,3.0,26.9,0.0,SE,10.7,SW,17.0,2010-11-23,25.7,1017.2,21.2,43.0,PearceRAAF,No,7.0,No,17.2,SW,30.0
28.0,40.0,1016.0,0.0,30.6,0.0,E,13.1,S,26.0,2010-11-24,28.2,1019.5,22.7,54.0,PearceRAAF,No,0.0,No,13.1,SW,33.0
32.0,36.0,1012.5,0.0,30.9,0.0,SSW,13.1,SW,11.0,2010-11-25,29.1,1016.1,24.1,46.0,PearceRAAF,No,0.0,No,12.0,SE,28.0
23.0,44.0,1013.1,0.0,31.0,0.0,ESE,13.0,ESE,26.0,2010-11-26,29.9,1016.4,22.5,,PearceRAAF,No,1.0,No,16.9,,22.0
,,,,,0.0,,13.2,,,2010-11-27,,,,,PearceRAAF,No,,No,,,
,,,,,0.0,,13.3,,,2010-11-28,,,,,PearceRAAF,No,,No,,,
8.0,,1010.2,2.0,37.3,0.0,,12.9,NE,,2010-11-29,36.0,,,48.0,PearceRAAF,No,,No,,NE,13.0
12.0,11.0,1006.1,1.0,37.9,0.0,NNE,13.0,WSW,22.0,2010-11-30,34.8,1009.7,32.8,50.0,PearceRAAF,No,3.0,No,14.2,SW,33.0
35.0,57.0,1006.9,5.0,29.1,0.0,SSW,5.8,SSW,20.0,2010-12-01,28.2,1009.4,21.5,41.0,PearceRAAF,No,6.0,No,13.3,SSW,26.0
32.0,43.0,1007.5,1.0,25.5,0.0,S,13.0,SW,17.0,2010-12-02,23.3,1010.2,19.1,50.0,PearceRAAF,No,2.0,No,13.8,SW,35.0
36.0,49.0,1007.1,1.0,23.0,0.0,SSW,9.9,SW,13.0,2010-12-03,21.1,1008.8,18.2,57.0,PearceRAAF,,3.0,No,10.0,SW,33.0
38.0,47.0,1005.9,1.0,23.8,,S,11.3,SW,17.0,2010-12-04,22.6,1009.2,19.1,46.0,PearceRAAF,,1.0,,5.7,WSW,28.0
52.0,63.0,1004.3,,23.8,,W,8.1,W,13.0,2010-12-05,21.9,1006.6,19.3,33.0,PearceRAAF,Yes,8.0,,12.6,W,22.0
47.0,71.0,1002.7,7.0,22.9,1.8,N,2.3,SW,4.0,2010-12-06,22.6,1004.7,18.3,30.0,PearceRAAF,No,8.0,Yes,15.5,W,22.0
47.0,66.0,1006.7,4.0,24.6,0.6,SW,11.9,SW,22.0,2010-12-07,23.0,1006.7,18.8,44.0,PearceRAAF,No,7.0,No,13.9,WSW,22.0
37.0,44.0,1012.4,2.0,25.9,0.4,ESE,12.0,SW,11.0,2010-12-08,25.5,1012.8,21.2,50.0,PearceRAAF,No,6.0,No,11.3,SW,28.0
19.0,44.0,1018.8,0.0,28.8,0.0,SE,13.2,SE,20.0,2010-12-09,27.2,1022.1,19.8,54.0,PearceRAAF,No,1.0,No,13.8,ESE,20.0
15.0,37.0,1017.2,0.0,29.4,0.0,ENE,13.3,SSE,19.0,2010-12-10,28.8,1021.8,19.7,56.0,PearceRAAF,No,0.0,No,13.6,ESE,11.0
14.0,38.0,1009.8,,32.8,0.0,ENE,12.2,SSE,19.0,2010-12-11,32.3,1015.7,22.7,50.0,PearceRAAF,No,,No,11.2,E,11.0
13.0,23.0,1002.0,,38.0,0.0,NE,12.2,WSW,26.0,2010-12-12,37.0,1007.0,27.9,52.0,PearceRAAF,No,,No,19.4,E,31.0
36.0,50.0,1007.4,0.0,29.1,0.0,SW,13.3,WSW,15.0,2010-12-13,27.2,1006.9,23.9,48.0,PearceRAAF,No,0.0,No,12.9,SW,31.0
32.0,42.0,1011.3,2.0,27.2,0.0,S,13.3,SW,26.0,2010-12-14,26.2,1013.0,21.8,46.0,PearceRAAF,No,1.0,No,12.6,WSW,31.0
16.0,42.0,1010.5,5.0,31.2,0.0,ENE,11.8,SE,24.0,2010-12-15,30.3,1015.4,20.0,46.0,PearceRAAF,No,6.0,No,15.6,ESE,15.0
18.0,36.0,1007.6,3.0,33.7,0.0,ESE,11.9,SE,20.0,2010-12-16,32.5,1012.0,22.7,63.0,PearceRAAF,No,7.0,No,17.6,ESE,20.0
22.0,42.0,1007.0,,30.9,0.0,ESE,13.2,ESE,24.0,2010-12-17,30.6,1010.2,22.7,,PearceRAAF,,,No,17.3,,26.0
18.0,36.0,1007.8,,30.6,,ESE,12.1,SE,28.0,2010-12-18,29.4,1011.2,21.0,65.0,PearceRAAF,,,,15.3,ESE,28.0
20.0,35.0,1008.4,,29.0,,E,5.7,ESE,30.0,2010-12-19,28.5,1012.0,22.3,59.0,PearceRAAF,Yes,,,15.0,ESE,28.0
64.0,69.0,1007.1,7.0,27.7,7.0,E,1.2,E,24.0,2010-12-20,21.2,1009.6,18.7,76.0,PearceRAAF,Yes,7.0,Yes,15.7,E,43.0
41.0,29.0,1004.7,1.0,34.6,5.8,ENE,11.5,WSW,30.0,2010-12-21,29.8,1005.9,27.1,61.0,PearceRAAF,No,,Yes,16.8,E,26.0
30.0,68.0,1006.9,,33.2,0.0,E,4.3,ENE,13.0,2010-12-22,32.1,1008.6,23.4,50.0,PearceRAAF,No,,No,20.6,E,20.0
33.0,55.0,1007.5,,36.4,0.0,WSW,5.9,S,6.0,2010-12-23,34.0,1009.8,26.2,48.0,PearceRAAF,No,5.0,No,22.3,E,7.0
34.0,53.0,1010.0,,35.0,0.0,SSW,13.2,WSW,7.0,2010-12-24,33.5,1011.2,29.1,37.0,PearceRAAF,No,,No,18.7,WSW,28.0
16.0,41.0,1007.0,,41.2,0.0,E,13.3,ESE,22.0,2010-12-25,40.1,1009.9,29.3,81.0,PearceRAAF,No,,No,17.7,E,15.0
23.0,46.0,1007.5,,36.7,0.0,E,13.2,E,48.0,2010-12-26,36.2,1010.0,25.4,91.0,PearceRAAF,No,,No,20.0,E,26.0
19.0,29.0,1002.2,,42.1,0.0,ENE,11.9,WSW,22.0,2010-12-27,37.2,1005.7,31.0,70.0,PearceRAAF,No,,No,25.1,E,22.0
33.0,49.0,1006.0,,33.5,0.0,SSW,13.2,SW,15.0,2010-12-28,32.6,1007.9,25.1,59.0,PearceRAAF,No,,No,16.7,E,26.0
28.0,45.0,1008.9,,33.5,0.0,E,13.1,SW,17.0,2010-12-29,32.6,1011.8,23.7,56.0,PearceRAAF,No,,No,17.6,E,24.0
26.0,44.0,1008.2,,36.1,0.0,SSW,13.3,SW,9.0,2010-12-30,32.6,1010.7,26.2,46.0,PearceRAAF,No,,No,12.5,WSW,31.0
15.0,37.0,1006.9,,37.4,0.0,SSE,13.2,SSW,17.0,2010-12-31,37.1,1010.6,25.4,59.0,PearceRAAF,No,,No,18.2,ESE,20.0
17.0,40.0,1007.4,,36.5,0.0,ESE,13.2,ESE,24.0,2011-01-01,35.2,1011.3,24.5,56.0,PearceRAAF,No,,No,17.1,E,28.0
19.0,36.0,1005.5,,40.3,0.0,E,12.5,ESE,24.0,2011-01-02,38.3,1009.6,26.7,50.0,PearceRAAF,No,,No,18.5,ESE,17.0
32.0,43.0,1007.6,1.0,35.8,0.0,N,6.3,NNW,17.0,2011-01-03,35.4,1010.6,30.9,37.0,PearceRAAF,No,,No,26.5,NNE,13.0
24.0,45.0,1004.7,,38.9,0.0,E,13.2,WNW,15.0,2011-01-04,38.7,1009.4,30.1,43.0,PearceRAAF,No,,No,22.0,SW,11.0
50.0,59.0,999.8,,31.3,0.2,N,2.4,W,22.0,2011-01-05,30.1,1002.0,29.3,52.0,PearceRAAF,Yes,1.0,No,24.0,W,30.0
37.0,64.0,1003.4,,27.4,6.0,WSW,11.8,W,11.0,2011-01-06,26.8,1004.2,23.1,35.0,PearceRAAF,No,8.0,Yes,19.2,W,24.0
37.0,45.0,1007.1,4.0,26.8,0.0,SW,11.1,SW,24.0,2011-01-07,25.8,1007.5,22.8,43.0,PearceRAAF,No,8.0,No,15.8,WSW,17.0
19.0,43.0,1008.5,,32.9,0.0,E,13.0,SSE,33.0,2011-01-08,31.8,1010.9,23.4,56.0,PearceRAAF,No,,No,14.4,E,20.0
12.0,31.0,1008.8,,37.3,0.0,E,13.2,ESE,24.0,2011-01-09,36.8,1011.7,28.1,48.0,PearceRAAF,No,,No,18.5,E,20.0
13.0,28.0,1008.2,,37.2,0.0,ENE,13.2,ESE,22.0,2011-01-10,36.2,1012.0,29.0,61.0,PearceRAAF,No,,No,23.0,E,33.0
12.0,39.0,1006.1,,35.4,0.0,E,13.0,ESE,39.0,2011-01-11,34.1,1010.5,24.4,63.0,PearceRAAF,No,,No,18.7,E,24.0
11.0,28.0,1000.1,,37.2,0.0,ENE,13.0,E,31.0,2011-01-12,36.5,1004.9,27.3,50.0,PearceRAAF,No,,No,21.1,E,19.0
46.0,17.0,997.5,,38.4,0.0,NNW,12.2,SW,24.0,2011-01-13,28.6,997.1,34.8,52.0,PearceRAAF,No,,No,21.2,N,31.0
33.0,48.0,1007.7,5.0,27.0,0.0,SSW,11.5,SW,19.0,2011-01-14,25.0,1007.5,21.7,46.0,PearceRAAF,No,8.0,No,16.4,SW,28.0
29.0,38.0,1011.2,,30.7,0.0,SE,13.0,SW,22.0,2011-01-15,28.9,1014.8,22.0,46.0,PearceRAAF,No,,No,14.0,SW,28.0
19.0,41.0,1009.3,,36.6,0.0,E,13.0,ESE,26.0,2011-01-16,35.6,1013.6,23.9,57.0,PearceRAAF,No,,No,17.5,E,19.0
26.0,24.0,1007.5,,39.3,0.0,NE,12.3,SW,13.0,2011-01-17,32.6,1009.1,31.0,48.0,PearceRAAF,No,,No,19.2,E,26.0
25.0,42.0,1007.0,0.0,35.9,0.0,SE,13.2,WSW,17.0,2011-01-18,34.6,1011.1,24.7,39.0,PearceRAAF,No,0.0,No,15.8,SW,22.0
32.0,36.0,1004.6,1.0,35.7,0.0,NW,13.1,WSW,6.0,2011-01-19,30.4,1006.4,27.6,41.0,PearceRAAF,No,1.0,No,15.2,WSW,26.0
32.0,39.0,1008.1,0.0,31.4,0.0,SSE,13.1,SW,24.0,2011-01-20,28.7,1010.9,22.9,41.0,PearceRAAF,No,1.0,No,15.3,SW,28.0
13.0,38.0,1006.3,2.0,37.2,0.0,ENE,8.3,SE,22.0,2011-01-21,36.2,1008.4,24.3,,PearceRAAF,No,6.0,No,16.8,,9.0
20.0,,1007.9,,37.5,0.0,,7.4,WSW,,2011-01-22,31.7,,,,PearceRAAF,No,,No,17.3,,22.0
40.0,57.0,1007.6,,34.3,0.0,S,5.5,SSW,19.0,2011-01-23,32.7,1011.3,26.5,48.0,PearceRAAF,No,,No,21.3,SSW,31.0
53.0,67.0,1006.7,6.0,25.5,0.0,S,1.0,SSE,26.0,2011-01-24,23.3,1008.5,20.4,41.0,PearceRAAF,No,8.0,No,19.8,SSW,19.0
31.0,43.0,1009.4,0.0,28.6,0.0,ESE,13.0,SW,20.0,2011-01-25,27.1,1012.8,22.1,46.0,PearceRAAF,No,1.0,No,11.7,SW,31.0
25.0,50.0,1009.9,,32.6,0.0,S,13.0,SSW,13.0,2011-01-26,31.2,1011.1,22.8,43.0,PearceRAAF,No,,No,11.5,SSW,26.0
21.0,42.0,1006.6,4.0,40.5,0.0,ESE,13.1,ESE,28.0,2011-01-27,38.5,1011.1,26.5,63.0,PearceRAAF,No,4.0,No,17.3,E,9.0
31.0,30.0,1005.6,,41.8,0.6,N,12.5,W,30.0,2011-01-28,37.2,1006.4,36.8,52.0,PearceRAAF,,4.0,No,26.0,NW,31.0
74.0,40.0,1007.3,2.0,41.0,,E,8.7,WNW,20.0,2011-01-29,27.3,1008.9,32.5,74.0,PearceRAAF,,,,22.8,NW,30.0
26.0,56.0,1005.0,,40.7,,N,11.9,NNW,20.0,2011-01-30,39.2,1008.5,29.8,57.0,PearceRAAF,Yes,8.0,,24.0,N,35.0
52.0,89.0,1010.3,8.0,29.1,4.2,SSW,1.6,SSE,13.0,2011-01-31,28.0,1009.9,24.5,41.0,PearceRAAF,No,8.0,Yes,22.3,SSW,24.0
26.0,47.0,1007.9,0.0,32.3,1.0,E,12.4,SSW,24.0,2011-02-01,30.8,1012.6,21.6,43.0,PearceRAAF,No,0.0,No,18.5,SE,13.0
22.0,42.0,1004.8,1.0,36.2,0.0,SE,13.2,WSW,17.0,2011-02-02,34.9,1008.6,26.0,54.0,PearceRAAF,No,0.0,No,15.5,E,20.0
22.0,41.0,1004.2,3.0,39.8,0.0,ENE,13.0,E,19.0,2011-02-03,38.9,1007.6,27.0,63.0,PearceRAAF,No,1.0,No,20.1,E,17.0
31.0,46.0,1006.9,,37.1,0.0,ESE,12.2,WSW,17.0,2011-02-04,35.3,1008.9,27.1,69.0,PearceRAAF,No,1.0,No,22.8,ESE,31.0
18.0,45.0,1014.5,,30.1,0.0,ESE,12.2,ESE,39.0,2011-02-05,29.6,1017.4,21.5,65.0,PearceRAAF,No,,No,18.4,ESE,33.0
17.0,36.0,1014.8,,31.0,0.0,E,12.4,E,37.0,2011-02-06,30.1,1019.0,20.1,63.0,PearceRAAF,No,,No,16.0,ESE,33.0
19.0,37.0,1011.7,4.0,32.8,0.0,ENE,11.9,E,26.0,2011-02-07,30.6,1015.8,22.9,56.0,PearceRAAF,No,4.0,No,19.6,E,26.0
29.0,39.0,1005.3,5.0,34.8,0.0,ENE,11.8,SSE,20.0,2011-02-08,33.3,1009.6,27.4,46.0,PearceRAAF,No,1.0,No,22.9,ESE,11.0
34.0,53.0,1006.3,2.0,34.9,0.0,E,12.8,SW,6.0,2011-02-09,33.9,1008.6,26.7,39.0,PearceRAAF,No,0.0,No,20.6,SW,22.0
28.0,54.0,1009.3,0.0,35.9,0.0,E,12.7,SE,19.0,2011-02-10,34.7,1012.4,24.7,65.0,PearceRAAF,No,1.0,No,20.4,E,20.0
32.0,54.0,1012.7,6.0,33.6,0.0,ESE,8.5,E,31.0,2011-02-11,31.3,1015.8,23.6,63.0,PearceRAAF,No,5.0,No,20.6,ESE,30.0
