WindGustSpeed,Location,Pressure3pm,WindDir9am,RainToday,Temp3pmF,Temp9amF,WindGustDir,Humidity3pm,RainTomorrow,MinTempF,Evaporation,Date,WindDir3pm,WindSpeed3pm,Pressure9am,Rainfall,MaxTempF,Humidity9am,WindSpeed9am,Sunshine
28.0,Dartmoor,1023.9,,No,56.84,46.94,S,57.0,No,38.12,3.8,2010-10-24,S,9.0,1025.4,0.0,61.34,97.0,0.0,2.3
35.0,Dartmoor,1018.4,ENE,No,66.02,51.26,WNW,44.0,No,32.54,2.0,2010-10-25,WNW,19.0,1022.0,0.0,68.0,78.0,9.0,12.4
41.0,Dartmoor,1016.1,NW,No,58.459999999999994,51.44,SW,93.0,No,41.36,3.4,2010-10-26,WNW,24.0,1016.7,0.0,64.58,92.0,7.0,6.9
35.0,Dartmoor,1020.9,,No,62.42,55.22,SSW,56.0,No,42.980000000000004,3.4,2010-10-27,SSW,15.0,1021.7,0.8,64.4,75.0,0.0,11.1
35.0,Dartmoor,1013.5,ENE,No,72.68,53.96,NE,35.0,No,40.46,3.0,2010-10-28,NNE,26.0,1018.8,0.0,75.02,68.0,15.0,10.2
54.0,Dartmoor,1004.1,NNE,No,82.4,69.8,NNE,35.0,Yes,53.78,8.4,2010-10-29,NW,26.0,1006.8,0.0,85.64,43.0,35.0,4.6
50.0,Dartmoor,1011.2,S,Yes,52.879999999999995,54.86,S,99.0,Yes,53.78,5.0,2010-10-30,S,31.0,1010.3,22.6,56.48,97.0,17.0,0.2
48.0,Dartmoor,1016.8,SSW,Yes,52.7,49.64,SW,69.0,No,47.3,2.2,2010-10-31,SW,30.0,1013.9,7.6,55.94,86.0,19.0,5.5
31.0,Dartmoor,1018.7,NNW,No,57.2,48.92,WNW,67.0,Yes,43.879999999999995,3.6,2010-11-01,W,19.0,1020.3,0.6,60.440000000000005,87.0,7.0,2.9
44.0,Dartmoor,1019.2,W,Yes,62.6,54.5,SW,69.0,No,48.92,1.0,2010-11-02,WSW,24.0,1019.6,1.8,63.5,96.0,11.0,5.7
39.0,Dartmoor,1023.8,WSW,No,53.96,52.7,SSE,75.0,No,46.76,4.2,2010-11-03,SSE,24.0,1023.5,0.2,58.1,78.0,11.0,1.4
43.0,Dartmoor,1025.4,ESE,No,56.84,49.1,SE,63.0,No,39.2,0.4,2010-11-04,SSE,22.0,1027.2,0.6,59.9,84.0,15.0,2.4
43.0,Dartmoor,1020.1,E,No,67.82,54.5,ESE,54.0,No,42.260000000000005,2.6,2010-11-05,E,19.0,1024.3,0.0,69.25999999999999,74.0,26.0,12.6
52.0,Dartmoor,1014.7,NNE,No,73.04,62.24,NNE,41.0,No,46.4,5.8,2010-11-06,NNE,31.0,1019.1,0.0,74.84,62.0,19.0,11.3
41.0,Dartmoor,1008.7,NNE,No,63.68,60.440000000000005,NW,71.0,No,56.48,8.6,2010-11-07,W,20.0,1008.8,0.6,69.62,77.0,17.0,7.9
56.0,Dartmoor,1015.4,WNW,No,62.24,58.459999999999994,NW,67.0,No,50.36,3.8,2010-11-08,WNW,26.0,1012.8,0.0,67.28,81.0,22.0,8.8
44.0,Dartmoor,1018.6,N,No,75.38,55.58,WNW,42.0,No,40.28,0.8,2010-11-09,NW,24.0,1023.3,0.6,78.44,86.0,9.0,12.4
33.0,Dartmoor,1016.6,WNW,No,63.14,60.62,SSW,83.0,No,53.6,6.0,2010-11-10,SSW,20.0,1017.0,0.0,65.84,82.0,11.0,1.5
35.0,Dartmoor,1007.6,SE,No,76.64,54.5,NE,59.0,No,49.1,0.8,2010-11-11,W,17.0,1012.4,0.2,78.44,99.0,6.0,5.0
48.0,Dartmoor,1003.8,NNE,No,67.82,77.54,NW,88.0,Yes,54.5,5.6,2010-11-12,NW,19.0,1001.2,0.2,81.68,47.0,20.0,1.5
41.0,Dartmoor,1015.4,SSE,Yes,55.58,55.4,SE,87.0,Yes,53.42,3.6,2010-11-13,SE,30.0,1015.7,2.8,57.92,89.0,22.0,0.0
39.0,Dartmoor,1017.2,SSW,Yes,61.88,55.04,SW,72.0,No,51.26,0.2,2010-11-14,SW,24.0,1016.5,5.0,64.58,99.0,17.0,7.7
31.0,Dartmoor,1016.8,WNW,No,59.9,52.16,SSW,61.0,No,42.08,3.0,2010-11-15,SSW,20.0,1017.9,0.2,62.24,99.0,6.0,4.5
31.0,Dartmoor,1016.7,,No,60.62,51.620000000000005,WSW,57.0,No,37.76,2.6,2010-11-16,WNW,11.0,1018.2,0.2,62.959999999999994,92.0,0.0,4.0
46.0,Dartmoor,1015.4,NNW,No,67.1,55.4,WNW,56.0,Yes,37.76,3.2,2010-11-17,W,30.0,1017.8,0.0,68.54,79.0,17.0,9.5
43.0,Dartmoor,1020.1,WSW,Yes,60.8,55.22,SSW,60.0,No,53.78,3.4,2010-11-18,S,26.0,1017.2,1.2,61.88,91.0,19.0,9.2
39.0,Dartmoor,1024.5,SSE,No,66.02,56.48,SE,55.0,No,43.7,4.0,2010-11-19,ESE,19.0,1026.3,0.2,66.2,63.0,17.0,12.3
41.0,Dartmoor,1022.3,ESE,No,75.74000000000001,57.379999999999995,ESE,53.0,No,42.260000000000005,4.6,2010-11-20,ESE,13.0,1025.1,0.0,76.46,71.0,17.0,13.6
39.0,Dartmoor,1020.7,SE,No,73.04,60.26,SE,56.0,No,49.64,5.6,2010-11-21,ESE,22.0,1023.3,0.0,75.02,72.0,22.0,13.6
33.0,Dartmoor,1015.0,E,No,91.94,64.4,NNW,20.0,No,48.56,6.2,2010-11-22,N,17.0,1019.1,0.0,94.28,75.0,11.0,13.2
57.0,Dartmoor,1013.3,N,No,93.02,79.16,N,24.0,No,64.4,8.8,2010-11-23,N,30.0,1015.4,0.0,95.9,46.0,26.0,8.1
50.0,Dartmoor,1014.6,N,No,74.48,75.02,N,74.0,Yes,67.64,10.4,2010-11-24,NNW,28.0,1013.7,0.0,82.94,68.0,24.0,0.7
24.0,Dartmoor,1018.4,SSW,Yes,61.34,57.2,S,86.0,No,56.66,2.2,2010-11-25,SSW,15.0,1018.1,7.0,64.94,99.0,13.0,1.3
33.0,Dartmoor,1013.1,ESE,No,74.84,60.08,ESE,58.0,Yes,53.24,1.4,2010-11-26,SW,9.0,1016.4,0.2,76.28,87.0,11.0,8.3
57.0,Dartmoor,1010.5,SSW,Yes,60.440000000000005,57.2,SSW,86.0,Yes,55.04,5.0,2010-11-27,SSW,17.0,1011.0,7.8,64.75999999999999,99.0,13.0,3.9
50.0,Dartmoor,1019.1,S,Yes,56.84,53.78,S,73.0,No,50.9,3.6,2010-11-28,S,30.0,1018.4,10.8,62.059999999999995,70.0,22.0,6.6
54.0,Dartmoor,1019.8,SE,No,60.62,54.86,ESE,64.0,No,49.82,3.6,2010-11-29,SE,33.0,1021.6,0.0,65.12,71.0,24.0,5.6
50.0,Dartmoor,1017.0,ESE,No,64.04,59.9,ESE,71.0,No,53.06,3.6,2010-11-30,ESE,24.0,1018.7,0.0,69.44,71.0,31.0,3.1
48.0,Dartmoor,1012.4,E,No,72.86,61.7,E,68.0,No,56.66,3.8,2010-12-01,E,22.0,1015.3,0.2,76.64,92.0,13.0,1.2
57.0,Dartmoor,1009.7,ENE,No,79.7,66.74000000000001,ESE,42.0,No,58.459999999999994,3.0,2010-12-02,SE,13.0,1012.5,0.0,85.1,90.0,13.0,10.6
52.0,Dartmoor,1007.9,N,No,77.18,68.72,W,64.0,Yes,56.48,5.8,2010-12-03,ENE,9.0,1010.7,0.8,84.38000000000001,82.0,11.0,12.2
43.0,Dartmoor,1007.4,ESE,Yes,88.16,69.98,ESE,50.0,No,53.42,6.8,2010-12-04,ESE,22.0,1009.6,6.6,89.6,82.0,2.0,9.6
43.0,Dartmoor,1007.9,ESE,No,91.4,65.12,NNE,42.0,Yes,60.62,6.0,2010-12-05,ESE,13.0,1011.1,0.2,92.84,90.0,20.0,8.6
37.0,Dartmoor,1006.3,E,Yes,76.82,63.68,ENE,69.0,Yes,63.68,6.8,2010-12-06,ENE,22.0,1010.6,26.6,82.58,99.0,15.0,6.8
54.0,Dartmoor,1000.7,NE,Yes,75.02,69.62,N,86.0,Yes,63.5,5.2,2010-12-07,N,20.0,1001.1,17.0,79.52,98.0,20.0,4.9
48.0,Dartmoor,1004.2,NW,Yes,66.2,67.82,N,86.0,Yes,65.48,6.2,2010-12-08,WSW,17.0,997.9,14.6,68.9,90.0,20.0,6.3
54.0,Dartmoor,1007.3,NNW,Yes,70.7,60.08,WNW,55.0,Yes,52.7,4.0,2010-12-09,W,26.0,1010.1,3.8,74.12,99.0,11.0,8.4
63.0,Dartmoor,1009.4,WNW,Yes,63.32,51.98,WNW,53.0,Yes,45.68,5.2,2010-12-10,WNW,35.0,1012.0,1.2,64.94,80.0,22.0,10.0
69.0,Dartmoor,999.9,NW,Yes,60.08,58.28,NNW,93.0,Yes,51.08,4.8,2010-12-11,NW,35.0,1004.3,1.8,68.54,84.0,26.0,5.1
39.0,Dartmoor,1008.2,SW,Yes,62.959999999999994,56.66,SW,58.0,No,48.02,3.6,2010-12-12,WSW,26.0,1006.0,5.0,65.48,93.0,9.0,6.9
41.0,Dartmoor,1014.7,NNW,No,66.38,59.540000000000006,W,68.0,No,52.52,3.6,2010-12-13,SW,11.0,1015.3,0.8,67.82,78.0,15.0,6.3
41.0,Dartmoor,1007.8,ENE,No,81.5,65.3,NNE,39.0,No,51.08,3.4,2010-12-14,N,22.0,1013.4,0.0,85.64,74.0,15.0,12.0
52.0,Dartmoor,1006.7,WSW,No,67.46,59.0,N,49.0,No,58.64,9.8,2010-12-15,WSW,26.0,1004.4,0.8,69.44,79.0,26.0,9.6
57.0,Dartmoor,1007.8,WNW,No,63.32,58.82,WNW,60.0,No,46.22,7.0,2010-12-16,W,31.0,1009.3,0.0,69.08,71.0,17.0,8.7
57.0,Dartmoor,1001.9,NNW,No,64.22,55.94,W,56.0,Yes,52.52,4.2,2010-12-17,W,35.0,1001.6,1.0,66.2,95.0,20.0,7.6
52.0,Dartmoor,1003.4,WNW,Yes,63.32,53.6,W,52.0,Yes,51.08,3.0,2010-12-18,WNW,28.0,1003.7,7.0,65.66,92.0,15.0,7.4
54.0,Dartmoor,997.9,WNW,Yes,50.9,53.06,WSW,89.0,Yes,50.18,5.6,2010-12-19,SW,17.0,996.1,8.8,59.36,94.0,13.0,5.0
48.0,Dartmoor,1009.4,WSW,Yes,57.74,54.86,WSW,88.0,Yes,41.72,2.0,2010-12-20,WSW,20.0,1008.8,10.0,62.78,81.0,15.0,4.3
43.0,Dartmoor,1016.3,SSW,Yes,59.0,54.32,SW,56.0,No,51.98,1.8,2010-12-21,S,22.0,1013.6,3.4,61.88,87.0,19.0,6.2
39.0,Dartmoor,1017.6,NE,No,65.84,55.4,SSW,59.0,No,38.839999999999996,3.8,2010-12-22,SW,17.0,1019.4,0.0,69.08,79.0,6.0,13.3
43.0,Dartmoor,1025.3,S,No,65.12,56.3,S,54.0,No,44.239999999999995,4.0,2010-12-23,S,22.0,1023.8,0.0,67.46,89.0,11.0,11.9
35.0,Dartmoor,1019.3,E,No,75.92,57.2,ESE,37.0,No,42.44,6.6,2010-12-24,NE,9.0,1024.8,0.0,80.96,72.0,20.0,12.1
33.0,Dartmoor,1010.1,ENE,No,75.92,61.519999999999996,SSW,42.0,No,56.48,3.6,2010-12-25,SW,20.0,1012.0,0.0,77.0,87.0,13.0,9.7
43.0,Dartmoor,1010.5,S,No,61.88,57.74,SSW,54.0,No,51.44,5.4,2010-12-26,S,19.0,1011.4,0.0,65.48,89.0,24.0,2.4
48.0,Dartmoor,1016.9,SSW,No,59.18,55.58,S,49.0,No,48.92,3.6,2010-12-27,SSW,28.0,1015.3,0.4,63.5,70.0,24.0,4.6
33.0,Dartmoor,1014.8,ENE,No,70.52,56.120000000000005,SW,38.0,No,39.56,3.2,2010-12-28,NW,15.0,1018.3,0.2,74.84,70.0,11.0,13.6
33.0,Dartmoor,1015.2,,No,70.52,59.72,SSW,54.0,No,43.879999999999995,5.4,2010-12-29,SSW,20.0,1014.5,0.0,73.22,85.0,0.0,11.3
39.0,Dartmoor,1016.0,ESE,No,77.36,60.8,ESE,38.0,No,45.14,4.6,2010-12-30,ENE,6.0,1017.8,0.0,84.38000000000001,80.0,17.0,14.0
93.0,Dartmoor,1004.9,NNW,No,94.28,84.38000000000001,WNW,26.0,No,55.4,6.6,2010-12-31,NW,39.0,1005.7,0.0,100.22,36.0,22.0,13.0
43.0,Dartmoor,1013.9,WSW,No,69.44,62.42,SSW,55.0,No,57.74,11.6,2011-01-01,SW,19.0,1013.4,0.0,72.14,69.0,13.0,12.5
39.0,Dartmoor,1017.7,WNW,No,67.1,53.78,S,48.0,No,45.14,5.6,2011-01-02,S,19.0,1018.3,0.0,68.72,98.0,6.0,10.0
46.0,Dartmoor,1018.0,SSE,No,65.84,57.379999999999995,SSE,46.0,No,51.98,4.0,2011-01-03,SSE,26.0,1018.9,0.0,68.72,57.0,20.0,10.9
35.0,Dartmoor,1011.8,ESE,No,71.06,57.56,SSW,46.0,No,39.38,6.0,2011-01-04,ENE,15.0,1015.1,0.0,72.86,68.0,11.0,11.4
41.0,Dartmoor,1011.1,SSE,No,70.34,60.440000000000005,SE,50.0,No,47.84,4.4,2011-01-05,SE,17.0,1012.0,0.0,73.04,65.0,20.0,11.7
50.0,Dartmoor,1005.3,ENE,No,86.0,61.16,NNW,27.0,No,42.44,4.8,2011-01-06,NNE,17.0,1009.8,0.0,92.48,72.0,19.0,9.3
57.0,Dartmoor,1002.9,N,No,100.4,75.74000000000001,NW,14.0,No,61.16,9.4,2011-01-07,NNW,30.0,1005.6,0.0,102.38000000000001,42.0,13.0,9.8
39.0,Dartmoor,1011.1,ESE,No,65.84,66.38,SSW,81.0,Yes,61.7,11.4,2011-01-08,SE,24.0,1007.9,0.0,68.72,89.0,7.0,0.3
54.0,Dartmoor,1018.2,SE,Yes,71.78,64.4,ESE,61.0,No,53.42,0.6,2011-01-09,SE,37.0,1018.8,1.2,75.38,81.0,33.0,13.2
39.0,Dartmoor,1013.3,E,No,66.74000000000001,66.38,ESE,97.0,Yes,60.440000000000005,6.8,2011-01-10,ESE,15.0,1015.8,0.2,69.08,89.0,22.0,0.7
43.0,Dartmoor,1006.9,SSE,Yes,80.42,62.959999999999994,E,68.0,Yes,61.519999999999996,2.6,2011-01-11,E,13.0,1011.0,5.6,81.68,100.0,9.0,4.3
56.0,Dartmoor,999.2,N,Yes,73.4,67.1,NNW,77.0,No,62.78,4.2,2011-01-12,NNW,30.0,998.3,43.8,79.16,100.0,6.0,5.2
43.0,Dartmoor,1001.1,ESE,No,66.92,64.22,SSE,99.0,Yes,61.16,4.6,2011-01-13,S,30.0,1006.2,0.0,75.02,98.0,7.0,0.0
44.0,Dartmoor,1003.8,NNW,Yes,73.75999999999999,63.32,W,64.0,No,61.16,,2011-01-14,WNW,26.0,1003.1,73.6,75.92,99.0,13.0,8.2
39.0,Dartmoor,1009.5,WNW,No,75.92,59.9,WSW,69.0,No,53.96,3.4,2011-01-15,SW,15.0,1010.1,0.2,80.78,99.0,6.0,11.6
43.0,Dartmoor,1009.2,SW,No,71.78,61.519999999999996,W,60.0,No,58.64,5.4,2011-01-16,SW,17.0,1011.0,0.0,73.58,81.0,19.0,11.9
46.0,Dartmoor,1011.1,WSW,No,62.959999999999994,61.7,WSW,78.0,No,55.04,6.0,2011-01-17,W,22.0,1010.4,0.0,66.2,76.0,30.0,4.9
33.0,Dartmoor,1011.7,N,No,64.04,57.2,SSE,66.0,No,55.04,3.2,2011-01-18,SSW,19.0,1012.8,0.2,66.02,93.0,6.0,0.9
30.0,Dartmoor,1013.3,NW,No,67.46,58.459999999999994,SE,61.0,No,56.3,3.4,2011-01-19,S,19.0,1013.8,0.0,71.24000000000001,85.0,6.0,6.9
33.0,Dartmoor,1007.8,E,No,83.84,61.88,NW,34.0,No,50.0,2.8,2011-01-20,NNW,2.0,1010.9,0.0,87.61999999999999,76.0,11.0,12.7
43.0,Dartmoor,1013.4,S,No,69.44,65.3,SSE,65.0,No,61.88,8.8,2011-01-21,SSE,24.0,1010.5,0.0,72.14,85.0,28.0,9.8
41.0,Dartmoor,1014.5,SE,No,73.04,60.980000000000004,SE,55.0,No,50.18,5.4,2011-01-22,SSE,22.0,1016.9,0.0,74.12,75.0,30.0,13.2
28.0,Dartmoor,1006.6,SSE,No,79.52,66.92,SW,56.0,Yes,60.8,5.0,2011-01-23,SW,4.0,1011.0,0.0,80.42,84.0,7.0,10.9
41.0,Dartmoor,1007.9,SSW,Yes,65.84,59.72,SSE,50.0,No,57.74,6.2,2011-01-24,S,19.0,1006.5,1.8,67.64,79.0,26.0,11.4
44.0,Dartmoor,1007.6,E,No,67.28,59.36,SW,65.0,Yes,50.36,4.8,2011-01-25,SSW,19.0,1007.9,0.0,69.25999999999999,76.0,7.0,3.6
28.0,Dartmoor,1016.0,,Yes,72.14,59.9,SSW,59.0,No,53.96,3.0,2011-01-26,SW,11.0,1015.4,4.6,73.75999999999999,91.0,0.0,12.4
43.0,Dartmoor,1019.7,,No,72.32,58.28,SW,59.0,No,46.22,5.8,2011-01-27,SW,28.0,1018.3,0.0,74.3,99.0,0.0,12.7
33.0,Dartmoor,1021.7,SE,No,72.14,57.74,SSW,61.0,No,46.76,5.0,2011-01-28,SSW,20.0,1023.4,0.0,73.4,84.0,9.0,13.1
31.0,Dartmoor,1017.6,ENE,No,85.1,59.9,SSW,26.0,No,46.76,5.8,2011-01-29,W,13.0,1019.1,0.0,86.18,76.0,6.0,13.2
61.0,Dartmoor,1012.0,N,No,101.48,78.62,SW,18.0,No,59.72,8.4,2011-01-30,NW,30.0,1013.8,0.0,103.64,34.0,20.0,13.2
28.0,Dartmoor,1009.0,E,No,87.44,69.44,ESE,53.0,No,62.42,10.6,2011-01-31,NE,11.0,1011.3,0.0,90.68,81.0,11.0,6.6
44.0,Dartmoor,1009.7,WSW,No,63.14,73.75999999999999,SSW,95.0,No,67.28,6.6,2011-02-01,S,26.0,1003.2,0.0,76.64,72.0,7.0,8.7
35.0,Dartmoor,1009.0,E,No,80.6,63.14,SE,45.0,No,53.78,5.0,2011-02-02,W,15.0,1011.1,0.0,83.3,77.0,15.0,12.8
39.0,Dartmoor,1012.9,SSE,No,77.18,63.5,SE,54.0,No,56.48,5.2,2011-02-03,ESE,13.0,1015.0,0.0,80.6,70.0,22.0,11.7
35.0,Dartmoor,1006.5,ENE,No,80.96,66.92,SSW,64.0,No,58.28,5.6,2011-02-04,SSW,22.0,1009.7,0.0,85.28,77.0,9.0,8.3
48.0,Dartmoor,1008.2,NNW,No,60.440000000000005,60.980000000000004,WSW,92.0,Yes,50.9,5.4,2011-02-05,WSW,22.0,1007.9,0.0,64.94,82.0,13.0,0.8
44.0,Dartmoor,1027.2,SSW,Yes,63.32,55.76,SSW,45.0,No,44.06,1.6,2011-02-06,SSW,26.0,1022.9,2.4,65.84,74.0,11.0,13.0
39.0,Dartmoor,1026.0,,No,66.38,49.28,SSW,54.0,No,38.3,4.6,2011-02-07,SW,22.0,1027.7,0.0,68.36,93.0,0.0,11.3
43.0,Dartmoor,1023.2,SSE,No,69.08,60.8,ESE,47.0,No,49.28,5.2,2011-02-08,ESE,26.0,1024.3,0.0,71.24000000000001,68.0,19.0,11.0
37.0,Dartmoor,1020.0,E,No,71.06,58.64,E,58.0,No,50.36,5.4,2011-02-09,ESE,17.0,1022.2,0.2,76.82,73.0,24.0,5.7
31.0,Dartmoor,1011.5,,No,84.91999999999999,66.38,ENE,38.0,Yes,58.1,3.0,2011-02-10,NNE,7.0,1015.1,0.0,86.36,85.0,0.0,1.0
41.0,Dartmoor,1013.7,SW,Yes,64.04,65.66,SW,94.0,No,64.58,2.8,2011-02-11,SSW,24.0,1011.1,6.8,66.92,99.0,11.0,0.6
39.0,Dartmoor,1021.2,SSE,No,64.94,57.2,SSW,55.0,No,52.52,2.4,2011-02-12,SSW,22.0,1021.6,1.0,68.36,76.0,15.0,11.5
37.0,Dartmoor,1024.2,NW,No,68.0,55.58,SW,59.0,No,46.4,5.4,2011-02-13,SSW,17.0,1024.6,0.0,70.16,91.0,7.0,6.8
39.0,Dartmoor,1022.0,ESE,No,74.12,59.18,E,58.0,No,50.18,4.0,2011-02-14,ESE,22.0,1024.2,0.0,77.18,85.0,26.0,11.6
37.0,Dartmoor,1016.3,E,No,89.06,64.22,ESE,40.0,Yes,55.4,4.6,2011-02-15,NE,11.0,1019.6,0.0,90.5,86.0,9.0,12.6
30.0,Dartmoor,1012.1,,Yes,81.68,70.16,N,53.0,Yes,60.8,8.0,2011-02-16,NNE,20.0,1015.2,2.0,89.6,81.0,0.0,8.7
37.0,Dartmoor,1014.7,SSW,Yes,68.0,63.14,ESE,94.0,Yes,57.56,2.6,2011-02-17,E,17.0,1013.9,1.6,74.12,99.0,13.0,3.5
39.0,Dartmoor,1010.4,E,Yes,66.38,62.78,ENE,98.0,Yes,61.16,2.6,2011-02-18,E,15.0,1014.7,1.4,69.8,96.0,17.0,0.0
63.0,Dartmoor,1007.3,W,Yes,65.66,62.959999999999994,WNW,90.0,No,62.42,3.0,2011-02-19,WSW,24.0,1001.8,39.4,70.16,99.0,30.0,3.6
57.0,Dartmoor,1016.6,WSW,No,60.8,57.2,SW,65.0,No,55.58,2.4,2011-02-20,SW,31.0,1012.3,1.0,62.959999999999994,83.0,17.0,9.9
44.0,Dartmoor,1023.3,WSW,No,61.7,55.58,SSW,63.0,No,50.72,5.0,2011-02-21,SSW,24.0,1021.0,0.8,65.3,92.0,11.0,3.9
43.0,Dartmoor,1026.2,SSW,No,64.94,57.02,SE,65.0,No,51.98,3.4,2011-02-22,ESE,22.0,1027.0,0.0,68.72,84.0,11.0,7.7
37.0,Dartmoor,1022.3,ESE,No,76.1,57.02,ESE,50.0,No,52.16,3.8,2011-02-23,ESE,15.0,1025.9,0.0,77.72,86.0,24.0,11.9
41.0,Dartmoor,1016.1,SSE,No,75.56,55.4,SSW,67.0,No,54.32,4.0,2011-02-24,SE,9.0,1019.4,0.0,80.78,99.0,4.0,8.8
33.0,Dartmoor,1012.1,ESE,No,75.92,60.980000000000004,ESE,65.0,No,55.04,3.6,2011-02-25,SE,15.0,1015.7,0.0,77.72,85.0,22.0,12.2
26.0,Dartmoor,1007.9,,No,80.06,59.540000000000006,S,53.0,Yes,51.44,5.2,2011-02-26,N,7.0,1009.7,0.0,81.68,99.0,0.0,0.9
37.0,Dartmoor,1010.6,SSE,Yes,70.52,60.62,ESE,67.0,No,58.82,2.4,2011-02-27,SE,19.0,1011.3,1.4,72.32,94.0,13.0,7.2
35.0,Dartmoor,1008.6,S,No,64.75999999999999,59.36,SSW,73.0,Yes,55.22,4.0,2011-02-28,S,20.0,1010.3,0.0,69.08,89.0,17.0,2.8
50.0,Dartmoor,1017.5,SW,Yes,59.0,55.76,SSW,57.0,No,53.06,3.6,2011-03-01,SW,30.0,1013.6,1.2,62.42,80.0,24.0,10.7
31.0,Dartmoor,1017.6,NNW,No,59.9,51.620000000000005,WSW,69.0,No,43.7,3.8,2011-03-02,W,15.0,1019.4,0.0,61.16,90.0,9.0,
43.0,Dartmoor,1016.0,WSW,No,62.24,57.02,SSW,64.0,No,51.620000000000005,,2011-03-03,WSW,20.0,1015.4,0.0,64.94,92.0,11.0,
39.0,Dartmoor,1019.6,WSW,No,60.440000000000005,55.4,SSW,66.0,No,53.96,8.0,2011-03-04,S,20.0,1017.8,0.2,62.959999999999994,83.0,9.0,
44.0,Dartmoor,1022.4,E,No,65.66,53.96,ESE,46.0,No,50.18,1.4,2011-03-05,SE,22.0,1024.5,0.0,68.0,68.0,13.0,10.5
39.0,Dartmoor,1018.0,E,No,84.2,57.56,N,39.0,No,48.56,4.6,2011-03-06,N,20.0,1021.5,0.0,86.18,80.0,13.0,11.1
56.0,Dartmoor,1011.5,NNE,No,89.96000000000001,72.68,N,31.0,No,57.56,9.0,2011-03-07,N,30.0,1015.9,0.0,93.02,43.0,20.0,9.4
41.0,Dartmoor,1008.1,N,No,71.06,74.48,NNW,99.0,Yes,68.36,10.2,2011-03-08,NW,15.0,1008.7,0.0,75.56,54.0,17.0,0.0
30.0,Dartmoor,1012.7,SSE,Yes,61.88,58.28,SSW,95.0,Yes,57.74,1.2,2011-03-09,SSE,15.0,1013.0,10.2,62.959999999999994,99.0,17.0,0.0
35.0,Dartmoor,1017.0,SSE,Yes,63.14,57.74,SE,70.0,No,54.68,1.2,2011-03-10,SE,24.0,1017.0,1.2,64.75999999999999,82.0,15.0,2.0
31.0,Dartmoor,1015.2,ESE,No,74.66,60.62,ESE,62.0,No,55.58,3.0,2011-03-11,NW,9.0,1017.5,0.0,78.62,94.0,13.0,6.9
31.0,Dartmoor,1014.2,,No,84.74,61.34,NW,51.0,No,55.4,4.0,2011-03-12,NNW,22.0,1015.5,0.0,86.18,99.0,0.0,11.4
37.0,Dartmoor,1019.9,SSW,No,68.54,60.8,SSW,73.0,No,57.74,6.0,2011-03-13,SSW,19.0,1017.5,0.0,70.52,99.0,20.0,3.0
39.0,Dartmoor,1023.0,,No,69.25999999999999,49.1,ESE,59.0,No,42.260000000000005,3.2,2011-03-14,SE,19.0,1026.0,0.0,71.96,99.0,0.0,10.5
33.0,Dartmoor,1019.2,ESE,No,69.98,51.8,S,58.0,No,46.58,3.8,2011-03-15,SSW,22.0,1020.3,0.0,73.58,99.0,6.0,10.0
41.0,Dartmoor,1022.8,,No,64.22,51.98,SSE,63.0,No,45.32,3.6,2011-03-16,SE,22.0,1023.6,0.0,66.2,94.0,0.0,8.4
39.0,Dartmoor,1022.8,ESE,No,64.22,46.22,ESE,53.0,No,39.02,3.4,2011-03-17,S,15.0,1024.6,0.0,67.28,99.0,7.0,9.6
46.0,Dartmoor,1017.6,SE,No,65.48,55.58,SE,57.0,No,46.04,3.0,2011-03-18,ESE,24.0,1020.0,0.0,66.92,72.0,19.0,9.0
44.0,Dartmoor,1012.3,ESE,No,70.16,55.76,ESE,53.0,No,49.28,4.6,2011-03-19,ESE,22.0,1016.5,0.0,73.22,76.0,26.0,9.2
31.0,Dartmoor,1005.8,E,No,81.32,59.72,NNE,49.0,Yes,55.4,4.8,2011-03-20,N,13.0,1009.1,0.0,83.66,92.0,11.0,6.8
31.0,Dartmoor,1004.5,SE,Yes,67.28,63.68,WNW,97.0,Yes,59.540000000000006,2.6,2011-03-21,SE,17.0,1005.8,9.4,67.64,99.0,9.0,0.0
43.0,Dartmoor,1004.0,WSW,Yes,62.059999999999995,60.62,W,95.0,No,60.26,0.8,2011-03-22,WSW,26.0,1004.3,8.0,64.4,100.0,20.0,4.4
35.0,Dartmoor,999.7,N,No,65.12,57.379999999999995,N,84.0,Yes,56.48,0.6,2011-03-23,N,11.0,1001.4,1.0,67.1,99.0,20.0,2.2
57.0,Dartmoor,1010.0,WSW,Yes,59.36,59.18,WSW,95.0,Yes,57.2,0.6,2011-03-24,SW,28.0,1006.8,9.4,62.959999999999994,99.0,19.0,3.2
43.0,Dartmoor,1021.8,SSW,Yes,61.34,56.48,SSW,67.0,No,53.6,1.8,2011-03-25,SSW,26.0,1019.6,3.6,63.32,76.0,13.0,3.0
33.0,Dartmoor,1026.4,SSE,No,64.22,55.4,SSE,70.0,No,51.8,3.6,2011-03-26,S,20.0,1027.0,0.2,65.66,85.0,17.0,3.7
26.0,Dartmoor,1026.6,SSE,No,61.16,57.02,SE,82.0,No,54.32,1.0,2011-03-27,SE,11.0,1027.8,0.0,62.24,85.0,13.0,0.0
31.0,Dartmoor,1023.9,,No,71.78,50.9,E,63.0,No,46.22,2.6,2011-03-28,SSE,6.0,1027.0,0.0,74.48,99.0,0.0,10.3
