Wind.Speed.3.pm,Max.Temp.C,Humidity.3.pm,Rain.Tomorrow,Pressure.9.am,Date,Wind.Gust.Dir,Temp.9.am.C,Wind.Speed.9.am,Wind.Dir.9.am,Wind.Dir.3.pm,Rainfall,Sunshine,Min.Temp.C,Rain.Today,Wind.Gust.Speed,Location,Humidity.9.am,Pressure.3.pm,Cloud.9.am,Temp.3.pm.C,Evaporation,Cloud.3.pm
13.0,22.8,26.0,No,1019.5,2010-05-16,E,14.4,19.0,E,NNE,0.0,2.1,6.5,No,28.0,Moree,50.0,1016.0,7.0,22.6,3.0,4.0
17.0,16.1,69.0,No,1019.2,2010-05-17,ENE,15.2,7.0,WSW,ESE,0.0,0.9,10.7,No,26.0,Moree,59.0,1016.0,8.0,15.2,3.2,7.0
28.0,21.5,26.0,No,1018.0,2010-05-18,S,14.2,9.0,E,S,1.0,9.8,6.1,No,43.0,Moree,67.0,1015.6,0.0,21.0,0.6,2.0
15.0,22.8,31.0,No,1020.9,2010-05-19,SSE,13.0,4.0,S,SSW,0.0,10.4,4.0,No,31.0,Moree,61.0,1017.5,0.0,22.4,4.2,1.0
15.0,23.3,34.0,No,1021.3,2010-05-20,NW,15.6,13.0,ENE,NNW,0.0,3.1,8.3,No,30.0,Moree,61.0,1018.1,7.0,21.5,4.4,7.0
15.0,22.3,33.0,No,1019.0,2010-05-21,SSW,15.9,11.0,ENE,SSW,0.0,1.3,10.3,No,26.0,Moree,64.0,1015.2,8.0,21.5,3.0,5.0
15.0,22.4,30.0,No,1019.5,2010-05-22,S,13.1,9.0,SE,SW,0.0,10.0,4.7,No,30.0,Moree,76.0,1015.8,0.0,21.4,1.8,3.0
6.0,23.4,34.0,No,1020.7,2010-05-23,NE,15.3,20.0,E,E,0.0,10.1,6.1,No,31.0,Moree,52.0,1016.9,0.0,22.1,3.4,1.0
11.0,20.9,62.0,No,1018.3,2010-05-24,NNE,16.0,19.0,NE,NNW,0.0,0.1,9.6,No,35.0,Moree,62.0,1014.8,7.0,18.8,3.8,8.0
15.0,23.6,52.0,Yes,1011.6,2010-05-25,NNE,16.6,22.0,N,N,0.8,5.2,14.7,No,44.0,Moree,87.0,1006.3,7.0,23.1,1.2,2.0
30.0,18.8,64.0,No,1009.1,2010-05-26,W,14.1,22.0,W,WSW,5.2,6.2,11.1,Yes,43.0,Moree,78.0,1007.5,4.0,16.9,3.6,6.0
9.0,21.3,52.0,No,1015.5,2010-05-27,WSW,13.8,9.0,S,SSW,0.0,5.6,12.6,No,26.0,Moree,87.0,1014.0,7.0,21.0,2.2,6.0
24.0,22.3,50.0,Yes,1020.6,2010-05-28,NE,14.6,11.0,ENE,NE,0.0,5.8,9.0,No,37.0,Moree,79.0,1015.1,6.0,20.4,2.2,6.0
30.0,18.9,57.0,Yes,1012.3,2010-05-29,N,14.4,26.0,NNW,WNW,1.8,4.2,14.3,Yes,50.0,Moree,84.0,1008.7,8.0,18.0,1.8,6.0
20.0,14.0,93.0,Yes,1011.1,2010-05-30,WSW,11.1,19.0,NW,NW,17.2,2.3,8.4,Yes,41.0,Moree,85.0,1009.3,2.0,11.5,1.2,8.0
7.0,16.6,94.0,Yes,1013.4,2010-05-31,NW,12.8,13.0,NW,SW,3.4,0.6,11.1,Yes,26.0,Moree,92.0,1012.5,8.0,14.0,1.2,7.0
4.0,18.6,65.0,No,1019.1,2010-06-01,W,11.1,9.0,NE,NW,2.4,2.3,8.6,Yes,17.0,Moree,100.0,1016.2,7.0,18.4,0.8,7.0
2.0,17.5,84.0,Yes,1018.8,2010-06-02,S,15.2,11.0,ENE,SSW,0.4,0.1,11.0,No,28.0,Moree,94.0,1016.8,7.0,15.8,1.8,8.0
15.0,18.3,59.0,No,1019.8,2010-06-03,S,13.9,7.0,SW,S,3.2,0.2,12.2,Yes,26.0,Moree,93.0,1017.4,7.0,18.0,0.2,7.0
31.0,20.2,65.0,No,1015.4,2010-06-04,SSW,12.0,13.0,SW,SSW,0.4,6.6,7.8,No,39.0,Moree,92.0,1012.1,3.0,18.4,4.0,7.0
26.0,20.8,43.0,No,1015.0,2010-06-05,SW,13.1,19.0,SSW,SW,0.0,9.6,9.0,No,44.0,Moree,84.0,1012.7,2.0,20.4,3.0,4.0
33.0,16.1,58.0,No,1017.9,2010-06-06,WSW,9.2,26.0,WSW,WSW,0.0,8.8,5.8,No,50.0,Moree,85.0,1017.8,0.0,13.6,1.0,6.0
19.0,19.4,32.0,No,1023.6,2010-06-07,SW,7.7,6.0,S,SW,0.0,8.0,2.4,No,31.0,Moree,92.0,1021.0,1.0,18.5,3.2,6.0
13.0,20.5,35.0,No,1023.1,2010-06-08,NNW,11.9,11.0,ENE,NNW,0.0,10.0,3.3,No,28.0,Moree,67.0,1019.0,1.0,19.8,2.4,1.0
31.0,18.4,32.0,No,1019.0,2010-06-09,WNW,10.6,13.0,N,WSW,0.0,8.9,2.7,No,41.0,Moree,76.0,1015.7,2.0,17.2,2.6,5.0
28.0,14.2,43.0,No,1023.1,2010-06-10,SW,8.8,26.0,SW,SW,0.0,6.8,2.0,No,41.0,Moree,71.0,1021.0,6.0,13.3,3.4,6.0
22.0,14.0,40.0,No,1023.7,2010-06-11,SW,6.8,9.0,SW,SW,0.0,7.3,1.3,No,33.0,Moree,78.0,1020.7,4.0,13.9,2.6,4.0
24.0,16.6,37.0,No,1023.2,2010-06-12,SW,10.5,20.0,SW,SW,0.0,9.4,2.4,No,50.0,Moree,57.0,1020.7,3.0,15.8,1.6,2.0
9.0,18.5,25.0,No,1027.5,2010-06-13,E,7.9,9.0,E,SE,0.0,7.6,0.6,No,20.0,Moree,74.0,1025.9,2.0,18.0,3.6,4.0
7.0,20.9,43.0,No,1031.3,2010-06-14,ENE,10.0,0.0,,ENE,0.0,5.1,3.9,No,31.0,Moree,74.0,1027.6,4.0,19.9,2.8,6.0
15.0,21.5,29.0,No,1030.3,2010-06-15,E,13.6,17.0,E,SE,0.0,10.0,6.6,No,37.0,Moree,63.0,1026.1,0.0,21.1,1.6,1.0
7.0,21.3,29.0,No,1028.4,2010-06-16,E,14.0,20.0,E,E,0.0,10.1,6.1,No,28.0,Moree,61.0,1023.9,1.0,20.9,3.4,1.0
20.0,19.8,59.0,Yes,1022.4,2010-06-17,N,13.4,19.0,NNE,WNW,0.0,0.4,8.3,No,39.0,Moree,70.0,1018.1,7.0,19.3,3.4,8.0
19.0,19.0,43.0,No,1020.2,2010-06-18,SSW,11.4,0.0,,SSW,7.2,4.7,7.4,Yes,24.0,Moree,100.0,1017.4,8.0,18.5,1.6,5.0
30.0,16.4,45.0,No,1023.2,2010-06-19,SW,8.6,6.0,S,WSW,0.0,9.5,2.6,No,43.0,Moree,80.0,1021.8,0.0,15.7,1.8,0.0
19.0,18.7,46.0,No,1027.5,2010-06-20,WSW,9.6,9.0,W,WSW,0.0,9.5,2.1,No,33.0,Moree,86.0,1025.3,5.0,18.0,3.4,1.0
4.0,20.0,43.0,No,1030.2,2010-06-21,ESE,10.6,11.0,NE,SW,0.0,10.0,2.9,No,19.0,Moree,83.0,1028.7,0.0,19.4,2.6,1.0
15.0,20.9,43.0,No,1033.1,2010-06-22,E,13.5,15.0,E,E,0.0,7.3,5.7,No,31.0,Moree,70.0,1029.9,3.0,19.9,1.6,7.0
11.0,21.7,31.0,No,1032.6,2010-06-23,NE,12.9,7.0,E,E,0.0,8.8,6.8,No,39.0,Moree,73.0,1028.3,1.0,21.1,2.6,5.0
15.0,20.9,44.0,No,1029.4,2010-06-24,ENE,14.9,15.0,E,NE,0.0,1.8,11.4,No,31.0,Moree,61.0,1024.6,6.0,20.2,3.8,6.0
19.0,21.6,43.0,No,1026.7,2010-06-25,NNE,14.8,20.0,NE,NNE,0.0,6.7,10.1,No,39.0,Moree,64.0,1022.3,2.0,20.4,3.0,5.0
9.0,16.9,79.0,Yes,1022.7,2010-06-26,SSW,13.9,4.0,NW,NE,0.2,0.4,12.7,No,35.0,Moree,84.0,1019.5,6.0,16.8,3.4,4.0
24.0,13.5,46.0,No,1021.7,2010-06-27,WSW,7.6,20.0,SW,SW,1.8,9.5,5.7,Yes,35.0,Moree,75.0,1019.5,1.0,12.7,0.6,0.0
13.0,13.2,40.0,No,1021.5,2010-06-28,WNW,4.7,11.0,NE,SW,0.2,8.9,-3.3,No,28.0,Moree,84.0,1018.9,0.0,12.5,3.8,1.0
9.0,13.4,39.0,No,1022.9,2010-06-29,SSW,5.1,9.0,E,SSW,0.0,8.9,-2.3,No,24.0,Moree,82.0,1019.8,1.0,12.9,1.8,0.0
15.0,13.7,37.0,No,1023.2,2010-06-30,SSW,4.7,9.0,SE,SSW,0.0,8.5,-1.6,No,35.0,Moree,82.0,1021.5,3.0,13.0,1.4,2.0
9.0,14.2,43.0,No,1025.7,2010-07-01,S,6.5,7.0,ESE,S,0.0,1.2,1.9,No,22.0,Moree,69.0,1023.8,7.0,13.6,3.0,8.0
9.0,10.2,72.0,Yes,1027.0,2010-07-02,ESE,8.8,4.0,ESE,ENE,0.0,0.0,6.5,No,19.0,Moree,80.0,1025.2,8.0,10.0,2.1,8.0
24.0,11.6,65.0,No,1029.8,2010-07-03,WSW,7.7,20.0,SW,WSW,6.0,6.8,4.9,Yes,33.0,Moree,82.0,1028.4,8.0,10.6,0.2,4.0
11.0,17.1,33.0,No,1029.3,2010-07-04,E,5.3,13.0,E,N,0.2,9.1,-2.4,No,22.0,Moree,88.0,1025.3,6.0,16.3,1.6,5.0
19.0,19.9,35.0,No,1025.7,2010-07-05,NNE,11.8,17.0,ENE,NNE,0.0,6.5,4.9,No,37.0,Moree,67.0,1019.6,7.0,19.0,2.0,6.0
28.0,14.9,48.0,No,1019.6,2010-07-06,W,13.8,15.0,NNW,W,0.2,0.1,11.9,No,35.0,Moree,88.0,1018.1,8.0,14.8,2.6,7.0
11.0,11.6,72.0,No,1023.8,2010-07-07,SW,7.0,11.0,WSW,WSW,0.0,0.0,5.7,No,24.0,Moree,88.0,1020.9,8.0,10.8,2.2,8.0
11.0,17.5,56.0,No,1023.7,2010-07-08,SE,10.1,4.0,S,SW,0.6,0.7,6.9,No,17.0,Moree,90.0,1020.2,7.0,17.0,0.6,7.0
13.0,21.2,33.0,No,1025.3,2010-07-09,SE,13.9,15.0,ESE,SSE,0.4,10.0,8.8,No,26.0,Moree,61.0,1022.6,1.0,20.2,0.4,3.0
24.0,22.2,39.0,No,1027.0,2010-07-10,NE,13.3,20.0,E,NNE,0.0,9.7,5.9,No,39.0,Moree,62.0,1022.6,0.0,21.2,3.6,3.0
13.0,21.0,58.0,No,1025.8,2010-07-11,N,14.7,17.0,NE,N,0.0,2.4,13.2,No,39.0,Moree,70.0,1022.0,8.0,19.4,4.0,7.0
13.0,24.0,42.0,No,1023.3,2010-07-12,N,16.6,22.0,N,NNW,0.0,7.5,11.4,No,35.0,Moree,73.0,1019.7,5.0,22.8,3.4,6.0
22.0,23.2,50.0,Yes,1021.1,2010-07-13,NNE,16.5,24.0,NNE,NNE,0.0,3.5,13.3,No,46.0,Moree,70.0,1016.4,7.0,21.9,3.4,7.0
26.0,17.2,34.0,No,1018.6,2010-07-14,NNW,12.0,17.0,NW,W,19.0,7.2,11.2,Yes,74.0,Moree,95.0,1017.7,7.0,16.9,5.6,1.0
28.0,15.9,48.0,No,1022.5,2010-07-15,SSW,10.1,24.0,WSW,SW,0.0,10.1,6.2,No,41.0,Moree,78.0,1021.1,0.0,14.8,3.4,1.0
11.0,14.6,46.0,No,1025.9,2010-07-16,SW,6.0,6.0,SSW,WSW,0.0,8.3,0.3,No,19.0,Moree,87.0,1023.2,2.0,14.3,3.4,4.0
6.0,18.3,36.0,No,1027.0,2010-07-17,ENE,9.0,19.0,E,N,0.0,10.1,1.4,No,26.0,Moree,73.0,1023.7,0.0,17.9,2.2,0.0
20.0,22.4,29.0,No,1024.9,2010-07-18,N,12.1,19.0,NE,NNW,0.0,9.3,4.5,No,37.0,Moree,71.0,1019.4,1.0,21.7,2.4,3.0
9.0,14.8,92.0,Yes,1019.1,2010-07-19,WSW,13.3,9.0,NNE,E,0.6,0.2,9.6,No,41.0,Moree,83.0,1015.7,7.0,14.4,3.4,7.0
20.0,14.7,57.0,No,1022.3,2010-07-20,WSW,6.4,17.0,SW,SW,3.8,4.3,3.8,Yes,31.0,Moree,99.0,1021.0,8.0,14.4,0.8,7.0
15.0,15.9,38.0,No,1025.0,2010-07-21,WSW,5.9,7.0,WSW,WSW,0.0,9.7,1.3,No,26.0,Moree,88.0,1022.4,3.0,15.3,1.4,3.0
19.0,17.8,27.0,No,1028.4,2010-07-22,SSW,9.9,11.0,S,S,0.0,10.2,1.0,No,35.0,Moree,74.0,1026.3,0.0,17.2,2.2,1.0
7.0,18.2,37.0,No,1031.0,2010-07-23,E,9.8,6.0,SE,E,0.0,10.2,0.9,No,22.0,Moree,62.0,1027.7,0.0,17.6,4.0,2.0
9.0,19.5,37.0,No,1029.3,2010-07-24,E,12.0,19.0,E,SE,0.0,6.6,5.8,No,28.0,Moree,66.0,1025.6,3.0,18.2,2.4,5.0
7.0,19.9,45.0,No,1028.2,2010-07-25,N,13.4,11.0,NE,SSW,0.0,6.0,8.1,No,26.0,Moree,71.0,1025.1,6.0,19.8,2.4,5.0
15.0,21.0,37.0,No,1030.4,2010-07-26,SSW,13.5,13.0,E,S,0.0,9.1,6.1,No,28.0,Moree,71.0,1027.9,2.0,20.5,2.4,1.0
7.0,22.1,35.0,Yes,1030.9,2010-07-27,E,13.2,24.0,ENE,E,0.0,6.9,7.8,No,33.0,Moree,61.0,1026.9,6.0,21.4,2.8,5.0
22.0,18.1,90.0,Yes,1024.9,2010-07-28,NE,13.4,17.0,ENE,N,3.8,1.1,12.3,Yes,41.0,Moree,95.0,1020.8,8.0,17.0,3.4,7.0
15.0,17.4,92.0,No,1021.1,2010-07-29,NE,13.8,28.0,NE,NNE,16.0,0.0,12.1,Yes,37.0,Moree,99.0,1018.8,8.0,17.3,1.6,8.0
17.0,23.4,67.0,Yes,1020.2,2010-07-30,SSW,15.6,15.0,NE,NNE,0.4,6.2,9.4,No,50.0,Moree,94.0,1015.9,4.0,21.9,0.4,6.0
19.0,17.7,72.0,No,1018.4,2010-07-31,WSW,14.0,6.0,NW,WSW,32.6,1.8,13.6,Yes,41.0,Moree,95.0,1019.6,8.0,17.0,5.9,6.0
15.0,18.1,46.0,No,1026.2,2010-08-01,SW,8.9,0.0,,W,0.6,7.6,5.1,No,56.0,Moree,99.0,1022.6,8.0,17.9,1.8,1.0
33.0,13.4,39.0,No,1025.4,2010-08-02,WSW,8.0,22.0,SW,WSW,0.0,10.3,4.4,No,48.0,Moree,73.0,1020.7,1.0,12.9,2.8,1.0
19.0,17.3,50.0,No,1019.3,2010-08-03,SW,8.9,28.0,SW,SSW,0.0,9.5,5.8,No,41.0,Moree,78.0,1017.6,1.0,16.6,3.2,4.0
9.0,17.8,42.0,No,1021.2,2010-08-04,WNW,10.2,0.0,,S,0.0,10.5,2.6,No,22.0,Moree,82.0,1017.6,0.0,17.1,3.4,1.0
15.0,19.0,45.0,No,1019.9,2010-08-05,WSW,10.7,11.0,N,SW,0.0,9.5,3.3,No,31.0,Moree,74.0,1017.0,1.0,16.5,2.3,5.0
28.0,14.9,42.0,No,1023.4,2010-08-06,SW,8.7,19.0,SW,SW,0.0,10.5,2.3,No,41.0,Moree,77.0,1020.6,0.0,14.6,3.2,0.0
9.0,16.0,36.0,No,1025.0,2010-08-07,SW,6.2,4.0,S,SSW,0.0,10.5,-0.8,No,20.0,Moree,85.0,1021.2,0.0,15.3,3.4,0.0
7.0,18.0,32.0,No,1021.9,2010-08-08,ENE,8.7,13.0,NE,NE,0.0,10.7,1.0,No,28.0,Moree,65.0,1018.9,0.0,17.9,2.8,1.0
28.0,21.6,37.0,Yes,1022.3,2010-08-09,NE,14.3,26.0,NNE,NE,0.0,7.9,3.2,No,48.0,Moree,64.0,1016.8,0.0,21.3,2.8,2.0
17.0,16.8,93.0,Yes,1017.5,2010-08-10,NE,14.6,37.0,NE,NNE,3.0,0.0,14.1,Yes,56.0,Moree,93.0,1013.6,8.0,16.2,4.2,8.0
26.0,15.9,52.0,No,1016.3,2010-08-11,NW,11.2,17.0,WNW,WNW,10.8,8.1,8.7,Yes,37.0,Moree,65.0,1012.3,5.0,14.3,2.2,7.0
33.0,12.1,72.0,No,1013.8,2010-08-12,,9.9,26.0,W,WSW,0.0,4.1,7.4,No,,Moree,72.0,1012.9,6.0,11.1,3.2,6.0
17.0,15.6,53.0,No,1016.4,2010-08-13,SW,11.2,24.0,SW,SW,0.4,9.0,7.0,No,35.0,Moree,72.0,1014.7,4.0,14.9,2.2,4.0
22.0,19.1,38.0,No,1019.2,2010-08-14,NNE,9.9,15.0,NNE,NNE,0.0,10.6,2.7,No,37.0,Moree,80.0,1012.9,0.0,18.3,3.6,0.0
35.0,20.2,28.0,No,1013.4,2010-08-15,WNW,15.7,22.0,WNW,W,0.0,9.5,8.6,No,59.0,Moree,48.0,1012.5,2.0,18.7,3.6,1.0
22.0,18.6,37.0,No,1019.0,2010-08-16,WSW,11.2,2.0,SW,W,0.0,10.7,2.9,No,39.0,Moree,67.0,1016.9,1.0,17.9,5.0,2.0
7.0,17.7,28.0,No,1023.5,2010-08-17,S,11.2,7.0,E,SSE,0.0,10.7,1.5,No,26.0,Moree,63.0,1019.0,2.0,17.4,3.2,1.0
31.0,24.4,34.0,No,1020.7,2010-08-18,NNE,15.5,31.0,NNE,NNE,0.0,10.8,3.9,No,50.0,Moree,63.0,1014.5,0.0,23.7,3.2,0.0
11.0,17.5,86.0,Yes,1017.4,2010-08-19,NNE,16.7,11.0,ENE,ENE,0.0,0.0,14.2,No,41.0,Moree,78.0,1014.8,7.0,16.3,5.4,8.0
20.0,17.1,47.0,No,1017.7,2010-08-20,WSW,13.5,19.0,SW,WSW,7.4,6.6,13.3,Yes,37.0,Moree,90.0,1016.7,8.0,15.8,0.6,4.0
24.0,15.9,31.0,No,1022.2,2010-08-21,WSW,10.3,13.0,SSW,WSW,0.0,8.9,2.9,No,35.0,Moree,70.0,1020.1,0.0,15.2,3.2,2.0
7.0,16.8,39.0,Yes,1023.5,2010-08-22,E,9.7,13.0,E,SSE,0.0,6.1,1.0,No,26.0,Moree,64.0,1019.8,4.0,15.7,3.8,6.0
15.0,15.8,96.0,Yes,1016.1,2010-08-23,NNE,12.8,31.0,NNE,NNW,7.8,0.0,9.8,Yes,56.0,Moree,94.0,1012.9,8.0,15.5,4.2,8.0
15.0,15.1,62.0,No,1018.8,2010-08-24,SW,11.4,22.0,SW,SSW,6.6,5.6,8.7,Yes,30.0,Moree,86.0,1015.5,7.0,14.1,0.6,7.0
20.0,15.8,54.0,Yes,1015.4,2010-08-25,W,12.8,22.0,W,W,0.0,1.5,10.5,No,35.0,Moree,76.0,1011.8,7.0,14.9,2.4,8.0
33.0,17.0,40.0,No,1014.0,2010-08-26,NW,11.4,19.0,NW,WNW,1.2,8.6,7.5,Yes,54.0,Moree,73.0,1009.6,1.0,16.5,2.4,5.0
19.0,18.4,37.0,No,1017.5,2010-08-27,WSW,13.0,20.0,WNW,WSW,0.0,10.5,7.1,No,37.0,Moree,66.0,1015.4,0.0,17.7,4.0,4.0
15.0,17.1,44.0,No,1023.9,2010-08-28,WSW,11.5,9.0,SW,SW,0.0,10.0,4.7,No,33.0,Moree,76.0,1022.2,0.0,15.1,4.0,5.0
13.0,20.0,38.0,No,1027.2,2010-08-29,NE,13.0,15.0,ENE,NNE,0.0,10.9,2.9,No,31.0,Moree,67.0,1024.0,1.0,19.2,4.0,2.0
9.0,20.9,33.0,No,1026.6,2010-08-30,NW,14.6,17.0,NNE,S,0.0,10.8,5.6,No,28.0,Moree,69.0,1022.8,1.0,19.8,3.2,1.0
13.0,23.2,32.0,No,1025.9,2010-08-31,NNE,15.6,22.0,NNE,N,0.0,10.6,4.9,No,33.0,Moree,68.0,1022.2,0.0,21.7,3.4,3.0
17.0,25.0,36.0,No,1022.9,2010-09-01,N,17.6,24.0,N,NNW,0.0,10.9,10.0,No,39.0,Moree,58.0,1017.9,1.0,24.8,4.4,1.0
20.0,26.9,46.0,No,1019.4,2010-09-02,NNW,17.6,20.0,N,NNW,0.0,6.0,14.5,No,33.0,Moree,60.0,1015.2,7.0,26.3,5.4,5.0
17.0,27.4,47.0,Yes,1019.5,2010-09-03,WNW,20.6,15.0,ENE,NE,0.0,2.9,14.1,No,39.0,Moree,66.0,1015.9,7.0,26.4,4.0,7.0
15.0,23.5,89.0,Yes,1016.2,2010-09-04,N,20.0,33.0,NNE,N,3.2,1.1,17.2,Yes,63.0,Moree,78.0,1012.1,8.0,19.2,3.8,8.0
19.0,19.8,51.0,No,1019.4,2010-09-05,W,15.8,20.0,SW,WSW,23.4,8.5,12.1,Yes,31.0,Moree,67.0,1017.1,2.0,18.5,5.2,6.0
13.0,19.0,39.0,No,1022.4,2010-09-06,WSW,14.5,4.0,S,WSW,0.0,11.2,7.6,No,30.0,Moree,66.0,1019.8,1.0,18.3,4.8,3.0
15.0,19.4,41.0,No,1025.2,2010-09-07,SW,14.1,6.0,E,SSW,0.0,10.9,5.3,No,26.0,Moree,68.0,1022.1,1.0,18.4,3.4,2.0
9.0,20.9,34.0,No,1024.8,2010-09-08,E,13.4,17.0,E,SSW,0.0,10.0,4.8,No,28.0,Moree,62.0,1021.0,6.0,20.3,3.8,0.0
7.0,22.8,91.0,Yes,1018.7,2010-09-09,NNE,17.6,28.0,NNE,NW,0.0,1.2,7.8,No,39.0,Moree,75.0,1014.1,7.0,18.9,3.4,8.0
35.0,24.0,45.0,No,1010.1,2010-09-10,WSW,18.0,11.0,W,W,29.4,6.8,16.9,Yes,50.0,Moree,98.0,1008.4,8.0,23.2,3.8,5.0
15.0,19.5,44.0,No,1019.9,2010-09-11,SW,13.5,9.0,SW,SW,0.0,11.2,6.1,No,33.0,Moree,76.0,1018.3,0.0,19.1,4.2,
13.0,22.0,39.0,No,1022.9,2010-09-12,E,14.4,13.0,NE,NE,0.0,8.7,5.9,No,28.0,Moree,69.0,1018.1,1.0,21.2,4.0,7.0
9.0,21.3,62.0,No,1018.8,2010-09-13,E,15.7,19.0,E,SW,0.4,4.7,13.6,No,26.0,Moree,70.0,1015.8,8.0,20.9,3.4,6.0
19.0,26.6,51.0,No,1014.2,2010-09-14,NW,18.8,20.0,NE,NNW,0.8,10.4,14.1,No,39.0,Moree,77.0,1008.5,6.0,26.1,2.8,2.0
24.0,19.9,48.0,No,1016.7,2010-09-15,SW,15.0,28.0,SW,SSW,0.0,9.5,10.0,No,50.0,Moree,69.0,1015.2,3.0,19.4,5.4,5.0
20.0,17.6,41.0,No,1021.3,2010-09-16,SW,12.0,17.0,SW,SW,0.0,4.9,6.1,No,39.0,Moree,63.0,1018.0,6.0,16.7,5.2,7.0
19.0,14.7,49.0,No,1022.9,2010-09-17,S,10.9,28.0,S,WSW,0.0,1.8,7.4,No,43.0,Moree,56.0,1021.8,6.0,13.9,4.0,6.0
17.0,17.7,41.0,No,1021.9,2010-09-18,SW,10.3,9.0,ENE,WSW,0.0,6.4,2.0,No,30.0,Moree,71.0,1018.5,5.0,16.6,2.6,6.0
9.0,14.0,74.0,Yes,1022.1,2010-09-19,S,11.2,9.0,NE,NNE,0.0,0.0,9.2,No,19.0,Moree,84.0,1020.9,8.0,11.1,3.6,8.0
7.0,19.1,73.0,No,1021.3,2010-09-20,E,13.7,13.0,E,E,5.0,0.6,9.8,Yes,19.0,Moree,92.0,1019.2,7.0,18.5,0.8,7.0
9.0,24.7,51.0,No,1022.5,2010-09-21,E,18.9,11.0,NE,SW,0.0,6.9,13.0,No,19.0,Moree,81.0,1019.3,6.0,23.6,0.4,2.0
22.0,25.1,56.0,No,1023.8,2010-09-22,N,19.2,19.0,NE,N,0.0,7.2,11.7,No,31.0,Moree,73.0,1019.9,5.0,23.0,3.4,7.0
22.0,21.7,59.0,No,1022.4,2010-09-23,NE,17.3,22.0,NE,NE,0.0,4.5,14.6,No,31.0,Moree,87.0,1019.7,8.0,21.1,4.6,2.0
0.0,25.0,47.0,No,1022.8,2010-09-24,SSW,19.7,11.0,ENE,,0.0,6.9,10.8,No,24.0,Moree,77.0,1018.6,5.0,24.1,1.8,5.0
11.0,25.9,37.0,No,1020.5,2010-09-25,NNE,19.3,11.0,NNE,NNW,0.0,6.5,13.1,No,30.0,Moree,83.0,1015.5,5.0,25.4,3.4,5.0
4.0,26.5,38.0,No,1019.9,2010-09-26,E,20.0,11.0,NE,W,0.0,9.4,13.0,No,26.0,Moree,78.0,1016.1,2.0,26.1,5.4,2.0
9.0,26.2,80.0,Yes,1017.9,2010-09-27,WSW,20.9,26.0,N,ESE,0.0,9.8,13.9,No,69.0,Moree,75.0,1012.9,4.0,20.4,5.0,3.0
15.0,27.4,31.0,No,1014.9,2010-09-28,SSW,21.2,11.0,NNE,SW,7.0,10.0,13.5,Yes,30.0,Moree,81.0,1011.3,2.0,26.2,4.6,5.0
24.0,20.8,27.0,No,1016.4,2010-09-29,SW,17.3,24.0,SSW,SW,0.0,11.1,9.0,No,43.0,Moree,45.0,1014.9,0.0,20.1,6.4,5.0
13.0,22.0,32.0,No,1022.6,2010-09-30,SSW,14.7,13.0,S,S,0.0,11.3,2.7,No,28.0,Moree,53.0,1019.9,0.0,20.9,6.8,2.0
15.0,22.3,40.0,No,1025.9,2010-10-01,NE,16.9,20.0,ENE,NE,0.0,3.4,9.9,No,39.0,Moree,64.0,1022.0,5.0,21.2,3.6,5.0
19.0,21.8,51.0,No,1025.9,2010-10-02,E,16.2,22.0,E,E,0.0,0.4,12.1,No,31.0,Moree,63.0,1021.4,7.0,20.7,4.0,6.0
9.0,18.8,89.0,Yes,1023.3,2010-10-03,ENE,15.6,9.0,ENE,S,0.0,0.0,13.3,No,28.0,Moree,84.0,1020.6,6.0,17.7,4.2,8.0
11.0,26.6,47.0,Yes,1019.4,2010-10-04,E,18.7,17.0,ESE,S,20.2,10.5,14.7,Yes,28.0,Moree,79.0,1015.8,4.0,26.1,1.8,3.0
13.0,28.0,41.0,No,1018.4,2010-10-05,ESE,19.2,9.0,ESE,SW,3.2,11.3,11.9,Yes,31.0,Moree,71.0,1015.5,0.0,27.0,5.8,2.0
7.0,27.6,45.0,No,1019.5,2010-10-06,ESE,20.6,17.0,E,ENE,0.0,11.2,14.9,No,30.0,Moree,61.0,1015.0,6.0,26.9,6.4,4.0
37.0,27.0,54.0,No,1017.3,2010-10-07,SW,20.3,9.0,NNW,SW,0.0,2.6,14.2,No,48.0,Moree,76.0,1016.0,3.0,24.5,4.4,7.0
15.0,18.2,64.0,Yes,1019.7,2010-10-08,SW,13.7,9.0,SSW,NW,0.0,1.0,12.5,No,28.0,Moree,71.0,1018.8,6.0,17.8,6.2,6.0
19.0,24.3,45.0,No,1021.6,2010-10-09,E,18.0,20.0,E,ESE,5.2,3.6,13.6,Yes,39.0,Moree,76.0,1019.9,7.0,22.5,0.6,6.0
24.0,23.8,43.0,No,1024.1,2010-10-10,ESE,18.1,20.0,ESE,ESE,0.0,2.9,11.9,No,41.0,Moree,58.0,1022.3,5.0,22.9,4.8,7.0
33.0,22.6,53.0,No,1026.1,2010-10-11,ENE,17.8,24.0,ESE,E,0.0,1.3,13.0,No,50.0,Moree,64.0,1024.9,7.0,21.8,6.0,7.0
19.0,27.7,37.0,No,1026.6,2010-10-12,NE,19.3,20.0,E,NE,0.0,9.9,11.5,No,35.0,Moree,62.0,1022.2,0.0,26.8,4.4,4.0
20.0,25.2,43.0,No,1021.8,2010-10-13,NNE,18.5,24.0,NNE,NE,0.0,7.3,11.7,No,41.0,Moree,65.0,1016.9,2.0,23.7,6.2,7.0
