Wind_Dir_3_pm,Temp_3_pm_F,Rain_Tomorrow,Rainfall,Humidity_9_am,Evaporation,Wind_Dir_9_am,Humidity_3_pm,Min_Temp_F,Temp_9_am_F,Pressure_3_pm,Cloud_3_pm,Wind_Speed_9_am,Max_Temp_F,Sunshine,Location,Cloud_9_am,Date,Pressure_9_am,Wind_Gust_Dir,Wind_Gust_Speed,Wind_Speed_3_pm,Rain_Today
SE,82.75999999999999,No,0.0,68.0,6.6,SSE,55.0,71.42,78.98,1014.9,5.0,19.0,86.36,8.2,Cairns,6.0,2010-08-22,1018.1,SE,41.0,31.0,No
ESE,84.74,No,0.0,56.0,7.2,SSE,51.0,73.75999999999999,81.14,1014.0,1.0,20.0,86.53999999999999,9.9,Cairns,1.0,2010-08-23,1018.2,SE,35.0,22.0,No
NNE,81.32,No,0.0,61.0,6.4,S,61.0,66.56,78.44,1012.3,1.0,15.0,84.91999999999999,10.5,Cairns,1.0,2010-08-24,1016.7,SSE,28.0,15.0,No
NE,84.02,No,0.0,73.0,5.8,S,47.0,64.4,73.94,1011.1,3.0,9.0,85.46000000000001,6.5,Cairns,7.0,2010-08-25,1014.7,SSE,22.0,11.0,No
ENE,79.7,No,0.0,67.0,3.4,SE,74.0,68.18,79.34,1010.7,8.0,13.0,85.82,5.7,Cairns,7.0,2010-08-26,1013.7,SSE,41.0,19.0,No
SSE,76.1,No,1.0,68.0,7.0,SSE,60.0,68.18,72.86,1014.3,7.0,24.0,79.34,4.7,Cairns,7.0,2010-08-27,1016.5,SSE,41.0,22.0,No
SSE,78.44,Yes,0.0,67.0,5.6,SSE,70.0,68.18,74.84,1015.1,7.0,20.0,79.52,0.6,Cairns,7.0,2010-08-28,1017.8,SSE,33.0,13.0,No
SSE,72.68,Yes,3.0,96.0,3.2,S,97.0,70.88,71.96,1015.7,8.0,15.0,75.2,0.0,Cairns,8.0,2010-08-29,1017.4,S,35.0,17.0,Yes
S,72.32,Yes,20.0,98.0,0.6,S,92.0,69.8,70.34,1014.8,8.0,20.0,75.56,0.0,Cairns,8.0,2010-08-30,1017.2,SSE,39.0,20.0,Yes
SE,79.7,Yes,32.2,82.0,2.0,S,63.0,70.34,75.02,1016.4,5.0,19.0,83.66,4.3,Cairns,7.0,2010-08-31,1019.0,SE,50.0,33.0,Yes
SE,78.08,No,3.6,76.0,5.8,SSE,69.0,70.7,75.02,1016.6,6.0,13.0,83.66,5.5,Cairns,6.0,2010-09-01,1020.1,SE,46.0,28.0,Yes
E,82.4,No,0.0,63.0,4.2,S,54.0,70.7,77.72,1015.2,1.0,20.0,84.02,10.7,Cairns,1.0,2010-09-02,1019.0,ESE,35.0,24.0,No
S,83.3,No,0.0,68.0,7.0,SSE,50.0,67.1,75.38,1013.2,1.0,19.0,84.91999999999999,9.9,Cairns,1.0,2010-09-03,1017.1,SE,44.0,15.0,No
E,82.58,No,0.4,79.0,6.4,SE,69.0,71.6,80.06,1013.3,8.0,9.0,86.53999999999999,3.2,Cairns,7.0,2010-09-04,1016.2,SSE,30.0,13.0,No
ENE,83.12,No,0.6,87.0,4.6,SSE,73.0,75.02,78.44,1014.6,7.0,11.0,85.82,4.2,Cairns,7.0,2010-09-05,1017.6,E,30.0,19.0,No
S,78.25999999999999,No,0.0,89.0,2.2,SSE,76.0,73.75999999999999,78.08,1014.5,7.0,11.0,81.5,1.3,Cairns,7.0,2010-09-06,1017.6,SSE,43.0,19.0,No
SE,83.48,No,0.0,74.0,3.4,SSE,59.0,73.58,78.44,1014.8,1.0,19.0,86.53999999999999,7.3,Cairns,3.0,2010-09-07,1018.9,SSE,41.0,24.0,No
SE,84.56,No,0.0,68.0,7.0,SSE,51.0,74.3,80.24000000000001,1015.3,1.0,22.0,86.36,7.8,Cairns,6.0,2010-09-08,1018.9,SE,39.0,30.0,No
ESE,85.28,No,0.6,79.0,6.8,SSE,48.0,72.5,78.08,1013.6,2.0,13.0,87.26,5.7,Cairns,7.0,2010-09-09,1017.9,ESE,33.0,20.0,No
NE,82.22,No,0.2,71.0,4.8,SSE,65.0,73.58,80.6,1012.3,1.0,11.0,84.91999999999999,9.5,Cairns,2.0,2010-09-10,1016.0,ENE,30.0,20.0,No
ENE,83.84,No,0.0,63.0,6.2,S,59.0,71.78,80.24000000000001,1013.8,1.0,13.0,86.9,10.3,Cairns,1.0,2010-09-11,1015.8,E,33.0,20.0,No
ESE,85.1,Yes,0.0,71.0,6.6,SSE,54.0,73.4,77.9,1013.6,8.0,17.0,86.53999999999999,8.6,Cairns,5.0,2010-09-12,1017.4,E,33.0,24.0,No
ESE,82.94,No,1.6,81.0,5.6,SSW,63.0,72.5,77.72,1013.7,6.0,13.0,85.46000000000001,4.8,Cairns,7.0,2010-09-13,1017.5,E,31.0,19.0,Yes
ENE,84.38000000000001,No,0.2,73.0,3.8,SSE,58.0,72.5,78.62,1013.3,2.0,17.0,86.53999999999999,10.5,Cairns,5.0,2010-09-14,1016.0,E,31.0,19.0,No
ENE,84.74,No,0.0,66.0,5.4,SSE,55.0,65.84,78.98,1012.1,2.0,13.0,86.72,10.5,Cairns,1.0,2010-09-15,1015.4,E,35.0,22.0,No
ENE,83.3,No,0.0,66.0,6.4,SSE,57.0,65.12,79.16,1012.9,1.0,15.0,86.53999999999999,10.6,Cairns,1.0,2010-09-16,1015.7,ENE,31.0,22.0,No
E,85.64,Yes,0.0,63.0,6.4,S,51.0,70.52,79.52,1013.1,1.0,15.0,88.7,9.5,Cairns,3.0,2010-09-17,1016.8,ESE,35.0,20.0,No
E,83.48,No,4.4,80.0,7.4,S,65.0,71.6,79.16,1012.2,5.0,15.0,86.9,7.0,Cairns,7.0,2010-09-18,1015.3,E,33.0,19.0,Yes
S,76.28,Yes,1.0,76.0,5.4,S,88.0,73.94,78.98,1011.7,8.0,11.0,81.86,0.2,Cairns,7.0,2010-09-19,1014.5,SSE,26.0,15.0,No
SE,80.96,Yes,51.4,86.0,3.0,SSE,75.0,73.58,79.16,1012.1,7.0,15.0,84.74,4.0,Cairns,7.0,2010-09-20,1014.6,SE,39.0,28.0,Yes
S,80.24000000000001,Yes,2.4,84.0,5.0,S,88.0,74.3,78.62,1014.2,7.0,17.0,84.02,4.4,Cairns,6.0,2010-09-21,1016.7,SSE,35.0,13.0,Yes
ESE,83.48,No,2.0,80.0,2.8,SSE,64.0,75.2,80.78,1013.7,6.0,15.0,87.44,7.4,Cairns,7.0,2010-09-22,1016.8,SSE,39.0,24.0,Yes
ESE,83.12,No,0.2,69.0,5.4,SE,61.0,74.48,80.42,1013.6,6.0,22.0,87.08000000000001,7.8,Cairns,5.0,2010-09-23,1016.1,SE,41.0,28.0,No
SE,84.74,No,0.2,66.0,6.8,SSE,54.0,73.04,80.24000000000001,1014.3,7.0,20.0,86.72,8.4,Cairns,7.0,2010-09-24,1017.2,ESE,39.0,28.0,No
SE,85.46000000000001,No,0.0,68.0,6.0,SSE,53.0,74.3,81.14,1013.5,6.0,19.0,87.44,10.0,Cairns,6.0,2010-09-25,1016.7,SE,39.0,30.0,No
SE,80.06,No,0.0,74.0,6.8,S,69.0,73.04,78.98,1013.3,7.0,13.0,82.75999999999999,0.7,Cairns,7.0,2010-09-26,1016.1,SE,31.0,13.0,No
E,85.64,No,0.6,72.0,3.6,SSE,54.0,74.66,81.14,1012.5,1.0,13.0,87.98,10.0,Cairns,5.0,2010-09-27,1016.2,ESE,35.0,20.0,No
ENE,85.28,Yes,0.2,69.0,6.8,SSE,67.0,73.4,82.94,1011.1,6.0,7.0,86.36,10.3,Cairns,4.0,2010-09-28,1014.7,NE,28.0,15.0,No
NNE,83.66,No,22.2,70.0,6.6,NE,62.0,73.75999999999999,79.88,1009.2,1.0,6.0,85.46000000000001,9.3,Cairns,1.0,2010-09-29,1013.5,SE,28.0,13.0,Yes
SE,84.91999999999999,Yes,0.0,64.0,6.0,SSE,57.0,74.84,82.22,1011.5,3.0,22.0,87.44,7.7,Cairns,2.0,2010-09-30,1013.7,SE,46.0,33.0,No
SE,78.62,Yes,2.2,82.0,5.8,SSE,71.0,73.58,76.1,1013.0,7.0,26.0,86.53999999999999,3.2,Cairns,8.0,2010-10-01,1015.7,SE,56.0,31.0,Yes
SE,74.48,Yes,18.8,85.0,6.8,SSE,92.0,72.5,77.36,1013.9,8.0,22.0,80.6,0.7,Cairns,7.0,2010-10-02,1016.5,SSE,48.0,33.0,Yes
SE,81.86,Yes,27.2,91.0,4.0,SSE,73.0,73.04,76.82,1013.5,7.0,20.0,84.91999999999999,5.2,Cairns,7.0,2010-10-03,1017.0,ESE,50.0,31.0,Yes
ESE,84.91999999999999,No,9.8,83.0,3.4,SSE,63.0,74.12,78.98,1011.9,2.0,20.0,86.36,10.2,Cairns,5.0,2010-10-04,1015.5,SSE,43.0,28.0,Yes
SE,85.46000000000001,No,0.4,69.0,6.0,SSE,56.0,73.75999999999999,81.32,1010.9,1.0,24.0,86.53999999999999,11.0,Cairns,2.0,2010-10-05,1014.4,SE,37.0,26.0,No
SE,83.66,No,0.2,78.0,7.8,SSE,65.0,75.2,80.42,1011.1,7.0,17.0,86.36,3.5,Cairns,7.0,2010-10-06,1013.9,SE,35.0,22.0,No
SE,85.46000000000001,Yes,0.4,83.0,4.2,S,62.0,75.38,79.52,1010.9,5.0,13.0,87.8,8.2,Cairns,7.0,2010-10-07,1014.3,SE,35.0,28.0,No
E,82.75999999999999,Yes,4.6,81.0,7.8,SSE,66.0,75.2,80.42,1010.6,7.0,13.0,86.18,3.7,Cairns,7.0,2010-10-08,1013.8,ESE,33.0,20.0,Yes
ESE,85.46000000000001,Yes,9.6,77.0,2.6,SSE,55.0,72.86,81.14,1010.2,5.0,15.0,86.9,8.7,Cairns,5.0,2010-10-09,1013.7,S,31.0,19.0,Yes
SE,83.66,Yes,5.2,78.0,7.4,SSE,64.0,73.4,80.78,1011.4,7.0,19.0,85.82,5.8,Cairns,6.0,2010-10-10,1014.1,SE,39.0,24.0,Yes
SE,83.66,No,2.6,70.0,6.6,SSE,60.0,71.42,79.88,1013.2,6.0,22.0,86.18,7.5,Cairns,6.0,2010-10-11,1015.9,SE,41.0,30.0,Yes
SE,84.02,No,0.4,69.0,7.4,SSE,58.0,72.14,80.24000000000001,1011.7,3.0,20.0,86.53999999999999,9.6,Cairns,4.0,2010-10-12,1015.9,SE,41.0,30.0,No
SE,85.64,Yes,0.0,67.0,7.2,SSE,56.0,73.22,79.88,1009.1,2.0,24.0,87.98,10.8,Cairns,6.0,2010-10-13,1013.2,SSE,41.0,28.0,No
ENE,80.24000000000001,Yes,26.2,88.0,7.6,SW,83.0,72.68,76.1,1007.2,6.0,9.0,81.32,2.0,Cairns,7.0,2010-10-14,1011.3,SSW,33.0,19.0,Yes
N,82.4,Yes,18.2,79.0,2.0,NW,72.0,69.98,79.88,1006.1,5.0,11.0,85.28,8.7,Cairns,6.0,2010-10-15,1010.3,NNE,31.0,17.0,Yes
SE,78.62,Yes,1.8,82.0,5.8,SSE,67.0,75.02,78.44,1008.8,7.0,13.0,82.75999999999999,1.8,Cairns,7.0,2010-10-16,1010.8,SSE,33.0,17.0,Yes
SE,81.5,No,3.0,49.0,4.0,SSE,46.0,69.44,76.46,1011.6,6.0,20.0,82.58,5.3,Cairns,7.0,2010-10-17,1014.7,SE,39.0,22.0,Yes
S,75.92,No,0.0,63.0,7.2,S,77.0,71.06,78.25999999999999,1013.9,7.0,19.0,80.96,0.8,Cairns,7.0,2010-10-18,1016.4,SSE,35.0,15.0,No
SE,82.75999999999999,No,0.0,63.0,3.2,SSE,49.0,73.04,78.44,1013.9,7.0,22.0,85.46000000000001,9.2,Cairns,7.0,2010-10-19,1017.0,SE,44.0,33.0,No
SE,83.84,Yes,0.0,54.0,10.0,SE,61.0,73.58,82.58,1013.4,6.0,37.0,86.53999999999999,8.5,Cairns,3.0,2010-10-20,1016.6,SE,54.0,33.0,No
SSE,76.64,Yes,6.2,91.0,6.4,S,75.0,73.4,74.66,1013.0,8.0,20.0,78.98,0.4,Cairns,8.0,2010-10-21,1016.2,SSE,59.0,33.0,Yes
SE,79.7,Yes,32.4,78.0,3.6,S,71.0,69.44,75.92,1012.7,7.0,19.0,83.84,3.5,Cairns,7.0,2010-10-22,1016.1,SE,35.0,26.0,Yes
SE,82.75999999999999,No,15.4,71.0,5.0,SSE,62.0,71.42,80.24000000000001,1012.0,7.0,20.0,85.1,7.5,Cairns,4.0,2010-10-23,1015.8,SE,44.0,30.0,Yes
SE,84.2,No,0.0,67.0,6.2,SSE,60.0,73.58,81.86,1011.8,4.0,24.0,86.53999999999999,11.3,Cairns,2.0,2010-10-24,1014.7,SE,39.0,28.0,No
ESE,85.64,No,0.0,62.0,8.0,SSE,51.0,69.62,81.5,1011.7,1.0,19.0,87.26,11.7,Cairns,1.0,2010-10-25,1014.5,ESE,33.0,15.0,No
SE,84.56,No,0.0,63.0,7.2,SSE,52.0,68.36,81.14,1012.0,1.0,19.0,87.08000000000001,11.8,Cairns,2.0,2010-10-26,1015.2,SE,35.0,17.0,No
SE,86.18,No,0.0,64.0,7.4,SSE,48.0,68.9,80.96,1010.5,1.0,19.0,87.44,11.9,Cairns,4.0,2010-10-27,1013.9,ESE,39.0,28.0,No
SE,84.91999999999999,No,0.0,63.0,6.8,SSE,51.0,70.52,81.5,1009.9,7.0,22.0,86.72,6.2,Cairns,7.0,2010-10-28,1012.9,ESE,39.0,28.0,No
SE,85.1,No,0.0,62.0,6.2,SSE,53.0,73.04,81.68,1011.4,3.0,20.0,88.34,11.5,Cairns,2.0,2010-10-29,1014.3,SE,48.0,30.0,No
E,84.91999999999999,No,0.0,59.0,8.8,SSE,53.0,68.9,81.14,1010.8,3.0,22.0,86.18,11.1,Cairns,2.0,2010-10-30,1014.1,ESE,37.0,19.0,No
SE,83.12,No,0.0,66.0,7.6,SSE,55.0,70.52,80.06,1010.1,7.0,17.0,87.44,10.1,Cairns,6.0,2010-10-31,1012.9,SE,39.0,26.0,No
E,85.28,No,0.0,60.0,6.2,SSE,54.0,70.34,81.68,1008.6,6.0,13.0,88.34,11.8,Cairns,3.0,2010-11-01,1012.0,NE,31.0,22.0,No
E,85.46000000000001,No,0.0,59.0,7.4,SSE,54.0,71.96,83.12,1010.1,5.0,15.0,88.34,10.5,Cairns,4.0,2010-11-02,1013.0,ESE,31.0,22.0,No
S,80.96,Yes,0.4,80.0,6.4,SSE,70.0,74.66,79.7,1010.3,8.0,11.0,82.75999999999999,0.9,Cairns,8.0,2010-11-03,1013.4,SE,31.0,13.0,No
SE,81.86,No,3.2,68.0,3.2,SSE,63.0,71.96,77.54,1008.6,7.0,22.0,86.53999999999999,6.8,Cairns,7.0,2010-11-04,1013.1,SSE,41.0,28.0,Yes
SE,82.58,No,0.6,63.0,6.2,SSE,57.0,73.22,80.78,1008.7,6.0,20.0,86.53999999999999,11.7,Cairns,5.0,2010-11-05,1011.8,SE,37.0,28.0,No
ESE,83.12,No,0.0,62.0,7.6,SSE,55.0,71.06,83.12,1010.1,6.0,19.0,88.52,8.5,Cairns,2.0,2010-11-06,1012.9,SE,41.0,28.0,No
SE,84.74,No,0.0,65.0,7.2,S,48.0,73.4,81.14,1011.2,7.0,19.0,88.34,3.3,Cairns,7.0,2010-11-07,1014.2,SE,39.0,22.0,No
E,86.72,No,0.4,72.0,6.6,S,48.0,72.86,79.52,1011.4,7.0,11.0,88.34,6.6,Cairns,7.0,2010-11-08,1014.7,SE,33.0,17.0,No
SE,84.56,No,1.0,64.0,6.4,SSE,59.0,71.96,82.75999999999999,1013.3,8.0,28.0,88.7,10.0,Cairns,7.0,2010-11-09,1016.1,SE,39.0,28.0,No
ENE,87.61999999999999,No,0.0,69.0,6.2,S,54.0,73.94,82.75999999999999,1011.5,4.0,17.0,89.41999999999999,9.9,Cairns,5.0,2010-11-10,1015.0,S,35.0,15.0,No
E,87.61999999999999,No,0.0,63.0,7.4,SE,55.0,73.04,85.28,1009.0,3.0,15.0,89.96000000000001,10.5,Cairns,5.0,2010-11-11,1013.1,NE,31.0,22.0,No
NE,86.0,No,0.0,64.0,6.2,SSE,66.0,72.86,84.91999999999999,1008.7,4.0,11.0,88.34,9.2,Cairns,6.0,2010-11-12,1011.4,ENE,31.0,15.0,No
E,85.46000000000001,No,0.0,68.0,9.4,SSE,64.0,75.2,82.94,1010.4,7.0,17.0,91.03999999999999,5.1,Cairns,7.0,2010-11-13,1013.6,ENE,35.0,19.0,No
ESE,82.58,Yes,0.0,62.0,5.2,SSE,72.0,75.92,87.08000000000001,1010.9,7.0,17.0,90.32,3.8,Cairns,4.0,2010-11-14,1013.9,ESE,39.0,22.0,No
NE,86.9,No,2.4,81.0,5.6,S,55.0,73.04,79.7,1008.7,3.0,13.0,88.88000000000001,8.1,Cairns,5.0,2010-11-15,1012.8,SSE,30.0,20.0,Yes
SSE,76.82,Yes,0.0,66.0,6.6,SSE,88.0,74.12,84.2,1008.1,7.0,13.0,86.9,4.3,Cairns,3.0,2010-11-16,1010.3,E,33.0,13.0,No
ENE,87.26,Yes,8.0,65.0,4.6,SSE,55.0,70.52,82.94,1007.3,7.0,17.0,89.41999999999999,8.9,Cairns,7.0,2010-11-17,1011.0,NE,28.0,22.0,Yes
NNE,81.86,No,2.8,73.0,6.8,,72.0,74.12,81.86,1007.5,7.0,0.0,86.18,5.0,Cairns,7.0,2010-11-18,1011.0,NNE,28.0,17.0,Yes
SSE,76.46,Yes,0.0,80.0,4.0,S,89.0,74.12,80.06,1008.8,8.0,15.0,82.04,0.7,Cairns,7.0,2010-11-19,1010.9,SSE,31.0,17.0,No
SE,84.74,Yes,18.4,75.0,3.4,S,63.0,73.22,81.32,1008.9,4.0,15.0,87.61999999999999,3.7,Cairns,7.0,2010-11-20,1011.7,S,37.0,24.0,Yes
ESE,81.14,No,21.0,94.0,6.0,SSE,67.0,73.04,73.75999999999999,1010.0,7.0,28.0,83.3,1.8,Cairns,8.0,2010-11-21,1013.1,SSE,39.0,19.0,Yes
SE,84.38000000000001,Yes,0.0,74.0,3.4,S,64.0,73.75999999999999,81.14,1008.5,6.0,20.0,86.72,3.7,Cairns,6.0,2010-11-22,1011.7,SE,39.0,28.0,No
SSE,78.08,Yes,2.6,90.0,5.0,S,87.0,74.84,77.72,1009.6,8.0,15.0,85.64,3.6,Cairns,7.0,2010-11-23,1012.4,SE,41.0,17.0,Yes
SSE,79.7,Yes,15.2,85.0,3.8,SSE,83.0,73.04,77.72,1010.4,7.0,20.0,84.2,5.5,Cairns,7.0,2010-11-24,1012.5,SE,44.0,17.0,Yes
SE,81.68,Yes,28.2,82.0,7.4,SSE,74.0,72.68,79.34,1009.3,7.0,22.0,85.64,2.2,Cairns,7.0,2010-11-25,1012.1,ESE,50.0,22.0,Yes
S,76.28,Yes,45.8,90.0,8.8,S,91.0,73.4,74.84,1009.1,8.0,19.0,82.22,1.4,Cairns,7.0,2010-11-26,1011.7,SSE,41.0,19.0,Yes
SE,83.84,Yes,39.6,83.0,1.4,SSE,63.0,72.14,78.25999999999999,1007.9,4.0,19.0,87.26,5.5,Cairns,7.0,2010-11-27,1011.3,E,37.0,24.0,Yes
NNE,84.56,Yes,1.4,69.0,5.0,SSE,68.0,73.04,81.68,1006.9,2.0,13.0,86.36,8.3,Cairns,7.0,2010-11-28,1010.8,S,28.0,15.0,Yes
NE,83.3,Yes,3.0,79.0,5.2,SE,75.0,72.86,79.16,1004.7,5.0,9.0,85.28,6.1,Cairns,7.0,2010-11-29,1008.4,NE,33.0,15.0,Yes
NNW,82.22,No,10.4,82.0,4.8,SSE,67.0,73.22,79.88,1003.7,6.0,11.0,86.18,5.5,Cairns,6.0,2010-11-30,1006.3,NNE,20.0,13.0,Yes
ENE,86.0,No,0.0,69.0,4.8,SE,62.0,73.58,84.38000000000001,1004.1,4.0,11.0,88.52,7.1,Cairns,3.0,2010-12-01,1006.5,ENE,31.0,19.0,No
E,89.06,No,0.0,65.0,5.6,SSE,62.0,75.2,85.28,1005.3,5.0,17.0,89.96000000000001,9.1,Cairns,5.0,2010-12-02,1008.5,E,31.0,24.0,No
ENE,87.8,No,0.0,76.0,5.8,SSE,62.0,76.64,82.04,1004.9,5.0,13.0,89.06,7.1,Cairns,7.0,2010-12-03,1008.7,ENE,30.0,20.0,No
ENE,87.61999999999999,No,0.0,68.0,6.0,SSE,64.0,75.02,84.2,1004.1,2.0,9.0,89.24,11.8,Cairns,2.0,2010-12-04,1007.5,ENE,33.0,19.0,No
NE,87.61999999999999,No,0.0,69.0,6.2,ENE,67.0,74.48,85.28,1003.9,1.0,7.0,89.96000000000001,11.0,Cairns,1.0,2010-12-05,1007.8,SSE,22.0,17.0,No
NE,84.38000000000001,No,0.0,68.0,5.4,NNE,71.0,75.38,86.36,1004.8,7.0,7.0,89.06,7.8,Cairns,2.0,2010-12-06,1008.0,NNE,28.0,9.0,No
E,89.06,Yes,0.0,67.0,5.8,SE,64.0,77.0,86.9,1006.5,5.0,7.0,90.86,8.5,Cairns,6.0,2010-12-07,1008.0,NNE,31.0,19.0,No
SE,87.8,Yes,16.8,69.0,8.6,S,63.0,73.4,85.1,1008.6,5.0,13.0,90.68,6.1,Cairns,4.0,2010-12-08,1011.1,ENE,31.0,15.0,Yes
ESE,90.14,No,11.4,82.0,4.8,NE,54.0,77.18,84.02,1008.7,2.0,4.0,91.58000000000001,9.1,Cairns,6.0,2010-12-09,1012.2,SSW,33.0,20.0,Yes
NE,87.98,No,0.8,65.0,7.0,ESE,63.0,76.64,86.18,1006.9,5.0,19.0,89.96000000000001,11.3,Cairns,4.0,2010-12-10,1010.8,NE,33.0,19.0,No
N,87.08000000000001,No,0.0,65.0,6.6,SE,71.0,74.84,86.9,1004.2,4.0,9.0,88.34,9.1,Cairns,7.0,2010-12-11,1008.1,NNE,26.0,17.0,No
NNW,86.53999999999999,Yes,1.0,75.0,6.6,N,74.0,75.2,80.96,1004.1,7.0,11.0,87.44,1.8,Cairns,7.0,2010-12-12,1007.6,W,39.0,19.0,No
S,81.68,Yes,43.4,77.0,7.2,W,74.0,74.48,82.22,1006.5,6.0,9.0,89.78,5.2,Cairns,7.0,2010-12-13,1008.5,S,31.0,20.0,Yes
NNE,86.72,Yes,1.4,70.0,4.8,SE,70.0,75.56,84.38000000000001,1006.1,5.0,7.0,88.7,8.5,Cairns,6.0,2010-12-14,1009.5,NE,31.0,15.0,Yes
N,85.64,No,7.6,84.0,5.6,E,66.0,74.84,80.78,1006.6,4.0,9.0,87.61999999999999,7.3,Cairns,7.0,2010-12-15,1010.1,NNE,26.0,13.0,Yes
NE,85.1,No,0.0,65.0,5.0,NE,72.0,74.66,87.26,1006.8,4.0,6.0,88.34,7.2,Cairns,2.0,2010-12-16,1009.5,ENE,26.0,13.0,No
N,88.52,No,0.0,70.0,4.2,SSE,70.0,75.2,86.36,1006.2,4.0,9.0,89.41999999999999,9.5,Cairns,1.0,2010-12-17,1009.0,NE,26.0,15.0,No
N,88.7,Yes,0.0,66.0,6.4,SSE,65.0,76.28,87.61999999999999,1005.2,7.0,7.0,90.68,9.3,Cairns,5.0,2010-12-18,1009.3,NNE,26.0,13.0,No
N,88.16,No,19.6,71.0,10.0,S,70.0,75.92,85.46000000000001,1003.2,6.0,4.0,94.64,5.2,Cairns,7.0,2010-12-19,1008.0,WNW,33.0,17.0,Yes
N,81.86,Yes,0.0,63.0,6.6,WNW,78.0,77.9,89.78,1002.6,7.0,7.0,94.1,6.8,Cairns,7.0,2010-12-20,1005.8,N,33.0,13.0,No
ESE,80.42,Yes,8.2,73.0,9.2,SSE,87.0,76.46,83.84,1003.4,7.0,17.0,90.5,3.2,Cairns,7.0,2010-12-21,1005.7,S,33.0,19.0,Yes
SE,84.56,Yes,17.2,83.0,0.4,SSE,75.0,75.56,79.52,1004.2,7.0,28.0,88.88000000000001,3.2,Cairns,7.0,2010-12-22,1006.2,E,48.0,28.0,Yes
E,82.94,Yes,79.2,96.0,1.4,SSE,74.0,74.12,74.48,1006.2,8.0,15.0,83.48,0.5,Cairns,8.0,2010-12-23,1008.8,S,37.0,13.0,Yes
S,77.36,Yes,18.6,90.0,8.4,S,86.0,74.48,77.18,1003.7,8.0,13.0,79.16,0.0,Cairns,8.0,2010-12-24,1007.0,S,48.0,15.0,Yes
N,84.38000000000001,Yes,76.8,84.0,1.2,WNW,79.0,74.3,78.62,999.4,8.0,11.0,85.46000000000001,,Cairns,8.0,2010-12-25,1000.3,SSE,48.0,17.0,Yes
N,83.12,Yes,27.4,85.0,7.6,NW,88.0,75.74000000000001,82.75999999999999,1001.2,7.0,9.0,86.72,4.1,Cairns,6.0,2010-12-26,1003.6,N,39.0,17.0,Yes
N,84.74,Yes,10.8,70.0,4.8,NNW,88.0,76.1,86.72,1001.6,8.0,11.0,88.7,5.0,Cairns,6.0,2010-12-27,1004.4,N,48.0,20.0,Yes
N,85.82,Yes,17.6,72.0,6.4,W,76.0,77.18,85.46000000000001,1005.0,7.0,9.0,89.06,5.1,Cairns,7.0,2010-12-28,1007.2,NNE,30.0,19.0,Yes
NE,85.82,No,3.0,82.0,5.2,SSE,79.0,77.72,83.3,1006.3,8.0,4.0,88.88000000000001,5.1,Cairns,7.0,2010-12-29,1009.2,NNE,33.0,19.0,Yes
ENE,87.98,Yes,0.0,74.0,3.6,SE,71.0,76.28,85.64,1008.5,2.0,9.0,90.14,11.8,Cairns,6.0,2010-12-30,1010.6,ENE,28.0,17.0,No
SE,86.53999999999999,Yes,1.2,87.0,6.4,S,70.0,77.18,80.78,1006.7,7.0,11.0,90.5,7.7,Cairns,7.0,2010-12-31,1009.6,SE,44.0,31.0,Yes
S,79.88,Yes,31.2,90.0,8.8,S,89.0,76.64,78.62,1005.5,8.0,15.0,82.75999999999999,0.0,Cairns,8.0,2011-01-01,1008.2,S,37.0,15.0,Yes
ENE,81.32,Yes,73.2,91.0,,SSE,84.0,74.3,77.54,1006.4,8.0,13.0,82.75999999999999,0.0,Cairns,8.0,2011-01-02,1009.2,N,33.0,13.0,Yes
N,83.66,Yes,1.8,78.0,0.8,WNW,75.0,75.02,82.04,1005.8,7.0,9.0,86.53999999999999,4.0,Cairns,7.0,2011-01-03,1009.3,NNE,28.0,13.0,Yes
NNE,84.02,Yes,8.0,75.0,4.4,E,69.0,73.04,81.32,1003.9,2.0,2.0,87.26,6.6,Cairns,7.0,2011-01-04,1007.3,NNE,28.0,13.0,Yes
E,87.44,No,6.8,73.0,5.2,SE,61.0,73.75999999999999,84.74,1002.6,7.0,13.0,89.24,9.7,Cairns,6.0,2011-01-05,1006.3,ENE,33.0,19.0,Yes
S,80.6,Yes,0.0,68.0,8.0,NE,78.0,75.56,84.91999999999999,1002.7,7.0,7.0,89.06,6.1,Cairns,6.0,2011-01-06,1005.6,SSE,33.0,17.0,No
NNE,88.16,No,1.6,65.0,2.0,NE,71.0,75.02,87.08000000000001,1000.6,3.0,6.0,89.96000000000001,9.6,Cairns,2.0,2011-01-07,1003.6,S,33.0,17.0,Yes
NE,87.61999999999999,No,0.0,71.0,6.8,SE,68.0,75.38,84.2,1000.6,2.0,13.0,89.41999999999999,9.6,Cairns,6.0,2011-01-08,1004.5,WNW,35.0,11.0,No
W,81.14,Yes,0.0,68.0,4.6,SSE,87.0,76.82,87.26,1000.6,8.0,13.0,90.86,6.7,Cairns,2.0,2011-01-09,1002.5,NNE,30.0,9.0,No
NNE,85.28,No,19.4,70.0,5.2,N,72.0,75.38,84.2,998.4,4.0,9.0,88.52,10.0,Cairns,2.0,2011-01-10,1001.7,SE,33.0,13.0,Yes
S,76.64,Yes,0.6,72.0,5.6,SE,95.0,76.28,85.82,1001.3,8.0,9.0,89.06,3.8,Cairns,6.0,2011-01-11,1002.5,ENE,26.0,13.0,No
