MinTempF,Location,MaxTempF,Temp3pmF,Temp9amF,WindDir3pm,Humidity9am,Cloud3pm,Rainfall,WindSpeed3pm,Cloud9am,WindSpeed9am,RainToday,Date,WindDir9am,RainTomorrow,Humidity3pm
48.92,Newcastle,64.04,63.32,53.78,SE,66.0,6.0,0.2,15.0,1.0,9.0,No,2010-06-06,NW,Yes,53.0
53.6,Newcastle,64.04,60.440000000000005,56.84,SE,58.0,7.0,12.4,4.0,1.0,4.0,Yes,2010-06-07,SW,No,63.0
,Newcastle,65.12,61.7,52.879999999999995,,92.0,4.0,0.8,0.0,5.0,0.0,No,2010-06-08,,No,69.0
,Newcastle,64.04,61.519999999999996,51.620000000000005,NW,79.0,2.0,0.2,37.0,3.0,4.0,No,2010-06-09,NW,No,37.0
,Newcastle,62.959999999999994,60.26,53.96,,52.0,1.0,0.0,0.0,1.0,9.0,No,2010-06-10,NW,No,34.0
,Newcastle,61.16,59.0,47.3,NW,66.0,1.0,0.0,11.0,1.0,11.0,No,2010-06-11,NW,No,47.0
,Newcastle,62.059999999999995,59.540000000000006,48.92,SE,69.0,2.0,0.0,9.0,2.0,4.0,No,2010-06-12,NW,No,43.0
,Newcastle,63.5,60.980000000000004,53.24,SW,70.0,3.0,0.0,6.0,6.0,0.0,No,2010-06-13,,No,65.0
,Newcastle,64.4,62.6,56.3,SE,67.0,1.0,0.0,4.0,1.0,4.0,No,2010-06-14,NW,No,20.0
,Newcastle,67.28,63.14,51.26,SE,89.0,2.0,0.0,4.0,1.0,0.0,No,2010-06-15,,No,72.0
,Newcastle,65.3,63.5,46.94,NE,99.0,1.0,0.2,4.0,8.0,0.0,No,2010-06-16,,No,59.0
,Newcastle,59.0,54.5,50.72,,87.0,8.0,0.2,0.0,8.0,4.0,No,2010-06-17,NW,No,94.0
,Newcastle,64.75999999999999,61.7,54.32,,78.0,1.0,0.1,0.0,0.0,0.0,No,2010-06-18,,No,40.0
,Newcastle,64.75999999999999,62.6,52.34,NW,63.0,0.0,0.0,7.0,0.0,4.0,No,2010-06-19,NW,No,39.0
,Newcastle,67.1,,56.3,,74.0,,0.0,,0.0,0.0,No,2010-06-20,,No,
,Newcastle,62.24,58.28,51.44,SE,87.0,8.0,0.0,4.0,3.0,0.0,No,2010-06-21,,Yes,96.0
,Newcastle,62.24,61.519999999999996,58.1,,92.0,7.0,33.6,0.0,7.0,0.0,Yes,2010-06-22,,Yes,85.0
,Newcastle,67.28,64.4,56.3,NE,97.0,5.0,10.6,4.0,7.0,0.0,Yes,2010-06-23,,No,53.0
,Newcastle,66.56,63.5,54.32,,97.0,6.0,0.8,0.0,8.0,0.0,No,2010-06-24,,No,59.0
,Newcastle,65.84,64.75999999999999,53.96,,92.0,6.0,0.6,0.0,7.0,4.0,No,2010-06-25,NE,No,68.0
52.879999999999995,Newcastle,66.56,63.86,57.02,NNW,92.0,7.0,0.8,7.0,8.0,6.0,No,2010-06-26,NE,No,73.0
41.36,Newcastle,61.16,59.0,49.46,SW,63.0,1.0,0.0,4.0,0.0,6.0,No,2010-06-27,WNW,No,46.0
38.3,Newcastle,62.42,59.540000000000006,46.94,,75.0,1.0,0.2,0.0,1.0,7.0,No,2010-06-28,NW,No,46.0
39.56,Newcastle,58.82,56.48,45.5,NW,71.0,0.0,0.0,7.0,0.0,6.0,No,2010-06-29,NW,No,40.0
39.02,Newcastle,58.1,56.120000000000005,43.16,SW,73.0,1.0,0.0,7.0,1.0,7.0,No,2010-06-30,NW,No,45.0
40.28,Newcastle,62.959999999999994,59.9,47.3,,66.0,6.0,0.0,0.0,6.0,4.0,No,2010-07-01,NW,No,40.0
44.06,Newcastle,56.66,56.120000000000005,48.92,,79.0,8.0,0.0,0.0,7.0,0.0,No,2010-07-02,,No,64.0
44.6,Newcastle,61.34,,51.44,,72.0,,0.0,,5.0,9.0,No,2010-07-03,NW,No,
42.44,Newcastle,62.959999999999994,60.8,50.54,,71.0,6.0,0.0,0.0,5.0,0.0,No,2010-07-04,,Yes,67.0
47.84,Newcastle,60.8,59.36,49.64,,97.0,7.0,7.0,0.0,8.0,4.0,Yes,2010-07-05,NE,Yes,79.0
49.1,Newcastle,63.86,61.16,53.96,NW,97.0,6.0,4.2,2.0,8.0,0.0,Yes,2010-07-06,,No,73.0
52.7,Newcastle,61.16,58.82,56.120000000000005,SE,75.0,7.0,0.4,7.0,8.0,19.0,No,2010-07-07,SE,Yes,88.0
50.72,Newcastle,62.959999999999994,57.56,54.32,SW,91.0,7.0,9.8,4.0,7.0,4.0,Yes,2010-07-08,SW,Yes,92.0
51.08,Newcastle,61.34,59.0,53.78,,94.0,7.0,7.0,0.0,7.0,13.0,Yes,2010-07-09,SW,Yes,87.0
45.68,Newcastle,65.12,61.7,47.84,SE,99.0,6.0,15.4,4.0,8.0,0.0,Yes,2010-07-10,,No,80.0
48.2,Newcastle,62.959999999999994,62.24,55.04,,96.0,7.0,0.0,0.0,6.0,0.0,No,2010-07-11,,No,84.0
54.32,Newcastle,63.5,63.32,57.74,,91.0,6.0,0.0,0.0,8.0,0.0,No,2010-07-12,,No,65.0
54.5,Newcastle,65.3,64.04,59.9,,89.0,8.0,0.8,0.0,8.0,0.0,No,2010-07-13,,Yes,82.0
55.4,Newcastle,64.04,62.24,56.3,NW,94.0,2.0,3.6,37.0,8.0,15.0,Yes,2010-07-14,NW,No,34.0
52.16,Newcastle,63.86,61.16,55.04,SW,52.0,3.0,0.4,11.0,1.0,9.0,No,2010-07-15,SW,No,40.0
39.2,Newcastle,61.519999999999996,59.9,48.2,SE,68.0,2.0,0.1,6.0,1.0,0.0,No,2010-07-16,,No,50.0
41.9,Newcastle,63.14,61.519999999999996,47.84,SE,84.0,2.0,0.0,4.0,6.0,0.0,No,2010-07-17,,No,58.0
39.92,Newcastle,68.0,,47.3,,95.0,,0.2,,0.0,4.0,No,2010-07-18,NE,No,
43.34,Newcastle,64.04,61.519999999999996,49.64,,90.0,7.0,0.1,0.0,6.0,2.0,No,2010-07-19,NW,No,61.0
47.84,Newcastle,63.5,61.7,54.14,SW,69.0,6.0,0.1,6.0,6.0,4.0,No,2010-07-20,NW,Yes,51.0
47.3,Newcastle,60.26,58.82,51.26,SW,81.0,5.0,10.8,11.0,6.0,4.0,Yes,2010-07-21,SW,No,54.0
40.1,Newcastle,61.16,58.64,50.9,SW,66.0,5.0,0.0,19.0,6.0,7.0,No,2010-07-22,NW,Yes,65.0
46.04,Newcastle,64.58,64.04,53.24,W,82.0,5.0,9.4,4.0,5.0,4.0,Yes,2010-07-23,NW,No,59.0
48.92,Newcastle,64.75999999999999,61.34,53.96,SE,91.0,6.0,0.4,19.0,8.0,0.0,No,2010-07-24,,No,72.0
48.2,Newcastle,63.14,,56.66,,81.0,,0.2,,4.0,0.0,No,2010-07-25,,No,
49.1,Newcastle,62.959999999999994,61.34,55.76,SE,77.0,6.0,0.8,19.0,5.0,4.0,No,2010-07-26,SE,Yes,67.0
48.56,Newcastle,61.16,59.9,55.04,SE,97.0,8.0,3.4,4.0,7.0,0.0,Yes,2010-07-27,,Yes,69.0
53.96,Newcastle,60.8,57.92,57.92,SW,99.0,8.0,2.8,4.0,8.0,0.0,Yes,2010-07-28,,Yes,96.0
53.42,Newcastle,59.0,58.28,55.04,,96.0,8.0,22.2,0.0,7.0,0.0,Yes,2010-07-29,,No,93.0
51.620000000000005,Newcastle,71.6,68.9,57.56,NW,93.0,8.0,0.8,2.0,6.0,0.0,No,2010-07-30,,Yes,72.0
57.2,Newcastle,69.8,68.36,59.0,NW,98.0,6.0,4.2,28.0,7.0,2.0,Yes,2010-07-31,W,No,49.0
48.92,Newcastle,66.56,65.12,56.120000000000005,NW,67.0,1.0,0.4,28.0,0.0,6.0,No,2010-08-01,NW,No,46.0
45.86,Newcastle,57.92,55.76,51.44,W,61.0,3.0,0.6,31.0,1.0,28.0,No,2010-08-02,NW,Yes,54.0
46.76,Newcastle,61.16,60.08,56.84,SE,91.0,6.0,27.4,46.0,8.0,52.0,Yes,2010-08-03,SE,Yes,79.0
42.08,Newcastle,65.3,64.4,55.04,SW,75.0,1.0,23.7,9.0,0.0,6.0,Yes,2010-08-04,NW,No,43.0
42.260000000000005,Newcastle,63.5,62.959999999999994,48.2,NW,79.0,1.0,0.1,7.0,1.0,0.0,No,2010-08-05,,No,42.0
40.64,Newcastle,62.24,,50.0,,67.0,,0.1,,0.0,6.0,No,2010-08-06,NW,No,
42.8,Newcastle,62.959999999999994,59.36,53.24,S,58.0,1.0,0.1,4.0,1.0,7.0,No,2010-08-07,SW,No,41.0
39.56,Newcastle,62.959999999999994,59.9,49.1,SE,89.0,2.0,0.1,4.0,1.0,2.0,No,2010-08-08,NW,No,61.0
38.839999999999996,Newcastle,67.1,64.75999999999999,47.48,,97.0,1.0,0.1,0.0,2.0,2.0,No,2010-08-09,NW,Yes,59.0
47.84,Newcastle,61.7,60.26,57.2,NE,94.0,8.0,2.0,2.0,8.0,4.0,Yes,2010-08-10,NE,Yes,94.0
53.42,Newcastle,64.4,63.32,56.3,NW,59.0,2.0,3.4,37.0,7.0,15.0,Yes,2010-08-11,NW,No,47.0
52.52,Newcastle,64.4,61.16,57.02,NW,54.0,5.0,0.4,22.0,5.0,56.0,No,2010-08-12,SW,No,41.0
45.68,Newcastle,64.75999999999999,61.7,54.5,SE,65.0,5.0,0.8,7.0,1.0,2.0,No,2010-08-13,NW,No,46.0
43.519999999999996,Newcastle,68.54,67.1,53.6,N,74.0,0.0,0.0,7.0,0.0,6.0,No,2010-08-14,NW,No,43.0
44.96,Newcastle,68.36,66.92,57.92,NW,63.0,2.0,0.0,28.0,7.0,6.0,No,2010-08-15,NW,Yes,38.0
53.24,Newcastle,64.04,62.24,59.36,NW,55.0,0.0,3.0,46.0,1.0,31.0,Yes,2010-08-16,NW,No,40.0
42.44,Newcastle,62.959999999999994,59.0,53.24,SE,71.0,3.0,0.0,4.0,0.0,4.0,No,2010-08-17,NW,No,58.0
41.0,Newcastle,70.34,68.72,52.52,,67.0,0.0,0.0,0.0,1.0,4.0,No,2010-08-18,N,Yes,48.0
51.8,Newcastle,74.3,72.14,67.28,NW,67.0,2.0,1.4,52.0,3.0,19.0,Yes,2010-08-19,NE,No,49.0
50.0,Newcastle,68.72,66.92,58.64,NW,64.0,1.0,0.2,7.0,1.0,2.0,No,2010-08-20,NW,No,33.0
42.44,Newcastle,64.4,61.7,52.7,NW,47.0,1.0,0.0,11.0,0.0,4.0,No,2010-08-21,W,No,52.0
42.260000000000005,Newcastle,64.94,60.440000000000005,52.879999999999995,SE,62.0,7.0,0.0,2.0,0.0,6.0,No,2010-08-22,NW,Yes,50.0
49.46,Newcastle,56.3,53.24,50.9,,94.0,8.0,1.8,0.0,8.0,0.0,Yes,2010-08-23,,Yes,100.0
48.92,Newcastle,66.92,65.84,56.3,NW,99.0,5.0,2.6,11.0,1.0,19.0,Yes,2010-08-24,NW,No,47.0
51.44,Newcastle,66.56,64.75999999999999,58.64,NW,58.0,1.0,0.1,44.0,1.0,19.0,No,2010-08-25,NW,No,34.0
47.84,Newcastle,64.04,63.32,57.2,NW,52.0,2.0,0.0,37.0,2.0,41.0,No,2010-08-26,NW,No,40.0
50.36,Newcastle,64.4,62.6,57.2,SW,59.0,1.0,0.0,56.0,3.0,37.0,No,2010-08-27,NW,No,43.0
42.8,Newcastle,63.5,60.440000000000005,55.4,SE,55.0,1.0,0.0,9.0,0.0,2.0,No,2010-08-28,SW,No,43.0
42.8,Newcastle,66.56,62.6,53.06,SE,76.0,1.0,0.0,7.0,3.0,4.0,No,2010-08-29,,No,59.0
43.879999999999995,Newcastle,66.2,62.6,56.3,SE,80.0,5.0,0.0,4.0,1.0,2.0,No,2010-08-30,NW,No,66.0
44.06,Newcastle,73.22,71.6,53.24,NW,84.0,2.0,0.0,4.0,1.0,0.0,No,2010-08-31,,No,35.0
50.18,Newcastle,76.64,74.84,60.440000000000005,NW,63.0,7.0,0.0,11.0,6.0,0.0,No,2010-09-01,,Yes,36.0
57.92,Newcastle,81.5,66.2,60.440000000000005,,94.0,7.0,2.0,0.0,5.0,0.0,Yes,2010-09-02,,Yes,85.0
57.02,Newcastle,64.75999999999999,63.14,61.7,SE,74.0,8.0,5.6,11.0,8.0,4.0,Yes,2010-09-03,SE,Yes,67.0
59.540000000000006,Newcastle,69.44,68.36,64.22,NE,89.0,8.0,5.0,4.0,7.0,4.0,Yes,2010-09-04,NE,Yes,82.0
60.8,Newcastle,71.24000000000001,70.16,64.75999999999999,NW,47.0,4.0,1.2,19.0,1.0,74.0,Yes,2010-09-05,NW,No,39.0
49.64,Newcastle,70.16,67.64,59.72,NW,59.0,6.0,0.0,7.0,0.0,4.0,No,2010-09-06,NW,No,34.0
44.96,Newcastle,67.82,59.0,55.4,SE,70.0,5.0,0.0,11.0,5.0,6.0,No,2010-09-07,NW,No,63.0
44.06,Newcastle,63.32,61.88,57.56,SE,69.0,1.0,0.0,6.0,1.0,0.0,No,2010-09-08,,No,52.0
46.22,Newcastle,68.0,64.04,51.98,NW,91.0,8.0,0.0,4.0,6.0,0.0,No,2010-09-09,,Yes,61.0
51.8,Newcastle,76.1,74.84,67.1,NW,75.0,3.0,2.8,19.0,1.0,9.0,Yes,2010-09-10,NW,No,36.0
46.76,Newcastle,67.64,64.4,61.88,SE,50.0,1.0,0.6,4.0,1.0,4.0,No,2010-09-11,N,No,51.0
43.16,Newcastle,71.6,,57.74,,,,0.0,,2.0,,No,2010-09-12,,No,
54.68,Newcastle,76.64,74.48,59.9,SW,73.0,4.0,0.0,4.0,7.0,0.0,No,2010-09-13,,No,32.0
,Newcastle,69.25999999999999,68.9,63.32,SE,65.0,4.0,0.0,6.0,8.0,0.0,No,2010-09-14,,Yes,58.0
53.96,Newcastle,71.96,67.64,60.8,SE,73.0,6.0,5.2,4.0,6.0,4.0,Yes,2010-09-15,SW,No,64.0
48.56,Newcastle,70.16,69.08,57.92,NW,59.0,2.0,0.2,19.0,4.0,11.0,No,2010-09-16,SW,No,40.0
44.96,Newcastle,67.64,67.1,70.16,,3.0,4.0,0.0,0.0,4.0,6.0,No,2010-09-17,W,No,32.0
,Newcastle,74.3,,,,,,0.8,,,,No,2010-09-18,,No,
50.0,Newcastle,66.92,65.12,61.7,,63.0,8.0,0.0,0.0,7.0,0.0,No,2010-09-19,,No,63.0
54.32,Newcastle,68.36,66.74000000000001,61.7,NW,65.0,1.0,0.0,4.0,6.0,4.0,No,2010-09-20,SW,No,63.0
51.44,Newcastle,75.56,71.6,64.4,SE,75.0,1.0,0.0,6.0,1.0,0.0,No,2010-09-21,,No,64.0
54.5,Newcastle,71.6,67.28,62.959999999999994,NE,64.0,0.0,0.0,9.0,6.0,0.0,No,2010-09-22,,No,59.0
58.64,Newcastle,65.84,65.3,62.6,SE,77.0,6.0,0.0,6.0,8.0,4.0,No,2010-09-23,SE,No,67.0
52.879999999999995,Newcastle,80.06,77.9,61.519999999999996,NE,80.0,0.0,0.0,4.0,7.0,0.0,No,2010-09-24,,No,42.0
50.0,Newcastle,82.4,80.78,67.1,NW,55.0,4.0,0.0,22.0,6.0,11.0,No,2010-09-25,NW,No,20.0
48.56,Newcastle,76.1,72.5,68.9,SE,49.0,1.0,0.0,4.0,0.0,0.0,No,2010-09-26,,No,49.0
49.46,Newcastle,83.84,68.18,69.8,NW,53.0,7.0,0.0,4.0,2.0,4.0,No,2010-09-27,NE,No,79.0
55.76,Newcastle,81.5,80.6,70.16,NW,70.0,2.0,0.8,15.0,2.0,2.0,No,2010-09-28,NE,No,23.0
54.32,Newcastle,66.56,59.540000000000006,62.6,SE,41.0,5.0,0.0,28.0,3.0,9.0,No,2010-09-29,S,No,60.0
44.96,Newcastle,66.2,63.86,58.1,SE,55.0,1.0,0.0,6.0,3.0,0.0,No,2010-09-30,,No,42.0
46.76,Newcastle,70.16,68.72,64.04,SW,54.0,6.0,0.0,11.0,4.0,11.0,No,2010-10-01,SE,No,38.0
55.76,Newcastle,66.92,61.519999999999996,65.3,,32.0,8.0,0.0,0.0,6.0,7.0,No,2010-10-02,NE,Yes,90.0
57.74,Newcastle,68.0,66.2,62.24,SE,89.0,8.0,3.6,9.0,7.0,0.0,Yes,2010-10-03,,Yes,76.0
60.08,Newcastle,70.16,67.28,66.2,NE,81.0,7.0,13.4,11.0,6.0,11.0,Yes,2010-10-04,SE,Yes,99.0
59.0,Newcastle,74.3,71.6,66.92,SE,85.0,4.0,2.8,15.0,7.0,0.0,Yes,2010-10-05,,Yes,72.0
62.059999999999995,Newcastle,74.66,72.68,67.64,NE,91.0,3.0,2.2,9.0,7.0,0.0,Yes,2010-10-06,,No,62.0
56.84,Newcastle,77.9,68.72,62.959999999999994,SE,98.0,8.0,1.0,28.0,8.0,4.0,No,2010-10-07,NW,No,73.0
59.36,Newcastle,68.0,65.84,64.04,SE,74.0,8.0,0.0,4.0,7.0,4.0,No,2010-10-08,SE,Yes,62.0
58.28,Newcastle,,,59.36,,96.0,,7.0,,8.0,0.0,Yes,2010-10-09,,No,
,Newcastle,,,,,,,0.0,,,,No,2010-10-10,,No,
,Newcastle,,,,,,,0.0,,,,No,2010-10-11,,No,
,Newcastle,,,,,,,0.0,,,,No,2010-10-12,,No,
,Newcastle,,,,,,,0.0,,,,No,2010-10-13,,No,
,Newcastle,,,,,,,0.0,,,,No,2010-10-14,,No,
,Newcastle,,,,,,,0.0,,,,No,2010-10-15,,No,
,Newcastle,,,,,,,0.0,,,,No,2010-10-16,,No,
,Newcastle,,,,,,,0.0,,,,No,2010-10-17,,No,
,Newcastle,,,,,,,0.0,,,,No,2010-10-18,,No,
,Newcastle,,,,,,,0.0,,,,No,2010-10-19,,No,
,Newcastle,,,,,,,0.0,,,,No,2010-10-20,,No,
,Newcastle,,,,,,,0.0,,,,No,2010-10-21,,No,
,Newcastle,,,,,,,0.0,,,,No,2010-10-22,,,
,Newcastle,,,,,,,,,,,,2010-10-23,,,
,Newcastle,,,,,,,,,,,,2010-10-24,,,
,Newcastle,,,,,,,,,,,,2010-10-25,,,
,Newcastle,,,,,,,,,,,,2010-10-26,,,
,Newcastle,,,,,,,,,,,,2010-10-27,,,
,Newcastle,,,,,,,,,,,,2010-10-28,,Yes,
,Newcastle,74.3,,72.32,,81.0,,26.0,,6.0,4.0,Yes,2010-10-29,NE,No,
60.08,Newcastle,84.2,80.96,68.36,NE,88.0,3.0,0.0,6.0,1.0,0.0,No,2010-10-30,,No,69.0
64.4,Newcastle,86.36,84.91999999999999,68.72,NE,95.0,8.0,0.0,4.0,3.0,4.0,No,2010-10-31,NE,Yes,43.0
66.56,Newcastle,73.4,63.5,69.8,SE,86.0,8.0,4.0,9.0,7.0,0.0,Yes,2010-11-01,,Yes,97.0
52.7,Newcastle,68.9,67.1,60.62,,68.0,8.0,42.2,0.0,1.0,11.0,Yes,2010-11-02,NW,No,55.0
50.9,Newcastle,76.82,73.75999999999999,65.12,SE,59.0,3.0,0.0,9.0,0.0,4.0,No,2010-11-03,W,No,51.0
59.36,Newcastle,65.66,60.8,62.059999999999995,SE,87.0,8.0,0.6,7.0,6.0,11.0,No,2010-11-04,SE,Yes,84.0
56.48,Newcastle,64.04,57.56,62.6,SE,66.0,8.0,75.6,7.0,8.0,4.0,Yes,2010-11-05,SE,Yes,87.0
55.22,Newcastle,70.16,64.75999999999999,62.6,SE,80.0,8.0,14.4,2.0,7.0,0.0,Yes,2010-11-06,,No,69.0
51.8,Newcastle,72.86,,65.66,,70.0,,0.0,,1.0,0.0,No,2010-11-07,,No,
60.26,Newcastle,,,68.0,,80.0,,0.0,,6.0,4.0,No,2010-11-08,NE,No,
,Newcastle,,,,,,,0.0,,,,No,2010-11-09,,No,
,Newcastle,84.91999999999999,82.4,,SE,,4.0,0.0,4.0,,,No,2010-11-10,,Yes,57.0
62.959999999999994,Newcastle,82.75999999999999,80.6,75.2,NE,75.0,4.0,13.0,6.0,7.0,0.0,Yes,2010-11-11,,No,94.0
62.059999999999995,Newcastle,84.74,84.2,73.75999999999999,NE,73.0,1.0,0.0,9.0,2.0,4.0,No,2010-11-12,N,No,56.0
60.62,Newcastle,89.96000000000001,80.24000000000001,77.0,NE,71.0,6.0,0.0,4.0,0.0,4.0,No,2010-11-13,NE,No,67.0
69.8,Newcastle,89.24,87.8,78.8,SE,69.0,3.0,0.0,7.0,5.0,0.0,No,2010-11-14,,No,51.0
68.72,Newcastle,87.44,68.36,79.7,SE,69.0,8.0,0.0,11.0,4.0,6.0,No,2010-11-15,NE,Yes,91.0
64.75999999999999,Newcastle,73.04,72.86,64.94,SE,95.0,2.0,31.2,6.0,8.0,0.0,Yes,2010-11-16,,Yes,72.0
62.78,Newcastle,72.5,70.7,64.58,SE,89.0,6.0,4.4,11.0,7.0,0.0,Yes,2010-11-17,,Yes,62.0
61.16,Newcastle,74.66,71.6,69.8,SE,77.0,8.0,3.2,11.0,7.0,0.0,Yes,2010-11-18,,No,72.0
60.26,Newcastle,67.64,65.3,63.32,SE,91.0,8.0,0.0,15.0,8.0,13.0,No,2010-11-19,S,No,70.0
,Newcastle,71.96,69.8,67.28,SE,66.0,3.0,0.0,9.0,1.0,0.0,No,2010-11-20,,No,61.0
57.56,Newcastle,75.92,74.84,67.1,E,75.0,2.0,0.0,15.0,2.0,6.0,No,2010-11-21,N,No,59.0
59.9,Newcastle,78.8,77.0,71.24000000000001,NE,63.0,4.0,0.0,11.0,1.0,4.0,No,2010-11-22,NE,No,54.0
60.440000000000005,Newcastle,78.44,77.72,71.24000000000001,NE,65.0,3.0,0.0,15.0,6.0,9.0,No,2010-11-23,NE,No,59.0
61.519999999999996,Newcastle,83.12,80.6,68.0,NE,81.0,3.0,0.0,9.0,1.0,7.0,No,2010-11-24,NE,No,52.0
61.7,Newcastle,85.46000000000001,85.1,71.6,SE,66.0,1.0,0.0,6.0,0.0,4.0,No,2010-11-25,NE,No,49.0
61.7,Newcastle,86.36,82.04,70.7,SE,72.0,6.0,0.0,4.0,1.0,2.0,No,2010-11-26,NE,No,52.0
64.4,Newcastle,86.36,85.64,75.2,SE,70.0,3.0,0.0,9.0,2.0,0.0,No,2010-11-27,,No,42.0
67.64,Newcastle,81.14,79.16,72.32,NE,63.0,8.0,0.0,4.0,8.0,4.0,No,2010-11-28,N,No,49.0
64.04,Newcastle,76.1,74.84,67.46,SE,84.0,3.0,0.0,15.0,8.0,11.0,No,2010-11-29,SE,No,72.0
64.04,Newcastle,77.36,74.84,67.1,SE,92.0,7.0,1.0,11.0,8.0,4.0,No,2010-11-30,SE,Yes,69.0
65.66,Newcastle,73.04,68.9,66.92,SE,96.0,8.0,18.0,4.0,8.0,0.0,Yes,2010-12-01,,Yes,91.0
64.4,Newcastle,80.96,79.16,72.5,NE,82.0,6.0,25.2,9.0,7.0,4.0,Yes,2010-12-02,NE,No,67.0
66.74000000000001,Newcastle,83.84,83.3,74.12,NE,69.0,5.0,0.2,11.0,7.0,4.0,No,2010-12-03,NE,No,54.0
67.28,Newcastle,80.06,76.1,69.25999999999999,SE,89.0,6.0,1.0,4.0,8.0,0.0,No,2010-12-04,,No,79.0
68.0,Newcastle,82.75999999999999,,73.4,,73.0,,0.0,,7.0,4.0,No,2010-12-05,NE,No,
66.92,Newcastle,80.6,80.6,76.1,SE,75.0,3.0,0.0,11.0,4.0,4.0,No,2010-12-06,NE,No,64.0
67.1,Newcastle,80.96,80.6,76.1,SE,71.0,2.0,0.0,19.0,5.0,11.0,No,2010-12-07,NE,No,61.0
65.84,Newcastle,87.44,83.84,77.0,NE,65.0,5.0,0.0,6.0,1.0,28.0,No,2010-12-08,N,No,63.0
72.32,Newcastle,91.94,88.16,80.24000000000001,NW,69.0,7.0,0.0,9.0,6.0,4.0,No,2010-12-09,N,Yes,51.0
70.52,Newcastle,81.32,79.7,75.92,,77.0,7.0,3.0,0.0,7.0,11.0,Yes,2010-12-10,NW,No,69.0
63.86,Newcastle,79.52,77.36,72.5,SE,68.0,5.0,0.2,7.0,3.0,0.0,No,2010-12-11,,No,50.0
62.6,Newcastle,89.96000000000001,89.24,77.0,NW,51.0,5.0,0.0,7.0,0.0,6.0,No,2010-12-12,NW,No,30.0
65.84,Newcastle,78.8,73.4,74.3,SE,70.0,1.0,0.0,19.0,4.0,6.0,No,2010-12-13,S,No,63.0
65.3,Newcastle,79.7,,73.04,,76.0,,0.0,,7.0,7.0,No,2010-12-14,SE,No,
66.92,Newcastle,82.94,82.75999999999999,75.2,SE,71.0,2.0,0.0,6.0,5.0,0.0,No,2010-12-15,,No,61.0
67.1,Newcastle,83.84,79.34,73.4,SE,77.0,5.0,0.0,6.0,7.0,4.0,No,2010-12-16,NW,Yes,63.0
65.84,Newcastle,77.9,75.2,68.9,,90.0,8.0,8.2,0.0,8.0,0.0,Yes,2010-12-17,,No,75.0
66.56,Newcastle,76.46,72.5,69.8,NW,61.0,7.0,0.0,22.0,8.0,9.0,No,2010-12-18,NW,Yes,48.0
62.6,Newcastle,74.3,74.3,69.08,N,68.0,7.0,3.8,11.0,8.0,0.0,Yes,2010-12-19,,No,52.0
51.44,Newcastle,,73.04,60.8,NW,50.0,1.0,0.0,28.0,1.0,28.0,No,2010-12-20,NW,No,28.0
,Newcastle,83.66,81.5,,NW,,2.0,0.0,6.0,,,No,2010-12-21,,No,30.0
57.56,Newcastle,83.66,,73.4,,63.0,,0.0,,1.0,6.0,No,2010-12-22,NW,No,
65.12,Newcastle,83.84,83.3,72.32,,65.0,7.0,0.0,0.0,8.0,0.0,No,2010-12-23,,No,51.0
65.84,Newcastle,74.3,73.4,65.84,SE,73.0,7.0,0.0,11.0,8.0,28.0,No,2010-12-24,SE,No,62.0
61.7,Newcastle,85.82,,74.12,,68.0,,0.0,,1.0,4.0,No,2010-12-25,NE,No,
70.16,Newcastle,85.1,,82.75999999999999,,62.0,,0.0,,4.0,6.0,No,2010-12-26,NNW,No,
66.2,Newcastle,71.96,69.8,69.44,SE,87.0,8.0,1.0,9.0,6.0,4.0,No,2010-12-27,SE,No,77.0
63.14,Newcastle,72.5,68.36,68.36,SE,56.0,8.0,0.0,6.0,8.0,7.0,No,2010-12-28,SW,No,61.0
59.0,Newcastle,83.3,82.4,72.32,SE,65.0,1.0,0.0,11.0,2.0,7.0,No,2010-12-29,NE,No,54.0
64.4,Newcastle,87.44,85.64,75.2,SE,67.0,1.0,0.0,11.0,0.0,2.0,No,2010-12-30,N,No,64.0
67.28,Newcastle,88.52,86.36,76.28,SE,75.0,1.0,0.0,7.0,1.0,0.0,No,2010-12-31,,No,78.0
65.84,Newcastle,91.94,89.96000000000001,75.2,SE,79.0,0.0,0.0,4.0,0.0,2.0,No,2011-01-01,NE,No,46.0
68.36,Newcastle,87.8,80.6,76.28,SE,75.0,1.0,0.0,9.0,4.0,4.0,No,2011-01-02,NNW,Yes,66.0
66.56,Newcastle,76.1,71.96,72.32,SE,76.0,8.0,1.8,11.0,7.0,7.0,Yes,2011-01-03,S,No,73.0
65.66,Newcastle,77.0,76.1,69.25999999999999,SE,82.0,6.0,1.0,15.0,8.0,7.0,No,2011-01-04,SE,No,55.0
62.6,Newcastle,76.64,73.75999999999999,70.7,SE,63.0,8.0,0.0,2.0,7.0,0.0,No,2011-01-05,,Yes,58.0
65.84,Newcastle,78.08,77.0,67.28,SE,96.0,6.0,7.4,9.0,7.0,2.0,Yes,2011-01-06,SE,Yes,64.0
64.75999999999999,Newcastle,,81.5,76.64,SE,73.0,5.0,18.2,19.0,6.0,6.0,Yes,2011-01-07,NE,No,63.0
,Newcastle,83.84,82.4,,SE,,6.0,0.0,7.0,,,No,2011-01-08,,No,61.0
69.08,Newcastle,84.2,81.5,78.8,SE,75.0,2.0,0.0,19.0,5.0,4.0,No,2011-01-09,NW,Yes,70.0
