Location,Rainfall,Evaporation,Wind.Dir.3.pm,Temp.3.pm.C,Wind.Speed.9.am,Date,Pressure.9.am,Cloud.9.am,Cloud.3.pm,Wind.Gust.Dir,Temp.9.am.C,Min.Temp.C,Rain.Tomorrow,Humidity.9.am,Sunshine,Humidity.3.pm,Pressure.3.pm,Rain.Today,Wind.Speed.3.pm,Wind.Dir.9.am,Wind.Gust.Speed,Max.Temp.C
Darwin,0.0,7.0,NW,29.4,4.0,2010-11-05,1010.4,6.0,7.0,NNW,28.8,25.1,No,75.0,8.5,59.0,1007.2,No,19.0,SE,31.0,32.7
Darwin,0.0,5.6,WSW,28.9,7.0,2010-11-06,1011.3,2.0,7.0,W,29.1,23.6,No,75.0,7.5,60.0,1007.8,No,4.0,SE,31.0,33.0
Darwin,0.0,5.2,NW,32.4,11.0,2010-11-07,1011.6,4.0,3.0,WNW,29.3,23.6,No,77.0,11.5,52.0,1008.0,No,22.0,NNE,33.0,33.1
Darwin,0.0,7.2,WNW,33.3,6.0,2010-11-08,1011.8,2.0,1.0,NNE,30.2,24.3,No,70.0,11.0,44.0,1008.5,No,28.0,NW,52.0,34.1
Darwin,0.0,7.0,NW,32.7,9.0,2010-11-09,1013.2,4.0,2.0,NW,31.0,25.1,No,65.0,10.4,53.0,1010.2,No,19.0,NW,33.0,34.1
Darwin,0.0,6.8,NNW,29.0,11.0,2010-11-10,1012.8,4.0,5.0,W,30.0,25.3,Yes,66.0,7.2,75.0,1008.5,No,13.0,ENE,37.0,32.3
Darwin,8.4,5.8,WNW,31.9,7.0,2010-11-11,1011.6,5.0,4.0,WNW,29.5,25.3,No,76.0,10.8,59.0,1007.2,Yes,22.0,SSE,33.0,32.7
Darwin,0.0,9.0,WNW,32.9,17.0,2010-11-12,1009.9,4.0,2.0,WNW,30.2,27.5,No,64.0,11.4,50.0,1006.5,No,19.0,NNW,37.0,33.7
Darwin,0.4,7.4,NW,32.5,17.0,2010-11-13,1010.0,6.0,2.0,NW,30.4,26.8,No,65.0,12.3,57.0,1007.7,No,28.0,W,39.0,33.6
Darwin,0.0,8.6,WNW,32.7,13.0,2010-11-14,1012.2,6.0,5.0,NE,30.2,25.7,Yes,70.0,9.7,58.0,1008.4,No,22.0,SSW,41.0,33.7
Darwin,15.4,7.8,WNW,32.3,2.0,2010-11-15,1011.2,3.0,5.0,WNW,29.8,23.4,Yes,71.0,9.1,60.0,1007.0,Yes,26.0,SSE,33.0,33.5
Darwin,3.4,5.6,WNW,31.8,9.0,2010-11-16,1009.1,7.0,6.0,ESE,29.6,26.1,Yes,80.0,7.3,62.0,1006.2,Yes,24.0,ENE,50.0,33.2
Darwin,12.2,7.0,WSW,24.6,7.0,2010-11-17,1009.3,7.0,8.0,S,29.0,23.3,Yes,83.0,2.6,95.0,1007.6,Yes,6.0,SSE,59.0,33.7
Darwin,56.0,7.4,WNW,32.8,7.0,2010-11-18,1010.1,7.0,7.0,SSE,30.0,23.4,Yes,65.0,8.3,55.0,1006.4,Yes,22.0,S,56.0,33.6
Darwin,21.8,10.0,WNW,32.3,15.0,2010-11-19,1009.6,8.0,7.0,ESE,26.3,23.7,No,82.0,7.2,58.0,1006.0,Yes,15.0,E,28.0,33.2
Darwin,0.0,4.8,NW,32.3,33.0,2010-11-20,1010.0,6.0,7.0,ENE,27.0,25.1,No,70.0,9.2,49.0,1005.4,No,13.0,NE,48.0,34.3
Darwin,0.0,6.8,N,31.8,4.0,2010-11-21,1009.2,7.0,7.0,N,30.8,25.4,No,60.0,9.9,62.0,1005.5,No,22.0,SW,31.0,33.2
Darwin,0.0,4.6,NNE,27.4,6.0,2010-11-22,1008.5,7.0,7.0,N,30.4,25.9,Yes,72.0,7.6,81.0,1005.5,No,9.0,E,52.0,33.7
Darwin,6.6,4.8,WNW,32.8,6.0,2010-11-23,1009.5,5.0,6.0,SSW,30.8,25.8,No,64.0,8.4,58.0,1005.5,Yes,20.0,N,44.0,33.6
Darwin,0.0,5.8,NNW,33.7,9.0,2010-11-24,1009.6,7.0,4.0,NW,30.8,25.8,No,68.0,9.3,58.0,1006.3,No,15.0,SSE,33.0,34.2
Darwin,0.0,5.8,NW,28.3,9.0,2010-11-25,1009.0,4.0,7.0,ESE,31.3,26.6,Yes,70.0,6.6,83.0,1005.9,No,11.0,NNW,43.0,33.7
Darwin,1.8,5.8,WNW,33.2,6.0,2010-11-26,1008.6,7.0,7.0,NW,28.5,25.1,No,66.0,6.7,58.0,1004.7,Yes,20.0,ESE,33.0,33.8
Darwin,0.0,5.4,SW,31.2,9.0,2010-11-27,1008.5,5.0,7.0,WNW,30.9,26.5,Yes,67.0,5.9,64.0,1004.9,No,17.0,NNW,35.0,33.5
Darwin,7.6,6.2,N,30.4,2.0,2010-11-28,1008.5,7.0,7.0,N,28.5,24.7,No,78.0,4.7,69.0,1005.9,Yes,15.0,E,28.0,32.8
Darwin,0.0,4.2,SE,25.0,11.0,2010-11-29,1007.7,7.0,7.0,SW,30.4,25.6,Yes,78.0,2.4,98.0,1005.9,No,19.0,ESE,52.0,30.8
Darwin,57.6,8.4,NE,33.1,19.0,2010-11-30,1006.6,5.0,6.0,E,28.9,22.7,No,76.0,9.3,49.0,1003.0,Yes,11.0,E,33.0,34.0
Darwin,0.0,4.8,ENE,31.7,30.0,2010-12-01,1006.5,7.0,7.0,S,27.0,25.7,Yes,82.0,2.1,47.0,1002.8,No,19.0,ENE,46.0,31.9
Darwin,16.4,5.6,NNE,30.8,19.0,2010-12-02,1007.1,6.0,6.0,ENE,29.0,22.2,No,61.0,8.7,64.0,1004.6,Yes,24.0,ENE,37.0,32.2
Darwin,0.4,5.2,E,34.5,13.0,2010-12-03,1007.8,7.0,3.0,ENE,30.1,24.6,No,70.0,11.6,36.0,1003.7,No,13.0,N,31.0,35.1
Darwin,0.0,7.0,WNW,33.7,11.0,2010-12-04,1006.7,4.0,3.0,NW,30.9,26.1,No,66.0,12.1,51.0,1002.8,No,15.0,W,31.0,34.1
Darwin,0.0,7.4,WNW,33.0,13.0,2010-12-05,1006.3,4.0,2.0,SSE,30.9,26.4,No,73.0,11.0,60.0,1003.0,No,26.0,SSW,37.0,34.0
Darwin,0.0,6.6,WNW,32.7,17.0,2010-12-06,1006.1,7.0,5.0,,30.7,26.1,Yes,70.0,9.6,64.0,1002.4,No,31.0,WSW,,35.8
Darwin,11.8,5.6,W,32.4,7.0,2010-12-07,1006.2,1.0,6.0,W,30.6,23.7,Yes,69.0,5.3,66.0,1002.5,Yes,17.0,WSW,31.0,32.9
Darwin,10.6,5.0,NNW,33.3,11.0,2010-12-08,1006.8,7.0,7.0,NNW,29.1,23.8,Yes,71.0,10.9,61.0,1003.4,Yes,15.0,ESE,31.0,34.2
Darwin,2.4,4.4,NNW,25.2,9.0,2010-12-09,1008.1,6.0,6.0,E,31.1,26.3,Yes,71.0,5.2,89.0,1005.9,Yes,28.0,E,37.0,32.2
Darwin,5.4,4.0,ESE,26.3,11.0,2010-12-10,1008.0,5.0,7.0,ENE,30.5,25.0,Yes,68.0,7.4,91.0,1006.2,Yes,6.0,N,37.0,33.4
Darwin,21.4,7.6,WNW,30.0,9.0,2010-12-11,1007.7,7.0,7.0,SSW,28.3,24.1,Yes,79.0,3.1,72.0,1004.8,Yes,13.0,SE,35.0,31.4
Darwin,40.6,8.6,WSW,27.3,4.0,2010-12-12,1008.0,7.0,7.0,SSW,26.4,24.8,Yes,92.0,1.6,75.0,1005.8,Yes,20.0,N,37.0,29.3
Darwin,18.2,0.4,SW,31.4,15.0,2010-12-13,1009.3,7.0,7.0,W,26.4,23.9,Yes,85.0,5.0,54.0,1005.7,Yes,13.0,SW,24.0,32.2
Darwin,3.0,4.8,WSW,25.6,6.0,2010-12-14,1008.0,7.0,7.0,W,28.9,24.7,Yes,77.0,3.8,90.0,1004.9,Yes,11.0,SSE,39.0,31.9
Darwin,39.6,4.6,WNW,30.5,6.0,2010-12-15,1007.3,7.0,7.0,NE,28.3,23.8,Yes,82.0,6.1,68.0,1003.6,Yes,20.0,E,48.0,31.4
Darwin,6.6,6.4,NNW,31.9,9.0,2010-12-16,1005.5,7.0,6.0,NNW,29.3,22.1,Yes,73.0,7.2,56.0,1002.3,Yes,15.0,ENE,35.0,32.7
Darwin,5.2,6.4,N,29.5,15.0,2010-12-17,1005.8,8.0,7.0,N,25.9,25.3,No,96.0,0.2,76.0,1004.1,Yes,24.0,NW,46.0,31.3
Darwin,0.2,4.0,SW,25.7,17.0,2010-12-18,1007.5,6.0,8.0,SW,30.1,25.9,Yes,73.0,5.3,93.0,1006.2,No,15.0,NNW,54.0,32.4
Darwin,7.2,3.4,NNW,30.7,6.0,2010-12-19,1008.9,8.0,7.0,N,25.0,23.7,Yes,91.0,1.0,70.0,1005.2,Yes,15.0,NE,33.0,31.5
Darwin,11.2,3.2,WSW,32.0,13.0,2010-12-20,1008.2,7.0,7.0,W,27.7,23.3,Yes,85.0,5.4,66.0,1004.4,Yes,26.0,WSW,44.0,32.6
Darwin,2.8,5.6,NNW,30.0,11.0,2010-12-21,1005.3,7.0,7.0,WSW,27.3,24.7,No,80.0,2.1,68.0,1002.1,Yes,15.0,S,39.0,31.6
Darwin,0.0,4.2,NE,29.5,11.0,2010-12-22,1003.2,7.0,6.0,NNE,26.1,25.4,Yes,84.0,3.8,74.0,1000.2,No,26.0,ESE,44.0,31.1
Darwin,6.2,3.6,NE,28.3,15.0,2010-12-23,1004.8,6.0,8.0,NNE,28.0,24.9,Yes,80.0,3.6,79.0,1003.8,Yes,9.0,E,61.0,30.8
Darwin,18.4,4.6,ENE,30.0,15.0,2010-12-24,1004.8,7.0,7.0,E,27.5,24.0,Yes,85.0,2.9,75.0,1002.1,Yes,6.0,SE,39.0,30.7
Darwin,2.8,2.4,WNW,30.1,20.0,2010-12-25,1003.1,7.0,7.0,ENE,28.5,25.9,Yes,81.0,3.6,76.0,999.8,Yes,26.0,WNW,41.0,30.8
Darwin,37.0,5.0,WNW,29.5,9.0,2010-12-26,1003.0,7.0,7.0,NW,26.8,21.9,Yes,88.0,3.0,72.0,1000.1,Yes,26.0,SE,43.0,30.1
Darwin,55.2,5.6,WNW,26.5,4.0,2010-12-27,1003.1,7.0,7.0,WNW,25.8,22.5,Yes,90.0,0.2,87.0,1001.3,Yes,24.0,N,39.0,27.6
Darwin,33.4,0.8,W,28.0,0.0,2010-12-28,1003.7,7.0,8.0,WNW,26.8,24.3,Yes,84.0,0.7,76.0,1002.0,Yes,19.0,,41.0,29.3
Darwin,16.4,2.4,WNW,30.0,15.0,2010-12-29,1005.9,7.0,7.0,WSW,27.5,24.1,Yes,82.0,0.8,66.0,1002.9,Yes,22.0,WSW,37.0,31.0
Darwin,18.0,4.8,N,29.6,9.0,2010-12-30,1006.5,7.0,7.0,SSW,27.0,23.8,No,79.0,1.4,72.0,1003.9,Yes,19.0,W,44.0,30.5
Darwin,0.0,5.2,NNW,30.7,19.0,2010-12-31,1007.3,7.0,7.0,NNW,29.2,26.2,No,77.0,8.1,70.0,1005.3,No,17.0,N,39.0,32.1
Darwin,0.0,3.8,N,23.5,11.0,2011-01-01,1007.6,7.0,7.0,N,29.1,24.9,Yes,75.0,6.0,95.0,1005.6,No,24.0,SSE,61.0,32.6
Darwin,29.4,5.6,WNW,30.2,9.0,2011-01-02,1008.6,7.0,7.0,NW,25.9,23.0,No,85.0,6.1,63.0,1004.8,Yes,20.0,E,31.0,31.9
Darwin,0.0,5.2,E,24.3,11.0,2011-01-03,1006.7,6.0,8.0,ESE,28.8,25.8,Yes,80.0,3.6,96.0,1005.4,No,9.0,S,46.0,32.7
Darwin,39.2,5.2,NW,31.6,19.0,2011-01-04,1007.3,6.0,7.0,NNW,29.4,23.6,No,75.0,7.8,65.0,1004.5,Yes,24.0,NW,35.0,32.0
Darwin,0.2,5.6,NW,31.9,17.0,2011-01-05,1006.8,7.0,2.0,NW,30.2,25.1,Yes,73.0,7.9,66.0,1004.0,No,24.0,NW,33.0,32.1
Darwin,1.6,6.6,SW,24.8,6.0,2011-01-06,1007.3,7.0,8.0,NW,26.3,26.0,Yes,90.0,0.4,95.0,1005.5,Yes,19.0,NNW,46.0,31.1
Darwin,25.4,2.2,NW,27.2,11.0,2011-01-07,1005.6,8.0,7.0,NW,25.4,24.5,Yes,91.0,0.0,81.0,1003.3,Yes,39.0,WSW,48.0,27.9
Darwin,40.2,5.8,NW,28.4,19.0,2011-01-08,1004.2,8.0,8.0,WNW,25.7,24.0,Yes,94.0,1.1,75.0,1002.3,Yes,33.0,WNW,57.0,30.1
Darwin,5.2,3.4,WNW,30.7,30.0,2011-01-09,1004.9,7.0,7.0,W,29.7,25.5,Yes,74.0,5.6,68.0,1002.5,Yes,30.0,WNW,50.0,31.3
Darwin,13.8,6.4,WNW,28.3,17.0,2011-01-10,1002.7,8.0,8.0,W,27.3,24.6,Yes,84.0,0.2,79.0,1000.1,Yes,30.0,W,67.0,29.6
Darwin,78.4,10.4,NNW,26.4,11.0,2011-01-11,1001.6,7.0,8.0,W,24.1,22.7,Yes,98.0,0.1,89.0,997.8,Yes,15.0,ENE,67.0,30.0
Darwin,44.6,7.6,WNW,30.4,39.0,2011-01-12,1000.7,8.0,7.0,WNW,26.9,23.0,Yes,84.0,3.9,73.0,998.9,Yes,39.0,NW,89.0,31.5
Darwin,13.4,7.0,W,30.5,24.0,2011-01-13,1004.4,7.0,6.0,W,27.7,24.9,Yes,85.0,4.8,70.0,1002.1,Yes,31.0,W,57.0,31.4
Darwin,3.8,5.0,W,30.2,30.0,2011-01-14,1005.5,7.0,7.0,WNW,28.8,24.6,Yes,74.0,7.4,72.0,1002.8,Yes,26.0,WNW,52.0,31.2
Darwin,24.8,4.6,WSW,27.2,13.0,2011-01-15,1004.7,7.0,7.0,WSW,27.3,23.6,Yes,88.0,1.1,92.0,1001.6,Yes,9.0,W,43.0,30.4
Darwin,64.8,7.4,WSW,26.9,13.0,2011-01-16,1005.0,8.0,8.0,SW,23.4,22.9,Yes,98.0,0.1,82.0,1002.3,Yes,20.0,S,31.0,29.8
Darwin,3.4,1.6,W,29.4,26.0,2011-01-17,1006.2,6.0,7.0,SW,29.7,23.3,Yes,73.0,5.8,79.0,1004.2,Yes,17.0,WNW,57.0,30.9
Darwin,25.8,5.6,W,27.0,13.0,2011-01-18,1006.5,8.0,8.0,W,26.0,23.7,Yes,92.0,0.1,87.0,1003.9,Yes,22.0,W,54.0,28.8
Darwin,14.4,3.0,W,30.3,24.0,2011-01-19,1005.9,8.0,7.0,NW,25.7,24.8,Yes,87.0,4.4,73.0,1003.5,Yes,30.0,NW,48.0,30.6
Darwin,7.2,3.2,WNW,29.9,19.0,2011-01-20,1006.0,7.0,7.0,WNW,28.0,24.8,Yes,84.0,6.3,76.0,1003.9,Yes,19.0,NW,44.0,31.8
Darwin,9.0,7.2,NNW,27.1,11.0,2011-01-21,1006.9,8.0,8.0,NW,26.6,24.2,Yes,89.0,0.0,79.0,1004.9,Yes,20.0,NNW,57.0,29.1
Darwin,39.8,4.8,NW,28.1,15.0,2011-01-22,1007.3,7.0,8.0,W,26.7,23.2,Yes,85.0,0.0,79.0,1005.5,Yes,15.0,W,76.0,29.3
Darwin,39.6,6.0,NW,28.7,17.0,2011-01-23,1006.3,7.0,7.0,W,25.6,23.5,Yes,94.0,2.8,78.0,1003.8,Yes,26.0,WNW,59.0,29.9
Darwin,37.6,5.6,WNW,24.6,19.0,2011-01-24,1005.7,8.0,8.0,WNW,25.8,23.9,Yes,93.0,0.9,97.0,1004.7,Yes,13.0,N,50.0,29.7
Darwin,22.8,2.6,NNW,30.0,4.0,2011-01-25,1008.7,8.0,7.0,N,25.2,24.3,Yes,95.0,2.2,73.0,1006.4,Yes,15.0,W,41.0,31.3
Darwin,25.0,5.2,SW,30.6,7.0,2011-01-26,1011.2,7.0,7.0,WSW,24.5,22.6,No,89.0,4.1,62.0,1008.9,Yes,11.0,E,52.0,31.4
Darwin,0.0,2.8,WNW,34.0,24.0,2011-01-27,1009.4,4.0,3.0,SE,28.4,24.5,Yes,79.0,9.7,56.0,1005.1,No,22.0,SW,48.0,34.2
Darwin,4.4,7.0,NNE,32.1,9.0,2011-01-28,1007.6,6.0,6.0,NNE,28.6,24.1,No,78.0,11.0,53.0,1005.1,Yes,20.0,N,31.0,32.7
Darwin,0.0,7.2,NNW,31.9,9.0,2011-01-29,1009.1,1.0,3.0,NNW,29.0,24.8,No,74.0,12.0,63.0,1005.9,No,17.0,S,30.0,33.2
Darwin,0.0,5.2,NW,31.9,13.0,2011-01-30,1008.0,4.0,6.0,WNW,28.9,25.2,Yes,76.0,11.1,67.0,1005.0,No,26.0,WNW,37.0,32.6
Darwin,13.4,6.2,NNW,31.3,13.0,2011-01-31,1007.6,7.0,7.0,NE,25.5,23.1,No,86.0,8.2,63.0,1003.7,Yes,17.0,ESE,52.0,32.0
Darwin,0.0,4.4,NW,32.1,6.0,2011-02-01,1007.6,6.0,2.0,WNW,29.3,25.3,Yes,70.0,9.9,56.0,1004.6,No,19.0,E,31.0,32.8
Darwin,2.8,6.0,W,32.4,9.0,2011-02-02,1008.5,5.0,6.0,WNW,29.9,25.5,No,73.0,6.8,60.0,1004.7,Yes,19.0,WNW,30.0,33.0
Darwin,0.0,5.0,WNW,32.1,17.0,2011-02-03,1006.7,7.0,7.0,WNW,29.4,26.8,No,78.0,7.2,65.0,1003.4,No,31.0,SW,43.0,33.1
Darwin,0.6,5.4,WNW,32.1,17.0,2011-02-04,1007.0,7.0,7.0,W,29.8,27.5,No,76.0,10.1,65.0,1003.8,No,26.0,W,33.0,32.7
Darwin,0.0,7.0,WNW,31.9,20.0,2011-02-05,1006.8,8.0,7.0,WNW,29.2,28.2,Yes,80.0,5.0,68.0,1003.8,No,26.0,WNW,41.0,32.3
Darwin,2.8,5.4,NNW,25.4,20.0,2011-02-06,1007.2,7.0,8.0,NNW,28.8,26.2,Yes,81.0,3.5,95.0,1006.1,Yes,13.0,NNW,57.0,31.7
Darwin,21.8,2.8,N,30.7,7.0,2011-02-07,1008.5,7.0,7.0,NNW,26.7,23.9,Yes,90.0,2.1,71.0,1005.2,Yes,19.0,ENE,52.0,31.9
Darwin,13.0,4.0,NE,27.6,17.0,2011-02-08,1008.1,7.0,7.0,NE,23.9,23.9,Yes,95.0,0.3,76.0,1005.0,Yes,17.0,ENE,31.0,28.3
Darwin,3.8,2.8,NNE,32.1,13.0,2011-02-09,1009.2,6.0,7.0,NE,27.2,23.7,No,86.0,9.5,61.0,1006.3,Yes,20.0,ESE,35.0,32.7
Darwin,0.0,5.2,E,25.1,4.0,2011-02-10,1009.3,5.0,7.0,E,28.7,24.7,Yes,77.0,7.3,84.0,1006.2,No,37.0,ESE,54.0,32.0
Darwin,49.4,7.4,NE,26.0,7.0,2011-02-11,1009.5,7.0,7.0,NE,26.3,24.4,Yes,89.0,2.8,87.0,1005.8,Yes,9.0,S,52.0,30.5
Darwin,36.8,4.8,NNW,30.2,13.0,2011-02-12,1007.7,7.0,7.0,NNW,24.2,23.2,Yes,95.0,6.0,66.0,1004.2,Yes,17.0,SE,31.0,31.4
Darwin,8.6,4.4,WNW,30.9,6.0,2011-02-13,1007.5,6.0,6.0,WNW,27.5,23.9,Yes,82.0,8.9,66.0,1004.0,Yes,22.0,SSE,35.0,31.5
Darwin,25.4,7.4,WNW,24.5,7.0,2011-02-14,1006.7,8.0,8.0,NW,25.2,23.0,Yes,94.0,0.0,92.0,1005.0,Yes,30.0,S,69.0,27.6
Darwin,132.6,9.4,NNW,23.4,50.0,2011-02-15,1006.4,8.0,8.0,N,24.2,22.9,Yes,96.0,0.0,96.0,1002.1,Yes,52.0,WNW,98.0,24.8
Darwin,367.6,,WSW,23.5,20.0,2011-02-16,996.3,8.0,8.0,WSW,24.3,22.1,Yes,98.0,0.0,98.0,996.0,Yes,46.0,SSE,83.0,25.6
Darwin,184.6,,WSW,27.1,31.0,2011-02-17,1002.1,8.0,7.0,WSW,25.5,23.4,Yes,84.0,1.6,84.0,999.7,Yes,20.0,WSW,83.0,28.6
Darwin,40.0,4.0,WNW,26.4,13.0,2011-02-18,1003.9,8.0,8.0,W,24.6,23.8,Yes,95.0,0.0,85.0,1002.4,Yes,30.0,W,41.0,26.9
Darwin,88.6,9.4,W,25.3,33.0,2011-02-19,1005.8,8.0,8.0,NNW,24.5,23.3,Yes,94.0,0.2,95.0,1004.6,Yes,26.0,WNW,52.0,28.5
Darwin,5.2,1.8,NNW,30.0,19.0,2011-02-20,1008.7,7.0,8.0,NNW,27.8,24.5,No,77.0,1.7,68.0,1007.3,Yes,15.0,NNW,30.0,30.4
Darwin,0.0,2.2,WNW,32.4,11.0,2011-02-21,1009.4,7.0,4.0,N,28.0,25.1,No,87.0,10.3,56.0,1005.8,No,13.0,N,43.0,32.7
Darwin,0.4,6.4,SSW,27.6,15.0,2011-02-22,1008.5,7.0,7.0,SW,27.6,24.6,No,76.0,3.0,87.0,1006.0,No,17.0,W,37.0,31.2
Darwin,0.4,3.2,SSW,25.8,19.0,2011-02-23,1006.7,7.0,7.0,W,29.1,25.4,Yes,81.0,5.7,93.0,1002.7,No,15.0,SW,46.0,32.0
Darwin,19.4,3.6,NW,28.3,0.0,2011-02-24,1004.1,7.0,7.0,NW,25.9,24.3,Yes,87.0,0.3,74.0,1000.1,Yes,11.0,,37.0,28.9
Darwin,7.8,3.4,WNW,29.5,17.0,2011-02-25,1002.4,8.0,7.0,NW,26.1,24.9,Yes,89.0,1.3,74.0,1000.4,Yes,31.0,WNW,59.0,29.8
Darwin,29.6,4.4,WNW,30.5,20.0,2011-02-26,1004.0,8.0,7.0,NW,26.8,23.4,Yes,89.0,6.2,68.0,1001.2,Yes,33.0,N,57.0,31.0
Darwin,60.4,9.6,WNW,30.9,17.0,2011-02-27,1004.0,7.0,7.0,NW,27.3,23.4,Yes,87.0,5.7,66.0,1002.1,Yes,20.0,NNW,54.0,31.4
Darwin,8.6,7.0,NW,31.4,19.0,2011-02-28,1006.3,7.0,7.0,NW,28.3,24.5,No,83.0,7.8,58.0,1003.5,Yes,19.0,NNW,46.0,31.6
Darwin,0.0,4.0,W,31.2,22.0,2011-03-01,1006.4,5.0,6.0,NNW,28.9,26.0,Yes,81.0,8.6,67.0,1004.1,No,24.0,NNW,33.0,32.0
Darwin,1.6,6.0,WNW,30.7,15.0,2011-03-02,1007.1,6.0,5.0,WNW,27.1,27.0,No,87.0,3.7,67.0,1004.3,Yes,26.0,NNW,35.0,31.4
Darwin,0.4,5.4,WNW,29.5,22.0,2011-03-03,1006.6,7.0,7.0,WNW,27.7,26.5,Yes,89.0,1.3,73.0,1004.5,No,24.0,WNW,35.0,31.1
Darwin,15.4,4.2,WSW,28.2,20.0,2011-03-04,1008.3,7.0,7.0,NW,27.1,24.0,No,81.0,2.0,72.0,1005.5,Yes,24.0,W,41.0,30.3
Darwin,0.4,3.4,W,26.0,13.0,2011-03-05,1009.1,7.0,7.0,SW,28.0,24.9,No,81.0,1.1,84.0,1006.9,No,9.0,NNW,41.0,29.6
Darwin,1.0,1.6,WNW,29.6,17.0,2011-03-06,1009.6,7.0,7.0,WNW,26.7,24.5,Yes,84.0,2.7,72.0,1006.3,No,28.0,SW,37.0,30.8
Darwin,4.4,4.0,WNW,28.9,20.0,2011-03-07,1009.0,7.0,7.0,NW,28.4,25.6,Yes,79.0,1.8,75.0,1005.9,Yes,19.0,WNW,35.0,30.4
Darwin,7.2,3.6,W,25.8,17.0,2011-03-08,1008.8,7.0,8.0,W,27.1,25.2,Yes,86.0,0.8,91.0,1006.4,Yes,13.0,W,41.0,29.4
Darwin,24.2,5.2,WNW,28.5,19.0,2011-03-09,1010.1,8.0,8.0,NNW,24.1,23.6,Yes,96.0,1.3,80.0,1006.1,Yes,28.0,WSW,65.0,29.9
Darwin,7.8,3.0,WNW,29.5,26.0,2011-03-10,1007.4,6.0,7.0,WNW,28.4,24.1,Yes,79.0,2.6,75.0,1004.6,Yes,35.0,WNW,69.0,30.4
Darwin,4.2,3.4,WNW,27.4,31.0,2011-03-11,1005.9,7.0,7.0,WNW,28.6,25.2,Yes,83.0,2.1,85.0,1003.4,Yes,26.0,WNW,76.0,30.2
Darwin,14.6,4.6,NW,29.8,30.0,2011-03-12,1005.3,7.0,7.0,WNW,26.5,23.7,Yes,87.0,5.3,73.0,1003.5,Yes,35.0,NW,70.0,30.8
Darwin,8.6,5.4,NW,31.0,26.0,2011-03-13,1006.8,7.0,7.0,NW,26.8,24.7,Yes,94.0,6.0,70.0,1003.8,Yes,30.0,NW,56.0,31.6
Darwin,19.6,4.8,NW,31.0,28.0,2011-03-14,1008.2,6.0,4.0,NW,28.8,24.2,Yes,81.0,9.0,68.0,1004.9,Yes,22.0,N,48.0,31.6
Darwin,12.6,6.8,NW,28.4,13.0,2011-03-15,1008.8,7.0,7.0,WSW,28.5,24.6,Yes,85.0,4.8,78.0,1006.0,Yes,13.0,N,37.0,31.2
Darwin,1.2,2.8,WNW,31.0,19.0,2011-03-16,1008.9,6.0,7.0,NW,27.7,25.1,No,80.0,5.7,68.0,1006.0,Yes,17.0,N,30.0,31.3
Darwin,0.0,4.0,WNW,29.9,7.0,2011-03-17,1010.2,5.0,7.0,W,28.3,24.9,No,85.0,7.4,71.0,1006.9,No,19.0,S,35.0,31.4
Darwin,0.0,5.4,NW,29.1,7.0,2011-03-18,1009.6,7.0,7.0,NW,28.1,25.7,No,84.0,2.2,70.0,1005.8,No,20.0,ESE,28.0,31.3
Darwin,0.8,3.0,N,27.2,11.0,2011-03-19,1008.9,7.0,8.0,N,26.0,25.7,Yes,94.0,0.0,80.0,1006.2,No,19.0,ESE,28.0,28.3
Darwin,1.6,1.6,NW,31.5,13.0,2011-03-20,1008.0,6.0,5.0,NW,28.0,24.6,Yes,87.0,6.9,62.0,1004.4,Yes,19.0,NE,31.0,31.9
Darwin,1.4,4.2,WNW,31.6,13.0,2011-03-21,1007.6,6.0,7.0,NNW,29.0,24.9,Yes,78.0,10.9,61.0,1004.9,Yes,22.0,N,33.0,32.0
Darwin,2.2,6.4,NW,30.9,7.0,2011-03-22,1007.8,7.0,7.0,,28.9,25.7,Yes,81.0,4.5,63.0,1005.2,Yes,17.0,W,,31.6
Darwin,4.0,3.6,WNW,30.2,2.0,2011-03-23,1007.4,7.0,7.0,WNW,28.7,25.6,No,82.0,3.3,67.0,1004.1,Yes,17.0,NNW,28.0,31.8
Darwin,0.2,3.4,N,29.4,15.0,2011-03-24,1008.0,7.0,7.0,ESE,28.4,25.4,Yes,76.0,7.3,78.0,1004.3,No,19.0,SE,41.0,33.3
Darwin,8.0,5.6,NE,32.2,17.0,2011-03-25,1008.6,7.0,7.0,ENE,27.2,23.9,Yes,83.0,9.8,55.0,1005.1,Yes,28.0,SE,39.0,33.0
Darwin,7.8,7.2,ENE,31.9,13.0,2011-03-26,1008.3,7.0,7.0,ESE,26.0,23.6,Yes,92.0,3.7,54.0,1005.4,Yes,19.0,SSE,37.0,32.2
Darwin,1.6,3.8,ENE,28.3,22.0,2011-03-27,1006.9,6.0,7.0,E,27.3,23.9,Yes,76.0,6.6,77.0,1004.2,Yes,17.0,SE,39.0,31.4
Darwin,11.2,6.0,ESE,31.4,13.0,2011-03-28,1007.1,7.0,7.0,ESE,26.2,23.7,Yes,88.0,3.7,61.0,1003.6,Yes,15.0,S,41.0,31.5
Darwin,50.0,6.0,S,29.2,24.0,2011-03-29,1006.4,7.0,7.0,SE,25.7,23.9,Yes,86.0,3.1,70.0,1003.0,Yes,19.0,SE,41.0,32.0
Darwin,4.8,4.0,ESE,29.7,17.0,2011-03-30,1005.8,7.0,8.0,SE,26.0,24.7,Yes,85.0,2.7,68.0,1002.1,Yes,28.0,SSE,44.0,29.9
