Humidity3pm,WindGustDir,MaxTempF,Pressure9am,Date,WindDir3pm,Cloud3pm,Temp3pmF,WindSpeed9am,RainTomorrow,Rainfall,Pressure3pm,WindGustSpeed,Location,Sunshine,MinTempF,Evaporation,Cloud9am,Temp9amF,WindDir9am,Humidity9am,WindSpeed3pm,RainToday
59.0,SW,56.48,1018.7,2010-09-16,SW,7.0,52.34,31.0,No,1.4,1018.2,63.0,MelbourneAirport,6.8,43.16,3.4,5.0,50.36,W,64.0,39.0,Yes
55.0,WSW,55.94,1025.2,2010-09-17,WSW,7.0,54.86,24.0,No,0.0,1023.6,46.0,MelbourneAirport,0.4,44.6,4.0,7.0,50.18,WSW,66.0,24.0,No
66.0,SW,60.62,1021.6,2010-09-18,S,7.0,55.76,17.0,Yes,0.0,1020.0,44.0,MelbourneAirport,2.9,47.84,2.2,7.0,50.72,WSW,76.0,24.0,No
60.0,WSW,58.28,1024.8,2010-09-19,SW,7.0,58.1,20.0,No,1.4,1022.9,48.0,MelbourneAirport,3.7,44.6,2.2,7.0,51.08,SW,76.0,20.0,Yes
76.0,SW,58.64,1028.2,2010-09-20,SSE,7.0,56.3,19.0,No,0.2,1026.7,31.0,MelbourneAirport,0.0,46.58,2.4,7.0,52.34,SW,85.0,13.0,No
63.0,S,55.58,1029.2,2010-09-21,S,7.0,54.86,24.0,No,0.0,1028.4,37.0,MelbourneAirport,0.0,49.28,1.8,7.0,51.26,SSW,95.0,24.0,No
67.0,SSE,56.48,1028.5,2010-09-22,SSE,7.0,53.78,13.0,No,0.0,1026.8,33.0,MelbourneAirport,1.2,42.08,0.8,7.0,53.6,S,71.0,19.0,No
57.0,SW,58.1,1027.5,2010-09-23,WSW,7.0,56.120000000000005,22.0,No,0.0,1025.6,33.0,MelbourneAirport,2.1,47.120000000000005,1.6,7.0,51.8,SW,66.0,19.0,No
59.0,N,60.08,1024.4,2010-09-24,E,7.0,59.9,9.0,No,0.0,1019.1,39.0,MelbourneAirport,3.3,45.5,3.0,8.0,48.92,W,70.0,6.0,No
47.0,SW,66.02,1015.2,2010-09-25,WSW,7.0,62.959999999999994,22.0,No,0.0,1014.5,54.0,MelbourneAirport,6.5,47.48,2.8,7.0,56.120000000000005,NNW,64.0,20.0,No
41.0,N,70.16,1020.8,2010-09-26,N,1.0,69.98,9.0,No,0.0,1015.1,41.0,MelbourneAirport,7.9,43.519999999999996,2.8,7.0,53.42,N,76.0,22.0,No
84.0,SW,62.059999999999995,1011.4,2010-09-27,SW,7.0,51.8,20.0,Yes,0.0,1011.5,52.0,MelbourneAirport,1.0,52.879999999999995,5.2,7.0,57.92,NNW,59.0,30.0,No
59.0,WSW,56.3,1015.2,2010-09-28,WSW,7.0,51.08,28.0,No,2.8,1015.0,54.0,MelbourneAirport,7.2,41.36,6.6,7.0,51.620000000000005,W,53.0,24.0,Yes
53.0,SSW,55.4,1023.7,2010-09-29,SSE,6.0,52.7,20.0,No,0.2,1023.5,48.0,MelbourneAirport,10.1,37.22,3.0,5.0,48.02,SW,63.0,22.0,No
41.0,WSW,58.82,1026.6,2010-09-30,SSW,7.0,56.48,15.0,No,0.8,1024.3,30.0,MelbourneAirport,6.2,38.48,2.4,7.0,50.54,W,60.0,15.0,No
37.0,S,62.6,1027.9,2010-10-01,S,3.0,60.26,11.0,No,0.0,1025.7,33.0,MelbourneAirport,10.2,38.839999999999996,2.8,1.0,54.14,NNE,59.0,22.0,No
38.0,NE,71.42,1028.8,2010-10-02,N,2.0,69.62,2.0,No,0.0,1025.1,30.0,MelbourneAirport,11.3,36.68,3.8,0.0,52.879999999999995,SW,71.0,13.0,No
43.0,N,75.2,1027.9,2010-10-03,N,3.0,72.68,9.0,No,0.0,1024.5,48.0,MelbourneAirport,11.9,44.239999999999995,3.8,1.0,59.18,NE,71.0,28.0,No
49.0,NNE,73.58,1022.1,2010-10-04,NNE,6.0,72.32,41.0,No,0.0,1018.1,61.0,MelbourneAirport,6.5,54.5,6.8,7.0,60.62,N,66.0,43.0,No
57.0,SSE,68.36,1023.4,2010-10-05,SSW,4.0,65.66,13.0,No,1.0,1020.7,31.0,MelbourneAirport,,52.7,4.8,7.0,54.86,SSW,77.0,7.0,No
71.0,WSW,71.96,1016.2,2010-10-06,N,7.0,66.38,43.0,Yes,0.0,1012.1,70.0,MelbourneAirport,5.4,48.379999999999995,3.6,1.0,65.66,N,71.0,48.0,No
40.0,WSW,59.18,1023.1,2010-10-07,SW,6.0,57.02,26.0,No,20.6,1023.3,52.0,MelbourneAirport,10.6,40.46,7.6,1.0,48.2,WSW,64.0,24.0,Yes
72.0,SW,60.62,1026.4,2010-10-08,S,7.0,56.66,20.0,No,0.0,1026.1,35.0,MelbourneAirport,6.0,45.32,4.0,7.0,52.34,SW,80.0,20.0,No
56.0,S,62.42,1027.3,2010-10-09,S,7.0,60.440000000000005,9.0,No,0.0,1026.4,30.0,MelbourneAirport,8.5,42.44,1.8,1.0,51.44,W,82.0,17.0,No
41.0,N,75.02,1029.9,2010-10-10,N,3.0,73.4,9.0,No,0.0,1027.2,46.0,MelbourneAirport,9.7,47.3,3.6,7.0,51.8,WNW,85.0,30.0,No
42.0,N,75.02,1028.9,2010-10-11,N,4.0,72.5,35.0,No,0.0,1025.6,63.0,MelbourneAirport,9.8,51.620000000000005,6.2,1.0,61.16,NNE,46.0,39.0,No
58.0,N,74.66,1023.4,2010-10-12,N,7.0,71.96,52.0,Yes,0.0,1020.0,72.0,MelbourneAirport,4.2,57.74,8.0,7.0,63.32,N,66.0,39.0,No
97.0,SSW,55.58,1018.0,2010-10-13,S,8.0,53.42,13.0,Yes,8.4,1015.3,22.0,MelbourneAirport,0.0,55.04,4.0,8.0,55.4,S,99.0,17.0,Yes
44.0,N,68.18,1012.2,2010-10-14,NNW,5.0,66.74000000000001,9.0,Yes,4.0,1006.7,57.0,MelbourneAirport,5.9,49.46,1.4,7.0,52.879999999999995,N,88.0,33.0,Yes
90.0,S,51.98,994.0,2010-10-15,SSW,8.0,48.2,28.0,Yes,10.8,992.7,61.0,MelbourneAirport,0.0,51.08,5.8,8.0,51.08,SSW,99.0,37.0,Yes
58.0,SW,56.3,1006.2,2010-10-16,SW,3.0,55.04,31.0,No,20.8,1009.0,67.0,MelbourneAirport,8.8,38.12,4.6,2.0,45.5,WSW,76.0,33.0,Yes
55.0,W,61.16,1015.5,2010-10-17,W,7.0,59.36,20.0,No,0.4,1015.7,43.0,MelbourneAirport,5.6,44.78,4.0,7.0,52.16,W,74.0,28.0,No
54.0,WSW,62.6,1020.4,2010-10-18,WSW,7.0,60.8,20.0,No,0.0,1020.4,56.0,MelbourneAirport,6.6,42.260000000000005,4.0,7.0,51.98,WNW,68.0,37.0,No
48.0,S,59.540000000000006,1028.5,2010-10-19,SE,5.0,58.1,9.0,No,0.6,1027.9,30.0,MelbourneAirport,10.4,41.18,2.6,7.0,47.84,W,78.0,13.0,No
35.0,SSW,66.02,1029.4,2010-10-20,NW,7.0,64.94,2.0,No,0.0,1026.2,26.0,MelbourneAirport,12.1,39.2,3.6,4.0,51.44,E,70.0,7.0,No
40.0,N,75.2,1023.6,2010-10-21,N,1.0,74.12,20.0,No,0.0,1019.8,35.0,MelbourneAirport,11.7,42.8,4.6,3.0,58.1,N,56.0,20.0,No
31.0,WNW,80.96,1017.4,2010-10-22,N,5.0,79.88,30.0,Yes,0.0,1013.7,61.0,MelbourneAirport,10.0,53.96,6.2,1.0,66.92,N,59.0,37.0,No
62.0,WNW,59.36,1018.3,2010-10-23,SSE,7.0,57.92,26.0,No,4.4,1020.1,50.0,MelbourneAirport,3.7,52.7,7.4,8.0,52.7,SW,92.0,20.0,Yes
48.0,S,59.72,1023.9,2010-10-24,SSE,1.0,58.64,13.0,No,0.8,1022.8,35.0,MelbourneAirport,11.4,47.84,3.2,3.0,52.52,SSE,55.0,19.0,No
35.0,N,72.5,1022.9,2010-10-25,N,3.0,70.34,7.0,No,0.0,1018.0,43.0,MelbourneAirport,12.6,40.64,4.6,1.0,52.34,N,66.0,31.0,No
46.0,N,72.5,1015.4,2010-10-26,S,7.0,66.38,31.0,Yes,0.0,1014.9,43.0,MelbourneAirport,6.6,46.94,5.2,7.0,62.42,N,52.0,19.0,No
53.0,S,62.42,1020.5,2010-10-27,SSE,4.0,62.059999999999995,17.0,No,4.0,1020.2,44.0,MelbourneAirport,9.4,47.120000000000005,3.6,7.0,54.5,SSW,77.0,19.0,Yes
40.0,N,73.22,1020.5,2010-10-28,N,1.0,71.24000000000001,11.0,No,0.0,1016.6,41.0,MelbourneAirport,12.4,39.38,4.6,1.0,52.52,SSW,71.0,22.0,No
43.0,N,79.88,1014.3,2010-10-29,N,4.0,77.54,33.0,No,0.0,1009.4,61.0,MelbourneAirport,9.6,52.34,7.0,4.0,64.94,N,60.0,41.0,No
98.0,N,69.44,1006.5,2010-10-30,W,8.0,58.64,17.0,Yes,1.0,1006.4,50.0,MelbourneAirport,0.0,63.32,9.0,8.0,66.74000000000001,N,84.0,19.0,No
62.0,WSW,59.540000000000006,1008.5,2010-10-31,WSW,7.0,58.82,24.0,Yes,54.4,1012.4,52.0,MelbourneAirport,0.5,51.44,4.2,8.0,51.98,WNW,94.0,31.0,Yes
56.0,SW,60.26,1019.5,2010-11-01,SSE,7.0,56.84,19.0,No,2.4,1017.4,37.0,MelbourneAirport,4.8,42.08,2.8,7.0,50.72,WSW,66.0,17.0,Yes
65.0,WSW,64.04,1018.8,2010-11-02,WSW,7.0,61.88,15.0,Yes,0.4,1017.1,44.0,MelbourneAirport,3.2,49.1,4.4,7.0,54.32,WSW,84.0,20.0,No
64.0,S,58.28,1021.9,2010-11-03,SSE,7.0,55.22,17.0,Yes,2.2,1021.4,35.0,MelbourneAirport,2.4,44.96,1.6,7.0,52.52,SSW,67.0,19.0,Yes
52.0,S,60.08,1024.7,2010-11-04,S,7.0,57.379999999999995,15.0,No,7.6,1023.2,41.0,MelbourneAirport,8.1,45.14,3.0,7.0,47.66,SSW,86.0,22.0,Yes
41.0,S,67.64,1025.2,2010-11-05,S,1.0,65.66,9.0,No,0.0,1021.5,39.0,MelbourneAirport,12.6,41.72,2.0,1.0,52.52,SW,77.0,17.0,No
40.0,NNE,72.5,1022.3,2010-11-06,N,5.0,69.62,19.0,No,0.0,1018.4,39.0,MelbourneAirport,13.1,44.06,6.8,1.0,60.8,NNE,60.0,13.0,No
51.0,N,75.38,1013.6,2010-11-07,N,7.0,74.12,54.0,No,0.0,1009.3,74.0,MelbourneAirport,5.7,55.76,7.0,7.0,61.519999999999996,N,62.0,37.0,No
40.0,SSW,72.68,1013.5,2010-11-08,SSW,5.0,70.52,9.0,No,1.0,1014.4,31.0,MelbourneAirport,8.5,51.98,4.4,7.0,59.72,W,63.0,17.0,No
33.0,N,81.5,1023.8,2010-11-09,NW,4.0,79.34,7.0,No,0.0,1019.9,44.0,MelbourneAirport,13.0,49.1,5.0,0.0,63.32,ENE,59.0,20.0,No
31.0,N,77.36,1016.1,2010-11-10,SW,7.0,75.02,26.0,No,0.0,1016.0,52.0,MelbourneAirport,2.2,62.6,9.4,7.0,70.7,N,62.0,31.0,No
36.0,NNE,84.91999999999999,1013.5,2010-11-11,N,5.0,82.94,7.0,No,0.0,1008.0,43.0,MelbourneAirport,9.5,50.72,3.8,7.0,59.18,NE,84.0,31.0,No
49.0,N,86.72,1006.5,2010-11-12,N,7.0,85.28,43.0,Yes,0.0,1004.7,72.0,MelbourneAirport,2.2,58.459999999999994,8.0,7.0,73.22,N,55.0,46.0,No
96.0,S,59.72,1015.3,2010-11-13,SSW,8.0,55.22,19.0,Yes,19.8,1015.3,37.0,MelbourneAirport,0.0,56.84,6.4,8.0,57.02,S,97.0,28.0,Yes
75.0,SW,66.2,1014.4,2010-11-14,SW,8.0,64.75999999999999,13.0,No,24.0,1013.9,37.0,MelbourneAirport,1.5,53.06,2.8,7.0,59.36,WNW,83.0,15.0,Yes
67.0,S,61.7,1016.5,2010-11-15,S,7.0,59.18,15.0,No,0.6,1015.0,35.0,MelbourneAirport,5.0,48.56,3.0,7.0,55.04,SW,77.0,26.0,No
51.0,S,62.24,1017.3,2010-11-16,S,7.0,60.08,13.0,No,0.0,1016.0,31.0,MelbourneAirport,8.1,46.04,1.6,7.0,54.32,WSW,70.0,9.0,No
39.0,SW,73.04,1017.9,2010-11-17,SSW,3.0,69.08,15.0,No,0.0,1014.8,35.0,MelbourneAirport,11.9,43.519999999999996,3.2,1.0,58.64,N,57.0,11.0,No
86.0,SSW,62.24,1015.6,2010-11-18,S,7.0,56.120000000000005,15.0,No,0.0,1018.1,39.0,MelbourneAirport,2.6,49.82,4.8,7.0,61.34,WNW,64.0,24.0,No
51.0,S,64.4,1025.7,2010-11-19,S,1.0,62.6,28.0,No,0.6,1024.5,46.0,MelbourneAirport,13.0,45.32,3.2,2.0,55.22,SE,50.0,22.0,No
55.0,SSW,72.14,1026.5,2010-11-20,SSE,2.0,69.98,6.0,No,0.0,1022.8,33.0,MelbourneAirport,12.6,44.6,5.6,1.0,56.66,W,76.0,22.0,No
61.0,S,72.68,1024.5,2010-11-21,SSE,1.0,69.08,13.0,No,0.0,1021.5,33.0,MelbourneAirport,10.3,50.18,5.2,7.0,57.379999999999995,S,81.0,17.0,No
26.0,SSW,88.88000000000001,1020.6,2010-11-22,N,1.0,87.26,19.0,No,0.0,1017.5,54.0,MelbourneAirport,12.1,51.26,5.2,1.0,72.68,NNE,55.0,33.0,No
32.0,N,88.52,1019.7,2010-11-23,N,3.0,86.18,46.0,No,0.0,1017.8,63.0,MelbourneAirport,12.9,62.6,10.2,1.0,74.48,N,43.0,33.0,No
42.0,NNW,85.82,1018.0,2010-11-24,N,7.0,81.68,28.0,Yes,0.0,1016.5,67.0,MelbourneAirport,7.4,65.12,11.6,7.0,75.02,N,59.0,33.0,No
87.0,N,72.32,1016.3,2010-11-25,SE,8.0,66.38,20.0,Yes,22.6,1016.7,35.0,MelbourneAirport,0.3,65.48,10.0,7.0,66.38,N,90.0,19.0,Yes
71.0,NW,80.24000000000001,1017.5,2010-11-26,S,5.0,74.3,7.0,Yes,2.6,1013.8,46.0,MelbourneAirport,4.6,59.18,0.8,8.0,61.34,N,97.0,20.0,Yes
86.0,N,71.96,1009.8,2010-11-27,WSW,8.0,67.64,22.0,Yes,17.4,1008.2,52.0,MelbourneAirport,0.0,60.980000000000004,5.8,7.0,68.36,NNE,83.0,20.0,Yes
67.0,SSW,59.0,1013.5,2010-11-28,SSW,8.0,56.48,28.0,No,28.0,1015.6,54.0,MelbourneAirport,2.7,53.6,5.0,7.0,54.68,S,88.0,35.0,Yes
60.0,SE,71.42,1018.5,2010-11-29,S,7.0,67.64,24.0,No,0.8,1015.6,50.0,MelbourneAirport,5.4,53.78,2.8,7.0,58.64,SSE,77.0,31.0,No
56.0,SSW,74.66,1018.1,2010-11-30,S,7.0,72.5,9.0,No,0.0,1015.2,33.0,MelbourneAirport,8.4,52.879999999999995,4.4,5.0,59.0,WSW,75.0,17.0,No
54.0,NE,75.74000000000001,1016.2,2010-12-01,SSE,7.0,74.66,11.0,Yes,0.2,1013.5,41.0,MelbourneAirport,0.6,58.459999999999994,5.4,7.0,62.42,W,91.0,11.0,No
81.0,NNE,77.18,1015.1,2010-12-02,NW,7.0,64.4,20.0,Yes,38.8,1013.6,65.0,MelbourneAirport,5.9,58.82,2.0,7.0,64.75999999999999,N,91.0,19.0,Yes
45.0,NNW,84.02,1012.9,2010-12-03,N,6.0,82.22,35.0,No,6.2,1009.5,52.0,MelbourneAirport,5.1,60.26,4.6,7.0,72.14,N,66.0,24.0,Yes
42.0,N,85.46000000000001,1010.0,2010-12-04,S,4.0,85.1,44.0,No,0.2,1009.1,65.0,MelbourneAirport,12.5,63.68,5.0,1.0,73.04,N,69.0,11.0,No
51.0,S,80.96,1013.4,2010-12-05,S,3.0,79.52,7.0,No,0.0,1010.8,30.0,MelbourneAirport,6.5,60.8,6.0,8.0,62.42,SSW,98.0,11.0,No
55.0,NNE,85.82,1012.3,2010-12-06,N,7.0,82.75999999999999,6.0,No,0.0,1008.4,35.0,MelbourneAirport,6.1,60.440000000000005,5.2,7.0,67.82,ENE,80.0,15.0,No
81.0,NNE,80.96,1007.3,2010-12-07,NNE,7.0,74.3,35.0,Yes,0.0,1006.0,67.0,MelbourneAirport,1.0,66.74000000000001,6.0,7.0,75.02,N,59.0,26.0,No
70.0,N,74.3,1003.5,2010-12-08,WNW,8.0,71.96,37.0,Yes,2.6,1003.5,65.0,MelbourneAirport,0.6,69.8,5.0,7.0,70.16,N,86.0,20.0,Yes
54.0,SW,75.74000000000001,1010.5,2010-12-09,NNE,7.0,71.78,11.0,No,22.6,1007.2,31.0,MelbourneAirport,9.7,59.540000000000006,5.4,2.0,64.75999999999999,SSW,68.0,13.0,Yes
36.0,W,68.0,1011.5,2010-12-10,WNW,7.0,65.12,19.0,No,0.8,1008.9,52.0,MelbourneAirport,8.3,53.96,4.8,4.0,57.02,WSW,50.0,20.0,No
49.0,N,73.58,1005.9,2010-12-11,NNW,5.0,70.16,28.0,Yes,0.0,1001.4,57.0,MelbourneAirport,11.3,50.9,7.2,6.0,59.9,NNW,63.0,33.0,No
75.0,W,68.18,1005.2,2010-12-12,SW,7.0,58.82,31.0,No,1.2,1007.1,54.0,MelbourneAirport,6.4,49.64,8.2,4.0,58.82,WNW,55.0,33.0,Yes
42.0,SSW,71.6,1015.5,2010-12-13,ESE,6.0,67.82,13.0,No,0.2,1014.4,24.0,MelbourneAirport,11.0,47.66,4.0,2.0,59.0,WSW,56.0,6.0,No
39.0,NNE,81.68,1015.8,2010-12-14,NE,2.0,77.36,7.0,No,0.0,1010.9,31.0,MelbourneAirport,13.3,53.06,4.0,1.0,62.24,WSW,66.0,6.0,No
42.0,N,79.88,1002.8,2010-12-15,NW,6.0,77.9,50.0,No,0.0,1004.1,74.0,MelbourneAirport,2.1,60.08,8.0,7.0,70.34,N,66.0,24.0,No
38.0,S,68.72,1008.9,2010-12-16,SSE,5.0,64.94,20.0,No,0.0,1006.8,31.0,MelbourneAirport,11.4,46.22,4.0,3.0,58.64,SW,59.0,20.0,No
35.0,W,75.38,1003.3,2010-12-17,NNW,7.0,70.7,20.0,Yes,0.0,999.8,57.0,MelbourneAirport,7.1,49.28,6.0,7.0,62.6,N,53.0,30.0,No
45.0,SW,67.1,1002.0,2010-12-18,WSW,7.0,64.75999999999999,28.0,No,6.0,1002.5,52.0,MelbourneAirport,4.3,50.72,4.6,7.0,50.72,W,86.0,26.0,Yes
49.0,WNW,64.58,996.5,2010-12-19,WSW,7.0,62.6,24.0,Yes,0.8,994.1,74.0,MelbourneAirport,3.7,50.54,4.2,6.0,60.08,N,57.0,20.0,No
39.0,SW,66.2,1004.4,2010-12-20,SW,7.0,64.75999999999999,37.0,Yes,2.6,1005.3,52.0,MelbourneAirport,1.5,47.3,3.8,7.0,55.4,SW,62.0,33.0,Yes
55.0,SW,62.42,1010.6,2010-12-21,S,7.0,59.9,24.0,No,1.8,1013.2,52.0,MelbourneAirport,6.1,48.379999999999995,4.2,7.0,57.2,W,65.0,22.0,Yes
34.0,SW,76.46,1019.4,2010-12-22,NNE,4.0,71.96,6.0,No,0.2,1015.9,33.0,MelbourneAirport,13.4,44.78,3.6,2.0,56.84,NNE,63.0,13.0,No
48.0,SSE,66.56,1022.1,2010-12-23,S,5.0,63.14,17.0,No,0.0,1024.4,50.0,MelbourneAirport,10.6,51.620000000000005,6.6,5.0,58.459999999999994,SW,63.0,31.0,No
44.0,SSE,74.84,1025.7,2010-12-24,S,2.0,73.04,17.0,No,0.0,1019.9,31.0,MelbourneAirport,12.8,45.14,6.4,1.0,57.379999999999995,SE,61.0,15.0,No
65.0,NNW,81.32,1012.7,2010-12-25,S,7.0,71.78,2.0,No,0.0,1009.7,30.0,MelbourneAirport,1.3,53.42,5.0,7.0,63.32,E,80.0,2.0,No
71.0,SE,68.0,1009.1,2010-12-26,S,7.0,59.540000000000006,17.0,No,0.0,1008.1,44.0,MelbourneAirport,6.1,55.94,3.0,7.0,61.16,S,67.0,28.0,No
49.0,SSW,60.62,1012.1,2010-12-27,S,7.0,57.92,22.0,No,0.0,1013.9,57.0,MelbourneAirport,6.9,45.14,5.8,3.0,55.04,WSW,66.0,31.0,No
41.0,S,73.04,1018.8,2010-12-28,SE,2.0,67.82,11.0,No,0.0,1015.7,31.0,MelbourneAirport,13.4,42.8,4.0,6.0,55.94,SE,56.0,15.0,No
45.0,S,85.1,1013.3,2010-12-29,S,1.0,72.68,26.0,No,0.0,1013.9,52.0,MelbourneAirport,13.1,50.9,7.6,1.0,73.04,N,34.0,30.0,No
48.0,SSE,80.42,1018.0,2010-12-30,S,1.0,75.02,11.0,No,0.0,1016.3,31.0,MelbourneAirport,13.7,49.46,7.4,4.0,62.6,SE,66.0,17.0,No
11.0,NNW,104.72,1009.9,2010-12-31,NNW,4.0,102.56,28.0,No,0.0,1005.7,74.0,MelbourneAirport,12.3,52.7,7.6,6.0,78.62,N,38.0,43.0,No
43.0,,76.64,1012.6,2011-01-01,WSW,6.0,73.04,17.0,No,0.0,1010.6,,MelbourneAirport,6.2,59.36,14.2,7.0,62.059999999999995,WSW,72.0,17.0,No
43.0,S,68.54,1016.6,2011-01-02,SSE,4.0,66.92,19.0,No,0.0,1016.3,46.0,MelbourneAirport,9.7,57.379999999999995,6.0,7.0,59.540000000000006,S,72.0,30.0,No
43.0,S,67.46,1018.1,2011-01-03,S,3.0,65.84,26.0,No,0.0,1016.4,50.0,MelbourneAirport,9.1,55.04,7.6,7.0,57.56,S,50.0,28.0,No
47.0,S,72.68,1014.1,2011-01-04,S,3.0,67.82,17.0,No,0.0,1011.1,37.0,MelbourneAirport,12.0,47.3,5.6,4.0,59.18,S,61.0,26.0,No
53.0,S,70.7,1009.9,2011-01-05,S,7.0,66.56,20.0,No,0.0,1010.3,39.0,MelbourneAirport,11.1,51.8,5.6,6.0,61.7,SSW,70.0,26.0,No
39.0,NNE,87.44,1010.8,2011-01-06,SE,1.0,83.66,9.0,No,0.0,1007.4,33.0,MelbourneAirport,10.3,57.2,6.4,7.0,63.14,WNW,79.0,19.0,No
32.0,N,92.66,1008.8,2011-01-07,N,7.0,88.7,46.0,No,0.0,1008.2,74.0,MelbourneAirport,8.7,62.959999999999994,9.2,7.0,76.46,N,50.0,43.0,No
31.0,N,94.46000000000001,1008.7,2011-01-08,N,7.0,90.86,44.0,Yes,0.0,1007.4,63.0,MelbourneAirport,10.0,72.32,13.6,1.0,78.62,N,53.0,26.0,No
66.0,SSW,68.9,1019.1,2011-01-09,SSW,8.0,67.64,20.0,No,1.8,1018.3,39.0,MelbourneAirport,0.0,62.42,8.4,8.0,63.32,S,80.0,22.0,Yes
80.0,SSE,72.68,1016.2,2011-01-10,WSW,8.0,72.5,9.0,Yes,0.4,1013.1,19.0,MelbourneAirport,0.0,63.32,4.2,8.0,65.84,WSW,92.0,7.0,No
88.0,SE,75.2,1011.8,2011-01-11,ESE,8.0,72.14,9.0,Yes,11.2,1009.2,33.0,MelbourneAirport,0.0,65.3,1.0,7.0,71.78,ENE,91.0,9.0,Yes
83.0,NNE,81.68,1004.0,2011-01-12,N,7.0,77.0,20.0,Yes,23.4,1002.9,59.0,MelbourneAirport,2.0,68.9,1.0,7.0,72.32,NNE,90.0,39.0,Yes
93.0,NNE,78.8,1007.9,2011-01-13,E,8.0,75.2,24.0,Yes,7.2,1004.7,59.0,MelbourneAirport,0.0,72.14,3.0,7.0,76.28,N,86.0,20.0,Yes
67.0,N,79.88,1002.4,2011-01-14,SE,6.0,75.02,24.0,Yes,24.6,1004.3,72.0,MelbourneAirport,6.3,65.48,2.8,8.0,65.48,WSW,95.0,9.0,Yes
55.0,S,83.3,1009.7,2011-01-15,SSE,1.0,81.14,9.0,No,21.8,1008.8,35.0,MelbourneAirport,12.1,62.959999999999994,5.0,7.0,68.18,S,85.0,17.0,Yes
68.0,SSE,80.06,1010.0,2011-01-16,S,3.0,77.72,6.0,No,0.0,1007.2,35.0,MelbourneAirport,9.3,62.6,7.0,7.0,67.1,W,84.0,19.0,No
50.0,SW,71.96,1008.6,2011-01-17,SW,7.0,67.82,20.0,No,0.0,1008.0,52.0,MelbourneAirport,4.8,54.14,7.2,4.0,62.059999999999995,SW,61.0,31.0,No
54.0,SW,67.64,1011.3,2011-01-18,SSW,7.0,65.48,20.0,No,0.0,1010.4,31.0,MelbourneAirport,1.0,56.84,5.4,7.0,58.64,SW,72.0,22.0,No
56.0,S,68.18,1012.8,2011-01-19,S,5.0,66.74000000000001,17.0,No,0.0,1013.5,35.0,MelbourneAirport,6.6,55.94,4.2,7.0,58.82,SSW,68.0,24.0,No
25.0,NNW,86.0,1012.8,2011-01-20,N,2.0,84.74,7.0,No,0.0,1009.6,41.0,MelbourneAirport,12.6,50.18,4.6,4.0,60.08,W,80.0,17.0,No
47.0,N,90.32,1009.0,2011-01-21,S,2.0,80.6,33.0,No,0.0,1010.6,54.0,MelbourneAirport,11.5,59.540000000000006,8.0,7.0,74.12,N,56.0,30.0,No
63.0,SSE,80.78,1015.6,2011-01-22,SW,1.0,75.92,11.0,No,0.0,1012.4,35.0,MelbourneAirport,5.5,57.92,7.2,8.0,61.7,W,85.0,9.0,No
55.0,SSE,82.94,1010.4,2011-01-23,S,1.0,81.68,9.0,Yes,0.0,1006.3,30.0,MelbourneAirport,11.4,61.519999999999996,3.6,7.0,67.46,SW,86.0,17.0,No
60.0,S,69.44,1004.9,2011-01-24,SSE,7.0,64.75999999999999,11.0,No,3.8,1006.4,48.0,MelbourneAirport,7.4,57.56,7.6,7.0,60.440000000000005,NNE,90.0,30.0,Yes
29.0,S,83.3,1009.0,2011-01-25,NNW,7.0,81.32,2.0,Yes,0.0,1006.3,31.0,MelbourneAirport,8.6,52.34,5.0,4.0,63.5,SE,59.0,15.0,No
71.0,S,67.82,1014.4,2011-01-26,S,7.0,66.74000000000001,15.0,No,3.0,1016.0,33.0,MelbourneAirport,0.7,59.540000000000006,5.0,8.0,60.08,SSE,98.0,19.0,Yes
48.0,SW,79.88,1017.4,2011-01-27,SW,4.0,76.46,6.0,No,0.0,1017.1,39.0,MelbourneAirport,13.6,53.6,1.8,3.0,63.86,WSW,77.0,20.0,No
46.0,SSW,71.06,1022.6,2011-01-28,SSE,0.0,70.16,13.0,No,0.0,1021.2,35.0,MelbourneAirport,10.5,53.78,7.2,7.0,59.0,SSW,74.0,19.0,No
32.0,S,84.56,1020.0,2011-01-29,NE,4.0,83.84,9.0,No,0.0,1017.7,28.0,MelbourneAirport,12.5,48.74,6.4,3.0,59.36,WSW,75.0,13.0,No
19.0,N,98.96000000000001,1015.4,2011-01-30,N,1.0,95.72,39.0,No,0.0,1013.5,57.0,MelbourneAirport,13.4,59.18,7.4,1.0,80.96,N,35.0,39.0,No
64.0,S,98.06,1013.3,2011-01-31,SSE,7.0,77.72,9.0,No,0.0,1011.7,35.0,MelbourneAirport,8.4,59.72,12.0,1.0,70.16,SSW,80.0,17.0,No
19.0,N,102.91999999999999,1003.9,2011-02-01,NW,6.0,99.68,26.0,No,0.0,1002.7,70.0,MelbourneAirport,9.6,69.98,5.2,1.0,88.7,N,33.0,33.0,No
52.0,S,84.91999999999999,1012.1,2011-02-02,S,5.0,82.94,6.0,No,0.0,1008.8,35.0,MelbourneAirport,11.3,61.16,12.8,7.0,65.66,WNW,68.0,13.0,No
62.0,SSE,77.54,1015.2,2011-02-03,SSE,5.0,73.75999999999999,15.0,Yes,0.0,1013.9,26.0,MelbourneAirport,2.9,62.6,6.0,8.0,62.78,SSW,95.0,6.0,No
