Date,WindDir9am,WindDir3pm,MaxTempF,MinTempF,WindGustSpeed,Humidity3pm,Rainfall,Pressure9am,Cloud9am,WindSpeed3pm,Sunshine,Cloud3pm,RainTomorrow,Pressure3pm,Location,Evaporation,Humidity9am,WindSpeed9am,Temp3pmF,Temp9amF,WindGustDir,RainToday
2010-07-27,E,E,61.34,39.74,31.0,44.0,0.0,1033.1,4.0,15.0,6.9,7.0,No,1029.1,Mildura,1.8,82.0,19.0,60.26,45.14,E,No
2010-07-28,E,NE,63.5,42.980000000000004,17.0,51.0,0.0,1023.7,3.0,7.0,9.0,2.0,No,1018.9,Mildura,2.0,82.0,6.0,62.6,49.28,ESE,No
2010-07-29,NNE,N,64.22,47.66,31.0,64.0,0.6,1015.8,7.0,17.0,4.4,7.0,No,1012.0,Mildura,2.4,94.0,15.0,62.78,52.7,N,No
2010-07-30,NNE,N,67.64,43.34,39.0,46.0,0.4,1013.0,7.0,28.0,6.4,3.0,Yes,1011.1,Mildura,2.0,97.0,11.0,66.38,48.02,WSW,No
2010-07-31,WNW,W,61.88,45.68,41.0,54.0,3.6,1019.2,0.0,22.0,5.8,4.0,Yes,1018.7,Mildura,2.8,86.0,15.0,61.34,50.18,WNW,Yes
2010-08-01,W,WSW,54.86,48.2,,56.0,2.8,1021.4,7.0,31.0,7.8,2.0,No,1022.7,Mildura,3.0,79.0,24.0,53.42,48.379999999999995,,Yes
2010-08-02,WSW,SSW,57.379999999999995,37.4,52.0,58.0,0.0,1029.5,7.0,22.0,7.8,7.0,No,1028.2,Mildura,2.6,83.0,17.0,56.120000000000005,42.620000000000005,SW,No
2010-08-03,SSW,WSW,57.379999999999995,41.9,26.0,51.0,0.0,1028.6,7.0,11.0,7.2,4.0,No,1024.4,Mildura,2.0,82.0,13.0,56.84,46.4,W,No
2010-08-04,NNW,NNW,55.94,46.4,39.0,47.0,0.0,1020.0,3.0,15.0,3.0,7.0,Yes,1016.0,Mildura,1.8,74.0,11.0,54.86,47.3,S,No
2010-08-05,SSW,SSW,56.120000000000005,37.4,37.0,49.0,4.8,1023.4,0.0,17.0,8.5,7.0,No,1023.3,Mildura,2.6,86.0,13.0,54.14,42.08,SSE,Yes
2010-08-06,SW,SW,56.66,37.58,22.0,49.0,0.0,1028.2,1.0,9.0,5.5,7.0,No,1025.4,Mildura,1.8,95.0,7.0,53.78,43.519999999999996,WSW,No
2010-08-07,NNE,N,57.2,33.26,31.0,45.0,0.0,1026.2,7.0,20.0,4.8,7.0,No,1021.9,Mildura,1.6,92.0,2.0,54.5,40.28,N,No
2010-08-08,NE,N,61.88,36.86,35.0,36.0,0.0,1018.9,4.0,22.0,5.2,7.0,No,1015.4,Mildura,1.6,76.0,13.0,60.08,45.14,N,No
2010-08-09,E,E,65.66,43.519999999999996,41.0,27.0,0.0,1016.8,1.0,26.0,8.0,,No,1012.1,Mildura,2.4,54.0,13.0,64.94,50.36,ENE,No
2010-08-10,SSE,WSW,52.7,46.58,39.0,87.0,0.2,1009.9,7.0,17.0,2.3,7.0,Yes,1007.8,Mildura,3.8,90.0,17.0,50.54,49.82,W,No
2010-08-11,WSW,SW,60.08,47.3,65.0,50.0,3.2,1010.0,8.0,33.0,3.5,7.0,No,1009.5,Mildura,1.6,83.0,26.0,58.1,50.9,SW,Yes
2010-08-12,SW,SW,61.16,46.4,54.0,46.0,0.0,1018.6,7.0,24.0,7.0,6.0,No,1018.0,Mildura,3.6,72.0,20.0,59.18,50.54,SW,No
2010-08-13,,NNW,60.08,35.96,26.0,56.0,0.0,1019.1,1.0,13.0,8.5,,No,1014.5,Mildura,3.6,88.0,0.0,57.56,45.68,NNW,No
2010-08-14,NNE,NNW,65.3,43.879999999999995,63.0,55.0,0.0,1004.5,7.0,19.0,3.4,7.0,No,999.6,Mildura,2.4,59.0,28.0,62.059999999999995,52.52,N,No
2010-08-15,W,W,59.18,46.58,61.0,68.0,1.0,1007.5,8.0,33.0,3.8,6.0,No,1011.6,Mildura,2.6,89.0,31.0,55.76,52.16,W,No
2010-08-16,W,WSW,57.379999999999995,42.8,39.0,43.0,0.2,1018.6,7.0,20.0,5.8,6.0,No,1019.5,Mildura,1.8,93.0,19.0,55.76,47.66,WSW,No
2010-08-17,ENE,NE,59.36,29.66,33.0,37.0,0.0,1023.5,6.0,17.0,8.6,6.0,Yes,1018.2,Mildura,2.2,77.0,9.0,58.28,42.620000000000005,NE,No
2010-08-18,NE,NW,70.34,42.620000000000005,50.0,44.0,2.6,1006.6,8.0,24.0,5.9,3.0,Yes,1000.3,Mildura,4.0,88.0,30.0,69.62,47.48,W,Yes
2010-08-19,WNW,WNW,60.26,47.3,50.0,46.0,2.6,1011.0,0.0,28.0,8.8,8.0,No,1010.7,Mildura,2.2,70.0,22.0,59.0,53.06,W,Yes
2010-08-20,WNW,WNW,57.92,39.38,43.0,44.0,0.0,1018.7,0.0,22.0,9.5,2.0,No,1017.8,Mildura,3.2,78.0,19.0,57.2,47.120000000000005,W,No
2010-08-21,WNW,W,61.7,38.660000000000004,35.0,41.0,0.0,1021.5,0.0,15.0,10.5,5.0,No,1019.8,Mildura,2.6,81.0,17.0,60.8,47.84,WNW,No
2010-08-22,N,N,61.88,37.22,41.0,29.0,0.0,1022.2,5.0,20.0,4.8,7.0,No,1017.6,Mildura,2.0,64.0,13.0,60.62,49.82,NNW,No
2010-08-23,N,NW,58.64,46.58,59.0,66.0,0.0,1015.8,7.0,17.0,3.6,7.0,Yes,1012.8,Mildura,3.8,78.0,15.0,56.48,49.64,W,No
2010-08-24,NW,WNW,62.78,37.76,50.0,35.0,1.2,1015.4,5.0,31.0,7.8,6.0,Yes,1010.1,Mildura,1.6,82.0,13.0,61.7,46.76,WNW,Yes
2010-08-25,NW,W,59.0,38.48,52.0,78.0,1.6,1012.6,0.0,13.0,7.3,7.0,Yes,1006.6,Mildura,3.4,79.0,24.0,52.7,45.86,NW,Yes
2010-08-26,WNW,WSW,59.18,45.5,59.0,54.0,7.8,1004.8,7.0,28.0,8.1,2.0,No,1005.9,Mildura,3.2,90.0,28.0,57.56,48.74,WSW,Yes
2010-08-27,WSW,SSW,59.540000000000006,47.84,37.0,53.0,0.6,1015.9,2.0,19.0,7.2,7.0,No,1017.2,Mildura,2.8,82.0,15.0,57.2,51.98,W,No
2010-08-28,SSW,SW,61.16,36.86,17.0,49.0,0.2,1026.9,0.0,9.0,7.6,7.0,No,1026.0,Mildura,2.0,94.0,6.0,58.82,44.78,S,No
2010-08-29,,SSW,61.88,39.92,20.0,43.0,0.0,1030.8,7.0,11.0,8.7,5.0,No,1027.9,Mildura,2.0,86.0,0.0,60.62,49.28,SSW,No
2010-08-30,N,NNW,66.74000000000001,39.2,26.0,34.0,0.0,1028.5,0.0,9.0,11.0,1.0,No,1024.2,Mildura,2.2,66.0,13.0,66.74000000000001,51.08,N,No
2010-08-31,NNE,N,70.7,41.9,43.0,27.0,0.0,1022.3,7.0,22.0,9.2,5.0,No,1016.0,Mildura,3.2,65.0,13.0,69.44,52.34,NNE,No
2010-09-01,ENE,,64.22,52.34,31.0,50.0,0.0,1016.3,7.0,0.0,1.3,7.0,No,1014.2,Mildura,4.6,66.0,6.0,64.04,54.86,SSE,No
2010-09-02,SSE,S,65.48,49.46,35.0,53.0,0.4,1018.6,7.0,22.0,6.7,7.0,No,1018.3,Mildura,1.4,81.0,20.0,62.6,54.86,S,No
2010-09-03,ESE,ENE,69.44,45.14,46.0,40.0,0.0,1019.3,7.0,28.0,4.8,7.0,Yes,1010.0,Mildura,4.0,61.0,19.0,67.82,50.0,NE,No
2010-09-04,N,NW,65.66,50.0,80.0,61.0,17.8,997.2,7.0,39.0,2.5,7.0,Yes,995.1,Mildura,5.4,83.0,35.0,59.72,60.980000000000004,NW,Yes
2010-09-05,W,WNW,62.059999999999995,45.14,46.0,47.0,1.6,1017.4,1.0,20.0,,3.0,No,1016.6,Mildura,3.2,78.0,19.0,61.7,52.16,W,Yes
2010-09-06,SW,SW,60.08,45.14,31.0,46.0,0.6,1022.8,7.0,17.0,6.0,7.0,No,1022.1,Mildura,2.0,88.0,17.0,58.1,50.0,WSW,No
2010-09-07,ENE,NNW,61.7,36.68,20.0,44.0,0.0,1028.1,0.0,9.0,9.9,1.0,No,1024.5,Mildura,2.8,79.0,9.0,60.980000000000004,50.0,ESE,No
2010-09-08,NE,NNE,63.86,48.379999999999995,41.0,51.0,0.0,1022.6,7.0,20.0,3.0,8.0,No,1017.5,Mildura,3.2,57.0,22.0,62.959999999999994,57.02,NNE,No
2010-09-09,NNW,W,72.68,51.08,35.0,54.0,0.8,1011.3,7.0,17.0,9.3,7.0,No,1006.7,Mildura,3.0,71.0,17.0,69.25999999999999,59.9,W,No
2010-09-10,W,WSW,65.12,47.3,50.0,41.0,0.2,1010.0,1.0,24.0,10.2,5.0,No,1011.0,Mildura,4.2,64.0,26.0,64.22,53.78,W,No
2010-09-11,W,NW,59.72,40.1,17.0,55.0,0.0,1021.8,7.0,9.0,1.3,8.0,No,1020.5,Mildura,4.2,91.0,9.0,59.18,49.46,WNW,No
2010-09-12,NNE,NW,69.08,49.46,61.0,35.0,0.0,1019.5,7.0,20.0,4.2,7.0,No,1015.8,Mildura,1.0,65.0,19.0,67.1,57.74,WNW,No
2010-09-13,,N,68.54,43.16,33.0,52.0,0.0,1017.5,5.0,19.0,8.1,4.0,Yes,1014.4,Mildura,3.2,71.0,0.0,65.84,58.459999999999994,NNE,No
2010-09-14,SSE,SSW,61.88,51.98,37.0,70.0,19.8,1013.2,8.0,19.0,3.2,7.0,Yes,1013.6,Mildura,5.4,99.0,15.0,59.540000000000006,51.98,SW,Yes
2010-09-15,SW,W,61.7,44.06,39.0,50.0,13.6,1022.0,7.0,22.0,7.6,7.0,No,1019.1,Mildura,3.4,75.0,20.0,60.8,51.8,WSW,Yes
2010-09-16,SSW,SW,60.980000000000004,46.22,33.0,51.0,0.0,1024.4,7.0,20.0,4.4,7.0,No,1022.1,Mildura,2.8,62.0,19.0,58.28,52.16,SSW,No
2010-09-17,SSW,S,61.7,40.46,30.0,39.0,0.0,1029.2,0.0,9.0,10.8,0.0,No,1025.7,Mildura,2.8,52.0,17.0,60.8,52.16,S,No
2010-09-18,SW,S,60.8,36.68,33.0,47.0,0.0,1026.4,5.0,19.0,9.4,1.0,No,1021.7,Mildura,4.0,69.0,15.0,59.9,49.64,SSW,No
2010-09-19,S,S,60.440000000000005,41.72,30.0,51.0,0.0,1027.2,7.0,13.0,5.2,7.0,No,1024.9,Mildura,3.8,82.0,15.0,59.540000000000006,51.08,SSE,No
2010-09-20,S,SSE,63.32,39.02,31.0,54.0,0.0,1030.7,7.0,20.0,4.9,5.0,No,1027.1,Mildura,1.6,77.0,15.0,61.34,50.36,SSE,No
2010-09-21,S,SSW,65.12,50.18,30.0,53.0,0.0,1028.9,8.0,20.0,6.3,0.0,No,1026.5,Mildura,2.6,71.0,20.0,63.5,55.76,SSE,No
2010-09-22,SSE,S,66.2,41.36,33.0,43.0,0.0,1029.1,0.0,19.0,10.5,0.0,No,1025.2,Mildura,3.2,75.0,17.0,65.3,52.34,S,No
2010-09-23,S,SW,65.48,42.08,35.0,39.0,0.0,1029.0,6.0,19.0,9.2,0.0,No,1025.8,Mildura,3.6,77.0,13.0,64.04,51.8,SSW,No
2010-09-24,SSW,WNW,66.02,37.94,26.0,42.0,0.0,1026.5,0.0,15.0,10.3,1.0,No,1022.1,Mildura,3.6,71.0,7.0,64.4,50.18,WNW,No
2010-09-25,WNW,W,73.75999999999999,49.1,43.0,30.0,0.0,1017.9,2.0,22.0,8.6,7.0,No,1016.0,Mildura,4.0,52.0,15.0,71.6,60.62,W,No
2010-09-26,SE,WNW,68.54,41.72,24.0,40.0,0.0,1023.0,7.0,11.0,9.1,1.0,No,1017.9,Mildura,6.0,91.0,7.0,67.28,50.0,WNW,No
2010-09-27,W,WSW,72.32,48.56,43.0,37.0,0.0,1016.7,6.0,20.0,8.7,4.0,No,1013.4,Mildura,3.0,75.0,11.0,71.6,55.58,WNW,No
2010-09-28,W,WSW,62.959999999999994,40.1,44.0,34.0,0.0,1019.9,8.0,13.0,6.2,7.0,No,1017.8,Mildura,5.4,68.0,13.0,62.24,53.24,SW,No
2010-09-29,S,S,62.78,36.86,33.0,28.0,0.0,1027.1,0.0,15.0,10.8,1.0,No,1024.7,Mildura,4.0,59.0,15.0,61.7,51.26,SSW,No
2010-09-30,NE,W,64.58,34.88,26.0,29.0,0.0,1027.9,7.0,11.0,8.3,7.0,No,1024.1,Mildura,4.4,57.0,9.0,63.68,51.98,NW,No
2010-10-01,NE,SSE,70.34,49.1,30.0,24.0,0.0,1025.8,1.0,9.0,8.5,5.0,No,1022.6,Mildura,2.6,40.0,20.0,68.36,59.36,NNE,No
2010-10-02,E,E,75.56,44.42,39.0,12.0,0.0,1026.4,1.0,22.0,11.4,1.0,No,1021.3,Mildura,5.0,41.0,13.0,74.48,61.34,ESE,No
2010-10-03,NE,NE,80.6,51.98,44.0,30.0,0.0,1024.3,0.0,24.0,10.0,1.0,No,1020.7,Mildura,6.4,65.0,13.0,78.8,60.980000000000004,NE,No
2010-10-04,NNE,NNW,84.38000000000001,60.980000000000004,39.0,30.0,0.0,1020.6,1.0,19.0,9.6,1.0,No,1017.0,Mildura,6.0,60.0,20.0,82.58,65.48,NNE,No
2010-10-05,SSE,S,81.32,51.98,35.0,31.0,0.0,1022.3,2.0,6.0,11.4,3.0,No,1019.2,Mildura,8.0,71.0,19.0,76.64,56.3,SSW,No
2010-10-06,NNE,WNW,79.52,56.3,59.0,37.0,0.0,1015.3,7.0,24.0,3.1,8.0,Yes,1013.4,Mildura,6.0,58.0,13.0,78.98,65.66,N,No
2010-10-07,S,S,66.56,39.02,39.0,26.0,11.6,1027.1,1.0,15.0,10.7,1.0,No,1025.0,Mildura,7.8,69.0,13.0,64.22,49.28,S,Yes
2010-10-08,S,S,69.98,40.28,31.0,36.0,0.0,1029.1,0.0,17.0,11.8,2.0,No,1025.8,Mildura,5.4,70.0,9.0,67.64,51.08,S,No
2010-10-09,SE,S,73.58,45.5,35.0,29.0,0.0,1026.9,7.0,15.0,10.6,1.0,No,1024.2,Mildura,3.8,70.0,11.0,71.42,55.76,SSE,No
2010-10-10,E,NNE,83.3,47.84,43.0,26.0,0.0,1026.6,0.0,15.0,11.3,1.0,No,1023.1,Mildura,5.0,65.0,13.0,80.06,57.2,ENE,No
2010-10-11,NE,NE,83.3,57.2,43.0,29.0,0.0,1025.4,4.0,26.0,9.7,4.0,No,1021.9,Mildura,8.4,47.0,26.0,80.78,66.74000000000001,NE,No
2010-10-12,NNE,N,86.0,62.059999999999995,44.0,36.0,0.0,1022.5,7.0,17.0,8.2,7.0,Yes,1018.6,Mildura,8.0,59.0,19.0,82.4,71.42,SSW,No
2010-10-13,S,SW,66.92,61.34,22.0,95.0,4.2,1017.3,8.0,13.0,1.4,8.0,Yes,1015.3,Mildura,5.6,95.0,7.0,62.78,62.42,SSW,Yes
2010-10-14,,NNW,75.56,54.14,43.0,50.0,5.0,1012.8,7.0,17.0,4.3,8.0,Yes,1007.4,Mildura,1.4,84.0,0.0,73.4,61.34,NNE,Yes
2010-10-15,SW,SW,55.94,55.76,70.0,95.0,26.0,994.1,8.0,28.0,1.2,8.0,Yes,997.0,Mildura,5.4,94.0,22.0,49.1,55.94,SW,Yes
2010-10-16,WSW,SW,60.440000000000005,41.9,39.0,45.0,8.8,1014.1,1.0,19.0,7.5,6.0,No,1015.2,Mildura,3.2,74.0,20.0,58.459999999999994,47.48,WSW,Yes
2010-10-17,WSW,WSW,60.8,41.0,33.0,58.0,0.0,1020.8,7.0,13.0,1.4,8.0,No,1019.8,Mildura,2.8,84.0,11.0,59.0,50.0,W,No
2010-10-18,SSW,SW,65.12,44.78,28.0,54.0,0.0,1024.2,3.0,15.0,6.1,7.0,No,1023.4,Mildura,1.8,80.0,11.0,60.8,52.879999999999995,WSW,No
2010-10-19,ESE,SSE,70.16,43.7,24.0,39.0,0.0,1028.2,0.0,11.0,10.5,1.0,No,1026.3,Mildura,4.0,78.0,9.0,67.28,54.32,SSE,No
2010-10-20,ENE,NE,75.2,44.06,24.0,29.0,0.0,1028.5,0.0,11.0,11.5,1.0,No,1024.5,Mildura,4.0,67.0,9.0,72.86,59.0,ESE,No
2010-10-21,ENE,NNE,80.96,50.0,24.0,27.0,0.0,1022.2,0.0,9.0,12.2,1.0,No,1018.6,Mildura,5.8,51.0,17.0,78.8,64.94,ENE,No
2010-10-22,NNE,NW,88.88000000000001,53.78,52.0,17.0,0.0,1017.3,0.0,17.0,10.5,7.0,Yes,1014.0,Mildura,6.0,41.0,11.0,86.72,71.42,SW,No
2010-10-23,SSW,SSW,68.72,57.379999999999995,33.0,45.0,3.2,1019.6,7.0,19.0,8.9,5.0,No,1020.0,Mildura,10.0,94.0,13.0,66.02,57.92,SSW,Yes
2010-10-24,SSE,SSW,70.88,44.239999999999995,30.0,36.0,0.0,1024.0,0.0,9.0,11.1,1.0,No,1021.5,Mildura,4.0,74.0,15.0,66.38,53.24,S,No
2010-10-25,ESE,NW,75.92,45.14,24.0,27.0,0.0,1021.8,1.0,11.0,11.9,5.0,No,1018.5,Mildura,5.6,64.0,9.0,72.5,57.74,W,No
2010-10-26,NW,W,82.04,50.9,48.0,24.0,0.0,1017.8,5.0,28.0,12.5,1.0,No,1015.8,Mildura,6.0,36.0,20.0,80.96,66.74000000000001,W,No
2010-10-27,SSE,SSW,72.5,49.82,31.0,34.0,0.0,1021.0,7.0,13.0,9.4,1.0,No,1019.1,Mildura,9.2,70.0,15.0,69.98,57.379999999999995,SSE,No
2010-10-28,ENE,NE,81.32,49.82,31.0,20.0,0.0,1018.8,6.0,20.0,10.3,7.0,No,1014.4,Mildura,5.6,47.0,19.0,79.34,62.24,NNE,No
2010-10-29,NNE,N,91.03999999999999,58.459999999999994,61.0,16.0,0.0,1010.2,6.0,26.0,7.3,7.0,Yes,1006.0,Mildura,7.2,34.0,22.0,87.44,73.75999999999999,W,No
2010-10-30,WSW,SSW,60.440000000000005,56.48,39.0,87.0,12.4,1008.2,8.0,13.0,0.5,8.0,Yes,1007.4,Mildura,10.6,97.0,17.0,60.08,57.02,SSW,Yes
2010-10-31,SW,SW,65.12,50.72,50.0,42.0,17.6,1015.2,7.0,19.0,6.6,7.0,No,1015.9,Mildura,2.4,76.0,19.0,61.16,53.96,WSW,Yes
2010-11-01,SSW,WSW,66.02,42.44,37.0,32.0,0.2,1021.6,1.0,17.0,12.7,5.0,No,1019.2,Mildura,4.2,66.0,11.0,63.86,51.26,SSE,No
2010-11-02,WSW,SW,68.0,44.78,31.0,53.0,0.0,1021.7,0.0,17.0,6.5,7.0,No,1020.6,Mildura,4.6,66.0,6.0,64.04,56.3,WSW,No
2010-11-03,SE,SW,68.18,47.66,37.0,35.0,0.0,1024.0,3.0,15.0,11.7,2.0,No,1021.7,Mildura,4.0,67.0,19.0,66.74000000000001,56.66,SSW,No
2010-11-04,SSE,S,65.66,48.74,33.0,31.0,0.0,1024.8,7.0,17.0,11.9,1.0,No,1021.6,Mildura,7.2,57.0,17.0,63.14,55.22,S,No
2010-11-05,SSE,ENE,73.94,46.94,30.0,31.0,0.0,1021.5,1.0,11.0,12.4,5.0,No,1017.5,Mildura,5.0,67.0,13.0,70.7,55.4,SSE,No
2010-11-06,NE,NNE,80.96,54.86,37.0,32.0,0.0,1018.0,1.0,19.0,11.5,6.0,No,1014.6,Mildura,6.4,61.0,24.0,78.08,63.5,NNE,No
2010-11-07,N,NNW,88.7,57.2,54.0,15.0,0.0,1012.8,4.0,20.0,9.3,6.0,No,1008.7,Mildura,7.4,47.0,15.0,86.0,69.8,N,No
2010-11-08,ESE,W,79.7,50.72,28.0,27.0,0.0,1016.2,6.0,15.0,12.4,7.0,No,1015.8,Mildura,10.4,56.0,4.0,76.82,62.78,W,No
2010-11-09,E,N,88.16,50.9,35.0,17.0,0.0,1022.6,0.0,20.0,11.7,1.0,No,1019.0,Mildura,6.6,56.0,7.0,87.08000000000001,66.02,NNE,No
2010-11-10,N,WNW,92.66,62.959999999999994,44.0,17.0,0.0,1017.1,7.0,22.0,5.4,7.0,No,1014.1,Mildura,8.0,35.0,13.0,89.41999999999999,76.82,NW,No
2010-11-11,N,NW,99.32,58.64,48.0,13.0,0.0,1010.6,3.0,30.0,9.9,6.0,No,1006.0,Mildura,8.0,42.0,15.0,97.34,75.2,NW,No
2010-11-12,N,W,99.5,75.2,57.0,47.0,0.0,1006.1,7.0,31.0,7.1,7.0,Yes,1003.4,Mildura,12.8,28.0,30.0,85.28,83.48,N,No
2010-11-13,SSW,SSE,63.86,59.0,33.0,99.0,17.8,1012.7,8.0,13.0,0.5,8.0,Yes,1011.1,Mildura,11.6,99.0,20.0,62.24,59.0,S,Yes
2010-11-14,WSW,WSW,71.6,58.28,33.0,55.0,42.6,1017.0,8.0,19.0,8.5,5.0,No,1015.9,Mildura,3.0,91.0,13.0,69.25999999999999,59.72,SW,Yes
2010-11-15,SE,SE,73.58,52.34,28.0,51.0,0.0,1017.5,1.0,6.0,7.5,7.0,No,1014.2,Mildura,3.6,80.0,13.0,71.6,60.440000000000005,S,No
2010-11-16,SE,SE,71.96,55.4,22.0,47.0,0.0,1016.4,7.0,11.0,7.7,7.0,No,1014.7,Mildura,5.4,66.0,15.0,69.25999999999999,60.8,ESE,No
2010-11-17,SSE,W,78.44,49.28,33.0,30.0,0.0,1018.6,0.0,13.0,12.1,2.0,No,1016.0,Mildura,4.6,62.0,11.0,75.38,59.36,SSW,No
2010-11-18,SSW,SSW,75.38,50.9,43.0,39.0,0.0,1018.8,1.0,20.0,11.6,6.0,No,1017.1,Mildura,6.0,65.0,13.0,74.66,61.88,SSW,No
2010-11-19,SE,S,78.08,49.28,39.0,19.0,0.0,1023.8,1.0,11.0,13.3,0.0,No,1021.3,Mildura,7.6,50.0,20.0,74.12,57.92,SE,No
2010-11-20,SE,N,86.18,51.26,20.0,22.0,0.0,1023.2,0.0,7.0,13.4,1.0,No,1019.8,Mildura,7.2,53.0,11.0,83.48,66.56,NNE,No
2010-11-21,ENE,SE,91.94,58.459999999999994,28.0,15.0,0.0,1019.3,1.0,9.0,12.8,3.0,No,1017.0,Mildura,6.2,32.0,11.0,89.96000000000001,78.08,W,No
2010-11-22,NNE,NNE,93.02,63.86,39.0,23.0,0.0,1018.7,1.0,22.0,13.4,4.0,No,1015.9,Mildura,8.8,52.0,19.0,89.06,77.0,NE,No
2010-11-23,NNW,NNE,86.36,64.75999999999999,46.0,37.0,0.0,1019.5,1.0,28.0,12.6,6.0,Yes,1016.9,Mildura,12.0,53.0,15.0,84.38000000000001,75.2,NNE,No
2010-11-24,N,N,89.96000000000001,66.38,50.0,32.0,3.8,1018.2,3.0,30.0,8.4,7.0,No,1015.8,Mildura,11.4,48.0,28.0,89.41999999999999,75.92,N,Yes
2010-11-25,WSW,WNW,84.91999999999999,67.82,30.0,44.0,0.0,1017.9,7.0,17.0,9.9,7.0,No,1016.0,Mildura,7.8,95.0,6.0,81.32,68.9,WNW,No
2010-11-26,N,NNE,89.06,63.68,41.0,35.0,0.0,1015.3,7.0,11.0,7.5,7.0,Yes,1011.4,Mildura,5.6,81.0,9.0,88.16,73.4,N,No
2010-11-27,ENE,S,67.28,64.22,57.0,97.0,15.8,1009.5,8.0,26.0,0.4,8.0,Yes,1007.9,Mildura,9.4,97.0,9.0,59.0,64.75999999999999,S,Yes
2010-11-28,S,SSW,66.74000000000001,55.04,46.0,55.0,13.2,1015.1,7.0,26.0,3.6,7.0,No,1014.9,Mildura,1.8,72.0,24.0,63.68,57.379999999999995,SSW,Yes
2010-11-29,S,SSE,63.86,53.78,41.0,83.0,0.0,1016.4,8.0,9.0,1.0,8.0,Yes,1013.8,Mildura,5.0,70.0,20.0,60.08,55.22,S,No
2010-11-30,SE,SSE,70.16,53.24,35.0,87.0,10.2,1013.0,6.0,13.0,2.4,7.0,Yes,1010.8,Mildura,1.0,90.0,17.0,65.66,62.6,ESE,Yes
2010-12-01,SE,N,78.44,61.7,43.0,63.0,3.4,1010.3,8.0,19.0,5.7,3.0,Yes,1008.5,Mildura,2.6,90.0,13.0,73.04,65.48,E,Yes
2010-12-02,NE,NNW,82.22,60.8,37.0,37.0,19.4,1011.8,2.0,13.0,12.0,2.0,No,1009.5,Mildura,4.8,74.0,17.0,79.16,69.08,NW,Yes
2010-12-03,NNE,NNW,90.14,61.519999999999996,46.0,26.0,1.0,1010.9,1.0,19.0,13.1,4.0,No,1008.6,Mildura,6.4,60.0,11.0,88.88000000000001,74.84,NNW,No
2010-12-04,N,ENE,92.66,65.84,52.0,32.0,0.0,1009.2,4.0,9.0,13.5,5.0,Yes,1007.3,Mildura,8.0,63.0,19.0,90.32,78.44,SSE,No
2010-12-05,ENE,ENE,91.94,65.66,39.0,31.0,49.2,1010.0,2.0,9.0,9.1,7.0,Yes,1007.2,Mildura,13.6,73.0,9.0,91.22,77.36,SSE,Yes
2010-12-06,ENE,NW,88.7,68.72,44.0,46.0,4.2,1007.1,7.0,20.0,4.1,7.0,Yes,1004.4,Mildura,7.0,67.0,13.0,86.72,75.56,E,Yes
2010-12-07,NNE,NNE,87.44,67.82,61.0,57.0,13.2,1005.2,7.0,26.0,6.6,5.0,Yes,1003.3,Mildura,6.6,90.0,24.0,85.28,70.88,SW,Yes
2010-12-08,,W,77.18,65.84,37.0,88.0,39.0,1004.7,8.0,15.0,5.0,8.0,Yes,1003.7,Mildura,10.2,98.0,0.0,71.06,70.16,SSW,Yes
2010-12-09,S,WNW,80.96,58.1,39.0,46.0,6.4,1011.7,1.0,20.0,12.5,5.0,No,1009.9,Mildura,1.8,73.0,7.0,78.44,68.36,W,Yes
2010-12-10,SSW,WSW,73.04,55.76,44.0,35.0,0.0,1015.4,7.0,20.0,11.3,2.0,No,1012.4,Mildura,7.0,66.0,15.0,71.6,61.16,WSW,No
2010-12-11,NW,NW,76.1,52.16,48.0,38.0,0.0,1010.8,6.0,24.0,12.5,4.0,No,1005.5,Mildura,10.2,67.0,15.0,73.04,61.16,WNW,No
2010-12-12,WSW,WSW,74.84,55.76,43.0,33.0,0.0,1009.5,6.0,20.0,13.3,6.0,No,1009.2,Mildura,5.8,55.0,17.0,71.06,62.6,SSW,No
2010-12-13,S,SE,76.64,50.9,22.0,34.0,0.0,1016.4,7.0,9.0,13.1,7.0,No,1014.0,Mildura,6.6,57.0,9.0,74.48,63.32,NW,No
2010-12-14,E,NW,86.53999999999999,55.04,26.0,25.0,0.0,1013.7,3.0,13.0,12.0,1.0,No,1009.6,Mildura,5.8,60.0,7.0,84.38000000000001,68.9,NNW,No
2010-12-15,N,SW,79.7,66.56,50.0,39.0,0.0,1004.5,6.0,20.0,9.9,,No,1005.8,Mildura,8.8,34.0,22.0,77.54,77.0,SW,No
2010-12-16,S,SW,76.64,50.0,39.0,29.0,0.0,1011.5,0.0,20.0,11.8,3.0,No,1008.4,Mildura,9.4,50.0,17.0,73.04,60.8,SSW,No
2010-12-17,WNW,WNW,79.34,56.66,48.0,32.0,0.0,1007.2,1.0,26.0,11.1,7.0,No,1004.4,Mildura,6.8,48.0,9.0,76.28,66.56,NW,No
2010-12-18,WSW,W,75.74000000000001,58.28,46.0,28.0,0.0,1007.4,2.0,22.0,12.2,4.0,No,1005.4,Mildura,9.0,48.0,24.0,72.5,62.78,WSW,No
2010-12-19,WNW,WSW,65.12,54.68,67.0,58.0,0.0,1001.6,7.0,39.0,7.7,7.0,Yes,1001.0,Mildura,9.0,54.0,28.0,59.0,61.7,WSW,No
