wind gust speed,temp 9 am f,rain today,min temp f,wind dir 9 am,humidity 3 pm,max temp f,humidity 9 am,location,wind speed 9 am,pressure 9 am,pressure 3 pm,temp 3 pm f,rain tomorrow,date,wind dir 3 pm,wind gust dir,rainfall,wind speed 3 pm
48.0,51.08,No,44.42,,54.0,70.7,98.0,Tuggeranong,0.0,1021.8,1015.3,68.72,Yes,2010-05-04,N,W,0.0,15.0
44.0,49.1,Yes,48.74,NNW,52.0,55.76,78.0,Tuggeranong,7.0,1013.8,1013.0,52.16,No,2010-05-05,WNW,WNW,16.6,24.0
37.0,48.92,No,40.28,N,47.0,60.8,71.0,Tuggeranong,7.0,1021.0,1020.3,58.459999999999994,No,2010-05-06,WSW,W,0.0,17.0
15.0,41.72,No,33.8,SSW,58.0,61.7,94.0,Tuggeranong,6.0,1023.9,1020.1,61.16,No,2010-05-07,NNW,NW,0.0,4.0
20.0,46.04,No,33.62,,52.0,66.38,84.0,Tuggeranong,0.0,1024.1,1020.6,65.12,No,2010-05-08,N,NNE,0.0,11.0
22.0,46.22,No,34.34,,52.0,66.56,93.0,Tuggeranong,0.0,1023.5,1019.4,66.02,No,2010-05-09,NNW,NNE,0.0,11.0
,46.76,No,35.06,,49.0,66.2,91.0,Tuggeranong,0.0,1021.5,1016.5,65.12,,2010-05-10,NNW,,0.0,17.0
46.0,47.3,,33.08,,43.0,65.12,87.0,Tuggeranong,,1012.3,1011.0,59.18,No,2010-05-11,NW,NW,,24.0
28.0,42.44,No,30.2,WSW,40.0,57.2,65.0,Tuggeranong,6.0,1020.0,1018.6,55.58,No,2010-05-12,W,S,0.0,13.0
24.0,37.4,No,26.240000000000002,SW,50.0,62.059999999999995,79.0,Tuggeranong,2.0,1021.2,1017.6,58.459999999999994,No,2010-05-13,NW,SSE,0.0,13.0
31.0,43.34,No,31.46,W,49.0,62.959999999999994,83.0,Tuggeranong,7.0,1019.8,1016.2,60.8,No,2010-05-14,NNW,NNE,0.0,13.0
20.0,43.879999999999995,No,30.38,WNW,36.0,62.959999999999994,78.0,Tuggeranong,6.0,1020.2,1017.1,62.059999999999995,No,2010-05-15,NW,S,0.0,6.0
17.0,41.36,No,29.48,SW,52.0,62.6,85.0,Tuggeranong,2.0,1022.6,1019.4,60.08,No,2010-05-16,WNW,N,0.0,9.0
15.0,41.0,No,36.68,W,53.0,61.16,90.0,Tuggeranong,7.0,1021.6,1018.2,60.440000000000005,No,2010-05-17,WSW,WSW,0.0,7.0
26.0,43.16,No,30.2,,32.0,61.519999999999996,86.0,Tuggeranong,0.0,1020.9,1018.9,61.16,No,2010-05-18,SE,SSE,0.0,15.0
22.0,40.1,No,28.94,W,43.0,63.14,84.0,Tuggeranong,4.0,1024.4,1021.1,61.34,No,2010-05-19,N,NNE,0.0,13.0
15.0,42.44,No,29.84,,49.0,58.459999999999994,90.0,Tuggeranong,0.0,1024.3,1020.4,57.2,No,2010-05-20,NNW,NNE,0.0,9.0
22.0,46.4,No,30.02,,42.0,60.62,85.0,Tuggeranong,0.0,1022.6,1019.1,59.18,No,2010-05-21,E,S,0.0,9.0
22.0,45.86,No,34.34,,39.0,58.459999999999994,73.0,Tuggeranong,0.0,1023.3,1021.0,56.3,No,2010-05-22,,SE,0.0,
20.0,44.239999999999995,No,32.18,SE,50.0,59.9,70.0,Tuggeranong,2.0,1024.8,1020.7,55.22,No,2010-05-23,NNE,E,0.0,9.0
15.0,46.04,No,38.48,,61.0,60.8,86.0,Tuggeranong,0.0,1020.0,1015.7,57.74,Yes,2010-05-24,NW,W,0.0,7.0
15.0,51.26,Yes,46.04,,98.0,54.5,99.0,Tuggeranong,0.0,1011.3,1006.8,54.14,Yes,2010-05-25,,SW,1.6,
43.0,52.7,Yes,48.2,S,72.0,56.120000000000005,84.0,Tuggeranong,26.0,1009.1,1011.0,55.4,No,2010-05-26,SE,S,6.8,15.0
,48.92,No,39.92,SW,58.0,60.8,88.0,Tuggeranong,7.0,1020.8,1019.1,58.1,No,2010-05-27,NNE,,0.2,7.0
24.0,51.26,No,48.2,,61.0,61.519999999999996,86.0,Tuggeranong,0.0,1021.7,1016.9,59.0,Yes,2010-05-28,,ENE,0.0,
24.0,50.9,Yes,49.82,NE,87.0,55.22,99.0,Tuggeranong,6.0,1008.5,1004.7,55.04,Yes,2010-05-29,ENE,N,10.8,7.0
65.0,48.2,Yes,46.76,NW,100.0,56.66,99.0,Tuggeranong,7.0,1003.2,1001.1,50.36,,2010-05-30,WNW,SSE,17.8,6.0
48.0,50.72,,48.2,S,53.0,58.64,76.0,Tuggeranong,28.0,1014.3,1015.2,57.92,No,2010-05-31,S,SSE,,19.0
17.0,42.8,No,32.18,,46.0,59.540000000000006,99.0,Tuggeranong,0.0,1021.9,1019.2,58.28,No,2010-06-01,NNE,NW,0.0,9.0
22.0,43.519999999999996,No,33.62,,50.0,59.0,93.0,Tuggeranong,0.0,1023.2,1021.3,58.28,No,2010-06-02,SSE,SSE,0.2,13.0
30.0,50.18,No,39.02,S,62.0,58.459999999999994,72.0,Tuggeranong,11.0,1027.6,1025.1,57.379999999999995,No,2010-06-03,S,S,0.0,15.0
31.0,54.32,No,50.18,S,66.0,62.24,71.0,Tuggeranong,15.0,1023.8,1020.4,57.2,No,2010-06-04,E,SSE,0.0,11.0
19.0,40.82,No,31.64,,55.0,59.0,100.0,Tuggeranong,0.0,1018.1,1014.5,57.2,No,2010-06-05,W,SE,0.0,4.0
28.0,40.64,No,31.46,WNW,56.0,55.94,92.0,Tuggeranong,7.0,1018.6,1019.1,55.22,No,2010-06-06,S,SSE,0.0,13.0
31.0,44.42,No,30.56,S,43.0,57.2,67.0,Tuggeranong,11.0,1026.6,1023.9,57.2,No,2010-06-07,WNW,S,0.0,6.0
28.0,42.8,No,36.5,,52.0,54.86,86.0,Tuggeranong,0.0,1023.6,1018.6,51.44,No,2010-06-08,NW,NW,0.0,20.0
35.0,43.519999999999996,No,40.46,NW,,46.22,62.0,Tuggeranong,11.0,1012.4,,,No,2010-06-09,,NNW,0.0,
35.0,44.78,No,34.34,WNW,38.0,55.04,59.0,Tuggeranong,4.0,1018.2,1018.1,53.96,No,2010-06-10,NNW,NW,0.0,9.0
30.0,32.0,No,24.8,NNW,40.0,56.3,97.0,Tuggeranong,2.0,1021.3,1017.1,54.86,No,2010-06-11,WNW,WSW,0.0,19.0
24.0,37.76,No,28.04,NW,44.0,52.7,88.0,Tuggeranong,2.0,1024.0,1022.9,51.8,No,2010-06-12,SSE,SSE,0.0,11.0
24.0,39.92,No,28.22,SSW,45.0,53.78,68.0,Tuggeranong,15.0,1031.6,1030.0,53.6,,2010-06-13,NNW,S,0.2,4.0
13.0,35.78,,23.18,,45.0,55.22,87.0,Tuggeranong,0.0,1036.0,1032.6,54.86,No,2010-06-14,WNW,WNW,,7.0
20.0,36.5,No,27.5,NNE,55.0,57.74,92.0,Tuggeranong,4.0,1033.6,1029.2,54.5,No,2010-06-15,NNW,N,0.0,11.0
30.0,37.04,No,29.48,SSW,61.0,58.459999999999994,92.0,Tuggeranong,2.0,1029.5,1024.1,56.120000000000005,Yes,2010-06-16,NNW,N,0.0,15.0
69.0,48.379999999999995,Yes,37.04,NNW,63.0,55.94,95.0,Tuggeranong,19.0,1013.4,1009.1,53.96,,2010-06-17,WNW,W,11.0,22.0
,45.14,,37.22,NNW,53.0,55.94,71.0,Tuggeranong,17.0,1017.5,1015.9,53.6,,2010-06-18,NW,,,15.0
41.0,,,,,,57.74,,Tuggeranong,,,,,No,2010-06-19,,W,,
19.0,37.94,No,29.12,,,60.08,92.0,Tuggeranong,0.0,1027.3,,,No,2010-06-20,,SW,0.0,
19.0,45.86,No,37.4,,51.0,58.82,87.0,Tuggeranong,0.0,1035.0,1033.6,58.1,No,2010-06-21,N,NE,0.0,6.0
22.0,44.96,No,34.52,,68.0,56.84,85.0,Tuggeranong,0.0,1038.8,1037.0,53.24,No,2010-06-22,E,E,0.0,13.0
26.0,47.84,No,38.48,,59.0,55.4,84.0,Tuggeranong,0.0,1039.4,1035.6,54.14,Yes,2010-06-23,ENE,E,0.0,9.0
20.0,48.379999999999995,Yes,44.96,,61.0,58.28,99.0,Tuggeranong,0.0,1031.8,1027.1,55.58,No,2010-06-24,N,N,1.4,9.0
30.0,43.7,No,38.839999999999996,,80.0,59.0,99.0,Tuggeranong,0.0,1024.9,1020.5,55.58,Yes,2010-06-25,N,NW,0.0,13.0
31.0,51.98,Yes,43.7,WNW,65.0,57.2,73.0,Tuggeranong,15.0,1017.7,1018.0,51.26,No,2010-06-26,NNW,SSE,22.4,15.0
28.0,40.64,No,30.56,SSW,45.0,51.620000000000005,68.0,Tuggeranong,13.0,1022.7,1019.9,50.18,,2010-06-27,SW,S,0.6,9.0
28.0,30.74,,23.0,,57.0,48.56,91.0,Tuggeranong,0.0,1021.4,1017.5,47.48,No,2010-06-28,N,NNW,,17.0
30.0,30.02,No,19.939999999999998,N,50.0,49.28,88.0,Tuggeranong,6.0,1020.5,1017.0,48.379999999999995,No,2010-06-29,N,N,0.0,17.0
,32.0,No,21.560000000000002,,56.0,51.26,92.0,Tuggeranong,0.0,1020.5,1018.6,47.66,No,2010-06-30,NNW,,0.2,11.0
43.0,37.04,No,27.14,,48.0,53.24,99.0,Tuggeranong,,1025.2,1023.1,52.16,No,2010-07-01,NW,SSE,0.0,15.0
,30.92,No,25.52,,78.0,46.58,96.0,Tuggeranong,0.0,1027.8,1024.2,44.06,,2010-07-02,N,,0.0,9.0
22.0,33.44,,30.92,,50.0,54.14,99.0,Tuggeranong,,1028.4,1027.7,53.42,No,2010-07-03,WNW,SE,,7.0
19.0,34.7,No,24.62,,53.0,55.04,96.0,Tuggeranong,0.0,1032.6,1028.3,53.96,No,2010-07-04,N,N,0.0,11.0
22.0,35.6,No,25.34,N,52.0,54.5,99.0,Tuggeranong,2.0,1028.6,1024.2,53.42,Yes,2010-07-05,NNW,NW,0.0,7.0
33.0,43.519999999999996,Yes,35.6,SW,69.0,51.08,99.0,Tuggeranong,6.0,1019.3,1018.6,49.82,No,2010-07-06,SE,SSE,4.2,11.0
30.0,36.5,No,28.4,,,54.5,99.0,Tuggeranong,0.0,1027.1,1024.9,,No,2010-07-07,,S,0.6,
30.0,40.1,No,26.060000000000002,WSW,47.0,55.58,88.0,Tuggeranong,6.0,1029.9,1027.2,54.5,No,2010-07-08,WSW,SSW,0.0,7.0
,40.82,No,31.64,,59.0,55.22,93.0,Tuggeranong,0.0,1032.1,1029.3,53.96,No,2010-07-09,ESE,,0.0,9.0
22.0,45.14,No,39.02,,64.0,54.68,97.0,Tuggeranong,,1028.9,1024.3,54.5,No,2010-07-10,N,N,0.0,13.0
41.0,51.26,No,44.96,N,52.0,59.36,95.0,Tuggeranong,15.0,1020.9,1019.9,56.66,No,2010-07-11,NW,NW,0.2,17.0
,37.4,No,27.5,,45.0,,94.0,Tuggeranong,0.0,1025.5,1022.0,57.56,,2010-07-12,,,0.2,
43.0,,,35.96,,99.0,55.58,,Tuggeranong,,,1013.2,49.46,Yes,2010-07-13,N,N,,7.0
54.0,45.86,Yes,43.879999999999995,NW,66.0,50.18,73.0,Tuggeranong,20.0,1007.9,1009.7,47.120000000000005,Yes,2010-07-14,NNW,NW,31.2,22.0
41.0,43.879999999999995,Yes,33.44,NNE,45.0,53.06,69.0,Tuggeranong,9.0,1017.7,1019.5,51.8,No,2010-07-15,W,NW,6.8,17.0
20.0,33.98,No,24.98,,48.0,54.5,93.0,Tuggeranong,0.0,1027.9,1025.3,54.32,No,2010-07-16,,SSW,0.0,
24.0,36.32,No,26.240000000000002,,,54.32,92.0,Tuggeranong,0.0,1029.0,,,No,2010-07-17,,NNW,0.0,
33.0,31.82,No,24.62,,51.0,55.4,99.0,Tuggeranong,0.0,1023.1,1018.6,53.06,No,2010-07-18,NW,N,0.0,19.0
31.0,41.0,No,31.82,E,68.0,50.9,95.0,Tuggeranong,7.0,1019.0,1017.2,49.46,No,2010-07-19,NNW,SSE,0.2,11.0
28.0,37.04,No,28.04,W,39.0,53.42,84.0,Tuggeranong,4.0,1024.2,1022.6,52.52,No,2010-07-20,NNW,S,0.2,9.0
28.0,33.08,No,23.36,,47.0,52.52,87.0,Tuggeranong,0.0,1028.8,1026.3,52.34,No,2010-07-21,SW,S,0.0,11.0
30.0,44.239999999999995,No,26.240000000000002,E,43.0,54.68,67.0,Tuggeranong,6.0,1031.6,1030.0,53.96,No,2010-07-22,SE,SE,0.0,19.0
,46.4,No,32.54,S,45.0,59.72,85.0,Tuggeranong,6.0,1034.5,1031.7,59.18,No,2010-07-23,,,0.0,
20.0,37.22,No,26.6,,54.0,58.64,93.0,Tuggeranong,0.0,1032.4,1028.2,58.1,No,2010-07-24,NNW,WNW,0.0,11.0
22.0,45.14,No,36.5,NW,61.0,57.379999999999995,82.0,Tuggeranong,2.0,1031.5,1028.8,52.52,No,2010-07-25,SSW,WNW,0.0,11.0
19.0,36.68,No,26.42,,42.0,57.56,93.0,Tuggeranong,0.0,1036.1,1033.7,56.3,,2010-07-26,NNE,NW,0.0,6.0
15.0,34.7,,27.32,SSW,52.0,56.84,90.0,Tuggeranong,2.0,1037.6,1032.7,55.94,No,2010-07-27,ENE,ENE,,9.0
24.0,41.18,No,30.38,,73.0,56.66,99.0,Tuggeranong,0.0,1030.4,1025.2,53.6,Yes,2010-07-28,ENE,E,0.0,17.0
26.0,49.46,Yes,41.18,N,61.0,58.459999999999994,99.0,Tuggeranong,7.0,1020.0,1015.7,56.3,No,2010-07-29,NW,NW,10.0,13.0
24.0,47.120000000000005,No,41.72,WNW,78.0,55.76,100.0,Tuggeranong,7.0,1017.9,1014.8,55.4,No,2010-07-30,NNW,NNW,0.2,11.0
44.0,51.8,No,46.94,N,54.0,59.9,79.0,Tuggeranong,4.0,1012.8,1014.2,54.86,No,2010-07-31,WNW,NW,0.0,26.0
46.0,50.9,No,46.4,NW,84.0,53.96,64.0,Tuggeranong,15.0,1018.3,1012.4,46.4,Yes,2010-08-01,NNW,N,0.0,17.0
63.0,42.44,Yes,38.48,NNW,73.0,51.620000000000005,73.0,Tuggeranong,15.0,1016.1,1014.6,48.2,No,2010-08-02,NW,SSE,4.4,7.0
56.0,51.08,No,42.44,SSE,49.0,56.48,65.0,Tuggeranong,15.0,1021.4,1019.2,55.58,No,2010-08-03,S,S,0.8,17.0
31.0,39.02,No,32.54,SW,53.0,49.46,99.0,Tuggeranong,7.0,1018.3,1015.3,48.379999999999995,No,2010-08-04,NNW,N,0.0,19.0
37.0,45.5,No,35.42,WNW,45.0,53.06,51.0,Tuggeranong,15.0,1017.4,1015.7,50.9,,2010-08-05,WNW,SW,0.0,15.0
19.0,37.4,,26.240000000000002,SE,43.0,54.32,82.0,Tuggeranong,2.0,1022.1,1020.5,53.6,No,2010-08-06,W,SSW,,9.0
22.0,39.02,No,25.16,NW,38.0,53.42,76.0,Tuggeranong,6.0,1026.4,1022.3,53.24,No,2010-08-07,N,S,0.0,6.0
22.0,35.6,No,25.7,,41.0,54.32,83.0,Tuggeranong,0.0,1022.0,1018.7,52.7,No,2010-08-08,N,NNW,0.0,15.0
30.0,37.4,No,24.98,NNW,36.0,57.92,81.0,Tuggeranong,2.0,1023.8,1020.6,57.2,No,2010-08-09,NE,N,0.0,15.0
37.0,48.56,No,35.6,SE,95.0,55.76,99.0,Tuggeranong,7.0,1017.7,1012.4,51.98,,2010-08-10,W,NNW,0.2,6.0
,44.78,,41.18,NNW,84.0,48.02,86.0,Tuggeranong,17.0,1007.9,1002.4,44.239999999999995,,2010-08-11,NNW,,,19.0
39.0,,,33.44,,55.0,55.58,,Tuggeranong,,,1004.6,52.16,No,2010-08-12,,WSW,,
39.0,45.86,No,28.04,NNW,50.0,59.540000000000006,71.0,Tuggeranong,9.0,1013.9,1012.5,57.56,No,2010-08-13,NNW,S,0.0,13.0
,44.6,No,37.94,NW,55.0,54.5,77.0,Tuggeranong,13.0,1015.0,1010.1,53.24,,2010-08-14,NW,,0.0,15.0
46.0,,,44.239999999999995,,59.0,56.84,,Tuggeranong,,,1004.6,52.34,Yes,2010-08-15,NW,W,,26.0
56.0,46.04,Yes,42.8,NW,78.0,52.34,66.0,Tuggeranong,22.0,1012.1,1011.1,48.56,No,2010-08-16,NW,WNW,1.2,20.0
22.0,40.82,No,26.96,NNE,49.0,54.68,67.0,Tuggeranong,7.0,1022.5,1019.5,53.6,No,2010-08-17,NNW,NE,0.0,11.0
30.0,38.839999999999996,No,27.32,,85.0,53.78,86.0,Tuggeranong,0.0,1019.3,1010.9,44.96,Yes,2010-08-18,,N,0.2,0.0
57.0,51.26,Yes,38.839999999999996,NW,67.0,58.28,85.0,Tuggeranong,17.0,1008.1,1007.1,52.7,No,2010-08-19,NW,NW,15.8,28.0
50.0,45.14,No,42.08,WNW,53.0,51.08,50.0,Tuggeranong,19.0,1012.5,1012.4,46.76,No,2010-08-20,WNW,NW,0.6,22.0
43.0,45.14,No,41.18,NW,52.0,53.24,63.0,Tuggeranong,17.0,1016.2,1016.0,50.36,No,2010-08-21,W,NW,0.0,19.0
26.0,37.4,No,26.6,,53.0,56.48,93.0,Tuggeranong,0.0,1024.1,1020.1,55.04,No,2010-08-22,N,N,0.0,15.0
20.0,44.6,No,36.86,,53.0,56.48,75.0,Tuggeranong,0.0,1017.0,1011.4,52.879999999999995,No,2010-08-23,N,NNW,0.0,11.0
50.0,49.1,No,43.16,NNW,50.0,54.32,66.0,Tuggeranong,17.0,1012.6,1009.1,49.28,No,2010-08-24,NW,WNW,0.0,24.0
46.0,42.44,No,37.22,NW,54.0,48.92,58.0,Tuggeranong,20.0,1009.1,1005.2,44.78,Yes,2010-08-25,NW,WNW,0.2,26.0
41.0,41.9,Yes,38.12,NW,65.0,49.46,71.0,Tuggeranong,22.0,1002.0,1000.6,46.76,No,2010-08-26,NW,NW,2.6,20.0
44.0,46.94,No,41.18,NW,46.0,54.5,73.0,Tuggeranong,22.0,1006.8,1009.2,52.16,No,2010-08-27,WNW,W,0.4,22.0
22.0,41.18,No,27.5,SSE,49.0,55.76,75.0,Tuggeranong,4.0,1023.0,1022.6,55.04,No,2010-08-28,WNW,WNW,0.0,11.0
26.0,44.06,No,33.08,WNW,51.0,57.379999999999995,70.0,Tuggeranong,2.0,1029.7,1026.3,56.48,No,2010-08-29,NW,N,0.0,13.0
,46.04,No,36.68,WSW,45.0,59.0,77.0,Tuggeranong,4.0,1027.8,1024.7,57.379999999999995,,2010-08-30,ENE,,0.0,9.0
33.0,,,33.26,,54.0,58.82,,Tuggeranong,,,1019.8,56.48,No,2010-08-31,N,N,,20.0
61.0,55.58,No,38.3,NNE,41.0,65.84,59.0,Tuggeranong,19.0,1015.3,1012.9,62.42,No,2010-09-01,W,WNW,0.0,35.0
,53.06,No,49.1,NE,57.0,62.78,75.0,Tuggeranong,2.0,1016.3,1014.4,62.059999999999995,,2010-09-02,NW,,0.0,9.0
26.0,48.2,,45.32,,70.0,52.52,62.0,Tuggeranong,,1025.9,1022.3,52.34,Yes,2010-09-03,E,E,,11.0
57.0,50.72,Yes,48.2,,98.0,58.82,99.0,Tuggeranong,0.0,1011.2,1001.8,57.02,Yes,2010-09-04,N,NW,29.0,19.0
59.0,50.0,Yes,46.58,NW,65.0,56.120000000000005,74.0,Tuggeranong,28.0,1009.7,1011.9,52.879999999999995,No,2010-09-05,NW,WNW,48.4,28.0
43.0,50.54,No,36.32,NW,53.0,57.02,60.0,Tuggeranong,15.0,1018.4,1017.2,54.68,No,2010-09-06,NW,NW,0.0,15.0
28.0,46.22,No,32.0,SSW,47.0,57.2,65.0,Tuggeranong,17.0,1024.2,1022.5,55.22,No,2010-09-07,SW,S,0.0,9.0
33.0,45.68,No,30.74,NNE,40.0,57.56,65.0,Tuggeranong,4.0,1027.4,1022.6,56.3,No,2010-09-08,NNW,N,0.0,11.0
35.0,47.84,No,39.02,NNW,57.0,60.8,79.0,Tuggeranong,11.0,1016.5,1009.9,58.459999999999994,Yes,2010-09-09,N,NNW,0.0,22.0
,56.48,Yes,47.48,NNW,51.0,60.08,64.0,Tuggeranong,13.0,1003.8,1003.0,53.06,No,2010-09-10,WNW,,4.0,24.0
31.0,48.02,No,33.44,,37.0,63.32,65.0,Tuggeranong,,1017.7,1015.8,62.959999999999994,No,2010-09-11,NW,N,1.0,17.0
31.0,44.96,No,29.3,NW,45.0,60.62,72.0,Tuggeranong,6.0,1022.0,1016.8,59.9,No,2010-09-12,N,NW,0.0,17.0
50.0,57.74,No,44.96,W,38.0,64.75999999999999,49.0,Tuggeranong,22.0,1015.2,1013.5,63.5,No,2010-09-13,W,W,0.0,17.0
28.0,46.4,No,35.24,SW,73.0,57.56,84.0,Tuggeranong,6.0,1017.0,1011.7,53.24,Yes,2010-09-14,E,NE,0.0,13.0
48.0,51.44,Yes,45.14,NNW,37.0,61.7,87.0,Tuggeranong,4.0,1011.8,1010.1,58.28,No,2010-09-15,NW,NW,16.6,30.0
46.0,51.620000000000005,No,44.78,NW,42.0,57.56,48.0,Tuggeranong,20.0,1014.1,1012.2,55.94,No,2010-09-16,WNW,W,0.0,22.0
33.0,47.120000000000005,No,31.1,NNE,49.0,59.36,53.0,Tuggeranong,7.0,1020.8,1017.2,57.92,No,2010-09-17,N,N,0.0,20.0
33.0,45.5,No,33.26,ESE,52.0,59.36,76.0,Tuggeranong,6.0,1018.8,1014.4,58.1,No,2010-09-18,N,N,0.0,20.0
33.0,43.16,No,31.46,ENE,53.0,62.42,87.0,Tuggeranong,2.0,1022.4,1018.5,61.16,No,2010-09-19,NNW,NNW,0.0,15.0
20.0,51.620000000000005,No,34.34,S,40.0,66.2,65.0,Tuggeranong,13.0,1025.3,1021.9,64.04,No,2010-09-20,N,NNW,0.0,13.0
33.0,51.620000000000005,No,35.78,W,50.0,70.16,76.0,Tuggeranong,7.0,1024.2,1021.7,69.08,No,2010-09-21,WNW,ENE,0.0,9.0
37.0,52.52,No,47.84,NE,53.0,66.56,72.0,Tuggeranong,4.0,1026.3,1020.4,64.4,No,2010-09-22,NNE,N,0.0,22.0
22.0,53.42,No,48.92,N,47.0,65.12,72.0,Tuggeranong,7.0,1024.1,1020.7,64.58,No,2010-09-23,NW,NW,0.0,13.0
31.0,48.02,No,38.48,NNE,47.0,68.36,89.0,Tuggeranong,7.0,1022.7,1018.4,67.28,No,2010-09-24,NNE,N,0.0,19.0
39.0,52.879999999999995,No,39.56,NNE,41.0,65.84,72.0,Tuggeranong,13.0,1017.8,1014.7,64.75999999999999,No,2010-09-25,NW,NW,0.0,22.0
37.0,56.84,No,37.94,NNW,28.0,70.88,67.0,Tuggeranong,6.0,1020.2,1017.1,68.54,No,2010-09-26,NW,NW,0.0,24.0
63.0,61.7,No,44.42,NNW,37.0,68.36,51.0,Tuggeranong,15.0,1013.3,1010.2,64.75999999999999,No,2010-09-27,W,NW,0.0,28.0
43.0,57.379999999999995,No,46.76,NW,37.0,63.86,32.0,Tuggeranong,24.0,1012.0,1011.4,59.9,No,2010-09-28,NW,NW,0.0,20.0
41.0,49.46,No,35.06,SSE,28.0,58.82,38.0,Tuggeranong,15.0,1017.7,1016.6,55.04,No,2010-09-29,ESE,SSE,0.0,11.0
31.0,45.86,No,28.4,SE,40.0,59.9,55.0,Tuggeranong,4.0,1024.7,1021.5,57.92,No,2010-09-30,NNE,N,0.0,19.0
24.0,47.66,No,33.26,W,29.0,61.16,68.0,Tuggeranong,4.0,1027.4,1024.6,59.72,No,2010-10-01,NNW,N,0.0,15.0
30.0,56.3,No,40.82,ESE,83.0,63.14,70.0,Tuggeranong,6.0,1029.8,1026.9,57.2,Yes,2010-10-02,SW,ENE,0.0,9.0
37.0,56.66,Yes,51.44,ESE,63.0,63.32,72.0,Tuggeranong,9.0,1030.4,1028.1,61.34,Yes,2010-10-03,NE,ENE,3.6,22.0
30.0,57.56,Yes,47.66,ESE,60.0,65.3,80.0,Tuggeranong,4.0,1026.9,1021.8,64.4,No,2010-10-04,NE,NE,1.8,15.0
19.0,56.66,No,46.22,WSW,41.0,75.02,89.0,Tuggeranong,7.0,1023.0,1020.1,73.4,Yes,2010-10-05,NW,WNW,0.0,9.0
24.0,59.540000000000006,Yes,53.96,,48.0,73.94,76.0,Tuggeranong,0.0,1022.7,1017.2,71.42,Yes,2010-10-06,NNE,NW,2.2,9.0
43.0,58.459999999999994,Yes,55.04,NNW,43.0,69.44,66.0,Tuggeranong,15.0,1015.4,1015.4,66.02,No,2010-10-07,NNE,NNE,3.2,24.0
30.0,47.66,No,35.96,,40.0,67.82,78.0,Tuggeranong,0.0,1024.3,1020.9,64.4,No,2010-10-08,SSE,E,0.0,7.0
31.0,53.6,No,47.66,ENE,40.0,68.54,74.0,Tuggeranong,9.0,1025.9,1023.2,66.02,No,2010-10-09,NW,WNW,0.0,19.0
35.0,56.48,No,47.48,E,52.0,65.12,71.0,Tuggeranong,13.0,1031.9,1031.2,62.6,No,2010-10-10,ENE,E,0.0,19.0
46.0,53.6,No,47.120000000000005,SSE,64.0,65.3,79.0,Tuggeranong,9.0,1034.2,1030.4,62.959999999999994,No,2010-10-11,NE,SSW,0.0,15.0
28.0,55.94,No,46.04,ENE,53.0,72.32,76.0,Tuggeranong,9.0,1029.3,1024.4,69.98,Yes,2010-10-12,NNW,N,0.8,15.0
37.0,56.66,Yes,54.5,S,92.0,62.42,100.0,Tuggeranong,2.0,1019.7,1015.5,60.980000000000004,Yes,2010-10-13,N,N,14.6,11.0
48.0,59.0,Yes,52.879999999999995,N,61.0,69.08,78.0,Tuggeranong,20.0,1012.4,1009.5,67.28,Yes,2010-10-14,N,N,36.6,24.0
52.0,60.62,Yes,52.52,N,100.0,63.68,100.0,Tuggeranong,11.0,994.8,985.0,61.88,Yes,2010-10-15,NNW,NNW,19.4,24.0
48.0,43.519999999999996,Yes,37.94,W,50.0,53.42,66.0,Tuggeranong,17.0,997.8,1003.3,49.1,No,2010-10-16,W,WSW,48.8,26.0
43.0,50.54,No,42.980000000000004,NW,49.0,63.32,57.0,Tuggeranong,13.0,1012.3,1011.6,61.88,No,2010-10-17,WNW,NW,0.0,26.0
41.0,52.52,No,37.04,NW,42.0,64.4,66.0,Tuggeranong,13.0,1018.1,1016.4,62.959999999999994,No,2010-10-18,NW,NW,0.0,22.0
33.0,50.54,No,35.78,SW,42.0,66.56,72.0,Tuggeranong,7.0,1024.8,1023.5,64.04,No,2010-10-19,NNW,ENE,0.0,9.0
24.0,52.34,No,49.28,WNW,53.0,69.25999999999999,71.0,Tuggeranong,9.0,1028.2,1024.0,67.1,No,2010-10-20,N,NNE,0.0,15.0
33.0,56.66,No,43.16,WSW,49.0,71.78,81.0,Tuggeranong,4.0,1025.1,1021.0,69.44,No,2010-10-21,N,N,0.0,19.0
33.0,59.36,No,43.519999999999996,,37.0,76.46,66.0,Tuggeranong,0.0,1021.6,1017.4,73.94,No,2010-10-22,N,NNW,0.0,19.0
33.0,61.519999999999996,No,49.28,N,57.0,70.34,77.0,Tuggeranong,7.0,1017.8,1014.8,66.92,Yes,2010-10-23,NW,W,0.2,17.0
28.0,49.28,Yes,47.66,S,56.0,60.8,82.0,Tuggeranong,9.0,1022.1,1020.3,59.72,No,2010-10-24,ESE,ENE,2.4,13.0
22.0,55.04,No,37.22,ENE,46.0,67.46,67.0,Tuggeranong,6.0,1022.9,1018.2,65.66,No,2010-10-25,NW,ENE,0.0,7.0
35.0,55.4,No,40.64,SW,38.0,71.6,79.0,Tuggeranong,2.0,1018.3,1015.2,69.98,No,2010-10-26,WNW,WNW,0.0,20.0
33.0,56.3,No,48.379999999999995,,36.0,71.6,69.0,Tuggeranong,0.0,1015.9,1014.3,71.42,No,2010-10-27,N,ENE,0.4,15.0
