wind speed 3 pm,rain tomorrow,min temp f,sunshine,temp 9 am f,date,wind dir 9 am,pressure 9 am,cloud 3 pm,humidity 3 pm,humidity 9 am,evaporation,rain today,wind gust speed,wind gust dir,cloud 9 am,temp 3 pm f,max temp f,pressure 3 pm,location,wind speed 9 am,wind dir 3 pm,rainfall
20.0,No,58.459999999999994,2.6,58.64,2010-11-13,SSW,1012.4,4.0,51.0,93.0,4.0,Yes,37.0,SSW,8.0,71.78,75.56,1012.6,Woomera,22.0,SW,2.2
17.0,No,55.58,9.8,64.4,2010-11-14,SSE,1017.7,1.0,20.0,69.0,4.8,No,50.0,WSW,0.0,78.98,82.58,1015.1,Woomera,13.0,W,1.0
22.0,No,60.08,9.8,65.66,2010-11-15,SSW,1016.9,3.0,21.0,54.0,11.6,No,46.0,W,1.0,78.98,81.32,1014.2,Woomera,13.0,WSW,0.0
17.0,No,55.94,12.4,61.7,2010-11-16,S,1017.2,0.0,20.0,53.0,11.0,No,44.0,S,0.0,73.22,76.28,1014.4,Woomera,24.0,SSE,0.0
15.0,No,53.78,13.3,62.059999999999995,2010-11-17,SSE,1018.5,0.0,24.0,52.0,12.0,No,46.0,SE,0.0,76.82,79.7,1015.9,Woomera,22.0,SW,0.0
22.0,No,56.66,13.2,64.22,2010-11-18,SE,1019.6,0.0,21.0,56.0,12.0,No,44.0,SE,0.0,78.08,81.86,1017.6,Woomera,20.0,SSW,0.0
6.0,No,57.2,13.2,66.2,2010-11-19,SE,1021.0,1.0,26.0,48.0,13.2,No,44.0,SE,1.0,82.04,86.0,1018.1,Woomera,22.0,SSE,0.0
6.0,No,62.24,11.9,77.0,2010-11-20,NE,1020.6,3.0,16.0,31.0,9.8,No,35.0,E,0.0,89.06,91.03999999999999,1017.1,Woomera,19.0,ENE,0.0
15.0,No,66.56,10.9,76.82,2010-11-21,E,1018.5,0.0,7.0,19.0,14.0,No,44.0,E,1.0,93.2,95.18,1014.6,Woomera,11.0,SSE,0.0
22.0,No,69.8,10.8,78.62,2010-11-22,NE,1016.0,1.0,13.0,46.0,15.2,No,43.0,ENE,1.0,93.56,95.72,1012.7,Woomera,26.0,NE,0.0
9.0,No,69.98,11.9,75.92,2010-11-23,NNE,1015.0,1.0,18.0,58.0,15.2,No,52.0,NE,0.0,93.91999999999999,96.8,1012.6,Woomera,26.0,NE,0.0
28.0,No,75.56,11.3,81.32,2010-11-24,N,1015.8,6.0,41.0,50.0,15.0,No,50.0,WSW,7.0,81.5,83.12,1017.5,Woomera,26.0,SSW,0.0
7.0,No,61.34,2.0,73.75999999999999,2010-11-25,SE,1017.2,2.0,24.0,61.0,5.0,No,35.0,SSW,0.0,90.5,92.3,1014.0,Woomera,15.0,WNW,0.0
9.0,No,71.78,8.5,76.28,2010-11-26,N,1012.5,8.0,39.0,55.0,14.2,No,41.0,S,8.0,83.66,85.46000000000001,1010.4,Woomera,11.0,NNE,0.0
31.0,No,64.04,2.7,64.22,2010-11-27,SSW,1011.5,3.0,33.0,76.0,6.8,No,59.0,SSW,8.0,73.04,78.44,1011.2,Woomera,35.0,SSW,0.0
30.0,No,54.32,7.6,59.540000000000006,2010-11-28,S,1019.7,1.0,22.0,50.0,11.6,No,65.0,SSE,1.0,71.96,75.02,1018.0,Woomera,33.0,SSE,0.0
30.0,No,54.32,13.5,59.540000000000006,2010-11-29,S,1020.6,1.0,30.0,66.0,10.8,No,54.0,S,8.0,72.86,76.28,1015.9,Woomera,26.0,S,0.0
20.0,No,54.5,11.3,61.519999999999996,2010-11-30,S,1014.4,5.0,33.0,57.0,9.8,No,46.0,SSE,1.0,74.3,77.36,1011.4,Woomera,28.0,S,0.0
24.0,No,58.459999999999994,10.1,65.48,2010-12-01,SSE,1011.6,3.0,33.0,68.0,10.0,No,39.0,SW,1.0,79.88,82.4,1008.6,Woomera,17.0,SW,0.0
7.0,No,62.42,12.9,71.78,2010-12-02,SE,1010.4,3.0,23.0,60.0,8.0,No,33.0,WSW,0.0,85.28,89.41999999999999,1007.7,Woomera,11.0,WSW,0.0
20.0,No,63.86,9.3,80.78,2010-12-03,N,1008.8,3.0,7.0,25.0,11.6,No,46.0,N,1.0,95.72,97.88000000000001,1005.2,Woomera,20.0,NNE,0.0
22.0,No,75.38,9.0,85.46000000000001,2010-12-04,NNE,1006.4,6.0,9.0,21.0,18.4,No,57.0,N,3.0,98.41999999999999,101.48,1002.9,Woomera,26.0,N,0.0
31.0,Yes,77.54,5.3,79.34,2010-12-05,SSE,1006.9,2.0,30.0,45.0,18.8,No,70.0,ENE,8.0,86.72,91.58000000000001,1005.1,Woomera,6.0,ENE,0.0
20.0,Yes,67.82,9.3,75.74000000000001,2010-12-06,NNE,1004.4,5.0,29.0,66.0,8.6,Yes,56.0,W,6.0,92.66,94.1,1000.4,Woomera,24.0,N,8.6
,Yes,68.72,5.6,78.8,2010-12-07,NNE,1001.3,,,68.0,7.2,Yes,135.0,NNW,4.0,,100.03999999999999,,Woomera,31.0,,2.6
22.0,No,64.58,10.6,68.0,2010-12-08,SW,1006.7,2.0,40.0,73.0,19.4,Yes,37.0,W,3.0,79.88,82.58,1006.6,Woomera,17.0,W,15.4
28.0,No,62.6,13.3,68.36,2010-12-09,SSW,1013.1,1.0,27.0,56.0,10.4,No,52.0,SW,1.0,81.14,82.22,1011.8,Woomera,13.0,WSW,0.0
24.0,No,56.48,13.3,62.6,2010-12-10,S,1017.5,0.0,28.0,56.0,17.8,No,50.0,SSW,1.0,73.22,77.0,1014.3,Woomera,22.0,SSW,0.0
33.0,No,54.32,13.5,62.059999999999995,2010-12-11,SW,1012.9,0.0,24.0,48.0,12.4,No,52.0,W,0.0,77.0,78.98,1008.2,Woomera,9.0,WSW,0.0
13.0,No,56.120000000000005,13.0,63.68,2010-12-12,SW,1012.1,2.0,34.0,62.0,11.0,No,44.0,S,1.0,73.4,78.62,1010.6,Woomera,15.0,SSW,0.0
13.0,No,60.440000000000005,13.4,69.08,2010-12-13,E,1014.1,1.0,17.0,42.0,8.0,No,43.0,W,1.0,86.9,88.88000000000001,1010.9,Woomera,19.0,WSW,0.0
24.0,No,68.18,12.1,80.42,2010-12-14,NNE,1009.7,,15.0,26.0,12.6,No,52.0,NNE,3.0,91.03999999999999,95.9,1006.5,Woomera,28.0,NNW,0.0
26.0,No,62.78,7.7,65.84,2010-12-15,SSW,1009.4,1.0,23.0,53.0,20.0,No,52.0,WSW,1.0,79.7,82.94,1007.8,Woomera,37.0,SSW,0.0
17.0,No,57.2,10.6,62.6,2010-12-16,SE,1013.0,2.0,20.0,40.0,12.4,No,41.0,SW,3.0,75.2,78.98,1009.7,Woomera,20.0,SW,0.0
24.0,No,60.26,7.3,67.28,2010-12-17,SW,1009.2,8.0,34.0,36.0,13.2,No,43.0,WSW,8.0,73.22,74.66,1008.6,Woomera,17.0,W,0.0
22.0,No,61.7,2.4,63.68,2010-12-18,SSW,1010.3,7.0,35.0,49.0,8.4,No,41.0,SW,8.0,73.4,74.66,1007.9,Woomera,13.0,W,0.0
35.0,No,52.7,,62.42,2010-12-19,W,1007.4,3.0,22.0,43.0,8.0,No,69.0,SSW,4.0,77.36,78.62,1007.0,Woomera,9.0,SW,0.0
15.0,No,51.44,13.0,59.540000000000006,2010-12-20,SSW,1015.7,0.0,21.0,41.0,12.0,No,44.0,SSW,0.0,73.58,77.9,1012.6,Woomera,26.0,SSE,0.0
11.0,No,55.58,13.3,62.6,2010-12-21,SE,1015.5,,21.0,55.0,15.0,No,44.0,SE,2.0,77.54,81.86,1012.4,Woomera,24.0,SE,0.0
19.0,No,58.64,13.5,70.52,2010-12-22,E,1015.4,0.0,12.0,38.0,8.0,No,37.0,NNE,0.0,87.44,89.41999999999999,1013.0,Woomera,11.0,S,0.0
15.0,No,62.6,,71.24000000000001,2010-12-23,SE,1018.1,0.0,12.0,45.0,16.0,No,43.0,ESE,0.0,92.11999999999999,94.28,1016.5,Woomera,26.0,SE,0.0
7.0,No,67.82,,81.86,2010-12-24,E,1017.7,,9.0,18.0,,No,39.0,E,,95.36,99.32,1013.5,Woomera,28.0,SSE,0.0
19.0,No,71.96,,87.26,2010-12-25,NNE,1010.9,,8.0,19.0,,No,54.0,S,,101.3,104.53999999999999,1007.1,Woomera,13.0,WNW,0.0
35.0,No,69.08,,71.96,2010-12-26,S,1008.3,,100.0,94.0,,No,67.0,S,,85.28,88.52,1006.0,Woomera,30.0,S,0.0
26.0,No,55.04,,61.34,2010-12-27,SSE,1014.1,0.0,17.0,46.0,64.0,No,54.0,S,0.0,77.72,82.22,1011.1,Woomera,35.0,SE,0.0
6.0,No,59.540000000000006,13.6,72.5,2010-12-28,E,1013.9,0.0,8.0,26.0,15.0,No,35.0,SSE,0.0,86.53999999999999,91.03999999999999,1010.5,Woomera,19.0,N,0.0
6.0,No,64.58,13.5,83.66,2010-12-29,NNE,1013.6,0.0,7.0,17.0,12.0,No,35.0,ENE,0.0,96.61999999999999,100.76,1010.9,Woomera,24.0,ESE,0.0
20.0,No,73.75999999999999,,89.06,2010-12-30,NNE,1013.2,0.0,6.0,9.0,16.0,No,44.0,NNE,0.0,103.64,107.6,1010.6,Woomera,22.0,NNE,0.0
19.0,,81.5,,95.36,2010-12-31,N,1011.4,,11.0,18.0,,No,46.0,NNW,,106.7,109.58000000000001,1008.3,Woomera,26.0,NNE,0.0
11.0,No,77.36,,78.8,2011-01-01,SE,1010.9,,24.0,50.0,,,52.0,ESE,,106.34,108.5,1007.7,Woomera,28.0,W,
22.0,No,68.36,,74.84,2011-01-02,SSE,1011.7,1.0,19.0,50.0,59.6,No,57.0,S,1.0,98.06,101.3,1009.6,Woomera,26.0,SSE,0.4
20.0,No,66.2,11.2,73.22,2011-01-03,S,1012.0,1.0,14.0,61.0,17.6,No,48.0,SE,1.0,93.91999999999999,96.26,1010.1,Woomera,20.0,SW,0.0
20.0,No,69.08,10.0,73.4,2011-01-04,SSE,1010.1,7.0,23.0,38.0,18.6,No,41.0,SSE,5.0,85.28,86.18,1009.1,Woomera,13.0,WSW,0.0
15.0,No,60.980000000000004,4.4,73.58,2011-01-05,W,1008.9,0.0,15.0,29.0,7.2,No,41.0,S,0.0,90.5,93.74,1006.9,Woomera,6.0,SSW,0.0
20.0,No,65.66,11.5,82.22,2011-01-06,NE,1006.5,3.0,9.0,21.0,12.0,No,56.0,N,3.0,99.14,102.02,1002.9,Woomera,22.0,N,0.0
26.0,No,78.98,8.2,84.74,2011-01-07,E,1005.5,6.0,15.0,28.0,18.6,No,50.0,N,8.0,95.53999999999999,97.16,1003.4,Woomera,15.0,NNW,0.0
15.0,No,82.04,2.2,85.64,2011-01-08,E,1004.7,8.0,13.0,26.0,13.8,No,65.0,S,8.0,97.52,100.22,1004.0,Woomera,9.0,W,0.0
22.0,No,69.62,4.9,76.46,2011-01-09,SSE,1010.2,3.0,23.0,60.0,12.0,No,57.0,E,3.0,96.08000000000001,100.58000000000001,1008.0,Woomera,26.0,SSE,0.0
22.0,No,72.14,11.5,80.06,2011-01-10,SE,1008.9,2.0,19.0,47.0,13.2,No,56.0,SSE,1.0,96.26,98.96000000000001,1004.8,Woomera,26.0,S,0.0
31.0,No,74.12,13.0,80.6,2011-01-11,SE,1005.6,5.0,36.0,56.0,20.0,No,54.0,S,1.0,88.34,95.53999999999999,1001.9,Woomera,20.0,S,0.0
9.0,No,65.66,9.4,70.52,2011-01-12,SSE,1004.8,5.0,54.0,68.0,14.2,No,41.0,SSE,1.0,84.56,87.8,1002.5,Woomera,19.0,SW,0.0
19.0,No,70.34,7.0,72.14,2011-01-13,S,999.7,5.0,,79.0,8.6,No,44.0,S,8.0,86.9,90.86,998.6,Woomera,20.0,SSW,0.0
30.0,No,64.04,9.5,75.56,2011-01-14,SW,1005.4,1.0,12.0,48.0,12.2,No,57.0,WSW,0.0,95.9,98.06,1004.3,Woomera,9.0,W,0.0
20.0,No,68.36,13.4,78.8,2011-01-15,ENE,1008.2,0.0,5.0,28.0,15.0,No,41.0,SE,0.0,100.94,103.82,1006.3,Woomera,2.0,SSW,0.0
15.0,No,75.56,13.3,85.28,2011-01-16,SSE,1010.2,0.0,17.0,30.0,16.8,No,48.0,SE,1.0,98.24,101.84,1007.2,Woomera,9.0,SE,0.0
24.0,No,59.72,12.9,67.28,2011-01-17,SSE,1012.0,0.0,19.0,61.0,17.8,No,44.0,S,0.0,87.61999999999999,91.03999999999999,1008.9,Woomera,26.0,SSW,0.0
9.0,No,61.16,13.3,68.72,2011-01-18,SE,1009.9,5.0,22.0,51.0,12.0,No,41.0,SE,1.0,84.91999999999999,90.68,1008.1,Woomera,22.0,SSE,0.0
6.0,No,64.04,13.3,73.4,2011-01-19,SE,1009.6,0.0,13.0,43.0,10.4,No,39.0,SE,0.0,94.46000000000001,97.34,1007.3,Woomera,19.0,NNW,0.0
15.0,No,69.98,13.4,83.3,2011-01-20,NNE,1008.4,,11.0,22.0,14.8,No,44.0,NE,0.0,97.7,102.74,1005.4,Woomera,30.0,N,0.0
11.0,No,76.46,12.7,88.34,2011-01-21,NNW,1008.9,0.0,9.0,14.0,17.0,No,43.0,W,0.0,102.74,105.44,1007.2,Woomera,15.0,W,0.0
24.0,No,70.52,13.1,76.64,2011-01-22,S,1011.0,1.0,9.0,52.0,18.4,No,44.0,NNW,1.0,106.16,107.6,1008.6,Woomera,17.0,W,0.0
20.0,No,72.68,12.3,79.7,2011-01-23,SE,1008.6,0.0,11.0,41.0,17.8,No,43.0,SE,0.0,100.4,105.08000000000001,1005.1,Woomera,19.0,WSW,0.0
17.0,No,72.68,11.7,80.06,2011-01-24,SSE,1006.6,0.0,4.0,7.0,19.2,No,41.0,S,1.0,98.24,102.02,1004.2,Woomera,22.0,SSW,0.0
43.0,No,77.18,12.8,91.76,2011-01-25,NNE,1003.4,2.0,7.0,21.0,22.4,No,85.0,WSW,3.0,114.98,118.58000000000001,1000.4,Woomera,37.0,NW,0.0
26.0,No,73.58,10.2,75.92,2011-01-26,SSE,1011.5,1.0,20.0,48.0,20.0,No,41.0,SSE,3.0,99.86,103.46000000000001,1010.6,Woomera,24.0,S,0.0
24.0,No,75.74000000000001,,85.1,2011-01-27,SE,1015.0,0.0,16.0,38.0,21.2,No,48.0,SSW,1.0,105.08000000000001,107.96000000000001,1013.7,Woomera,19.0,SSE,0.0
13.0,No,73.94,,83.3,2011-01-28,ESE,1016.9,,12.0,29.0,,No,46.0,SSE,,104.9,108.5,1014.1,Woomera,26.0,SSE,0.0
9.0,No,79.88,,87.44,2011-01-29,NE,1016.0,,11.0,,,No,43.0,SE,,103.82,108.86,1013.0,Woomera,24.0,SSE,0.0
19.0,No,79.88,,91.4,2011-01-30,ENE,1015.2,0.0,11.0,11.0,59.0,No,50.0,N,0.0,106.88000000000001,110.3,1011.2,Woomera,9.0,NNE,0.0
17.0,No,84.38000000000001,10.1,93.74,2011-01-31,NNE,1011.6,1.0,10.0,22.0,22.4,No,50.0,N,0.0,106.16,107.6,1007.8,Woomera,28.0,NNE,0.0
13.0,No,73.58,10.9,87.8,2011-02-01,ENE,1006.9,2.0,10.0,19.0,18.0,No,52.0,SSE,1.0,106.16,107.41999999999999,1004.1,Woomera,7.0,N,0.0
22.0,,78.08,6.0,91.4,2011-02-02,NNE,1007.5,6.0,17.0,40.0,16.0,No,72.0,WSW,5.0,105.8,108.32,1005.1,Woomera,26.0,NNW,0.0
7.0,,82.4,0.0,84.74,2011-02-03,NNE,1010.6,,26.0,61.0,,,65.0,S,,101.66,105.26,1007.7,Woomera,22.0,NNE,
19.0,,79.34,0.0,83.66,2011-02-04,N,1008.6,4.0,29.0,69.0,,,76.0,WNW,,101.11999999999999,105.44,1004.8,Woomera,13.0,NNW,
17.0,,73.94,0.0,75.38,2011-02-05,S,1009.1,8.0,93.0,95.0,,,56.0,SSE,8.0,68.54,75.56,1009.6,Woomera,17.0,SE,
37.0,Yes,59.540000000000006,0.6,60.980000000000004,2011-02-06,SE,1017.9,,57.0,76.0,,,56.0,SE,7.0,68.36,71.42,1018.8,Woomera,35.0,ESE,
17.0,Yes,56.120000000000005,0.6,56.66,2011-02-07,ESE,1020.6,8.0,93.0,94.0,42.3,Yes,43.0,ESE,8.0,58.459999999999994,68.36,1019.5,Woomera,26.0,ESE,53.8
17.0,No,55.58,9.7,68.18,2011-02-08,SE,1018.2,2.0,28.0,47.0,2.2,Yes,33.0,E,5.0,81.68,86.53999999999999,1015.8,Woomera,20.0,ESE,21.0
6.0,No,65.12,11.8,71.42,2011-02-09,E,1016.3,5.0,25.0,59.0,10.4,No,28.0,ESE,6.0,89.24,91.94,1014.5,Woomera,15.0,NNE,0.0
24.0,No,71.42,11.1,82.75999999999999,2011-02-10,NNE,1013.2,4.0,27.0,50.0,8.6,No,44.0,N,1.0,99.14,102.38000000000001,1010.8,Woomera,20.0,NNW,0.0
19.0,No,73.75999999999999,11.1,87.8,2011-02-11,NNW,1012.8,4.0,24.0,46.0,15.6,No,54.0,SSE,1.0,99.68,102.38000000000001,1010.5,Woomera,13.0,WNW,0.0
33.0,Yes,68.54,7.7,72.68,2011-02-12,SSE,1015.7,7.0,44.0,72.0,12.7,No,61.0,SSW,2.0,84.2,87.08000000000001,1014.7,Woomera,28.0,S,0.0
24.0,No,63.86,3.7,65.12,2011-02-13,SE,1018.9,3.0,33.0,72.0,6.6,Yes,44.0,SSE,5.0,78.62,81.32,1017.9,Woomera,28.0,ESE,5.2
6.0,No,63.68,7.6,69.98,2011-02-14,ESE,1018.1,7.0,26.0,48.0,13.2,No,33.0,ESE,5.0,82.22,83.3,1016.8,Woomera,24.0,WSW,0.0
13.0,No,66.74000000000001,11.8,73.22,2011-02-15,SE,1014.3,3.0,24.0,58.0,8.4,No,31.0,WSW,2.0,88.52,91.58000000000001,1012.6,Woomera,15.0,SW,0.0
9.0,No,71.42,10.2,78.08,2011-02-16,ESE,1012.7,4.0,27.0,55.0,9.6,No,31.0,SW,4.0,91.58000000000001,92.3,1011.0,Woomera,11.0,WNW,0.0
7.0,No,67.82,10.1,71.24000000000001,2011-02-17,SSE,1012.5,4.0,33.0,70.0,12.0,No,35.0,SSE,3.0,89.06,93.74,1010.0,Woomera,22.0,SSE,0.0
33.0,Yes,71.24000000000001,2.4,79.88,2011-02-18,WNW,1007.3,4.0,49.0,54.0,12.6,No,63.0,WSW,6.0,87.44,91.22,1003.2,Woomera,7.0,NNW,0.0
11.0,No,65.3,1.8,66.2,2011-02-19,S,1009.8,1.0,57.0,84.0,1.2,Yes,30.0,SW,8.0,77.18,81.32,1010.1,Woomera,13.0,SSW,9.8
24.0,No,64.22,9.6,67.46,2011-02-20,SSE,1015.5,2.0,33.0,65.0,7.4,No,61.0,S,1.0,81.68,84.2,1014.6,Woomera,26.0,S,0.0
20.0,No,58.82,10.1,61.16,2011-02-21,SE,1019.6,7.0,29.0,58.0,11.0,No,50.0,SSE,4.0,75.38,78.62,1018.7,Woomera,30.0,SSE,0.0
20.0,No,60.8,8.2,66.02,2011-02-22,ESE,1019.7,3.0,26.0,51.0,10.4,No,44.0,ESE,7.0,80.78,84.02,1017.7,Woomera,28.0,ESE,0.0
15.0,No,62.059999999999995,12.5,69.62,2011-02-23,ESE,1018.2,0.0,23.0,39.0,12.0,No,33.0,E,0.0,88.34,91.58000000000001,1014.8,Woomera,17.0,ENE,0.0
13.0,No,69.25999999999999,12.0,77.54,2011-02-24,E,1015.5,1.0,22.0,45.0,9.6,No,39.0,NE,0.0,93.91999999999999,96.08000000000001,1012.3,Woomera,17.0,NE,0.0
9.0,No,71.24000000000001,12.5,80.42,2011-02-25,ESE,1012.1,0.0,15.0,43.0,15.0,No,28.0,NNE,0.0,95.72,98.41999999999999,1009.2,Woomera,6.0,E,0.0
15.0,No,71.42,12.0,82.22,2011-02-26,NNE,1009.2,0.0,13.0,37.0,10.6,No,35.0,NNW,0.0,99.32,101.84,1006.7,Woomera,15.0,NNE,0.0
17.0,No,76.28,12.3,81.32,2011-02-27,WSW,1006.4,1.0,22.0,43.0,13.2,No,37.0,WSW,0.0,98.96000000000001,102.02,1005.5,Woomera,11.0,WSW,0.0
11.0,No,69.44,12.0,73.04,2011-02-28,SSE,1008.5,0.0,33.0,65.0,19.8,No,46.0,SSE,1.0,92.11999999999999,94.46000000000001,1006.6,Woomera,19.0,SSW,0.0
31.0,No,64.4,11.8,66.92,2011-03-01,SSE,1012.7,2.0,35.0,60.0,12.0,No,54.0,SSE,2.0,77.18,79.16,1013.1,Woomera,39.0,SSE,0.0
20.0,No,59.540000000000006,8.4,63.86,2011-03-02,SE,1014.6,3.0,23.0,43.0,11.8,No,46.0,SE,1.0,80.24000000000001,82.94,1012.9,Woomera,30.0,SE,0.0
26.0,No,63.68,5.7,64.58,2011-03-03,SE,1014.8,5.0,18.0,52.0,10.8,No,44.0,SSE,8.0,78.25999999999999,81.32,1013.2,Woomera,24.0,SE,0.0
22.0,No,61.88,,64.22,2011-03-04,SE,1014.1,7.0,26.0,60.0,12.0,No,46.0,SE,7.0,76.82,79.7,1012.8,Woomera,24.0,ESE,0.0
17.0,No,59.0,,66.92,2011-03-05,ESE,1015.5,0.0,13.0,37.0,,No,48.0,ESE,,84.2,87.61999999999999,1014.0,Woomera,24.0,E,0.0
24.0,No,64.04,10.4,72.32,2011-03-06,ESE,1014.6,3.0,23.0,28.0,21.2,No,54.0,NE,0.0,93.74,95.9,1010.9,Woomera,22.0,ENE,0.0
26.0,No,76.46,9.3,79.16,2011-03-07,NE,1012.0,7.0,45.0,63.0,13.2,No,52.0,NNE,5.0,86.9,89.24,1009.3,Woomera,20.0,NNE,0.0
11.0,Yes,71.42,1.9,72.32,2011-03-08,E,1008.7,8.0,75.0,90.0,5.6,No,43.0,NNE,8.0,78.62,81.86,1007.4,Woomera,17.0,E,0.0
24.0,No,63.14,2.9,64.04,2011-03-09,S,1012.0,7.0,48.0,83.0,7.8,Yes,41.0,SSW,8.0,74.66,78.8,1011.9,Woomera,26.0,S,3.8
24.0,No,57.02,6.1,61.7,2011-03-10,SSE,1014.3,0.0,35.0,63.0,4.0,No,52.0,SSE,0.0,75.56,78.62,1011.8,Woomera,28.0,SSE,0.2
13.0,No,59.72,10.2,65.84,2011-03-11,ESE,1013.1,4.0,33.0,72.0,13.0,No,35.0,SSE,7.0,83.66,85.82,1010.8,Woomera,17.0,ENE,0.0
7.0,No,65.84,12.2,75.74000000000001,2011-03-12,ENE,1013.7,5.0,43.0,61.0,6.6,No,28.0,NE,0.0,88.16,92.11999999999999,1011.8,Woomera,6.0,ESE,0.0
11.0,No,71.96,5.8,76.1,2011-03-13,S,1015.9,5.0,52.0,62.0,6.4,No,48.0,SE,1.0,85.46000000000001,89.6,1014.7,Woomera,15.0,S,0.0
15.0,No,67.1,6.9,68.9,2011-03-14,SE,1018.0,3.0,44.0,78.0,8.0,No,37.0,SSE,2.0,88.52,92.66,1015.0,Woomera,22.0,ENE,0.0
13.0,No,68.72,6.5,75.92,2011-03-15,E,1016.3,7.0,32.0,73.0,5.8,No,44.0,SE,4.0,91.76,93.56,1014.1,Woomera,20.0,ESE,0.0
20.0,No,70.7,2.8,72.14,2011-03-16,SE,1016.5,7.0,45.0,72.0,12.8,No,41.0,SE,6.0,84.2,88.16,1014.8,Woomera,24.0,SE,0.0
22.0,No,71.78,2.1,77.0,2011-03-17,ESE,1016.2,7.0,41.0,56.0,8.0,No,35.0,E,5.0,85.28,87.44,1014.6,Woomera,17.0,ENE,0.0
33.0,Yes,69.25999999999999,1.2,69.8,2011-03-18,ESE,1013.0,8.0,81.0,63.0,13.0,No,44.0,E,7.0,66.92,69.98,1009.6,Woomera,26.0,ESE,0.2
15.0,Yes,63.14,0.1,63.32,2011-03-19,E,1008.3,8.0,95.0,97.0,5.6,Yes,33.0,E,8.0,67.1,69.62,1006.7,Woomera,20.0,E,5.0
30.0,Yes,63.14,2.5,67.28,2011-03-20,N,1005.6,8.0,93.0,99.0,3.6,Yes,48.0,WSW,8.0,68.9,74.12,1004.5,Woomera,17.0,WSW,7.0
30.0,No,61.34,0.0,62.78,2011-03-21,SW,1008.4,8.0,63.0,85.0,3.6,Yes,46.0,SW,8.0,69.08,70.7,1009.0,Woomera,24.0,SW,1.6
24.0,No,59.36,1.9,61.16,2011-03-22,SW,1012.8,8.0,48.0,76.0,3.4,No,43.0,SSW,7.0,68.54,71.6,1011.9,Woomera,24.0,SSW,0.0
22.0,No,52.34,2.9,55.76,2011-03-23,WSW,1014.6,0.0,40.0,90.0,4.0,No,44.0,WSW,4.0,70.88,73.75999999999999,1012.6,Woomera,6.0,SW,0.0
24.0,No,55.58,9.3,58.82,2011-03-24,S,1017.6,0.0,37.0,58.0,8.0,No,41.0,S,3.0,71.06,72.86,1016.7,Woomera,24.0,S,0.0
,No,53.42,10.7,59.540000000000006,2011-03-25,SSE,1022.7,1.0,40.0,69.0,8.0,No,,,7.0,75.02,77.0,,Woomera,17.0,,0.0
11.0,No,53.42,10.8,57.02,2011-03-26,SSW,,0.0,39.0,74.0,8.0,No,,,0.0,70.7,72.14,,Woomera,15.0,SSW,0.0
7.0,No,50.72,11.0,57.2,2011-03-27,SSW,,0.0,43.0,74.0,8.0,No,,,0.0,75.2,76.46,,Woomera,15.0,SSW,0.0
7.0,No,57.02,11.3,64.4,2011-03-28,SW,,0.0,30.0,63.0,6.0,No,,,0.0,84.2,85.64,,Woomera,7.0,SE,0.0
4.0,No,61.34,11.0,68.9,2011-03-29,ESE,,2.0,28.0,57.0,10.6,No,,,0.0,88.7,90.68,,Woomera,4.0,NE,0.0
,No,62.6,11.0,64.58,2011-03-30,S,,0.0,38.0,79.0,9.8,No,,,1.0,81.5,83.3,,Woomera,19.0,,0.0
4.0,No,56.84,11.1,59.9,2011-03-31,,,2.0,33.0,61.0,10.4,No,,,0.0,76.64,77.0,,Woomera,,SSW,0.0
6.0,Yes,61.519999999999996,3.2,61.88,2011-05-01,SSW,1018.2,8.0,53.0,85.0,6.2,No,28.0,WSW,8.0,68.0,69.44,1016.0,Woomera,20.0,WSW,0.0
17.0,Yes,58.459999999999994,3.4,59.18,2011-05-02,SSE,1018.1,8.0,93.0,97.0,3.0,Yes,24.0,S,8.0,60.8,61.88,1016.3,Woomera,11.0,S,18.2
11.0,No,51.98,10.9,57.74,2011-05-03,SSE,1021.1,1.0,51.0,86.0,0.2,Yes,28.0,S,0.0,67.1,68.18,1020.2,Woomera,15.0,SSW,3.4
13.0,No,50.54,10.4,56.84,2011-05-04,SSE,1025.6,1.0,56.0,87.0,3.8,No,30.0,S,2.0,66.02,66.92,1024.0,Woomera,17.0,S,0.0
7.0,No,50.72,9.8,55.4,2011-05-05,ESE,1027.3,8.0,53.0,83.0,2.8,No,28.0,E,8.0,63.32,64.4,1024.0,Woomera,15.0,NE,0.0
9.0,No,49.28,2.8,57.56,2011-05-06,E,1024.9,2.0,37.0,70.0,3.4,No,22.0,S,1.0,68.9,69.25999999999999,1020.1,Woomera,9.0,WSW,0.0
17.0,No,48.02,8.9,57.74,2011-05-07,,1019.9,6.0,35.0,75.0,2.6,No,31.0,WSW,5.0,68.72,70.7,1016.5,Woomera,0.0,WSW,0.0
9.0,No,50.54,8.8,57.56,2011-05-08,SW,1018.0,1.0,46.0,82.0,4.2,No,26.0,WSW,0.0,66.92,68.36,1015.2,Woomera,9.0,SW,0.0
20.0,No,49.46,7.9,57.02,2011-05-09,SE,1023.1,2.0,41.0,69.0,1.6,No,33.0,S,0.0,66.2,67.46,1021.2,Woomera,15.0,SSW,0.0
20.0,No,41.18,9.6,50.72,2011-05-10,SW,1025.9,2.0,43.0,72.0,3.6,No,43.0,SSW,7.0,63.14,64.58,1022.3,Woomera,7.0,SSW,0.0
