Date,WindGustSpeed,MaxTempF,WindDir3pm,Humidity9am,Rainfall,RainTomorrow,Cloud9am,Evaporation,Humidity3pm,WindGustDir,RainToday,WindDir9am,WindSpeed3pm,Location,Pressure3pm,Pressure9am,Temp3pmF,Temp9amF,MinTempF,Sunshine,WindSpeed9am,Cloud3pm
2010-12-20,48.0,64.75999999999999,WSW,71.0,35.8,No,7.0,3.8,55.0,SW,Yes,WSW,15.0,Watsonia,1005.2,1003.7,62.059999999999995,55.4,48.02,1.5,26.0,7.0
2010-12-21,41.0,61.88,SSW,70.0,0.0,Yes,7.0,4.2,62.0,SSW,No,WSW,22.0,Watsonia,1013.2,1010.4,59.18,58.28,49.82,6.1,17.0,7.0
2010-12-22,33.0,77.18,N,67.0,1.4,No,2.0,3.6,29.0,S,Yes,ENE,9.0,Watsonia,1016.0,1019.5,73.4,55.94,46.4,13.4,7.0,4.0
2010-12-23,43.0,67.28,SSW,66.0,0.0,No,5.0,6.6,50.0,SSW,No,SW,22.0,Watsonia,1024.2,1022.1,66.56,59.0,53.06,10.6,11.0,5.0
2010-12-24,28.0,77.72,SW,67.0,0.0,No,1.0,6.4,48.0,SW,No,SSE,15.0,Watsonia,1019.7,1025.3,74.3,57.92,46.94,12.8,13.0,2.0
2010-12-25,33.0,78.25999999999999,SE,87.0,0.0,No,7.0,5.0,70.0,WSW,No,,4.0,Watsonia,1009.6,1012.6,71.06,61.16,54.68,1.3,0.0,7.0
2010-12-26,43.0,67.82,S,65.0,0.0,No,7.0,3.0,86.0,SSW,No,SSW,15.0,Watsonia,1008.0,1009.1,59.0,61.88,57.56,6.1,11.0,7.0
2010-12-27,52.0,62.959999999999994,SSW,66.0,0.2,No,3.0,5.8,46.0,SSW,No,WSW,28.0,Watsonia,1013.7,1011.7,59.0,55.58,48.2,6.9,22.0,7.0
2010-12-28,26.0,72.86,SW,68.0,0.4,No,6.0,4.0,43.0,SW,No,ENE,15.0,Watsonia,1015.7,1018.7,68.9,55.4,40.82,13.4,7.0,2.0
2010-12-29,43.0,86.0,SSW,35.0,0.0,No,1.0,7.6,48.0,WSW,No,NNW,22.0,Watsonia,1013.4,1013.1,75.38,72.86,51.98,13.1,20.0,1.0
2010-12-30,31.0,77.18,SW,68.0,0.0,No,4.0,7.4,55.0,WSW,No,SSE,17.0,Watsonia,1016.0,1017.7,76.46,64.04,53.06,13.7,7.0,1.0
2010-12-31,61.0,104.9,NNW,69.0,0.0,No,6.0,7.6,17.0,N,No,E,30.0,Watsonia,1005.4,1010.3,102.02,70.52,53.96,12.3,7.0,4.0
2011-01-01,30.0,73.58,SW,76.0,0.0,No,7.0,14.2,53.0,SW,No,SSW,9.0,Watsonia,1012.5,1012.2,71.78,62.6,61.7,6.2,15.0,6.0
2011-01-02,43.0,70.16,SSW,59.0,0.0,No,7.0,6.0,56.0,SSW,No,S,22.0,Watsonia,1016.0,1016.3,69.8,64.04,55.76,9.7,11.0,4.0
2011-01-03,41.0,69.25999999999999,SSE,60.0,0.0,No,7.0,7.6,50.0,SSW,No,SSE,17.0,Watsonia,1016.1,1018.0,66.74000000000001,57.92,54.68,9.1,9.0,3.0
2011-01-04,30.0,71.96,SW,71.0,0.0,No,4.0,5.6,52.0,SSW,No,NNW,19.0,Watsonia,1010.9,1014.0,70.34,57.379999999999995,48.379999999999995,12.0,6.0,3.0
2011-01-05,43.0,71.24000000000001,SW,73.0,0.0,No,6.0,5.6,64.0,SSW,No,SW,24.0,Watsonia,1009.6,1009.7,69.44,62.78,55.58,11.1,9.0,7.0
2011-01-06,28.0,88.88000000000001,N,77.0,0.0,No,7.0,6.4,31.0,NNE,No,NE,15.0,Watsonia,1007.3,1010.5,86.18,63.32,57.02,10.3,4.0,1.0
2011-01-07,46.0,91.4,N,48.0,0.0,No,7.0,9.2,36.0,NNE,No,N,20.0,Watsonia,1008.4,1009.1,89.96000000000001,79.34,63.32,8.7,15.0,7.0
2011-01-08,50.0,95.0,N,51.0,0.0,Yes,1.0,13.6,34.0,SW,No,N,15.0,Watsonia,1007.3,1009.1,92.48,82.04,69.98,10.0,19.0,7.0
2011-01-09,31.0,72.14,SSW,80.0,8.0,No,8.0,8.4,69.0,SSW,Yes,S,17.0,Watsonia,1017.2,1018.8,70.88,64.58,62.959999999999994,0.0,9.0,8.0
2011-01-10,20.0,78.98,WSW,91.0,0.2,Yes,8.0,4.2,71.0,ESE,No,W,7.0,Watsonia,1012.4,1016.1,77.72,67.64,64.4,0.0,7.0,8.0
2011-01-11,28.0,77.18,NNE,99.0,4.6,Yes,7.0,1.0,80.0,N,Yes,E,2.0,Watsonia,1009.0,1011.4,75.38,71.42,67.46,0.0,6.0,8.0
2011-01-12,43.0,82.4,NE,100.0,11.2,No,7.0,1.0,70.0,NE,Yes,NE,22.0,Watsonia,1002.9,1004.2,80.78,71.42,68.9,2.0,9.0,7.0
2011-01-13,39.0,80.6,ENE,79.0,0.4,Yes,7.0,3.0,100.0,NNE,No,NNE,13.0,Watsonia,1004.7,1007.8,74.84,80.24000000000001,71.06,0.0,11.0,8.0
2011-01-14,59.0,76.82,NE,74.0,41.2,Yes,8.0,2.8,87.0,NE,Yes,N,7.0,Watsonia,1004.5,1000.7,71.6,76.1,71.96,6.3,15.0,6.0
2011-01-15,28.0,85.1,SW,80.0,35.2,No,7.0,5.0,42.0,SSW,Yes,ENE,15.0,Watsonia,1008.3,1009.4,83.84,70.88,62.78,12.1,4.0,1.0
2011-01-16,31.0,79.52,SW,99.0,0.0,No,7.0,7.0,68.0,SW,No,NW,19.0,Watsonia,1006.9,1009.8,77.0,65.12,64.22,9.3,6.0,3.0
2011-01-17,43.0,68.72,SW,62.0,0.0,No,4.0,7.2,58.0,WSW,No,WSW,20.0,Watsonia,1007.8,1008.5,66.56,62.24,57.379999999999995,4.8,15.0,7.0
2011-01-18,28.0,66.74000000000001,SSW,71.0,0.0,No,7.0,5.4,64.0,SW,No,SW,15.0,Watsonia,1010.3,1011.0,64.75999999999999,60.26,58.28,1.0,15.0,7.0
2011-01-19,31.0,70.16,SSW,69.0,0.0,No,7.0,4.2,56.0,SSW,No,SSE,15.0,Watsonia,1012.9,1012.6,66.38,59.36,58.1,6.6,9.0,5.0
2011-01-20,48.0,87.98,N,81.0,0.0,No,4.0,4.6,30.0,N,No,NE,13.0,Watsonia,1009.4,1012.6,84.56,60.08,49.64,12.6,7.0,2.0
2011-01-21,39.0,90.5,SSW,58.0,0.0,No,7.0,8.0,46.0,SSW,No,NNE,26.0,Watsonia,1009.7,1008.7,81.86,75.56,59.36,11.5,15.0,2.0
2011-01-22,30.0,82.4,SW,82.0,0.0,No,8.0,7.2,61.0,SW,No,SSW,13.0,Watsonia,1011.9,1015.3,79.34,64.04,60.8,5.5,6.0,1.0
2011-01-23,31.0,85.1,SW,85.0,0.0,Yes,7.0,3.6,51.0,SW,No,SW,17.0,Watsonia,1005.5,1009.9,84.2,69.08,63.32,11.4,7.0,1.0
2011-01-24,43.0,69.8,SSW,99.0,5.8,No,7.0,7.6,61.0,WSW,Yes,NNE,20.0,Watsonia,1006.2,1005.1,65.48,58.28,57.2,7.4,4.0,7.0
2011-01-25,31.0,83.12,N,68.0,0.0,Yes,4.0,5.0,35.0,NNE,No,ENE,13.0,Watsonia,1006.1,1009.0,80.6,62.959999999999994,52.7,8.6,4.0,7.0
2011-01-26,28.0,69.98,S,99.0,2.2,No,8.0,5.0,73.0,S,Yes,S,11.0,Watsonia,1015.6,1014.1,68.36,60.8,60.08,0.7,15.0,7.0
2011-01-27,33.0,77.72,SSW,85.0,0.0,No,3.0,1.8,51.0,SSW,No,N,11.0,Watsonia,1016.9,1017.4,76.46,63.14,53.06,13.6,2.0,4.0
2011-01-28,37.0,74.12,S,66.0,0.0,No,7.0,7.2,49.0,SSW,No,SSE,15.0,Watsonia,1020.5,1022.4,72.5,62.42,58.64,10.5,11.0,0.0
2011-01-29,26.0,85.28,NW,73.0,0.0,No,3.0,6.4,34.0,SSW,No,ENE,9.0,Watsonia,1017.4,1019.7,84.74,59.540000000000006,49.1,12.5,6.0,4.0
2011-01-30,43.0,98.24,N,56.0,0.0,No,1.0,7.4,23.0,N,No,NE,20.0,Watsonia,1013.4,1015.7,95.9,78.25999999999999,58.64,13.4,6.0,1.0
2011-01-31,37.0,98.96000000000001,SW,77.0,0.0,No,1.0,12.0,59.0,NNW,No,SSW,13.0,Watsonia,1011.0,1013.1,81.5,73.22,63.68,8.4,7.0,7.0
2011-02-01,65.0,104.18,NW,35.0,0.0,No,1.0,5.2,20.0,N,No,N,30.0,Watsonia,1002.3,1003.8,102.74,88.88000000000001,72.5,9.6,24.0,6.0
2011-02-02,37.0,90.68,SSW,69.0,0.0,No,7.0,12.8,48.0,N,No,NNE,17.0,Watsonia,1008.4,1011.8,86.72,66.56,62.059999999999995,11.3,4.0,5.0
2011-02-03,37.0,81.32,ENE,99.0,0.0,Yes,8.0,6.0,61.0,W,No,SSW,9.0,Watsonia,1013.8,1014.9,77.0,63.5,63.32,2.9,11.0,5.0
2011-02-04,46.0,84.91999999999999,N,100.0,4.8,Yes,7.0,4.0,90.0,WSW,Yes,NE,13.0,Watsonia,1007.5,1010.3,79.16,70.16,62.959999999999994,1.6,7.0,7.0
2011-02-05,41.0,65.66,SSW,100.0,84.0,Yes,8.0,7.6,95.0,SW,Yes,SW,9.0,Watsonia,1006.9,1006.1,63.5,63.68,63.5,0.0,7.0,7.0
2011-02-06,46.0,65.12,SSW,63.0,3.4,No,2.0,1.8,48.0,SSW,Yes,SW,24.0,Watsonia,1024.0,1020.3,62.42,57.74,51.98,11.3,19.0,4.0
2011-02-07,33.0,68.36,SW,77.0,0.2,Yes,1.0,4.6,50.0,S,No,ENE,17.0,Watsonia,1024.0,1026.1,67.64,56.48,44.96,12.7,6.0,1.0
2011-02-08,33.0,68.72,S,75.0,1.4,No,7.0,6.2,53.0,SSW,Yes,S,15.0,Watsonia,1022.4,1023.0,67.46,60.8,55.58,9.4,11.0,6.0
2011-02-09,26.0,83.66,SSE,89.0,0.0,No,7.0,5.4,54.0,W,No,E,4.0,Watsonia,1019.5,1023.4,82.58,55.4,48.74,8.6,4.0,7.0
2011-02-10,56.0,83.84,NE,94.0,0.0,Yes,7.0,4.6,56.0,WSW,No,E,9.0,Watsonia,1013.6,1017.4,82.4,66.56,55.4,1.3,6.0,7.0
2011-02-11,31.0,77.72,SSW,99.0,4.6,Yes,7.0,6.0,90.0,S,Yes,N,15.0,Watsonia,1010.0,1010.3,69.44,71.78,66.38,0.2,11.0,7.0
2011-02-12,35.0,67.82,S,69.0,4.4,No,7.0,10.4,51.0,SSW,Yes,S,15.0,Watsonia,1019.5,1020.4,65.84,58.82,57.379999999999995,8.8,17.0,7.0
2011-02-13,33.0,69.98,S,82.0,0.0,No,7.0,4.8,61.0,SSW,No,WNW,19.0,Watsonia,1022.7,1023.2,68.54,55.22,48.02,7.4,4.0,5.0
2011-02-14,48.0,77.36,SW,82.0,0.0,No,2.0,4.4,55.0,W,No,SSE,7.0,Watsonia,1022.2,1024.4,74.66,60.08,53.06,12.0,9.0,1.0
2011-02-15,28.0,84.56,E,89.0,0.0,No,5.0,4.2,50.0,SE,No,E,9.0,Watsonia,1018.2,1021.8,83.12,66.92,58.1,11.1,7.0,7.0
2011-02-16,31.0,82.94,NNE,78.0,0.0,Yes,7.0,6.6,55.0,ESE,No,ENE,11.0,Watsonia,1013.5,1017.2,81.32,73.4,62.42,3.6,7.0,7.0
2011-02-17,26.0,79.88,SSE,100.0,12.4,No,7.0,5.0,67.0,SE,Yes,E,7.0,Watsonia,1012.6,1013.4,76.82,67.1,65.48,8.5,7.0,4.0
2011-02-18,46.0,83.48,NE,89.0,0.0,Yes,7.0,3.8,58.0,ENE,No,NE,9.0,Watsonia,1010.6,1014.8,82.22,67.28,63.5,3.3,6.0,7.0
2011-02-19,61.0,83.48,W,82.0,11.0,No,1.0,4.2,50.0,W,Yes,N,28.0,Watsonia,1003.1,999.5,80.78,75.74000000000001,66.56,10.5,19.0,6.0
2011-02-20,48.0,70.34,SW,62.0,0.0,No,3.0,6.8,58.0,W,No,W,24.0,Watsonia,1012.9,1009.3,65.66,66.38,56.84,8.1,17.0,7.0
2011-02-21,46.0,64.22,SSW,70.0,0.4,No,3.0,5.6,61.0,S,No,WSW,30.0,Watsonia,1020.4,1017.9,61.34,56.66,49.64,6.5,17.0,7.0
2011-02-22,35.0,68.54,S,73.0,0.4,No,7.0,4.6,54.0,S,No,SE,13.0,Watsonia,1025.0,1025.8,66.74000000000001,56.84,52.16,4.1,6.0,6.0
2011-02-23,26.0,74.66,SW,77.0,0.0,No,8.0,3.6,57.0,S,No,S,13.0,Watsonia,1022.7,1026.5,72.5,59.540000000000006,56.84,9.2,6.0,1.0
2011-02-24,20.0,79.16,SW,84.0,0.0,No,4.0,4.2,51.0,SW,No,NE,11.0,Watsonia,1016.8,1020.0,75.02,56.3,54.5,10.4,9.0,5.0
2011-02-25,20.0,75.2,SSE,84.0,0.0,No,7.0,4.8,55.0,SSW,No,SSE,7.0,Watsonia,1013.6,1016.3,73.22,61.7,56.120000000000005,5.3,7.0,7.0
2011-02-26,24.0,86.53999999999999,SSW,88.0,0.0,Yes,6.0,3.0,43.0,W,No,ENE,7.0,Watsonia,1007.3,1009.8,85.64,62.6,55.58,7.1,6.0,7.0
2011-02-27,22.0,66.02,SSW,100.0,9.0,Yes,8.0,4.2,100.0,SSW,Yes,SSW,7.0,Watsonia,1011.0,1009.6,63.68,63.68,62.6,0.0,11.0,8.0
2011-02-28,20.0,63.68,SW,88.0,2.0,Yes,7.0,1.2,95.0,S,Yes,ESE,9.0,Watsonia,1008.1,1009.6,61.7,60.440000000000005,58.82,0.0,7.0,8.0
2011-03-01,54.0,63.68,SW,78.0,1.6,No,6.0,1.2,52.0,SSW,Yes,WSW,26.0,Watsonia,1013.8,1009.2,62.6,59.0,55.4,8.9,17.0,6.0
2011-03-02,28.0,66.56,SSW,70.0,0.8,No,1.0,3.6,50.0,SW,No,WSW,15.0,Watsonia,1015.9,1018.2,64.94,54.14,50.54,10.3,6.0,7.0
2011-03-03,39.0,66.74000000000001,SSW,67.0,0.0,No,7.0,4.6,62.0,WSW,No,W,17.0,Watsonia,1013.2,1013.4,64.4,59.0,54.14,7.8,13.0,7.0
2011-03-04,39.0,63.86,SSW,69.0,0.0,No,7.0,5.0,69.0,S,No,WSW,22.0,Watsonia,1017.3,1015.6,60.08,57.379999999999995,54.86,0.5,17.0,8.0
2011-03-05,22.0,73.4,SSW,63.0,0.0,No,1.0,3.4,47.0,SSW,No,SSE,4.0,Watsonia,1021.9,1023.5,70.16,54.32,46.76,12.1,13.0,1.0
2011-03-06,31.0,80.06,NE,87.0,0.0,No,0.0,4.8,39.0,ENE,No,NE,11.0,Watsonia,1022.1,1025.4,79.16,56.120000000000005,48.02,12.0,6.0,1.0
2011-03-07,37.0,84.38000000000001,NNE,55.0,0.0,No,0.0,7.2,36.0,N,No,NNE,17.0,Watsonia,1016.5,1020.8,82.94,68.18,55.76,11.6,11.0,1.0
2011-03-08,43.0,80.06,N,43.0,0.0,No,7.0,10.8,42.0,NNE,No,NNE,17.0,Watsonia,1010.1,1012.5,78.62,72.68,66.74000000000001,0.1,13.0,7.0
2011-03-09,26.0,75.2,NNW,84.0,0.4,Yes,7.0,2.6,72.0,NNW,No,NE,11.0,Watsonia,1011.6,1012.7,73.22,68.36,62.78,0.7,2.0,7.0
2011-03-10,30.0,64.94,SSW,100.0,17.6,No,8.0,1.8,81.0,WSW,Yes,S,15.0,Watsonia,1015.5,1015.4,61.88,58.64,58.28,0.0,11.0,8.0
2011-03-11,22.0,80.42,SW,92.0,0.0,No,8.0,0.6,56.0,SSW,No,W,9.0,Watsonia,1014.7,1017.2,78.08,62.24,58.64,7.7,4.0,1.0
2011-03-12,33.0,86.72,N,99.0,0.0,No,2.0,3.0,54.0,N,No,ENE,7.0,Watsonia,1015.5,1017.2,84.56,66.38,59.9,11.5,7.0,4.0
2011-03-13,54.0,89.96000000000001,NW,75.0,0.0,Yes,7.0,6.8,45.0,SW,No,N,17.0,Watsonia,1014.2,1017.0,85.64,74.66,66.38,5.7,15.0,7.0
2011-03-14,33.0,71.6,SE,76.0,32.2,No,6.0,5.6,52.0,SSW,Yes,SSE,11.0,Watsonia,1023.1,1025.8,69.98,59.540000000000006,55.58,10.7,6.0,1.0
2011-03-15,30.0,80.24000000000001,SW,100.0,0.0,No,4.0,4.4,55.0,S,No,E,9.0,Watsonia,1017.1,1020.6,77.72,53.96,49.46,9.9,4.0,4.0
2011-03-16,33.0,69.08,S,64.0,0.0,No,7.0,3.8,57.0,SSW,No,SSE,15.0,Watsonia,1021.1,1022.0,65.3,59.540000000000006,53.96,8.2,7.0,5.0
2011-03-17,30.0,63.68,SSE,69.0,0.0,No,7.0,5.6,61.0,S,No,S,11.0,Watsonia,1021.4,1023.3,62.6,56.66,53.6,2.0,7.0,7.0
2011-03-18,31.0,65.84,S,67.0,0.0,No,7.0,3.4,55.0,SSW,No,SSE,9.0,Watsonia,1017.5,1019.5,64.04,56.48,55.4,3.5,9.0,6.0
2011-03-19,22.0,75.92,SSW,99.0,0.0,No,5.0,3.6,57.0,WSW,No,ENE,13.0,Watsonia,1012.7,1016.3,71.96,52.879999999999995,48.56,9.0,6.0,2.0
2011-03-20,30.0,84.74,NE,97.0,0.2,No,1.0,2.8,46.0,ENE,No,ENE,15.0,Watsonia,1007.9,1011.8,82.22,60.08,52.52,8.5,7.0,4.0
2011-03-21,19.0,78.08,WSW,95.0,0.0,No,7.0,5.2,67.0,SW,No,NNE,9.0,Watsonia,1003.4,1006.0,75.38,64.58,59.9,0.5,6.0,7.0
2011-03-22,22.0,73.75999999999999,SSW,100.0,0.0,No,7.0,2.2,92.0,WSW,No,,13.0,Watsonia,1001.7,1002.6,67.28,65.66,64.58,1.0,0.0,7.0
2011-03-23,43.0,72.5,NNE,83.0,0.0,No,7.0,2.6,51.0,N,No,N,19.0,Watsonia,1002.9,1004.1,70.34,61.7,60.08,6.9,6.0,6.0
2011-03-24,52.0,67.82,W,88.0,0.4,Yes,7.0,3.6,89.0,W,No,W,20.0,Watsonia,1004.4,1003.4,62.959999999999994,60.440000000000005,58.1,0.9,7.0,7.0
2011-03-25,46.0,62.6,SSW,98.0,14.2,No,7.0,2.6,58.0,SSW,Yes,W,19.0,Watsonia,1018.1,1014.9,60.62,55.76,55.22,1.3,13.0,7.0
2011-03-26,31.0,63.32,SSW,80.0,0.2,No,7.0,3.2,64.0,SE,No,SE,15.0,Watsonia,1024.2,1024.4,62.42,57.56,55.76,0.1,4.0,7.0
2011-03-27,28.0,69.62,S,94.0,0.2,No,7.0,2.4,59.0,SW,No,S,9.0,Watsonia,1025.4,1027.0,67.1,57.02,55.22,2.7,4.0,7.0
2011-03-28,17.0,75.92,E,94.0,0.0,No,8.0,1.8,58.0,SE,No,,6.0,Watsonia,1024.6,1028.3,73.04,55.76,51.98,8.0,0.0,3.0
2011-03-29,35.0,80.96,NNW,100.0,0.0,No,2.0,4.0,38.0,N,No,NE,19.0,Watsonia,1018.3,1022.7,79.34,53.78,50.36,10.6,4.0,3.0
2011-03-30,41.0,71.24000000000001,SSW,94.0,0.4,No,7.0,5.4,67.0,S,No,WSW,22.0,Watsonia,1018.5,1018.0,64.58,60.440000000000005,53.78,6.3,11.0,3.0
2011-03-31,33.0,64.4,SSE,63.0,0.0,No,7.0,5.0,48.0,SSW,No,SE,15.0,Watsonia,1026.5,1027.4,62.78,56.120000000000005,52.52,7.6,9.0,1.0
2011-05-01,17.0,66.02,SW,92.0,0.0,Yes,8.0,4.0,73.0,SSW,No,NE,9.0,Watsonia,1016.9,1018.8,63.68,54.68,51.8,0.4,2.0,8.0
2011-05-02,31.0,64.4,SSW,100.0,8.6,No,8.0,0.6,66.0,S,Yes,S,13.0,Watsonia,1017.0,1018.6,61.7,55.4,54.32,4.4,6.0,5.0
2011-05-03,33.0,63.68,SW,100.0,0.4,No,7.0,1.8,76.0,SSW,No,ENE,15.0,Watsonia,1017.8,1019.4,59.540000000000006,48.379999999999995,42.980000000000004,3.2,6.0,6.0
2011-05-04,57.0,62.42,SSW,99.0,0.0,Yes,7.0,2.0,71.0,NNW,No,NNE,15.0,Watsonia,1020.2,1021.4,59.36,49.64,45.32,3.6,4.0,7.0
2011-05-05,26.0,56.3,S,62.0,1.2,No,7.0,1.6,62.0,SW,Yes,S,11.0,Watsonia,1025.6,1026.9,55.58,53.78,49.64,0.0,13.0,7.0
2011-05-06,46.0,59.36,ESE,73.0,0.0,No,7.0,1.8,58.0,NE,No,ENE,6.0,Watsonia,1022.7,1025.6,57.56,49.46,49.28,2.0,9.0,7.0
2011-05-07,24.0,60.8,NNW,99.0,0.0,No,7.0,1.6,62.0,N,No,NE,13.0,Watsonia,1015.5,1019.7,58.1,42.8,38.12,1.0,2.0,7.0
2011-05-08,43.0,58.28,SSW,94.0,0.0,Yes,7.0,0.8,73.0,S,No,W,19.0,Watsonia,1015.4,1016.2,56.48,51.08,42.8,1.0,4.0,7.0
2011-05-09,31.0,58.28,SSE,99.0,5.4,No,7.0,0.8,55.0,SSW,Yes,,9.0,Watsonia,1021.1,1022.1,56.48,47.3,42.620000000000005,5.3,0.0,3.0
2011-05-10,24.0,57.92,WNW,99.0,0.2,Yes,6.0,1.6,49.0,NW,No,ENE,9.0,Watsonia,1015.4,1020.4,56.120000000000005,37.4,31.46,3.8,7.0,6.0
2011-05-11,48.0,50.72,SSW,76.0,4.0,Yes,4.0,2.0,91.0,WSW,Yes,WSW,7.0,Watsonia,1009.5,1010.5,46.04,45.86,37.4,7.0,15.0,7.0
2011-05-12,24.0,54.86,ENE,99.0,7.4,Yes,7.0,2.0,100.0,N,Yes,NNE,7.0,Watsonia,1010.5,1012.5,53.6,46.22,40.46,0.6,7.0,7.0
2011-05-13,56.0,59.18,WSW,87.0,10.8,Yes,7.0,0.6,96.0,W,Yes,WNW,28.0,Watsonia,1011.0,1012.8,53.24,54.32,46.04,2.7,13.0,8.0
2011-05-14,43.0,55.76,SSW,99.0,9.6,Yes,7.0,0.8,73.0,SSW,Yes,W,24.0,Watsonia,1024.3,1022.5,52.7,46.58,43.519999999999996,5.4,9.0,7.0
2011-05-15,46.0,57.74,WSW,85.0,1.4,No,7.0,1.2,68.0,SW,Yes,W,15.0,Watsonia,1030.9,1031.3,54.68,50.36,45.86,0.6,7.0,7.0
2011-05-16,24.0,57.92,W,66.0,0.0,No,7.0,2.2,69.0,WSW,No,NW,11.0,Watsonia,1030.1,1032.3,57.02,52.879999999999995,50.36,0.2,9.0,7.0
2011-05-17,13.0,60.440000000000005,SW,85.0,0.0,No,7.0,1.2,69.0,WSW,No,NW,7.0,Watsonia,1028.9,1031.8,58.82,51.8,49.46,2.5,6.0,4.0
2011-05-18,24.0,61.34,N,99.0,0.2,No,7.0,1.0,65.0,N,No,ENE,15.0,Watsonia,1027.6,1030.2,59.18,41.72,38.12,3.6,4.0,7.0
2011-05-19,35.0,63.86,N,99.0,0.0,No,7.0,2.4,50.0,NNW,No,,17.0,Watsonia,1026.9,1028.3,61.7,48.2,41.72,2.3,0.0,7.0
2011-05-20,44.0,66.92,NE,93.0,0.0,No,7.0,3.2,51.0,NNE,No,NE,9.0,Watsonia,1023.2,1026.8,64.94,48.379999999999995,45.86,0.6,6.0,7.0
2011-05-21,43.0,70.52,N,65.0,0.0,No,5.0,4.0,44.0,N,No,NE,15.0,Watsonia,1017.5,1021.0,69.25999999999999,56.48,46.22,6.4,9.0,5.0
2011-05-22,39.0,65.66,N,61.0,0.0,Yes,6.0,4.4,73.0,N,No,NNE,20.0,Watsonia,1006.8,1011.0,63.5,64.04,56.48,2.8,19.0,7.0
2011-05-23,43.0,62.6,SSW,100.0,13.4,Yes,7.0,1.6,99.0,WSW,Yes,NNE,20.0,Watsonia,1001.4,1001.3,54.32,55.94,55.04,2.0,6.0,7.0
2011-05-24,44.0,56.84,SSW,99.0,4.4,Yes,7.0,0.2,65.0,S,Yes,SSW,22.0,Watsonia,1012.1,1010.2,55.58,51.44,47.66,3.2,13.0,6.0
2011-05-25,35.0,54.68,SSE,91.0,2.6,No,7.0,3.4,69.0,S,Yes,SSE,7.0,Watsonia,1019.7,1020.5,53.96,49.64,47.48,1.8,4.0,7.0
2011-05-26,20.0,57.74,SW,91.0,0.2,Yes,7.0,1.8,93.0,SW,No,,6.0,Watsonia,1018.9,1020.8,53.06,49.28,47.48,1.1,0.0,7.0
2011-05-27,22.0,58.28,SSW,92.0,1.8,No,7.0,1.6,79.0,SW,Yes,WSW,7.0,Watsonia,1020.4,1021.5,55.94,51.44,47.3,1.3,7.0,7.0
2011-05-28,17.0,57.02,SW,99.0,0.8,No,8.0,1.0,85.0,WNW,No,NNW,9.0,Watsonia,1023.7,1025.0,54.5,50.18,48.56,1.0,7.0,7.0
2011-05-29,20.0,55.76,,100.0,0.2,No,7.0,0.0,76.0,SSW,No,WNW,0.0,Watsonia,1024.9,1026.7,55.4,48.56,47.84,0.0,6.0,7.0
2011-05-30,24.0,57.92,SSE,100.0,0.2,No,1.0,0.4,64.0,S,No,NE,9.0,Watsonia,1025.3,1028.4,56.84,40.82,37.58,7.6,4.0,2.0
2011-05-31,17.0,58.459999999999994,E,99.0,0.2,No,7.0,2.0,69.0,ENE,No,N,7.0,Watsonia,1023.0,1025.7,57.56,44.96,38.12,6.3,9.0,1.0
2011-06-01,11.0,65.84,E,99.0,0.2,No,0.0,1.6,65.0,ENE,No,NE,4.0,Watsonia,1025.4,1028.2,63.5,38.839999999999996,33.8,9.3,4.0,1.0
2011-06-02,39.0,66.02,N,99.0,0.4,No,3.0,2.0,55.0,N,No,,11.0,Watsonia,1021.8,1026.2,64.58,44.96,38.660000000000004,8.8,0.0,7.0
2011-06-03,37.0,60.26,N,74.0,0.0,No,7.0,2.2,67.0,N,No,NNE,19.0,Watsonia,1013.7,1016.5,59.72,56.3,44.96,2.2,6.0,7.0
2011-06-04,37.0,61.7,WSW,78.0,0.8,No,1.0,2.0,47.0,WSW,No,WNW,17.0,Watsonia,1015.1,1015.0,58.459999999999994,51.26,51.08,7.1,7.0,5.0
2011-06-05,56.0,59.540000000000006,NNW,61.0,0.0,Yes,2.0,3.0,40.0,NNW,No,N,24.0,Watsonia,1009.5,1015.1,59.18,50.36,44.42,8.4,13.0,3.0
2011-06-06,24.0,53.96,S,98.0,4.6,No,2.0,3.0,61.0,WNW,Yes,NNE,7.0,Watsonia,1018.3,1019.2,51.620000000000005,39.2,36.32,6.1,6.0,6.0
2011-06-07,61.0,50.36,WSW,67.0,0.0,Yes,6.0,2.8,81.0,W,No,N,13.0,Watsonia,1013.6,1014.1,46.94,47.3,39.2,2.8,28.0,5.0
2011-06-08,50.0,51.44,SW,84.0,7.4,Yes,5.0,1.2,77.0,SW,Yes,W,26.0,Watsonia,1018.5,1018.8,50.72,41.54,39.02,4.7,19.0,2.0
2011-06-09,43.0,56.3,SSW,83.0,3.8,No,7.0,1.0,74.0,SSW,Yes,SSW,20.0,Watsonia,1020.1,1020.8,53.06,50.36,41.54,3.3,11.0,5.0
2011-06-10,26.0,58.1,SW,99.0,0.2,No,6.0,0.4,65.0,SSW,No,SW,15.0,Watsonia,1024.2,1023.7,55.94,46.94,44.06,5.9,6.0,6.0
2011-06-11,24.0,57.74,SSE,99.0,0.2,No,4.0,1.0,61.0,SW,No,,13.0,Watsonia,1029.0,1030.1,57.2,47.84,44.06,7.3,0.0,4.0
2011-06-12,28.0,56.3,S,100.0,0.2,No,8.0,1.4,68.0,S,No,,15.0,Watsonia,1028.7,1031.5,55.76,41.72,39.02,4.0,0.0,2.0
