WindGustSpeed,Pressure9am,Temp3pmF,WindGustDir,MaxTempF,MinTempF,Humidity3pm,Date,RainTomorrow,RainToday,Temp9amF,WindDir3pm,Humidity9am,Rainfall,WindSpeed3pm,WindDir9am,Pressure3pm,Location,WindSpeed9am
35.0,1025.1,72.68,ENE,76.46,59.540000000000006,65.0,2010-11-21,No,No,67.82,ENE,77.0,0.0,26.0,S,1022.9,NorahHead,4.0
48.0,1025.6,73.04,NE,76.28,64.04,68.0,2010-11-22,No,No,70.52,ENE,75.0,0.0,22.0,,1024.1,NorahHead,0.0
50.0,1027.4,72.5,NE,77.0,64.22,73.0,2010-11-23,No,No,72.5,NE,76.0,0.0,35.0,NNE,1024.6,NorahHead,17.0
54.0,1025.2,71.6,NE,73.4,64.94,72.0,2010-11-24,No,No,70.7,NE,76.0,0.0,41.0,NNE,1021.9,NorahHead,28.0
46.0,1020.8,71.42,NNE,73.4,63.32,74.0,2010-11-25,No,No,69.98,NE,74.0,0.0,35.0,NNE,1017.8,NorahHead,22.0
48.0,1017.7,70.52,NE,78.44,62.059999999999995,78.0,2010-11-26,No,No,72.32,NE,75.0,0.0,22.0,ENE,1015.2,NorahHead,9.0
61.0,1016.0,70.88,NE,76.46,62.78,76.0,2010-11-27,No,No,69.8,NE,80.0,0.0,43.0,NE,1011.7,NorahHead,11.0
30.0,1011.7,66.92,NE,70.52,63.68,83.0,2010-11-28,No,No,66.74000000000001,NNE,82.0,0.0,22.0,NE,1010.2,NorahHead,20.0
50.0,1013.3,68.18,SSW,69.44,61.7,82.0,2010-11-29,Yes,No,61.88,S,92.0,0.0,24.0,SSW,1012.2,NorahHead,31.0
41.0,1015.9,71.6,S,72.14,61.88,83.0,2010-11-30,Yes,Yes,65.12,SE,97.0,5.6,9.0,SSW,1014.1,NorahHead,4.0
43.0,1016.4,66.92,ENE,70.7,64.4,95.0,2010-12-01,Yes,Yes,65.12,ESE,98.0,26.2,6.0,NE,1015.8,NorahHead,26.0
41.0,1017.8,69.25999999999999,NE,75.02,63.86,87.0,2010-12-02,No,Yes,70.34,ENE,94.0,23.6,24.0,NE,1015.9,NorahHead,19.0
48.0,1017.2,71.6,NE,75.38,65.48,79.0,2010-12-03,No,No,69.25999999999999,ENE,85.0,0.0,22.0,NE,1014.3,NorahHead,17.0
37.0,1013.3,71.06,NE,74.12,65.3,83.0,2010-12-04,No,No,67.28,NE,95.0,1.0,20.0,NNE,1010.5,NorahHead,11.0
33.0,1012.1,73.22,ENE,76.82,65.12,74.0,2010-12-05,No,No,68.72,NE,85.0,0.2,11.0,SE,1010.5,NorahHead,2.0
20.0,1014.2,74.12,ENE,75.92,66.2,79.0,2010-12-06,No,No,73.22,ESE,79.0,0.0,13.0,ENE,1013.1,NorahHead,2.0
37.0,1016.5,75.2,NE,81.32,67.28,77.0,2010-12-07,No,No,75.2,ENE,79.0,0.0,20.0,ENE,1015.6,NorahHead,13.0
56.0,1016.9,72.86,NE,74.48,66.74000000000001,83.0,2010-12-08,No,No,72.14,NE,84.0,0.0,39.0,NNE,1012.8,NorahHead,19.0
,1011.5,82.94,,88.16,66.56,63.0,2010-12-09,,No,68.18,NW,89.0,0.0,22.0,NNE,1008.9,NorahHead,30.0
,,,,,67.64,,2010-12-10,,,,,,,,,,NorahHead,
43.0,1008.5,69.98,SSW,77.72,63.32,78.0,2010-12-11,No,,71.06,NE,76.0,,20.0,S,1004.1,NorahHead,9.0
33.0,1004.8,75.74000000000001,WNW,87.8,63.32,61.0,2010-12-12,No,No,77.18,E,55.0,0.0,28.0,N,1003.5,NorahHead,11.0
46.0,1013.5,73.4,SSW,73.58,65.12,77.0,2010-12-13,No,No,69.25999999999999,SSE,80.0,0.0,17.0,SSW,1012.8,NorahHead,17.0
30.0,1016.0,71.06,SSW,74.3,66.74000000000001,83.0,2010-12-14,No,No,68.36,SSW,89.0,0.0,22.0,SSW,1013.4,NorahHead,17.0
26.0,1011.0,75.38,NNE,77.54,67.28,79.0,2010-12-15,No,No,74.12,ENE,83.0,0.0,15.0,S,1007.3,NorahHead,9.0
69.0,1004.0,69.8,SSW,78.98,67.28,92.0,2010-12-16,Yes,No,71.96,SSW,88.0,0.2,13.0,N,1003.2,NorahHead,11.0
41.0,1005.9,71.24000000000001,SSW,75.56,64.94,82.0,2010-12-17,No,Yes,66.74000000000001,NE,85.0,7.8,7.0,SW,1003.8,NorahHead,11.0
46.0,1004.0,71.78,N,73.04,66.56,59.0,2010-12-18,No,No,69.62,NNW,64.0,0.2,24.0,NW,1001.2,NorahHead,15.0
67.0,1004.2,73.58,NNW,75.38,64.75999999999999,70.0,2010-12-19,No,No,67.64,NNE,80.0,0.0,33.0,N,997.4,NorahHead,11.0
56.0,998.3,71.6,WNW,75.02,55.94,34.0,2010-12-20,No,No,62.24,WNW,45.0,0.0,15.0,WNW,1001.2,NorahHead,19.0
33.0,1009.8,81.14,NE,81.86,55.94,32.0,2010-12-21,No,No,71.24000000000001,W,44.0,0.0,11.0,NW,1008.7,NorahHead,17.0
44.0,1017.6,72.68,NE,75.02,62.24,80.0,2010-12-22,No,No,69.62,SSW,81.0,0.0,22.0,SSW,1017.3,NorahHead,20.0
61.0,1018.0,76.64,S,77.36,64.75999999999999,72.0,2010-12-23,No,No,70.88,NE,77.0,0.0,9.0,SSW,1017.1,NorahHead,4.0
59.0,1025.2,71.42,S,72.68,65.48,69.0,2010-12-24,No,No,66.56,S,71.0,0.0,22.0,S,1023.7,NorahHead,41.0
39.0,1017.7,75.74000000000001,NNE,77.36,63.86,76.0,2010-12-25,No,No,72.14,ENE,73.0,0.0,24.0,S,1012.1,NorahHead,7.0
63.0,1007.0,77.54,SSW,80.06,68.9,69.0,2010-12-26,Yes,No,75.02,NW,73.0,0.0,15.0,SW,1002.4,NorahHead,4.0
70.0,1005.1,65.48,S,70.16,66.38,90.0,2010-12-27,No,Yes,67.28,S,85.0,5.8,39.0,S,1005.3,NorahHead,24.0
54.0,1018.8,67.28,S,72.68,62.6,61.0,2010-12-28,No,No,66.02,S,60.0,0.4,17.0,SSE,1019.0,NorahHead,20.0
41.0,1019.0,74.3,NE,80.24000000000001,61.88,69.0,2010-12-29,No,No,71.78,NE,68.0,0.0,30.0,NE,1015.2,NorahHead,2.0
28.0,1016.6,78.08,NE,82.04,66.02,67.0,2010-12-30,No,No,75.38,NE,71.0,0.0,22.0,NE,1015.4,NorahHead,6.0
41.0,1016.1,76.28,NE,83.12,67.64,78.0,2010-12-31,No,No,75.2,NE,81.0,0.0,28.0,NE,1014.2,NorahHead,4.0
41.0,1014.1,78.62,NE,78.98,66.38,72.0,2011-01-01,No,No,73.04,NE,80.0,0.0,31.0,NNE,1010.5,NorahHead,22.0
57.0,1012.4,73.94,SSW,78.25999999999999,67.82,83.0,2011-01-02,Yes,No,70.52,S,87.0,0.4,33.0,SSW,1010.0,NorahHead,13.0
54.0,1014.2,70.16,SSW,72.86,66.02,78.0,2011-01-03,No,Yes,68.36,S,88.0,4.0,37.0,S,1013.5,NorahHead,20.0
48.0,1013.3,70.7,SSW,72.68,65.66,68.0,2011-01-04,No,No,68.72,S,78.0,0.2,26.0,SSW,1011.3,NorahHead,35.0
22.0,1008.1,72.86,S,75.38,63.68,64.0,2011-01-05,Yes,No,70.34,ESE,65.0,0.0,15.0,S,1006.1,NorahHead,9.0
46.0,1010.3,73.4,SSW,77.9,67.46,79.0,2011-01-06,Yes,Yes,68.54,S,93.0,2.2,17.0,SSW,1010.6,NorahHead,22.0
33.0,1013.2,71.42,ESE,81.86,67.1,87.0,2011-01-07,Yes,Yes,71.42,E,87.0,7.6,15.0,SSW,1013.1,NorahHead,11.0
41.0,1013.7,79.16,ENE,80.42,69.44,71.0,2011-01-08,Yes,Yes,76.64,SE,76.0,6.6,11.0,NE,1012.4,NorahHead,4.0
37.0,1014.4,78.44,NE,79.88,71.06,77.0,2011-01-09,Yes,Yes,74.66,E,90.0,11.0,19.0,NE,1014.2,NorahHead,22.0
46.0,1015.9,75.38,ENE,77.54,70.34,82.0,2011-01-10,Yes,Yes,74.66,E,80.0,3.2,20.0,ENE,1014.5,NorahHead,26.0
50.0,1014.2,75.02,NE,78.08,70.88,82.0,2011-01-11,No,Yes,73.75999999999999,ENE,87.0,2.4,31.0,ENE,1011.8,NorahHead,19.0
52.0,1012.2,76.82,NE,78.08,71.42,81.0,2011-01-12,No,No,75.92,NE,82.0,0.0,44.0,NE,1011.2,NorahHead,20.0
41.0,1014.4,78.62,NE,82.58,70.52,74.0,2011-01-13,No,No,73.58,NE,83.0,0.0,33.0,NE,1013.3,NorahHead,28.0
50.0,1012.5,75.02,NE,80.42,68.36,75.0,2011-01-14,No,No,73.22,NE,81.0,0.0,37.0,NNE,1009.5,NorahHead,22.0
24.0,1009.4,76.28,NNE,76.82,66.38,80.0,2011-01-15,No,No,70.34,NE,81.0,0.0,2.0,NNE,1007.8,NorahHead,4.0
26.0,1010.3,82.58,SSW,84.02,67.64,66.0,2011-01-16,No,No,70.7,NE,92.0,1.0,9.0,SW,1008.0,NorahHead,9.0
43.0,1003.5,79.34,SSW,83.48,64.4,74.0,2011-01-17,No,No,72.32,ENE,81.0,0.0,13.0,NE,1000.6,NorahHead,7.0
41.0,1007.4,74.12,SSE,76.1,68.54,70.0,2011-01-18,No,No,71.96,ESE,79.0,0.0,17.0,SSE,1007.6,NorahHead,13.0
37.0,1009.5,76.82,E,80.96,70.7,74.0,2011-01-19,No,No,74.3,NNE,83.0,0.2,13.0,N,1009.0,NorahHead,20.0
41.0,1013.1,75.56,NE,83.12,72.68,81.0,2011-01-20,Yes,No,77.36,E,71.0,0.2,17.0,E,1013.4,NorahHead,20.0
37.0,1015.2,78.62,NNE,80.24000000000001,67.46,67.0,2011-01-21,No,Yes,74.84,ENE,74.0,1.4,24.0,N,1013.5,NorahHead,4.0
30.0,1016.5,79.7,NNE,86.0,67.28,59.0,2011-01-22,No,No,76.1,E,71.0,0.0,13.0,NNE,1015.7,NorahHead,11.0
56.0,1012.9,79.16,NNE,83.48,68.18,65.0,2011-01-23,No,No,76.1,NE,69.0,0.0,37.0,N,1009.8,NorahHead,7.0
56.0,1005.4,78.62,S,85.1,67.28,73.0,2011-01-24,No,No,75.56,NE,76.0,0.0,24.0,NNE,1001.6,NorahHead,20.0
43.0,1008.4,79.34,SSW,81.14,70.7,74.0,2011-01-25,No,No,76.1,ESE,74.0,0.0,11.0,WSW,1007.7,NorahHead,7.0
46.0,1012.3,78.8,SSW,84.91999999999999,72.32,79.0,2011-01-26,No,No,75.02,N,96.0,0.0,20.0,S,1010.1,NorahHead,6.0
54.0,1014.1,80.24000000000001,SSW,81.86,71.24000000000001,76.0,2011-01-27,No,No,73.04,E,90.0,0.2,15.0,SW,1011.6,NorahHead,9.0
52.0,1018.4,75.2,SSE,78.08,72.5,69.0,2011-01-28,No,No,75.38,SSE,69.0,0.4,30.0,SSE,1019.0,NorahHead,35.0
46.0,1021.8,77.72,E,79.16,69.62,51.0,2011-01-29,No,No,72.86,NE,62.0,0.0,15.0,E,1021.5,NorahHead,19.0
43.0,1020.1,79.88,NE,83.3,64.58,66.0,2011-01-30,No,No,75.02,NE,68.0,0.0,31.0,NNE,1017.1,NorahHead,20.0
30.0,1015.6,79.7,NE,86.53999999999999,70.52,78.0,2011-01-31,No,No,75.56,NE,79.0,0.0,20.0,NNE,1012.4,NorahHead,9.0
46.0,1011.8,83.3,NNE,87.98,71.42,65.0,2011-02-01,No,No,77.0,NE,79.0,0.0,20.0,NNE,1007.7,NorahHead,9.0
28.0,1015.4,82.94,SW,87.08000000000001,74.66,76.0,2011-02-02,No,No,79.52,SE,69.0,0.0,7.0,SSW,1013.2,NorahHead,17.0
54.0,1011.7,100.94,S,103.46000000000001,74.3,35.0,2011-02-03,No,No,86.9,WNW,59.0,0.0,19.0,NNW,1009.5,NorahHead,35.0
30.0,1015.3,81.14,NNE,88.16,74.48,76.0,2011-02-04,No,No,78.8,NE,81.0,0.0,22.0,ESE,1012.1,NorahHead,2.0
63.0,1010.9,98.41999999999999,N,103.28,74.48,34.0,2011-02-05,No,No,81.14,N,77.0,0.0,39.0,NNE,1007.5,NorahHead,4.0
81.0,1013.0,77.18,S,90.5,77.18,89.0,2011-02-06,Yes,No,82.94,NW,67.0,0.0,4.0,NNE,1013.8,NorahHead,2.0
63.0,1023.5,72.32,S,72.32,62.6,67.0,2011-02-07,No,Yes,64.04,S,84.0,16.6,11.0,WSW,1020.5,NorahHead,11.0
33.0,1019.5,76.46,SSE,78.8,64.04,61.0,2011-02-08,No,No,69.08,SSE,75.0,0.0,26.0,SSW,1018.5,NorahHead,17.0
33.0,1023.9,74.3,SSE,77.36,69.08,74.0,2011-02-09,Yes,No,74.66,ESE,61.0,0.0,26.0,S,1023.1,NorahHead,20.0
46.0,1023.3,76.46,NE,82.22,68.9,70.0,2011-02-10,No,Yes,71.6,ENE,85.0,1.4,24.0,N,1020.5,NorahHead,13.0
43.0,1016.7,78.25999999999999,NNE,84.02,68.36,72.0,2011-02-11,No,No,76.64,NE,71.0,0.0,31.0,NNE,1012.3,NorahHead,11.0
50.0,1014.3,70.7,SSW,74.66,73.58,89.0,2011-02-12,Yes,No,74.48,S,86.0,0.2,35.0,SSW,1015.8,NorahHead,26.0
61.0,1017.3,72.14,S,74.12,66.92,87.0,2011-02-13,Yes,Yes,69.44,SSW,89.0,9.4,35.0,SSW,1017.5,NorahHead,22.0
54.0,1022.7,72.68,SSE,73.58,68.72,69.0,2011-02-14,No,Yes,70.52,SSE,78.0,5.4,31.0,SSE,1023.0,NorahHead,39.0
37.0,1023.2,77.18,SSE,78.25999999999999,68.72,65.0,2011-02-15,No,No,70.34,SE,89.0,0.8,20.0,NNE,1021.7,NorahHead,13.0
33.0,1019.5,77.54,NE,79.88,67.28,74.0,2011-02-16,No,No,71.6,SSE,83.0,0.2,9.0,SW,1016.8,NorahHead,7.0
35.0,1014.1,73.75999999999999,NNE,85.46000000000001,70.88,88.0,2011-02-17,Yes,No,73.94,NNW,80.0,0.0,11.0,NNE,1012.2,NorahHead,11.0
37.0,1014.7,76.28,SSW,78.08,71.24000000000001,86.0,2011-02-18,No,Yes,74.66,SSW,89.0,3.4,30.0,SSW,1014.1,NorahHead,20.0
43.0,1011.7,79.88,NNE,84.91999999999999,71.42,76.0,2011-02-19,No,No,77.36,NE,83.0,0.0,31.0,NNE,1007.2,NorahHead,19.0
31.0,1007.0,82.4,S,97.88000000000001,75.38,72.0,2011-02-20,No,No,79.34,ESE,82.0,0.0,22.0,NW,1005.3,NorahHead,4.0
69.0,1012.3,73.04,SSE,77.0,68.9,74.0,2011-02-21,No,No,69.08,SSE,91.0,0.6,26.0,S,1012.5,NorahHead,30.0
63.0,1021.0,71.96,S,73.58,65.48,57.0,2011-02-22,Yes,No,71.6,SSE,57.0,0.6,28.0,S,1021.8,NorahHead,35.0
44.0,1022.8,74.12,SSE,76.1,64.58,61.0,2011-02-23,No,Yes,66.92,SSE,79.0,1.8,26.0,WSW,1021.4,NorahHead,7.0
31.0,1019.8,75.74000000000001,NNE,78.62,62.059999999999995,55.0,2011-02-24,No,No,68.0,E,79.0,0.4,17.0,WSW,1016.7,NorahHead,7.0
26.0,1015.1,76.46,NE,79.34,63.86,67.0,2011-02-25,No,No,69.62,NNE,82.0,0.0,11.0,,1013.3,NorahHead,0.0
30.0,1012.7,78.25999999999999,ENE,80.96,69.44,69.0,2011-02-26,No,No,75.56,E,77.0,0.0,22.0,NW,1009.8,NorahHead,4.0
28.0,1008.5,86.0,S,87.61999999999999,67.82,47.0,2011-02-27,No,No,75.74000000000001,WNW,75.0,0.0,9.0,N,1007.5,NorahHead,6.0
54.0,1011.7,77.54,N,85.1,71.42,76.0,2011-02-28,Yes,No,73.22,ENE,80.0,0.0,20.0,ESE,1008.1,NorahHead,9.0
67.0,1003.3,94.82,SSE,97.16,72.68,31.0,2011-03-01,No,Yes,84.91999999999999,W,56.0,2.0,17.0,NW,1003.2,NorahHead,15.0
50.0,1017.0,70.16,SE,72.86,68.0,75.0,2011-03-02,No,No,69.25999999999999,NE,66.0,0.0,19.0,ESE,1015.3,NorahHead,20.0
30.0,1009.4,85.64,ENE,87.44,65.12,37.0,2011-03-03,No,No,69.44,SSW,80.0,0.0,7.0,W,1007.2,NorahHead,2.0
63.0,1011.9,77.9,SSE,80.06,68.9,69.0,2011-03-04,No,No,72.86,ESE,76.0,0.0,15.0,SSE,1010.1,NorahHead,7.0
59.0,1021.4,69.25999999999999,SSE,72.32,67.28,60.0,2011-03-05,No,No,68.54,SSE,69.0,0.0,39.0,SSE,1022.9,NorahHead,41.0
41.0,1026.8,72.32,SSE,74.66,66.02,55.0,2011-03-06,Yes,No,69.25999999999999,SSE,59.0,0.0,28.0,SE,1026.0,NorahHead,24.0
37.0,1024.6,75.02,SE,77.18,65.48,55.0,2011-03-07,No,Yes,69.8,SE,68.0,1.4,19.0,ESE,1022.4,NorahHead,22.0
52.0,1020.0,76.64,NE,81.14,64.75999999999999,69.0,2011-03-08,No,No,72.68,NE,68.0,0.0,33.0,NNE,1016.1,NorahHead,17.0
31.0,1015.9,75.2,N,77.9,67.82,79.0,2011-03-09,No,No,71.24000000000001,NE,82.0,0.0,20.0,N,1014.0,NorahHead,11.0
24.0,1013.6,75.92,NNE,77.72,69.8,81.0,2011-03-10,No,No,72.5,ENE,84.0,0.0,7.0,NNE,1012.6,NorahHead,7.0
19.0,1016.2,77.18,NNE,81.32,69.8,73.0,2011-03-11,No,No,73.58,ESE,81.0,0.0,6.0,,1015.7,NorahHead,0.0
37.0,1020.9,78.25999999999999,NE,79.88,68.54,74.0,2011-03-12,No,No,70.7,E,91.0,0.0,17.0,WSW,1019.2,NorahHead,2.0
46.0,1021.5,78.8,NE,86.18,69.44,72.0,2011-03-13,No,No,77.18,NE,70.0,0.0,33.0,N,1018.5,NorahHead,11.0
59.0,1019.4,73.4,S,80.24000000000001,70.16,85.0,2011-03-14,No,No,74.48,S,77.0,0.0,46.0,WSW,1019.3,NorahHead,4.0
44.0,1021.3,74.66,S,76.82,65.12,71.0,2011-03-15,No,No,69.98,S,82.0,0.6,28.0,SSW,1018.4,NorahHead,19.0
37.0,1017.4,78.44,S,82.22,66.74000000000001,69.0,2011-03-16,No,No,74.84,E,77.0,0.0,15.0,NNW,1016.6,NorahHead,6.0
33.0,1018.9,73.22,SSW,75.38,69.8,88.0,2011-03-17,No,No,72.5,NNE,89.0,0.4,2.0,SSW,1017.2,NorahHead,13.0
43.0,1014.9,72.68,SSW,74.84,69.8,82.0,2011-03-18,Yes,No,70.52,SSW,86.0,0.6,19.0,SSW,1013.7,NorahHead,26.0
41.0,1013.3,73.75999999999999,ENE,78.08,66.92,82.0,2011-03-19,Yes,Yes,73.58,SE,82.0,10.2,26.0,E,1011.0,NorahHead,24.0
52.0,1010.8,72.86,ESE,74.12,67.46,88.0,2011-03-20,Yes,Yes,69.62,E,95.0,45.4,24.0,ENE,1008.8,NorahHead,33.0
57.0,1006.2,75.92,ENE,80.6,67.82,86.0,2011-03-21,Yes,Yes,73.58,ENE,96.0,47.8,20.0,NNE,1003.3,NorahHead,17.0
35.0,1001.4,78.08,NNE,80.78,69.98,82.0,2011-03-22,No,Yes,74.66,ESE,92.0,1.8,11.0,,999.6,NorahHead,0.0
26.0,1003.1,85.82,SSW,87.44,67.64,46.0,2011-03-23,No,No,72.86,WNW,69.0,0.2,7.0,WNW,1000.7,NorahHead,13.0
41.0,1006.3,77.72,WNW,81.32,62.959999999999994,44.0,2011-03-24,No,No,71.78,WNW,52.0,0.0,11.0,NW,1004.0,NorahHead,13.0
56.0,1008.3,76.64,S,78.98,63.68,54.0,2011-03-25,Yes,No,69.98,SSE,59.0,0.0,17.0,WNW,1008.6,NorahHead,11.0
57.0,1018.7,65.48,S,68.54,61.7,88.0,2011-03-26,Yes,Yes,62.059999999999995,S,90.0,5.8,44.0,SW,1019.2,NorahHead,15.0
52.0,1024.3,71.06,S,71.96,61.519999999999996,61.0,2011-03-27,Yes,Yes,62.6,SSE,90.0,6.0,28.0,WSW,1023.7,NorahHead,11.0
35.0,1026.5,71.06,SSE,73.22,61.88,76.0,2011-03-28,Yes,Yes,65.12,SSW,93.0,4.6,11.0,WSW,1025.6,NorahHead,6.0
39.0,1025.7,75.74000000000001,NNE,80.78,65.12,71.0,2011-03-29,No,Yes,69.44,NE,86.0,3.6,19.0,WNW,1022.7,NorahHead,6.0
41.0,1020.3,79.88,SW,82.4,64.4,71.0,2011-03-30,No,No,71.78,NE,77.0,0.0,20.0,N,1016.1,NorahHead,7.0
61.0,1021.6,68.18,S,72.14,65.84,78.0,2011-03-31,No,No,70.34,SSE,77.0,0.0,39.0,SSE,1022.3,NorahHead,48.0
39.0,1018.2,68.54,SSW,69.98,60.08,67.0,2011-05-01,No,No,65.12,SSW,81.0,0.8,19.0,SW,1015.6,NorahHead,11.0
22.0,1016.2,66.02,W,67.1,56.48,77.0,2011-05-02,No,No,60.62,SW,83.0,0.0,9.0,W,1014.5,NorahHead,9.0
33.0,1014.7,64.58,SSW,67.28,59.36,80.0,2011-05-03,No,No,62.42,SW,85.0,0.0,9.0,WSW,1013.7,NorahHead,6.0
57.0,1016.0,66.74000000000001,SSW,67.46,58.1,69.0,2011-05-04,Yes,No,61.88,S,74.0,0.8,33.0,SW,1015.2,NorahHead,19.0
59.0,1020.3,64.4,S,66.02,55.58,68.0,2011-05-05,No,Yes,61.88,SSW,67.0,5.0,35.0,SW,1020.6,NorahHead,20.0
37.0,1023.2,63.5,SSW,64.75999999999999,53.96,66.0,2011-05-06,No,No,59.72,S,67.0,0.6,26.0,SW,1020.2,NorahHead,13.0
26.0,1018.9,66.02,W,67.1,51.98,60.0,2011-05-07,No,No,58.1,SSE,68.0,0.0,11.0,WSW,1015.7,NorahHead,11.0
24.0,1013.8,66.38,WSW,67.82,52.34,52.0,2011-05-08,No,No,57.92,SSE,71.0,0.0,7.0,WSW,1010.8,NorahHead,6.0
,1014.3,60.62,,63.5,51.98,83.0,2011-05-09,,No,60.08,SSW,69.0,0.0,35.0,SW,1012.7,NorahHead,17.0
54.0,1014.6,61.34,SSW,62.24,52.34,62.0,2011-05-10,No,,55.76,SSW,72.0,,26.0,SW,1012.8,NorahHead,20.0
37.0,1010.4,58.459999999999994,WNW,61.34,48.56,51.0,2011-05-11,No,No,56.66,WNW,55.0,0.0,13.0,NW,1007.1,NorahHead,11.0
30.0,1011.1,60.440000000000005,WSW,62.059999999999995,46.58,36.0,2011-05-12,No,No,52.7,WSW,59.0,0.0,13.0,W,1009.7,NorahHead,11.0
28.0,1012.5,68.18,WNW,69.25999999999999,49.46,47.0,2011-05-13,No,No,59.0,W,65.0,0.0,7.0,NW,1008.7,NorahHead,15.0
39.0,1015.8,60.26,SW,61.16,51.26,40.0,2011-05-14,No,No,56.120000000000005,SW,44.0,0.0,17.0,WSW,1017.5,NorahHead,15.0
30.0,1028.4,62.059999999999995,WSW,63.14,47.120000000000005,53.0,2011-05-15,No,No,53.42,SE,55.0,0.0,2.0,W,1027.5,NorahHead,11.0
24.0,1030.0,61.7,W,65.12,47.3,59.0,2011-05-16,No,No,54.68,E,62.0,0.0,11.0,WNW,1026.3,NorahHead,9.0
37.0,1029.8,63.5,SSE,64.22,48.74,69.0,2011-05-17,No,No,55.04,S,70.0,0.0,19.0,W,1028.0,NorahHead,15.0
33.0,1032.3,64.58,NE,65.48,50.54,74.0,2011-05-18,No,No,57.379999999999995,S,71.0,0.0,13.0,W,1029.8,NorahHead,11.0
28.0,1031.3,66.38,NNW,69.98,56.120000000000005,73.0,2011-05-19,No,No,60.08,NE,90.0,0.0,17.0,SW,1028.4,NorahHead,4.0
22.0,1028.3,66.2,NNE,68.0,55.76,75.0,2011-05-20,No,No,59.72,NE,82.0,0.2,11.0,W,1024.8,NorahHead,6.0
20.0,1025.3,67.28,NE,71.78,55.4,67.0,2011-05-21,No,No,61.34,NE,76.0,0.0,9.0,W,1021.7,NorahHead,7.0
43.0,1021.0,67.1,NNE,70.88,54.14,71.0,2011-05-22,Yes,No,63.68,NNE,70.0,0.2,24.0,NW,1015.6,NorahHead,2.0
46.0,1006.5,69.62,NW,71.78,58.82,48.0,2011-05-23,No,Yes,60.08,NW,89.0,4.6,17.0,NNW,1002.7,NorahHead,26.0
50.0,1005.9,62.24,S,66.02,54.86,73.0,2011-05-24,Yes,No,59.18,S,65.0,0.0,31.0,WNW,1004.0,NorahHead,7.0
65.0,1009.1,56.120000000000005,SSW,58.1,51.98,86.0,2011-05-25,Yes,Yes,53.96,SW,91.0,31.8,31.0,SW,1010.0,NorahHead,37.0
44.0,1016.1,59.72,SSW,60.62,50.72,64.0,2011-05-26,No,Yes,52.16,WSW,87.0,23.6,11.0,WSW,1015.2,NorahHead,13.0
30.0,1019.1,60.08,SSW,61.519999999999996,48.02,57.0,2011-05-27,Yes,No,53.6,WSW,76.0,0.6,7.0,W,1017.9,NorahHead,6.0
39.0,1023.3,57.2,SSE,61.34,50.18,91.0,2011-05-28,Yes,Yes,53.42,WSW,73.0,2.8,17.0,W,1022.2,NorahHead,15.0
33.0,1024.3,60.08,N,61.88,53.42,84.0,2011-05-29,Yes,Yes,56.66,W,92.0,31.4,9.0,W,1021.7,NorahHead,11.0
72.0,1019.3,60.08,SSE,66.56,55.22,90.0,2011-05-30,Yes,Yes,59.72,SE,94.0,48.4,33.0,SW,1017.0,NorahHead,22.0
81.0,1017.5,62.959999999999994,SE,66.38,58.82,88.0,2011-05-31,Yes,Yes,64.75999999999999,SE,84.0,38.2,31.0,SE,1018.3,NorahHead,46.0
69.0,1024.2,63.32,SSE,66.74000000000001,61.16,82.0,2011-06-01,Yes,Yes,63.68,SSE,78.0,13.0,19.0,SSE,1023.5,NorahHead,35.0
52.0,1024.4,64.75999999999999,SSE,68.18,60.440000000000005,72.0,2011-06-02,No,Yes,63.14,SSE,86.0,7.0,24.0,SSE,1022.1,NorahHead,43.0
22.0,1019.4,65.3,W,68.18,53.78,55.0,2011-06-03,No,No,56.66,WSW,85.0,0.0,6.0,WNW,1015.0,NorahHead,11.0
22.0,1015.4,63.32,WNW,68.54,53.78,74.0,2011-06-04,Yes,No,61.88,N,65.0,0.0,13.0,NW,1013.8,NorahHead,11.0
22.0,1017.9,63.14,WSW,66.56,50.36,53.0,2011-06-05,No,Yes,54.5,NW,76.0,4.0,7.0,W,1013.0,NorahHead,9.0
31.0,1016.1,62.42,S,64.22,49.1,52.0,2011-06-06,No,No,56.48,SSW,61.0,0.0,7.0,WNW,1015.7,NorahHead,9.0
35.0,1018.3,58.82,NW,61.7,45.68,51.0,2011-06-07,No,No,51.44,WNW,70.0,0.0,13.0,NNW,1013.4,NorahHead,13.0
,1015.8,,,,48.379999999999995,,2011-06-08,,No,52.16,,52.0,0.0,,WNW,,NorahHead,13.0
37.0,1013.4,60.440000000000005,WNW,61.7,45.68,47.0,2011-06-09,No,,51.620000000000005,WNW,57.0,,15.0,WNW,1011.5,NorahHead,17.0
43.0,1016.1,58.82,SW,61.88,47.48,62.0,2011-06-10,Yes,No,54.68,SW,62.0,0.0,20.0,WNW,1016.5,NorahHead,9.0
57.0,1023.6,59.540000000000006,S,62.78,51.620000000000005,85.0,2011-06-11,Yes,Yes,53.42,SSW,93.0,9.4,30.0,SW,1023.7,NorahHead,15.0
74.0,1023.5,58.64,SE,63.5,52.52,89.0,2011-06-12,Yes,Yes,61.88,SE,77.0,69.2,48.0,SE,1021.4,NorahHead,33.0
65.0,1022.3,63.14,SSE,65.66,57.56,61.0,2011-06-13,No,Yes,63.14,SSE,68.0,24.4,43.0,SE,1019.7,NorahHead,31.0
